din	від	din	від	ADP;ACC	ADP;GEN
prima	перша	prim	перший	NUM;DEF;FEM;SG	ADJ;NOM;FEM;SG
prima	перший	prim	перший	NUM;DEF;FEM;SG	ADJ;NOM;MASC;SG
prima	високоякісний	prim	високоякісний	NUM;DEF;FEM;SG	ADJ;NOM;MASC;SG
prima	преміум	prim	премія	NUM;DEF;FEM;SG	
prima	premium	prim	premium	NUM;DEF;FEM;SG	
octombrie	жовтні	octombrie	жовтень	N;INDF;MASC;SG	ADV
august	серпні	august	серпень	N;INDF;MASC;SG	ADV
sat	сб	sat	сб	N;INDF;MASC;SG	
sat	сидячи	sat	сидіти	N;INDF;MASC;SG	V;IPFV;PRS;V.CVB
sat	сіли	sat	сісти	N;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
sat	сидів	sat	сидіти	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN
sat	sat	sat	sat	N;INDF;MASC;SG	
martie	березні	martie	березень	N;INDF;MASC;SG	ADV
biserica	церква	biserică	церква	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
biserica	костел	biserică	костел	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
biserica	церква	biserică	церква	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
biserica	костел	biserică	костел	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
decembrie	грудні	decembrie	грудний	N;INDF;MASC;SG	ADV
toate	усі	tot	увесь	PRO;FEM;PL;3	DET;NOM;PL
toate	всі	tot	весь	PRO;FEM;PL;3	DET;NOM;PL
toate	все	tot	все	PRO;FEM;PL;3	PRO;INAN;NOM;NEUT;SG
toate	всіх	tot	всі	PRO;FEM;PL;3	PRO;ANIM;ACC
ianuarie	січні	ianuarie	січень	N;INDF;MASC;SG	ADV
latns	latns	latns	latns		
latd	latd	latd	latd		
longd	longd	longd	longd		
adresa	адреса	adresă	адреса	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
adresa	звертайтеся	adresă	звертатися	N;DEF;FEM;SG	V;IPFV;IMP;PL;2;FIN
adresa	адресу	adresă	адреса	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
adresa	адреса	adresă	адреса	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
adresa	звертайтеся	adresă	звертатися	N;DEF;FEM;SG	V;IPFV;IMP;PL;2;FIN
adresa	адресу	adresă	адреса	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
cum	як	cum	як	ADV	CONJ
imagine	picture	imagine	picture	N;INDF;FEM;SG	
imagine	зображення	imagine	зображення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
imagine	картинка	imagine	картинка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
imagine	фото	imagine	фото	N;INDF;FEM;SG	
imagine	зображення	imagine	зображення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
statul	стан	stat	стан	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
statul	держава	stat	держава	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
lor	їхньому	lui	їхній	DET;3	PRO;DAT;SG;3
avut	мали	avea	мати	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;PST;FIN
familia	сімейство	familie	сімейство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
familia	сімейний	familie	сімейний	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
familia	сімейні	familie	сімейний	N;DEF;FEM;SG	ADJ;NOM;PL
familia	родина	familie	родина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
numele	назва	nume	назва	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
timpul	тайм	timp	тайм	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
timpul	час	timp	час	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
nord	північна	nord	північний	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
nord	норт	nord	норт	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
nord	північний	nord	північний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
nord	nord	nord	nord	N;INDF;MASC;SG	
principala	головний	principal	головний	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
principala	основне	principal	основний	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
principala	головна	principal	головний	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
principala	головні	principal	головний	ADJ;DEF;FEM;SG	ADJ;NOM;PL
principala	головне	principal	головне	ADJ;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
principala	головний	principal	головний	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
principala	основне	principal	основний	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
principala	головна	principal	головний	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
principala	головні	principal	головний	ADJ;DEF;FEM;SG	ADJ;NOM;PL
principala	головне	principal	головне	ADJ;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
sud	південна	sud	південний	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sud	південний	sud	південний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
aprilie	квітні	aprilie	квітний	N;INDF;MASC;SG	ADV
erau	були	fi	бути	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
primul	перше	prim	перше	NUM;DEF;MASC;SG	ADV
primul	перша	prim	перший	NUM;DEF;MASC;SG	ADJ;NOM;FEM;SG
primul	перший	prim	перший	NUM;DEF;MASC;SG	ADJ;NOM;MASC;SG
iulie	липні	iulie	липень	N;INDF;MASC;SG	ADV
doar	лише	doar	лише	ADV	PART
doar	тільки	doar	тільки	ADV	PART
doar	просто	doar	просто	ADV	PART
editura	видавець	editură	видавець	N;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
asteroid	астероїд	asteroid	астероїд	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
asteroid	астероїди	asteroid	астероїда	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
februarie	лютий	februarie	лютий	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
recensamantului	перепис	recensamant	перепис	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
trei	втрьох	trei	втріх	NUM;PL	N;ANIM;NOM;MASC;PL
trei	трійка	trei	трійка	NUM;PL	N;INAN;NOM;FEM;SG
lats	лат	lats	лата		
longm	longm	longm	longm		
latm	latm	latm	latm		
discutie	дискусії	discutie	дискусія	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
discutie	дискусія	discutie	дискусія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discutie	обговорення	discutie	обговорення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
discutie	дискусії	discutie	дискусія	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
discutie	дискусія	discutie	дискусія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discutie	обговорення	discutie	обговорення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
discutie	дискусії	discutie	дискусія	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
discutie	дискусія	discutie	дискусія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
discutie	обговорення	discutie	обговорення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
franta	франції	frantă	франція	PROPN	PROPN;INAN;GEN;FEM;SG
franta	франція	frantă	франція	PROPN	PROPN;INAN;NOM;FEM;SG
franta	францію	frantă	франція	PROPN	N;INAN;ACC;FEM;SG
franta	франції	frantă	франція	PROPN	PROPN;INAN;GEN;FEM;SG
franta	франція	frantă	франція	PROPN	PROPN;INAN;NOM;FEM;SG
franta	францію	frantă	франція	PROPN	N;INAN;ACC;FEM;SG
franta	франції	frantă	франція	PROPN	PROPN;INAN;GEN;FEM;SG
franta	франція	frantă	франція	PROPN	PROPN;INAN;NOM;FEM;SG
franta	францію	frantă	франція	PROPN	N;INAN;ACC;FEM;SG
partea	частина	parte	частина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
fara	без	fară	без		ADP;GEN
fara	без	fară	без		ADP;GEN
departamentul	департамент	departament	департамент	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
departamentul	відділ	departament	відділ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
raionul	проході	raion	прохід	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
data	дату	dată	дата	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
data	дата	dată	дата	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
data	датою	dată	дата	N;DEF;FEM;SG	N;INAN;INS;FEM;SG
data	дані	dată	дані	N;DEF;FEM;SG	N;INAN;PFV;NOM;PASS
data	data	dată	data	N;DEF;FEM;SG	
data	дату	dată	дата	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
data	дата	dată	дата	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
data	датою	dată	дата	N;DEF;FEM;SG	N;INAN;INS;FEM;SG
unul	одна	unul	один	PRO;MASC;SG;3	NUM;NOM;FEM
unul	one	unul	one	PRO;MASC;SG;3	
unul	одне	unul	один	PRO;MASC;SG;3	DET;NOM;NEUT;SG
unul	один	unul	один	PRO;MASC;SG;3	NUM;NOM;MASC
grup	групова	grup	груповий	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
grup	груповий	grup	груповий	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
locul	місце	loc	місце	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
pot	можна	putea	можна	V;IND;PL;3;PRS;FIN	ADV
camp	поля	camp	поле	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
germania	німеччини	germania	німеччина	PROPN	PROPN;INAN;GEN;FEM;SG
germania	німеччині	germania	німеччина	PROPN	PROPN;INAN;DAT;FEM;SG
germania	німеччина	germania	німеччина	PROPN	PROPN;INAN;NOM;FEM;SG
germania	німеччину	germania	німеччина	PROPN	PROPN;INAN;ACC;FEM;SG
face	make	face	make	V;IND;SG;3;PRS;FIN	
satul	село	sat	село	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
national	націонал	national	націонал	ADJ;INDF;MASC;SG	
national	національні	national	національний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
national	націонал	national	націонал	ADJ;INDF;MASC;SG	
national	національні	national	національний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
national	націонал	national	націонал	ADJ;INDF;MASC;SG	
national	національні	national	національний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
perioada	строк	perioadă	строк	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
perioada	період	perioadă	період	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
perioada	строк	perioadă	строк	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
perioada	період	perioadă	період	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
minoritate	меншості	minoritate	меншість	N;INDF;FEM;SG	N;INAN;DAT;FEM;SG
ucraineana	український	ucrainean	український	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
ucraineana	українець	ucrainean	українець	N;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
ucraineana	українська	ucrainean	український	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
cadrul	каркас	cadru	каркас	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
cadrul	рамках	cadru	рамка	N;DEF;MASC;SG	N;INAN;ESS;FEM;PL
general	загальні	general	загальний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
general	генерал	general	генерал	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
peste	закінчилося	peste	закінчитися	ADP;ACC	V;PFV;NEUT;IND;SG;PST;FIN
peste	закінчено	peste	закінчити	ADP;ACC	V;PFV;IND;0;FIN
peste	закінчилась	peste	закінчитися	ADP;ACC	V;PFV;FEM;IND;SG;PST;FIN
peste	риб	peste	риба	ADP;ACC	N;ANIM;ACC;FEM;PL
peste	риба	peste	риба	ADP;ACC	N;ANIM;NOM;FEM;SG
peste	рибу	peste	риба	ADP;ACC	N;ANIM;ACC;FEM;SG
peste	рибка	peste	рибка	ADP;ACC	N;ANIM;NOM;FEM;SG
peste	риби	peste	риба	ADP;ACC	N;ANIM;NOM;FEM;PL
romana	румунська	romană	румунський	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
romana	роман	romană	роман	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
romana	романа	romană	роман	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
inceput	почалося	incepe	початися	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
inceput	почалось	incepe	початися	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
inceput	почали	incepe	почати	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
inceput	розпочато	incepe	розпочати	ADJ;INDF;MASC;SG	V;PFV;IND;0;FIN
inceput	почався	incepe	початися	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
inceput	почато	incepe	почато	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;FUT;FIN
inceput	початок	incepe	початок	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
iii	ііі	trei	ііі	NUM;SG	
iii	iii	trei	iii	NUM;SG	
duce	герцог	duce	герцог	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG
duce	дюк	duce	дюк	V;IND;SG;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
roman	румунська	roman	румунський	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
provincia	провінція	provincie	провінція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
existand	існуюче	existand	існуюче		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
existand	існуючий	existand	існуючий		ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
existand	існуючі	existand	існуюча		ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT
existand	існуючу	existand	існуюча		ADJ;IPFV;ACC;FEM;SG;PRS;V.PTCP;ACT
vedere	перегляд	vedere	перегляд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
vedere	вигляд	vedere	вигляд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
vedere	view	vedere	view	N;INDF;FEM;SG	
vedere	вид	vedere	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
vedere	переглянути	vedere	переглянути	N;INDF;FEM;SG	V;PFV;NFIN
wikipedia	вікіпедія	wikipedia	вікіпедія	N;DEF;FEM;SG	
specie	виді	specie	вид	N;INDF;FEM;SG	N;INAN;DAT;MASC;SG
specie	вид	specie	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
specie	види	specie	вид	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
punct	point	punct	point	N;INDF;MASC;SG	
unite	united	unit	united	ADJ;INDF;FEM;PL	
unite	юнайтед	unit	юнайтед	ADJ;INDF;FEM;PL	PROPN;INAN;NOM;MASC;SG
moldova	молдова	moldova	молдовий	PROPN	ADJ;NOM;FEM;SG
moldova	молдові	moldova	молдовий	PROPN	ADJ;NOM;PL
moldova	молдови	moldova	молдова	PROPN	PROPN;INAN;NOM;FEM;SG
aceste	ці	acest	цей	DET;FEM;PL;3	DET;NOM;PL
secolul	ст	secol	ст.	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
secolul	століття	secol	століття	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
secolul	century	secol	century	N;DEF;MASC;SG	
una	одна	unul	один	PRO;FEM;SG;3	NUM;NOM;FEM
una	one	unul	one	PRO;FEM;SG;3	
una	одне	unul	один	PRO;FEM;SG;3	DET;NOM;NEUT;SG
una	один	unul	один	PRO;FEM;SG;3	NUM;NOM;MASC
aceasta	цей	acesta	цей	PRO;FEM;SG;3	DET;NOM;MASC;SG
aceasta	ця	acesta	цей	PRO;FEM;SG;3	DET;NOM;FEM;SG
life	життя	life	життя		N;INAN;NOM;NEUT;SG
life	лайф	life	Лайф		
resedinta	резиденція	resedinta	резиденція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
resedinta	резиденція	resedinta	резиденція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
resedinta	резиденція	resedinta	резиденція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
orasul	місто	oras	місто	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
orasul	містечко	oras	містечко	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
orasul	місто	oras	місто	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
orasul	місто	oras	місто	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
