категория	catégories	категория	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
франции	france	франция	france	N;INAN;NOM;FEM;PL	N;FEM;SG
имя	nommer	имя	nommer	N;INAN;NOM;NEUT;SG	V;NFIN
имя	noms	имя	nom	N;INAN;NOM;NEUT;SG	N;MASC;PL
цифровой	numériques	цифровой	numérique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
санкт	sankt	санкт	sankt	N;INAN;NOM;MASC;SG	PROPN
ширина	largeurs	ширина	largeur	N;INAN;NOM;FEM;SG	N;FEM;PL
просто	just	просто	just	PART	INTJ
просто	simplement	просто	simplement	PART	ADV
просто	juste	просто	juste	PART	ADV
тогда	puis	тогда	puis	ADV	CONJ
отечественной	patriotisme	отечественный	patriotisme	ADJ;INS;FEM;SG	N;MASC;SG
отечественной	patriotes	отечественный	patriote	ADJ;INS;FEM;SG	N;MASC;PL
отечественной	patriote	отечественный	patriote	ADJ;INS;FEM;SG	N;MASC;SG
вот	ici	вот	ici	PART	ADV
вот	voilà	вот	voilà	PART	V
вот	voici	вот	voici	PART	V
церкви	églises	церковь	église	N;INAN;NOM;FEM;SG	N;FEM;PL
церкви	eglises	церковь	eglise	N;INAN;NOM;FEM;SG	N;FEM;PL
федерации	fédération	федерация	fédération	N;INAN;NOM;FEM;PL	N;FEM;SG
наиболее	most	наиболее	most	ADV	PROPN
изображения	image	изображение	image	N;INAN;NOM;NEUT;PL	N;FEM;SG
советский	soviet	советский	soviet	ADJ;NOM;MASC;SG	N;MASC;SG
советский	soviétiques	советский	soviétique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
степени	degré	степень	degré	N;INAN;NOM;FEM;PL	N;MASC;SG
степени	diplôme	степень	diplôme	N;INAN;NOM;FEM;PL	N;MASC;SG
степени	degré	степень	degré	N;INAN;NOM;FEM;PL	N;MASC;SG
северо	northwestern	северо	northwestern	ADV	PROPN
награды	récompense	награда	récompense	N;INAN;NOM;FEM;PL	N;FEM;SG
википедия	wikipédia	википедия	wikipédia	N;INAN;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
перед	auparavant	перед	auparavant	ADP	ADV
германии	allemands	германия	allemand	N;INAN;ESS;NEUT;SG	ADJ;MASC;PL
германии	allemande	германия	allemand	N;INAN;ESS;NEUT;SG	ADJ;FEM;SG
германии	allemagne	германия	allemagne	N;INAN;ESS;NEUT;SG	PROPN
владимир	vladimír	владимир	vladimír	N;ANIM;NOM;MASC;SG	PROPN
владимир	vladimir	владимир	vladimir	N;ANIM;NOM;MASC;SG	PROPN
москва	moscou	москва	moscou	N;INAN;NOM;FEM;SG	PROPN
стала	devenus	стать	devenir	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
академии	académie	академия	académie	N;INAN;NOM;FEM;PL	N;FEM;SG
академии	academy	академия	academy	N;INAN;NOM;FEM;PL	N;SG
две	two	два	two	NUM;NOM;FEM	PROPN
николай	nikolaï	николай	nikolaï	N;ANIM;NOM;MASC;SG	PROPN
николай	nicolai	николай	nicolai	N;ANIM;NOM;MASC;SG	PROPN
николай	nikolaï	николай	nikolaï	N;ANIM;NOM;MASC;SG	PROPN
николай	nicholas	николай	nicholas	N;ANIM;NOM;MASC;SG	PROPN
николай	nikolaï	николай	nikolaï	N;ANIM;NOM;MASC;SG	PROPN
некоторые	certains	некоторый	certain	DET;NOM;PL	PRO;MASC;PL
некоторые	certaines	некоторый	certain	DET;NOM;PL	PRO;FEM;PL
некоторые	quelques	некоторый	quelque	DET;NOM;PL	PRO;PL
русский	russes	русский	russe	ADJ;NOM;MASC;SG	ADJ;MASC;PL
член	membres	член	membre	N;ANIM;NOM;MASC;SG	N;MASC;PL
член	dick	член	dick	N;ANIM;NOM;MASC;SG	PROPN
орден	commander	орден	commander	N;INAN;NOM;MASC;SG	V;NFIN
пока	bye	пока	bye	CONJ	
общины	communaute	община	communaute	N;INAN;NOM;FEM;PL	N;FEM;SG
общины	communautaire	община	communautaire	N;INAN;NOM;FEM;PL	ADJ;MASC;SG
общины	communauté	община	communauté	N;INAN;NOM;FEM;PL	N;FEM;SG
общины	collectivité	община	collectivité	N;INAN;NOM;FEM;PL	N;FEM;SG
эта	ceci	этот	ceci	DET;NOM;FEM;SG	PRO;SG
эта	cet	этот	ce	DET;NOM;FEM;SG	PRO;SG;3
эта	cela	этот	cela	DET;NOM;FEM;SG	PRO;SG
эта	ce	этот	ce	DET;NOM;FEM;SG	PRO;SG;3
нужно	nécessité	нужный	nécessité	ADJ;NEUT;SG	N;FEM;SG
нужно	besoins	нужный	besoin	ADJ;NEUT;SG	N;MASC;PL
нужно	besoin	нужный	besoin	ADJ;NEUT;SG	N;MASC;SG
большой	grands	большой	grand	ADJ;NOM;MASC;SG	ADJ;MASC;PL
большой	grandes	большой	grand	ADJ;NOM;MASC;SG	ADJ;FEM;PL
большой	big	большой	big	ADJ;NOM;MASC;SG	INTJ
количество	quantités	количество	quantité	N;INAN;NOM;NEUT;SG	N;FEM;PL
являются	sont	являться	être	V;IPFV;IND;PL;3;PRS;FIN;MID	V;IND;PL;3;PRS;FIN
компании	compagnie	компания	compagnie	N;INAN;NOM;FEM;PL	N;FEM;SG
компании	entreprise	компания	entreprendre	N;INAN;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
компании	société	компания	société	N;INAN;NOM;FEM;PL	N;FEM;SG
советского	soviet	советский	soviet	ADJ;GEN;MASC;SG	N;MASC;SG
советского	soviétiques	советский	soviétique	ADJ;GEN;MASC;SG	ADJ;MASC;PL
проект	brouillons	проект	brouillon	N;INAN;NOM;MASC;SG	N;MASC;PL
проект	draft	проект	draft	N;INAN;NOM;MASC;SG	PROPN
проект	brouillon	проект	brouillon	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
много	lots	много	lot	ADV	N;MASC;PL
много	nombreux	много	nombreux	ADV	ADJ;MASC;PL
много	nombreuses	много	nombreux	ADV	ADJ;FEM;PL
много	plusieurs	много	plusieurs	ADV	PRO;PL
много	much	много	much	ADV	INTJ
сельский	rurales	сельский	rural	ADJ;NOM;MASC;SG	ADJ;FEM;PL
сельский	ruraux	сельский	rural	ADJ;NOM;MASC;SG	ADJ;MASC;PL
новый	nouvelles	новый	nouveau	ADJ;NOM;MASC;SG	ADJ;FEM;PL
новый	nouveaux	новый	nouveau	ADJ;NOM;MASC;SG	ADJ;MASC;PL
новый	nouveautés	новый	nouveauté	ADJ;NOM;MASC;SG	N;FEM;PL
тоже	trop	тоже	trop	PART	ADV
тоже	too	тоже	too	PART	INTJ
фильмы	cinéma	фильм	cinéma	N;INAN;NOM;MASC;PL	N;MASC;SG
фильмы	ciné	фильм	ciné	N;INAN;NOM;MASC;PL	N;MASC;SG
часто	fréquent	часто	fréquent	ADV	ADJ;MASC;SG
часто	fréquentes	часто	fréquent	ADV	ADJ;FEM;PL
часто	fréquent	часто	fréquent	ADV	ADJ;MASC;SG
часто	fréquents	часто	fréquent	ADV	ADJ;MASC;PL
часто	fréquente	часто	fréquent	ADV	ADJ;FEM;SG
сокорро	socorro	сокорро	socorro		PROPN
настоящее	présents	настоящий	présent	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
настоящее	présenter	настоящий	présenter	ADJ;NOM;NEUT;SG	V;NFIN
стали	acier	стать	acier	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;SG
организации	organisation	организация	organisation	N;INAN;NOM;FEM;PL	N;FEM;SG
сейчас	now	сейчас	now	ADV	INTJ
империи	empire	империя	empire	N;INAN;NOM;FEM;PL	N;MASC;SG
участников	exposant	участник	exposer	N;ANIM;GEN;MASC;PL	V;PRS;V.PTCP
одна	seul	один	seul	DET;NOM;FEM;SG	ADJ;MASC;SG
одна	seuls	один	seul	DET;NOM;FEM;SG	ADJ;MASC;PL
одна	seule	один	seul	DET;NOM;FEM;SG	ADJ;FEM;SG
одна	un	один	un	DET;NOM;FEM;SG	PRO;MASC;SG
одна	one	один	one	DET;NOM;FEM;SG	PROPN
станции	station	станция	station	N;INAN;NOM;FEM;PL	N;FEM;SG
станции	gare	станция	gare	N;INAN;NOM;FEM;PL	N;FEM;SG
возможно	possibles	возможный	possible	ADJ;NEUT;SG	ADJ;MASC;PL
возможно	éventuellement	возможный	éventuellement	ADJ;NEUT;SG	ADV
возможно	possiblement	возможный	possiblement	ADJ;NEUT;SG	ADV
возможно	surement	возможный	surement	ADJ;NEUT;SG	ADV
возможно	probablement	возможный	probablement	ADJ;NEUT;SG	ADV
возможно	sûrement	возможный	sûrement	ADJ;NEUT;SG	ADV
сергей	sergey	сергей	sergey	N;ANIM;NOM;MASC;SG	PROPN
сергей	sergueï	сергей	sergueï	N;ANIM;NOM;MASC;SG	PROPN
сергей	sergei	сергей	sergei	N;ANIM;NOM;MASC;SG	PROPN
сергей	sergueï	сергей	sergueï	N;ANIM;NOM;MASC;SG	PROPN
сергей	serge	сергей	serge	N;ANIM;NOM;MASC;SG	PROPN
окончил	diplômé	окончить	diplômé	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
иван	ivan	иван	ivan	N;ANIM;NOM;MASC;SG	PROPN
иван	iván	иван	iván	N;ANIM;NOM;MASC;SG	PROPN
пояс	belt	пояс	belt	N;INAN;NOM;MASC;SG	PROPN
такие	tels	такой	tel	DET;NOM;PL	ADJ;MASC;PL
такие	tel	такой	tel	DET;NOM;PL	ADJ;MASC;SG
такие	telle	такой	tel	DET;NOM;PL	ADJ;FEM;SG
такие	telles	такой	tel	DET;NOM;PL	ADJ;FEM;PL
многие	nombreux	много	nombreux	NUM	ADJ;MASC;PL
многие	beaucoup	много	beaucoup	NUM	ADV
многие	nombreuses	много	nombreux	NUM	ADJ;FEM;PL
многие	plusieurs	много	plusieurs	NUM	PRO;PL
серии	série	серия	série	N;INAN;NOM;FEM;PL	N;FEM;SG
участники	fréquentation	участник	fréquentation	N;ANIM;NOM;MASC;PL	N;FEM;SG
участники	présence	участник	présence	N;ANIM;NOM;MASC;PL	N;FEM;SG
участники	assiduité	участник	assiduité	N;ANIM;NOM;MASC;PL	N;FEM;SG
участники	participation	участник	participation	N;ANIM;NOM;MASC;PL	N;FEM;SG
культуры	cultures	культура	culture	N;INAN;NOM;FEM;SG	N;FEM;PL
часовой	sentinelles	часовой	sentinel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
часовой	sentinel	часовой	sentinel	ADJ;NOM;MASC;SG	PROPN
часовой	sentinelles	часовой	sentinel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
команда	équipages	команда	équipage	N;INAN;NOM;FEM;SG	N;MASC;PL
достаточно	suffisamment	достаточный	suffisamment	ADJ;NEUT;SG	ADV
достаточно	assez	достаточный	assez	ADJ;NEUT;SG	ADV
краткое	bref	краткий	bref	ADJ;NOM;NEUT;SG	INTJ
краткое	brèves	краткий	breve	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
краткое	concises	краткий	concise	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
краткое	concision	краткий	concision	ADJ;NOM;NEUT;SG	N;FEM;SG
позже	ultérieur	поздно	ultérieur	ADV;CMPR	ADJ;MASC;SG
другой	autre	другой	autre	ADJ;NOM;MASC;SG	PRO;SG
другой	autres	другой	autre	ADJ;NOM;MASC;SG	PRO;PL
другой	another	другой	another	ADJ;NOM;MASC;SG	V
школы	école	школа	école	N;INAN;NOM;FEM;PL	N;FEM;SG
школы	ecole	школа	ecole	N;INAN;NOM;FEM;PL	N;FEM;SG
школы	école	школа	école	N;INAN;NOM;FEM;PL	N;FEM;SG
иванович	ivanovitch	иванович	ivanovitch	N;ANIM;NOM;MASC;SG	PROPN
михаил	mikhail	михаил	mikhail	N;ANIM;NOM;MASC;SG	PROPN
михаил	mikhaïl	михаил	mikhaïl	N;ANIM;NOM;MASC;SG	PROPN
михаил	alain	михаил	alain	N;ANIM;NOM;MASC;SG	PROPN
михаил	michael	михаил	michael	N;ANIM;NOM;MASC;SG	PROPN
михаил	michel	михаил	michel	N;ANIM;NOM;MASC;SG	PROPN
михаил	mihail	михаил	mihail	N;ANIM;NOM;MASC;SG	PROPN
текст	textes	текст	texte	N;INAN;NOM;MASC;SG	N;MASC;PL
первая	premières	первый	premier	ADJ;NOM;FEM;SG	ADJ;FEM;PL
первая	premiers	первый	premier	ADJ;NOM;FEM;SG	ADJ;MASC;PL
песни	chanson	песня	chanson	N;INAN;NOM;FEM;PL	N;FEM;SG
женщин	féminin	женщина	féminin	N;ANIM;GEN;FEM;PL	ADJ;MASC;SG
женщин	femme	женщина	femme	N;ANIM;GEN;FEM;PL	N;FEM;SG
участником	participante	участник	participant	N;ANIM;INS;MASC;SG	ADJ;FEM;SG
участником	participant	участник	participer	N;ANIM;INS;MASC;SG	V;PRS;V.PTCP
жителей	résidants	житель	résidant	N;ANIM;GEN;MASC;PL	ADJ;MASC;PL
честь	honorées	честь	honorer	N;INAN;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
честь	honorée	честь	honorer	N;INAN;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
