پِیاک	joodik	پِیاک	joodik	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیتامبر	näitleja	پِیتامبر	näitleja	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیتامبر	tantsija	پِیتامبر	tantsija	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیتاوہ	sukk	پَیتاوہ	sukk	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیتلا	jultunud	پِیتلا	jultuma	PROPN;NOM;MASC;SG;3	ADJ;PST;V.PTCP;ACT
پِیتم	armuke	پِیتم	armuke	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیتم	armastaja	پِیتم	armastaja	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹ	karistada	پِیٹ	karistama	PROPN;NOM;MASC;SG;3	V;NFIN
پِیٹ	peksa	پِیٹ	peksa	PROPN;NOM;MASC;SG;3	ADV
پیٹ	kõht	پیٹ	kõht	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	magu	پیٹ	magu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	söögiisu	پیٹ	söögi_isu	PROPN;NOM;MASC;SG;3	N;PRT;SG
پیٹ	isu	پیٹ	isu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	nälg	پیٹ	nälg	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	rasedus	پیٹ	rasedus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	võimsus	پیٹ	võimsus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	õõnsus	پیٹ	õõnsus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	ahnus	پیٹ	ahnus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	elatis	پیٹ	elatis	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	kõht	پیٹ	kõht	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	magu	پیٹ	magu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	söögiisu	پیٹ	söögi_isu	PROPN;NOM;MASC;SG;3	N;PRT;SG
پیٹ	isu	پیٹ	isu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	nälg	پیٹ	nälg	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	rasedus	پیٹ	rasedus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	võimsus	پیٹ	võimsus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	õõnsus	پیٹ	õõnsus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	ahnus	پیٹ	ahnus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	elatis	پیٹ	elatis	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	kõht	پیٹ	kõht	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹ	kõhu	پیٹ	kõht	PROPN;NOM;MASC;SG;3	N;GEN;SG
پیٹا	läbimõõt	پیٹا	läbi_mõõt	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
پیٹا	diameeter	پیٹا	diameeter	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
پیٹا	ümbermõõt	پیٹا	ümber_mõõt	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
پیٹا	ümbermõõt	پیٹا	ümber_mõõt	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
پیٹا	hingeõhk	پیٹا	hinge_õhk	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
پیٹا	hingetõmme	پیٹا	hinge_tõmm	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
پِیٹنا	peksa	پِیٹ	peksa	V;MASC;SG;NFIN;ACT	ADV
پِیٹنا	needus	پِیٹ	needus	V;MASC;SG;NFIN;ACT	N;NOM;SG
پیٹُو	ahne	پیٹُو	ahne	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	box	پیٹی	box	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	kast	پیٹی	kast	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	karp	پیٹی	karp	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	kasti	پیٹی	kast	PROPN;NOM;MASC;SG;3	N;IN+ALL;LGSPEC1;SG
پیٹی	lahter	پیٹی	lahter	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	case	پیٹی	case	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	kohtuasi	پیٹی	kohtu_asi	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	juhtum	پیٹی	juhtum	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	kohver	پیٹی	kohver	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیٹی	vöö	پیٹی	vöö	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھ	sissepääs	پَیٹھ	sisse_pääs	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھ	sisenemine	پَیٹھ	sisenemine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھ	kirje	پَیٹھ	kirje	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھ	sissekanne	پَیٹھ	sisse_kanne	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھ	sisenemine	پَیٹھ	sisenemine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	abi	پِیٹھ	abi	PROPN;NOM;MASC;SG;3	N;PRT;SG
پِیٹھ	põlvkonna	پِیٹھ	põlvkond	PROPN;NOM;MASC;SG;3	N;GEN;SG
پِیٹھ	generatsioon	پِیٹھ	generatsioon	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	põlvkond	پِیٹھ	põlvkond	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	sugupuu	پِیٹھ	sugu_puu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	toetus	پِیٹھ	toetus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	tugi	پِیٹھ	tugi	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	toetamine	پِیٹھ	toetamine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیٹھ	loin	پِیٹھ	loin	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھانا	rush	پویٹھا	rush	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھانا	tungida	پویٹھا	tungima	PROPN;NOM;MASC;SG;3	V;NFIN
پَیٹھانا	sisesta	پویٹھا	sisenema	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پَیٹھانا	sisene	پویٹھا	sisene	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھانا	enter	پویٹھا	enter	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھنا	tungida	پْیٹھنا	tungima	PROPN;NOM;MASC;SG;3	V;NFIN
پَیٹھنا	sisesta	پْیٹھنا	sisenema	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پَیٹھنا	sisene	پْیٹھنا	sisene	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیٹھنا	enter	پْیٹھنا	enter	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچ	mähis	پیچ	mähi	V;SG;V.PTCP;ACT	N;NOM;SG
پیچ	vaenu	پیچ	vaen	V;SG;V.PTCP;ACT	N;PRT;SG
پیچ	pööre	پیچ	pööre	V;SG;V.PTCP;ACT	N;NOM;SG
پیچ	taktika	پیچ	taktika	V;SG;V.PTCP;ACT	N;NOM;SG
پیچ	kruvi	پیچ	kruvi	V;SG;V.PTCP;ACT	N;NOM;SG
پیچ	bias	پیچ	bias	V;SG;V.PTCP;ACT	N;NOM;SG
پیچ	pööre	پیچ	pööre	V;SG;V.PTCP;ACT	N;NOM;SG
پیچا	pööre	پیچا	pööre	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچا	pööra	پیچا	pöörama	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچا	keera	پیچا	keerama	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچا	pööre	پیچا	pööre	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچاک	keerukas	پیچاک	keerukas		ADJ;NOM;SG
پیچاک	kompleks	پیچاک	kompleks		N;NOM;SG
پیچاک	pööre	پیچاک	pööre		N;NOM;SG
پیچاک	tigu	پیچاک	tigu		N;NOM;SG
پیچاک	pööre	پیچاک	pööre		N;NOM;SG
پیچاک	pööra	پیچاک	pöörama		V;IMP;SG;2;PRS;FIN;ACT
پیچاک	keera	پیچاک	keerama		V;IMP;SG;2;PRS;FIN;ACT
پیچاں	väändunud	پیچاں	väändu=nud		V;PST;V.PTCP;ACT
پیچاں	väändunud	پیچاں	väändu=nud		V;PST;V.PTCP;ACT
پیچِش	ring	پیچِش	ring	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچِش	circle	پیچِش	circle	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچِش	ringi	پیچِش	ringi	PROPN;NOM;MASC;SG;3	ADV
پیچِش	düsenteeria	پیچِش	düsenteeria	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچِش	pööre	پیچِش	pööre	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچِش	pööre	پیچِش	pööre	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچِش	pööra	پیچِش	pöörama	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچِش	keera	پیچِش	keerama	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پِیچنا	armumine	پِیچ	armumine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچنا	purustada	پِیچ	purustama	PROPN;NOM;MASC;SG;3	V;NFIN
پیچوان	solenoid	پیچوان	solenod	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچیا	petta	پیچیا	petma	PROPN;NOM;MASC;SG;3	V;NFIN
پیچیا	peta	پیچیا	peta	PROPN;NOM;MASC;SG;3	N;NOM;SG
پیچیدگی	pööra	پیچیدگی	pöörama	N;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچیدگی	keera	پیچیدگی	keerama	N;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچیدگی	keerukust	پیچیدگی	keerukus	N;NOM;MASC;SG;3	N;PRT;SG
پیچیدگی	keerukuse	پیچیدگی	keerukus	N;NOM;MASC;SG;3	N;GEN;SG
پیچیدگی	pööra	پیچیدگی	pöörama	N;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچیدگی	keera	پیچیدگی	keerama	N;NOM;MASC;SG;3	V;IMP;SG;2;PRS;FIN;ACT
پیچیدہ	kaasatud	پیچیدہ	kaasama	ADJ	V;PST;V.PTCP;PASS
پیچیدہ	väändunud	پیچیدہ	väändu=nud	ADJ	V;PST;V.PTCP;ACT
پیچیدہ	pöördus	پیچیدہ	pöörduma	ADJ	V;IND;SG;3;PST;FIN;ACT
پیچیدہ	kaasatud	پیچیدہ	kaasama	ADJ	V;PST;V.PTCP;PASS
پیچیدہ	kompleks	پیچیدہ	kompleks	ADJ	N;NOM;SG
پیچیدہ	väändunud	پیچیدہ	väändu=nud	ADJ	V;PST;V.PTCP;ACT
پیچیدہ	pöördus	پیچیدہ	pöörduma	ADJ	V;IND;SG;3;PST;FIN;ACT
پِیچھا	chase	پِیچھ	chase	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچھا	tagaajamine	پِیچھ	taga_ajamine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچھا	jälitamine	پِیچھ	jälitamine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچھا	tagaajamine	پِیچھ	taga_ajamine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچھا	puudumine	پِیچھ	puudumine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچھا	tagumised	پِیچھ	tagumine	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پِیچھا	tagaosa	پِیچھ	taga_osa	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیچھا	tagumine	پِیچھ	tagumine	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پِیچھا	tagant	پِیچھ	tagant	PROPN;NOM;MASC;SG;3	ADV
پِیچھا	taga	پِیچھ	taga	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	taga	پِیچھے	taga	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	pärast	پِیچھے	pärast	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	järgnevalt	پِیچھے	järgnevalt	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	seejärel	پِیچھے	see_järel	PROPN;NOM;MASC;SG;3	ADV
پِیخال	guaano	پِیخال	guaano	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیخانہ	wc	پَیخانہ	wc	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیخانہ	tualett	پَیخانہ	tualett	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدا	kasum	پَیدا	kasum	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدا	toodetud	پَیدا	tootma	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیدا	avastatud	پَیدا	avastama	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیدا	avastasin	پَیدا	avastama	PROPN;NOM;MASC;SG;3	V;IND;SG;1;PST;FIN;ACT
پَیدا	avastas	پَیدا	avastama	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN;ACT
پَیدا	manifesti	پَیدا	manifest	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدا	tekitatud	پَیدا	tekita=tud	PROPN;NOM;MASC;SG;3	ADJ;PST;V.PTCP;PASS
پَیدا	hangitud	پَیدا	hangi=tud	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیدا	altkäemaksu	پَیدا	alt_käe_maks	PROPN;NOM;MASC;SG;3	N;PRT;SG
پَیدا	sissetulek	پَیدا	sisse_tulek	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدا	tulu	پَیدا	tulu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدا	leiutatud	پَیدا	leiutama	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیدا	leiutas	پَیدا	leiutama	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN;ACT
پَیدا	ilmutasid	پَیدا	ilmutama	PROPN;NOM;MASC;SG;3	V;IND;PL;3;PST;FIN;ACT
پَیدا	sündis	پَیدا	sündima	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN;ACT
پَیدا	sündinud	پَیدا	sündima	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;ACT
پَیدا	loodi	پَیدا	looma	PROPN;NOM;MASC;SG;3	V;IND;PST;FIN;PASS
پَیدا	loodud	پَیدا	looma	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیدا	teenitud	پَیدا	teenitud	PROPN;NOM;MASC;SG;3	ADJ;PST;V.PTCP;PASS
پَیدا	teeninud	پَیدا	teenima	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;ACT
پَیدا	soetatud	پَیدا	soetama	PROPN;NOM;MASC;SG;3	ADJ;PST;V.PTCP;PASS
پَیدا	omandatud	پَیدا	omandama	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیداوار	puuviljad	پَیداوار	puu_vili	PROPN;NOM;MASC;SG;3	N;NOM;PL
پَیداوار	vili	پَیداوار	vili	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیداوار	puuvili	پَیداوار	puu_vili	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیداوار	puuvilja	پَیداوار	puu_vili	PROPN;NOM;MASC;SG;3	N;PRT;SG
پَیداوار	sissetulek	پَیداوار	sisse_tulek	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیداوار	tulu	پَیداوار	tulu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیداوار	saagis	پَیداوار	saama	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیداواری	produktiivne	پَیداواری	produktiivne	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائش	kasum	پَیدائش	kasum	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائش	kasumid	پَیدائش	kasum	PROPN;NOM;MASC;SG;3	N;NOM;PL
پَیدائش	sünd	پَیدائش	sünd	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائش	sünni	پَیدائش	sünd	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائش	loomine	پَیدائش	loomine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائش	looming	پَیدائش	looming	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائشی	kaasasündinud	پَیدائشی	kaasa_sündinud	N;NOM;MASC;SG;3	ADJ;PST;V.PTCP;ACT
پَیدائشی	looduslik	پَیدائشی	looduslik	N;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائشی	loomulik	پَیدائشی	loomulik	N;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائشی	naturaalne	پَیدائشی	naturaalne	N;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائشی	looduslikud	پَیدائشی	looduslik	N;NOM;MASC;SG;3	ADJ;NOM;PL
پَیدائشی	originaalne	پَیدائشی	originaalne	N;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائشی	algne	پَیدائشی	algne	N;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائی	ilmselge	پَیدائی	ilm_selge	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائی	ilmne	پَیدائی	ilmne	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پَیدائی	manifesti	پَیدائی	manifest	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائی	olemasolu	پَیدائی	olemas_olu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدائی	ilming	پَیدائی	ilming	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدل	ettur	پَیدل	ettur	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدل	kõndimine	پَیدل	kõndimine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیدل	jalutades	پَیدل	jalutama	PROPN;NOM;MASC;SG;3	V;V.CVB
پَیدل	jalutamas	پَیدل	jalutama	PROPN;NOM;MASC;SG;3	V;IN+ESS;V.CVB;ACT
پَیدل	kõnnib	پَیدل	kõndima	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
پَیر	jalg	پَیر	jalg	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیر	esmaspäeval	پِیر	esmas_päev	PROPN;NOM;MASC;SG;3	N;AT+ESS
;SG
پِیر	esmaspäev	پِیر	esmas_päev	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیر	mystic	پِیر	mystic	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیر	müstiline	پِیر	müstiline	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پِیر	pir	پِیر	pir	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیر	pühak	پِیر	pühak	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیر	saint	پِیر	saint	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیر	valu	پِیر	valu	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرا	lõik	پَیرا	lõik	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرا	paragrahv	پَیرا	paragrahv	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرا	lõige	پَیرا	lõige	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرا	para	پَیرا	para	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیرا	kollase	پِیرا	kollane	PROPN;NOM;MASC;SG;3	ADJ;GEN;SG
پِیرا	kollased	پِیرا	kollane	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پِیرا	kollane	پِیرا	kollane	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پَیراستگی	dekoratsioon	پَیراستگی	dekoratsioon	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیراستہ	korrigeeritud	پَیراستہ	korrigeerima	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیراستہ	kohandatud	پَیراستہ	kohandama	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیراستہ	autasustatud	پَیراستہ	au_tasustatud	PROPN;NOM;MASC;SG;3	ADJ;PST;V.PTCP;PASS
پَیراستہ	kaunistatud	پَیراستہ	kaunistama	PROPN;NOM;MASC;SG;3	ADJ;PST;V.PTCP;PASS
پَیراستہ	korraldatud	پَیراستہ	korraldama	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP;PASS
پَیراک	ujuja	پَیراک	ujuja	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیراکہ	flipper	پَیراکہ	flipper	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیراکی	ujumine	پَیراکی	ujumine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیراکیہ	plankton	پَیراکیہ	plankton	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرامن	seelik	پَیرامن	seelik	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرامن	ümber	پَیرامن	ümber	PROPN;NOM;MASC;SG;3	ADV
پَیرامن	ringi	پَیرامن	ringi	PROPN;NOM;MASC;SG;3	ADV
پَیرامن	vooluring	پَیرامن	voolu_ring	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرامن	umbes	پَیرامن	umbes	PROPN;NOM;MASC;SG;3	ADV
پَیرامن	ümbermõõt	پَیرامن	ümber_mõõt	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیران	preestrid	پِیران	preester	PROPN;NOM;MASC;SG;3	N;NOM;PL
پِیران	pühakud	پِیران	pühak	PROPN;NOM;MASC;SG;3	N;NOM;PL
پِیران	pühakute	پِیران	pühak	PROPN;NOM;MASC;SG;3	N;GEN;PL
پِیرانہ	eakad	پِیرانہ	eakas	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پَیراہن	rõivad	پَیراہن	rõim	PROPN;NOM;MASC;SG;3	N;NOM;PL
پَیراہن	mantle	پَیراہن	mantle	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیراہن	kleit	پَیراہن	kleit	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائو	sügav	پَیرائو	sügav	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
پَیرائو	deep	پَیرائو	deep	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائو	sügavale	پَیرائو	sügavale	PROPN;NOM;MASC;SG;3	ADV
پَیرائی	efekt	پَیرائی	efekt	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	mõju	پَیرائی	mõju	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	toime	پَیرائی	toime	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	toimimine	پَیرائی	toimimine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	toiming	پَیرائی	toiming	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	operatsioon	پَیرائی	operatsioon	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	harjutamine	پَیرائی	harjutamine	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	tava	پَیرائی	tava	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	praktika	پَیرائی	praktika	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	dekoratsioon	پَیرائی	dekoratsioon	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	tegevus	پَیرائی	tegevus	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	võte	پَیرائی	võte	PROPN;NOM;MASC;SG;3	N;NOM;SG
پَیرائی	toiming	پَیرائی	toiming	PROPN;NOM;MASC;SG;3	N;NOM;SG
پِیرائی	singer	پِیرائی	singer	PROPN;NOM;MASC;SG;3	N;NOM;SG
