loại	digite	loại	digitir	N	V;SBJV;SG;3;PRS;FIN
những	estas	những	este	DET	PRO;FEM;PL
những	essas	những	esse	DET	PRO;FEM;PL
những	eles	những	eles	DET	PRO;NOM;MASC;PL;3
những	elas	những	ele	DET	PRO;NOM;FEM;PL;3
công	atacar	công	atacar	N	V;NFIN
công	ataquem	công	ataquem	N	V;SBJV;PL;3;PRS;FIN
chính	própria	chính	próprio	PART	DET;FEM;SG
chính	own	chính	own	PART	PROPN;MASC;SG
chính	próprio	chính	próprio	PART	ADJ;MASC;SG
chính	primária	chính	primária	PART	N;FEM;SG
chính	primário	chính	primário	PART	N;MASC;SG
chính	primárias	chính	primária	PART	N;FEM;PL
chính	primários	chính	primário	PART	N;MASC;PL
chính	principais	chính	principal	PART	ADJ;MASC;PL
chính	main	chính	main	PART	N;MASC;SG
chính	principal	chính	principal	PART	ADJ;MASC;SG
động	dinâmico	động	dinâmico	V	ADJ;MASC;SG
động	dinâmicos	động	dinâmico	V	ADJ;MASC;PL
động	dinâmicas	động	dinâmica	V	N;FEM;PL
động	dynamic	động	dynamic	V	N;MASC;SG
động	dinâmica	động	dinâmica	V	N;FEM;SG
động	automáticos	động	automático	V	ADJ;MASC;PL
động	automático	động	automático	V	ADJ;MASC;SG
động	automática	động	automático	V	ADJ;FEM;SG
động	automáticas	động	automático	V	N;FEM;PL
động	automaticamente	động	automaticamente	V	ADV
khi	quando	khi	quando	N	ADV
đến	chegada	đến	chegada	PART	N;FEM;SG
đến	chegar	đến	chegar	PART	V;NFIN
đến	chegou	đến	chegar	PART	V;IND;SG;3;PST;FIN
đến	chegaram	đến	chegar	PART	V;IND;PL;3;FIN
đến	cheguei	đến	chegar	PART	V;IND;SG;1;PST;FIN
đến	vem	đến	vir	PART	V;IND;SG;3;PRS;FIN
đến	venham	đến	vir	PART	V;SBJV;PL;3;PRS;FIN
đến	venha	đến	vir	PART	V;SBJV;SG;3;PRS;FIN
đến	vindo	đến	vir	PART	V;MASC;V.PTCP
đến	chegando	đến	chegar	PART	V;V.MSDR
theo	theo	theo	theo	V	N;MASC;SG
theo	follow	theo	follow	V	N;MASC;SG
theo	após	theo	após	V	ADP
theo	after	theo	after	V	N;MASC;SG
theo	depois	theo	depois	V	ADV
tỉnh	sóbrio	tỉnh	sóbrio	N	ADJ;MASC;SG
tỉnh	sóbrios	tỉnh	sóbrio	N	ADJ;MASC;PL
tỉnh	sóbria	tỉnh	sóbria	N	ADJ;FEM;SG
tỉnh	desperta	tỉnh	desperto	N	V;IND;SG;3;PRS;FIN
tỉnh	acordado	tỉnh	acordar	N	V;MASC;SG;V.PTCP
tỉnh	acordada	tỉnh	acordar	N	V;FEM;SG;V.PTCP
sau	após	sau	após	N	ADP
sau	depois	sau	depois	N	ADV
sau	depois	sau	depois	N	ADV
trung	médio	trung	médio	N	ADJ;MASC;SG
trung	meio	trung	meio	N	ADV
trung	médio	trung	médio	N	ADJ;MASC;SG
trung	meio	trung	meio	N	ADV
trên	acima	trên	acima		ADV
như	like	như	like	CONJ	N;MASC;SG
như	curta	như	curto	CONJ	ADJ;FEM;SG
như	como	như	como	CONJ	ADV
đại	grande	đại	grande	N	ADJ;MASC;SG
hiện	mostra	hiện	mostrar	N	V;IND;SG;3;PRS;FIN
hiện	mostrar	hiện	mostrar	N	V;NFIN
thế	essa	thế	esse	PROPN	PRO;FEM;SG
thế	isso	thế	isso	PROPN	PRO;MASC;SG
thế	que	thế	que	PROPN	PRO;MASC;SG
bar	barra	bar	barra		N;FEM;SG
bar	bar	bar	bar		N;MASC;SG
lại	novamente	lại	novamente		ADV
cũng	igualmente	cũng	igualmente		ADV
cũng	também	cũng	também		ADV
the	os	the	o		PRO;ACC;MASC;PL;3
nhất	melhor	nhất	melhor		ADV
nhất	melhores	nhất	bom		ADJ;MASC;PL
nhất	best	nhất	best		N;MASC;SG
nhân	multiplicar	nhân	multiplicar		V;NFIN
nhân	multiplica	nhân	multiplica		V;IND;SG;3;PRS;FIN
nhân	core	nhân	core		N;MASC;SG
nhân	núcleo	nhân	núcleo		N;MASC;SG
nhân	pacientes	nhân	paciente		N;MASC;PL
nhân	paciente	nhân	paciente		N;MASC;SG
nhân	doente	nhân	doente		ADJ;MASC;SG
phát	difusão	phát	difusão	V	N;FEM;SG
phát	emissão	phát	emissão	V	N;FEM;SG
phát	radiodifusão	phát	radiodifusão	V	N;FEM;SG
phát	transmissão	phát	transmissão	V	N;FEM;SG
phát	shot	phát	shot	V	N;MASC;SG
phát	tiro	phát	tiro	V	N;MASC;SG
phát	shots	phát	shots	V	N;MASC;PL
phát	tiros	phát	tiro	V	N;MASC;PL
anh	tu	anh	tu	N	INTJ
anh	você	anh	você	N	PRO;NOM;SG;3
anh	vc	anh	vc	N	PRO;NOM;MASC;SG;3
danh	importar	danh	importar	N	V;NFIN
danh	importe	danh	importe	N	V;SBJV;SG;3;PRS;FIN
danh	listar	danh	listar	N	V;NFIN
chúng	eles	chúng	eles	PROPN	PRO;NOM;MASC;PL;3
chúng	eles	chúng	eles	PROPN	PRO;NOM;MASC;PL;3
chúng	elas	chúng	ele	PROPN	PRO;NOM;FEM;PL;3
tập	episódios	tập	episódio		N;MASC;PL
tập	episódio	tập	episódio		N;MASC;SG
tập	episódios	tập	episódio		N;MASC;PL
nhiều	muitos	nhiều	muito	ADJ	PRO;MASC;PL
nhiều	muitas	nhiều	muito	ADJ	PRO;FEM;PL
nhiều	muito	nhiều	muito	ADJ	ADV
nhiều	much	nhiều	much	ADJ	N;MASC;SG
nhiều	múltipla	nhiều	múltiplo	ADJ	N;FEM;SG
nhiều	múltiplo	nhiều	múltiplo	ADJ	N;MASC;SG
chi	cause	chi	cause	N	V;SBJV;SG;3;PRS;FIN
chỉ	só	chỉ	só		ADV
chỉ	apenas	chỉ	apenas		ADV
chỉ	somente	chỉ	somente		ADV
chỉ	unicamente	chỉ	unicamente		ADV
chỉ	só	chỉ	só		ADV
chỉ	apenas	chỉ	apenas		ADV
đây	aqui	đây	aqui	PROPN	ADV
sinh	born	sinh	born	V	N;MASC;SG
sinh	parto	sinh	parto	V	N;MASC;SG
sinh	nascimento	sinh	nascimento	V	N;MASC;SG
quan	guan	quan	guan	V	N;MASC;SG
quan	quan	quan	quan	V	N;MASC;SG
quan	oficial	quan	oficial	V	ADJ;MASC;SG
quan	agente	quan	agente	V	N;MASC;SG
quan	policial	quan	policial	V	N;MASC;SG
tin	acredita	tin	acreditar		V;IND;SG;3;PRS;FIN
tin	acreditar	tin	acreditar		V;NFIN
tin	believe	tin	believe		N;MASC;SG
tin	creia	tin	crear		V;SBJV;SG;3;PRS;FIN
tin	acredite	tin	acreditar		V;SBJV;SG;3;PRS;FIN
tin	acredito	tin	acreditar		V;IND;SG;1;PRS;FIN
tin	tin	tin	tin		N;MASC;SG
tin	lata	tin	lata		N;FEM;SG
tin	estanho	tin	estanho		N;MASC;SG
tin	histórias	tin	história		N;FEM;PL
tin	novidades	tin	novidade		N;FEM;PL
tin	noticias	tin	noticia		N;FEM;PL
tin	notícia	tin	notícia		N;FEM;SG
tin	notícias	tin	notícia		N;FEM;PL
tin	trust	tin	trust		N;MASC;SG
tin	confiar	tin	confiar		V;NFIN
tin	confia	tin	confiar		V;IND;SG;3;PRS;FIN
tin	confiança	tin	confiança		N;FEM;SG
tin	confie	tin	confiar		V;SBJV;SG;3;PRS;FIN
hai	two	hai	two	NUM	N;MASC;SG
phải	certo	phải	certo	V	ADJ;MASC;SG
phải	direito	phải	direito	V	N;MASC;SG
phải	direita	phải	direita	V	N;FEM;SG
phải	mosto	phải	mosto	V	N;MASC;SG
phải	must	phải	must	V	N;MASC;SG
bắc	setentrional	bắc	setentrional	N	ADJ;MASC;SG
sách	reservar	sách	reservar	N	V;NFIN
tiểu	elementar	tiểu	elementar		N;MASC;SG
tiểu	pequeno	tiểu	pequeno		ADJ;MASC;SG
tiểu	pouco	tiểu	pouco		ADV
tiểu	pequena	tiểu	pequeno		ADJ;FEM;SG
tiểu	little	tiểu	little		N;MASC;SG
khác	outro	khác	outro	ADJ	PRO;MASC;SG
khác	outros	khác	outro	ADJ	PRO;MASC;PL
khác	outras	khác	outro	ADJ	PRO;FEM;PL
khác	outra	khác	outro	ADJ	PRO;FEM;SG
khác	outro	khác	outro	ADJ	PRO;MASC;SG
khác	outra	khác	outro	ADJ	PRO;FEM;SG
khác	outros	khác	outro	ADJ	PRO;MASC;PL
khác	outras	khác	outro	ADJ	PRO;FEM;PL
cao	alto	cao	alto	ADJ	ADV
cao	high	cao	high	ADJ	N;MASC;SG
cao	altos	cao	alto	ADJ	N;MASC;PL
cao	alta	cao	alta	ADJ	N;FEM;SG
cao	alto	cao	alto	ADJ	ADV
cao	tall	cao	tall	ADJ	N;MASC;SG
cao	altos	cao	alto	ADJ	N;MASC;PL
cao	alta	cao	alta	ADJ	N;FEM;SG
cao	gao	cao	gao	ADJ	N;MASC;SG
văn	wen	văn	wen	N	PROPN;MASC;SG
cùng	mesmo	cùng	mesmo	ADJ	ADV
giải	frouxo	giải	frouxo	V	ADJ;MASC;SG
giải	boxe	giải	boxe	V	N;MASC;SG
giải	resolução	giải	resolução	V	N;FEM;SG
bang	autoridades	bang	autoridade		N;FEM;PL
bang	estaduais	bang	estadual		N;MASC;PL
bang	state	bang	state		N;MASC;SG
bang	estado	bang	estado		N;MASC;SG
bang	estadual	bang	estadual		ADJ;MASC;SG
bang	bang	bang	bang		N;MASC;SG
bang	estrondo	bang	estrondo		N;MASC;SG
đông	oriente	đông	oriente	ADJ	N;MASC;SG
đông	leste	đông	leste	ADJ	N;MASC;SG
đông	east	đông	east	ADJ	N;MASC;SG
xuất	exporta	xuất	exportar	N	V;IND;SG;3;PRS;FIN
xuất	exportar	xuất	exportar	N	V;NFIN
hơn	than	hơn	than		N;MASC;SG
lập	independent	lập	independent	V	N;MASC;SG
lập	independentes	lập	independente	V	N;MASC;PL
lập	independente	lập	independente	V	ADJ;MASC;SG
cách	maneiras	cách	maneira	V	N;FEM;PL
dưới	abaixo	dưới	abaixo	N	ADV
dưới	sob	dưới	sob	N	ADP
đoàn	nono	đoàn	nono	N	ADJ;MASC;SG
điều	essa	điều	esse	N	PRO;FEM;SG
điều	isso	điều	isso	N	PRO;MASC;SG
điều	que	điều	que	N	PRO;MASC;SG
thông	pinheiro	thông	pinheiro		N;MASC;SG
thông	pine	thông	pine		N;MASC;SG
thông	pinho	thông	pinho		N;MASC;SG
bay	fly	bay	fly		N;MASC;SG
bay	voe	bay	voe		V;SBJV;SG;3;PRS;FIN
bay	mosca	bay	mosco		N;FEM;SG
bay	voar	bay	voar		V;NFIN
bay	voa	bay	voa		V;IND;SG;3;PRS;FIN
bay	voando	bay	voar		V;V.MSDR
bay	voar	bay	voar		V;NFIN
bay	flying	bay	flying		N;MASC;SG
bay	voo	bay	voo		N;MASC;SG
bay	vôo	bay	vôo		N;MASC;SG
bay	baia	bay	baia		N;FEM;SG
bay	baía	bay	baía		N;FEM;SG
bay	bay	bay	bay		N;FEM;SG
bài	curto	bài	curto	N	ADJ;MASC;SG
bài	curtas	bài	curto	N	ADJ;FEM;PL
bài	curta	bài	curto	N	ADJ;FEM;SG
tích	estáticos	tích	estático	N	ADJ;MASC;PL
tích	estático	tích	estático	N	ADJ;MASC;SG
tích	estática	tích	estático	N	ADJ;FEM;SG
tích	estáticas	tích	estático	N	ADJ;FEM;PL
giáo	lança	giáo	lançar	N	V;IND;SG;3;PRS;FIN
lớn	large	lớn	large	ADJ	N;MASC;SG
lớn	grandes	lớn	grande	ADJ	N;MASC;PL
lớn	big	lớn	big	ADJ	N;MASC;SG
lớn	grandes	lớn	grande	ADJ	N;MASC;PL
phim	filmes	phim	filme		N;MASC;PL
phim	películas	phim	película		N;FEM;PL
phim	filme	phim	filme		N;MASC;SG
phim	película	phim	película		N;FEM;SG
phim	filmes	phim	filme		N;MASC;PL
phim	películas	phim	película		N;FEM;PL
phim	filme	phim	filme		N;MASC;SG
phim	filmes	phim	filme		N;MASC;PL
phim	cinema	phim	cinema		N;MASC;SG
trước	primeira	trước	primeiro		ADJ;FEM;SG
trước	primeiros	trước	primeiro		ADJ;MASC;PL
trước	primeiramente	trước	primeiramente		ADV
trước	primeiro	trước	primeiro		ADV
trước	anterior	trước	anterior		ADJ;MASC;SG
trước	anteriores	trước	anterior		ADJ;MASC;PL
trước	antes	trước	antes		ADV
bằng	iguais	bằng	igual	ADP	ADJ;MASC;PL
bằng	igual	bằng	igual	ADP	N;MASC;SG
nhỏ	small	nhỏ	small	ADJ	N;MASC;SG
nhỏ	pouco	nhỏ	pouco	ADJ	ADV
nhỏ	little	nhỏ	little	ADJ	N;MASC;SG
nhỏ	júnior	nhỏ	júnior	ADJ	N;MASC;SG
nhỏ	junior	nhỏ	junior	ADJ	N;MASC;SG
nhỏ	menores	nhỏ	pequeno	ADJ	N;MASC;PL
nhỏ	minor	nhỏ	minor	ADJ	N;MASC;SG
hợp	fit	hợp	fit	ADJ	N;MASC;SG
hợp	union	hợp	union	ADJ	N;MASC;SG
hợp	união	hợp	união	ADJ	N;FEM;SG
hợp	encaixa	hợp	encaixa	ADJ	V;IND;SG;3;PRS;FIN
đường	sugar	đường	sugar	N	V;NFIN
thêm	adição	thêm	adição	V	N;FEM;SG
thêm	add	thêm	add	V	N;MASC;SG
thêm	mais	thêm	mais	V	ADV
thêm	more	thêm	more	V	N;MASC;SG
xem	espetáculo	xem	espetáculo	V	N;MASC;SG
xem	show	xem	show	V	N;MASC;SG
xem	relógio	xem	relógio	V	N;MASC;SG
xem	visualização	xem	visualização	V	N;FEM;SG
xem	vista	xem	vista	V	N;FEM;SG
diễn	atuação	diễn	atuação	V	N;FEM;SG
diễn	ator	diễn	ator	V	N;MASC;SG
diễn	actor	diễn	actor	V	N;MASC;SG
chức	realizada	chức	realizar	N	V;FEM;SG;V.PTCP
chức	realizado	chức	realizar	N	V;MASC;SG;V.PTCP
chức	segurou	chức	segurar	N	V;IND;SG;3;PST;FIN
dương	positivas	dương	positivo	N	ADJ;FEM;PL
dương	positivo	dương	positivo	N	ADJ;MASC;SG
dương	positiva	dương	positivo	N	ADJ;FEM;SG
hay	hay	hay	hay	CONJ	N;MASC;SG
hay	feno	hay	feno	CONJ	N;MASC;SG
hay	boa	hay	bom	CONJ	ADJ;FEM;SG
hay	bom	hay	bom	CONJ	ADJ;MASC;SG
sống	vivos	sống	vivo	V	N;MASC;PL
sống	living	sống	living	V	N;MASC;SG
sống	viva	sống	vivo	V	N;FEM;SG
sống	live	sống	live	V	N;MASC;SG
sống	viva	sống	vivo	V	N;FEM;SG
sống	vivos	sống	vivo	V	N;MASC;PL
sống	vivas	sống	viva	V	N;FEM;PL
sống	vivo	sống	vivo	V	N;MASC;SG
sống	alive	sống	alive	V	N;MASC;SG
thường	geralmente	thường	geralmente		ADV
thường	normalmente	thường	normalmente		ADV
thường	habitualmente	thường	habitualmente		ADV
thường	usualmente	thường	usualmente		ADV
thường	regulares	thường	regular		ADJ;MASC;PL
thường	regular	thường	regular		ADJ;MASC;SG
thường	normais	thường	normal		ADJ;MASC;PL
thường	normal	thường	normal		ADJ;MASC;SG
tính	puf	tính	puf	V	N;MASC;SG
ban	sobre	ban	sobre		ADP
ban	alas	ban	ala		N;FEM;PL
ban	band	ban	band		N;MASC;SG
ban	banda	ban	banda		N;FEM;SG
ban	ban	ban	ban		N;MASC;SG
ban	banimento	ban	banimento		N;MASC;SG
ban	banir	ban	banir		V;NFIN
ban	proibição	ban	proibição		N;FEM;SG
cộng	plus	cộng	plus		N;MASC;SG
nhận	reivindicação	nhận	reivindicação	V	N;FEM;SG
nhận	alegação	nhận	alegação	V	N;FEM;SG
nhận	recebimento	nhận	recebimento	V	N;MASC;SG
qua	over	qua	over	V	N;MASC;SG
qua	via	qua	via	V	N;FEM;SG
qua	através	qua	através	V	ADV
qua	through	qua	through	V	N;MASC;SG
qua	pass	qua	pass	V	N;MASC;SG
minh	esperta	minh	esperto	N	ADJ;FEM;SG
minh	esperto	minh	esperto	N	ADJ;MASC;SG
minh	inteligente	minh	inteligente	N	ADJ;MASC;SG
tác	original	tác	original	N	ADJ;MASC;SG
gồm	inclusive	gồm	inclusive	V	ADV
kinh	sutra	kinh	sutra	V	N;MASC;SG
kinh	beijing	kinh	beijing	V	N;MASC;SG
kinh	pequim	kinh	pequim	V	N;MASC;SG
kinh	pequim	kinh	pequim	V	N;MASC;SG
cứng	hard	cứng	hard	ADJ	N;MASC;SG
cứng	dura	cứng	durar	ADJ	V;IND;SG;3;PRS;FIN
tiếp	seguinte	tiếp	seguinte	V	ADJ;MASC;SG
tiếp	próximo	tiếp	próximo	V	ADV
tiếp	próxima	tiếp	próximo	V	ADJ;FEM;SG
tiếp	next	tiếp	next	V	N;MASC;SG
hàng	rema	hàng	rema	N	INTJ
rằng	essa	rằng	esse	CONJ	PRO;FEM;SG
rằng	isso	rằng	isso	CONJ	PRO;MASC;SG
rằng	que	rằng	que	CONJ	PRO;MASC;SG
đánh	beat	đánh	beat	V	N;MASC;SG
đánh	hit	đánh	hit	V	N;MASC;SG
nhạc	music	nhạc	music	V	N;MASC;SG
nhạc	música	nhạc	música	V	N;FEM;SG
nhạc	musica	nhạc	musica	V	N;FEM;SG
nhạc	músicas	nhạc	música	V	N;FEM;PL
nhạc	musical	nhạc	musical	V	ADJ;MASC;SG
nhạc	musicais	nhạc	musical	V	N;MASC;PL
hóa	químico	hóa	químico		N;MASC;SG
hóa	químicos	hóa	químico		N;MASC;PL
hóa	química	hóa	química		N;FEM;SG
hóa	química	hóa	química		N;FEM;SG
tranh	pintar	tranh	pintar	N	V;NFIN
tranh	pintando	tranh	pintar	N	V;V.MSDR
gọi	vocação	gọi	vocação	V	N;FEM;SG
tạo	criação	tạo	criação	V	N;FEM;SG
tạo	criação	tạo	criação	V	N;FEM;SG
tạo	team	tạo	team	V	N;MASC;SG
tạo	equipa	tạo	equipa	V	N;FEM;SG
tạo	time	tạo	time	V	N;MASC;SG
tạo	equipe	tạo	equipe	V	N;FEM;SG
đặc	sólido	đặc	sólido	N	ADJ;MASC;SG
đặc	sólida	đặc	sólido	N	ADJ;FEM;SG
nên	deveria	nên	dever	CONJ	V;COND;SG;3;FIN
nên	devia	nên	dever	CONJ	V;IND;SG;3;IPFV;FIN
nên	deve	nên	dever	CONJ	V;IND;SG;3;PRS;FIN
nên	deveriam	nên	dever	CONJ	V;COND;PL;3;FIN
mới	novo	mới	novo		ADJ;MASC;SG
mới	novas	mới	novo		ADJ;FEM;PL
mới	novos	mới	novo		ADJ;MASC;PL
mới	novidade	mới	novidade		N;FEM;SG
mới	nova	mới	novo		ADJ;FEM;SG
lịch	agendar	lịch	agendar	N	V;NFIN
bắt	catch	bắt	catch	V	N;MASC;SG
bắt	capturas	bắt	captura	V	N;FEM;PL
bắt	captura	bắt	captura	V	N;FEM;SG
bắt	captura	bắt	captura	V	N;FEM;SG
bắt	captação	bắt	captação	V	N;FEM;SG
bắt	take	bắt	take	V	N;MASC;SG
mặt	face	mặt	face	N	ADV
rất	muito	rất	muito		ADV
thức	receita	thức	receita	V	N;FEM;SG
thức	wake	thức	wake	V	N;MASC;SG
thức	velório	thức	velório	V	N;MASC;SG
luận	comentem	luận	comentar	N	V;SBJV;PL;3;PRS;FIN
luận	comente	luận	comente	N	V;SBJV;SG;3;PRS;FIN
luận	comentar	luận	comentar	N	V;NFIN
luận	comenta	luận	comentar	N	V;IND;SG;3;PRS;FIN
luận	lógico	luận	lógico	N	ADJ;MASC;SG
khoảng	sobre	khoảng	sobre	ADJ	ADP
khoảng	espaços	khoảng	espaço	ADJ	N;MASC;PL
vương	wang	vương	wang	N	PROPN;MASC;SG
vương	ricas	vương	rico	N	ADJ;FEM;PL
vương	rico	vương	rico	N	ADJ;MASC;SG
vương	rica	vương	rico	N	ADJ;FEM;SG
toàn	inteiras	toàn	inteiro	N	ADJ;FEM;PL
toàn	inteiro	toàn	inteiro	N	ADJ;MASC;SG
nhật	japonesa	nhật	japonesa		N;FEM;SG
nhật	japonês	nhật	japonês		N;MASC;SG
nhật	japão	nhật	japão		N;MASC;SG
nhật	japoneses	nhật	japonês		N;MASC;PL
nhật	japa	nhật	japa		N;FEM;SG
viết	impressoras	viết	impressora	V	N;FEM;PL
viết	impressora	viết	impressora	V	N;FEM;SG
viết	escrita	viết	escrita	V	N;FEM;SG
bảo	pergunta	bảo	pergunta	V	N;FEM;SG
bảo	bảo	bảo	bảo	V	N;MASC;SG
bảo	said	bảo	said	V	N;MASC;SG
bảo	bao	bảo	bao	V	N;MASC;SG
thấy	visto	thấy	ver	V	PROPN;MASC;SG;V.PTCP
bao	bao	bao	bao		N;MASC;SG
bao	nunca	bao	nunca		ADV
bao	never	bao	never		N;MASC;SG
bao	saco	bao	saco		N;MASC;SG
bao	saque	bao	saque		N;MASC;SG
bao	sack	bao	sack		N;MASC;SG
bao	como	bao	como		ADV
truyền	transfer	truyền	transfer	V	N;MASC;SG
truyền	transferência	truyền	transferência	V	N;FEM;SG
truyền	infusão	truyền	infusão	V	N;FEM;SG
truyền	perfusão	truyền	perfusão	V	N;FEM;SG
truyền	transferências	truyền	transferência	V	N;FEM;PL
nghiệp	coitado	nghiệp	coitado	ADJ	V;MASC;SG;V.PTCP
nghiệp	pobres	nghiệp	pobre	ADJ	N;MASC;PL
nghiệp	carreira	nghiệp	carreira	ADJ	N;FEM;SG
nội	interno	nội	interno	N	ADJ;MASC;SG
nội	interna	nội	interno	N	ADJ;FEM;SG
nội	vô	nội	vô	N	V;IND;SG;1;PRS;FIN
thiết	necessário	thiết	necessário	V	ADJ;MASC;SG
thiết	necessária	thiết	necessário	V	ADJ;FEM;SG
tiến	tiến	tiến	tiến	V	N;MASC;SG
tâm	centralizar	tâm	centralizar		V;NFIN
tâm	centrar	tâm	centrar		V;NFIN
tâm	centro	tâm	centro		N;MASC;SG
tâm	center	tâm	center		N;MASC;SG
thanh	vocal	thanh	vocal		N;MASC;SG
thanh	vocais	thanh	vocal		N;MASC;PL
thanh	barras	thanh	barra		N;FEM;PL
thanh	bares	thanh	bar		N;MASC;PL
thanh	thanh	thanh	thanh		N;MASC;SG
dùng	uso	dùng	uso	V	N;MASC;SG
dùng	utilização	dùng	utilização	V	N;FEM;SG
dùng	usuários	dùng	usuário	V	N;MASC;PL
dùng	utilizador	dùng	utilizador	V	N;MASC;SG
dùng	usuário	dùng	usuário	V	N;MASC;SG
nói	said	nói	said	V	N;MASC;SG
nói	say	nói	say	V	N;MASC;SG
nói	conversa	nói	conversa	V	N;FEM;SG
latns	latns	latns	latm		N;MASC;SG
longew	longew	longew	longew		N;MASC;SG
longd	longd	longd	longd		N;MASC;SG
latm	latm	latm	latm		N;MASC;SG
longm	longm	longm	longm		N;MASC;SG
hoạt	animações	hoạt	animação	V	N;FEM;PL
phủ	sobrepor	phủ	sobrepor	N	V;NFIN
đang	são	đang	ser		V;IND;PL;3;PRS;FIN
đang	estão	đang	estar		V;IND;PL;3;PRS;FIN
đang	sao	đang	sao		V;IND;PL;3;PRS;FIN
đang	are	đang	are		N;MASC;SG
giữa	centrado	giữa	centrar	ADP	V;MASC;SG;V.PTCP
giữa	centrada	giữa	centrada	ADP	V;FEM;SG;V.PTCP
giữa	centralizado	giữa	centralizar	ADP	V;MASC;SG;V.PTCP
giữa	centradas	giữa	centrado	ADP	V;FEM;PL;V.PTCP
giữa	meados	giữa	meado	ADP	N;MASC;PL
giữa	médio	giữa	médio	ADP	ADJ;MASC;SG
giữa	meio	giữa	meio	ADP	ADV
giữa	middle	giữa	middle	ADP	N;MASC;SG
giữa	centralizado	giữa	centralizar	ADP	V;MASC;SG;V.PTCP
giữa	centrada	giữa	centrada	ADP	V;FEM;SG;V.PTCP
giữa	centradas	giữa	centrado	ADP	V;FEM;PL;V.PTCP
giữa	centrado	giữa	centrar	ADP	V;MASC;SG;V.PTCP
đổi	mudança	đổi	mudança	V	N;FEM;SG
đổi	mudanças	đổi	mudança	V	N;FEM;PL
đổi	troco	đổi	troco	V	N;MASC;SG
chuyển	transfer	chuyển	transfer	V	N;MASC;SG
chuyển	transferência	chuyển	transferência	V	N;FEM;SG
chuyển	switch	chuyển	switch	V	N;MASC;SG
nay	hj	nay	hj	PROPN	V;IND;SG;1;PRS;FIN
nay	hoje	nay	hoje	PROPN	ADV
trọng	importante	trọng	importante		ADJ;MASC;SG
trọng	importantes	trọng	importante		ADJ;MASC;PL
dịch	traduzindo	dịch	traduzir		V;V.MSDR
dịch	traduzir	dịch	traduzir		V;NFIN
dịch	traduções	dịch	tradução		N;FEM;PL
dịch	tradutor	dịch	tradutor		N;MASC;SG
dịch	tradutora	dịch	tradutora		N;FEM;SG
dịch	traduções	dịch	tradução		N;FEM;PL
dịch	tradução	dịch	tradução		N;FEM;SG
dịch	traduza	dịch	traduzir		V;SBJV;SG;3;PRS;FIN
dịch	traduzir	dịch	traduzir		V;NFIN
dịch	traduz	dịch	traduzir		V;IND;SG;3;PRS;FIN
tài	talentosa	tài	talentoso	N	ADJ;FEM;SG
tài	talentosas	tài	talentoso	N	ADJ;FEM;PL
