kategória	catégories	kategória	catégorie	N;NOM;FEM;SG	N;FEM;PL
najvyšší	suprêmes	vysoký	suprême	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;MASC;PL
však	toutefois	však	toutefois	PART	ADV
však	cependant	však	cependant	PART	ADV
pod	dessous	pod	dessous	ADP;INS	N;MASC;SG
pod	cosse	pod	cosse	ADP;INS	N;FEM;SG
pod	pod	pod	pod	ADP;INS	
pod	under	pod	under	ADP;INS	PROPN
pred	pre	pred	pre	ADP;INS	
pred	pré	pred	pré	ADP;INS	N;MASC;SG
pred	auparavant	pred	auparavant	ADP;INS	ADV
vývoj	développements	vývoj	développement	N;INAN;NOM;MASC;SG	N;MASC;PL
graf	graphique	graf	graphique	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
graf	graphique	graf	graphique	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
kde	kde	kde	kde	ADV	PROPN
kde	oú	kde	oú	ADV	CONJ
kde	où	kde	où	ADV	PRO
môže	mai	môcť	mai	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;SG
môže	may	môcť	may	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
môže	peuvent	môcť	pouvoir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PL;3;PRS;FIN
môže	pouvez	môcť	pouvoir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IMP;PL;2;PRS;FIN
môže	peux	môcť	pouvoir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;1;PRS;FIN
nasledujúci	suivantes	nasledujúci	suivant	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;FEM;PL
nasledujúci	suivant	nasledujúci	suivre	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	V;PRS;V.PTCP
nasledujúci	suivant	nasledujúci	suivre	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	V;PRS;V.PTCP
nasledujúci	next	nasledujúci	next	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	
zobrazuje	présentoirs	zobrazovať	présentoir	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
zobrazuje	affichages	zobrazovať	affichage	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
zobrazuje	spectacles	zobrazovať	spectacle	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
len	seul	len	seul	PART	ADJ;MASC;SG
len	uniquement	len	uniquement	PART	ADV
len	seulement	len	seulement	PART	ADV
len	seule	len	seul	PART	ADJ;FEM;SG
len	just	len	just	PART	INTJ
len	simplement	len	simplement	PART	ADV
len	juste	len	juste	PART	ADV
mesto	villes	mesto	ville	N;NOM;NEUT;SG	N;FEM;PL
počas	lors	počas	lors	ADP;GEN	ADV
tiež	également	tiež	également	PART	ADV
tiež	aussi	tiež	aussi	PART	ADV
tiež	egalement	tiež	egalement	PART	ADV
usa	usa	usa	usa		PROPN
nie	not	nie	not	PART	PRO;SG;3
nie	non	nie	non	PART	ADV
nie	pas	nie	pas	PART	ADV;NEG
úmrtia	décès	úmrtie	décès	N;NOM;NEUT;PL	N;MASC;SG
úmrtia	death	úmrtie	death	N;NOM;NEUT;PL	PROPN
úmrtia	mort	úmrtie	mourir	N;NOM;NEUT;PL	V;MASC;SG;PST;V.PTCP
úmrtia	décès	úmrtie	décès	N;NOM;NEUT;PL	N;MASC;SG
úmrtia	morts	úmrtie	mourir	N;NOM;NEUT;PL	V;MASC;PL;PST;V.PTCP
úmrtia	décès	úmrtie	décès	N;NOM;NEUT;PL	N;MASC;SG
neskôr	ultérieur	neskôr	ultérieur	ADV	ADJ;MASC;SG
slovenský	slovaques	slovenský	slovaque	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
slovenský	slovaques	slovenský	slovaque	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
aby	faites	aby	faire	CONJ;COND	V;FEM;PL;PST;V.PTCP
aby	faire	aby	faire	CONJ;COND	V;NFIN
storočia	siecle	storočie	siecle	N;NOM;NEUT;PL	N;MASC;SG
storočia	siècle	storočie	siècle	N;NOM;NEUT;PL	N;MASC;SG
storočia	century	storočie	century	N;NOM;NEUT;PL	N;MASC;SG
nad	nad	nad	nad	ADP;INS	PROPN
utc	utc	utc	utc		N;MASC;SG
utc	tuc	utc	tuc		
jpg	jpg	jpg	jpg		N;MASC;SG
časti	pièces	časť	pièce	N;DAT;FEM;SG	N;FEM;PL
časti	parties	časť	partie	N;DAT;FEM;SG	N;FEM;PL
stránka	pages	stránka	page	N;NOM;FEM;SG	N;FEM;PL
skupiny	groupe	skupina	groupe	N;NOM;FEM;PL	N;MASC;SG
ktorú	lesquels	ktorý	lequel	DET;ACC;FEM;SG	PRO;MASC;PL
ktorú	laquelle	ktorý	lequel	DET;ACC;FEM;SG	PRO;FEM;SG
ktorú	lequel	ktorý	lequel	DET;ACC;FEM;SG	PRO;MASC;SG
ngc	ngc	my	ngc	N;NOM;FEM;SG	
mesta	villes	mesto	ville	N;NOM;NEUT;SG	N;FEM;PL
august	aug	august	aug	N;INAN;NOM;MASC;SG	
veľmi	tres	veľmi	tre	ADV	ADJ;MASC;SG
potom	puis	potom	puis	ADV	CONJ
oficiálna	fonctionnaire	oficiálny	fonctionnaire	ADJ;NOM;FEM;SG	N;MASC;SG
oficiálna	officielles	oficiálny	officiel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
oficiálna	officiels	oficiálny	officiel	ADJ;NOM;FEM;SG	ADJ;MASC;PL
narodenia	naissance	narodenie	naissance	N;NOM;NEUT;PL	N;FEM;SG
tento	ceci	tento	ceci	DET;INAN;NOM;MASC;SG	PRO;SG
tento	cet	tento	ce	DET;INAN;NOM;MASC;SG	PRO;SG;3
tento	cela	tento	cela	DET;INAN;NOM;MASC;SG	PRO;SG
tento	ce	tento	ce	DET;INAN;NOM;MASC;SG	PRO;SG;3
osobnosti	personnalité	osobnosť	personnalité	N;NOM;FEM;PL	N;FEM;SG
bratislava	bratislava	bratislava	bratislava	N;NOM;FEM;SG	PROPN
stal	devenus	stať	devenir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
iba	seul	iba	seul	PART	ADJ;MASC;SG
iba	uniquement	iba	uniquement	PART	ADV
iba	seulement	iba	seulement	PART	ADV
iba	seule	iba	seul	PART	ADJ;FEM;SG
iba	just	iba	just	PART	INTJ
iba	simplement	iba	simplement	PART	ADV
iba	juste	iba	juste	PART	ADV
oblasti	région	oblasť	région	N;NOM;FEM;PL	N;FEM;SG
oblasti	zone	oblasť	zone	N;NOM;FEM;PL	N;FEM;SG
oblasti	domaine	oblasť	domaine	N;NOM;FEM;PL	N;MASC;SG
mal	avait	mať	avoir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
mal	avaient	mať	avoir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
mal	avais	mať	avoir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;1;IPFV;FIN
mal	lta	mať	lta	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;MASC;SG
mal	mal	mať	mal	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADV
proti	against	proti	against	ADP;DAT	PROPN
sveta	mondial	svet	mondial	N;INAN;GEN;MASC;SG	ADJ;MASC;SG
sveta	mondiale	svet	mondial	N;INAN;GEN;MASC;SG	ADJ;FEM;SG
najmä	principalement	najmä	principalement	PART	ADV
najmä	essentiellement	najmä	essentiellement	PART	ADV
najmä	particulièrement	najmä	particulièrement	PART	ADV
najmä	surtout	najmä	surtout	PART	ADV
najmä	spécialement	najmä	spécialement	PART	ADV
viac	davantage	viac	davantage	NUM;NOM;NEUT;SG	ADV
viac	plus	viac	plus	NUM;NOM;NEUT;SG	ADV
mužov	masculins	muž	masculin	N;ANIM;ACC;MASC;PL	ADJ;MASC;PL
mužov	homme	muž	homme	N;ANIM;ACC;MASC;PL	N;MASC;SG
názov	nommer	názov	nommer	N;INAN;NOM;MASC;SG	V;NFIN
názov	noms	názov	nom	N;INAN;NOM;MASC;SG	N;MASC;PL
okolo	autour	okolo	autour	ADP;GEN	ADV
okolo	alentour	okolo	alentour	ADP;GEN	ADV
ešte	pourtant	ešte	pourtant	PART	ADV
prvý	premières	prvý	premier	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;PL
prvý	premiers	prvý	premier	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
text	textes	text	texte	N;INAN;NOM;MASC;SG	N;MASC;PL
máj	mai	mať	mai	INTJ	N;MASC;SG
máj	may	mať	may	INTJ	PROPN
máj	peut	mať	pouvoir	INTJ	V;IND;SG;3;PRS;FIN
slovenskej	slovaques	slovenský	slovaque	ADJ;GEN;FEM;SG	ADJ;MASC;PL
spolu	totale	spolu	total	ADV	ADJ;FEM;SG
spolu	total	spolu	total	ADV	N;MASC;SG
spolu	totaux	spolu	total	ADV	ADJ;MASC;PL
spolu	together	spolu	together	ADV	PROPN
tom	tom	to	tom	DET;NOM;NEUT;SG	PROPN
majstrovstvá	championnat	majstrovstvo	championnat	N;NOM;NEUT;PL	N;MASC;SG
majstrovstvá	biathlon	majstrovstvo	biathlon	N;NOM;NEUT;PL	N;MASC;SG
saint	sainte	saint	saint	PROPN;ANIM;NOM;MASC;SG	ADJ;FEM;SG
saint	saint	saint	saint	PROPN;ANIM;NOM;MASC;SG	PROPN
okrem	excepté	okrem	excepté	ADP;GEN	
americký	américaines	americký	américain	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;PL
americký	américains	americký	américain	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
asi	surement	asi	surement	PART	ADV
asi	probablement	asi	probablement	PART	ADV
asi	sûrement	asi	sûrement	PART	ADV
asi	suppose	asi	supposer	PART	V;IND;SG;3;PRS;FIN
asi	deviner	asi	deviner	PART	V;NFIN
asi	devinez	asi	devenir	PART	V;IMP;PL;2;PRS;FIN
asi	devine	asi	devenir	PART	V;IND;SG;3;PRS;FIN
jeden	un	jeden	un	NUM;ANIM;NOM;MASC;SG	PRO;MASC;SG
jeden	une	jeden	un	NUM;ANIM;NOM;MASC;SG	DET;INDF;FEM;SG
jeden	one	jeden	one	NUM;ANIM;NOM;MASC;SG	PROPN
objavil	découverts	objaviť	découvrir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
objavil	découvertes	objaviť	découvrir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
vojny	guerre	vojna	guerre	N;NOM;FEM;PL	N;FEM;SG
vojny	war	vojna	war	N;NOM;FEM;PL	N;SG
ulica	rues	ulica	rue	N;NOM;FEM;SG	N;FEM;PL
ulica	street	ulica	street	N;NOM;FEM;SG	PROPN
žien	femelle	žena	femelle	N;GEN;FEM;PL	ADJ;FEM;SG
žien	féminin	žena	féminin	N;GEN;FEM;PL	ADJ;MASC;SG
žien	femme	žena	femme	N;GEN;FEM;PL	N;FEM;SG
žien	féminin	žena	féminin	N;GEN;FEM;PL	ADJ;MASC;SG
žien	femme	žena	femme	N;GEN;FEM;PL	N;FEM;SG
tieto	ces	tento	ce	DET;NOM;MASC;PL	PRO;PL;3
majú	ont	mať	avoir	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;PL;3;PRS;FIN
toto	ceci	toto	ceci	DET;NOM;NEUT;SG	PRO;SG
toto	cet	toto	ce	DET;NOM;NEUT;SG	PRO;SG;3
toto	cela	toto	cela	DET;NOM;NEUT;SG	PRO;SG
toto	ce	toto	ce	DET;NOM;NEUT;SG	PRO;SG;3
toto	toto	toto	toto	DET;NOM;NEUT;SG	PROPN
ktorí	qui	ktorý	qui	DET;ANIM;NOM;MASC;PL	PRO
ktorí	oms	ktorý	om	DET;ANIM;NOM;MASC;PL	N;MASC;SG
ktorí	who	ktorý	who	DET;ANIM;NOM;MASC;PL	PROPN
všetky	toute	všetok	tout	DET;INAN;NOM;MASC;PL	DET;FEM;SG
všetky	toutes	všetok	tout	DET;INAN;NOM;MASC;PL	PRO;FEM;PL
všetky	tous	všetok	tout	DET;INAN;NOM;MASC;PL	PRO;MASC;PL
všetky	tout	všetok	tout	DET;INAN;NOM;MASC;PL	PRO;MASC;SG
všetky	all	všetok	all	DET;INAN;NOM;MASC;PL	
francúzsky	francais	francúzsky	francais	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
francúzsky	française	francúzsky	français	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
francúzsky	français	francúzsky	français	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
francúzsky	françaises	francúzsky	français	N;ANIM;NOM;MASC;SG	ADJ;FEM;PL
svoje	ses	svoj	son	DET;ACC;NEUT;SG;REFL	DET;MASC;PL
teda	ainsi	teda	ainsi	PART	ADV
žije	vies	žiť	vie	V;IPFV;IND;SG;3;POS;PRS;FIN	N;FEM;PL
český	tchèque	český	tchèque	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
český	tchèques	český	tchèque	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
český	český	český	český	ADJ;ANIM;NOM;MASC;SG	PROPN
často	fréquent	často	fréquent	ADV	ADJ;MASC;SG
ján	jan	ján	jan	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
ján	yann	ján	yann	PROPN;ANIM;NOM;MASC;SG	PROPN
ján	ján	ján	ján	PROPN;ANIM;NOM;MASC;SG	PROPN
ján	jean	ján	jean	PROPN;ANIM;NOM;MASC;SG	PROPN
ján	john	ján	john	PROPN;ANIM;NOM;MASC;SG	PROPN
niekoľko	plusieurs	niekoľko	plusieurs	DET;NOM;NEUT;SG	PRO;PL
okres	district	okres	district	INTJ	N;MASC;SG
jún	juin	jún	juin	INTJ	N;MASC;SG
jún	jun	jún	jun	INTJ	PROPN
jún	juin	jún	juin	INTJ	N;MASC;SG
šablóny	gabarit	šablón	gabarit	N;INAN;NOM;MASC;PL	N;MASC;SG
šablóny	modèle	šablón	modèle	N;INAN;NOM;MASC;PL	N;MASC;SG
dnes	hui	dnes	hui	ADV	
dnes	aujourdhui	dnes	aujourdhui	ADV	PROPN
slovensko	slovaquie	slovensko	slovaquie	N;NOM;NEUT;SG	PROPN
pretože	parce	pretože	parce	CONJ	ADV
pretože	car	pretože	car	CONJ	CONJ
pretože	parceque	pretože	parceque	CONJ	
ani	ni	ani	ni	PART	CONJ
ani	ani	ani	ani	PART	
ani	nor	ani	nor	PART	
slovenska	slovenska	slovensky	slovenska	N;NOM;NEUT;SG	PROPN
nové	nouvelles	nový	nouveau	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
nové	nouveaux	nový	nouveau	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
nové	nouveautés	nový	nouveauté	ADJ;NOM;NEUT;SG	N;FEM;PL
všetkých	toute	všetok	tout	DET;ANIM;ACC;MASC;PL	DET;FEM;SG
všetkých	toutes	všetok	tout	DET;ANIM;ACC;MASC;PL	PRO;FEM;PL
všetkých	tous	všetok	tout	DET;ANIM;ACC;MASC;PL	PRO;MASC;PL
všetkých	tout	všetok	tout	DET;ANIM;ACC;MASC;PL	PRO;MASC;SG
všetkých	all	všetok	all	DET;ANIM;ACC;MASC;PL	
ďalšie	supplémentaires	ďalší	supplémentaire	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ďalšie	suivant	ďalší	suivre	ADJ;NOM;NEUT;SG	V;PRS;V.PTCP
ďalšie	next	ďalší	next	ADJ;NOM;NEUT;SG	
ďalšie	autre	ďalší	autre	ADJ;NOM;NEUT;SG	PRO;SG
ďalšie	autres	ďalší	autre	ADJ;NOM;NEUT;SG	PRO;PL
ďalšie	davantage	ďalší	davantage	ADJ;NOM;NEUT;SG	ADV
ďalšie	plus	ďalší	plus	ADJ;NOM;NEUT;SG	ADV
tým	équipe	to	équipe	DET;INS;NEUT;SG	N;FEM;SG
tým	equipe	to	equipe	DET;INS;NEUT;SG	N;FEM;SG
meno	nommer	meno	nommer	N;NOM;NEUT;SG	V;NFIN
meno	noms	meno	nom	N;NOM;NEUT;SG	N;MASC;PL
dve	two	dva	two	NUM;NOM;FEM;PL	PROPN
dva	two	dva	two	NUM;INAN;NOM;MASC;PL	PROPN
mala	avait	mať	avoir	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
mala	avaient	mať	avoir	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
mala	avais	mať	avoir	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;1;IPFV;FIN
mala	mala	mať	mala	V;IPFV;FEM;SG;POS;PST;V.PTCP	PROPN
style	style	style	style	INTJ	N;MASC;SG
táto	ceci	táto	ceci	DET;NOM;FEM;SG	PRO;SG
táto	cet	táto	ce	DET;NOM;FEM;SG	PRO;SG;3
táto	cela	táto	cela	DET;NOM;FEM;SG	PRO;SG
táto	ce	táto	ce	DET;NOM;FEM;SG	PRO;SG;3
prvé	premières	prvý	premier	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
prvé	premiers	prvý	premier	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
martin	martín	martin	martín	PROPN;ANIM;NOM;MASC;SG	PROPN
martin	martine	martin	martine	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
martin	martin	martin	martin	PROPN;ANIM;NOM;MASC;SG	PROPN
http	http	http	http		N;MASC;SG
tri	tri	tri	tri	NUM;INAN;NOM;MASC;PL	N;MASC;SG
tri	three	tri	three	NUM;INAN;NOM;MASC;PL	PROPN
praha	prague	praha	prague	PROPN;NOM;FEM;SG	PROPN
stránke	pages	stránka	page	N;DAT;FEM;SG	N;FEM;PL
spoločnosti	compagnie	spoločnosť	compagnie	N;NOM;FEM;PL	N;FEM;SG
spoločnosti	entreprise	spoločnosť	entreprendre	N;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
spoločnosti	société	spoločnosť	société	N;NOM;FEM;PL	N;FEM;SG
peter	peter	peter	peter	N;ANIM;NOM;MASC;SG	PROPN
mali	avait	mať	avoir	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
mali	avaient	mať	avoir	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
mali	avais	mať	avoir	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;1;IPFV;FIN
mali	malien	mať	malien	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;MASC;SG
mali	mali	mať	mali	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	N;MASC;SG
slovenská	slovaques	slovenský	slovaque	ADJ;NOM;FEM;SG	ADJ;MASC;PL
slovensky	anglaise	slovensky	anglais	ADV	ADJ;FEM;SG
slovensky	francais	slovensky	francais	ADV	ADJ;MASC;SG
slovensky	anglais	slovensky	anglais	ADV	N;MASC;SG
prvá	premières	prvý	premier	ADJ;NOM;FEM;SG	ADJ;FEM;PL
prvá	premiers	prvý	premier	ADJ;NOM;FEM;SG	ADJ;MASC;PL
van	camionnette	van	camionnette	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
van	fourgonnette	van	fourgonnette	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
van	fourgon	van	fourgon	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
van	van	van	van	PROPN;ANIM;NOM;MASC;SG	PROPN
nemecký	allemand	nemecký	allemand	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
nemecký	allemands	nemecký	allemand	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
storočí	siècles	storočie	siècle	N;NOM;NEUT;SG	N;MASC;PL
rod	rod	rod	rod	N;ANIM;NOM;MASC;SG	PROPN
bude	will	byť	will	V;IPFV;IND;SG;3;POS;FUT;FIN	PROPN
bude	volonté	byť	volonté	V;IPFV;IND;SG;3;POS;FUT;FIN	N;FEM;SG
bude	fera	byť	faire	V;IPFV;IND;SG;3;POS;FUT;FIN	V;IND;SG;3;FUT;FIN
týchto	ces	táto	ce	DET;ANIM;ACC;MASC;PL	PRO;PL;3
republiky	république	republika	république	N;NOM;FEM;PL	N;FEM;SG
ženy	féminin	žena	féminin	N;NOM;FEM;PL	ADJ;MASC;SG
ženy	femme	žena	femme	N;NOM;FEM;PL	N;FEM;SG
ďalej	prochain	ďalej	prochain	ADV	ADJ;MASC;SG
ďalej	suivante	ďalej	suivant	ADV	ADJ;FEM;SG
ďalej	suivant	ďalej	suivre	ADV	V;PRS;V.PTCP
ďalej	prochaine	ďalej	prochain	ADV	ADJ;FEM;SG
ďalej	next	ďalej	next	ADV	
kedy	lorsque	kedy	lorsque	ADV	CONJ
kedy	quand	kedy	quand	ADV	CONJ
územia	territoire	územie	territoire	N;NOM;NEUT;PL	N;MASC;SG
ide	goes	ísť	goe	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;SG
ide	ide	ísť	ide	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;SG
latinsky	latine	latinsky	latin	ADV	ADJ;FEM;SG
latinsky	latin	latinsky	latin	ADV	N;MASC;SG
latinsky	latines	latinsky	latin	ADV	ADJ;FEM;PL
európy	europe	európa	europe	N;NOM;FEM;PL	N;FEM;SG
známy	connues	známy	connaître	ADJ;ANIM;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
známy	connue	známy	connaître	ADJ;ANIM;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
známy	connus	známy	connaître	ADJ;ANIM;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
známy	connu	známy	connaître	ADJ;ANIM;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
známy	connaissance	známy	connaissance	ADJ;ANIM;NOM;MASC;SG	N;FEM;SG
haute	haute	haute	haut	N;NOM;FEM;SG	ADJ;FEM;SG
veľkosť	tailles	veľkosť	taille	N;NOM;FEM;SG	N;FEM;PL
john	jean	john	jean	PROPN;ANIM;NOM;MASC;SG	PROPN
john	john	john	john	PROPN;ANIM;NOM;MASC;SG	PROPN
isbn	isbn	isbn	isbn		
