que	att	que	att	PRO;MASC;SG	PART
pode	may	poder	may	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
pode	maj	poder	maj	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
pode	kan	poder	kunna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pode	can	poder	can	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
ligações	anknyter	ligação	anknyta	N;FEM;PL	V;IND;PRS;FIN;ACT
este	denna	este	denna	DET;MASC;SG	PRO;DEF;MASC+FEM;SG
este	detta	este	denna	DET;MASC;SG	PRO;DEF;NEUT;SG
primeira	först	primeiro	först	ADJ;FEM;SG	ADV
nome	namnge	nome	namnge	N;MASC;SG	V;IMP;FIN;ACT
externas	extern	externo	exter	N;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
externas	externt	externo	extern	N;FEM;PL	ADV
externas	yttre	externo	yttre	N;FEM;PL	ADJ;NOM;CMPR
outros	annan	outro	annan	PRO;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
outros	övrig	outro	övrig	PRO;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
outros	övriga	outro	övrig	PRO;MASC;PL	ADJ;NOM;PL
outros	övrigt	outro	övrigt	PRO;MASC;PL	ADJ;NOM;INDF;NEUT;SG
outros	annat	outro	annan	PRO;MASC;PL	PRO;INDF;NEUT;SG
outros	övriga	outro	övrig	PRO;MASC;PL	ADJ;NOM;PL
ela	she	ela	she	PRO;NOM;FEM;SG;3	V;IMP;FIN;ACT
ela	her	ela	her	PRO;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ela	henne	ela	hon	PRO;NOM;FEM;SG;3	PRO;ACC;DEF;MASC+FEM;SG
muito	mycke	muito	mycke	ADV	N;NOM;INDF;MASC+FEM;SG
muito	much	muito	much	ADV	N;NOM;INDF;NEUT;SG
suas	deras	seu	de	DET;FEM;PL	PRO;DEF
suas	sina	seu	sig	DET;FEM;PL	PRO;DEF;PL
segundo	sekund	segundo	sekund	ADV	N;NOM;INDF;MASC+FEM;SG
segundo	andra	segundo	annan	ADV	PRO;INDF;PL
ter	ha	ter	ha	V;NFIN	INTJ
lista	listor	lista	listor	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
lista	förteckningar	lista	förteckning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
março	marschera	março	marschera	N;MASC;SG	V;IMP;FIN;ACT
norte	norra	norte	norra	N;MASC;SG	ADJ;NOM;DEF;SG
norte	norrut	norte	norrut	N;MASC;SG	ADV
norte	nord	norte	nord	N;MASC;SG	PROPN;NOM
norte	nordlig	norte	nordlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
norte	norra	norte	norra	N;MASC;SG	ADJ;NOM;DEF;SG
norte	nordliga	norte	nordlig	N;MASC;SG	ADJ;NOM;PL
sul	sul	sul	sul	N;MASC;SG	V;IMP;FIN;ACT
sul	sydlig	sul	sydlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
sul	södra	sul	södra	N;MASC;SG	ADJ;NOM;DEF;SG
sul	syd	sul	syd	N;MASC;SG	PROPN;NOM
sul	söderut	sul	söderut	N;MASC;SG	ADV
sul	södra	sul	södra	N;MASC;SG	ADJ;NOM;DEF;SG
grupo	gruppera	grupo	gruppera	N;MASC;SG	V;IMP;FIN;ACT
paulo	paulo	paulo	paulo	N;MASC;SG	PROPN;NOM
paulo	paulus	paulo	paulus	N;MASC;SG	PROPN;NOM
paulo	paul	paulo	paul	N;MASC;SG	PROPN;NOM
ver	utsikt	ver	utsikt	V;NFIN	N;NOM;INDF;NEUT;SG
ver	vy	ver	vy	V;NFIN	N;NOM;INDF;MASC+FEM;SG
isso	att	isso	att	PRO;MASC;SG	PART
todos	allihopa	todo	allihopa	PRO;MASC;PL	N;NOM;INDF;MASC+FEM;SG
todos	allt	todo	all	PRO;MASC;PL	PRO;INDF;NEUT;SG
todos	allihopa	todo	allihopa	PRO;MASC;PL	N;NOM;INDF;MASC+FEM;SG
nova	nyhet	novo	nyhet	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nova	nya	novo	ny	ADJ;FEM;SG	ADJ;NOM;PL
nova	nova	novo	nova	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
contra	kontra	contra	kontra	ADP	N;NOM;INDF;MASC+FEM;SG
contra	contra	contra	contrum	ADP	N;NOM;INDF;MASC+FEM;SG
contra	emot	contra	emot	ADP	ADV
forma	bilda	forma	bilda	N;FEM;SG	V;IMP;FIN;ACT
principal	huvudsakliga	principal	huvudsaklig	ADJ;MASC;SG	ADJ;NOM;PL
principal	main	principal	main	ADJ;MASC;SG	PROPN;NOM
principal	huvudsakliga	principal	huvudsaklig	ADJ;MASC;SG	ADJ;NOM;PL
principal	huvudansvarig	principal	huvudansvarig	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
principal	rektorn	principal	rektor	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
principal	huvudman	principal	huvudma	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
principal	rektor	principal	rektor	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
três	three	três	three	NUM	N;NOM;INDF;MASC+FEM;SG
série	serier	série	serie	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
além	bortom	além	bortom	ADV	ADP
final	avsluta	final	avsluta	N;MASC;SG	V;IMP;FIN;ACT
final	slutliga	final	slutlig	N;MASC;SG	ADJ;NOM;PL
final	slutligt	final	slutlig	N;MASC;SG	ADV
final	sista	final	sista	N;MASC;SG	ADJ;NOM;DEF;RL
final	slutgiltigt	final	slutgiltig	N;MASC;SG	ADV
final	slutlig	final	slutlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
desde	sedan	desde	sedan	ADP	ADV
filme	filma	filme	filma	N;MASC;SG	V;IMP;FIN;ACT
antes	före	antes	före	ADV	ADP
antes	innan	antes	innan	ADV	CONJ
melhor	bättre	melhor	bra	ADV	ADJ;NOM;CMPR
melhor	bästa	melhor	bra	ADV	ADJ;NOM;DEF;RL
duas	duas	dois	du	NUM	N;NOM;INDF;MASC+FEM;SG
guerra	kriga	guerra	krig	N;FEM;SG	V;IMP;FIN;ACT
guerra	war	guerra	war	N;FEM;SG	V;IMP;FIN;ACT
outras	annan	outro	annan	PRO;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
outras	övrig	outro	övrig	PRO;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
outras	övriga	outro	övrig	PRO;FEM;PL	ADJ;NOM;PL
outras	övrigt	outro	övrigt	PRO;FEM;PL	ADJ;NOM;INDF;NEUT;SG
outras	annat	outro	annan	PRO;FEM;PL	PRO;INDF;NEUT;SG
outras	övriga	outro	övrig	PRO;FEM;PL	ADJ;NOM;PL
gols	mål	gol	mål	N;MASC;PL	N;NOM;INDF;NEUT;SG
gols	goals	gol	goal	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
nacional	nationella	nacional	nationell	ADJ;MASC;SG	ADJ;NOM;PL
nacional	national	nacional	national	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nacional	nacional	nacional	nacional	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
jogos	games	jogo	games	N;MASC;PL	N;NOM;INDF;NEUT;SG
jogos	spel	jogo	spel	N;MASC;PL	N;NOM;INDF;NEUT;SG
qual	vilka	qual	vilken	PRO;MASC;SG	PRO;INDF;PL
qual	vilken	qual	vilken	PRO;MASC;SG	PRO;INDF;MASC+FEM;SG
qual	som	qual	som	PRO;MASC;SG	CONJ
brasileiro	brasilianska	brasileiro	brasiliansk	N;MASC;SG	ADJ;NOM;PL
brasileiro	brasiliansk	brasileiro	brasiliansk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
alguns	några	algum	någon	PRO;MASC;PL	DET;INDF;PL
cada	vardera	cada	vardera	DET;FEM;SG	PRO;DEF;SG
eles	dem	eles	de	PRO;NOM;MASC;PL;3	PRO;ACC;DEF;PL
página	page	página	page	N;FEM;SG	V;IMP;FIN;ACT
dias	dias	dia	dia	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
dias	days	dia	days	N;MASC;PL	N;NOM;INDF;NEUT;SG
josé	jose	josé	jose	N;MASC;SG	PROPN;NOM
josé	joseph	josé	joseph	N;MASC;SG	PROPN;NOM
josé	josef	josé	jos	N;MASC;SG	PROPN;NOM
josé	josé	josé	josé	N;MASC;SG	PROPN;NOM
espécie	djurart	espécie	djur	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
espécie	arter	espécie	art	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
portugal	portugal	portugal	portugal	N;MASC;SG	PROPN;NOM
joão	johannes	joão	johan	N;MASC;SG	PROPN;NOM
joão	john	joão	john	N;MASC;SG	PROPN;NOM
joão	johan	joão	joha	N;MASC;SG	PROPN;NOM
joão	joão	joão	joão	N;MASC;SG	PROPN;NOM
tinha	had	ter	had	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
tinha	hadde	ter	ha	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN;ACT
tinha	hade	ter	ha	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN;ACT
unidos	förenade	unido	förenade	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
unidos	united	unido	united	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
unidos	enad	unido	enad	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
unidos	enade	unido	enade	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
novo	novo	novo	novo	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
novo	nyhet	novo	nyhet	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
novo	nya	novo	ny	ADJ;MASC;SG	ADJ;NOM;PL
teve	had	ter	had	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
segunda	sekund	segundo	sekund	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
segunda	andra	segundo	annan	ADJ;FEM;SG	PRO;INDF;PL
segunda	måndag	segundo	måndag	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pessoas	people	pessoa	people	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
americano	amerikanskt	americano	amerikansk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
americano	amerikansk	americano	amerikansk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
americano	amerikanska	americano	amerikansk	N;MASC;SG	ADJ;NOM;PL
casa	hemma	casa	hemma	N;FEM;SG	ADV
enquanto	medan	enquanto	medan	ADV	CONJ
lugar	placera	lugar	placera	N;MASC;SG	V;IMP;FIN;ACT
oficial	tjänsteman	oficial	tjänsteman	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oficial	officiella	oficial	officiell	ADJ;MASC;SG	ADJ;NOM;PL
oficial	polisman	oficial	polisman	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oficial	officer	oficial	officer	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vezes	times	vez	tim	N;MASC;PL	PROPN;NOM
vezes	ggr	vez	gå	N;MASC;PL	N;NOM;INDF;NEUT;SG
artigos	objekt	artigo	objekt	N;MASC;PL	N;NOM;INDF;NEUT;SG
artigos	föremål	artigo	föremål	N;MASC;PL	N;NOM;INDF;NEUT;SG
distrito	valdistrikt	distrito	valdistrikt	N;MASC;SG	N;NOM;INDF;NEUT;PL
local	lokala	local	lokal	N;MASC;SG	ADJ;NOM;PL
local	lokalt	local	lokal	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
local	placera	local	placera	N;MASC;SG	V;IMP;FIN;ACT
trabalho	arbeta	trabalho	arbeta	N;MASC;SG	V;IMP;FIN;ACT
trabalho	jobba	trabalho	jobba	N;MASC;SG	V;IMP;FIN;ACT
outro	annan	outro	annan	PRO;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
outro	övrig	outro	övrig	PRO;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
outro	övriga	outro	övrig	PRO;MASC;SG	ADJ;NOM;PL
outro	andra	outro	annan	PRO;MASC;SG	PRO;INDF;PL
outro	övrigt	outro	övrigt	PRO;MASC;SG	ADJ;NOM;INDF;NEUT;SG
outro	annat	outro	annan	PRO;MASC;SG	PRO;INDF;NEUT;SG
fez	fez	fazer	fez	V;IND;SG;3;PST;FIN	N;NOM;INDF;MASC+FEM;SG
através	igenom	através	igenom	ADV	ADP
através	genom	através	genom	ADV	ADP
estava	var	estar	var	V;IND;SG;3;IPFV;FIN	PRO;INDF;MASC+FEM;SG
maria	marie	maria	marie	N;FEM;SG	PROPN;NOM
maria	mary	maria	mary	N;FEM;SG	PROPN;NOM
maria	maria	maria	maria	N;FEM;SG	PROPN;NOM
maria	maria	maria	maria	N;FEM;SG	PROPN;NOM
estão	are	estar	are	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
vários	diverse	vários	diverse	PRO;MASC;PL	N;NOM;INDF;MASC+FEM;PL
vários	olika	vários	olik	PRO;MASC;PL	ADJ;NOM;PL
vários	övrigt	vários	övrigt	PRO;MASC;PL	ADJ;NOM;INDF;NEUT;SG
vários	diverse	vários	diverse	PRO;MASC;PL	N;NOM;INDF;MASC+FEM;PL
terra	landa	terra	landa	N;FEM;SG	V;IMP;FIN;ACT
igreja	igreja	igreja	igreja	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
universidade	college	universidade	college	N;FEM;SG	PROPN;NOM
qualquer	någon	qualquer	någon	DET;FEM;SG	PRO;INDF;MASC+FEM;SG
podem	kan	poder	kunna	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
podem	can	poder	can	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
início	börja	início	börja	N;MASC;SG	V;IMP;FIN;ACT
início	startar	início	starta	N;MASC;SG	V;IND;PRS;FIN;ACT
início	starta	início	starta	N;MASC;SG	V;IMP;NFIN;ACT
início	börjar	início	börja	N;MASC;SG	V;IND;PRS;FIN;ACT
essa	att	esse	att	PRO;FEM;SG	PART
tipo	snäll	tipo	snäll	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
conhecido	kända	conhecido	känd	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
conhecido	bekanta	conhecido	bekant	ADJ;MASC;SG	ADJ;NOM;PL
esse	denna	esse	denna	DET;MASC;SG	PRO;DEF;MASC+FEM;SG
esse	detta	esse	denna	DET;MASC;SG	PRO;DEF;NEUT;SG
canção	song	canção	song	N;FEM;SG	PROPN;NOM
edição	redigerar	edição	redigera	N;FEM;SG	V;IND;PRS;FIN;ACT
edição	redigera	edição	rediger	N;FEM;SG	V;IMP;FIN;ACT
edição	publicera	edição	publicera	N;FEM;SG	V;IMP;FIN;ACT
edição	publicerar	edição	publicera	N;FEM;SG	V;IND;PRS;FIN;ACT
cerca	staket	cerca	stak	ADV	N;NOM;INDF;NEUT;SG
cerca	stängsel	cerca	stängsel	ADV	N;NOM;INDF;MASC+FEM;SG
todas	allt	todo	all	DET;FEM;PL	PRO;INDF;NEUT;SG
todas	alla	todo	all	DET;FEM;PL	PRO;INDF;PL
português	portugisiska	português	portugisisk	N;MASC;SG	ADJ;NOM;PL
lançado	utsläppt	lançar	utsläppa	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
lançado	släppt	lançar	släppa	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
lançado	frisläppt	lançar	frisläppa	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
algumas	några	algum	någon	PRO;FEM;PL	DET;INDF;PL
quem	vilka	quem	vilken	PRO;SG	PRO;INDF;PL
quem	vem	quem	vem	PRO;SG	PRO;INDF;MASC+FEM;SG
quem	who	quem	who	PRO;SG	N;NOM;INDF;NEUT;SG
quatro	quatro	quatro	quatro	NUM	PROPN;NOM
morte	dödsfall	morte	dödsfall	N;FEM;SG	N;NOM;INDF;NEUT;PL
devido	vederbörlig	devido	vederbörlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
devido	due	devido	due	ADV	N;NOM;INDF;NEUT;SG
eram	var	ser	var	V;IND;PL;3;IPFV;FIN	PRO;INDF;MASC+FEM;SG
brasileira	brasilianska	brasileira	brasiliansk	N;FEM;SG	ADJ;NOM;PL
brasileira	brasiliansk	brasileira	brasiliansk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
seguinte	härnäst	seguinte	härnäst	ADJ;MASC;SG	ADV
geral	allmän	geral	allmän	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
geral	allmänna	geral	allmän	N;MASC;SG	ADJ;NOM;PL
geral	allmänt	geral	allmän	N;MASC;SG	ADV
meio	medelväg	meio	medelväg	ADV	N;NOM;INDF;MASC+FEM;SG
meio	mitten	meio	mitt	ADV	N;NOM;DEF;MASC+FEM;SG
meio	mellersta	meio	mellersta	ADV	ADJ;NOM;DEF;RL
meio	middle	meio	middle	ADV	N;NOM;INDF;MASC+FEM;SG
meio	medium	meio	medium	ADV	N;NOM;INDF;NEUT;SG
meio	medelhög	meio	medelhög	ADV	ADJ;NOM;INDF;MASC+FEM;SG
meio	medellång	meio	medellång	ADV	ADJ;NOM;INDF;MASC+FEM;SG
meio	medelstor	meio	medelstor	ADV	ADJ;NOM;INDF;MASC+FEM;SG
meio	halvt	meio	halv	ADV	ADJ;NOM;INDF;NEUT;SG
meio	half	meio	half	ADV	N;NOM;INDF;NEUT;SG
meio	hälften	meio	hälft	ADV	N;NOM;DEF;MASC+FEM;SG
meio	halva	meio	halv	ADV	ADJ;NOM;DEF;SG
meio	halv	meio	halv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
fim	avsluta	fim	avsluta	N;MASC;SG	V;IMP;FIN;ACT
carlos	charles	carlo	charles	N;MASC;SG	PROPN;NOM
carlos	karl	carlo	karl	N;MASC;SG	PROPN;NOM
carlos	carl	carlo	carl	N;MASC;SG	PROPN;NOM
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;NOM
menos	minus	menos	minus	ADV	N;NOM;INDF;NEUT;SG
menos	färre	menos	få	ADV	ADJ;NOM;CMPR
menos	färre	menos	få	ADV	ADJ;NOM;CMPR
programa	programmera	programa	programmera	N;MASC;SG	V;IMP;FIN;ACT
fontes	teckensnitt	fonte	teckensnitt	N;FEM;PL	N;NOM;INDF;NEUT;SG
fontes	typsnitt	fonte	typsnitt	N;FEM;PL	N;NOM;INDF;NEUT;SG
deve	bör	dever	böra	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deve	ska	dever	skola	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deve	borde	dever	böra	V;IND;SG;3;PRS;FIN	V;IND;PST;FIN;ACT
deve	måste	dever	måste	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deve	must	dever	must	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
livro	boka	livro	boka	N;MASC;SG	V;IMP;FIN;ACT
lado	side	lado	side	N;MASC;SG	PROPN;NOM
várias	diverse	várias	diverse	PRO;FEM;PL	N;NOM;INDF;MASC+FEM;PL
várias	olika	várias	olik	PRO;FEM;PL	ADJ;NOM;PL
outra	annan	outro	annan	PRO;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
outra	övrig	outro	övrig	PRO;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
outra	övriga	outro	övrig	PRO;FEM;SG	ADJ;NOM;PL
outra	andra	outro	annan	PRO;FEM;SG	PRO;INDF;PL
outra	övrigt	outro	övrigt	PRO;FEM;SG	ADJ;NOM;INDF;NEUT;SG
outra	annat	outro	annan	PRO;FEM;SG	PRO;INDF;NEUT;SG
apesar	trots	apesar	trots	ADV	ADP
copa	copa	copa	copa	N;FEM;SG	PROPN;NOM
copa	bägare	copa	bägare	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
internacional	internacional	internacional	internacional	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
internacional	internationalen	internacional	international	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
internacional	international	internacional	international	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
internacional	internationella	internacional	internationell	ADJ;MASC;SG	ADJ;NOM;PL
embora	fastän	embora	fastän	CONJ	ADV
inglês	swedish	inglês	swedish	N;MASC;SG	PROPN;NOM
pouco	little	pouco	littal	ADV	N;NOM;INDF;MASC+FEM;SG
pouco	lilla	pouco	liten	ADV	ADJ;NOM;DEF;SG
pouco	liten	pouco	liten	ADV	ADJ;NOM;INDF;MASC+FEM;SG
porque	varför	porque	varför	CONJ	ADV
projeto	projicera	projeto	projicera	N;MASC;SG	V;IMP;FIN;ACT
você	dig	você	du	PRO;NOM;SG;3	PRO;ACC;DEF;MASC+FEM;SG
atual	aktuella	atual	aktuell	ADJ;MASC;SG	ADJ;NOM;PL
john	johannes	john	johan	PROPN;MASC;SG	PROPN;NOM
john	john	john	john	PROPN;MASC;SG	PROPN;NOM
john	johan	john	joha	PROPN;MASC;SG	PROPN;NOM
ordem	beställa	ordem	beställa	N;FEM;SG	V;NFIN;ACT
localizada	lokaliserad	localizar	lokaliserad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
localizada	belägen	localizar	belägen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
localizada	lokaliserat	localizar	lokalisera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
localizada	lokaliserade	localizar	lokalisera	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
localizada	lokaliserad	localizar	lokaliserad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
localizada	lokaliserat	localizar	lokalisera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
localizada	lokaliserat	localizar	lokalisera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
localizada	lokaliserad	localizar	lokaliserad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
localizada	lokaliserade	localizar	lokalisera	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
começou	startat	começar	starta	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
começou	påbörjad	começar	påbörjad	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
começou	startad	começar	starta	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
começou	påbörjad	começar	påbörjad	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
começou	påbörjat	começar	påbörja	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
