خزان	tanka	خَزَّان	tanek	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
بديلة	nadomestno	بَدِيلَة	nadomesten	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
بديلة	alternativno	بَدِيلَة	alternativen	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
الشهادات	certifikat	شَهَادَة	certifikat	N;NOM;DEF;PL	N;NOM;MASC;SG
الشهادات	spričevalo	شَهَادَة	spričevati	N;NOM;DEF;PL	N;NOM;NEUT;SG
الشهادات	potrdilo	شَهَادَة	potrdilo	N;NOM;DEF;PL	N;NOM;NEUT;SG
الشهادات	spričevala	شَهَادَة	spričevati	N;NOM;DEF;PL	V;IPFV;FEM;PL;V.PTCP
الشهادات	potrdila	شَهَادَة	potrditi	N;NOM;DEF;PL	V;PFV;FEM;SG;V.PTCP
التنبؤ	napovedi	تَنَبُّؤ	napoved	N;NOM;DEF;SG	N;NOM;FEM;PL
المشرف	skrbnika	مُشرِف	skrbnik	N;NOM;DEF;SG	N;ANIM;ACC;MASC;SG
هيلين	helena	هيلين	helen		N;NOM;FEM;SG
هيلين	helen	هيلين	helen		PROPN;NOM;FEM;SG
يفتح	odpre	فَتَح	odpreti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
الحمد	pohvale	حَمد	pohvalati	N;NOM;DEF;SG	N;NOM;FEM;PL
الانتقالية	prehodne	اِنتِقَالِيّ	prehoden	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
اصدار	različice	إِصدَار	različica	N;NOM;INDF;SG	N;NOM;FEM;PL
ليلي	lili	لَيلِيّ	liti		N;NOM;MASC;SG
ليلي	lily	لَيلِيّ	lily		PROPN;NOM;FEM;SG
فيشر	fisher	فيشر	fisher		N;NOM;MASC;SG
كول	cole	كُول	cola		PROPN;NOM;MASC;SG
كول	cola	كُول	cola		N;NOM;MASC;SG
صغار	mladi	صَغِير	mlad	N;NOM;INDF;PL	ADJ;NOM;MASC;PL
صغار	mlad	صَغِير	mlad	N;NOM;INDF;PL	ADJ;NOM;INDF;MASC;SG
صغار	mlada	صَغِير	mlad	N;NOM;INDF;PL	ADJ;NOM;FEM;SG
صغار	young	صَغِير	young	N;NOM;INDF;PL	
صغار	mlado	صَغِير	mlad	N;NOM;INDF;PL	ADJ;NOM;NEUT;SG
راسل	russell	رَاسِل	russeli		
صديقة	punco	صَدِيقَة	punca	N;NOM;INDF;SG	N;ACC;FEM;SG
الجمجمة	lobanjo	جُمجُمَة	lobanja	N;NOM;DEF;SG	N;ACC;FEM;SG
الجمجمة	lobanje	جُمجُمَة	lobanje	N;NOM;DEF;SG	N;NOM;FEM;PL
الظل	sence	ظِلّ	senca	N;NOM;DEF;SG	N;NOM;FEM;PL
الظل	senco	ظِلّ	senca	N;NOM;DEF;SG	N;ACC;FEM;SG
الظل	senci	ظِلّ	senca	N;NOM;DEF;SG	N;DAT;FEM;SG
الظل	sence	ظِلّ	senca	N;NOM;DEF;SG	N;NOM;FEM;PL
الظل	senci	ظِلّ	senca	N;NOM;DEF;SG	N;DAT;FEM;SG
الظل	senco	ظِلّ	senca	N;NOM;DEF;SG	N;ACC;FEM;SG
يختار	izbere	اِختَار	izbra	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
كارتر	carter	كارتر	carter		N;NOM;MASC;SG
كارتر	carterjeva	كارتر	carterjev		ADJ;NOM;FEM;SG
نيفادا	nevadi	نيفادا	nevada		N;NOM;MASC;SG
التقديرات	ocena	تَقدِير	ocena	N;NOM;DEF;PL	N;NOM;FEM;SG
التقديرات	ocen	تَقدِير	ocena	N;NOM;DEF;PL	N;GEN;FEM;PL
تدرج	preliv	دَرَج	preliv	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;MASC;SG
تدرج	naklon	دَرَج	naklon	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;MASC;SG
تدرج	vstavi	دَرَج	vstaviti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
كاي	kai	كَاي	kai		
كاي	kay	كَاي	kay		PROPN;NOM;MASC;SG
تغيرت	spremenjen	تَغَيَّر	spremenjen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
تغيرت	spremenjeno	تَغَيَّر	spremenjen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;V.PTCP
اريد	želiš	اريد	želeti		V;IPFV;IND;SG;2;PRS;FIN
هول	hall	هُول	hall		
هول	dvorana	هُول	dvorana		N;NOM;FEM;SG
هول	hodnik	هُول	hodnik		N;NOM;MASC;SG
هول	howl	هُول	howl		N;NOM;MASC;SG
الطقوس	obred	طَقوَس	obred	N;NOM;DEF;PL	N;NOM;MASC;SG
الطقوس	ritual	طَقوَس	ritual	N;NOM;DEF;PL	N;NOM;MASC;SG
الطقوس	obrede	طَقوَس	obred	N;NOM;DEF;PL	N;ACC;MASC;PL
الفطر	gobe	فِطر	goba	N;NOM;DEF;SG	N;NOM;FEM;PL
الفطر	gobice	فِطر	gobica	N;NOM;DEF;SG	N;NOM;FEM;PL
المعتقدات	prepričanj	مُعتَقَد	prepričanje	N;NOM;DEF;PL	N;GEN;NEUT;PL
دل	del	دَلّ	del	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
جرذ	podgana	جُرذ	podgan	N;NOM;INDF;SG	ADJ;NOM;FEM;SG;V.PTCP
سكاي	sky	سَاكِي	sky		
سكاي	nebo	سَاكِي	nebo		N;NOM;NEUT;SG
ثمان	osmica	ثَمَانِيَة	osmica	NUM;NOM;INDF;FEM	N;NOM;FEM;SG
باعتبار	upoštevajoč	باعتبار	upoštevajoč	PRO;ACC;MASC;PL;3	ADV;V.CVB
الناجحة	uspešno	نَاجِح	uspešno	ADJ;NOM;DEF;FEM;SG	ADV
الناجحة	uspešen	نَاجِح	uspešen	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
الناجحة	uspešni	نَاجِح	uspešen	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;PL
السجل	registrira	سِجِلّ	registrirati	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN
موحدة	standardizirane	مُوَحَّد	standardiziran	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
موحدة	standardiziranih	مُوَحَّد	standardiziran	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
موحدة	standardizirani	مُوَحَّد	standardiziran	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
موحدة	uniforma	مُوَحَّد	uniforma	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
موحدة	uniformo	مُوَحَّد	uniforma	ADJ;NOM;INDF;FEM;SG	N;ACC;FEM;SG
سونغ	sung	سونغ	sung		N;NOM;MASC;SG
سونغ	pesem	سونغ	pesem		N;NOM;FEM;SG
الثمانينيات	osemdesetih	ثَمَانِينِيّ	osemdeseti	ADJ;NOM;DEF;FEM;PL	ADJ;GEN;NEUT;PL
الالكترونية	elektronsko	إِلِكترُونِيّ	elektronsko	ADJ;NOM;DEF;FEM;SG	ADV
هوليوود	hollywood	هوليوود	hollywood		N;NOM;MASC;SG
بوير	boyer	بوير	boyer		PROPN;NOM;MASC;SG
الديناصورات	dinozavrov	دِينَاصُور	dinozaver		N;GEN;MASC;PL
الديناصورات	dinozavri	دِينَاصُور	dinozavra		N;NOM;MASC;PL
الديناصورات	dinozaver	دِينَاصُور	dinozaver		N;NOM;MASC;SG
شمسي	sončne	شمسي	sončen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
اربع	four	أَربَعَة	four	NUM;NOM;INDF;FEM	
اربع	štiri	أَربَعَة	štirje	NUM;NOM;INDF;FEM	NUM;ACC;FEM;PL
الحافة	robu	حَافّ	rob	N;NOM;DEF;SG	N;DAT;MASC;SG
الحافة	ostrino	حَافّ	ostrina	N;NOM;DEF;SG	N;ACC;FEM;SG
خريف	jeseni	خَرِيف	jeseni	N;NOM;INDF;SG	ADV
خريف	jesenski	خَرِيف	jesenski	N;NOM;INDF;SG	ADJ;NOM;DEF;MASC;SG
فرح	veselje	فُرحَة	veselje		N;NOM;NEUT;SG
فرح	radost	فُرحَة	radost		N;NOM;FEM;SG
فرح	radosti	فُرحَة	radost		N;NOM;FEM;PL
فرح	joy	فُرحَة	joy		PROPN;NOM;MASC;SG
فرح	farah	فُرحَة	fara		N;ESS;FEM;PL
صناعات	industries	صِنَاعَة	industries	N;NOM;INDF;PL	N;NOM;MASC;SG
الخبرات	strokovnost	خِبرَة	strokovnost	N;NOM;DEF;PL	N;NOM;FEM;SG
الخبرات	doživetje	خِبرَة	doživetje	N;NOM;DEF;PL	N;NOM;NEUT;SG
الخبرات	izkušnja	خِبرَة	izkušnja	N;NOM;DEF;PL	N;NOM;FEM;SG
الخبرات	izkušenj	خِبرَة	izkušnja	N;NOM;DEF;PL	N;GEN;FEM;PL
التشريح	anatomijo	تَشرِيح	anatomija	N;NOM;DEF;SG	N;ACC;FEM;SG
تشي	chi	تشي	chi		PROPN;NOM;MASC;SG
تشي	či	تشي	či		
تشي	che	تشي	che		
ظاهر	vidno	ظاهر	vidno		ADV
ظاهر	vidni	ظاهر	viden		ADJ;NOM;MASC;PL
ظاهر	viden	ظاهر	viden		ADJ;NOM;INDF;MASC;SG
ظاهر	vidna	ظاهر	viden		ADJ;NOM;FEM;SG
ظاهر	navidezni	ظاهر	navidezen		ADJ;NOM;DEF;MASC;SG
ظاهر	očitna	ظاهر	očiten		ADJ;NOM;FEM;SG
دفعة	serije	دَفعَة	serija	N;NOM;INDF;SG	N;NOM;FEM;PL
النسوية	feminizem	نَسَوِيّ	feminizem	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;SG
لوح	desko	لَوح	desko		N;ACC;FEM;SG
لوح	krovu	لَوح	krov		N;DAT;MASC;SG
لوح	deska	لَوح	deska		N;NOM;FEM;SG
لوح	tabla	لَوح	tabel		N;NOM;FEM;SG
لوح	tableto	لَوح	tableta		N;ACC;FEM;SG
لوح	tableta	لَوح	tableta		N;NOM;FEM;SG
لوح	tablica	لَوح	tablica		N;NOM;FEM;SG
لوح	valovanje	لَوح	valovanje		N;NOM;NEUT;SG
لوح	valovni	لَوح	valoven		ADJ;NOM;MASC;SG
لوح	val	لَوح	val		N;NOM;MASC;SG
عينات	vzorce	عينات	vzorec	N;NOM;INDF;PL	N;ACC;MASC;PL
عينات	vzorcev	عينات	vzorec	N;NOM;INDF;PL	N;GEN;MASC;PL
عينات	vzorca	عينات	vzorec	N;NOM;INDF;PL	N;NOM;MASC;SG
الميل	miljo	مِيل	milja	N;NOM;DEF;SG	N;ACC;FEM;SG
الميل	mile	مِيل	mila	N;NOM;DEF;SG	
مغلقة	zaprte	مُغلَق	zaprt	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
مغلقة	zaprti	مُغلَق	zaprt	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
منصات	ploščadi	مِنَصَّة	ploščad	N;NOM;INDF;PL	N;NOM;FEM;SG
منصات	palet	مِنَصَّة	palet	N;NOM;INDF;PL	N;GEN;FEM;PL
المليون	milijon	مِليُون	milijon	NUM;NOM;DEF;SG	N;NOM;MASC;SG
المليون	milijoni	مِليُون	milijon	NUM;NOM;DEF;SG	N;NOM;MASC;PL
المليون	milijonov	مِليُون	milijon	NUM;NOM;DEF;SG	N;GEN;MASC;PL
المليون	miljon	مِليُون	miljon	NUM;NOM;DEF;SG	N;NOM;MASC;SG
تقليد	tradicije	تَقلِيد	tradicija	N;NOM;INDF;SG	N;NOM;FEM;PL
تقليد	tradicijo	تَقلِيد	tradicija	N;NOM;INDF;SG	N;ACC;FEM;SG
الشيرازي	shirazi	شِيرَازِيّ	shiraz		
ميكانيكية	mehansko	مِيكَانِيكِيَّة	mehanski	ADJ;NOM;INDF;FEM;SG	ADV
ميكانيكية	mehanski	مِيكَانِيكِيَّة	mehanski	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
ميكانيكية	mehanske	مِيكَانِيكِيَّة	mehanski	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
السعة	zmogljivosti	سِعَّة	zmogljivost	N;NOM;DEF;SG	N;GEN;FEM;SG
السعة	amplitude	سِعَّة	amplitud	N;NOM;DEF;SG	N;NOM;FEM;PL
عقل	možgani	عَقَل	možgani		N;NOM;MASC;PL
عقل	možgansko	عَقَل	možganski		ADJ;NOM;NEUT;SG
عقل	možganski	عَقَل	možganski		ADJ;NOM;MASC;PL
عقل	možgane	عَقَل	možgani		N;ACC;MASC;PL
عقل	možganska	عَقَل	možganski		ADJ;NOM;FEM;SG
عقل	um	عَقَل	um		N;NOM;MASC;SG
عقل	razum	عَقَل	razum		N;NOM;MASC;SG
دنيا	minimalno	دَنِيّ	minimalno	ADJ;ACC;INDF;MASC;SG	ADV
دنيا	najmanj	دَنِيّ	najmanj	ADJ;ACC;INDF;MASC;SG	ADV;RL
دنيا	najmanjša	دَنِيّ	majhen	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;RL;FEM;SG
الطلاق	ločitve	طَلَاق	ločitev	N;NOM;DEF;SG	N;NOM;FEM;PL
خفيف	svetlo	خفيف	svetlo	ADJ;NOM;INDF;MASC;SG	ADV
خفيف	svetloba	خفيف	svetloba	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
خفيف	luč	خفيف	luč	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
مونتريال	montrealu	مُونترِيَال	montreal		N;DAT;MASC;SG
مونتريال	montreal	مُونترِيَال	montreal		N;NOM;MASC;SG
الكومنولث	commonwealtha	الكومنولث	commonwealth		N;ACC;MASC;SG
جلدية	usnje	جَلَدِيَّة	usnji	ADJ;NOM;INDF;FEM;SG	
الفائزين	zmagovalcev	فَائِز	zmagovalec	ADJ;NOM;DEF;MASC;PL	N;GEN;MASC;PL
الفائزين	zmagovalci	فَائِز	zmagovalec	ADJ;NOM;DEF;MASC;PL	N;NOM;MASC;PL
الفائزين	zmagovalce	فَائِز	zmagovalec	ADJ;NOM;DEF;MASC;PL	N;ACC;MASC;PL
بطليموس	ptolemej	بَطِيمُوس	ptolemej		N;NOM;MASC;SG
تهديد	grozi	تَهدِيد	groziti	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN
المعيار	standardna	مِعيَار	standarden	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المعيار	standardno	مِعيَار	standardno	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الهياكل	konstrukcije	هَيكَل	konstrukcija	N;NOM;DEF;SG	N;NOM;FEM;PL
الهياكل	strukture	هَيكَل	struktura	N;NOM;DEF;SG	N;NOM;FEM;PL
المنفى	izgnanstvu	مَنفَى	izgnanstvo	N;NOM;DEF;SG	N;DAT;NEUT;SG
تشابه	podobnosti	تَشَابُه	podobnost	N;NOM;INDF;SG	N;GEN;FEM;SG
الرباعي	kvartet	رُبَاعِيّ	kvartet		N;NOM;MASC;SG
المصلحة	obresti	مَصلَحَة	obresti	N;NOM;DEF;SG	N;NOM;FEM;PL
مجلدات	map	مُجَلَّد	mapa	ADJ;NOM;INDF;FEM;PL	N;NOM;FEM;SG
مجلدات	mape	مُجَلَّد	mapa	ADJ;NOM;INDF;FEM;PL	N;NOM;FEM;PL
باراغواي	paragvaj	باراغواي	paragvaj		N;NOM;FEM;SG
استخدامات	uporabe	اِستِخدَام	uporaba	N;NOM;INDF;PL	N;GEN;FEM;SG
يوميات	journal	يَومِيّ	journati	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;SG
يوميات	dnevnik	يَومِيّ	dnevnik	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;SG
يوميات	dnevnik	يَومِيّ	dnevnik	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;SG
فرديناند	ferdinand	فرديناند	ferdinand		N;NOM;MASC;SG
تعليقات	komentarjev	تَعلِيق	komentar	N;NOM;INDF;PL	N;GEN;MASC;PL
المهن	poklice	مِهنَة	poklic	N;NOM;DEF;PL	N;ACC;MASC;PL
المهن	kariera	مِهنَة	kariera	N;NOM;DEF;PL	N;NOM;FEM;SG
المهن	poklice	مِهنَة	poklic	N;NOM;DEF;PL	N;ACC;MASC;PL
تلفاز	televizijo	تَلفَاز	televizija	N;NOM;INDF;SG	N;ACC;FEM;SG
السلبي	pasivne	سَلبِيّ	pasiven	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
السلبي	pasivno	سَلبِيّ	pasiven	ADJ;NOM;DEF;MASC;SG	ADV
قيود	omejitev	قَيد	omejitev	N;NOM;INDF;PL	N;NOM;FEM;SG
جيب	žepu	جيب	žep	N;NOM;INDF;SG	N;DAT;MASC;SG
حقن	injekcije	حَقَّن	injekcija	N;NOM;INDF;SG	N;NOM;FEM;PL
حقن	injekcijo	حَقَّن	injekcija	N;NOM;INDF;SG	N;ACC;FEM;SG
ساوث	južno	سَاوث	južen		ADV
