một	üks	một	üks	NUM	PRO;NOM;SG
tin	usaldus	tin	usaldus		N;NOM;SG
tin	usaldust	tin	usaldus		N;PRT;SG
phải	õigus	phải	õigus	V	N;NOM;SG
phải	paremale	phải	paremale	V	ADV
phải	õige	phải	õige	V	ADJ;NOM;SG
tiểu	liht	tiểu	liht		N;NOM;SG
tiểu	elementaarne	tiểu	elementaarne		ADJ;NOM;SG
tiểu	little	tiểu	little		N;NOM;SG
tiểu	väike	tiểu	väike		ADJ;NOM;SG
tiểu	vähe	tiểu	vähe		ADV
khác	teistsugune	khác	teist_sugune	ADJ	PRO;NOM;SG
khác	muu	khác	muu	ADJ	PRO;NOM;SG
khác	muud	khác	muu	ADJ	PRO;NOM;SG
khác	teine	khác	teine	ADJ	PRO;NOM;SG
khác	muud	khác	muu	ADJ	PRO;NOM;SG
khác	teised	khác	teine	ADJ	PRO;NOM;PL
cao	high	cao	high	ADJ	N;NOM;SG
cao	kõrgele	cao	kõrgele	ADJ	ADV
cao	kõrgel	cao	kõrgel	ADJ	ADV
cùng	sama	cùng	sama	ADJ	PRO;NOM;SG
cùng	samad	cùng	sama	ADJ	PRO;NOM;PL
giải	lahtine	giải	lahtine	V	ADJ;NOM;SG
giải	lahtised	giải	lahtine	V	ADJ;NOM;PL
giải	lahti	giải	lahti	V	ADV
giải	poks	giải	poks	V	N;NOM;SG
giải	poksi	giải	poks	V	N;NOM;SG
giải	resolutsioon	giải	resolutsioon	V	N;NOM;SG
giải	eraldusvõime	giải	eraldus_võime	V	N;NOM;SG
giải	resolutsiooni	giải	resolutsioon	V	N;PRT;SG
giải	lahendamine	giải	lahendamine	V	N;NOM;SG
giải	lahutus	giải	lahutus	V	N;NOM;SG
bang	võimud	bang	võim		N;NOM;PL
bang	ametiasutused	bang	ameti_asutus		N;NOM;PL
bang	asutused	bang	asutus		N;NOM;PL
bang	ametivõimud	bang	ameti_võim		N;NOM;PL
bang	riik	bang	riik		N;NOM;SG
bang	olek	bang	olek		N;NOM;SG
bang	osariik	bang	osa_riik		N;NOM;SG
bang	pauk	bang	pauk		N;NOM;SG
bang	paugu	bang	pauk		N;GEN;SG
đông	idas	đông	ida	ADJ	N;IN+ESS;SG
đông	itta	đông	ida	ADJ	N;IN+ALL;LGSPEC1;SG
đông	ida	đông	ida	ADJ	N;NOM;SG
hơn	than	hơn	than		N;NOM;SG
cánh	tiivuline	cánh	tiivuline	N	ADJ;NOM;SG
lập	sõltumatud	lập	sõltumatu	V	ADJ;NOM;PL
lập	iseseisev	lập	ise_seisev	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
lập	sõltumatu	lập	sõltumatu	V	ADJ;NOM;SG
dưới	all	dưới	all	N	ADV
dưới	allpool	dưới	all_pool	N	ADV
dưới	all	dưới	all	N	ADV
quận	märka	quận	märkama	N	V;IMP;SG;2;PRS;FIN;ACT
châu	ameerika	châu	ameerika	N	ADJ
đoàn	üheksanda	đoàn	üheksas	N	ADJ;NOM;SG
đoàn	üheksas	đoàn	üheksas	N	ADJ;NOM;SG
điều	see	điều	see	N	PRO;NOM;SG
điều	seda	điều	see	N	PRO;PRT;SG
thông	mänd	thông	mänd		N;NOM;SG
thông	männi	thông	mänd		N;NOM;SG
bay	fly	bay	fly		N;NOM;SG
bay	lenda	bay	lema		V;IMP;SG;2;PRS;FIN;ACT
bay	lennata	bay	lendama		V;NFIN
bay	lendama	bay	lendama		V;IN+ALL;V.CVB;ACT
bay	kärbes	bay	kärbes		N;NOM;SG
bay	lendamine	bay	lendamine		N;NOM;SG
bay	lendavad	bay	lendama		V;IND;PL;3;PRS;FIN;ACT
bay	lendu	bay	lend		N;IN+ALL;LGSPEC1;SG
bay	lennu	bay	lend		N;GEN;SG
bay	lend	bay	lend		N;NOM;SG
bay	laht	bay	laht		N;NOM;SG
bay	bay	bay	bay		N;NOM;SG
bài	lühike	bài	lühike	N	ADJ;NOM;SG
bài	lühikesed	bài	lühike	N	ADJ;NOM;PL
tích	staatiline	tích	staatiline	N	ADJ;NOM;SG
lớn	big	lớn	big	ADJ	N;NOM;SG
phim	filmid	phim	film		N;NOM;PL
phim	filmi	phim	film		N;PRT;SG
phim	film	phim	film		N;NOM;SG
phim	filmi	phim	film		N;PRT;SG
phim	kile	phim	kile		N;NOM;SG
phim	film	phim	film		N;NOM;SG
phim	filmid	phim	film		N;NOM;PL
trước	kõigepealt	trước	kõige_pealt		ADV
trước	esmalt	trước	esmalt		ADV
trước	esimene	trước	esimene		ADJ;NOM;SG
trước	eelmised	trước	eelmine		ADJ;NOM;PL
trước	varasem	trước	varasem		ADJ;NOM;CMPR;SG
trước	eelmine	trước	eelmine		ADJ;NOM;SG
trước	enne	trước	enne		ADV
đức	saksa	đức	saksa	N	ADJ
đức	saksamaa	đức	saksa_maa	N	ADJ
bằng	võrdub	bằng	võrduma	ADP	V;IND;SG;3;PRS;FIN;ACT
bằng	koos	bằng	koos	ADP	ADV
nhỏ	little	nhỏ	little	ADJ	N;NOM;SG
nhỏ	vähe	nhỏ	vähe	ADJ	ADV
nhỏ	juunior	nhỏ	juunior	ADJ	N;NOM;SG
nhỏ	junior	nhỏ	junior	ADJ	N;NOM;SG
hợp	sobivad	hợp	sobima	ADJ	V;IND;PL;3;PRS;FIN;ACT
hợp	sobis	hợp	sobima	ADJ	V;IND;SG;3;PST;FIN;ACT
hợp	liit	hợp	liit	ADJ	N;NOM;SG
hợp	liidu	hợp	liit	ADJ	N;GEN;SG
hợp	sobib	hợp	sobima	ADJ	V;IND;SG;3;PRS;FIN;ACT
thêm	lisamine	thêm	lisamine	V	N;NOM;SG
thêm	lisamine	thêm	lisamine	V	N;NOM;SG
thêm	rohkem	thêm	rohkem	V	ADV
xem	näitamine	xem	näitamine	V	N;NOM;SG
xem	etendus	xem	etendus	V	N;NOM;SG
xem	show	xem	show	V	N;NOM;SG
xem	jälgi	xem	jälg	V	N;NOM;SG
xem	vaatamine	xem	vaatamine	V	N;NOM;SG
xem	vaade	xem	vaade	V	N;NOM;SG
diễn	näitlemine	diễn	näitlemine	V	N;NOM;SG
diễn	näitleja	diễn	näitleja	V	N;NOM;SG
máy	vastuvõtva	máy	vastu_võtv	N	ADJ;NOM;SG;PRS;V.PTCP;ACT
chức	hoitud	chức	hoi=tud	N	ADJ;PST;V.PTCP;PASS
dương	positiivsed	dương	positiivne	N	ADJ;NOM;PL
dương	positiivse	dương	positiivne	N	ADJ;GEN;SG
dương	positiivne	dương	positiivne	N	ADJ;NOM;SG
hay	heina	hay	hein	CONJ	N;PRT;SG
hay	hein	hay	hein	CONJ	N;NOM;SG
hay	hay	hay	hay	CONJ	N;NOM;SG
hay	tubli	hay	tubli	CONJ	ADJ;NOM;SG
hay	hea	hay	hea	CONJ	ADJ;NOM;SG
sống	elamine	sống	elamine	V	N;NOM;SG
sống	elav	sống	elav	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
sống	live	sống	live	V	N;NOM;SG
sống	elusana	sống	elus	V	ADJ;FRML;SG
sống	elus	sống	elu	V	N;IN+ESS;SG
sống	elusalt	sống	elusalt	V	ADV
thường	tavaliselt	thường	tavaliselt		ADV
thường	korrapärane	thường	korra_pärane		ADJ;NOM;SG
thường	regulaarsed	thường	regulaarne		ADJ;NOM;PL
thường	tavaline	thường	tavaline		ADJ;NOM;SG
thường	korrapärased	thường	korra_pärane		ADJ;NOM;PL
thường	regulaarne	thường	regulaarne		ADJ;NOM;SG
thường	normaalne	thường	normaalne		ADJ;NOM;SG
ban	umbes	ban	umbes		ADV
ban	bänd	ban	bänd		N;NOM;SG
ban	ansambel	ban	ansambel		N;NOM;SG
ban	ban	ban	ban		N;NOM;SG
ban	keeld	ban	keeld		N;NOM;SG
ban	keelustamine	ban	keelustamine		N;NOM;SG
cộng	plus	cộng	plus		N;NOM;SG
cộng	pluss	cộng	pluss		N;NOM;SG
nhận	nõue	nhận	nõue	V	N;NOM;SG
nhận	nõude	nhận	nõue	V	N;GEN;SG
nhận	väide	nhận	väide	V	N;NOM;SG
nhận	vastuvõtmine	nhận	vastu_võtmine	V	N;NOM;SG
qua	minevik	qua	minevik	V	N;NOM;SG
qua	üle	qua	üle	V	ADV
qua	via	qua	vida	V	N;NOM;SG
qua	läbi	qua	läbi	V	ADV
qua	kuru	qua	kuru	V	N;NOM;SG
tổng	kokku	tổng	kokku	N	ADV
minh	tark	minh	tark	N	ADJ;NOM;SG
minh	nutikad	minh	nutikas	N	ADJ;NOM;PL
minh	nutikas	minh	nutikas	N	ADJ;NOM;SG
minh	mingi	minh	mingi	N	PRO;NOM;SG
tác	originaalne	tác	originaalne	N	ADJ;NOM;SG
tác	algne	tác	algne	N	ADJ;NOM;SG
gồm	sealhulgas	gồm	seal_hulgas	V	ADV
kinh	pekingi	kinh	pekkima	V	N;NOM;SG
tiếp	järgmiseks	tiếp	järgmine	V	ADJ;TRANS;SG
tiếp	järgmisena	tiếp	järgmine	V	ADJ;FRML;SG
tiếp	järgmine	tiếp	järgmine	V	ADJ;NOM;SG
tiếp	next	tiếp	next	V	N;NOM;SG
xếp	sorteerimine	xếp	sorteerimine	V	N;NOM;SG
rằng	see	rằng	see	CONJ	PRO;NOM;SG
rằng	seda	rằng	see	CONJ	PRO;PRT;SG
đánh	peksa	đánh	peksa	V	ADV
đánh	hit	đánh	hit	V	N;NOM;SG
nhạc	muusika	nhạc	muusika	V	N;NOM;SG
nhạc	muusikal	nhạc	muusika	V	N;AT+ESS
;SG
nhạc	musical	nhạc	musical	V	N;NOM;SG
hóa	keemiline	hóa	keemiline		ADJ;NOM;SG
hóa	keemilised	hóa	keemiline		ADJ;NOM;PL
hóa	kemikaal	hóa	kemikaal		N;NOM;SG
hóa	keemia	hóa	keemia		N;NOM;SG
gọi	kõne	gọi	kõne	V	N;NOM;SG
gọi	helistamine	gọi	helistamine	V	N;NOM;SG
tạo	loomine	tạo	loomine	V	N;NOM;SG
tạo	loo	tạo	lugu	V	N;GEN;SG
tạo	loomine	tạo	loomine	V	N;NOM;SG
tạo	looming	tạo	looming	V	N;NOM;SG
tạo	tiim	tạo	tiim	V	N;NOM;SG
tạo	meeskond	tạo	meeskond	V	N;NOM;SG
nên	peaksid	nên	pidama	CONJ	V;COND;PL;3;PRS;FIN;ACT
nên	peaks	nên	pidama	CONJ	V;COND;PRS;FIN;ACT
mới	uued	mới	uus		ADJ;NOM;PL
mới	uus	mới	uus		ADJ;NOM;SG
mới	new	mới	new		N;NOM;SG
đạo	moraalne	đạo	moraalne	N	ADJ;NOM;SG
bắt	saak	bắt	saak	V	N;NOM;SG
bắt	saagi	bắt	saama	V	N;NOM;SG
bắt	püüdmine	bắt	püüdmine	V	N;NOM;SG
rất	väga	rất	väga		ADV
thức	retsept	thức	retsept	V	N;NOM;SG
thức	retsepti	thức	retsept	V	N;PRT;SG
tới	tulekul	tới	tulek	V	N;AT+ESS
;SG
khoảng	umbes	khoảng	umbes	ADJ	ADV
khoảng	ruumid	khoảng	ruum	ADJ	N;NOM;PL
khoảng	ümber	khoảng	ümber	ADJ	ADV
khoảng	ringi	khoảng	ringi	ADJ	ADV
khoảng	jämedalt	khoảng	jämedalt	ADJ	ADV
vương	rikkaks	vương	rikas	N	ADJ;TRANS;SG
vương	rikkad	vương	rikas	N	ADJ;NOM;PL
vương	rikkalik	vương	rikkalik	N	ADJ;NOM;SG
vương	rikas	vương	rikas	N	ADJ;NOM;SG
toàn	terved	toàn	terve	N	ADJ;NOM;PL
toàn	tervelt	toàn	tervelt	N	ADV
nhật	jaapani	nhật	jaapani		ADJ
nhật	jaapanlased	nhật	jaapanlane		N;NOM;PL
viết	kirjutamine	viết	kirjutamine	V	N;NOM;SG
viết	printer	viết	printer	V	N;NOM;SG
viết	printeri	viết	printer	V	N;PRT;SG
viết	kirjutamine	viết	kirjutamine	V	N;NOM;SG
bảo	bảo	bảo	bảo	V	N;NOM;SG
bảo	bao	bảo	bagu	V	N;NOM;SG
đơn	üksik	đơn	üksik	N	ADJ;NOM;SG
đơn	ühtne	đơn	ühtne	N	ADJ;NOM;SG
đơn	ühtse	đơn	ühtne	N	ADJ;GEN;SG
đơn	ühekordne	đơn	ühe_kordne	N	ADJ;NOM;SG
đơn	vallaline	đơn	vallaline	N	ADJ;NOM;SG
điện	elektrilised	điện	elektriline	N	ADJ;NOM;PL
điện	elektriline	điện	elektriline	N	ADJ;NOM;SG
điện	elektriline	điện	elektriline	N	ADJ;NOM;SG
điện	elektrilised	điện	elektriline	N	ADJ;NOM;PL
bao	bao	bao	bagu		N;NOM;SG
bao	kunagi	bao	kunagi		ADV
bao	kuidas	bao	kuidas		ADV
truyền	üleviimine	truyền	üle_viimine	V	N;NOM;SG
truyền	ülekandmine	truyền	üle_kandmine	V	N;NOM;SG
truyền	ülekanne	truyền	üle_kanne	V	N;NOM;SG
truyền	üleandmine	truyền	üleandmine	V	N;NOM;SG
truyền	ülekanded	truyền	üle_kanne	V	N;NOM;PL
nghiệp	karjäär	nghiệp	karjäär	ADJ	N;NOM;SG
nghiệp	karjääri	nghiệp	karjäär	ADJ	N;PRT;SG
nội	sisemised	nội	sisemine	N	ADJ;NOM;PL
nội	sisemine	nội	sisemine	N	ADJ;NOM;SG
nội	sisemine	nội	sisemine	N	ADJ;NOM;SG
thuật	maagiline	thuật	maagiline	N	ADJ;NOM;SG
thiết	vajalik	thiết	vajalik	V	ADJ;NOM;SG
thiết	vaja	thiết	vaja	V	ADV
tướng	üldine	tướng	üldine	N	ADJ;NOM;SG
tướng	üldist	tướng	üldine	N	ADJ;PRT;SG
tướng	üldised	tướng	üldine	N	ADJ;NOM;PL
tâm	keskus	tâm	keskus		N;NOM;SG
tâm	keskele	tâm	keskele		ADV
tâm	center	tâm	center		N;NOM;SG
tâm	keskel	tâm	keskel		ADV
thanh	vokaal	thanh	vokaal		N;NOM;SG
thanh	baarid	thanh	baar		N;NOM;PL
thanh	trellide	thanh	trell		N;GEN;PL
thanh	trellid	thanh	trell		N;NOM;PL
thanh	thanh	thanh	thanh		N;NOM;SG
dùng	use	dùng	uks	V	N;NOM;SG
dùng	kasutamine	dùng	kasutamine	V	N;NOM;SG
dùng	kasutamiseks	dùng	kasutamine	V	N;TRANS;SG
dùng	kasutus	dùng	kasutus	V	N;NOM;SG
dùng	kasutaja	dùng	kasutaja	V	N;NOM;SG
nói	jutt	nói	jutt	V	N;NOM;SG
nói	kõnele	nói	kõne	V	N;AT+ALL;SG
hoạt	animeeritud	hoạt	animeeri=tud	V	ADJ;PST;V.PTCP;PASS
hoạt	animatsioonid	hoạt	animatsioon	V	N;NOM;PL
đang	on	đang	olema		V;IND;SG;3;PRS;FIN;ACT
giữa	keskmine	giữa	keskmine	ADP	ADJ;NOM;SG
giữa	vahel	giữa	vahel	ADP	ADV
phòng	rooma	phòng	rooma	N	ADJ
đổi	muutused	đổi	muutus	V	N;NOM;PL
đổi	muuda	đổi	muutma	V	
đổi	muudatus	đổi	muudatus	V	N;NOM;SG
đổi	muutus	đổi	muutus	V	N;NOM;SG
chuyển	üleviimine	chuyển	üle_viimine	V	N;NOM;SG
chuyển	ülekandmine	chuyển	üle_kandmine	V	N;NOM;SG
chuyển	ülekanne	chuyển	üle_kanne	V	N;NOM;SG
chuyển	üleandmine	chuyển	üleandmine	V	N;NOM;SG
chuyển	lüliti	chuyển	lüliti	V	N;NOM;SG
nay	täna	nay	täna	PROPN	ADV
trọng	tähtis	trọng	tähtis		ADJ;NOM;SG
trọng	tähtsad	trọng	tähtis		ADJ;NOM;PL
trọng	olulised	trọng	oluline		ADJ;NOM;PL
trọng	oluline	trọng	oluline		ADJ;NOM;SG
dịch	tõlkimine	dịch	tõlkimine		N;NOM;SG
dịch	tõlked	dịch	tõlge		N;NOM;PL
dịch	tõlk	dịch	tõlk		N;NOM;SG
dịch	tõlkija	dịch	tõlkija		N;NOM;SG
dịch	tõlge	dịch	tõlge		N;NOM;SG
dịch	tõlkimine	dịch	tõlkimine		N;NOM;SG
dịch	tõlkida	dịch	tõlkima		V;NFIN
dịch	tõlgi	dịch	tõlk		N;NOM;SG
dịch	tõlkimine	dịch	tõlkimine		N;NOM;SG
tài	andekas	tài	andekas	N	ADJ;NOM;SG
chế	tehtud	chế	tegema	N	V;PST;V.PTCP;PASS
nằm	valed	nằm	vale	V	ADJ;NOM;PL
chất	täpsustatud	chất	täpsusta=tud	N	ADJ;PST;V.PTCP;PASS
sáng	ere	sáng	ere	N	ADJ;NOM;SG
thân	keha	thân	keha		N;NOM;SG
cuối	viimasena	cuối	viimane	N	ADJ;FRML;SG
cuối	viimane	cuối	viimane	N	ADJ;NOM;SG
tăng	suurenemine	tăng	suurenemine	V	N;NOM;SG
tăng	suurendamine	tăng	suurendamine	V	N;NOM;SG
tăng	mahuti	tăng	mahtuma	V	N;NOM;SG
tăng	paak	tăng	paak	V	N;NOM;SG
tăng	tanki	tăng	tank	V	N;PRT;SG
tăng	tank	tăng	tank	V	N;NOM;SG
tăng	tankid	tăng	tank	V	N;NOM;PL
tăng	paagid	tăng	paak	V	N;NOM;PL
trưởng	kapten	trưởng	kapten		N;NOM;SG
lưu	liu	lưu	liu	V	N;NOM;SG
lưu	salvestamine	lưu	salvestamine	V	N;NOM;SG
nổi	kuulsad	nổi	kuulma		ADJ;NOM;PL
nổi	kuulus	nổi	kuuluma		N;NOM;SG
nổi	kuulsus	nổi	kuulsus		N;NOM;SG
nổi	hõljuvad	nổi	hõljuma		V;IND;PL;3;PRS;FIN;ACT
đặt	komplekti	đặt	komplekt	V	N;PRT;SG
đặt	komplekt	đặt	komplekt	V	N;NOM;SG
đặt	määra	đặt	määr	V	N;PRT;SG
đặt	valimine	đặt	valimine	V	N;NOM;SG
biệt	õhus	biệt	õhk		N;IN+ESS;SG
biến	muutuja	biến	muutuja	V	N;NOM;SG
biến	muutuv	biến	muutuv	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
hậu	kuninganna	hậu	kuninganna		N;NOM;SG
hậu	queen	hậu	queen		N;NOM;SG
chưa	eip	chưa	eip		N;NOM;SG
vẫn	ikkagi	vẫn	ikkagi		ADV
vẫn	ikka	vẫn	ikka		ADV
nghệ	kunstiline	nghệ	kunstiline	N	ADJ;NOM;SG
mất	kadunud	mất	kadunud	V	ADJ;PST;V.PTCP;ACT
mất	kaotatud	mất	kaotatud	V	ADJ;PST;V.PTCP;PASS
liệu	dokumendi	liệu	dokument	V	N;GEN;SG
liệu	dokument	liệu	dokument	V	N;NOM;SG
sơn	värvitud	sơn	värvi=tud	N	ADJ;PST;V.PTCP;PASS
sơn	maalitud	sơn	maali=tud	N	ADJ;PST;V.PTCP;PASS
tìm	otsimine	tìm	otsimine	V	N;NOM;SG
tìm	otsing	tìm	otsing	V	N;NOM;SG
tìm	finn	tìm	finn	V	N;NOM;SG
giao	liides	giao	liides	V	N;NOM;SG
giao	liidese	giao	liides	V	N;GEN;SG
tương	xiang	tương	xiang		N;NOM;SG
bạn	sind	bạn	sina	N	PRO;PRT;SG;2
bạn	sina	bạn	sina	N	PRO;NOM;SG;2
hữu	omanik	hữu	omanik		N;NOM;SG
hữu	omab	hữu	omama		V;IND;SG;3;PRS;FIN;ACT
thay	muutused	thay	muutus	V	N;NOM;PL
thay	muuda	thay	muutma	V	
