から	från	から	från	CONJ	ADP
開始	start	開始	star	V	N;NOM;INDF;MASC+FEM;SG
開始	inledande	開始	inledande	V	ADJ;NOM;PRS;V.PTCP
のみ	bara	のみ	bara	ADP	ADV
のみ	enbart	のみ	enbart	ADP	ADV
のみ	endast	のみ	endast	ADP	ADV
活動	verksamheter	活動	verksamhet	V	N;NOM;INDF;MASC+FEM;PL
活動	verksamhet	活動	verksamhet	V	N;NOM;INDF;MASC+FEM;SG
活動	aktiviteter	活動	aktivitet	V	N;NOM;INDF;MASC+FEM;PL
研究	undersökningar	研究	undersökning	V	N;NOM;INDF;MASC+FEM;PL
研究	studier	研究	studie	V	N;NOM;INDF;MASC+FEM;PL
研究	forskning	研究	forskning	V	N;NOM;INDF;MASC+FEM;SG
会話	konversation	会話	konversation	V	N;NOM;INDF;MASC+FEM;SG
会話	samtal	会話	samtal	V	N;NOM;INDF;NEUT;SG
会話	konversationer	会話	konversation	V	N;NOM;INDF;MASC+FEM;PL
会話	konversationen	会話	konversation	V	N;NOM;DEF;MASC+FEM;SG
会話	konversationer	会話	konversation	V	N;NOM;INDF;MASC+FEM;PL
会話	samtal	会話	samtal	V	N;NOM;INDF;NEUT;SG
大阪	osaka	大阪	osaka	PROPN	PROPN;NOM
存在	förekomst	存在	förekomst	V	N;NOM;INDF;MASC+FEM;SG
存在	tillvaro	存在	tillvaro	V	N;NOM;INDF;MASC+FEM;SG
存在	existens	存在	exist	V	N;NOM;INDF;MASC+FEM;SG
優勝	vinnande	優勝	vinnande	V	ADJ;NOM;PRS;V.PTCP
所属	anknytning	所属	anknytning	V	N;NOM;INDF;MASC+FEM;SG
所属	tillhörighet	所属	tillhörighet	V	N;NOM;INDF;MASC+FEM;SG
国際	internationell	国際	internationell	N	ADJ;NOM;INDF;MASC+FEM;SG
国際	internationella	国際	internationell	N	ADJ;NOM;PL
国際	internationellt	国際	internationell	N	ADJ;NOM;INDF;NEUT;SG
一部	några	一部	någon	N	DET;INDF;PL
一部	vissa	一部	vissa	N	PRO;INDF;PL
一部	somliga	一部	somlig	N	PRO;INDF;PL
一部	delvis	一部	delvis	N	ADV
一部	partiellt	一部	partiell	N	ADJ;NOM;INDF;NEUT;SG
バス	buss	バス	buss	PROPN	N;NOM;INDF;MASC+FEM;SG
バス	bus	バス	bus	PROPN	N;NOM;INDF;MASC+FEM;SG
バス	bas	バス	ba	PROPN	N;NOM;INDF;MASC+FEM;SG
バス	bass	バス	bass	PROPN	N
バス	bussar	バス	buss	PROPN	N;NOM;INDF;MASC+FEM;PL
問題	utfärdande	問題	utfärdande	N	ADJ;NOM;PRS;V.PTCP
問題	problematiskt	問題	problematisk	N	ADJ;NOM;INDF;NEUT;SG
開発	utvecklingen	開発	utveckling	V	N;NOM;DEF;MASC+FEM;SG
開発	utveckling	開発	utveckling	V	N;NOM;INDF;MASC+FEM;SG
決定	beslutet	決定	beslut	V	N;NOM;DEF;NEUT;SG
決定	beslut	決定	beslut	V	N;NOM;INDF;NEUT;SG
決定	avgöranden	決定	avgörande	V	N;NOM;INDF;NEUT;PL
決定	beslut	決定	beslut	V	N;NOM;INDF;NEUT;SG
転送	framåt	転送	framåt	V	ADV
転送	transfer	転送	transfer	V	N;NOM;INDF;MASC+FEM;SG
転送	överlåtelse	転送	överlåtelse	V	N;NOM;INDF;MASC+FEM;SG
転送	överföring	転送	överföring	V	N;NOM;INDF;MASC+FEM;SG
転送	överföringar	転送	överföring	V	N;NOM;INDF;MASC+FEM;PL
公式	formula	公式	formul	ADJ	N;NOM;INDF;MASC+FEM;SG
公式	formel	公式	formel	ADJ	N;NOM;INDF;MASC+FEM;SG
公式	tjänsteman	公式	tjänsteman	ADJ	N;NOM;INDF;MASC+FEM;SG
参加	medverkan	参加	medverkan	V	N;NOM;INDF;MASC+FEM;SG
参加	delaktighet	参加	delaktighet	V	N;NOM;INDF;MASC+FEM;SG
参加	deltagande	参加	deltagande	V	N;NOM;INDF;NEUT;SG
参加	medbestämmande	参加	medbestämmande	V	N;NOM;INDF;NEUT;SG
変更	ändringar	変更	ändring	V	N;NOM;INDF;MASC+FEM;PL
変更	förändringar	変更	förändring	V	N;NOM;INDF;MASC+FEM;PL
変更	ändring	変更	ändring	V	N;NOM;INDF;MASC+FEM;SG
変更	förändring	変更	förändring	V	N;NOM;INDF;MASC+FEM;SG
編曲	ordnad	編曲	ordna	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
編曲	ordnat	編曲	ordna	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
編曲	arrangerat	編曲	arrangerad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
編曲	ordnade	編曲	ordna	N	V;NOM;PL;PST;V.PTCP
編曲	arrangerade	編曲	arrangera	N	ADJ;NOM;PL;PST;V.PTCP
記録	registrering	記録	registrering	V	N;NOM;INDF;MASC+FEM;SG
記録	inspelning	記録	inspelning	V	N;NOM;INDF;MASC+FEM;SG
記録	rekord	記録	rekord	V	N;NOM;INDF;NEUT;SG
記録	record	記録	record	V	N;NOM;INDF;NEUT;SG
中央	centrala	中央	central	N	ADJ;NOM;PL
中央	centralt	中央	central	N	ADV
中央	mellersta	中央	mellersta	N	ADJ;NOM;DEF;RL
同じ	samma	同じ	samma	ADJ	DET;INDF
同じ	detsamma	同じ	densamma	ADJ	PRO;DEF;NEUT;SG
設立	fastställd	設立	fastställd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
設立	etablerade	設立	etablera	V	ADJ;NOM;PL;PST;V.PTCP
設立	inrättad	設立	inrätta	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
設立	etablerad	設立	etablerad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
設立	etablerat	設立	etablera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
設立	införlivande	設立	införlivande	V	ADJ;NOM;PRS;V.PTCP
設立	införlivandet	設立	införlivande	V	N;NOM;DEF;NEUT;SG
設立	inrättning	設立	inrättning	V	N;NOM;INDF;MASC+FEM;SG
設立	anläggning	設立	anläggning	V	N;NOM;INDF;MASC+FEM;SG
設立	etablering	設立	etablering	V	N;NOM;INDF;MASC+FEM;SG
設立	inrättandet	設立	inrättande	V	N;NOM;DEF;NEUT;SG
設立	inrättande	設立	inrätta	V	ADJ;NOM;PRS;V.PTCP
考え	tänkande	考える	tänkande	V	N;NOM;INDF;NEUT;SG
考え	funderingar	考える	fundering	V	N;NOM;INDF;MASC+FEM;PL
考え	tankar	考える	tanka	V	N;NOM;INDF;MASC+FEM;PL
設置	montering	設置	montering	V	N;NOM;INDF;MASC+FEM;SG
設置	installation	設置	installation	V	N;NOM;INDF;MASC+FEM;SG
設置	anläggning	設置	anläggning	V	N;NOM;INDF;MASC+FEM;SG
発表	kungörelse	発表	kungörelse	V	N;NOM;INDF;MASC+FEM;SG
発表	tillkännagivandet	発表	tillkännagivande	V	N;NOM;DEF;NEUT;SG
発表	tillkännagivande	発表	tillkännagivande	V	ADJ;NOM;PRS;V.PTCP
発表	meddelande	発表	meddelande	V	N;NOM;INDF;NEUT;SG
小学校	grundläggande	小学校	grundläggande	N	ADJ;NOM;PRS;V.PTCP
小学校	elementära	小学校	elementär	N	ADJ;NOM;PL
小学校	elementär	小学校	elementär	N	ADJ;NOM;INDF;MASC+FEM;SG
編集	edit	編集	edit	V	N;NOM;INDF;MASC+FEM;SG
編集	redigering	編集	redigering	V	N;NOM;INDF;MASC+FEM;SG
フランス	frankrike	フランス	frankrike	PROPN	PROPN;NOM
フランス	france	フランス	fra	PROPN	N;NOM;INDF;MASC+FEM;SG
出版	förlag	出版	förlag	V	N;NOM;INDF;NEUT;SG
出版	förläggare	出版	förläggare	V	N;NOM;INDF;MASC+FEM;PL
出版	utgivare	出版	utgivare	V	N;NOM;INDF;MASC+FEM;PL
出版	förlag	出版	förlag	V	N;NOM;INDF;NEUT;SG
出版	publicering	出版	publicering	V	N;NOM;INDF;MASC+FEM;SG
出版	utgivning	出版	utgivning	V	N;NOM;INDF;MASC+FEM;SG
出版	offentliggörande	出版	offentliggörande	V	N;NOM;INDF;NEUT;SG
出版	publikation	出版	publikation	V	N;NOM;INDF;MASC+FEM;SG
出版	publicering	出版	publicering	V	N;NOM;INDF;MASC+FEM;SG
会社	bestämd	会社	bestämd	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ノート	observera	ノート	observera	N	V;IMP;FIN;ACT
ノート	noterar	ノート	notera	N	V;IND;PRS;FIN;ACT
京都	kyoto	京都	kyoto	PROPN	PROPN;NOM
ドイツ	tyskland	ドイツ	tyskland	PROPN	PROPN;NOM
シングル	enda	シングル	enda	N	ADJ;NOM
シングル	ensamstående	シングル	ensamstående	N	ADJ;NOM
シングル	enstaka	シングル	enstaka	N	ADJ;NOM
終了	slutet	終了	slut	V	N;NOM;DEF;NEUT;SG
終了	end	終了	end	V	N;NOM;INDF;MASC+FEM;SG
終了	slut	終了	slut	V	N;NOM;INDF;NEUT;SG
終了	klar	終了	klar	V	ADJ;NOM;INDF;MASC+FEM;SG
終了	avslutat	終了	avsluta	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
終了	färdiga	終了	färdig	V	ADJ;NOM;PL
終了	färdig	終了	färdig	V	ADJ;NOM;INDF;MASC+FEM;SG
終了	utgång	終了	utgång	V	N;NOM;INDF;MASC+FEM;SG
終了	utförsel	終了	utförsel	V	N;NOM;INDF;MASC+FEM;SG
終了	utträde	終了	utträde	V	N;NOM;INDF;NEUT;SG
イギリス	england	イギリス	england	PROPN	PROPN;NOM
中国	china	中国	chin	PROPN	N;NOM;INDF;NEUT;SG
中国	kina	中国	kina	PROPN	PROPN;NOM
撮影	fotografering	撮影	fotografering	V	N;NOM;INDF;MASC+FEM;SG
撮影	fotografi	撮影	fotografi	V	N;NOM;INDF;NEUT;SG
指定	beteckning	指定	beteckning	V	N;NOM;INDF;MASC+FEM;SG
指定	benämning	指定	benämning	V	N;NOM;INDF;MASC+FEM;SG
位置	ställning	位置	ställning	V	N;NOM;INDF;MASC+FEM;SG
位置	position	位置	position	V	N;NOM;INDF;MASC+FEM;SG
位置	ståndpunkt	位置	ståndpunkt	V	N;NOM;INDF;MASC+FEM;SG
位置	befattning	位置	befattning	V	N;NOM;INDF;MASC+FEM;SG
以下	nedan	以下	nedan	N	ADV
以下	nedanför	以下	nedanför	N	ADV
マン	mann	マン	mann	N	PROPN;NOM
卒業	examen	卒業	exam	V	N;NOM;INDF;MASC+FEM;SG
卒業	examen	卒業	exam	V	N;NOM;INDF;MASC+FEM;SG
卒業	gradering	卒業	gradering	V	N;NOM;INDF;MASC+FEM;SG
公開	offentliga	公開	offentlig	V	ADJ;NOM;PL
公開	offentligt	公開	offentlig	V	ADV
公開	offentlig	公開	offentlig	V	ADJ;NOM;INDF;MASC+FEM;SG
北海道	hokkaido	北海道	hokkaido	PROPN	PROPN;NOM
北海道	hokkaid	北海道	hokkaid	PROPN	N;NOM;INDF;MASC+FEM;SG
最終	senast	最終	senast	N	ADV;RL
最終	senaste	最終	sen	N	ADJ;NOM;DEF;RL
最終	sista	最終	sista	N	ADJ;NOM;DEF;RL
最終	sist	最終	sist	N	ADV;RL
最終	slutliga	最終	slutlig	N	ADJ;NOM;PL
最終	slutligt	最終	slutlig	N	ADV
最終	sista	最終	sista	N	ADJ;NOM;DEF;RL
最終	slutgiltigt	最終	slutgiltig	N	ADV
最終	slutlig	最終	slutlig	N	ADJ;NOM;INDF;MASC+FEM;SG
確認	bekräftelse	確認	bekräftelse	V	N;NOM;INDF;MASC+FEM;SG
一般	allmän	一般	allmän	N	ADJ;NOM;INDF;MASC+FEM;SG
一般	allmänna	一般	allmän	N	ADJ;NOM;PL
一般	allmänt	一般	allmän	N	ADV
計画	planeras	計画	planera	N	V;IND;PRS;FIN;PASS
計画	planerade	計画	planera	N	ADJ;NOM;PL;PST;V.PTCP
計画	planerad	計画	planera	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
計画	planerat	計画	planera	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
計画	planera	計画	planera	N	V;IMP;FIN;ACT
計画	planerar	計画	planera	N	V;IND;PRS;FIN;ACT
計画	planerar	計画	planera	N	V;IND;PRS;FIN;ACT
計画	planera	計画	planera	N	V;IMP;FIN;ACT
計画	planerar	計画	planera	N	V;IND;PRS;FIN;ACT
ページ	page	ページ	page	N	V;IMP;FIN;ACT
グループ	gruppera	グループ	gruppera	N	V;IMP;FIN;ACT
英語	swedish	英語	swedish	N	PROPN;NOM
女性	kvinnliga	女性	kvinnlig	N	ADJ;NOM;PL
女性	kvinnligt	女性	kvinnlig	N	ADJ;NOM;INDF;NEUT;SG
コメント	kommentera	コメント	kommentera	N	V;IMP;FIN;ACT
コメント	kommenterar	コメント	kommentera	N	V;IND;PRS;FIN;ACT
コメント	kommentera	コメント	kommentera	N	V;IMP;FIN;ACT
コメント	kommenterade	コメント	kommentera	N	ADJ;NOM;PL;PST;V.PTCP
コメント	kommenterat	コメント	kommentera	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
他の	andra	他の	annan	ADJ	PRO;INDF;PL
就任	antagande	就任	antagande	V	N;NOM;INDF;NEUT;SG
廃止	avskaffande	廃止	avskaffande	V	N;NOM;INDF;NEUT;SG
販売	försäljning	販売	försäljning	V	N;NOM;INDF;MASC+FEM;SG
攻撃	attacker	攻撃	attack	V	N;NOM;INDF;MASC+FEM;PL
攻撃	angrepp	攻撃	angrepp	V	N;NOM;INDF;NEUT;PL
攻撃	attentat	攻撃	attentad	V	N;NOM;INDF;NEUT;SG
攻撃	angrepp	攻撃	angrepp	V	N;NOM;INDF;NEUT;PL
攻撃	attack	攻撃	attack	V	N;NOM;INDF;MASC+FEM;SG
攻撃	anfall	攻撃	anfall	V	N;NOM;INDF;NEUT;SG
攻撃	attentat	攻撃	attentad	V	N;NOM;INDF;NEUT;SG
リー	lee	リー	lee	N	PROPN;NOM
全国	rikstäckande	全国	rikstäcka	N	ADJ;NOM;PRS;V.PTCP
全国	landsomfattande	全国	landsomfattande	N	ADJ;NOM;PRS;V.PTCP
デビュー	debut	デビュー	debut	V	N;NOM;INDF;MASC+FEM;SG
フジ	fuji	フジ	fuji	PROPN	N;NOM;INDF;NEUT;SG
自分	själv	自分	själv	N	ADJ;NOM;INDF;MASC+FEM;SG
戦争	kriga	戦争	krig	N	V;IMP;FIN;ACT
戦争	war	戦争	war	N	V;IMP;FIN;ACT
製作	produktionen	製作	produktion	V	N;NOM;DEF;MASC+FEM;SG
製作	produktion	製作	produktion	V	N;NOM;INDF;MASC+FEM;SG
製作	tillverkning	製作	tillverkning	V	N;NOM;INDF;MASC+FEM;SG
当初	initialt	当初	initial	N	ADV
当初	ursprungligen	当初	ursprungligen	N	ADV
最初	först	最初	först	N	ADV
最初	första	最初	en	N	ADJ;NOM
受賞	awards	受賞	acard	V	N;NOM;INDF;MASC+FEM;SG
受賞	utmärkelser	受賞	utmärkelse	V	N;NOM;INDF;MASC+FEM;PL
受賞	utmärkelse	受賞	utmärkelse	V	N;NOM;INDF;MASC+FEM;SG
受賞	tilldelning	受賞	tilldelning	V	N;NOM;INDF;MASC+FEM;SG
広島	hiroshima	広島	hiroshim	PROPN	PROPN;NOM
場所	placera	場所	placera	N	V;IMP;FIN;ACT
リンク	länk	リンク	länk	V	N;NOM;INDF;MASC+FEM;SG
リンク	länken	リンク	länk	V	N;NOM;DEF;MASC+FEM;SG
リンク	länkar	リンク	länka	V	N;NOM;INDF;MASC+FEM;PL
合併	samgående	合併	samgående	V	N;NOM;INDF;NEUT;SG
合併	fusion	合併	fusion	V	N;NOM;INDF;NEUT;SG
合併	sammanslagning	合併	sammanslagning	V	N;NOM;INDF;MASC+FEM;SG
合併	fusioner	合併	fusion	V	N;NOM;INDF;MASC+FEM;PL
合併	koncentrationer	合併	koncentration	V	N;NOM;INDF;MASC+FEM;PL
合併	sammanslagning	合併	sammanslagning	V	N;NOM;INDF;MASC+FEM;SG
合併	sammanslagningar	合併	sammanslagning	V	N;NOM;INDF;MASC+FEM;PL
特定	specifik	特定	specifik		ADJ;NOM;INDF;MASC+FEM;SG
特定	specifika	特定	specifik		ADJ;NOM;PL
特定	särskilda	特定	särskild		ADJ;NOM;PL;PST;V.PTCP
特定	specifikt	特定	specifikt		ADV
特定	specificerat	特定	specificerad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
特定	specificerade	特定	specificerad		ADJ;NOM;PL;PST;V.PTCP
特定	angiven	特定	ange		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
特定	specificerad	特定	specificerad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
特定	angivet	特定	ange		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
朝日	asahi	朝日	asahi	PROPN	PROPN;NOM
意味	innebörd	意味	innebörd	V	N;NOM;INDF;MASC+FEM;SG
意味	betydelse	意味	betydelse	V	N;NOM;INDF;MASC+FEM;SG
意味	mening	意味	mening	V	N;NOM;INDF;MASC+FEM;SG
意味	innebörd	意味	innebörd	V	N;NOM;INDF;MASC+FEM;SG
意味	betydelser	意味	betydelse	V	N;NOM;INDF;MASC+FEM;PL
列車	träna	列車	träna	N	V;IMP;FIN;ACT
建設	byggverksamhet	建設	byggverksamhet	V	N;NOM;INDF;MASC+FEM;SG
建設	byggande	建設	bygga	V	ADJ;NOM;PRS;V.PTCP
建設	konstruktion	建設	konstruktion	V	N;NOM;INDF;MASC+FEM;SG
とき	när	とき	när	N	ADV
最後	senast	最後	senast	N	ADV;RL
最後	senaste	最後	sen	N	ADJ;NOM;DEF;RL
最後	sista	最後	sista	N	ADJ;NOM;DEF;RL
最後	sist	最後	sist	N	ADV;RL
一	one	一	one	NUM	N;NOM;INDF;MASC+FEM;SG
最高	bästa	最高	bra	N	ADJ;NOM;DEF;RL
最高	bäst	最高	bra	N	ADV;RL
ブロック	blockerar	ブロック	blockera	N	V;IND;PRS;FIN;ACT
ブロック	blockera	ブロック	blockera	N	V;IMP;NFIN;ACT
ブロック	blocka	ブロック	blocka	N	V;IMP;FIN;ACT
発生	förekomst	発生	förekomst	V	N;NOM;INDF;MASC+FEM;SG
連続	kontinuitet	連続	kontinuitet	ADJ	N;NOM;INDF;MASC+FEM;SG
連続	kontinuiteten	連続	kontinuitet	ADJ	N;NOM;DEF;MASC+FEM;SG
連続	kontinuerligt	連続	kontinuerlig	ADJ	ADV
構成	konfiguration	構成	konfiguration	V	N;NOM;INDF;MASC+FEM;SG
構成	inställning	構成	inställning	V	N;NOM;INDF;MASC+FEM;SG
構成	sammansättningen	構成	sammansättning	V	N;NOM;DEF;MASC+FEM;SG
構成	sammansättning	構成	sammansättning	V	N;NOM;INDF;MASC+FEM;SG
構成	strukturen	構成	struktur	V	N;NOM;DEF;MASC+FEM;SG
構成	struktur	構成	struktur	V	N;NOM;INDF;MASC+FEM;SG
構成	konfigurationer	構成	konfiguration	V	N;NOM;INDF;MASC+FEM;PL
構成	konstellationer	構成	konstellation	V	N;NOM;INDF;MASC+FEM;PL
最大	maximal	最大	maximal	N	ADJ;NOM;INDF;MASC+FEM;SG
最大	maximalt	最大	maximal	N	ADV
最大	högsta	最大	hög	N	ADJ;NOM;DEF;RL
最大	största	最大	stor	N	ADJ;NOM;DEF;RL
最大	störst	最大	stor	N	ADJ;NOM;INDF;RL
それぞれ	varje	それぞれ	varje	ADV	DET;INDF;SG
それぞれ	vardera	それぞれ	vardera	ADV	PRO;DEF;SG
参照	hänvisning	参照	hänvisning	V	N;NOM;INDF;MASC+FEM;SG
参照	referens	参照	referens	V	N;NOM;INDF;MASC+FEM;SG
参照	hänvisningar	参照	hänvisning	V	N;NOM;INDF;MASC+FEM;PL
参照	referenser	参照	referens	V	N;NOM;INDF;MASC+FEM;PL
発行	utfärdat	発行	utfärda	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
発行	utfärdad	発行	utfärda	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
発行	utfärdade	発行	utfärda	N	ADJ;NOM;PL;PST;V.PTCP
発行	utgivna	発行	utge	N	ADJ;NOM;PL;PST;V.PTCP
発行	utfärdande	発行	utfärdande	N	ADJ;NOM;PRS;V.PTCP
発行	utfärdar	発行	utfärda	N	V;IND;PRS;FIN;ACT
発行	utfärdande	発行	utfärdande	N	ADJ;NOM;PRS;V.PTCP
発行	utfärdande	発行	utfärdande	N	ADJ;NOM;PRS;V.PTCP
状態	statliga	状態	statlig	N	ADJ;NOM;PL
状態	statligt	状態	statlig	N	ADJ;NOM;INDF;NEUT;SG
名称	namnge	名称	namnge	N	V;IMP;FIN;ACT
ホーム	hemma	ホーム	hemma	N	ADV
運行	insats	運行	insats	V	N;NOM;INDF;MASC+FEM;SG
運行	operation	運行	operation	V	N;NOM;INDF;MASC+FEM;SG
運行	drift	運行	drift	V	N;NOM;INDF;MASC+FEM;SG
投稿	inlägg	投稿	inlägg	V	N;NOM;INDF;NEUT;SG
投稿	inlägget	投稿	inlägg	V	N;NOM;DEF;NEUT;SG
投稿	post	投稿	post	V	N;NOM;INDF;MASC+FEM;SG
投稿	inlägg	投稿	inlägg	V	N;NOM;INDF;NEUT;SG
投稿	stolpar	投稿	stolpe	V	N;NOM;INDF;MASC+FEM;PL
名前	namnge	名前	namnge	N	V;IMP;FIN;ACT
福岡	fukuoka	福岡	fukuoka	PROPN	PROPN;NOM
調査	undersökningar	調査	undersökning	V	N;NOM;INDF;MASC+FEM;PL
調査	enkäter	調査	enkät	V	N;NOM;INDF;MASC+FEM;PL
調査	undersökningen	調査	undersökning	V	N;NOM;DEF;MASC+FEM;SG
調査	utredning	調査	utredning	V	N;NOM;INDF;MASC+FEM;SG
調査	undersökning	調査	undersökning	V	N;NOM;INDF;MASC+FEM;SG
調査	besiktning	調査	besiktning	V	N;NOM;INDF;MASC+FEM;SG
調査	undersökning	調査	undersökning	V	N;NOM;INDF;MASC+FEM;SG
調査	enkät	調査	enkät	V	N;NOM;INDF;MASC+FEM;SG
製造	tillverkade	製造	tillverkad	V	ADJ;NOM;PL;PST;V.PTCP
製造	tillverkat	製造	tillverkad	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
製造	tillverkad	製造	tillverkad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
製造	framställt	製造	framställa	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
イタリア	italien	イタリア	italien	PROPN	PROPN;NOM
ロシア	ryss	ロシア	ryss	PROPN	N;NOM;INDF;MASC+FEM;SG
ロシア	ryskt	ロシア	rysk	PROPN	ADJ;NOM;INDF;NEUT;SG
ロシア	rysk	ロシア	rysk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ロシア	ryska	ロシア	rysk	PROPN	N;NOM;INDF;MASC+FEM;SG
ロシア	ryssland	ロシア	ryssland	PROPN	PROPN;NOM
独立	självständighet	独立	självständighet	ADJ	N;NOM;INDF;MASC+FEM;SG
独立	oavhängighet	独立	oavhängighet	ADJ	N;NOM;INDF;MASC+FEM;SG
独立	independence	独立	independence	ADJ	N;NOM;INDF;NEUT;PL
企画	planera	企画	planera	N	V;IMP;FIN;ACT
企画	planerar	企画	planera	N	V;IND;PRS;FIN;ACT
サン	san	サン	san	N	PROPN;NOM
名古屋	märsta	名古屋	märst	PROPN	PROPN;NOM
名古屋	nagoya	名古屋	nagoya	PROPN	PROPN;NOM
通常	normalt	通常	normal	N	ADV
通常	vanligtvis	通常	vanligtvis	N	ADV
通常	brukar	通常	bruka	N	V;IND;PRS;FIN;ACT
通常	vanligtvis	通常	vanligtvis	N	ADV
通常	vanligen	通常	vanligen	N	ADV
通常	oftast	通常	ofta	N	ADV;RL
企業	företagande	企業	företagande	N	ADJ;NOM;PRS;V.PTCP
航空	aviation	航空	aviation	N	PROPN;NOM
影響	påverkan	影響	påverkan	V	N;NOM;INDF;MASC+FEM;SG
影響	inflytande	影響	inflytande	V	N;NOM;INDF;NEUT;SG
影響	influenser	影響	influens	V	N;NOM;INDF;MASC+FEM;PL
勝利	segrar	勝利	segra	V	N;NOM;INDF;MASC+FEM;PL
勝利	win	勝利	pi	V	N;NOM;INDF;NEUT;SG
