que	das	que	der	CONJ	PRO;NOM;NEUT;SG
tot	allem	tot	alle	PRO;MASC;SG	PRO;DAT;INDF;NEUT;SG
enllaços	verbindungen	enllaç	verbindung	N;MASC;PL	V;NFIN
enllaços	verweise	enllaç	verweisen	N;MASC;PL	
enllaços	verknüpfungen	enllaç	verknüpfung	N;MASC;PL	V;NFIN
enllaços	links	enllaç	links	N;MASC;PL	ADV
dos	zweit	dos	zweit	NUM;MASC;PL	
dos	beiden	dos	beide	NUM;MASC;PL	PRO;NOM;INDF;PL
dos	two	dos	two	NUM;MASC;PL	PROPN;SG
externs	externe	extern	extern	ADJ;MASC;PL	
externs	außenhandel	extern	außenhandel	ADJ;MASC;PL	
externs	außen	extern	außen	ADJ;MASC;PL	ADV
família	familien	família	familien	N;FEM;SG	V;IND;PL;3;FIN
ciutat	stadt	ciutat	staden	N;FEM;SG	
quan	wann	quan	wann	CONJ	ADV
habitatges	landhäuser	habitatge	landhaus	N;MASC;PL	ADJ
habitatges	ferienhäuser	habitatge	ferienhaus	N;MASC;PL	ADJ
habitatges	haus	habitatge	haus	N;MASC;PL	N;NOM;NEUT;SG
qual	welches	qual	welch	PRO;SG	PRO;NOM;NEUT;SG
qual	welcher	qual	welch	PRO;SG	PRO;NOM;MASC;SG
qual	welche	qual	welch	PRO;SG	PRO;NOM;SG
qual	welchen	qual	welch	PRO;SG	PRO;NOM;SG
molt	very	molt	very	ADV	
nord	nordsee	nord	nordsee	N;MASC;SG	PROPN;NOM;SG
nord	norden	nord	norden	N;MASC;SG	V;NFIN
nord	nordosten	nord	nordosten	N;MASC;SG	V;FIN
nord	nord	nord	nord	N;MASC;SG	ADJ
habitants	bewohner	habitant	bewohner	N;PL	ADJ
barcelona	barcelona	barcelona	barcelona		PROPN
dones	frauen	dona	frau	N;FEM;PL	V;NFIN
res	nix	res	nix	PRO;SG	ADV
res	garnichts	res	garnichts	PRO;SG	ADV
segons	sekunde	segons	sekunde	CONJ	
segons	sekunden	segons	sekunden	CONJ	V;NFIN
primer	erste	primer	erst	ADJ;MASC;SG	ADJ;NOM;FEM;PL
primer	zuerst	primer	zuerst	ADJ;MASC;SG	ADV
primer	first	primer	fersen	ADJ;MASC;SG	PROPN
primer	ersten	primer	erst	ADJ;MASC;SG	ADJ;NOM;PL
segle	jahrhundert	segle	jahrhundert	N;MASC;SG	ADJ
segle	century	segle	century	N;MASC;SG	PROPN
segle	jahrhunderts	segle	jahrhundert	N;MASC;SG	ADV
nom	namen	nom	name		
nom	bezeichnung	nom	Bezeichnung		ADJ
nom	name	nom	Name		N;NOM;SG
tres	dreien	tres	dreien	NUM;PL	
tres	three	tres	threen	NUM;PL	PROPN
tres	dreier	tres	dreier	NUM;PL	
sud	südlich	sud	südlich	N;MASC;SG	ADJ
sud	süden	sud	süden	N;MASC;SG	V;NFIN
lloc	stelle	lloc	stellen	N;MASC;SG	V;IND;SG;3;PRS;FIN
lloc	platz	lloc	platz	N;MASC;SG	ADV
nova	neue	nou	neu	ADJ;FEM;SG	ADJ;NOM;FEM;PL
nova	nova	nou	nova	ADJ;FEM;SG	PROPN;NOM;SG
homes	männern	home	männern	N;MASC;PL	
primera	erste	primer	erst	ADJ;FEM;SG	ADJ;NOM;FEM;PL
primera	zuerst	primer	zuerst	ADJ;FEM;SG	ADV
primera	first	primer	fersen	ADJ;FEM;SG	PROPN
primera	ersten	primer	erst	ADJ;FEM;SG	ADJ;NOM;PL
dues	zweit	dos	zweit	NUM;FEM;PL	
dues	beiden	dos	beide	NUM;FEM;PL	PRO;NOM;INDF;PL
dues	two	dos	two	NUM;FEM;PL	PROPN;SG
guerra	krieg	guerra	kriegen		N
següent	next	següent	next	ADJ;SG	
següent	nächsten	següent	nah	ADJ;SG	ADJ;PL
següent	nächste	següent	nah	ADJ;SG	ADJ;NOM;FEM;PL
sense	without	sense	withouen	ADP	
general	allgemeine	general	allgemein	ADJ;SG	ADJ;NOM;FEM;PL
municipi	stadtverwaltung	municipi	stadtverwaltung	N;MASC;SG	PROPN
catalunya	katalonien	catalunya	katalonien		PROPN;NOM;SG
vivien	vivien	viure	vivien	V;IND;PL;3;IPFV;FIN	PROPN;NOM;MASC;SG
forma	formgebung	formar	Formgebung	V;IND;SG;3;PRS;FIN	ADJ
forma	form	formar	form	V;IND;SG;3;PRS;FIN	N;SG
forma	vordruck	formar	vordruck	V;IND;SG;3;PRS;FIN	
forma	form	formar	form	V;IND;SG;3;PRS;FIN	N;SG
mateix	gleiche	mateix	gleich	PRO;MASC;SG	ADJ;NOM;FEM;PL
mateix	gleich	mateix	gleich	PRO;MASC;SG	ADV
mateix	gleichen	mateix	gleich	PRO;MASC;SG	ADJ;NOM;MASC;PL
mateix	selbe	mateix	selb	PRO;MASC;SG	
mateix	dasselbe	mateix	dasselbe	PRO;MASC;SG	ADV
fet	erledigt	fet	erledigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fet	getan	fet	tun	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fet	gemacht	fet	machen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fet	geschafft	fet	schaffen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
han	han	haver	han	V;IND;PL;3;PRS;FIN	
encara	still	encara	still	ADV	ADJ
mort	todes	mort	tod	ADJ;MASC;SG;V.PTCP	
mort	tode	mort	toden	ADJ;MASC;SG;V.PTCP	ADV
mort	tod	mort	tod	ADJ;MASC;SG;V.PTCP	
mort	todesstrafe	mort	todesstraf	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
dades	angaben	dada	angeben	N;FEM;PL	V;NFIN
dades	datenschutz	dada	datenschutz	N;FEM;PL	ADJ
només	einzige	només	einzig	ADV	ADJ;NOM;FEM;PL
només	einzig	només	einzig	ADV	ADJ
només	einzigen	només	einzig	ADV	ADJ;NOM;PL
només	just	només	just	ADV	PROPN;NOM;SG
regió	region	regió	Region	N;FEM;SG	
regió	gebiet	regió	gebieten	N;FEM;SG	ADJ
temps	zeit	temps	zeit	N;MASC	ADJ
temps	uhrzeit	temps	uhrzeit	N;MASC	ADJ
temps	zeiten	temps	zeiten	N;MASC	V;NFIN
temps	zeitraum	temps	zeitraum	N;MASC	ADV
temps	zeitpunkt	temps	zeitpunkt	N;MASC	ADJ
empreses	firmen	empresa	farmen	N;FEM;PL	V;NFIN
empreses	gesellschaften	empresa	gesellschaft	N;FEM;PL	ADJ
troba	finde	trobar	finden	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
grup	konzern	grup	konzern	N;MASC;SG	
grup	gruppen	grup	grappen	N;MASC;SG	N;NOM;FEM;PL
contra	dagegen	contra	dagegen	ADP	ADV
admin	administratoren	admar	administratoren		N;NOM;PL
admin	administrator	admar	administrator		PROPN
properes	demnächst	proper	demnächst	ADJ;FEM;PL	ADV
famílies	familien	família	familien	N;FEM;PL	V;IND;PL;3;FIN
frança	frankreich	frança	frankreich		PROPN;NOM;SG
poblacions	bevölkerung	població	bevölkerung	N;FEM;PL	ADJ
poblacions	bevölkerungen	població	bevölkerung	N;FEM;PL	V;NFIN
rei	königs	rei	königs	N;MASC;SG	
rei	king	rei	köngen	N;MASC;SG	
francès	französische	francès	französisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
francès	französischen	francès	französisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
francès	franzose	francès	franzos	ADJ;MASC;SG	ADJ;NOM;FEM;PL
mentre	weile	mentre	weil	CONJ	ADV
nombre	nummer	nombre	nummer	N;MASC;SG	ADV
tots	alles	tot	alle	PRO;MASC;PL	PRO;NOM;INDF;NEUT;SG
tots	all	tot	all	PRO;MASC;PL	ADV
edició	schnitt	edició	schneiden	N;FEM;SG	ADJ
edició	editieren	edició	editieren	N;FEM;SG	V;NFIN
edició	bearbeiten	edició	bearbeiten	N;FEM;SG	V;NFIN
edició	verlage	edició	verlagen	N;FEM;SG	
edició	veröffentlichung	edició	veröffentlichung	N;FEM;SG	ADJ
edició	publikationen	edició	publikationen	N;FEM;SG	N;NOM;FEM;PL
edició	verlagswesen	edició	verlagswesen	N;FEM;SG	
isbn	issn	isbn	issn		
isbn	isbn	isbn	isbn		;SG
renda	mieten	renda	mieten	N;FEM;SG	V;NFIN
renda	miete	renda	miet	N;FEM;SG	
renda	vermietung	renda	vermietung	N;FEM;SG	
quatre	four	quatre	four	NUM;PL	
partit	feiern	partit	feiern	N;MASC;SG	V;NFIN
partit	feier	partit	feier	N;MASC;SG	
partit	party	partit	party	N;MASC;SG	PROPN
partit	partei	partit	partei	N;MASC;SG	
aquests	diesen	aquest	dies	DET;MASC;PL	PRO;ACC;MASC;SG
aquests	diese	aquest	dies	DET;MASC;PL	PRO;NOM;FEM;SG
nou	neue	nou	neu	ADJ;MASC;SG	ADJ;NOM;FEM;PL
març	marsch	març	marsch	N	ADJ
març	march	març	march	N	PROPN
març	märz	març	märz	N	PROPN;NOM;MASC;SG
setembre	september	setembre	september	N	PROPN;SG
principal	wichtigsten	principal	wichtig	ADJ;SG	ADJ;PL
principal	main	principal	main	ADJ;SG	PROPN;NOM;MASC;SG
principal	hauptsache	principal	hauptsache	ADJ;SG	ADV
principal	haupt	principal	haupen	ADJ;SG	
menys	abzüglich	menys	abzüglich	ADV	ADJ
color	farbe	color	farben	N;MASC;SG	
color	färben	color	färben	N;MASC;SG	V;NFIN
color	farben	color	farben	N;MASC;SG	V;NFIN
color	farbig	color	farbig	N;MASC;SG	ADJ
color	farbe	color	farben	N;MASC;SG	
color	farben	color	farben	N;MASC;SG	V;NFIN
color	farbig	color	farbig	N;MASC;SG	ADJ
color	farbton	color	farbton	N;MASC;SG	ADJ
món	weltweit	món	weltweit	N;MASC;SG	ADJ
octubre	oktober	octubre	oktober	N	PROPN;NOM;SG
octubre	october	octubre	october	N	PROPN
empresa	gesellschaft	empresa	gesellschaft	N;FEM;SG	ADJ
empresa	unternehmen	empresa	unternehmen	N;FEM;SG	N;NOM;NEUT;PL
abans	vor	abans	vor	ADV	ADP
abans	bevor	abans	bevor	ADV	CONJ
edat	alter	edat	alt	N;FEM;SG	ADJ
web	web	web	web	N;SG	
web	netz	web	netz	N;SG	
web	webseite	web	webseite	N;SG	
web	webseiten	web	webseiten	N;SG	V;NFIN
jpg	jpg	jpg	jpg		
dins	innen	dins	innen		ADV
dins	innenseite	dins	innenseite		ADJ
dins	innerhalb	dins	innerhalb		ADV
església	kirchen	església	Kirche	N;FEM;SG	N;PL
església	church	església	church	N;FEM;SG	PROPN
església	kirche	església	kirche	N;FEM;SG	
maig	mai	maig	mai	N	PROPN;NOM;MASC;SG
maig	kann	maig	können	N	V;IND;SG;3;PRS;FIN
maig	may	maig	maylen	N	PROPN
maig	möge	maig	mögen	N	V;SBJV;SG;3;PRS;FIN
maig	darf	maig	dürfen	N	V;IND;SG;3;PRS;FIN
terme	terme	terme	termen	N;SG	
història	geschichte	història	geschicht	N;FEM;SG	
història	meldung	història	meldung	N;FEM;SG	ADJ
història	vergangenheit	història	vergangenheit	N;FEM;SG	ADJ
història	werdegang	història	werdegang	N;FEM;SG	
història	geschichte	història	geschicht	N;FEM;SG	
segona	sekunde	segon	sekunde	ADJ;FEM;SG	
segona	zweite	segon	zweit	ADJ;FEM;SG	ADJ;NOM;FEM;PL
segona	zweiten	segon	zweit	ADJ;FEM;SG	ADJ;NOM;MASC;PL
joan	johannes	joan	johannes		PROPN;NOM;MASC;SG
joan	johann	joan	johann		PROPN;NOM;MASC;SG
joan	john	joan	john		PROPN;NOM;MASC;SG
joan	johanna	joan	johanna		PROPN;NOM;FEM;SG
joan	joan	joan	joan		PROPN;NOM;MASC;SG
final	beenden	final	beenden	ADJ;SG	V;NFIN
final	end	final	end	ADJ;SG	
final	ende	final	ende	ADJ;SG	N;ACC;NEUT;SG
govern	regierungen	govern	regierung	N;MASC;SG	V;NFIN
govern	regierung	govern	Regierung	N;MASC;SG	
est	östlich	est	östlich	N;MASC;SG	ADJ
est	ostseite	est	ostseite	N;MASC;SG	ADJ
est	osten	est	osten	N;MASC;SG	ADV
est	est	est	est	N;MASC;SG	
vida	leben	vida	leben	N;FEM;SG	V;NFIN
vida	life	vida	life	N;FEM;SG	PROPN
vida	lebens	vida	lebens	N;FEM;SG	N;NOM;PL
poder	macht	poder	machen		V;IND;SG;3;PRS;FIN
poder	leistung	poder	leistung		N;NOM;FEM;SG
poder	stromversorgung	poder	stromversorgung		N;NOM;FEM;SG
totes	alles	tot	alle	PRO;FEM;PL	PRO;NOM;INDF;NEUT;SG
totes	all	tot	all	PRO;FEM;PL	ADV
gener	jänner	gener	jann	N	
gener	januar	gener	januar	N	PROPN;NOM;MASC;SG
gener	january	gener	january	N	
tipus	type	tipus	type	N;MASC	
tipus	typ	tipus	typ	N;MASC	
tipus	tippen	tipus	tippen	N;MASC	V;NFIN
habitatge	gehäuse	habitatge	gehäus	N;MASC;SG	
habitatge	wohnen	habitatge	wohnen	N;MASC;SG	V;NFIN
habitatge	wohnungsbau	habitatge	wohnungsbau	N;MASC;SG	ADJ
juny	juni	juny	juni	N	PROPN;NOM;MASC;SG
juny	june	juny	jun	N	PROPN
parelles	paaren	parella	paaren	ADJ;FEM;PL	N;NOM;PL
parelles	paare	parella	paaren	ADJ;FEM;PL	
parelles	pärchen	parella	pärchen	ADJ;FEM;PL	
parelles	paar	parella	paar	ADJ;FEM;PL	ADV
parelles	paaren	parella	paaren	ADJ;FEM;PL	N;NOM;PL
parelles	paare	parella	paaren	ADJ;FEM;PL	
català	katalanische	català	katalanisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
català	katalanischen	català	katalanischen	ADJ;MASC;SG	ADJ;NOM;PL
fitxa	bleche	fitxar	blechen	V;IND;SG;3;PRS;FIN	N;NOM
fitxa	blatt	fitxar	blatt	V;IND;SG;3;PRS;FIN	ADJ
insee	insee	insee	insee	N;MASC;SG	PROPN;NOM;MASC;SG
títol	überschrift	títol	überschreifen	N;MASC;SG	
títol	titel	títol	titel	N;MASC;SG	
títol	anrede	títol	anred	N;MASC;SG	
oest	westen	oest	westen		ADV
oest	westliche	oest	westlich		ADJ;NOM;FEM;PL
desembre	december	desembre	december	N	PROPN
desembre	dezember	desembre	dezember	N	PROPN;NOM;MASC;SG
san	san	saver	san		PROPN;NOM;NEUT;SG
nacional	nationale	nacional	national	ADJ;SG	ADJ;NOM;FEM;PL
nacional	nacional	nacional	nacional	ADJ;SG	PROPN
abril	april	abril	april	N	PROPN;NOM;MASC;SG
major	großen	major	groß	ADJ;SG	ADJ;PL
major	major	major	major	ADJ;SG	PROPN
agost	august	agost	augusten	N	PROPN;NOM;MASC;SG
vivint	lebendigen	viure	lebendig	V;V.MSDR	ADJ
vivint	lebende	viure	lebend	V;V.MSDR	ADJ;NOM;FEM;PL
vivint	living	viure	living	V;V.MSDR	
poble	feriendorf	poble	feriendorf	N;MASC;SG	
poble	ortschaft	poble	ortschaft	N;MASC;SG	ADJ
centre	zentrum	centre	zentrum	N;MASC;SG	PROPN;NOM;SG
centre	mitte	centre	mitte	N;MASC;SG	ADV
centre	zentriert	centre	zentrieren	N;MASC;SG	V;V.PTCP
centre	center	centre	center	N;MASC;SG	PROPN;SG
centre	zentrum	centre	zentrum	N;MASC;SG	PROPN;NOM;SG
centre	stadtzentrum	centre	stadtzentrum	N;MASC;SG	V;V.PTCP
centre	mitte	centre	mitte	N;MASC;SG	ADV
centre	stadtmitte	centre	stadtmitt	N;MASC;SG	
centre	mittelpunkt	centre	mittelpunkt	N;MASC;SG	ADV
perquè	wegen	perquè	wegen	CONJ	ADP
perquè	denn	perquè	denn	CONJ	CONJ
aquestes	diesen	aquest	dies	DET;FEM;PL	PRO;ACC;MASC;SG
aquestes	diese	aquest	dies	DET;FEM;PL	PRO;NOM;FEM;SG
riu	river	riu	river	N;MASC;SG	PROPN;NOM;SG
riu	flusses	riu	fluß	N;MASC;SG	ADV
riu	fluß	riu	flaß	N;MASC;SG	
disc	scheibe	disc	scheiben	N;MASC;SG	
disc	disc	disc	disc	N;MASC;SG	
mostra	sample	mostrar	sampl	V;IND;SG;3;PRS;FIN	PROPN
mostra	probe	mostrar	prob	V;IND;SG;3;PRS;FIN	
mostra	stichprobe	mostrar	stichprobe	V;IND;SG;3;PRS;FIN	ADJ
mostra	beispiel	mostrar	beispiel	V;IND;SG;3;PRS;FIN	ADV
mostra	show	mostrar	show	V;IND;SG;3;PRS;FIN	N
novembre	november	novembre	november	N	PROPN
obres	funktioniert	obra	funktionieren	N;FEM;PL	V;IND;SG;3;PRS;FIN
obres	arbeiten	obra	arbeiten	N;FEM;PL	V;NFIN
obres	arbeitet	obra	arbeiten	N;FEM;PL	V;IND;SG;3;PRS;FIN
millor	best	millor	best	ADJ;SG	PROPN
millor	beste	millor	gut	ADJ;SG	ADJ;NOM;FEM;PL
espanya	spanien	espanyar	spanien		PROPN;NOM;NEUT;SG
espanya	kanaren	espanyar	kanar		ADJ
santa	weihnachtsmann	santar	weihnachtsmann		ADJ
santa	santa	santar	santa		PROPN;NOM;SG
juliol	juli	juliol	juli	N	PROPN;NOM;MASC;SG
juliol	july	juliol	july	N	
diverses	mehrere	divers	mehrere	ADJ;FEM;PL	PRO;NOM;INDF;PL
total	gesamtzahl	total	gesamtzahl	ADJ;SG	PROPN
total	gesamt	total	gesamt	ADJ;SG	
total	insgesamt	total	insgesamt	ADJ;SG	ADV
universitat	universität	universitat	universität	N;FEM;SG	ADJ
universitat	universitäten	universitat	universitäten	N;FEM;SG	N;NOM;PL
dia	tage	dia	tagen	N;MASC;SG	N;NOM;MASC;PL
mitjà	mittlere	mitjà	mittler	ADJ;MASC;SG	ADJ;NOM;FEM;PL
mitjà	medium	mitjà	medium	ADJ;MASC;SG	
mitjà	mittel	mitjà	mittel	ADJ;MASC;SG	ADV
data	zeitpunkt	data	zeitpunkt	N;FEM;SG	ADJ
data	datum	data	datum	N;FEM;SG	
world	welt	world	welt		N;NOM;FEM;SG
world	weltweit	world	weltweit		ADJ
departament	hauptabteilung	departament	hauptabteilung	N;MASC;SG	ADJ
departament	abteilung	departament	abteilingen	N;MASC;SG	ADJ
departament	dienststelle	departament	dienststelle	N;MASC;SG	ADJ;NOM;FEM;SG
departament	fachbereich	departament	fachbereich	N;MASC;SG	
construcció	bauwesen	construcció	bauwesen	N;FEM;SG	
construcció	baumaschinen	construcció	baumaschinen	N;FEM;SG	V;NFIN
construcció	baugewerbe	construcció	baugewerbe	N;FEM;SG	
construcció	bauindustrie	construcció	bauindustrie	N;FEM;SG	ADJ
vol	flug	voler	flagen	V;IND;SG;3;PRS;FIN	
vol	flüge	voler	flüg	V;IND;SG;3;PRS;FIN	
premi	preisgeld	premi	preisgeld	N;MASC;SG	
premi	preis	premi	preis	N;MASC;SG	PROPN
premi	ausgezeichnet	premi	auszeichnen	N;MASC;SG	V;V.PTCP
premi	award	premi	award	N;MASC;SG	PROPN;NOM;MASC;SG
exemple	beispiel	exemple	beispiel		ADV
febrer	february	febrer	february	N	
febrer	februar	febrer	februaer	N	PROPN;NOM;SG
escola	schuljahr	escola	schuljahr	N;FEM;SG	ADJ
escola	schulen	escola	schallen	N;FEM;SG	V;NFIN
cinc	fünfmal	cinc	fünfmal	NUM;PL	ADV
cinc	five	cinc	fiv	NUM;PL	PROPN;NOM;SG
espècie	tierarten	espècie	tierarten	N;FEM;SG	V;NFIN
espècie	arten	espècie	arten	N;FEM;SG	N;PL
espècie	tierart	espècie	tierart	N;FEM;SG	ADJ
espècie	spezies	espècie	spezies	N;FEM;SG	
espècie	gattung	espècie	gattung	N;FEM;SG	ADJ
principals	main	principal	main	ADJ;PL	PROPN;NOM;MASC;SG
principals	wichtigste	principal	wichtig	ADJ;PL	ADJ;NOM;FEM;SG
principals	hauptsache	principal	hauptsache	ADJ;PL	ADV
principals	haupt	principal	haupen	ADJ;PL	
madrid	madrid	madrid	madrid		PROPN;NOM;SG
font	informationsquelle	font	informationsquelle	N;FEM;SG	ADJ;NOM;FEM;SG
font	quelle	font	quelle	N;FEM;SG	ADJ;NOM;SG
zona	gebiet	zona	gebieten	N;FEM;SG	ADJ
zona	zonen	zona	zon	N;FEM;SG	N;NOM;PL
zona	zone	zona	zon	N;FEM;SG	
los	los	ell	los	PRO;PL;3	ADV
grans	grosse	gran	groß	ADJ;PL	N;NOM;FEM;PL
banda	banda	banda	banda		PROPN;NOM;SG
central	zentrale	central	zentral	ADJ;SG	ADJ;NOM;FEM;PL
central	central	central	central	ADJ;SG	PROPN
província	bundesland	província	bundesland	N;FEM;SG	
província	provinz	província	provinz	N;FEM;SG	
oficial	polizist	oficial	polizist	ADJ;SG	PROPN
oficial	officer	oficial	officer	ADJ;SG	PROPN;NOM;MASC;SG
oficial	offizier	oficial	offizier	ADJ;SG	N;NOM;MASC;SG
superfície	oberfläche	superfície	oberfläch	N;FEM;SG	ADJ
superfície	oberflächen	superfície	oberfläch	N;FEM;SG	V;NFIN
maria	marija	maria	marija		PROPN;NOM;FEM;SG
maria	maria	maria	maria		PROPN;NOM;FEM;SG
molts	viele	molt	viel	PRO;MASC;PL	ADJ;NOM;INDF;PL
molts	vieles	molt	viel	PRO;MASC;PL	PRO;NOM;INDF;NEUT;SG
molts	zahlreiche	molt	zahlreich	PRO;MASC;PL	ADJ;NOM;FEM;PL
molts	vielen	molt	viel	PRO;MASC;PL	ADJ;ACC;INDF;MASC;PL
cens	zensus	cens	zensus	N;MASC;SG	PROPN
cens	zählungen	cens	zählung	N;MASC;SG	V;NFIN
equip	mannschaft	equip	mannschaft	N;MASC;SG	ADJ
amèrica	amerika	amèrica	amerika	ADJ;FEM;SG	
amèrica	amerika	amèrica	amerika	ADJ;FEM;SG	
ara	ara	ara	ara	ADV	PROPN;NOM;SG
ara	jetz	ara	jetz	ADV	
ara	now	ara	now	ADV	PROPN
qui	who	qui	who	PRO	PROPN;NOM;SG
qui	wem	qui	wer	PRO	ADV
qui	wen	qui	wer	PRO	ADV
qui	wer	qui	wer	PRO	PRO;NOM;SG
punt	punt	punt	punt	N;MASC;SG	PROPN;NOM;SG
punt	punkt	punt	punken	N;MASC;SG	
punt	point	punt	poinen	N;MASC;SG	
cest	cest	cest	cest	N	
iii	ill	iii	ill		
iii	iii	iii	iii		PROPN
regne	königreich	regne	königreich		ADJ
john	johannes	john	johannes	PROPN	PROPN;NOM;MASC;SG
