din	f	din	!	ADP;ACC	
biserica	كنيسه	biserică	كنيسه	N;DEF;FEM;SG	PRO;NOM;MASC;SG;3
biserica	كنيست	biserică	كَنِيس	N;DEF;FEM;SG	
biserica	كنيسة	biserică	كَنِيسَة	N;DEF;FEM;SG	N;NOM;INDF;SG
biserica	الكنيسة	biserică	كَنِيسَة	N;DEF;FEM;SG	N;NOM;DEF;SG
fișier	الملف	fișier	مِلَفّ	N;INDF;MASC;SG	N;NOM;DEF;SG
toate	كلهم	tot	كلهم	PRO;FEM;PL;3	
toate	كله	tot	كٰلِهَ	PRO;FEM;PL;3	
toate	جميع	tot	جَمِيع	PRO;FEM;PL;3	N;NOM;INDF;SG
toate	كل	tot	كُلّ	PRO;FEM;PL;3	N;NOM;INDF;SG
toate	الكل	tot	كُلّ	PRO;FEM;PL;3	
latns	lat	latns	شَهِر		
latd	latd	latd	شَارِث		
longd	longd	longd	قَحَث		
adresă	العنوان	adresa	عُنوَان	N;INDF;FEM;SG	N;NOM;DEF;SG
adresă	عنوان	adresa	عُنوَان	N;INDF;FEM;SG	N;NOM;INDF;SG
cum	ازاي	cum	إِزَايَ	ADV	
cum	شلون	cum	شَلّ	ADV	
cum	كيف	cum	كَيفَ	ADV	DET
imagine	صورة	imagine	صُورَة	N;INDF;FEM;SG	N;NOM;INDF;SG
imagine	الصورة	imagine	صُورَة	N;INDF;FEM;SG	N;NOM;DEF;SG
imagine	الصوره	imagine	صُوره	N;INDF;FEM;SG	
imagine	صوره	imagine	صُوره	N;INDF;FEM;SG	
imagine	صورة	imagine	صُورَة	N;INDF;FEM;SG	N;NOM;INDF;SG
imagine	الصورة	imagine	صُورَة	N;INDF;FEM;SG	N;NOM;DEF;SG
statul	الولاية	stat	وِلَايَة	N;DEF;MASC;SG	N;NOM;DEF;SG
statul	دولة	stat	دَولَة	N;DEF;MASC;SG	N;NOM;INDF;SG
statul	ولاية	stat	وِلَايَة	N;DEF;MASC;SG	N;NOM;INDF;SG
statul	الحالة	stat	حَالَة	N;DEF;MASC;SG	N;NOM;DEF;SG
statul	الدولة	stat	دَولَة	N;DEF;MASC;SG	N;NOM;DEF;SG
fie	فاما	fie	فَام	CONJ;POS	
fie	اما	fie	أَمَّا	CONJ;POS	PART
familia	عائلي	familie	عَائِلِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
familia	عائلة	familie	عَائِلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
familia	الاسرة	familie	أُسرَة	N;DEF;FEM;SG	N;NOM;DEF;SG
familia	اسرة	familie	أُسرَة	N;DEF;FEM;SG	N;NOM;INDF;SG
familia	العائلة	familie	عَائِلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
numele	اسم	nume	اِسم	N;DEF;MASC;SG	N;NOM;INDF;SG
numele	الاسم	nume	اِسم	N;DEF;MASC;SG	N;NOM;DEF;SG
timpul	وقت	timp	وَقت	N;DEF;MASC;SG	N;NOM;INDF;SG
timpul	الزمن	timp	زَمَن	N;DEF;MASC;SG	N;NOM;DEF;SG
timpul	الوقت	timp	وَقت	N;DEF;MASC;SG	N;NOM;DEF;SG
timpul	زمن	timp	زَمَن	N;DEF;MASC;SG	N;NOM;INDF;SG
timpul	الزمان	timp	زَمَان	N;DEF;MASC;SG	N;NOM;DEF;SG
nord	نورث	nord	نورث	N;INDF;MASC;SG	
nord	شمالي	nord	شمالي	N;INDF;MASC;SG	
nord	الشمال	nord	شَمَال	N;INDF;MASC;SG	N;NOM;DEF;SG
nord	نورد	nord	نورد	N;INDF;MASC;SG	
principală	رئيسية	principal	رَئِيسِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
principală	الرئيسية	principal	رَئِيسِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
sud	جنوبي	sud	جَنُوبِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sud	الجنوب	sud	جَنُوب	N;INDF;MASC;SG	N;NOM;DEF;SG
sud	ساوث	sud	سَاوث	N;INDF;MASC;SG	
loc	المكان	loc	مَكَان	N;INDF;MASC;SG	N;NOM;DEF;SG
primul	اول	prim	أَوَّل	NUM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
primul	اولا	prim	أَوَّل	NUM;DEF;MASC;SG	ADJ;ACC;INDF;MASC;SG
primul	الاول	prim	أَوَّل	NUM;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
primul	الاولى	prim	أَوَّل	NUM;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
doar	مجرد	doar	مُجَرَّد	ADV	N;NOM;INDF;SG
editura	الناشر	editură	نَاشِر	N;DEF;FEM;SG	N;NOM;DEF;SG
asteroid	الكويكب	asteroid	الكويكب	ADJ;INDF;MASC;SG	
asteroid	كويكب	asteroid	كُوَيكب	ADJ;INDF;MASC;SG	
recensământului	التعداد	recensământ	تَعدَاد	N;DEF;MASC;SG	N;NOM;DEF;SG
listă	قائمة	listă	قَائِمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
listă	قائمه	listă	قائمه	N;INDF;FEM;SG	
listă	القائمة	listă	قَائِمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
trei	th	trei	th	NUM;PL	
trei	ثلاثه	trei	ثلاثه	NUM;PL	
asteroizi	الكويكبات	asteroid	الكويكبات	N;INDF;MASC;PL	
limba	لسان	limbă	لِسَان	N;DEF;FEM;SG	N;NOM;INDF;SG
limba	اللسان	limbă	لِسَان	N;DEF;FEM;SG	N;NOM;DEF;SG
limba	لغة	limbă	لُغَة	N;DEF;FEM;SG	N;NOM;INDF;SG
limba	اللغة	limbă	لُغَة	N;DEF;FEM;SG	N;NOM;DEF;SG
longm	long	longm	شَام		
latm	latm	latm	شَارِئ		
discuție	النقاش	discuție	النقاش	N;INDF;FEM;SG	
discuție	مناقشات	discuție	مُنَاقَشَة	N;INDF;FEM;SG	N;NOM;INDF;PL
discuție	مناقشة	discuție	مُنَاقَشَة	N;INDF;FEM;SG	N;NOM;INDF;SG
discuție	المناقشات	discuție	مُنَاقَشَة	N;INDF;FEM;SG	N;NOM;DEF;PL
discuție	نقاش	discuție	نِقَاش	N;INDF;FEM;SG	N;NOM;INDF;SG
discuție	المناقشة	discuție	مُنَاقَشَة	N;INDF;FEM;SG	N;NOM;DEF;SG
franța	وفرنسا	franța	وفرنسا	PROPN	
franța	فرانس	franța	فرَانس	PROPN	
franța	فرنسا	franța	فَرَنسَا	PROPN	
partea	جزء	parte	جُزء	N;DEF;FEM;SG	N;NOM;INDF;SG
partea	الجزء	parte	جُزء	N;DEF;FEM;SG	N;NOM;DEF;SG
mult	ماتش	mult	مَاتِش	ADV	
fără	بدون	fără	بدون	ADP;ACC	
departamentul	القسم	departament	قِسم	N;DEF;MASC;SG	N;NOM;DEF;SG
departamentul	قسم	departament	قِسم	N;DEF;MASC;SG	N;NOM;INDF;SG
departamentul	الادارة	departament	إِدَارَة	N;DEF;MASC;SG	N;NOM;DEF;SG
foarte	جدا	foarte	جِدّ	ADV	N;ACC;INDF;SG
data	موعد	dată	مَوعِد	N;DEF;FEM;SG	N;NOM;INDF;SG
data	الموعد	dată	مَوعِد	N;DEF;FEM;SG	N;NOM;DEF;SG
data	التاريخ	dată	تَارِيخ	N;DEF;FEM;SG	N;NOM;DEF;SG
data	تاريخ	dată	تَارِيخ	N;DEF;FEM;SG	N;NOM;INDF;SG
data	البيانات	dată	بَيَان	N;DEF;FEM;SG	N;NOM;DEF;PL
data	بيانات	dată	بَيَان	N;DEF;FEM;SG	N;NOM;INDF;PL
departament	القسم	departament	قِسم	N;INDF;MASC;SG	N;NOM;DEF;SG
departament	الادارة	departament	إِدَارَة	N;INDF;MASC;SG	N;NOM;DEF;SG
unul	احد	unul	أَحَد	PRO;MASC;SG;3	N;NOM;INDF;SG
unul	واحدة	unul	وَاحِد	PRO;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
unul	واحد	unul	وَاحِد	PRO;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
unul	واحده	unul	واحده	PRO;MASC;SG;3	PRO;NOM;MASC;SG;3
apoi	بعدها	apoi	بعدها	ADV	PRO;NOM;MASC;SG;3
apoi	ثم	apoi	ثُمَّ	ADV	CONJ
apoi	اذا	apoi	إِذَا	ADV	CONJ
grup	المجموعة	grup	مَجمُوعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
locul	مكان	loc	مَكَان	N;DEF;MASC;SG	N;NOM;INDF;SG
locul	المكان	loc	مَكَان	N;DEF;MASC;SG	N;NOM;DEF;SG
oraș	تاون	oraș	تَاون	N;INDF;MASC;SG	
oraș	المدينة	oraș	مَدِينَة	N;INDF;MASC;SG	N;NOM;DEF;SG
oraș	البلدة	oraș	بَلدَة	N;INDF;MASC;SG	N;NOM;DEF;SG
oraș	المدينه	oraș	المدينه	N;INDF;MASC;SG	
oraș	المدينة	oraș	مَدِينَة	N;INDF;MASC;SG	N;NOM;DEF;SG
oraș	سيتي	oraș	سِيتِي	N;INDF;MASC;SG	
pot	يستطيع	putea	اِستَطَاع	V;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
pot	يمكن	putea	أَمكَن	V;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
pot	يم	putea	يم	V;IND;PL;3;PRS;FIN	
camp	كامب	camp	كَامب	N;INDF;MASC;SG	
camp	المخيم	camp	مُخَيَّم	N;INDF;MASC;SG	N;NOM;DEF;SG
camp	المعسكر	camp	مُعَسكَر	N;INDF;MASC;SG	N;NOM;DEF;SG
germania	المانيا	germania	أَلمَانِيَا	PROPN	
satul	قرية	sat	قَريَة	N;DEF;MASC;SG	N;NOM;INDF;SG
satul	القرية	sat	قَريَة	N;DEF;MASC;SG	N;NOM;DEF;SG
național	الوطنية	național	وَطَنِيَّة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
național	ناشيونال	național	ناشيونال	ADJ;INDF;MASC;SG	
note	الملاحظات	notă	مُلَاحَظَة	N;INDF;FEM;PL	N;NOM;DEF;PL
perioada	الفترة	perioadă	فَترَة	N;DEF;FEM;SG	N;NOM;DEF;SG
perioada	فترة	perioadă	فَترَة	N;DEF;FEM;SG	N;NOM;INDF;SG
minoritate	الاقليات	minoritate	أَقلِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;PL
minoritate	الاقلية	minoritate	الاقلية	N;INDF;FEM;SG	N;NOM;DEF;SG
minoritate	اقلية	minoritate	اقلية	N;INDF;FEM;SG	N;NOM;INDF;SG
ucraineană	الاوكرانية	ucrainean	الاوكرانية	ADJ;INDF;FEM;SG	
ucraineană	اوكرانيا	ucrainean	اوكرانيا	ADJ;INDF;FEM;SG	
cadrul	اطار	cadru	إِطَار	N;DEF;MASC;SG	N;NOM;INDF;SG
general	عام	general	عَام	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
general	لواء	general	لِوَاء	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
general	اللواء	general	لِوَاء	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
general	جنرال	general	جنرال	ADJ;INDF;MASC;SG	
general	الجنرال	general	جِنِرَال	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
război	الحرب	război	حَرب	N;INDF;MASC;SG	N;NOM;DEF;SG
română	روماني	român	رُومَانِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
română	الروماني	român	رُومَانِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
română	رومانيا	român	رُومَانِيَا	ADJ;INDF;FEM;SG	
română	الرومانية	român	رُومَانِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
află	تتعلم	afla	تَعَلَّم	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
află	التعلم	afla	تَعَلُّم	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
află	تعلموا	afla	تَعَلَّم	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;3;ACT
început	بدات	început	بَدَأ	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
început	بدا	început	بَدَا	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
început	البداية	început	بِدَايَة	N;INDF;MASC;SG	N;NOM;DEF;SG
iii	ثالثا	trei	ثَالِث	NUM;SG	ADJ;ACC;INDF;MASC;SG
iii	iii	trei	مُثَّة	NUM;SG	
duce	ديوك	duce	دَيك	V;IND;SG;3;PRS;FIN	
duce	دوق	duce	دَوق	V;IND;SG;3;PRS;FIN	
român	الروماني	român	رُومَانِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
român	رومانيا	român	رُومَانِيَا	ADJ;INDF;MASC;SG	
român	الرومانية	român	رُومَانِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
provincia	مقاطعة	provincie	مُقَاطَعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
provincia	المحافظة	provincie	مُحَافَظَة	N;DEF;FEM;SG	N;NOM;DEF;SG
provincia	الاقليم	provincie	إِقلِيم	N;DEF;FEM;SG	
provincia	محافظة	provincie	مُحَافَظَة	N;DEF;FEM;SG	N;NOM;INDF;SG
provincia	اقليم	provincie	اقليم	N;DEF;FEM;SG	
provincia	المقاطعة	provincie	مُقَاطَعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
existând	موجود	exista	مَوجُود	V;V.MSDR	ADJ;NOM;INDF;MASC;SG
existând	قائم	exista	قَائِم	V;V.MSDR	ADJ;NOM;INDF;MASC;SG
vedere	عرض	vedere	عَرض	N;INDF;FEM;SG	N;NOM;INDF;SG
vedere	منظر	vedere	مُنَظِّر	N;INDF;FEM;SG	N;NOM;INDF;SG
vedere	اعرض	vedere	أَعرَض	N;INDF;FEM;SG	
wikipedia	ويكيبيديا	wikipedia	ويكيبيديا	N;DEF;FEM;SG	N;NOM;DEF;SG
specie	الانواع	specie	نَوع	N;INDF;FEM;SG	N;NOM;DEF;PL
punct	دوت	punct	دَوت	N;INDF;MASC;SG	
punct	بوينت	punct	بوينت	N;INDF;MASC;SG	
punct	النقطة	punct	نُقطَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stat	الولاية	stat	وِلَايَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stat	الحالة	stat	حَالَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stat	الدولة	stat	دَولَة	N;INDF;MASC;SG	N;NOM;DEF;SG
unite	المتحدة	unit	مُتَّحِد	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
unite	متحدة	unit	مُتَّحِد	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
moldova	مولدوفا	moldova	مُولدُوفَا	PROPN	
file	الالسنة	filă	أَلسَنَة	N;INDF;FEM;PL	N;NOM;DEF;SG
atunci	بعدها	atunci	بعدها	ADV	PRO;NOM;MASC;SG;3
atunci	ثم	atunci	ثُمَّ	ADV	CONJ
atunci	اذا	atunci	إِذَا	ADV	CONJ
aceste	هؤلاء	acest	هٰذَا	DET;FEM;PL;3	DET;NOM;MASC;PL
aceste	هذه	acest	هٰذَا	DET;FEM;PL;3	DET;NOM;FEM;SG
secolul	قرن	secol	قَرن	N;DEF;MASC;SG	N;NOM;INDF;SG
secolul	القرن	secol	قَرن	N;DEF;MASC;SG	N;NOM;DEF;SG
una	احد	unul	أَحَد	PRO;FEM;SG;3	N;NOM;INDF;SG
una	واحدة	unul	وَاحِد	PRO;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
una	واحد	unul	وَاحِد	PRO;FEM;SG;3	ADJ;NOM;INDF;MASC;SG
una	واحده	unul	واحده	PRO;FEM;SG;3	PRO;NOM;MASC;SG;3
aceasta	هذا	acesta	هٰذَا	PRO;FEM;SG;3	DET;NOM;MASC;SG
aceasta	هذه	acesta	هٰذَا	PRO;FEM;SG;3	DET;NOM;FEM;SG
life	الحياة	life	حَيَاة		N;NOM;DEF;SG
life	الحياه	life	حِيَاه		N;NOM;DEF;SG
life	حياة	life	حَيَاة		N;NOM;INDF;SG
life	lif	life	قَثحَة		
reședință	الاقامة	reședință	إِقَامَة	N;INDF;FEM;SG	N;NOM;DEF;SG
reședință	اقامة	reședință	إِقَامَة	N;INDF;FEM;SG	N;NOM;INDF;SG
orașul	المدينه	oraș	المدينه	N;DEF;MASC;SG	
orașul	مدينة	oraș	مَدِينَة	N;DEF;MASC;SG	N;NOM;INDF;SG
orașul	المدينة	oraș	مَدِينَة	N;DEF;MASC;SG	N;NOM;DEF;SG
orașul	سيتي	oraș	سِيتِي	N;DEF;MASC;SG	
tot	كلهم	tot	كلهم	PRO;MASC;SG;3	
tot	كله	tot	كٰلِهَ	PRO;MASC;SG;3	
tot	جميع	tot	جَمِيع	PRO;MASC;SG;3	N;NOM;INDF;SG
tot	كل	tot	كُلّ	PRO;MASC;SG;3	N;NOM;INDF;SG
