през	skoz	през	skoz	ADP	
империя	empire	империя	empira	N;INDF;FEM;SG	
иван	ivan	иван	ivan	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
иван	ivana	иван	ivan	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
повече	več	повече	več	ADV;INDF;PL	DET
повече	bolj	повече	bolj	ADV;INDF;PL	ADV;CMPR
вече	ze	вече	ze	ADV	
вече	že	вече	že	ADV	PART
три	three	три	three	NUM;INDF;PL	
завършва	konci	завършвам	konec	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
завършва	konča	завършвам	končati	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
бил	bill	съм	biti	V;IPFV;INDF;MASC;IND;SG;V.PTCP;ACT	PROPN;NOM;MASC;SG
малко	male	малко	mali	ADV;INDF;PL	ADJ;NOM;FEM;PL
малко	mali	малко	mali	ADV;INDF;PL	ADJ;NOM;DEF;MASC;SG
хора	ljudje	хора	človek	N;INDF	N;NOM;MASC;PL
хора	ljudstvo	хора	ljudstvo	N;INDF	N;NOM;NEUT;SG
хора	osebe	хора	oseba	N;INDF	N;NOM;FEM;PL
хора	ljudi	хора	človek	N;INDF	N;ACC;MASC;PL
германия	nemčija	германия	nemčija	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
могат	lahko	мога	lahko	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADV
син	modro	син	moder	N;INDF;MASC;SG	ADV
син	modre	син	moder	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
син	modri	син	moder	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
син	modra	син	moder	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
син	son	син	son	N;INDF;MASC;SG	
георги	georgi	георга	georgo	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
георги	georgy	георга	georgy	PROPN;INDF;MASC;SG	
голяма	velike	голям	velik	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
голяма	veliki	голям	velik	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
голяма	velike	голям	velik	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
италия	italija	италия	italija	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
край	konec	край	konec	ADP	N;NOM;MASC;SG
използва	uporabe	използвам	uporaba	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;GEN;FEM;SG
окръг	okrožni	окръг	okrožen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
франция	francijo	франция	francija	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
франция	francija	франция	francija	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
франция	france	франция	franca	PROPN;INDF;FEM;SG	N;NOM;MASC;SG
гърция	grčija	гърция	grčija	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
вижте	glej	видя-(се)	gledati	V;PFV;IMP;PL;2;FIN	V;IPFV;IMP;SG;2;FIN
вижте	glejte	видя-(се)	gledati	V;PFV;IMP;PL;2;FIN	V;IPFV;IMP;PL;2;FIN
русия	rusija	русия	rusija	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
русия	rusijo	русия	rusija	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
английски	angleško	английски	angleško	ADJ;INDF;MASC;SG	ADV
английски	angleščina	английски	angleščina	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
английски	angleži	английски	anglež	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
едно	enga	един	en	NUM;INDF;NEUT;SG	PRO;ACC;MASC;SG
първи	prvi	първи	prvi	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
първи	najprej	първи	najprej	ADJ;INDF;MASC;SG	ADV;RL
височина	višine	височина	višina	N;INDF;FEM;SG	N;NOM;FEM;PL
нея	njej	аз	on	PRO;ACC;FEM;SG;3	PRO;DAT;FEM;SG;3
нея	njen	аз	njen	PRO;ACC;FEM;SG;3	DET;NOM;MASC;SG;3
нея	her	аз	hera	PRO;ACC;FEM;SG;3	N;NOM;MASC;SG
нея	njena	аз	njen	PRO;ACC;FEM;SG;3	DET;NOM;FEM;SG;3
училище	šole	училище	šola	N;INDF;NEUT;SG	N;NOM;FEM;PL
били	billy	съм	billy	V;IPFV;INDF;IND;PL;V.PTCP;ACT	PROPN;NOM;MASC;SG
били	billie	съм	billev	V;IPFV;INDF;IND;PL;V.PTCP;ACT	N;NOM;MASC;SG
света	svetovna	свят	svetoven	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
света	svetovno	свят	svetoven	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
света	world	свят	world	N;DEF;MASC;SG	
села	vasi	село	vas	N;INDF;NEUT;PL	N;GEN;FEM;SG
филми	kino	филм	kino	N;INDF;MASC;PL	N;NOM;MASC;SG
александър	aleksandar	александър	aleksandar	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
александър	aleksandra	александър	aleksander	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
александър	aleksander	александър	aleksander	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
александър	alexander	александър	alexander	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
умира	umre	умирам	umra	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
умира	umiranje	умирам	umiranje	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
южна	južno	южен	južen	ADJ;INDF;FEM;SG	ADV
южна	južno	южен	južen	ADJ;INDF;FEM;SG	ADV
южна	jug	южен	jug	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
европа	europe	европа	europ	PROPN;INDF;FEM;SG	N;NOM;MASC;SG
европа	evropa	европа	evropa	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
европа	evropo	европа	evropa	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
европа	evropi	европа	evropa	PROPN;INDF;FEM;SG	N;DAT;FEM;SG
европа	europa	европа	europa	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
димитър	dimitar	димитър	dimitar	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
всеки	kogarkoli	всеки	kogarkoli	PRO;NOM;MASC;SG	N;ACC;MASC;SG
всеки	kdorkoli	всеки	kdorkoli	PRO;NOM;MASC;SG	PRO;NOM;MASC;SG
всеки	vsi	всеки	ves	PRO;NOM;MASC;SG	DET;NOM;MASC;PL
всеки	vsak	всеки	vsak	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
всеки	vsaka	всеки	vsak	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
всеки	vsako	всеки	vsak	PRO;NOM;MASC;SG	DET;ACC;NEUT;SG
всеки	vsak	всеки	vsak	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
всеки	vsaka	всеки	vsak	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
нова	novi	нов	nov	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
нова	nove	нов	nov	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
крал	king	крал	king	N;INDF;MASC;SG	
докато	do	докато	do	CONJ	ADP;GEN
официален	uradnik	официален	uradnik	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
официален	uradno	официален	uradno	ADJ;INDF;MASC;SG	ADV
официален	uradni	официален	uraden	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
официален	formalno	официален	formalno	ADJ;INDF;MASC;SG	ADV
северна	severni	северен	severen	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
северна	severno	северен	severen	ADJ;INDF;FEM;SG	ADV
северна	sever	северен	sever	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
северна	severno	северен	severen	ADJ;INDF;FEM;SG	ADV
северна	severni	северен	severen	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
северна	severne	северен	severen	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
резултат	izidi	резултат	izid	N;INDF;MASC;SG	N;NOM;MASC;PL
граф	graff	граф	graff	N;INDF;MASC;SG	
родени	rojen	родя-(се)	rojen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
родени	rojena	родя-(се)	rojen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
родени	rojene	родя-(се)	rojen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
родени	rojeni	родя-(се)	rojen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
родени	rodil	родя-(се)	roditi	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
играе	igraj	играя	igraj	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
играе	igra	играя	igra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
играе	igrajo	играя	igrati	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
играе	predvajanje	играя	predvajanje	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
играе	igranje	играя	igranje	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
живот	life	живот	life	N;INDF;MASC;SG	
ден	day	ден	day	N;INDF;MASC;SG	
руски	rus	руски	rus	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
руски	ruski	руски	ruski	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
известен	znane	известен	znan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
известен	znani	известен	znan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
известен	slavni	известен	slaven	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
известен	znani	известен	znan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
добре	pridni	добре	priden	ADV	ADJ;NOM;MASC;PL
добре	pridna	добре	pridno	ADV	ADJ;NOM;FEM;SG
добре	dober	добре	dober	ADV	ADJ;NOM;INDF;MASC;SG
води	vodi	водя	voditi	V;IPFV;IMP;SG;2;FIN	V;IPFV;IND;SG;3;PRS;FIN
води	vode	водя	voda	V;IPFV;IMP;SG;2;FIN	N;GEN;FEM;SG
води	waters	водя	waters	V;IPFV;IMP;SG;2;FIN	
води	svinec	водя	svinec	V;IPFV;IMP;SG;2;FIN	N;NOM;MASC;SG
голям	velike	голям	velik	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
голям	veliki	голям	velik	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
голям	velike	голям	velik	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
шаблон	predloge	шаблон	predlog	N;INDF;MASC;SG	N;ACC;MASC;PL
почти	skoraj	почти	skoraj	ADV	PART
печели	zmaga	печеля	zmaga	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
острови	otočje	островя-(се)	otočje	N;INDF;FEM;PL	N;NOM;NEUT;SG
острови	isles	островя-(се)	isles	N;INDF;FEM;PL	N;NOM;MASC;SG
френски	francoščina	френски	francoščina	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
френски	francoski	френски	francoski	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
генерал	splošno	генерал	splošen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
генерал	splošni	генерал	splošen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
генерал	splošna	генерал	splošen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
защото	ker	защото	ker	ADV	CONJ
държава	državno	държава	državen	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
двете	obe	два	oba	NUM;DEF;FEM;PL	DET;NOM;FEM;DU
двете	oba	два	oba	NUM;DEF;FEM;PL	DET;NOM;MASC;DU
големи	velika	голям	velik	ADJ;INDF;PL	ADJ;NOM;FEM;SG
големи	velika	голям	velik	ADJ;INDF;PL	ADJ;NOM;FEM;SG
големи	veliki	голям	velik	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
големи	velik	голям	velik	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
петър	peter	петър	peter	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
петър	petra	петър	peter	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
петър	petar	петър	petar	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
остава	ostanke	оставам	ostanek	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;MASC;PL
остава	ostane	оставам	ostati	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
сили	powers	сила	powers	N;INDF;FEM;PL	
гръцки	grk	гръцки	grk	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
работа	dela	работа	delo	N;INDF;FEM;SG	N;NOM;NEUT;PL
среща	spoznaj	среща	spoznaj	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
групи	skupini	група	skupina	N;INDF;FEM;PL	N;NOM;FEM;DU
информация	informacije	информация	informacija	N;INDF;FEM;SG	N;NOM;FEM;PL
информация	podatki	информация	podatek	N;INDF;FEM;SG	N;NOM;MASC;PL
информация	informacije	информация	informacija	N;INDF;FEM;SG	N;NOM;FEM;PL
нови	novo	нов	nov	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
нови	nov	нов	nov	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
нови	novi	нов	nov	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
нови	nova	нов	nov	ADJ;INDF;PL	ADJ;NOM;FEM;SG
пъти	krat	път	krat	N;MASC	ADV
пъти	krat	път	krat	N;MASC	ADV
пъти	časi	път	čas	N;MASC	N;NOM;MASC;PL
пъти	times	път	times	N;MASC	N;NOM;MASC;SG
цел	ciljna	цел	ciljen	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
участие	udeležbe	участие	udeležba	N;INDF;NEUT;SG	N;NOM;FEM;PL
войната	vojne	война	vojna	N;DEF;FEM;SG	N;NOM;FEM;PL
османската	otomanskih	османски	otomanski	ADJ;DEF;FEM;SG	ADJ;GEN;MASC;PL
никола	nicolas	никол	nicolas	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nikola	никол	nikola	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nicola	никол	nicolo	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
пловдив	plovdiv	пловдив	plovdiv	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
отбора	ekipno	отбор	ekipno	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
култура	kulture	култура	kultura	N;INDF;FEM;SG	N;NOM;FEM;PL
същата	ista	същ	isti	ADJ;DEF;FEM;SG	DET;NOM;FEM;SG
същата	enaka	същ	enak	ADJ;DEF;FEM;SG	DET;NOM;FEM;SG
същата	enako	същ	enako	ADJ;DEF;FEM;SG	ADV
същата	isto	същ	isti	ADJ;DEF;FEM;SG	DET;NOM;NEUT;SG
известни	znana	известен	znan	ADJ;INDF;PL	ADJ;NOM;FEM;SG;V.PTCP
известни	znan	известен	znan	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
известни	znano	известен	znan	ADJ;INDF;PL	ADJ;NOM;NEUT;SG;V.PTCP
известни	poznan	известен	poznan	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
известни	slavni	известен	slaven	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
известни	slaven	известен	slaven	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
известни	znana	известен	znan	ADJ;INDF;PL	ADJ;NOM;FEM;SG;V.PTCP
известни	znan	известен	znan	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
повечето	večina	повече	večina	ADV;DEF;PL	N;NOM;FEM;SG
повечето	večini	повече	večina	ADV;DEF;PL	N;DAT;FEM;SG
повечето	največ	повече	največ	ADV;DEF;PL	DET
повечето	najbolj	повече	najbolj	ADV;DEF;PL	ADV;RL
разположен	nahaja	разположа-(се)	nahajati	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN
друг	druge	друг	drug	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
джон	john	джон	john	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
джон	janez	джон	janez	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
джон	janeza	джон	janez	PROPN;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
малки	majhno	малък	majhen	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
малки	majhen	малък	majhen	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
малки	majhna	малък	majhen	ADJ;INDF;PL	ADJ;NOM;FEM;SG
малки	mali	малък	mali	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
север	severna	север	severen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
север	severni	север	severen	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
север	severno	север	severen	N;INDF;MASC;SG	ADV
васил	vasil	вася-(се)	vasilo	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
изток	vzhodni	изток	vzhoden	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
изток	vzhodna	изток	vzhoden	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	vzhodno	изток	vzhoden	N;INDF;MASC;SG	ADV
изток	vzhodni	изток	vzhoden	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
изток	vzhodna	изток	vzhoden	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	vzhodno	изток	vzhoden	N;INDF;MASC;SG	ADV
четири	four	четири	four	NUM;INDF;PL	
испания	španija	испания	španija	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
особено	zlasti	особено	zlasti	ADV	PART
разположено	nahaja	разположа-(се)	nahajati	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN
човек	osebi	човек	oseba	N;INDF;MASC;SG	N;NOM;FEM;DU
