pola	pola	pols	pola	PROPN;NOM;FEM;SG	PROPN;NOM;SG
albāņu	albanischen	albāns	albanisch	N;GEN;MASC;PL	ADJ;NOM;MASC;PL
albāņu	albanisch	albāns	albanisch	N;GEN;MASC;PL	ADJ
albāņu	albaner	albāns	alban	N;GEN;MASC;PL	ADJ
albāņu	albanien	albāns	albanien	N;GEN;MASC;PL	PROPN;NOM;SG
albāņu	albanische	albāns	albanisch	N;GEN;MASC;PL	ADJ;NOM;FEM;PL
kardināls	kardinal	kardināls	kardinal	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sadarbojās	kooperiert	sadarboties	kooperieren	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
edmontonas	edmonton	edmontona	edmonton	N;NOM;FEM;PL	PROPN;NOM;SG
svina	vorsprung	svināt	vorsprung	N;NOM;MASC;SG	ADV
svina	führen	svināt	führen	N;NOM;MASC;SG	V;NFIN
svina	blei	svināt	blei	N;NOM;MASC;SG	
tehniskais	technische	tehnisks	technisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
zvans	klingel	zvans	klingel	N;NOM;MASC;SG	
zvans	glocken	zvans	glock	N;NOM;MASC;SG	N;NOM;PL
zvans	bell	zvans	bell	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
cinka	zink	cinka	zink	N;NOM;FEM;SG	
piešķiršanu	zuordnung	piešķiršana	zuordnung	N;ACC;FEM;SG	ADJ
piešķiršanu	namensnennung	piešķiršana	namensnennung	N;ACC;FEM;SG	ADJ
astoņus	eight	astoņi	eighen	NUM;ACC;MASC;PL	ADJ
pirkstiem	fingern	pirksts	fingern	N;DAT;MASC;PL	V;NFIN
pirkstiem	daumen	pirksts	daumen	N;DAT;MASC;PL	
pirkstiem	finger	pirksts	fanger	N;DAT;MASC;PL	
skābeklis	sauerstoff	skābeklis	sauerstoff	N;NOM;MASC;SG	PROPN;SG
linda	linda	linda	linda	PROPN;NOM;FEM;SG	PROPN;NOM;SG
kuģus	schiffen	kuģis	schiffen	N;ACC;MASC;PL	
kuģus	schiffe	kuģis	schiff	N;ACC;MASC;PL	N;NOM;NEUT;PL
hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
komiteju	ausschüsse	komiteja	ausschüssen	N;ACC;FEM;SG	
komiteju	komitee	komiteja	komit	N;ACC;FEM;SG	
administrators	admin	administrators	admin	N;NOM;MASC;SG	
administrators	administratoren	administrators	administratoren	N;NOM;MASC;SG	N;NOM;PL
administrators	administrator	administrators	administrator	N;NOM;MASC;SG	PROPN
administrators	verwaltungsrat	administrators	verwaltungsrat	N;NOM;MASC;SG	ADJ
administrators	administrator	administrators	administrator	N;NOM;MASC;SG	PROPN
administrators	verwalter	administrators	verwalter	N;NOM;MASC;SG	
administrators	administratoren	administrators	administratoren	N;NOM;MASC;SG	N;NOM;PL
impulsu	schwung	impulss	schwangen	N;ACC;MASC;SG	ADJ
impulsu	impuls	impulss	impuls	N;ACC;MASC;SG	N;NOM;SG
impulsu	dynamik	impulss	dynamik	N;ACC;MASC;SG	
mysql	mysql	mysql	mysql	N	PROPN;NOM;SG
stari	sonnenstrahlen	stari	sonnenstrahlen	N;NOM;MASC;PL	V;NFIN
stari	strahlen	stari	strahlen	N;NOM;MASC;PL	V;NFIN
normāli	normaler	normāli	normal	ADV	ADJ
normāli	normale	normāli	normal	ADV	ADJ;NOM;FEM;PL
normāli	normalen	normāli	normal	ADV	ADJ
normāli	normales	normāli	normal	ADV	ADJ;NOM;NEUT;SG
normāli	normal	normāli	normal	ADV	ADJ
omskas	omsk	omska	omsk	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
staļins	stalin	staļins	stalin	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
alžīrijas	algerischen	alžīrija	algerisch	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;PL
alžīrijas	algerien	alžīrija	algerien	PROPN;NOM;FEM;SG	
alžīrijas	algerische	alžīrija	algerisch	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;PL
pīļu	enten	pīle	enten	N;GEN;FEM;PL	
pīļu	ente	pīle	ent	N;GEN;FEM;PL	
pīļu	duck	pīle	duck	N;GEN;FEM;PL	PROPN;NOM;SG
ogas	beeren	oga	beeren	N;NOM;FEM;PL	
plūdi	überschwemmung	plūdi	überschwemmung	N;NOM;MASC	N;NOM;FEM;SG
plūdi	fluten	plūdi	flut	N;NOM;MASC	V;FIN
plūdi	hochwasser	plūdi	hochwasser	N;NOM;MASC	
plūdi	flut	plūdi	flaten	N;NOM;MASC	
plūdi	überschwemmungen	plūdi	überschwemmingen	N;NOM;MASC	N;NOM;FEM;PL
plūdi	überschwemmung	plūdi	überschwemmung	N;NOM;MASC	N;NOM;FEM;SG
plūdi	fluten	plūdi	flut	N;NOM;MASC	V;FIN
plūdi	hochwasser	plūdi	hochwasser	N;NOM;MASC	
plūdi	überschwemmungen	plūdi	überschwemmingen	N;NOM;MASC	N;NOM;FEM;PL
plūdi	überschwemmung	plūdi	überschwemmung	N;NOM;MASC	N;NOM;FEM;SG
plūdi	fluten	plūdi	flut	N;NOM;MASC	V;FIN
plūdi	hochwasser	plūdi	hochwasser	N;NOM;MASC	
plūdi	überschwemmungen	plūdi	überschwemmingen	N;NOM;MASC	N;NOM;FEM;PL
kazu	ziegen	kazs	ziegen	N;ACC;FEM;SG	
kazu	ziege	kazs	ziehen	N;ACC;FEM;SG	
anatolijas	anatolische	anatolija	anatolisch	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
pavēle	bestellungen	pavēle	bestellingen	N;NOM;FEM;SG	N;NOM;FEM;PL
pavēle	aufträge	pavēle	aufträg	N;NOM;FEM;SG	ADJ
pavēle	befehle	pavēle	befehlen	N;NOM;FEM;SG	
identitāti	selbstverständnis	identitāte	selbstverständnis	N;ACC;FEM;SG	ADJ
identitāti	identitäten	identitāte	identität	N;ACC;FEM;SG	N;PL
identitāti	identität	identitāte	identität	N;ACC;FEM;SG	
api	api	aps	api	N	PROPN;NOM;SG
api	apis	aps	apis	N	PROPN;NOM;SG
spektra	frequenzen	spektrs	frequenz	N;NOM;MASC;SG	V;NFIN
spektra	spektrum	spektrs	spektrum	N;NOM;MASC;SG	ADJ
subtropu	subtropischen	subtrops	subtropisch	N;ACC;MASC;SG	ADJ
vectēvs	großvaters	vectēvs	großvaters	N;NOM;MASC;SG	ADJ
vectēvs	grandpa	vectēvs	grandpa	N;NOM;MASC;SG	PROPN
vectēvs	opa	vectēvs	opa	N;NOM;MASC;SG	
vectēvs	großvater	vectēvs	großvat	N;NOM;MASC;SG	ADJ
vectēvs	großvaters	vectēvs	großvaters	N;NOM;MASC;SG	ADJ
vectēvs	opa	vectēvs	opa	N;NOM;MASC;SG	
vectēvs	großvater	vectēvs	großvat	N;NOM;MASC;SG	ADJ
patlaban	aktuell	patlaban	aktuell	ADV	ADJ
patlaban	gegenwärtig	patlaban	gegenwärtig	ADV	ADJ
patlaban	momentan	patlaban	momentan	ADV	ADJ
kancelejas	schreibwaren	kanceleja	schreibwaren	N;NOM;FEM;PL	ADJ
margarita	margarita	margarita	margarita	N;NOM;FEM;SG	PROPN;NOM;SG
bite	beißen	bite	beißen	N;NOM;FEM;SG	V;NFIN
bite	bissen	bite	bissen	N;NOM;FEM;SG	
bite	beißt	bite	beißen	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
bite	biss	bite	beßiesen	N;NOM;FEM;SG	
bite	bienenzucht	bite	bienenzucht	N;NOM;FEM;SG	
bite	biene	bite	bienen	N;NOM;FEM;SG	
bite	bienen	bite	bienen	N;NOM;FEM;SG	
bite	bee	bite	bee	N;NOM;FEM;SG	PROPN;NOM;SG
labot	edit	labot	edit	V;POS;NFIN	
labot	bearbeitung	labot	bearbeitung	V;POS;NFIN	N;NOM;FEM;SG
mehmeds	mehmet	mehmeds	mehmen	N;NOM;MASC;SG	PROPN
mehmeds	mehmed	mehmeds	mehmed	N;NOM;MASC;SG	PROPN;NOM;SG
zeppelin	zeppelin	zeppelin	zeppelin	PROPN	PROPN;NOM;SG
debesis	himmel	debess	himmel	N;NOM;FEM;PL	
debesis	himmel	debess	himmel	N;NOM;FEM;PL	
debesis	heaven	debess	heaven	N;NOM;FEM;PL	PROPN;NOM;SG
debesis	himmlisch	debess	himmlisch	N;NOM;FEM;PL	ADJ
debesis	himmel	debess	himmel	N;NOM;FEM;PL	
debesis	sky	debess	sky	N;NOM;FEM;PL	
debesis	himmel	debess	himmel	N;NOM;FEM;PL	
ģimenēm	familien	ģimene	familien	N;DAT;FEM;PL	V;IND;PL;3;FIN
krāteris	mondkrater	krāteris	mondkrater	N;NOM;MASC;SG	ADJ
krāteris	kraters	krāteris	kraters	N;NOM;MASC;SG	ADV
krāteris	krater	krāteris	krat	N;NOM;MASC;SG	ADJ
padarīt	make	padarīt	maken	V;POS;NFIN	PROPN
ieslodzīto	gefangener	ieslodzīt	gefangen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ
ieslodzīto	gefangene	ieslodzīt	gefangen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
ieslodzīto	gefangenen	ieslodzīt	gefangen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
ieslodzīto	gefangenschaft	ieslodzīt	gefangenschaft	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ
ieslodzīto	gefangener	ieslodzīt	gefangen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ
ieslodzīto	gefangene	ieslodzīt	gefangen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
ieslodzīto	gefangenen	ieslodzīt	gefangen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
ieslodzīto	häftlinge	ieslodzīt	häftlinge	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	
ieslodzīto	häftlingen	ieslodzīt	häftlingen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	
riks	rick	rikt	racken	PROPN;NOM;MASC;SG	PROPN;NOM;SG
taisni	straight	taisni	straight	ADV	ADJ
taisni	hetero	taisni	hetero	ADV	ADJ
taisni	direkt	taisni	direkt	ADV	ADJ
taisni	geradeaus	taisni	geradeaus	ADV	ADJ
saistība	relation	saistība	relation	N;NOM;FEM;SG	
saistība	beziehungen	saistība	beziehungen	N;NOM;FEM;SG	N;NOM;FEM;PL
saistība	verhältnis	saistība	verhältnis	N;NOM;FEM;SG	V;NFIN
zaudējums	verlust	zaudējums	verlusen	N;NOM;MASC;SG	
zaudējums	verluste	zaudējums	verlust	N;NOM;MASC;SG	ADJ
bēgt	flucht	bēgt	fluchen	V;POS;NFIN	N
patiešām	tatsächlich	patiešām	tatsächlich	PART	ADJ
patiešām	wahrhaft	patiešām	wahrhaft	PART	
patiešām	wirklich	patiešām	wirklich	PART	ADV
patiešām	wahrhaftig	patiešām	wahrhaftig	PART	ADJ
patiešām	echt	patiešām	echt	PART	ADJ
patiešām	wirklich	patiešām	wirklich	PART	ADV
divstāvu	bunk	divstāva	bunk	N;NOM;MASC;SG	
divstāvu	bett	divstāva	bett	N;NOM;MASC;SG	
poters	potter	poters	pott	N;NOM;MASC;SG	PROPN;NOM;SG
molekulā	moleküle	molekula	molekül	N;ESS;MASC;SG	
kokus	bäumen	koks	bäumen	N;ACC;MASC;PL	
kokus	bäume	koks	bäumen	N;ACC;MASC;PL	N;NOM;MASC;PL
borussia	borussia	borussis	borussia	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kristālu	crystal	kristāls	crystal	N;ACC;MASC;SG	PROPN
kristālu	kristalle	kristāls	kristall	N;ACC;MASC;SG	ADJ;NOM
kristālu	kristall	kristāls	kristall	N;ACC;MASC;SG	
zebras	zebras	zebra	zebras	N;NOM;MASC;PL	
plātnes	kennzeichen	plātne	kennzeichen	N;NOM;FEM;PL	
plātnes	teller	plātne	teller	N;NOM;FEM;PL	
plātnes	platten	plātne	platt	N;NOM;FEM;PL	V;NFIN
plātnes	platten	plātne	platt	N;NOM;FEM;PL	V;NFIN
eiropieši	europäer	eiropietis	Europäer	N;NOM;MASC;PL	ADJ
skan	töne	skanēt	tönen	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;PL
skan	sounds	skanēt	sounds	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ
skan	klänge	skanēt	klänge	V;FH;IND;3;POS;PRS;FIN;ACT	
skan	geräusche	skanēt	geräusch	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM
zarnas	innereien	zarna	innereien	N;NOM;FEM;PL	V;NFIN
zarnas	eingeweide	zarna	eingeweide	N;NOM;FEM;PL	ADJ;NOM
zarnas	darm	zarna	darm	N;NOM;FEM;PL	
zarnas	gehäuse	zarna	gehäus	N;NOM;FEM;PL	
zarnas	hüllen	zarna	hüllen	N;NOM;FEM;PL	V;NFIN
zarnas	darm	zarna	darm	N;NOM;FEM;PL	
zarnas	darm	zarna	darm	N;NOM;FEM;PL	
zarnas	eingeweide	zarna	eingeweide	N;NOM;FEM;PL	ADJ;NOM
rakstot	schriftlich	rakstīt	schriftlich	V;V.CVB	ADJ
produkta	produkte	produkts	produkt	N;GEN;MASC;SG	N;NOM;NEUT;PL
produkta	erzeugnis	produkts	erzeugnis	N;GEN;MASC;SG	
ārsti	mediziner	ārsts	medizin	N;NOM;MASC;PL	ADJ
ārsti	arzt	ārsts	arzen	N;NOM;MASC;PL	N;SG
ārsti	ärzten	ārsts	ärzt	N;NOM;MASC;PL	V;FIN
ārsti	ärzten	ārsts	ärzt	N;NOM;MASC;PL	V;FIN
ārsti	arzt	ārsts	arzen	N;NOM;MASC;PL	N;SG
indivīdi	einzelpersonen	indivīds	einzelperson	N;NOM;MASC;PL	ADJ
indivīdi	privatpersonen	indivīds	privatpersonen	N;NOM;MASC;PL	ADJ
indivīdi	individuen	indivīds	individuen	N;NOM;MASC;PL	
bruņu	gepanzerte	bruņa	gepanzert	N;NOM;MASC;SG	ADJ;SG
plāni	pläne	plāns	pläne	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
plāni	planungen	plāns	planung	ADJ;NOM;MASC;PL	V;NFIN
plāni	plänen	plāns	plänen	ADJ;NOM;MASC;PL	V;NFIN
valentīna	valentina	valentīna	valentina	N;NOM;FEM;SG	PROPN;SG
valentīna	valentin	valentīna	valentin	N;NOM;FEM;SG	PROPN
valentīna	valentinstag	valentīna	valentinstag	N;NOM;FEM;SG	
valentīna	valentine	valentīna	valentine	N;NOM;FEM;SG	
dimanta	diamond	dimanta	diamond	N;NOM;MASC;SG	
dimanta	diamant	dimanta	diamant	N;NOM;MASC;SG	ADJ
dimanta	diamanten	dimanta	diamant	N;NOM;MASC;SG	V;NFIN
ilgāku	längere	ilgs	lang	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;FEM;SG
debesīm	himmel	debess	himmel	N;DAT;FEM;PL	
debesīm	heaven	debess	heaven	N;DAT;FEM;PL	PROPN;NOM;SG
debesīm	himmlisch	debess	himmlisch	N;DAT;FEM;PL	ADJ
reģistrā	registrieren	reģistrs	registrieren	N;ESS;MASC;SG	V;NFIN
reģistrā	register	reģistrs	register	N;ESS;MASC;SG	
reģistrā	eintragen	reģistrs	eintragen	N;ESS;MASC;SG	V;NFIN
reģistrā	anmeldung	reģistrs	anmeldung	N;ESS;MASC;SG	ADJ
reģistrā	anmelden	reģistrs	anmelden	N;ESS;MASC;SG	V;NFIN
reģistrā	registrierung	reģistrs	Registrierung	N;ESS;MASC;SG	ADJ
pieņemti	akzeptierte	pieņemt	akzeptieren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
kolumbija	columbia	kolumbija	columbia	N;NOM;FEM;SG	PROPN
kolumbija	kolumbien	kolumbija	kolumbien	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG
kolumbija	kolumbien	kolumbija	kolumbien	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG
zemā	niedrige	zems	niedrig	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
zemā	low	zems	low	ADJ;NOM;FEM;SG	
nometņu	lager	nometne	lager	N;GEN;FEM;PL	ADJ
nometņu	camps	nometne	camps	N;GEN;FEM;PL	
nometņu	lagern	nometne	lagern	N;GEN;FEM;PL	V;NFIN
vāja	schwache	vāja	schwach	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
radinieks	relative	radinieks	relativ	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
radinieks	relativ	radinieks	relativ	N;NOM;MASC;SG	ADJ
radinieks	relativer	radinieks	relativ	N;NOM;MASC;SG	ADJ
radinieks	verwandte	radinieks	verwenden	N;NOM;MASC;SG	
saīsinājums	kürzel	saīsinājums	kürzel	N;NOM;MASC;SG	
saīsinājums	abkürzung	saīsinājums	abkürzung	N;NOM;MASC;SG	ADJ
saīsinājums	abkürzungen	saīsinājums	abkürzingen	N;NOM;MASC;SG	V;NFIN
mērija	mary	mērija	mary	N;NOM;FEM;SG	PROPN;NOM;SG
mērija	maria	mērija	maria	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
monarhijas	monarchien	monarhija	monarchien	N;NOM;FEM;PL	ADJ
motorola	motorola	motorols	motorola	N;NOM;MASC;SG	PROPN;NOM;SG
govs	kühen	govs	kühen	N;NOM;FEM;SG	V;NFIN
govs	kühe	govs	küh	N;NOM;FEM;SG	
govs	kuh	govs	kuh	N;NOM;FEM;SG	
lokomotīves	lokomotiven	lokomotīve	lokomotiv	N;NOM;FEM;PL	ADJ;NOM;PL
versaļas	versailles	versaļa	versailles	N;NOM;FEM;PL	PROPN;NOM;NEUT;SG
nightwish	nightwish	nightwish	nightwish	PROPN;NOM	PROPN;NOM;SG
atiet	abreise	atiet	abreise	V;POS;NFIN	ADJ
atiet	abflug	atiet	abflagen	V;POS;NFIN	
saglabāšanu	bewahrung	saglabāšana	bewahrung	N;ACC;FEM;SG	
saglabāšanu	aufbewahrung	saglabāšana	aufbewahrung	N;ACC;FEM;SG	PROPN
saglabāšanu	konservierung	saglabāšana	konservierung	N;ACC;FEM;SG	N;NOM;FEM;SG
pretrunā	quoten	pretruna	quoten	N;ESS;FEM;SG	N;PL
pretrunā	chancen	pretruna	chancen	N;ESS;FEM;SG	V;NFIN
pretrunā	wahrscheinlichkeiten	pretruna	wahrscheinlichkeiten	N;ESS;FEM;SG	N;NOM;FEM;PL
pretrunā	quote	pretruna	quot	N;ESS;FEM;SG	
apakšklase	unterklasse	apakšklase	unterklasse	N;NOM;FEM;PL	
palielināts	erhöhte	palielināt	erhöhen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;SG
definīcijas	definition	definīcija	definition	N;NOM;FEM;PL	ADJ
definīcijas	begriffsbestimmung	definīcija	begriffsbestimmung	N;NOM;FEM;PL	ADJ
definīcijas	definitionen	definīcija	definition	N;NOM;FEM;PL	V;NFIN
santjago	santiago	santjagot	santiago	N	PROPN
konvenciju	abkommen	konvencija	abkommen	N;ACC;FEM;SG	V;NFIN
konvenciju	übereinkommen	konvencija	übereinkommen	N;ACC;FEM;SG	V;NFIN
konvenciju	konvent	konvencija	konvent	N;ACC;FEM;SG	
konvenciju	konvention	konvencija	konvention	N;ACC;FEM;SG	
turciju	türkei	turcija	türkei	PROPN;ACC;FEM;SG	PROPN
renē	rené	renēt	rené	PROPN	PROPN;NOM;MASC;SG
renē	rene	renēt	rene	PROPN	PROPN;NOM;SG
renē	renee	renēt	rene	PROPN	PROPN;NOM;SG
renē	rené	renēt	rené	PROPN	PROPN;NOM;MASC;SG
renē	rene	renēt	rene	PROPN	PROPN;NOM;SG
izpausmes	erscheinungen	izpausme	erscheinung	N;NOM;FEM;PL	V;NFIN
izpausmes	ausprägungen	izpausme	ausprägungen	N;NOM;FEM;PL	V;NFIN
izpausmes	erscheinungsformen	izpausme	erscheingsformen	N;NOM;FEM;PL	V;NFIN
pjotrs	pjotr	pjotrs	pjotr	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pozitīvas	positives	pozitīva	positiv	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
albedo	albedo	albeda	albedo	N	
komunikāciju	kommunikation	komunikācija	kommunikation	N;ACC;FEM;SG	PROPN
komunikāciju	nachrichtenübermittlung	komunikācija	nachrichtenübermittlung	N;ACC;FEM;SG	ADJ
komunikāciju	fernmeldewesen	komunikācija	fernmeldewesen	N;ACC;FEM;SG	ADJ;NOM
komunikāciju	mitteilungen	komunikācija	mitteilung	N;ACC;FEM;SG	V;NFIN
palielinot	wachsende	palielināt	wachsend	V;V.CVB	ADJ;NOM;FEM;PL
sekcijas	autopsie	sekcija	autopsie	N;NOM;FEM;PL	
sekcijas	buchten	sekcija	buchen	N;NOM;FEM;PL	V;NFIN
sekcijas	abschnitte	sekcija	abschneiden	N;NOM;FEM;PL	
emīlija	emilia	emīlija	emilia	N;NOM;FEM;SG	PROPN;NOM;SG
emīlija	emilie	emīlija	emilie	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
emīlija	emily	emīlija	emily	N;NOM;FEM;SG	PROPN;NOM;SG
komentāri	anmerkungen	komentārs	anmerkingen	N;NOM;MASC;PL	V;NFIN
komentāri	kommentare	komentārs	kommentar	N;NOM;MASC;PL	ADJ;NOM;FEM;SG
komentāri	bemerkungen	komentārs	bemerkungen	N;NOM;MASC;PL	V;NFIN
komentāri	kommentar	komentārs	kommentar	N;NOM;MASC;PL	ADJ
capri	capri	capri	capri		PROPN;NOM;SG
lūgšanas	gebet	lūgšana	beten	N;NOM;FEM;PL	
lūgšanas	gebets	lūgšana	gebets	N;NOM;FEM;PL	
lūgšanas	gebete	lūgšana	geben	N;NOM;FEM;PL	
lūgšanas	beten	lūgšana	beten	N;NOM;FEM;PL	V;NFIN
lūgšanas	gebetet	lūgšana	beten	N;NOM;FEM;PL	V;V.PTCP
lūgšanas	gebet	lūgšana	beten	N;NOM;FEM;PL	
lūgšanas	gebets	lūgšana	gebets	N;NOM;FEM;PL	
lūgšanas	gebete	lūgšana	geben	N;NOM;FEM;PL	
lūgšanas	gebetet	lūgšana	beten	N;NOM;FEM;PL	V;V.PTCP
lūgšanas	gebeten	lūgšana	bitten	N;NOM;FEM;PL	V;V.PTCP
bmw	bmw	bmn	bmw	N	PROPN;NOM
kontinentālā	continental	kontinentāla	continental	ADJ;NOM;FEM;SG	
kontinentālā	kontinentale	kontinentāla	kontinental	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
kontinentālā	kontinent	kontinentāla	kontinent	ADJ;NOM;FEM;SG	
reforma	reformieren	reforma	reformieren	N;NOM;FEM;SG	V;NFIN
reforma	reformen	reforma	reformen	N;NOM;FEM;SG	V;NFIN
reforma	reform	reforma	reform	N;NOM;FEM;SG	
vietējais	lokale	vietējs	lokal	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
vietējais	lokalen	vietējs	lokal	ADJ;NOM;MASC;SG	ADJ;NOM;PL
vietējais	einheimische	vietējs	einheimisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
vietējais	native	vietējs	nativ	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
prefektūras	präfekturen	prefektūra	präfekturen	N;NOM;FEM;PL	ADJ
melnkalnes	montenegrinischen	melnkalne	montenegrinischen	N;NOM;FEM;PL	ADJ;NOM;PL
laboratorija	laboruntersuchungen	laboratorija	laboruntersuchungen	N;NOM;FEM;SG	N;NOM;FEM;PL
laboratorija	laboratorium	laboratorija	laboratorium	N;NOM;FEM;SG	ADJ
laboratorija	labor	laboratorija	labor	N;NOM;FEM;SG	
