til	для	til	для	ADV	ADP;GEN
dette	цей	denne	цей	PRO;NEUT;SG	DET;NOM;MASC;SG
dette	ця	denne	цей	PRO;NEUT;SG	DET;NOM;FEM;SG
deres	їхньому	deres	їхній	DET;3	PRO;DAT;SG;3
deres	їхня	deres	їхній	DET;3	PRO;NOM;FEM;SG;3
deres	їхній	deres	їхній	DET;3	
alle	усі	al	увесь	ADJ;PL	DET;NOM;PL
alle	всі	al	весь	ADJ;PL	DET;NOM;PL
alle	все	al	все	ADJ;PL	PRO;INAN;NOM;NEUT;SG
alle	всіх	al	всі	ADJ;PL	PRO;ANIM;ACC
alle	всім	al	всі	ADJ;PL	PRO;ANIM;DAT
alle	усіх	al	увесь	ADJ;PL	DET;GEN;PL
alle	усі	al	увесь	ADJ;PL	DET;NOM;PL
alle	усім	al	усе	ADJ;PL	PRO;INAN;INS;NEUT;SG
alle	всіх	al	всі	ADJ;PL	PRO;ANIM;ACC
danmark	данія	danmark	данія		ADJ;PFV;NOM;SG;V.PTCP;PASS
danmark	данії	danmark	данія		ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
mange	багато	mange	багато	ADJ;PL	ADV
mange	багатьох	mange	багато	ADJ;PL	DET;ACC
danske	данська	dansk	данський	ADJ;PL	ADJ;NOM;FEM;SG
senere	потому	senere	потому	ADV;CMPR	
kun	лише	kun	лише	ADV	PART
kun	тільки	kun	тільки	ADV	PART
dog	однак	dog	однак	ADV	CONJ
tidligere	колишні	tidligere	колишній	ADV;CMPR	ADJ;NOM;PL
tidligere	колишній	tidligere	колишній	ADV;CMPR	ADJ;NOM;MASC;SG
tidligere	попереднє	tidligere	попередній	ADV;CMPR	ADJ;NOM;NEUT;SG
tidligere	попередні	tidligere	попередній	ADV;CMPR	ADJ;NOM;PL
tidligere	попередній	tidligere	попередній	ADV;CMPR	ADJ;NOM;MASC;SG
tidligere	попередня	tidligere	попередній	ADV;CMPR	ADJ;NOM;FEM;SG
siden	відколи	siden	відколи	ADV	
siden	сторінку	siden	сторінка	ADV	N;INAN;ACC;FEM;SG
siden	сторінка	siden	сторінка	ADV	N;INAN;NOM;FEM;SG
siden	сторінки	siden	сторінка	ADV	N;INAN;NOM;FEM;PL
siden	пейдж	siden	пейдж	ADV	PROPN;ANIM;NOM;MASC;SG
skal	повинен	skulle	повинний	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG
skal	слід	skulle	слід	V;IND;PRS;FIN;ACT	ADV
skal	повинно	skulle	повинно	V;IND;PRS;FIN;ACT	ADV
skal	should	skulle	should	V;IND;PRS;FIN;ACT	
skal	оболонка	skulle	оболонка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
skal	оболонки	skulle	оболонка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
skal	shall	skulle	shall	V;IND;PRS;FIN;ACT	
skal	повинен	skulle	повинний	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG
have	садку	have	садка	V;NFIN;ACT	N;INAN;DAT;MASC;SG
have	садок	have	садка	V;NFIN;ACT	N;INAN;NOM;MASC;SG
have	сад	have	сад	V;NFIN;ACT	N;INAN;NOM;MASC;SG
have	have	have	have	V;NFIN;ACT	
store	велике	stor	великий	ADJ;PL	ADJ;NOM;NEUT;SG
store	велика	stor	великий	ADJ;PL	ADJ;NOM;FEM;SG
store	великий	stor	великий	ADJ;PL	ADJ;NOM;MASC;SG
store	біг	stor	бігти	ADJ;PL	V;IPFV;MASC;IND;SG;PST;FIN
meget	дуже	meget	дуже	ADJ;INDF;SG	ADV
meget	багато	meget	багато	ADJ;INDF;SG	ADV
meget	сильно	meget	сильно	ADJ;INDF;SG	ADV
været	були	være	бути	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
samme	збігається	samme	збігатися	ADJ	V;IPFV;IND;SG;3;PRS;FIN
samme	same	samme	same	ADJ	
samme	самий	samme	самий	ADJ	DET;NOM;MASC;SG;REFL
vil	воля	ville	воля	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
vil	буде	ville	бути	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;FUT;FIN
vil	будуть	ville	бути	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;FUT;FIN
seed	насіння	seed	насіння		N;INAN;NOM;NEUT;SG
seed	потомство	seed	потомство		N;INAN;NOM;NEUT;SG
ham	постане	han	постане	PRO;ACC;MASC+FEM;SG;3	V;PFV;IND;SG;3;FUT;FIN
ham	йому	han	він	PRO;ACC;MASC+FEM;SG;3	PRO;DAT;MASC;SG;3
ham	ним	han	він	PRO;ACC;MASC+FEM;SG;3	PRO;INS;MASC;SG;3
omkring	інфо	omkring	інфо	ADV	
omkring	про	omkring	про	ADV	ADP;ACC
omkring	щодо	omkring	щодо	ADV	ADP;GEN
omkring	around	omkring	around	ADV	
omkring	навколо	omkring	навколо	ADV	
blevet	був	blive	бути	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
blevet	було	blive	бути	V;INDF;SG;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
blevet	були	blive	бути	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
selv	навіть	selv	навіть	PRO	PART
selv	даже	selv	даже	PRO	
københavn	копенгаген	københavn	копенгаген	PROPN	PROPN;INAN;NOM;MASC;SG
kom	come	komme	come	V;IND;PST;FIN;ACT	
kom	приходь	komme	приходити	V;IND;PST;FIN;ACT	V;IPFV;IMP;SG;2;FIN
kom	приходьте	komme	приходити	V;IND;PST;FIN;ACT	V;IPFV;IMP;PL;2;FIN
skulle	повинен	skulle	повинний	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG
skulle	слід	skulle	слід	V;IND;PST;FIN;ACT	ADV
skulle	повинно	skulle	повинно	V;IND;PST;FIN;ACT	ADV
skulle	should	skulle	should	V;IND;PST;FIN;ACT	
and	качки	and	качка		N;ANIM;NOM;FEM;PL
and	качка	and	качка		N;ANIM;NOM;FEM;SG
tre	тре	tre	тре	NUM	
tre	втрьох	tre	втріх	NUM	N;ANIM;NOM;MASC;PL
tre	трійка	tre	трійка	NUM	N;INAN;NOM;FEM;SG
disse	ці	denne	цей	PRO;PL	DET;NOM;PL
nogle	деякі	nogen	деякий	PRO;PL	DET;NOM;PL
nogle	якесь	nogen	якийсь	PRO;PL	DET;NOM;NEUT;SG
nogle	якийсь	nogen	якийсь	PRO;PL	DET;NOM;MASC;SG
nogle	трохи	nogen	трохи	PRO;PL	ADV
maj	травнева	maj	травневий	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
maj	травневі	maj	травневий	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
maj	травні	maj	травень	N;INDF;MASC+FEM;SG	ADV
anden	другий	anden	другий	PRO;MASC+FEM;SG	ADJ;NOM;MASC;SG
anden	друге	anden	другий	PRO;MASC+FEM;SG	ADJ;NOM;NEUT;SG
anden	друга	anden	друг	PRO;MASC+FEM;SG	N;INAN;NOM;FEM;SG
anden	секунда	anden	секунда	PRO;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mens	поки	mens	поки	CONJ	ADV
andet	другий	anden	другий	PRO;NEUT;SG	ADJ;NOM;MASC;SG
andet	друге	anden	другий	PRO;NEUT;SG	ADJ;NOM;NEUT;SG
andet	друга	anden	друг	PRO;NEUT;SG	N;INAN;NOM;FEM;SG
andet	секунда	anden	секунда	PRO;NEUT;SG	N;INAN;NOM;FEM;SG
andet	інший	anden	інший	PRO;NEUT;SG	DET;NOM;MASC;SG
andet	інша	anden	інший	PRO;NEUT;SG	DET;NOM;FEM;SG
andet	інші	anden	інший	PRO;NEUT;SG	DET;NOM;PL
andet	інше	anden	інший	PRO;NEUT;SG	DET;NOM;NEUT;SG
andet	інших	anden	інший	PRO;NEUT;SG	DET;GEN;PL
dag	даг	dag	даг	N;INDF;MASC+FEM;SG	
tilbage	back	tilbage	back	ADV	
tilbage	повернулася	tilbage	повернутися	ADV	V;PFV;FEM;IND;SG;PST;FIN
tilbage	спина	tilbage	спина	ADV	N;INAN;NOM;FEM;SG
kommune	комуни	kommune	комуна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
cest	cest	cest	cest		
død	death	død	death	N;INDF;MASC+FEM;SG	
død	смерті	død	смерть	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
død	помер	død	померти	N;INDF;MASC+FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
død	померла	død	померти	N;INDF;MASC+FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
død	мертвий	død	мертвий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
død	dead	død	dead	N;INDF;MASC+FEM;SG	
dem	їм	de	вони	PRO;ACC;PL;3	PRO;DAT;PL;3
dem	комплектів	de	комплект	PRO;ACC;PL;3	N;INAN;GEN;MASC;PL
august	серпні	august	серпень	N;INDF;MASC+FEM;SG	ADV
forskellige	different	forskellig	different	ADJ;PL	
forskellige	інше	forskellig	інший	ADJ;PL	DET;NOM;NEUT;SG
nye	нове	ny	новий	ADJ;PL	ADJ;NOM;NEUT;SG
nye	нова	ny	новий	ADJ;PL	ADJ;NOM;FEM;SG
nye	новий	ny	новий	ADJ;PL	ADJ;NOM;MASC;SG
nye	створити	ny	створити	ADJ;PL	V;PFV;NFIN
både	човни	både	човен	ADV	N;ANIM;NOM;MASC;PL
både	човнів	både	човен	ADV	N;INAN;GEN;MASC;PL
både	обоє	både	обоє	ADV	NUM;NOM
både	обидва	både	обидва	ADV	NUM;NOM;MASC
både	обох	både	обидва	ADV	NUM;ACC
både	обидві	både	обидва	ADV	NUM;NOM;FEM
både	обом	både	обоє	ADV	
januar	січні	januar	січень	N;INDF;MASC+FEM;SG	ADV
gennem	via	gennem	via	ADV	
gennem	віа	gennem	віа	ADV	
gennem	через	gennem	через	ADV	ADP;ACC
gennem	крізь	gennem	крізь	ADV	
gennem	через	gennem	через	ADV	ADP;ACC
gennem	передивився	gennem	передивитися	ADV	V;PFV;MASC;IND;SG;PST;FIN
stor	великі	stor	великий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
stor	великих	stor	великий	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;ACC;PL
stor	великі	stor	великий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
stor	біг	stor	бігти	ADJ;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
stor	чудово	stor	чудово	ADJ;INDF;MASC+FEM;SG	ADV
usa	америка	usa	америка	PROPN	PROPN;INAN;NOM;FEM;SG
usa	сша	usa	сШа	PROPN	PROPN;INAN;GEN
usa	usa	usa	usa	PROPN	
uden	без	uden	без	ADV	ADP;GEN
hold	команди	holde	команда	V;IMP	N;INAN;NOM;FEM;PL
hold	команда	holde	команда	V;IMP	N;INAN;NOM;FEM;SG
når	коли	når	коли	CONJ	ADV
juni	juni	juni	juni	N;INDF;MASC+FEM;SG	
juni	червні	juni	червень	N;INDF;MASC+FEM;SG	ADV
kendt	відомі	kendt	відомий	ADJ;INDF;SG	ADJ;NOM;PL
kendt	знамениті	kendt	знаменитий	ADJ;INDF;SG	ADJ;NOM;PL
før	перед	før	перед	ADV	ADP;INS
før	before	før	before	ADV	
hvilket	какой	hvilken	какой	PRO;NEUT;SG	
hvilket	який	hvilken	який	PRO;NEUT;SG	DET;NOM;MASC;SG
hvilket	які	hvilken	який	PRO;NEUT;SG	DET;NOM;PL
hvilket	яке	hvilken	який	PRO;NEUT;SG	DET;NOM;NEUT;SG
hvilket	яка	hvilken	який	PRO;NEUT;SG	DET;NOM;FEM;SG
sogn	парафії	sogn	парафія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
september	вересні	september	вересень	N;INDF;MASC+FEM;SG	ADV
mest	більшість	mest	більшість	ADV;RL	N;INAN;NOM;FEM;SG
april	квітні	april	квітний	N;INDF;MASC+FEM;SG	ADV
oktober	жовтні	oktober	жовтень	N;INDF;MASC+FEM;SG	ADV
marts	березні	marts	березень	N;INDF;MASC+FEM;SG	ADV
juli	липні	juli	липень	N;INDF;MASC+FEM;SG	ADV
juli	juli	juli	juli	N;INDF;MASC+FEM;SG	
række	рядками	række	рядок	N;INDF;MASC+FEM;SG	N;INAN;INS;MASC;PL
række	рядків	række	рядок	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
række	черевички	række	черевичка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
række	рядки	række	рядок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
derfor	отже	derfor	отже	ADV	PART
derfor	отже	derfor	отже	ADV	PART
style	стиль	style	стиль		N;INAN;NOM;MASC;SG
december	грудні	december	грудний	N;INDF;MASC+FEM;SG	ADV
jpg	jpg	jpg	jpg		
ville	would	ville	would	V;IND;PST;FIN;ACT	
først	перша	først	перший	ADV	ADJ;NOM;FEM;SG
først	перший	først	перший	ADV	ADJ;NOM;MASC;SG
mål	цілі	mål	цілий	N;INDF;NEUT;SG	ADJ;NOM;PL
mål	голи	mål	голий	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
mål	цілей	mål	ціль	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
film	films	film	films	N;INDF;MASC+FEM;PL	
film	знімали	film	знімати	N;INDF;MASC+FEM;PL	V;IPFV;IND;PL;PST;FIN
film	кіно	film	кіно	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
film	фільм	film	фільм	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
film	плівка	film	плівка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
film	фільм	film	фільм	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
film	кіно	film	кіно	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
noget	дещо	nogen	дещо	PRO;NEUT;SG	ADV
tyske	німецька	tysk	німецький	ADJ;PL	ADJ;NOM;FEM;SG
tyske	німець	tysk	німець	ADJ;PL	N;ANIM;NOM;MASC;SG
tyske	герман	tysk	герман	ADJ;PL	PROPN;ANIM;NOM;MASC;SG
tyske	німецькою	tysk	німецький	ADJ;PL	ADJ;INS;FEM;SG
tyske	німецький	tysk	німецький	ADJ;PL	ADJ;NOM;MASC;SG
indtil	доки	indtil	доки	CONJ	ADV
indtil	до	indtil	до	CONJ	ADP;GEN
indtil	поки	indtil	поки	CONJ	ADV
februar	лютий	februar	лютий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
fire	четвірка	fire	четвірка	NUM	N;INAN;NOM;FEM;SG
vandt	вон	vinde	вона	V;IND;PST;FIN;ACT	
inden	перед	inden	перед	ADV	ADP;INS
inden	before	inden	before	ADV	
mindre	меншим	mindre	менший	ADV;CMPR	ADJ;INS;RL;NEUT;SG
mindre	менша	mindre	менший	ADV;CMPR	ADJ;NOM;RL;FEM;SG
mindre	менший	mindre	менший	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
mindre	менші	mindre	менші	ADV;CMPR	ADJ;NOM;RL;PL
mindre	мінор	mindre	мінор	ADV;CMPR	
mindre	незначна	mindre	незначний	ADV;CMPR	ADJ;NOM;FEM;SG
mindre	молодший	mindre	молодший	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
mindre	незначний	mindre	незначний	ADV;CMPR	ADJ;NOM;MASC;SG
mindre	молодші	mindre	молодший	ADV;CMPR	ADJ;NOM;RL;PL
christian	християни	christian	християнин		N;ANIM;NOM;MASC;PL
christian	християнин	christian	християнин		N;ANIM;NOM;MASC;SG
christian	крістіан	christian	крістіан		N;ANIM;NOM;MASC;SG
christian	християнський	christian	християнський		ADJ;NOM;MASC;SG
christian	християнська	christian	християнський		ADJ;NOM;FEM;SG
frem	переслати	frem	переслати	ADV	V;PFV;NFIN
frem	вперед	frem	вперед	ADV	
frem	пересилання	frem	пересилання	ADV	N;INAN;NOM;NEUT;SG
største	найбільший	stor	найбільший	ADJ;DEF;RL	ADJ;NOM;CMPR;MASC;SG
største	greatest	stor	greatest	ADJ;DEF;RL	
cet	cet	cet	cet		
alt	everything	al	everything	ADJ;NEUT;SG	
alt	все	al	все	ADJ;NEUT;SG	PRO;INAN;NOM;NEUT;SG
alt	усе	al	усе	ADJ;NEUT;SG	PRO;INAN;NOM;NEUT;SG
alt	усі	al	увесь	ADJ;NEUT;SG	DET;NOM;PL
alt	всі	al	весь	ADJ;NEUT;SG	DET;NOM;PL
alt	все	al	все	ADJ;NEUT;SG	PRO;INAN;NOM;NEUT;SG
alt	всіх	al	всі	ADJ;NEUT;SG	PRO;ANIM;ACC
side	сторінки	side	сторінка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
side	пейдж	side	пейдж	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
side	збоку	side	збоку	N;INDF;MASC+FEM;SG	ADV
side	бічна	side	бічний	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
side	сторони	side	сторона	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
større	більше	stor	більше	ADJ;CMPR	ADV;CMPR
større	точніше	stor	точніше	ADJ;CMPR	ADV;CMPR
større	більшим	stor	більший	ADJ;CMPR	ADJ;INS;RL;NEUT;SG
større	більші	stor	більший	ADJ;CMPR	ADJ;NOM;RL;PL
større	більше	stor	більше	ADJ;CMPR	ADV;CMPR
større	більша	stor	більший	ADJ;CMPR	ADJ;NOM;RL;FEM;SG
tog	потяг	tage	потягти	V;IND;PST;FIN;ACT	N;INAN;NOM;MASC;SG
tog	поїзд	tage	поїзд	V;IND;PST;FIN;ACT	N;INAN;NOM;MASC;SG
tog	перевізників	tage	перевізник	V;IND;PST;FIN;ACT	N;ANIM;ACC;MASC;PL
tog	потяги	tage	потяг	V;IND;PST;FIN;ACT	N;INAN;NOM;MASC;PL
tog	поїзди	tage	поїзд	V;IND;PST;FIN;ACT	N;INAN;NOM;MASC;PL
amerikansk	американець	amerikansk	американець	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
amerikansk	американські	amerikansk	американський	ADJ;INDF;SG	ADJ;NOM;PL
lille	малі	lille	малий	ADJ;SG	ADJ;NOM;PL
lille	маленькі	lille	маленький	ADJ;SG	ADJ;NOM;PL
lille	маленькі	lille	маленький	ADJ;SG	ADJ;NOM;PL
lille	лілль	lille	лілль	ADJ;SG	PROPN;INAN;NOM;MASC;SG
not	не	not	не		PART;NEG
not	not	not	not		
hendes	її	hendes	вона	DET;3	PRO;ACC;FEM;SG;3
hendes	her	hendes	her	DET;3	
hendes	нею	hendes	вона	DET;3	PRO;INS;FEM;SG;3
hendes	її	hendes	вона	DET;3	PRO;ACC;FEM;SG;3
hendes	їй	hendes	вона	DET;3	PRO;DAT;FEM;SG;3
von	фон	von	фон		
hvad	що	hvad	що	PRO;SG	PRO;INAN;NOM;NEUT;SG
hvad	яка	hvad	який	PRO;SG	DET;NOM;FEM;SG
hvad	чим	hvad	що	PRO;SG	PRO;INAN;INS;NEUT;SG
nord	північна	nord	північний	N;INDF	ADJ;NOM;FEM;SG
nord	норт	nord	норт	N;INDF	PROPN;INAN;NOM;MASC;SG
nord	північний	nord	північний	N;INDF	ADJ;NOM;MASC;SG
nord	nord	nord	nord	N;INDF	
kort	карта	kort	карта	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
kort	мапа	kort	мапа	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
kort	short	kort	short	ADJ;INDF;SG	
kort	скорочено	kort	скорочити	ADJ;INDF;SG	V;PFV;IND;0;FIN
kort	короткі	kort	короткий	ADJ;INDF;SG	ADJ;NOM;PL
kort	карти	kort	карта	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
kort	мапи	kort	мапа	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
kort	картах	kort	карта	ADJ;INDF;SG	N;INAN;DAT;FEM;PL
kort	карт	kort	карта	ADJ;INDF;SG	N;INAN;GEN;FEM;PL
kort	карти	kort	карта	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
kort	карток	kort	картка	ADJ;INDF;SG	N;INAN;GEN;FEM;PL
kort	картки	kort	картка	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
kort	картка	kort	картка	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
kort	картку	kort	картка	ADJ;INDF;SG	N;INAN;ACC;FEM;SG
begyndte	почато	begynde	почато	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
udgivet	випустили	udgive	випустити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
udgivet	опублікований	udgive	опублікований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
helt	герой	helt	герой	ADV	N;ANIM;NOM;MASC;SG
gamle	старе	gammel	старий	ADJ;PL	ADJ;NOM;NEUT;SG
gamle	старим	gammel	старий	ADJ;PL	ADJ;INS;NEUT;SG
gamle	стара	gammel	старий	ADJ;PL	ADJ;NOM;FEM;SG
gamle	старий	gammel	старий	ADJ;PL	ADJ;NOM;MASC;SG
isbn	isbn	isbn	isbn	N;INDF;MASC+FEM;SG	
gange	таймс	gang	таймс	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
gange	час	gang	час	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
gange	times	gang	times	N;INDF;MASC+FEM;PL	
bedste	кращий	god	кращий	ADJ;DEF;RL	ADJ;NOM;CMPR;MASC;SG
bedste	найкращий	god	найкращий	ADJ;DEF;RL	ADJ;NOM;CMPR;MASC;SG
bedste	найкраще	god	найкраще	ADJ;DEF;RL	ADV;RL
døde	помер	død	померти	ADJ;PL	V;PFV;MASC;IND;SG;PST;FIN
døde	померла	død	померти	ADJ;PL	V;PFV;FEM;IND;SG;PST;FIN
døde	мертвий	død	мертвий	ADJ;PL	ADJ;NOM;MASC;SG
døde	dead	død	dead	ADJ;PL	
døde	помер	død	померти	ADJ;PL	V;PFV;MASC;IND;SG;PST;FIN
døde	померла	død	померти	ADJ;PL	V;PFV;FEM;IND;SG;PST;FIN
amerikanske	американський	amerikansk	американський	ADJ;PL	ADJ;NOM;MASC;SG
amerikanske	американець	amerikansk	американець	ADJ;PL	N;ANIM;NOM;MASC;SG
amerikanske	американська	amerikansk	американський	ADJ;PL	ADJ;NOM;FEM;SG
amerikanske	американської	amerikansk	американський	ADJ;PL	ADJ;GEN;FEM;SG
tysk	німець	tysk	німець	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
tysk	герман	tysk	герман	ADJ;INDF;SG	PROPN;ANIM;NOM;MASC;SG
meter	метр	meter	метр	N;INDF;MASC+FEM;PL	
meter	метр	meter	метр	N;INDF;MASC+FEM;PL	
gruppe	групова	gruppe	груповий	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
gruppe	груповий	gruppe	груповий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tyskland	німеччини	tyskland	німеччина	PROPN	PROPN;INAN;GEN;FEM;SG
tyskland	німеччині	tyskland	німеччина	PROPN	PROPN;INAN;DAT;FEM;SG
tyskland	німеччина	tyskland	німеччина	PROPN	PROPN;INAN;NOM;FEM;SG
tyskland	німеччину	tyskland	німеччина	PROPN	PROPN;INAN;ACC;FEM;SG
lige	чесні	lige	чесний	ADV	ADJ;NOM;PL
