din	from	din	from	ADP;ACC	
județul	ilçe	județ	ilçe	N;DEF;MASC;SG	
județul	county	județ	county	N;DEF;MASC;SG	PROPN;NOM;SG;3
centura	kayış	centură	kayış	N;DEF;FEM;SG	
centura	kemer	centură	kemer	N;DEF;FEM;SG	
centura	kuşak	centură	kuşak	N;DEF;FEM;SG	
dinastia	hanedanı	dinastie	hanedan	N;DEF;FEM;SG	N;INS;SG;3
septembrie	eylül	septembrie	eylül	N;INDF;MASC;SG	
timp	vakit	timp	vakit	N;INDF;MASC;SG	
timp	time	timp	tim	N;INDF;MASC;SG	
despre	hakkında	despre	hak	ADP;ACC	N;ESS;SG;3
despre	yaklaşık	despre	yaklaşık	ADP;ACC	
unde	nereye	unde	nere	ADV	PRO;DAT;SG;3
unde	nerde	unde	nere	ADV	
unde	nere	unde	nere	ADV	
unde	nerede	unde	nere	ADV	PRO;ESS;SG;3
majoritatea	çoğu	majoritate	çok	N;DEF;FEM;SG	
majoritatea	çogu	majoritate	çogu	N;DEF;FEM;SG	
majoritatea	çoğunluğu	majoritate	çoğunluk	N;DEF;FEM;SG	N;ACC;SG;3
majoritatea	çoğunluk	majoritate	çoğunluk	N;DEF;FEM;SG	N;NOM;SG;3
densitate	yoğunluk	densitate	yoğunluk	N;INDF;FEM;SG	N;NOM;SG;3
densitate	yoğunluğu	densitate	yoğunluk	N;INDF;FEM;SG	N;ACC;SG;3
limbă	dil	limbă	dil	N;INDF;FEM;SG	
limbă	dili	limbă	dili	N;INDF;FEM;SG	
limbă	dil	limbă	dil	N;INDF;FEM;SG	
limbă	dile	limbă	dile	N;INDF;FEM;SG	
limbă	dili	limbă	dili	N;INDF;FEM;SG	
limbă	lisan	limbă	lisan	N;INDF;FEM;SG	
iunie	june	iunie	ju	N;INDF;MASC;SG	
iunie	haziran	iunie	haziran	N;INDF;MASC;SG	
multe	birçok	mult	birçok	PRO;FEM;PL;3	DET
socorro	socorro	socorro	socorro		PROPN;NOM;SG;3
prima	öncelikle	prim	öncelik	NUM;DEF;FEM;SG	N;INS;SG;3
prima	önce	prim	önce	NUM;DEF;FEM;SG	
prima	ilk	prim	ilk	NUM;DEF;FEM;SG	
prima	once	prim	once	NUM;DEF;FEM;SG	
octombrie	ekim	octombrie	ekim	N;INDF;MASC;SG	
august	ağustos	august	ağustos	N;INDF;MASC;SG	
august	august	august	august	N;INDF;MASC;SG	
sat	köyü	sat	köy	N;INDF;MASC;SG	
sat	köy	sat	köy	N;INDF;MASC;SG	
sat	oturdum	sat	otur	N;INDF;MASC;SG	V;PFV;IND;SG;1;POS;PST
sat	oturdu	sat	otur	N;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
martie	mart	martie	mart	N;INDF;MASC;SG	
martie	marş	martie	marş	N;INDF;MASC;SG	
martie	yürüyüş	martie	yürüyüş	N;INDF;MASC;SG	
biserica	church	biserică	church	N;DEF;FEM;SG	PROPN;NOM;SG;3
biserica	kiliseye	biserică	kili	N;DEF;FEM;SG	N;DAT;SG;3
biserica	kilise	biserică	kili	N;DEF;FEM;SG	
fișier	dosya	fișier	dosya	N;INDF;MASC;SG	
toate	all	tot	all	PRO;FEM;PL;3	
toate	hepsini	tot	hepsi	PRO;FEM;PL;3	PRO;ACC;PL;3
toate	tamamı	tot	tamam	PRO;FEM;PL;3	
toate	hepsi	tot	hepsi	PRO;FEM;PL;3	PRO;NOM;PL;3
toate	tümü	tot	tümü	PRO;FEM;PL;3	
ianuarie	ocak	ianuarie	ocak	N;INDF;MASC;SG	
adresă	adresiniz	adresa	adres	N;INDF;FEM;SG	N;NOM;SG;3
adresă	adresi	adresa	adres	N;INDF;FEM;SG	N;NOM;SG;3
adresă	adres	adresa	adres	N;INDF;FEM;SG	
noiembrie	kasım	noiembrie	kasım	N;INDF;MASC;SG	
cum	nasil	cum	nasil	ADV	
cum	nası	cum	nası	ADV	
cum	nasıl	cum	nasıl	ADV	
imagine	fotoğraf	imagine	fotoğraf	N;INDF;FEM;SG	
imagine	resim	imagine	resim	N;INDF;FEM;SG	
imagine	resmi	imagine	resmi	N;INDF;FEM;SG	
imagine	görsel	imagine	görsel	N;INDF;FEM;SG	
imagine	resim	imagine	resim	N;INDF;FEM;SG	
imagine	görüntü	imagine	görüntü	N;INDF;FEM;SG	N;NOM;SG;3
imagine	imaj	imagine	imaj	N;INDF;FEM;SG	
statul	state	stat	state	N;DEF;MASC;SG	
statul	eyalet	stat	eyalet	N;DEF;MASC;SG	
statul	devlet	stat	devlet	N;DEF;MASC;SG	N;NOM;SG;3
lor	onların	lui	o	DET;3	PRO;GEN;PL;3
lor	onlarin	lui	o	DET;3	
familia	ailesi	familie	aile	N;DEF;FEM;SG	N;NOM;SG;3
familia	family	familie	family	N;DEF;FEM;SG	
familia	aile	familie	aile	N;DEF;FEM;SG	
numele	adınız	nume	adınız	N;DEF;MASC;SG	N;NOM;SG;3
numele	isim	nume	isim	N;DEF;MASC;SG	N;NOM;SG;3
numele	ad	nume	ad	N;DEF;MASC;SG	N;NOM;SG;3
numele	adın	nume	ad	N;DEF;MASC;SG	
numele	adı	nume	ad	N;DEF;MASC;SG	N;NOM;SG;3
timpul	zaman	timp	zaman	N;DEF;MASC;SG	N;NOM;SG;3
timpul	vakit	timp	vakit	N;DEF;MASC;SG	
timpul	süre	timp	süre	N;DEF;MASC;SG	N;NOM;SG;3
timpul	time	timp	tim	N;DEF;MASC;SG	
nord	kuzey	nord	kuzey	N;INDF;MASC;SG	
nord	north	nord	north	N;INDF;MASC;SG	PROPN;NOM;SG;3
nord	nord	nord	nord	N;INDF;MASC;SG	PROPN;NOM;SG;3
principală	main	principal	main	ADJ;INDF;FEM;SG	
principală	ana	principal	ana	ADJ;INDF;FEM;SG	
sud	güney	sud	güney	N;INDF;MASC;SG	
aprilie	nişan	aprilie	nişan	N;INDF;MASC;SG	
aprilie	nisan	aprilie	nisan	N;INDF;MASC;SG	
primul	öncelikle	prim	öncelik	NUM;DEF;MASC;SG	N;INS;SG;3
primul	önce	prim	önce	NUM;DEF;MASC;SG	
primul	ilk	prim	ilk	NUM;DEF;MASC;SG	
primul	once	prim	once	NUM;DEF;MASC;SG	
iulie	temmuz	iulie	temmuz	N;INDF;MASC;SG	
doar	just	doar	just	ADV	
editura	yayıncı	editură	yayıncı	N;DEF;FEM;SG	
asteroid	göktaşı	asteroid	gök	ADJ;INDF;MASC;SG	
asteroid	asteroit	asteroid	asteroit	ADJ;INDF;MASC;SG	N;NOM;SG;3
februarie	şubat	februarie	şubat	N;INDF;MASC;SG	
listă	liste	listă	lis	N;INDF;FEM;SG	
listă	listesi	listă	liste	N;INDF;FEM;SG	N;NOM;SG;3
listă	listeyi	listă	liste	N;INDF;FEM;SG	N;ACC;SG;3
trei	three	trei	three	NUM;PL	
asteroizi	asteroit	asteroid	asteroit	N;INDF;MASC;PL	N;NOM;SG;3
limba	dil	limbă	dil	N;DEF;FEM;SG	
limba	dili	limbă	dili	N;DEF;FEM;SG	
limba	dil	limbă	dil	N;DEF;FEM;SG	
limba	dile	limbă	dile	N;DEF;FEM;SG	
limba	dili	limbă	dili	N;DEF;FEM;SG	
limba	lisan	limbă	lisan	N;DEF;FEM;SG	
discuție	tartışma	discuție	tartış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
franța	fransa	franța	fra	PROPN	PROPN;NOM;SG;3
franța	france	franța	france	PROPN	PROPN;NOM;SG;3
partea	kısım	parte	kısım	N;DEF;FEM;SG	
partea	parçası	parte	parça	N;DEF;FEM;SG	N;NOM;SG;3
partea	bölüm	parte	bölüm	N;DEF;FEM;SG	
partea	part	parte	part	N;DEF;FEM;SG	
partea	kısmen	parte	kısmen	N;DEF;FEM;SG	
mult	çok	mult	çok	ADV	
fără	olmadan	fără	ol	ADP;ACC	V;PFV;IND;NEG;PRS;V.CVB
fără	onsuz	fără	onsuz	ADP;ACC	
departamentul	bölümü	departament	bölüm	N;DEF;MASC;SG	N;NOM;SG;3
departamentul	departman	departament	departman	N;DEF;MASC;SG	N;NOM;SG;3
departamentul	bölüm	departament	bölüm	N;DEF;MASC;SG	
departamentul	departmanı	departament	departman	N;DEF;MASC;SG	N;ACC;SG;3
foarte	cok	foarte	cok	ADV	
foarte	çok	foarte	çok	ADV	
raionul	koridor	raion	koridor	N;DEF;MASC;SG	
data	tarihi	dată	tarih	N;DEF;FEM;SG	
data	randevu	dată	randev	N;DEF;FEM;SG	N;NOM;SG;3
data	flört	dată	flört	N;DEF;FEM;SG	
data	buluşma	dată	buluş	N;DEF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
data	tarih	dată	tarih	N;DEF;FEM;SG	N;NOM;SG;3
data	veri	dată	veri	N;DEF;FEM;SG	
data	veriler	dată	veri	N;DEF;FEM;SG	N;NOM;PL;3
data	data	dată	data	N;DEF;FEM;SG	
departament	bölüm	departament	bölüm	N;INDF;MASC;SG	
unul	biri	unul	biri	PRO;MASC;SG;3	PRO;NOM;SG;3
unul	bir	unul	bir	PRO;MASC;SG;3	
apoi	öyleyse	apoi	öyleyse	ADV	
apoi	ozaman	apoi	oza	ADV	
grup	gurup	grup	gur	N;INDF;MASC;SG	
grup	grup	grup	grup	N;INDF;MASC;SG	
grup	grubu	grup	grup	N;INDF;MASC;SG	
locul	yer	loc	yer	N;DEF;MASC;SG	N;NOM;SG;3
oraș	town	oraș	town	N;INDF;MASC;SG	PROPN;NOM;SG;3
oraș	kasaba	oraș	kasaba	N;INDF;MASC;SG	
oraș	şehir	oraș	şehir	N;INDF;MASC;SG	
oraș	sehir	oraș	sehir	N;INDF;MASC;SG	
oraș	city	oraș	city	N;INDF;MASC;SG	PROPN;NOM;SG;3
oraș	şehir	oraș	şehir	N;INDF;MASC;SG	
pot	can	putea	can	V;IND;PL;3;PRS;FIN	
camp	kamp	camp	kamp	N;INDF;MASC;SG	
germania	almanya	germania	al	PROPN	PROPN;NOM;SG;3
face	yap	face	yap	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;PRS
satul	köyü	sat	köy	N;DEF;MASC;SG	
satul	köy	sat	köy	N;DEF;MASC;SG	
național	millî	național	millî	ADJ;INDF;MASC;SG	
național	national	național	national	ADJ;INDF;MASC;SG	N;DAT;SG;3
național	ulusal	național	ulusal	ADJ;INDF;MASC;SG	
note	not	notă	not	N;INDF;FEM;PL	
perioada	adet	perioadă	adet	N;DEF;FEM;SG	
perioada	nokta	perioadă	nokta	N;DEF;FEM;SG	
perioada	dönem	perioadă	dön	N;DEF;FEM;SG	
minoritate	azınlık	minoritate	azınlık	N;INDF;FEM;SG	N;NOM;SG;3
cadrul	çerçeve	cadru	çerçev	N;DEF;MASC;SG	N;NOM;SG;3
general	general	general	general	ADJ;INDF;MASC;SG	
război	war	război	war	N;INDF;MASC;SG	
război	savas	război	savas	N;INDF;MASC;SG	
peste	üzeri	peste	üzer	ADP;ACC	
peste	bitti	peste	bit	ADP;ACC	V;PFV;IND;SG;3;POS;PST
română	rumen	român	rumen	ADJ;INDF;FEM;SG	
română	romen	român	romen	ADJ;INDF;FEM;SG	
află	öğrenin	afla	öğren	V;IND;SG;3;PST;FIN	V;PFV;IMP;PL;2;POS;PRS
află	öğren	afla	öğren	V;IND;SG;3;PST;FIN	
află	öğrenmek	afla	öğren	V;IND;SG;3;PST;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
început	başladık	început	başla	N;INDF;MASC;SG	V;PFV;IND;PL;1;POS;PST
început	başladı	început	başla	N;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
început	başladım	început	başla	N;INDF;MASC;SG	V;PFV;IND;SG;1;POS;PST
început	başlangıç	început	başlangıç	N;INDF;MASC;SG	
iii	iii	trei	iii	NUM;SG	
duce	dük	duce	dük	V;IND;SG;3;PRS;FIN	
duce	duke	duce	duke	V;IND;SG;3;PRS;FIN	
duce	duce	duce	duce	V;IND;SG;3;PRS;FIN	
român	rumen	român	rumen	ADJ;INDF;MASC;SG	
român	romen	român	romen	ADJ;INDF;MASC;SG	
provincia	il	provincie	il	N;DEF;FEM;SG	
existând	mevcut	exista	mevcut	V;V.MSDR	
vedere	gör	vedere	gör	N;INDF;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
vedere	görünüm	vedere	görün	N;INDF;FEM;SG	N;NOM;SG;3
vedere	görünümü	vedere	görün	N;INDF;FEM;SG	N;NOM;SG;3
vedere	manzara	vedere	manzara	N;INDF;FEM;SG	N;NOM;SG;3
wikipedia	wikipedia	wikipedia	wikipe	N;DEF;FEM;SG	
wikipedia	vikipedi	wikipedia	vikip	N;DEF;FEM;SG	
specie	tür	specie	tür	N;INDF;FEM;SG	
specie	türler	specie	tür	N;INDF;FEM;SG	N;NOM;PL;3
punct	nokta	punct	nokta	N;INDF;MASC;SG	
punct	dot	punct	dot	N;INDF;MASC;SG	
punct	puan	punct	pu	N;INDF;MASC;SG	
punct	nokta	punct	nokta	N;INDF;MASC;SG	
stat	state	stat	state	N;INDF;MASC;SG	
stat	eyalet	stat	eyalet	N;INDF;MASC;SG	
unite	birleşik	unit	birleşik	ADJ;INDF;FEM;PL	
unite	birlik	unit	birlik	ADJ;INDF;FEM;PL	
unite	united	unit	united	ADJ;INDF;FEM;PL	
unite	birleşmiş	unit	birleş	ADJ;INDF;FEM;PL	
moldova	moldova	moldova	moldova	PROPN	PROPN;NOM;SG;3
file	sekmeleri	filă	sekme	N;INDF;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
atunci	öyleyse	atunci	öyleyse	ADV	
atunci	ozaman	atunci	oza	ADV	
aceste	bunlar	acest	bu	DET;FEM;PL;3	PRO;NOM;PL;3
aceste	bunları	acest	bu	DET;FEM;PL;3	PRO;ACC;PL;3
aceste	şunlar	acest	şu	DET;FEM;PL;3	
secolul	yüzyıl	secol	yüzyıl	N;DEF;MASC;SG	
secolul	asır	secol	asır	N;DEF;MASC;SG	
una	biri	unul	biri	PRO;FEM;SG;3	PRO;NOM;SG;3
una	bir	unul	bir	PRO;FEM;SG;3	
aceasta	bu	acesta	bu	PRO;FEM;SG;3	
aceasta	bunu	acesta	bu	PRO;FEM;SG;3	PRO;ACC;SG;3
life	yaşam	life	yaşam		N;NOM;SG;3
reședință	ikamet	reședință	ikamet	N;INDF;FEM;SG	
reședință	konut	reședință	konut	N;INDF;FEM;SG	N;NOM;SG;3
orașul	sehir	oraș	sehir	N;DEF;MASC;SG	
orașul	city	oraș	city	N;DEF;MASC;SG	PROPN;NOM;SG;3
orașul	şehir	oraș	şehir	N;DEF;MASC;SG	
tot	all	tot	all	PRO;MASC;SG;3	
tot	hepsini	tot	hepsi	PRO;MASC;SG;3	PRO;ACC;PL;3
tot	tamamı	tot	tamam	PRO;MASC;SG;3	
tot	hepsi	tot	hepsi	PRO;MASC;SG;3	PRO;NOM;PL;3
tot	tümü	tot	tümü	PRO;MASC;SG;3	
tot	hala	tot	hala	PRO;MASC;SG;3	ADV
tot	hâlâ	tot	hul	PRO;MASC;SG;3	
tot	halen	tot	halen	PRO;MASC;SG;3	
chiar	hatta	chiar	hatta	ADV	CONJ
cunoscute	bilinir	cunoscut	bil	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PASS
cunoscute	bilinen	cunoscut	bil	ADJ;INDF;FEM;PL	V;PFV;IND;POS;PRS;V.PTCP;PASS
film	film	film	film	N;INDF;MASC;SG	
film	film	film	film	N;INDF;MASC;SG	
perioadă	adet	perioadă	adet	N;INDF;FEM;SG	
perioadă	nokta	perioadă	nokta	N;INDF;FEM;SG	
perioadă	dönem	perioadă	dön	N;INDF;FEM;SG	
vorbitori	hoparlör	vorbitor	hopar	N;INDF;MASC;PL	N;NOM;SG;3
date	veri	dată	veri	N;INDF;FEM;PL	
date	data	dată	data	N;INDF;FEM;PL	
cunoscută	bilinir	cunoscut	bil	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;POS;PASS
cunoscută	bilinen	cunoscut	bil	ADJ;INDF;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
aici	burada	aici	bura	ADV	N;ESS;SG;3
aici	burda	aici	bura	ADV	N;ESS;SG;3
mari	big	mare	big	ADJ;INDF;PL	
mari	buyuk	mare	buyuk	ADJ;INDF;PL	
mari	büyük	mare	büyük	ADJ;INDF;PL	
mari	kocaman	mare	kocaman	ADJ;INDF;PL	
mari	mari	mare	mari	ADJ;INDF;PL	
zile	günlerce	zi	günlerce	N;INDF;FEM;PL	ADV
față	öne	față	ön	N;INDF;FEM;SG	
față	cephe	față	cephe	N;INDF;FEM;SG	
față	ön	față	ön	N;INDF;FEM;SG	
față	yüzün	față	yüz	N;INDF;FEM;SG	N;NOM;SG;3
față	yüzünü	față	yüz	N;INDF;FEM;SG	N;ACC;SG;3
față	yüz	față	yüz	N;INDF;FEM;SG	
față	yüzü	față	yüz	N;INDF;FEM;SG	N;ACC;SG;3
față	face	față	face	N;INDF;FEM;SG	
club	klüp	club	klüp	N;INDF;MASC;SG	
club	club	club	club	N;INDF;MASC;SG	
club	kulüp	club	kul	N;INDF;MASC;SG	
componente	bileşen	componentă	bileş	N;INDF;FEM;PL	
ulterior	akabinde	ulterior	akabin	ADV	N;ESS;SG;3
est	doğuya	est	doğu	N;INDF;MASC;SG	ADJ;DAT;SG;3
est	doğu	est	doğu	N;INDF;MASC;SG	
est	est	est	est	N;INDF;MASC;SG	
ales	seçilmiş	ales	seç	ADV	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ales	seçilen	ales	seç	ADV	V;PFV;IND;POS;PRS;V.PTCP;PASS
ales	seçildi	ales	seç	ADV	V;PFV;IND;SG;3;POS;PST;PASS
ioan	john	ioan	john	PROPN	
ioan	yahya	ioan	yahya	PROPN	
ioan	ioan	ioan	ioan	PROPN	
ion	iyon	ion	iyon	N;INDF;MASC;SG	
rusă	rus	rus	rus	ADJ;INDF;FEM;SG	
rusă	rusça	rus	rusça	ADJ;INDF;FEM;SG	PROPN;NOM;SG;3
populația	nüfusu	populație	nüfus	N;DEF;FEM;SG	N;ACC;SG;3
populația	nüfus	populație	nüfus	N;DEF;FEM;SG	
doi	iki	doi	iki	NUM;MASC;PL	
același	aynısından	același	aynı	DET;MASC;SG;3	ADJ;AT+ABL;SG;3
același	aynen	același	aynen	DET;MASC;SG;3	
același	ayni	același	ayni	DET;MASC;SG;3	
același	aynı	același	aynı	DET;MASC;SG;3	ADJ
același	aynısı	același	aynı	DET;MASC;SG;3	N;NOM;SG;3
membru	üye	membru	üye	N;INDF;MASC;SG	
dată	tarihi	dată	tarih	N;INDF;FEM;SG	
dată	randevu	dată	randev	N;INDF;FEM;SG	N;NOM;SG;3
dată	flört	dată	flört	N;INDF;FEM;SG	
dată	buluşma	dată	buluş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
dată	tarih	dată	tarih	N;INDF;FEM;SG	N;NOM;SG;3
numit	adında	numit	ad	ADJ;INDF;MASC;SG	N;ESS;SG;3
numit	aradı	numit	ara	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
oficial	resmî	oficial	resmî	ADJ;INDF;MASC;SG	
oficial	official	oficial	official	ADJ;INDF;MASC;SG	N;NOM;SG;3
oficial	resmi	oficial	resmi	ADJ;INDF;MASC;SG	
oficial	resmen	oficial	resmen	ADJ;INDF;MASC;SG	
împotriva	karsi	împotriva	karsi	ADP;GEN	
împotriva	aleyhinde	împotriva	aleyh	ADP;GEN	N;ESS;SG;3
împotriva	karşı	împotriva	karşı	ADP;GEN	
deși	gerçi	deși	gerçi	CONJ;POS	
deși	gerçi	deși	gerçi	CONJ;POS	
saint	aziz	saint	aziz	N;INDF;MASC;SG	
saint	azize	saint	aziz	N;INDF;MASC;SG	
saint	saint	saint	saint	N;INDF;MASC;SG	PROPN;NOM;SG;3
împreună	beraber	împreună	beraber	ADV	
împreună	beraberce	împreună	beraberce	ADV	
împreună	birlikte	împreună	birlikte	ADV	
specia	tür	specie	tür	N;DEF;FEM;SG	
specia	türler	specie	tür	N;DEF;FEM;SG	N;NOM;PL;3
vest	west	vest	west	N;INDF;MASC;SG	PROPN;NOM;SG;3
vest	batı	vest	batı	N;INDF;MASC;SG	
vest	batılı	vest	batılı	N;INDF;MASC;SG	
vest	western	vest	western	N;INDF;MASC;SG	PROPN;NOM;SG;3
vest	batı	vest	batı	N;INDF;MASC;SG	
italia	italia	italia	italia	PROPN	PROPN;NOM;SG;3
italia	italya	italia	italya	PROPN	PROPN;NOM;SG;3
puțin	minik	puțin	minik	ADV	
puțin	küçük	puțin	küçük	ADV	ADJ
încă	hâlâ	încă	hul	ADV	
încă	halen	încă	halen	ADV	
descoperit	keşfetmiş	descoperit	keşfet	ADJ;INDF;MASC;SG	V;PFV;NFH;IND;SG;3;POS;PST
descoperit	keşfetti	descoperit	keşfet	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST
descoperit	keşfedildi	descoperit	keşfet	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PST;PASS
înainte	ileri	înainte	ileri	ADV	
înainte	öne	înainte	ön	ADV	
înainte	ileriye	înainte	ileri	ADV	ADJ;DAT;SG;3
înainte	önceki	înainte	önceki	ADV	
înainte	önce	înainte	önce	ADV	
înainte	öncesi	înainte	önce	ADV	N;NOM;SG;3
înainte	öncesinde	înainte	önce	ADV	N;ESS;SG;3
lemn	odun	lemn	odun	N;INDF;MASC;SG	
lemn	ağaç	lemn	ağaç	N;INDF;MASC;SG	
lemn	tahta	lemn	tahta	N;INDF;MASC;SG	
noi	yeni	eu	yeni	PRO;PL;1	ADJ
nicolae	nicholas	nicolae	nicholas	PROPN	
nicolae	nicolae	nicolae	nicolae	PROPN	PROPN;NOM;SG;3
națională	millî	național	millî	ADJ;INDF;FEM;SG	
națională	national	național	national	ADJ;INDF;FEM;SG	N;DAT;SG;3
națională	ulusal	național	ulusal	ADJ;INDF;FEM;SG	
statele	devletler	stat	devlet	N;DEF;FEM;PL	N;NOM;PL;3
