maraş	maras	maraş	mara		N;NOM;INDF;MASC+FEM;SG
fikirleri	uppslag	fikir	uppslag	N;NOM;PL;3	N;NOM;INDF;NEUT;SG
politikalar	politik	politika	politik	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;SG
engeller	häck	engel	häck		N;NOM;INDF;MASC+FEM;SG
engeller	kvarter	engel	kvarter		N;NOM;INDF;NEUT;PL
engeller	blockerar	engel	blockera		V;IND;PRS;FIN;ACT
engeller	blockeringar	engel	blockering		N;NOM;INDF;MASC+FEM;PL
engeller	block	engel	block		N;NOM;INDF;NEUT;SG
engeller	hinder	engel	hinder		N;NOM;INDF;NEUT;PL
engeller	hinder	engel	hinder		N;NOM;INDF;NEUT;PL
engeller	spärrar	engel	spärra		N;NOM;INDF;MASC+FEM;PL
engeller	barriärer	engel	barriär		N;NOM;INDF;MASC+FEM;PL
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;SG;3	PROPN;NOM
çarpışma	impact	çarpış	impact	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	effekter	çarpış	effekt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;PL
çarpışma	inverkan	çarpış	inverkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	påverkan	çarpış	påverkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	clash	çarpış	clash	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	krock	çarpış	krock	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	sammanstötning	çarpış	sammanstötning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	kollision	çarpış	kollision	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
çarpışma	krock	çarpış	krock	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
yıkıldı	förkrossad	yıkıl	förkrossa	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atmosfer	atmosfär	atmosfer	atmosfär		N;NOM;INDF;MASC+FEM;SG
atmosfer	stämning	atmosfer	stämning		N;NOM;INDF;MASC+FEM;SG
atmosfer	atmosfärisk	atmosfer	atmosfärisk		ADJ;NOM;INDF;MASC+FEM;SG
atmosfer	atmosfäriska	atmosfer	atmosfärisk		ADJ;NOM;PL
walt	walt	walt	walt		PROPN;NOM
primera	primera	primer	primera	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
grace	nåd	grace	nåd		N;NOM;INDF;MASC+FEM;SG
grace	grace	grace	grace		N;NOM;INDF;MASC+FEM;SG
haberleşme	kommunikation	haberleş	kommunikation		N;NOM;INDF;MASC+FEM;SG
haberleşme	meddelande	haberleş	meddelande		N;NOM;INDF;NEUT;SG
haberleşme	telekommunikationer	haberleş	telekommunikation		N;NOM;INDF;MASC+FEM;PL
haberleşme	telekommunikation	haberleş	telekommunikation		N;NOM;INDF;MASC+FEM;SG
haberleşme	telekommunikationer	haberleş	telekommunikation		N;NOM;INDF;MASC+FEM;PL
haberleşme	telekommunikation	haberleş	telekommunikation		N;NOM;INDF;MASC+FEM;SG
haberleşme	kommunikation	haberleş	kommunikation		N;NOM;INDF;MASC+FEM;SG
haberleşme	meddelanden	haberleş	meddelande		N;NOM;INDF;NEUT;PL
haberleşme	kommunikationer	haberleş	kommunikation		N;NOM;INDF;MASC+FEM;PL
cena	cena	cena	cena		PROPN;NOM
vandal	vandal	vandal	vandal		N;NOM;INDF;MASC+FEM;SG
sportif	sportig	sportif	sportig		ADJ;NOM;INDF;MASC+FEM;SG
jung	jung	jung	jung		PROPN;NOM
sihirli	magi	sihirli	magi		N;NOM;INDF;MASC+FEM;SG
sihirli	magiskt	sihirli	magisk		ADJ;NOM;INDF;NEUT;SG
sihirli	magic	sihirli	magic		N;NOM;INDF;MASC+FEM;SG
sihirli	magisk	sihirli	magisk		ADJ;NOM;INDF;MASC+FEM;SG
sihirli	magiska	sihirli	magisk		ADJ;NOM;PL
sihirli	magiskt	sihirli	magisk		ADJ;NOM;INDF;NEUT;SG
savundu	förespråkade	savun	förespråka	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;PL;PST;V.PTCP
savundu	förespråkat	savun	förespråka	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
savundu	försvarat	savun	försvara	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
korsan	hacker	kors	hacka	V;PFV;SG;2;POS;PRS	N;NOM;INDF;MASC+FEM;SG
korsan	hackare	kors	hackare	V;PFV;SG;2;POS;PRS	N;NOM;INDF;MASC+FEM;PL
korsan	sjörövare	kors	sjörövare	V;PFV;SG;2;POS;PRS	N;NOM;INDF;MASC+FEM;PL
korsan	pirat	kors	pirat	V;PFV;SG;2;POS;PRS	ADJ;NOM;INDF;MASC+FEM;SG
korsan	pirater	kors	pirat	V;PFV;SG;2;POS;PRS	N;NOM;INDF;MASC+FEM;PL
korsan	piraterna	kors	pirat	V;PFV;SG;2;POS;PRS	N;NOM;DEF;MASC+FEM;PL
korsan	sjörövare	kors	sjörövare	V;PFV;SG;2;POS;PRS	N;NOM;INDF;MASC+FEM;PL
church	kyrkan	church	kyrka	PROPN;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
church	kyrka	church	kyrka	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ot	kruka	ot	kruka		N;NOM;INDF;MASC+FEM;SG
ot	pot	ot	pot		N;NOM;INDF;NEUT;SG
ot	pott	ot	pott		N;NOM;INDF;MASC+FEM;SG
ot	gräs	ot	gräs		N;NOM;INDF;NEUT;SG
ot	gräs	ot	gräs		N;NOM;INDF;NEUT;SG
ot	gräs	ot	gräs		N;NOM;INDF;NEUT;SG
ot	ogräs	ot	ogräs		N;NOM;INDF;NEUT;SG
izleri	spår	iz	spår	N;ACC;PL;3	N;NOM;INDF;NEUT;PL
everton	everton	everton	everton		PROPN;NOM
fukuoka	fukuoka	fukuoka	fukuoka	PROPN;NOM;SG;3	PROPN;NOM
wagner	wagner	wagner	wagner	PROPN;NOM;SG;3	PROPN;NOM
marvel	marvel	marvel	marvel		N;NOM;INDF;MASC+FEM;SG
egemenlik	dominerande	egemenlik	dominerande	N;NOM;SG;3	ADJ;NOM;PRS;V.PTCP
dikdörtgen	rektangulära	dik	rektangulär		ADJ;NOM;PL
dikdörtgen	rektangulär	dik	rektangulär		ADJ;NOM;INDF;MASC+FEM;SG
split	dela	split	dela	PROPN;NOM;SG;3	V;IMP;FIN;ACT
split	delning	split	delning	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
split	split	split	splita	PROPN;NOM;SG;3	N;NOM;INDF;NEUT;SG
split	delad	split	delad	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
olympique	olympique	olympique	olympique	PROPN;NOM;SG;3	PROPN;NOM
tugay	brigaden	tugay	brigad		N;NOM;DEF;MASC+FEM;SG
kinetik	kinetiska	kinetik	kinetisk		ADJ;NOM;PL
öldürdü	dödade	öl	döda	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;NOM;PL;PST;V.PTCP
öldürdü	dödat	öl	döda	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
öldürdü	dödad	öl	dödad	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
öldürdü	mördad	öl	mörda	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
öldürdü	dräper	öl	dräpa	V;PFV;IND;SG;3;POS;PST;CAUS	V;IND;PRS;FIN;ACT
fransızlar	fransk	fransız	fransk	N;NOM;PL;3	ADJ;NOM;INDF;MASC+FEM;SG
fransızlar	franska	fransız	fransk	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;SG
fransızlar	franskt	fransız	fransk	N;NOM;PL;3	ADJ;NOM;INDF;NEUT;SG
américa	américa	américa	amiric	N;NOM;SG;3	PROPN;NOM
esen	blåsa	es	blåsa		V;IMP;FIN;ACT
esen	blåser	es	blåsa		V;IND;PRS;FIN;ACT
rosa	rosa	rosa	rosa	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
self	self	self	self		N;NOM;INDF;NEUT;SG
self	själv	self	själv		ADJ;NOM;INDF;MASC+FEM;SG
ein	ein	ein	ei	INTJ	V;IMP;FIN;ACT
bakteri	bakterie	bakteri	bakterie		N;NOM;INDF;MASC+FEM;SG
bakteri	bakteriell	bakteri	bakteriell		N;NOM;INDF;MASC+FEM;SG
bakteri	bakterier	bakteri	bakterie		N;NOM;INDF;MASC+FEM;PL
bakteri	bakterie	bakteri	bakterie		N;NOM;INDF;MASC+FEM;SG
özlem	längtan	özlem	längtan		N;NOM;INDF;MASC+FEM;SG
özlem	längtan	özlem	längtan		N;NOM;INDF;MASC+FEM;SG
özlem	längtar	özlem	längta		V;IND;PRS;FIN;ACT
özlem	sugen	özlem	sug		ADJ;NOM;INDF;MASC+FEM;SG
tekil	unik	tekil	unik		ADJ;NOM;INDF;MASC+FEM;SG
tekil	unika	tekil	unik		ADJ;NOM;PL
tekil	unikt	tekil	unik		ADJ;NOM;INDF;NEUT;SG
tekil	singular	tekil	singul		N;NOM;INDF;MASC+FEM;PL
abdi	abdi	abdi	abdi		PROPN;NOM
leningrad	leningrad	leningrad	leningrad		N;NOM;INDF;MASC+FEM;SG
castle	castle	cast	castle		N;NOM;INDF;NEUT;SG
castle	borgen	cast	borgen		N;NOM;DEF;MASC+FEM;SG
castle	slottet	cast	slott		N;NOM;DEF;NEUT;SG
castle	slott	cast	slott		N;NOM;INDF;NEUT;SG
rain	regn	rain	regn		N;NOM;INDF;NEUT;SG
rain	rain	rain	rain		N;NOM;INDF;MASC+FEM;SG
eugene	eugene	eugen	eugene	PROPN;NOM;SG;3	PROPN;NOM
çakmak	tändare	çak	tandare		N;NOM;INDF;MASC+FEM;PL
çakmak	lättare	çak	lätt		ADJ;NOM;CMPR
çakmak	ljusare	çak	ljus		ADJ;NOM;CMPR
çakmak	tändare	çak	tandare		N;NOM;INDF;MASC+FEM;PL
evrimsel	evolutionär	evrimsel	evolutionär		N;NOM;INDF;MASC+FEM;SG
spin	snurra	spin	snurr		V;IMP;FIN;ACT
spin	spin	spin	spin		N;NOM;INDF;MASC+FEM;SG
kaldırma	lyfta	kaldırma	lyfta		V;IMP;NFIN;ACT
kaldırma	lyft	kaldırma	lyfa		N;NOM;INDF;NEUT;SG
kaldırma	hiss	kaldırma	hiss		N;NOM;INDF;MASC+FEM;SG
kaldırma	lyfta	kaldırma	lyfta		V;IMP;NFIN;ACT
kaldırma	lyft	kaldırma	lyfa		N;NOM;INDF;NEUT;SG
kaldırma	lyfter	kaldırma	lyfta		V;IND;PRS;FIN;ACT
kaldırma	avlägsnande	kaldırma	avlägsnande		ADJ;NOM;PRS;V.PTCP
kaldırma	borttagning	kaldırma	borttagning		N;NOM;INDF;MASC+FEM;SG
emmanuel	emmanuel	emmanuel	emmanuel		PROPN;NOM
gregory	gregory	gregory	gregory		PROPN;NOM
aşı	vacciner	aş	vaccin		N;NOM;INDF;MASC+FEM;PL
aşı	vaccin	aş	vaccin		N;NOM;INDF;NEUT;SG
aşı	vacciner	aş	vaccin		N;NOM;INDF;MASC+FEM;PL
aşı	vaccin	aş	vaccin		N;NOM;INDF;NEUT;SG
feneri	fyr	fener	fyr		N;NOM;INDF;MASC+FEM;SG
feneri	fyren	fener	fyr		N;NOM;DEF;MASC+FEM;SG
atanan	tilldelade	ata	tilldela		V;NOM;PL;PST;V.PTCP
atanan	tilldelat	ata	tilldela		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atanan	tilldelad	ata	tilldelad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atanan	utnämnd	ata	utnämnd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atanan	utnämnda	ata	utnämnd		ADJ;NOM;PL;PST;V.PTCP
atanan	utsedd	ata	utse		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atanan	utsedda	ata	utse		ADJ;NOM;PL;PST;V.PTCP
esasen	väsentligen	esasen	väsentligen		ADV
ahlak	etiska	ahlak	etisk	N;NOM;SG;3	ADJ;NOM;PL
ahlak	etisk	ahlak	etisk	N;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
ahlak	moraliskt	ahlak	moralisk	N;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
ahlak	moralisk	ahlak	moralisk	N;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
ahlak	moraliska	ahlak	moralisk	N;NOM;SG;3	ADJ;NOM;PL
dimitri	dmitrij	dimitri	dmitrij		PROPN;NOM
dimitri	dmitrij	dimitri	dmitrij		PROPN;NOM
dimitri	dmitri	dimitri	dmitri		PROPN;NOM
dimitri	dimitri	dimitri	dimitri		PROPN;NOM
dimitri	dimitri	dimitri	dimitri		PROPN;NOM
duyuruldu	tillkännagav	duyur	tillkännagav	V;PFV;IND;SG;3;POS;PST;PASS	V;IMP;FIN;ACT
duyuruldu	meddelat	duyur	meddela	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
duyuruldu	meddelade	duyur	meddela	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;V.PTCP;ACT
duyuruldu	aviserat	duyur	avisera	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
malmö	malmö	malmö	malmö	PROPN;NOM;SG;3	PROPN;NOM
sözde	påstådd	söz	påstådd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sözde	påstådd	söz	påstådd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sözde	påstått	söz	påstå		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sözde	påstådda	söz	påstå		ADJ;NOM;PL;PST;V.PTCP
sözde	påstod	söz	påstod		V;IND;PST;FIN;ACT
sözde	påstått	söz	påstå		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sözde	påstås	söz	påstås		V;NFIN;PASS
şiddetle	starkt	şiddet	stark	N;INS;SG;3	ADV
şiddetle	kraftigt	şiddet	kraftig	N;INS;SG;3	ADV
şiddetle	våldsamt	şiddet	våldsam	N;INS;SG;3	ADJ;NOM;INDF;NEUT;SG
şiddetle	våld	şiddet	våld	N;INS;SG;3	N;NOM;INDF;NEUT;SG
ajan	ombud	aj	ombud		N;NOM;INDF;NEUT;SG
ajan	agenter	aj	agent		N;NOM;INDF;MASC+FEM;PL
ajan	agens	aj	agen		N;NOM;INDF;MASC+FEM;SG
ajan	ombud	aj	ombud		N;NOM;INDF;NEUT;SG
ajan	agent	aj	agent		N;NOM;INDF;MASC+FEM;SG
harrison	harrison	harrison	harrison	PROPN;NOM;SG;3	PROPN;NOM
logosu	logga	logo	logga	N;NOM;SG;3	V;IMP;FIN;ACT
