stein	stein	star	stein	PROPN	PROPN
arrestaron	elles	arrestar	il	V	PRO;FEM;PL;3
arrestaron	ils	arrestar	il	V	PRO;MASC;PL;3
arrestaron	eux	arrestar	soi	V	PRO;MASC;PL;3
tiros	abattus	tiro	abattre	N	V;MASC;PL;PST;V.PTCP
tiros	abattu	tiro	abattre	N	V;MASC;SG;PST;V.PTCP
axudala	aidez	axudala	aider	N	V;IMP;PL;2;PRS;FIN
axudala	aider	axudala	aider	N	V;NFIN
axudala	vous	axudala	vous	N	PRO;PL;2
axudala	tu	axudala	il	N	PRO;SG;2
axudala	toi	axudala	soi	N	PRO;SG;2
axudala	you	axudala	you	N	PRO;SG;2
axudala	her	axudala	her	N	PRO;SG;3
enfronte	front	enfronte	front	ADV	N;MASC;SG
enfronte	avant	enfronte	avant	ADV	ADP
enfronte	devant	enfronte	devant	ADV	ADP
durmo	sommeil	durmo	sommeil	V	N;MASC;SG
durmo	dors	durmo	dors	V	INTJ
quedes	séjour	quedes	séjour	V	N;MASC;SG
quedes	stand	quedes	stand	V	N;MASC;SG
kent	kent	kent	kent	PROPN	PROPN
douche	vous	douche	vous	V	PRO;PL;2
douche	tu	douche	il	V	PRO;SG;2
douche	toi	douche	soi	V	PRO;SG;2
douche	you	douche	you	V	PRO;SG;2
pódolle	peuvent	pódoller	pouvoir	N	V;IND;PL;3;PRS;FIN
pódolle	pouvez	pódoller	pouvoir	N	V;IMP;PL;2;PRS;FIN
pódolle	peux	pódoller	pouvoir	N	V;IND;SG;1;PRS;FIN
pódolle	peut	pódoller	pouvoir	N	V;IND;SG;3;PRS;FIN
marchen	marche	marchar	marche	V	N;FEM;SG
marchen	mars	marchar	mars	V	N;MASC;SG
atreves	vous	atrever	vous	V	PRO;PL;2
atreves	tu	atrever	il	V	PRO;SG;2
atreves	toi	atrever	soi	V	PRO;SG;2
atreves	you	atrever	you	V	PRO;SG;2
atreves	dare	atrever	dare	V	N;SG
choro	pleurer	choro	pleurer	N	V;NFIN
choro	pleure	choro	pleure	N	V;IND;SG;3;PRS;FIN
impórtache	vous	impórtache	vous	N	PRO;PL;2
impórtache	tu	impórtache	il	N	PRO;SG;2
impórtache	toi	impórtache	soi	N	PRO;SG;2
impórtache	you	impórtache	you	N	PRO;SG;2
acouguen	facile	acougar	facile	PROPN	ADJ;MASC;SG
acouguen	faciles	acougar	facile	PROPN	ADJ;MASC;PL
acouguen	easy	acougar	easy	PROPN	N;MASC;SG
acouguen	facilité	acougar	faciliter	PROPN	V;FEM;SG;PST;V.PTCP
acouguen	veuillez	acougar	vouloir	PROPN	V;IMP;PL;2;PRS;FIN
acouguen	please	acougar	please	PROPN	INTJ
acouguen	svp	acougar	svp	PROPN	INTJ
acouguen	silencieuse	acougar	silencieux	PROPN	ADJ;FEM;SG
acouguen	tranquille	acougar	tranquille	PROPN	ADJ;MASC;SG
acouguen	calme	acougar	calme	PROPN	ADJ;MASC;SG
acouguen	silencieux	acougar	silencieux	PROPN	ADJ;MASC;SG
toleaches	vous	toleache	vous	N	PRO;PL;2
toleaches	tu	toleache	il	N	PRO;SG;2
toleaches	toi	toleache	soi	N	PRO;SG;2
toleaches	you	toleache	you	N	PRO;SG;2
toleaches	dingue	toleache	dingue	N	ADJ;MASC;SG
toleaches	fou	toleache	fou	N	ADJ;MASC;SG
toleaches	fous	toleache	fou	N	ADJ;MASC;PL
toleaches	cinglé	toleache	cinglé	N	ADJ;MASC;SG
toleaches	folle	toleache	fou	N	ADJ;FEM;SG
cortes	étables	corte	étable	N	ADJ;FEM;PL
ficas	séjour	fica	séjour	V	N;MASC;SG
ficas	vous	fica	vous	V	PRO;PL;2
ficas	tu	fica	il	V	PRO;SG;2
ficas	toi	fica	soi	V	PRO;SG;2
ficas	you	fica	you	V	PRO;SG;2
indios	indiens	indio	indien	N	ADJ;MASC;PL
deixarnos	quitter	deixarno	quitter	N	V;NFIN
deixarnos	laisser	deixarno	laisser	N	V;NFIN
deixarnos	partir	deixarno	partir	N	V;NFIN
delegados	délégués	delegado	déléguer	N	V;MASC;PL;PST;V.PTCP
brancas	blanc	branco	blanc	ADJ	N;MASC;SG
erguédevos	jours	erguédevo	jour	ADJ	N;MASC;PL
erguédevos	journées	erguédevo	journée	ADJ	N;FEM;PL
erguédevos	will	erguédevo	will	ADJ	PROPN
erguédevos	volonté	erguédevo	volonté	ADJ	N;FEM;SG
erguédevos	fera	erguédevo	faire	ADJ	V;IND;SG;3;FUT;FIN
erguédevos	sera	erguédevo	être	ADJ	V;IND;SG;3;FUT;FIN
erguédevos	mieux	erguédevo	mieux	ADJ	ADV
erguédevos	obtenez	erguédevo	obtenir	ADJ	V;IMP;PL;2;PRS;FIN
erguédevos	obtenir	erguédevo	obtenir	ADJ	V;NFIN
mack	mack	mack	mack	PROPN	PROPN
carter	carter	carter	carter	PROPN	N;MASC;SG
compaña	entreprise	compaña	entreprendre	N	V;FEM;SG;PST;V.PTCP
creas	croyez	crea	croire	N	V;IMP;PL;2;PRS;FIN
creas	croire	crea	croire	N	V;NFIN
creas	croient	crea	croire	N	V;IND;PL;3;PRS;FIN
creas	crois	crea	croire	N	INTJ
creas	vous	crea	vous	N	PRO;PL;2
creas	tu	crea	il	N	PRO;SG;2
creas	toi	crea	soi	N	PRO;SG;2
creas	you	crea	you	N	PRO;SG;2
berres	crier	berre	crier	N	V;NFIN
berres	criez	berre	crier	N	V;IMP;PL;2;PRS;FIN
berres	crie	berre	crier	N	V;IND;SG;3;PRS;FIN
dezasete	seventeen	dezasete	seventeen	NUM	PROPN
faite	vous	faite	vous	PROPN	PRO;PL;2
faite	tu	faite	il	PROPN	PRO;SG;2
faite	toi	faite	soi	PROPN	PRO;SG;2
faite	you	faite	you	PROPN	PRO;SG;2
crees	vous	cree	vous	V	PRO;PL;2
crees	tu	cree	il	V	PRO;SG;2
crees	toi	cree	soi	V	PRO;SG;2
crees	you	cree	you	V	PRO;SG;2
crees	réfléchis	cree	réfléchire	V	ADJ;MASC;PL
césar	caesar	césar	caesar	V	PROPN
césar	césar	césar	césar	V	N;MASC;SG
vulgar	vulgaire	vulgar	vulgaire	N	ADJ;MASC;SG
vulgar	vulgaires	vulgar	vulgaire	N	ADJ;MASC;PL
pasalo	marrant	pasalo	marrant	N	ADJ;MASC;SG
pasalo	amusant	pasalo	amusant	N	ADJ;MASC;SG
pasalo	avoir	pasalo	avoir	N	V;NFIN
pasalo	ont	pasalo	avoir	N	V;IND;PL;3;PRS;FIN
roger	reçu	roger	recevoir	PROPN	V;MASC;SG;PST;V.PTCP
roger	roger	roger	roger	PROPN	N;MASC;SG
bagdad	bagdad	bagdar	bagdad	N	PROPN
cago	hell	cago	hell	V	PROPN
cago	enfer	cago	enfer	V	N;MASC;SG
matarme	kill	matarme	kill	V	PROPN
atacaron	elles	atacar	il	V	PRO;FEM;PL;3
atacaron	ils	atacar	il	V	PRO;MASC;PL;3
atacaron	eux	atacar	soi	V	PRO;MASC;PL;3
quixeches	vous	quixeche	vous	V	PRO;PL;2
quixeches	tu	quixeche	il	V	PRO;SG;2
quixeches	toi	quixeche	soi	V	PRO;SG;2
quixeches	you	quixeche	you	V	PRO;SG;2
xenerosa	générosité	xeneroso	générosité	ADJ	N;FEM;SG
sicilia	sicile	sicilia	sicile	PROPN	ADJ;FEM;SG
reich	reich	reich	reich	PROPN	N;MASC;SG
déronme	elles	déronme	il	V	PRO;FEM;PL;3
déronme	ils	déronme	il	V	PRO;MASC;PL;3
déronme	eux	déronme	soi	V	PRO;MASC;PL;3
meniña	petit	meniña	petit	N	ADJ;MASC;SG
meniña	peu	meniña	peu	N	ADV
meniña	petite	meniña	petit	N	ADJ;FEM;SG
pasear	marche	pasear	marche	V	N;FEM;SG
pasear	promenade	pasear	promenade	V	N;FEM;SG
pasear	balade	pasear	balade	V	N;FEM;SG
pasear	pour	pasear	pour	V	ADP
hmong	hmong	hmong	hmong	PROPN	PROPN
leland	leland	leland	leland	PROPN	PROPN
klaus	klaus	klaus	klau	PROPN	PROPN
pablo	pablo	pablo	pablo	N	PROPN
yoshizawa	yoshizawa	coshizazar	yoshizawa	N	PROPN
nomura	nomura	nomura	nomura	N	PROPN
nis	nis	nis	nis	PROPN	PROPN
nis	nei	nis	nei	PROPN	
estivesen	elles	estar	il	V	PRO;FEM;PL;3
estivesen	ils	estar	il	V	PRO;MASC;PL;3
estivesen	eux	estar	soi	V	PRO;MASC;PL;3
estivesen	étaient	estar	être	V	V;IND;PL;3;IPFV;FIN
corría	fut	corría	être	V	V;IND;SG;3;PST;FIN
corría	était	corría	être	V	V;IND;SG;3;IPFV;FIN
ensino	enseigner	ensino	enseigner	N	V;NFIN
técnicas	techniques	técnica	technique	N	ADJ;MASC;PL
veterinarios	vétérinaires	veterinario	vétérinaire	N	ADJ;MASC;PL
confesión	confesser	confesión	confesser	N	V;NFIN
estanse	sont	estanse	être	PROPN	V;IND;PL;3;PRS;FIN
loitan	combats	loitar	combat	V	N;MASC;PL
loitan	combat	loitar	combat	V	N;MASC;SG
loitan	bagarre	loitar	bagarre	V	N;FEM;SG
loitan	sont	loitar	être	V	V;IND;PL;3;PRS;FIN
loitan	lutte	loitar	lutte	V	N;FEM;SG
loitan	combat	loitar	combat	V	N;MASC;SG
loitan	bagarre	loitar	bagarre	V	N;FEM;SG
escoitan	écoute	escoitar	écoute	V	N;FEM;SG
dinámica	dynamic	dinámica	dynamic	N	PROPN
dinámica	dynamiques	dinámica	dynamique	N	ADJ;MASC;PL
dinámica	dynamique	dinámica	dynamique	N	ADJ;MASC;SG
dinámica	dynamiques	dinámica	dynamique	N	ADJ;MASC;PL
dinámica	dynamique	dinámica	dynamique	N	ADJ;MASC;SG
aumenta	will	aumentar	will	V	PROPN
aumenta	volonté	aumentar	volonté	V	N;FEM;SG
aumenta	sera	aumentar	être	V	V;IND;SG;3;FUT;FIN
aumenta	augmentation	aumentar	augmentation	V	N;FEM;SG
aumenta	accroissement	aumentar	accroissement	V	N;MASC;SG
saibas	sais	saber	savoir	V	INTJ
saibas	vous	saber	vous	V	PRO;PL;2
saibas	tu	saber	il	V	PRO;SG;2
saibas	toi	saber	soi	V	PRO;SG;2
saibas	you	saber	you	V	PRO;SG;2
garantía	garantir	garantía	garantir	N	V;NFIN
ken	ken	ker	ken	PROPN	PROPN
falsos	false	falso	false	ADJ	N;MASC;SG
sexades	vous	sexade	vous	V	PRO;PL;2
sexades	tu	sexade	il	V	PRO;SG;2
sexades	toi	sexade	soi	V	PRO;SG;2
sexades	you	sexade	you	V	PRO;SG;2
pensaban	pensée	pensabar	pensée	V	N;FEM;SG
pensaban	elles	pensabar	il	V	PRO;FEM;PL;3
pensaban	ils	pensabar	il	V	PRO;MASC;PL;3
pensaban	eux	pensabar	soi	V	PRO;MASC;PL;3
pódense	peuvent	pódense	pouvoir	N	V;IND;PL;3;PRS;FIN
pódense	pouvez	pódense	pouvoir	N	V;IMP;PL;2;PRS;FIN
pódense	peux	pódense	pouvoir	N	V;IND;SG;1;PRS;FIN
pódense	peut	pódense	pouvoir	N	V;IND;SG;3;PRS;FIN
emocionante	excitant	emocionante	exciter	N	ADJ;MASC;SG
emocionante	passionnant	emocionante	passionnant	N	ADJ;MASC;SG
emocionante	excitante	emocionante	excitant	N	ADJ;FEM;SG
emocionante	palpitant	emocionante	palpitant	N	ADJ;MASC;SG
emocionante	palpitant	emocionante	palpitant	N	ADJ;MASC;SG
emocionante	passionnant	emocionante	passionnant	N	ADJ;MASC;SG
emocionante	exaltant	emocionante	exaltant	N	ADJ;MASC;SG
emocionante	palpitante	emocionante	palpitant	N	ADJ;FEM;SG
emocionante	excitant	emocionante	exciter	N	ADJ;MASC;SG
necesitan	nécessité	necesitar	nécessité	V	N;FEM;SG
necesitan	besoins	necesitar	besoin	V	N;MASC;PL
necesitan	besoin	necesitar	besoin	V	N;MASC;SG
necesitan	elles	necesitar	il	V	PRO;FEM;PL;3
necesitan	ils	necesitar	il	V	PRO;MASC;PL;3
necesitan	eux	necesitar	soi	V	PRO;MASC;PL;3
senon	mais	senon	mais	PART	CONJ
novamente	again	novamente	again	ADV	V
ordenadores	informatique	ordenador	informatique	N	ADJ;MASC;SG
estatísticas	statistique	estatística	statistique	N	ADJ;MASC;SG
fiel	fidèle	fiel	fidèle	N	ADJ;MASC;SG
fiel	fidèles	fiel	fidèle	N	ADJ;MASC;PL
trece	treize	trecer	treize	N	NUM
trece	thirteen	trecer	thirteen	N	ADJ;MASC;SG
características	caractéristiques	característica	caractéristique	N	ADJ;FEM;PL
características	caractéristiques	característica	caractéristique	N	ADJ;FEM;PL
paran	arrêt	parar	arrêt	V	N;MASC;SG
paran	stop	parar	stop	V	
paran	elles	parar	il	V	PRO;FEM;PL;3
paran	ils	parar	il	V	PRO;MASC;PL;3
paran	eux	parar	soi	V	PRO;MASC;PL;3
pensara	réfléchis	pensar	réfléchire	V	ADJ;MASC;PL
pensara	pensée	pensar	pensée	V	N;FEM;SG
calefacción	thermique	calefacción	thermique	N	ADJ;MASC;SG
calefacción	chauffer	calefacción	chauffer	N	V;NFIN
enfermos	malade	enfermo	malade	N	ADJ;MASC;SG
compartimos	partage	compartir	partage	V	N;MASC;SG
compartimos	share	compartir	share	V	N;FEM;SG
compartimos	part	compartir	part	V	N;FEM;SG
arder	brûlure	arder	brûlure	V	N;FEM;SG
arder	gravure	arder	gravure	V	N;FEM;SG
arder	brûlure	arder	brûlure	V	N;FEM;SG
roubei	volée	roubar	volée	PROPN	V;FEM;SG;PST;V.PTCP
roubei	volées	roubar	voler	PROPN	V;FEM;PL;PST;V.PTCP
roubei	volé	roubar	voler	PROPN	V;MASC;SG;PST;V.PTCP
roubei	volés	roubar	voler	PROPN	V;MASC;PL;PST;V.PTCP
suma	sum	suma	sum	N	
mentais	mentale	mental	mental	N	ADJ;FEM;SG
mentais	mental	mental	mental	N	ADJ;MASC;SG
america	amerique	americar	amerique	PROPN	ADJ;MASC;SG
america	amérique	americar	amérique	PROPN	ADJ;MASC;SG
pensaron	pensée	pensar	pensée	V	N;FEM;SG
pensaron	elles	pensar	il	V	PRO;FEM;PL;3
pensaron	ils	pensar	il	V	PRO;MASC;PL;3
pensaron	eux	pensar	soi	V	PRO;MASC;PL;3
chamábase	sa	chamábase	son	V	DET;FEM;SG
chamábase	his	chamábase	his	V	PROPN
chamábase	ses	chamábase	son	V	DET;MASC;PL
chamábase	son	chamábase	son	V	DET;MASC;SG
chamábase	nom	chamábase	nom	V	N;MASC;SG
chamábase	dénomination	chamábase	dénomination	V	N;FEM;SG
chamábase	noms	chamábase	nom	V	N;MASC;PL
chamábase	fut	chamábase	être	V	V;IND;SG;3;PST;FIN
chamábase	était	chamábase	être	V	V;IND;SG;3;IPFV;FIN
murray	murray	murray	murray	PROPN	PROPN
espido	nues	espido	nue	N	ADJ;FEM;PL
espido	nue	espido	nu	N	ADJ;FEM;SG
espido	nus	espido	nu	N	ADJ;MASC;PL
técnicos	technique	técnico	technique	N	ADJ;MASC;SG
técnicos	techniques	técnico	technique	N	ADJ;MASC;PL
deixalos	let	deixalo	let	N	
deixalos	eux	deixalo	soi	N	PRO;MASC;PL;3
deixalos	quitter	deixalo	quitter	N	V;NFIN
deixalos	laisser	deixalo	laisser	N	V;NFIN
deixalos	partir	deixalo	partir	N	V;NFIN
vanme	elles	vanme	il	V	PRO;FEM;PL;3
vanme	ils	vanme	il	V	PRO;MASC;PL;3
vanme	eux	vanme	soi	V	PRO;MASC;PL;3
conclusión	que	conclusión	que	N	CONJ
conclusión	cela	conclusión	cela	N	PRO;SG
orgullosos	fier	orgulloso	fier	ADJ	V;NFIN
converterse	devenez	convertersar	devoir	N	V;IMP;PL;2;PRS;FIN
converterse	deviennent	convertersar	devenir	N	V;IND;PL;3;PRS;FIN
converterse	deviens	convertersar	devenir	N	V;IND;SG;2;PRS;FIN
converterse	devenir	convertersar	devenir	N	V;NFIN
chegarán	will	chegar	will	V	PROPN
chegarán	volonté	chegar	volonté	V	N;FEM;SG
chegarán	sera	chegar	être	V	V;IND;SG;3;FUT;FIN
chegarán	elles	chegar	il	V	PRO;FEM;PL;3
chegarán	ils	chegar	il	V	PRO;MASC;PL;3
chegarán	eux	chegar	soi	V	PRO;MASC;PL;3
gañando	gagnante	gañar	gagnant	V	ADJ;FEM;SG
quedaron	elles	quedar	il	V	PRO;FEM;PL;3
quedaron	ils	quedar	il	V	PRO;MASC;PL;3
quedaron	eux	quedar	soi	V	PRO;MASC;PL;3
supostamente	supposés	supostamente	supposé	ADV	V;MASC;PL;PST;V.PTCP
supostamente	supposée	supostamente	supposer	ADV	V;FEM;SG;PST;V.PTCP
supostamente	supposé	supostamente	supposer	ADV	V;MASC;SG;PST;V.PTCP
supostamente	supposé	supostamente	supposer	ADV	V;MASC;SG;PST;V.PTCP
facelos	eux	facelo	soi	DET	PRO;MASC;PL;3
facelos	faites	facelo	faire	DET	V;FEM;PL;PST;V.PTCP
facelos	faire	facelo	faire	DET	V;NFIN
violación	violer	violación	violer	N	V;NFIN
escribiume	écrivit	escribiume	écrire	PROPN	V;IND;SG;3;PST;FIN
escribiume	écrit	escribiume	écrire	PROPN	V;MASC;SG;PST;V.PTCP
gustoume	comme	gustoume	comme	V	ADP
gustoume	genre	gustoume	genre	V	N;MASC;SG
xefa	head	xefa	head	N	PROPN
hanoi	hanoï	hanol	hanoï	PROPN	N;MASC;SG
hanoi	hanoi	hanol	hanoi	PROPN	N;MASC;SG
islam	islam	islam	islam	PROPN	N;MASC;SG
profeta	prophète	profeta	prophète	V	N;MASC;SG
chámanlle	appeler	chámanlle	appeler	PROPN	V;NFIN
chámanlle	appelez	chámanlle	appeler	PROPN	V;IMP;PL;2;PRS;FIN
chámanlle	appel	chámanlle	appel	PROPN	N;MASC;SG
chámanlle	appelle	chámanlle	appeler	PROPN	V;IND;SG;3;PRS;FIN
cas	avec	cas	avec	N	ADP
devanceiros	ancêtres	devanceiro	ancêtre	ADJ	N;MASC;PL
estatal	etat	estatal	etat	ADJ	N;MASC;SG
estatal	état	estatal	état	ADJ	N;MASC;SG
amargo	amers	amargo	amer	N	ADJ;MASC;PL
amargo	amer	amargo	amer	N	ADJ;MASC;SG
amargo	amère	amargo	amer	N	ADJ;FEM;SG
amargo	amères	amargo	amère	N	ADJ;FEM;PL
equivocado	faux	equivocar	faux	V	ADJ;MASC;SG
equivocado	tort	equivocar	tort	V	N;MASC;SG
equivocado	mal	equivocar	mal	V	ADV
levárono	lui	levárono	lui	V	PRO;SG;3
levárono	elles	levárono	il	V	PRO;FEM;PL;3
levárono	ils	levárono	il	V	PRO;MASC;PL;3
levárono	eux	levárono	soi	V	PRO;MASC;PL;3
estranxeira	étranger	estranxeiro	étranger	ADJ	N;MASC;SG
estranxeira	etranger	estranxeiro	etranger	ADJ	N;MASC;SG
estranxeira	étranger	estranxeiro	étranger	ADJ	N;MASC;SG
estranxeira	etranger	estranxeiro	etranger	ADJ	N;MASC;SG
favorita	préféré	favoritar	préférer	N	V;MASC;SG;PST;V.PTCP
favorita	préférée	favoritar	préféré	N	V;FEM;SG;PST;V.PTCP
favorita	favori	favoritar	favori	N	ADJ;MASC;SG
favorita	favoris	favoritar	favori	N	V;MASC;PL;PST;V.PTCP
favorita	préférés	favoritar	préféré	N	ADJ;MASC;PL
dirán	elles	dir	il	V	PRO;FEM;PL;3
dirán	ils	dir	il	V	PRO;MASC;PL;3
dirán	eux	dir	soi	V	PRO;MASC;PL;3
dirán	say	dir	say	V	
dirán	dis	dir	dire	V	INTJ
viaxa	voyages	viaxa	voyage	V	N;MASC;PL
viaxa	voyage	viaxa	voyage	V	N;MASC;SG
viaxa	voyages	viaxa	voyage	V	N;MASC;PL
levado	taken	levar	taken	V	N;MASC;SG
solly	solly	solly	solly	PROPN	PROPN
parker	parker	parker	parker	PROPN	PROPN
esperan	espoirs	esperar	espoir	V	N;MASC;PL
esperan	espoir	esperar	espoir	V	N;MASC;SG
esperan	espérance	esperar	espérance	V	N;FEM;SG
esperan	attente	esperar	attente	V	N;FEM;SG
taza	gobelet	taza	gobelet	PROPN	N;MASC;SG
taza	cup	taza	cup	PROPN	PROPN
taza	tasse	taza	tasse	PROPN	N;FEM;SG
taza	coupe	taza	coupe	PROPN	N;FEM;SG
brincar	plaisante	brincar	plaisant	V	ADJ;FEM;SG
brincar	plaisanterie	brincar	plaisanterie	V	N;FEM;SG
brincar	plaisante	brincar	plaisant	V	ADJ;FEM;SG
lixeiro	lumiere	lixeiro	lumiere	ADJ	N;FEM;SG
lixeiro	lumière	lixeiro	lumière	ADJ	N;FEM;SG
acumulación	accumuler	acumulación	accumuler	N	V;NFIN
manchester	manchester	manchester	manchester	N	V;NFIN
tina	tina	tina	tina	N	PROPN
prometín	promise	prometín	promettre	PROPN	V;FEM;SG;PST;V.PTCP
prometín	promises	prometín	promettre	PROPN	V;FEM;PL;PST;V.PTCP
prometín	promis	prometín	promettre	PROPN	V;MASC;SG;PST;V.PTCP
defunto	tardive	defunto	tardif	N	ADJ;FEM;SG
defunto	tardif	defunto	tardif	N	ADJ;MASC;SG
defunto	tard	defunto	tard	N	ADV
defunto	morts	defunto	mourir	N	V;MASC;PL;PST;V.PTCP
defunto	morte	defunto	mourir	N	V;FEM;SG;PST;V.PTCP
defunto	mort	defunto	mourir	N	V;MASC;SG;PST;V.PTCP
regrese	dos	regrese	dos	V	N;MASC;SG
regrese	arrière	regrese	arrière	V	N;MASC;SG
regrese	retour	regrese	retour	V	N;MASC;SG
escapou	loin	escapar	loin	V	ADV
escapou	du	escapar	du	V	DET;MASC;SG
escapou	de	escapar	de	V	ADP
escapou	depuis	escapar	depuis	V	ADP
tumbas	graves	tumba	grave	N	ADJ;MASC;PL
amada	adoré	amadar	adorer	ADJ	V;MASC;SG;PST;V.PTCP
amada	aimée	amadar	aimer	ADJ	V;FEM;SG;PST;V.PTCP
amada	aimées	amadar	aimer	ADJ	V;FEM;PL;PST;V.PTCP
amada	aimé	amadar	aimer	ADJ	V;MASC;SG;PST;V.PTCP
amada	aimés	amadar	aimer	ADJ	V;MASC;PL;PST;V.PTCP
cooperativas	coopératifs	cooperativa	coopératif	N	ADJ;MASC;PL
cooperativas	coopérative	cooperativa	coopératif	N	ADJ;FEM;SG
cooperativas	coopératives	cooperativa	coopérative	N	ADJ;FEM;PL
cooperativas	coopératif	cooperativa	coopératif	N	ADJ;MASC;SG
cooperativas	coopératives	cooperativa	coopérative	N	ADJ;FEM;PL
jenny	jenny	jenny	jenny	PROPN	PROPN
óesme	vous	óesme	vous	PROPN	PRO;PL;2
óesme	tu	óesme	il	PROPN	PRO;SG;2
óesme	toi	óesme	soi	PROPN	PRO;SG;2
óesme	you	óesme	you	PROPN	PRO;SG;2
óesme	entendez	óesme	entendre	PROPN	V;IMP;PL;2;PRS;FIN
óesme	entendre	óesme	entendre	PROPN	V;NFIN
molesto	bouleversé	molesto	bouleversé	N	V;MASC;SG;PST;V.PTCP
molesto	bouleversée	molesto	bouleversé	N	V;FEM;SG;PST;V.PTCP
molesto	contrariée	molesto	contrarier	N	V;FEM;SG;PST;V.PTCP
molesto	contrarié	molesto	contrarié	N	V;MASC;SG;PST;V.PTCP
pensado	pensée	pensar	pensée	V	N;FEM;SG
gustaríalle	comme	gustaríalle	comme	V	ADP
gustaríalle	genre	gustaríalle	genre	V	N;MASC;SG
gustaríalle	serait	gustaríalle	être	V	V;COND;SG;3;PRS;FIN
gustaríalle	aurait	gustaríalle	avoir	V	V;COND;SG;3;PRS;FIN
mátote	kill	mátote	kill	PROPN	PROPN
mátote	tuez	mátote	tuer	PROPN	V;IMP;PL;2;PRS;FIN
mátote	tuer	mátote	tuer	PROPN	V;NFIN
mátote	tue	mátote	tuer	PROPN	V;IND;SG;3;PRS;FIN
