ίκαρος	icarus	ίκαρος	icarus	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ρίτσι	ricci	ρίτσι	ricec		N;NOM;MASC;SG
κυβερνών	odločanje	κυβέρνα	odločanje	N;GEN;FEM;PL	N;NOM;NEUT;SG
χώμα	prsti	χώμα	prst	N;NOM;NEUT;SG	N;NOM;MASC;PL
χώμα	umazanijo	χώμα	umazanija	N;NOM;NEUT;SG	N;ACC;FEM;SG
στρατιώτη	vojak	στρατιώτης	vojak	N;ACC;MASC;SG	N;NOM;MASC;SG
άλεξ	alex	άλεξ	alex		PROPN;NOM;MASC;SG
άλεξ	aleš	άλεξ	ali		PROPN;NOM;MASC;SG
άλεξ	aleks	άλεξ	aleks		N;NOM;MASC;SG
στενός	ozko	στενός	ozko	N;NOM;MASC;SG	ADV
στενός	ozki	στενός	ozek	N;NOM;MASC;SG	ADJ;NOM;MASC;PL
στενός	ozka	στενός	ozek	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
στενός	ozke	στενός	ozek	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
στενός	ozek	στενός	ozek	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
μαχητές	borci	μαχητός	borec	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
μαχητές	borca	μαχητός	borec	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
μαχητές	vojščaki	μαχητός	vojščak	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
μαχητές	bojevniki	μαχητός	bojevnik	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
μαχητές	bojevnike	μαχητός	bojevnik	ADJ;NOM;MASC;PL	N;ACC;MASC;PL
μαχητές	borca	μαχητός	borec	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
μαχητές	borci	μαχητός	borec	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
αποκτήθηκε	pridobljena	αποκτώ	pridobljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
αποκτήθηκε	pridobljen	αποκτώ	pridobljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
αποκτήθηκε	pridobljene	αποκτώ	pridobljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
αποκτήθηκε	pridobljeno	αποκτώ	pridobljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
υγιεινής	higieno	υγιεινής	higiena	ADJ;GEN;FEM;SG	N;ACC;FEM;SG
υγιεινής	higiene	υγιεινής	higiena	ADJ;GEN;FEM;SG	N;NOM;FEM;PL
ευκαιρίες	priložnosti	ευκαιρία	priložnost	N;NOM;FEM;PL	N;GEN;FEM;SG
μοντάζ	montaža	μοντάζ	montaža		N;NOM;FEM;SG
μοντάζ	montažo	μοντάζ	montaža		N;ACC;FEM;SG
μοντάζ	urejanje	μοντάζ	urejanje		N;NOM;NEUT;SG
μηχανικοί	mehanika	μηχανικός	mehanika	ADJ;NOM;MASC;PL	N;NOM;FEM;SG
μηχανικοί	mehaniki	μηχανικός	mehanika	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
μηχανικοί	inženirjev	μηχανικός	inženir	ADJ;NOM;MASC;PL	N;GEN;MASC;PL
μηχανικοί	inženirji	μηχανικός	inženir	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
λατ	lat	λατ	lato		N;NOM;MASC;SG
ενέκρινε	odobrena	εγκρίνω	odobren	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
ενέκρινε	odobrene	εγκρίνω	odobren	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
ενέκρινε	odobreni	εγκρίνω	odobren	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;PL
ενέκρινε	odobreno	εγκρίνω	odobreno	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG
ενέκρινε	odobren	εγκρίνω	odobren	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
ενέκρινε	sprejeta	εγκρίνω	sprejet	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
ενέκρινε	sprejet	εγκρίνω	sprejet	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
ενέκρινε	sprejeto	εγκρίνω	sprejet	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
μασσαλία	marseille	μασσαλία	marseilel	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG
μασσαλία	marseille	μασσαλία	marseilel	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG
μασσαλία	marseillu	μασσαλία	marseilel	PROPN;ACC;FEM;SG	PROPN;DAT;MASC;SG
πλημμύρες	poplav	πλημμύρα	poplava	N;NOM;FEM;PL	N;GEN;FEM;PL
πλημμύρες	poplav	πλημμύρα	poplava	N;NOM;FEM;PL	N;GEN;FEM;PL
πλημμύρες	poplava	πλημμύρα	poplava	N;NOM;FEM;PL	N;NOM;FEM;SG
αλλα	drugi	αλλα	drug	ADV	ADJ;NOM;MASC;SG
αλλα	drugo	αλλα	drug	ADV	ADJ;NOM;NEUT;SG
αλλα	druga	αλλα	drug	ADV	ADJ;NOM;FEM;SG
αλλα	druge	αλλα	drug	ADV	ADJ;NOM;FEM;PL
αλλα	toda	αλλα	toda	ADV	CONJ
αλλα	ampak	αλλα	ampak	ADV	CONJ
αλλα	vendar	αλλα	vendar	ADV	CONJ
διαβήτη	sladkorna	διαβήτης	sladkoren	N;SG	ADJ;NOM;FEM;SG
ασημένια	srebrn	ασημένιος	srebrn	ADV	ADJ;NOM;INDF;MASC;SG
ασημένια	srebro	ασημένιος	srebro	ADV	ADJ;NOM;NEUT;SG
ασημένια	srebrno	ασημένιος	srebrno	ADV	ADJ;NOM;NEUT;SG
ασημένια	srebrna	ασημένιος	srebrn	ADV	ADJ;NOM;FEM;SG
ασημένια	silver	ασημένιος	silver	ADV	N;NOM;MASC;SG
νικολά	nicolas	νικολά	nicolas	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
συνήθεια	navade	συνήθεια	navada	N;NOM;FEM;SG	N;NOM;FEM;PL
τσάρου	car	τσάρος	car	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
κατάρτιση	trening	κατάρτιση	trening	N;ACC;FEM;SG	N;NOM;MASC;SG
κατάρτιση	usposabljanja	κατάρτιση	usposabljanje	N;ACC;FEM;SG	N;GEN;NEUT;SG
κατάρτιση	treningi	κατάρτιση	trening	N;ACC;FEM;SG	N;NOM;MASC;PL
κατάρτιση	usposabljanje	κατάρτιση	usposabljanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
λαογραφία	folklore	λαογραφία	folklor	N;NOM;FEM;SG	N;NOM;FEM;PL
κυβερνείο	governorate	κυβερνείο	governorati	N;NOM;NEUT;SG	N;NOM;FEM;PL
μεταξάς	metaxas	μεταξάς	metaxas	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
κάι	kai	κάι	kai		
απολύθηκε	odpuščen	απολύω	odpuščen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
ανακάλυψαν	odkrila	ανακαλύπτω	odkriti	V;PFV;IND;PL;3;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
ανακάλυψαν	odkril	ανακαλύπτω	odkriti	V;PFV;IND;PL;3;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
ανακάλυψαν	odkrite	ανακαλύπτω	odkriti	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
ανακάλυψαν	odkrita	ανακαλύπτω	odkriti	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
ανακάλυψαν	odkrit	ανακαλύπτω	odkrit	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
αγαπημένο	priljubljeno	αγαπημένος	priljubljen	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADV
αγαπημένο	najljubša	αγαπημένος	uljub	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;RL;FEM;SG
αγαπημένο	najljubši	αγαπημένος	ujub	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;DEF;RL;MASC;SG
αγαπημένο	priljubljeni	αγαπημένος	priljubljen	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL
αγαπημένο	priljubljeno	αγαπημένος	priljubljen	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADV
αγαπημένο	najljubša	αγαπημένος	uljub	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;RL;FEM;SG
αγαπημένο	najljubši	αγαπημένος	ujub	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;DEF;RL;MASC;SG
ρομπέρτο	roberto	ρομπέρτο	roberta		N;NOM;MASC;SG
πάτρικ	patrick	πάτρικ	patrick		N;NOM;MASC;SG
πάτρικ	patrik	πάτρικ	patrik		N;NOM;MASC;SG
πρόβλεψη	napovedovanje	πρόβλεψη	napovedovanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
πρόβλεψη	napoved	πρόβλεψη	napoved	N;ACC;FEM;SG	N;NOM;FEM;SG
πρόβλεψη	napovedi	πρόβλεψη	napoved	N;ACC;FEM;SG	N;NOM;FEM;PL
πρόβλεψη	napoved	πρόβλεψη	napoved	N;ACC;FEM;SG	N;NOM;FEM;SG
πρόβλεψη	napovedi	πρόβλεψη	napoved	N;ACC;FEM;SG	N;NOM;FEM;PL
κούπερ	cooper	κούπερ	cooper		PROPN;NOM;MASC;SG
ρούμπενς	rubens	ρούμπενς	rubens		N;NOM;MASC;SG
τάφους	grobov	τάφος	grob	N;NOM;MASC;PL	N;GEN;MASC;PL
τάφους	graves	τάφος	graves	N;NOM;MASC;PL	N;NOM;MASC;SG
τάφους	grobove	τάφος	grob	N;NOM;MASC;PL	N;ACC;MASC;PL
συγγενής	relativna	συγγενής	relativen	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
συγγενής	relativno	συγγενής	relativno	N;NOM;MASC;SG	ADV
απόκλιση	odstopanje	απόκλιση	odstopanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
απόκλιση	odklon	απόκλιση	odklon	N;ACC;FEM;SG	N;NOM;MASC;SG
απόκλιση	odmik	απόκλιση	odmik	N;ACC;FEM;SG	N;NOM;MASC;SG
γιοι	sinove	γιος	sin	N;NOM;MASC;PL	N;ACC;MASC;PL
γιοι	sinov	γιος	sinov	N;NOM;MASC;PL	N;GEN;MASC;PL
γιοι	sinova	γιος	sin	N;NOM;MASC;PL	N;NOM;MASC;DU
κατοικείται	naseljen	κατοικώ	naseljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
ντιν	dekan	ντιν	dekan		N;NOM;MASC;SG
ντιν	dean	ντιν	dean		PROPN;NOM;MASC;SG
νιλ	neil	νιλ	neiti		PROPN;NOM;MASC;SG
νιλ	neal	νιλ	nealo		PROPN;NOM;MASC;SG
διορθώσεις	popravkov	διορθώση	popravek	N;NOM;FEM;PL	N;GEN;MASC;PL
μαρόκου	maroko	μάροκος	marok		N;ACC;FEM;SG
ιού	virus	ιού	virus	N;GEN;NEUT;SG	N;NOM;MASC;SG
ιού	virusa	ιού	virus	N;GEN;NEUT;SG	N;ACC;MASC;SG
ιού	virusi	ιού	virus	N;GEN;NEUT;SG	N;NOM;MASC;PL
φόρμα	oblika	φόρμα	oblika	N;ACC;FEM;SG	N;NOM;FEM;SG
φόρμα	obrazec	φόρμα	obrazec	N;ACC;FEM;SG	N;NOM;MASC;SG
φόρμα	kombinezon	φόρμα	kombinezon	N;ACC;FEM;SG	N;NOM;MASC;SG
διαφορών	spori	διαφορά	spor	N;GEN;FEM;PL	N;NOM;MASC;PL
διαφορών	spore	διαφορά	spora	N;GEN;FEM;PL	N;NOM;FEM;PL
έζησαν	živel	χάνω	živeti	V;PFV;IND;PL;3;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
έζησαν	živeli	χάνω	živeti	V;PFV;IND;PL;3;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
έζησαν	živela	χάνω	živeti	V;PFV;IND;PL;3;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
αδάμ	adam	αδάμ	adam	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
έλλη	ellie	έλλος	ellie	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
έλλη	elli	έλλος	ella	PROPN;NOM;FEM;SG	
μιανμάρ	mjanmaru	μιανμάρ	mjanmar		N;DAT;MASC;SG
προσφέρεται	ponujena	προσφέρω	ponujen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
προσφέρεται	ponujenih	προσφέρω	ponujen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;GEN;MASC;PL;V.PTCP
προσφέρεται	ponujene	προσφέρω	ponujen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
προσφέρεται	ponujeni	προσφέρω	ponujen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
προσφέρεται	ponujeno	προσφέρω	ponujen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
προσφέρεται	ponudil	προσφέρω	ponuditi	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;V.PTCP
κλειστή	zaprte	κλειστής	zaprt	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
κλειστή	zaprti	κλειστής	zaprt	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
εκτόξευση	izstrelitev	εκτόξευση	izstrelitev	N;ACC;FEM;SG	N;NOM;FEM;SG
εκτόξευση	spuščanje	εκτόξευση	spuščanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
εκτόξευση	izstrelitev	εκτόξευση	izstrelitev	N;ACC;FEM;SG	N;NOM;FEM;SG
ταϊλάνδη	tajska	ταϊλάνδη	tajski		ADJ;NOM;FEM;SG
ταϊλάνδη	tajsko	ταϊλάνδη	tajski		ADJ;NOM;NEUT;SG
ταϊλάνδη	tajske	ταϊλάνδη	tajski		ADJ;NOM;FEM;PL
καπνού	tobak	καπνού	tobak	N;GEN;NEUT;SG	N;NOM;MASC;SG
ρόδος	rhodes	ρόδος	rhodes	PROPN;NOM;FEM;SG	
φάρμακο	medicino	φάρμακο	medicina	N;NOM;NEUT;SG	N;ACC;FEM;SG
εκτελέσει	opravljanje	εκτελώ	opravljanje	V;PFV;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
εκτελέσει	usmrtili	εκτελώ	usmrtiti	V;PFV;IND;SG;3;FIN;ACT	V;PFV;MASC;PL;V.PTCP
αιχμάλωτοι	ujetniki	αιχμάλωτος	ujetnik	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
αιχμάλωτοι	zaporniki	αιχμάλωτος	zapornik	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
αιχμάλωτοι	ujetniki	αιχμάλωτος	ujetnik	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
χάμιλτον	hamilton	χάμιλτον	hamilton	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
όμηρο	talec	όμηρος	talec	N;ACC;MASC;SG	N;NOM;MASC;SG
όμηρο	talci	όμηρος	talec	N;ACC;MASC;SG	N;NOM;MASC;PL
γυαλί	stekla	γυαλί	steči	N;NOM;NEUT;SG	V;PFV;FEM;PL;V.PTCP
γυαλί	steklena	γυαλί	steklen	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ευγενής	plemič	ευγενής	plemič	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
ευγενής	plemenite	ευγενής	plemenit	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
τιμόρ	timor	τιμόρ	timor		N;NOM;MASC;SG
ορυχεία	rudarstvo	ορυχεία	rudarstvo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
ορυχεία	mine	ορυχεία	miniti	N;NOM;NEUT;PL	V;PFV;IND;SG;3;PRS;FIN
εξόρυξη	ekstrakcijo	εξόρυξη	ekstrakcija	N;NOM;FEM;SG	N;ACC;FEM;SG
ράιτ	wright	ράιτ	wright		PROPN;NOM;MASC;SG
κλασσική	klasične	κλασσικός	klasičen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
κλασσική	klasično	κλασσικός	klasičen	ADJ;NOM;FEM;SG	ADV
πόντοι	točki	πόντος	točka	N;NOM;MASC;PL	N;NOM;FEM;DU
πόντοι	točk	πόντος	točka	N;NOM;MASC;PL	N;GEN;FEM;PL
επίδειξη	dokazovanje	επίδειξη	dokazovanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
επίδειξη	prikaz	επίδειξη	prikaz	N;ACC;FEM;SG	N;NOM;MASC;SG
επιδημία	epidemije	επιδημία	epidemija	N;NOM;FEM;SG	N;NOM;FEM;PL
επιδημία	epidemijo	επιδημία	epidemija	N;NOM;FEM;SG	N;ACC;FEM;SG
επιδημία	izbruha	επιδημία	izbruh	N;NOM;FEM;SG	N;GEN;MASC;SG
πρωσία	prusija	πρωσία	prusija	PROPN;ACC;FEM;SG	N;NOM;FEM;SG
σέρρες	serres	σέρρα	serres	PROPN;NOM;FEM;PL	N;NOM;MASC;SG
φόνο	umor	φόνο	umor	N;ACC;MASC;SG	N;NOM;MASC;SG
συχνότητες	pogostnosti	συχνότητα	pogostnost	N;NOM;FEM;PL	N;GEN;FEM;SG
συχνότητες	pogostost	συχνότητα	pogostost	N;NOM;FEM;PL	N;NOM;FEM;SG
ανταγωνισμού	konkurenca	ανταγωνισμός	konkurenca	N;GEN;MASC;SG	N;NOM;FEM;SG
ανταγωνισμού	tekmovanje	ανταγωνισμός	tekmovanje	N;GEN;MASC;SG	N;NOM;NEUT;SG
ανταγωνισμού	natečaj	ανταγωνισμός	natečaj	N;GEN;MASC;SG	N;NOM;MASC;SG
μπενίν	benin	μπενίν	benina		N;NOM;MASC;SG
μέλισσα	čebelji	μέλισσα	čebelji	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
μέλισσα	bee	μέλισσα	bee	N;NOM;FEM;SG	
στέφαν	stefan	στέφαν	stefan		N;NOM;MASC;SG
στέφαν	stephan	στέφαν	stephan		PROPN;NOM;MASC;SG
ινδονησίας	indonezijski	ινδονησία	indonezijski	PROPN;GEN;FEM;SG	ADJ;NOM;MASC;SG
ινδονησίας	indonezije	ινδονησία	indonezija	PROPN;GEN;FEM;SG	N;NOM;FEM;PL
ινδονησίας	indonezija	ινδονησία	indonezija	PROPN;GEN;FEM;SG	N;NOM;FEM;SG
κινηματογράφους	kinih	κινηματογράφος	kino	N;ACC;MASC;PL	N;ESS;MASC;PL
αντεπίθεση	protinapad	αντεπίθεση	protinapad	N;ACC;FEM;SG	N;NOM;MASC;SG
βλάβες	lezij	βλάβη	lezija	N;NOM;FEM;PL	N;GEN;FEM;PL
κάμπελ	campbell	κάμπελ	campbel		PROPN;NOM;MASC;SG
χρονος	čas	χρονος	čas	DET;NOM;DEF;MASC;SG	N;NOM;MASC;SG
χρονος	časa	χρονος	čas	DET;NOM;DEF;MASC;SG	N;GEN;MASC;SG
ισοτιμία	enakost	ισοτιμία	enakost	N;NOM;FEM;SG	DET;NOM;NEUT;SG
ισοτιμία	enakovrednosti	ισοτιμία	enakovrednost	N;NOM;FEM;SG	N;GEN;FEM;SG
σουηδικά	švedska	σουηδικά	švedska	ADV	ADJ;NOM;FEM;SG
σουηδικά	švedsko	σουηδικά	švedski	ADV	ADJ;NOM;NEUT;SG
σουηδικά	švedski	σουηδικά	švedski	ADV	ADJ;NOM;DEF;MASC;SG
παν	pan	παν	pan		N;NOM;MASC;SG
παν	ponev	παν	ponev		N;NOM;FEM;SG
πες	povej	πες	povedati	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
πες	povej	πες	povedati	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
θάλασσες	morja	θάλασσα	morje	N;NOM;FEM;PL	N;GEN;NEUT;SG
προγραμματισμός	razporejanja	προγραμματισμός	razporejanje	N;NOM;MASC;SG	N;GEN;NEUT;SG
έβερτον	everton	έβερτον	everton		N;NOM;MASC;SG
κάρτερ	carter	κάρτερ	carter	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
κάρτερ	carterjeva	κάρτερ	carterjev	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG
αρένα	arena	αρένας	arena	N;ACC;FEM;SG	N;NOM;MASC;SG
αρένα	areni	αρένας	arena	N;ACC;FEM;SG	N;NOM;FEM;SG
μπιν	bin	μπιν	bin		
μπιν	koš	μπιν	koš		N;NOM;MASC;SG
μπιν	bean	μπιν	bean		N;NOM;MASC;SG
κίνητρα	motivacija	κίνητρο	motivacija	N;NOM;NEUT;PL	N;NOM;FEM;SG
κίνητρα	motivacijo	κίνητρο	motivacija	N;NOM;NEUT;PL	N;ACC;FEM;SG
κίνητρα	spodbuda	κίνητρο	spodbuda	N;NOM;NEUT;PL	N;NOM;FEM;SG
κίνητρα	motive	κίνητρο	motiv	N;NOM;NEUT;PL	N;ACC;MASC;PL
