το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP;ACC
ομάδα	загін	ομάδα	загін	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ομάδα	група	ομάδα	група	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ομάδα	групова	ομάδα	груповий	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
ομάδα	груповий	ομάδα	груповий	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
ομάδα	спільнота	ομάδα	спільнота	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ομάδα	команда	ομάδα	команда	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
θέση	розташування	θέση	розташування	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
θέση	позиція	θέση	позиція	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
θέση	положення	θέση	положення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
θέση	позиції	θέση	позиція	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
μεταξύ	поміж	μεταξύ	поміж	ADP	
χρόνια	хронічне	χρόνος	хронічний	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
πρώτη	перше	πρώτος	перше	NUM;NOM;FEM;SG	ADV
πρώτη	перша	πρώτος	перший	NUM;NOM;FEM;SG	ADJ;NOM;FEM;SG
πρώτη	перший	πρώτος	перший	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
ένας	одна	ένας	один	DET;NOM;INDF;MASC;SG	NUM;NOM;FEM
ένας	one	ένας	one	DET;NOM;INDF;MASC;SG	
ένας	одне	ένας	один	DET;NOM;INDF;MASC;SG	DET;NOM;NEUT;SG
ένας	один	ένας	один	DET;NOM;INDF;MASC;SG	NUM;NOM;MASC
σύνδεσμοι	лінки	σύνδεσμος	лінка	N;ACC;MASC;SG	N;INAN;NOM;MASC;PL
σύνδεσμοι	посилання	σύνδεσμος	посилання	N;ACC;MASC;SG	N;INAN;NOM;NEUT;PL
σύνδεσμοι	посиланнями	σύνδεσμος	посилання	N;ACC;MASC;SG	N;INAN;INS;NEUT;PL
σύνδεσμοι	посилань	σύνδεσμος	посилання	N;ACC;MASC;SG	N;INAN;GEN;NEUT;PL
μόνο	лише	μόνο	лише	ADV	PART
μόνο	тільки	μόνο	тільки	ADV	PART
έγινε	зроблено	γίνομαι	зробити	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;FIN
έγινε	закінчили	γίνομαι	закінчити	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN
έγινε	виконано	γίνομαι	виконати	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;FIN
έγινε	готово	γίνομαι	готово	V;PFV;IND;SG;3;PST;FIN;PASS	ADV
έγινε	done	γίνομαι	done	V;PFV;IND;SG;3;PST;FIN;PASS	
κάθε	кожен	κάθε	кожний	PRO;ACC;FEM;SG;3	DET;NOM;MASC;SG
κάθε	кожні	κάθε	кожний	PRO;ACC;FEM;SG;3	NUM;NOM
κάθε	кожну	κάθε	кожний	PRO;ACC;FEM;SG;3	DET;ACC;FEM;SG
κάθε	кожного	κάθε	кожний	PRO;ACC;FEM;SG;3	DET;GEN;MASC;SG
κάθε	кожному	κάθε	кожний	PRO;ACC;FEM;SG;3	PRO;INAN;DAT;NEUT;SG
κάθε	кожен	κάθε	кожний	PRO;ACC;FEM;SG;3	DET;NOM;MASC;SG
κάθε	кожна	κάθε	кожний	PRO;ACC;FEM;SG;3	DET;NOM;FEM;SG
περιοχή	ділянку	περιοχή	ділянка	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
αιώνα	ст	αιώνας	ст.	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
αιώνα	століття	αιώνας	століття	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
αιώνα	century	αιώνας	century	N;ACC;MASC;SG	
αθήνα	афіни	αθήνα	афін	PROPN;ACC;FEM;SG	PROPN;INAN;NOM
περίοδο	строк	περίοδος	строк	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
περίοδο	період	περίοδος	період	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ελλάδα	греції	ελλάδα	греція	PROPN;ACC;FEM;SG	PROPN;INAN;NOM;FEM;SG
ελλάδα	греція	ελλάδα	греція	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μέσα	inside	μέσα	inside	ADV	
μέσα	всередині	μέσα	всередині	ADV	
διάρκεια	тривалість	διάρκεια	тривалість	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ιστορία	публікації	ιστορία	публікація	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ιστορία	історії	ιστορία	історія	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
πρωτάθλημα	чемпіонський	πρωτάθλημα	чемпіонський	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
αργότερα	потому	αργά	потому	ADV;CMPR	
νέα	нове	νέος	новий	ADJ;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
νέα	нова	νέος	новий	ADJ;NOM;NEUT;PL	ADJ;NOM;FEM;SG
νέα	новий	νέος	новий	ADJ;NOM;NEUT;PL	ADJ;NOM;MASC;SG
νέα	створити	νέος	створити	ADJ;NOM;NEUT;PL	V;PFV;NFIN
νέα	новини	νέος	новина	ADJ;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
νέα	новина	νέος	новина	ADJ;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
περίπου	інфо	περίπου	інфо	ADV	
περίπου	про	περίπου	про	ADV	ADP;ACC
περίπου	щодо	περίπου	щодо	ADV	ADP;GEN
αυτά	ці	αυτός	цей	PRO;NOM;NEUT;PL;3	DET;NOM;PL
πριν	перед	πριν	перед	ADV	ADP;INS
πριν	before	πριν	before	ADV	
εθνική	націонал	εθνικός	націонал	ADJ;NOM;FEM;SG	
εθνική	національні	εθνικός	національний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
συζήτηση	спілкування	συζήτηση	спілкування	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συζήτηση	розмови	συζήτηση	розмова	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
συζήτηση	розмова	συζήτηση	розмова	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συζήτηση	бесіда	συζήτηση	бесіда	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συζήτηση	дискусії	συζήτηση	дискусія	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
συζήτηση	дискусія	συζήτηση	дискусія	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συζήτηση	обговорення	συζήτηση	обговорення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
συζήτηση	дискусії	συζήτηση	дискусія	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
συζήτηση	дебати	συζήτηση	дебати	N;ACC;FEM;SG	N;INAN;NOM;MASC;PL
αρχείο	архівувати	αρχείο	архівувати	N;NOM;NEUT;SG	V;IPFV;NFIN
πρέπει	повинен	πρέπει	повинний	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
φορά	тайм	φορά	тайм	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
φορά	час	φορά	час	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
πάνω	нагорі	πάνω	нагорий	ADV	
έλληνες	греки	έλληνας	грек	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ομάδες	груп	ομάδα	група	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
πρώτο	перше	πρώτος	перше	NUM;NOM;NEUT;SG	ADV
πρώτο	перша	πρώτος	перший	NUM;NOM;NEUT;SG	ADJ;NOM;FEM;SG
πρώτο	перший	πρώτος	перший	NUM;NOM;NEUT;SG	ADJ;NOM;MASC;SG
έργο	project	έργο	project	N;NOM;NEUT;SG	
έργο	роботи	έργο	робота	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
έργο	працюю	έργο	працювати	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
έργο	працюють	έργο	працювати	N;NOM;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN
έργο	роботу	έργο	робота	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
έργο	робочий	έργο	робочий	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
κυρίως	головним	κυρίως	головний	ADV	ADJ;INS;NEUT;SG
κυρίως	основному	κυρίως	основний	ADV	ADJ;DAT;MASC;SG
όχι	not	όχι	not	PART	
ελληνική	грецька	ελληνικός	грецький	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ελληνική	грек	ελληνικός	грек	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
ελληνική	грецькі	ελληνικός	грецький	ADJ;NOM;FEM;SG	ADJ;NOM;PL
μεγάλη	великі	μεγάλος	великий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
μεγάλη	біг	μεγάλος	бігти	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
υπό	under	υπό	under	ADP	
έως	доки	ώς	доки	ADP	ADV
έως	поки	ώς	поки	ADP	ADV
ταινία	стрічку	ταινία	стрічка	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
ταινία	стрічки	ταινία	стрічка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
άλλα	інший	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;NOM;MASC;SG
άλλα	інша	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;NOM;FEM;SG
άλλα	інші	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;NOM;PL
άλλα	інше	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;NOM;NEUT;SG
άλλα	інших	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;GEN;PL
άλλα	інших	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;GEN;PL
άλλα	інші	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;NOM;PL
άλλα	іншими	άλλος	інший	PRO;NOM;NEUT;PL;3	DET;INS;PL
τμήμα	секції	τμήμα	секція	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
σαν	подобається	σαν	подобатися	ADV	V;IPFV;IND;SG;3;PRS;FIN
σαν	зразок	σαν	зразок	ADV	N;INAN;NOM;MASC;SG
σαν	like	σαν	like	ADV	
άλλες	інший	άλλος	інший	PRO;NOM;FEM;PL;3	DET;NOM;MASC;SG
άλλες	інша	άλλος	інший	PRO;NOM;FEM;PL;3	DET;NOM;FEM;SG
άλλες	інші	άλλος	інший	PRO;NOM;FEM;PL;3	DET;NOM;PL
άλλες	інше	άλλος	інший	PRO;NOM;FEM;PL;3	DET;NOM;NEUT;SG
άλλες	інших	άλλος	інший	PRO;NOM;FEM;PL;3	DET;GEN;PL
τέλος	завершити	τέλος	завершити	ADV	V;PFV;NFIN
τέλος	кінець	τέλος	кінець	ADV	N;INAN;NOM;MASC;SG
τέλος	закінчити	τέλος	закінчити	ADV	V;PFV;NFIN
τέλος	закінчиться	τέλος	закінчитися	ADV	V;PFV;IND;SG;3;FUT;FIN
τέλος	закінчення	τέλος	закінчення	ADV	N;INAN;NOM;NEUT;SG
σειρά	серія	σειρά	серія	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
σειρά	серії	σειρά	серія	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
σειρά	ряд	σειρά	ряд	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σειρά	ряди	σειρά	ряд	N;ACC;FEM;SG	N;INAN;NOM;MASC;PL
σειρά	замовити	σειρά	замовити	N;ACC;FEM;SG	V;PFV;NFIN
σειρά	ордер	σειρά	ордер	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σειρά	наказ	σειρά	наказ	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σειρά	порядок	σειρά	порядок	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σειρά	рядок	σειρά	рядок	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
στοιχεία	дані	στοιχείο	дані	N;NOM;NEUT;PL	N;INAN;PFV;NOM;PASS
στοιχεία	data	στοιχείο	data	N;NOM;NEUT;PL	
εκτός	окрім	εκτός	окрім	ADV	
εκτός	крім	εκτός	крім	ADV	ADP;GEN
συνέχεια	неперервність	συνέχεια	неперервність	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συνέχεια	продовжувати	συνέχεια	продовжувати	N;ACC;FEM;SG	V;IPFV;NFIN
συνέχεια	продовжити	συνέχεια	продовжити	N;ACC;FEM;SG	V;PFV;NFIN
συνέχεια	продовжуємо	συνέχεια	продовжувати	N;ACC;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN
συνέχεια	тривале	συνέχεια	тривалий	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
συνέχεια	продовжив	συνέχεια	продовжити	N;ACC;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
συνέχεια	продовжували	συνέχεια	продовжувати	N;ACC;FEM;SG	V;IPFV;IND;PL;PST;FIN
συνέχεια	продовжується	συνέχεια	продовжуватися	N;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
συνέχεια	продовжила	συνέχεια	продовжити	N;ACC;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
κάτω	вниз	κάτω	вниз	ADV	
κάτω	down	κάτω	down	ADV	
κάτω	униз	κάτω	униз	ADV	
κάτω	даун	κάτω	даун	ADV	PROPN;ANIM;NOM;MASC;SG
κάτω	нижній	κάτω	нижній	ADV	ADJ;DAT;FEM;SG
κάτω	опустити	κάτω	опустити	ADV	V;PFV;NFIN
κάτω	нижня	κάτω	нижній	ADV	ADJ;NOM;FEM;SG
κάτω	нижча	κάτω	нижча	ADV	ADJ;NOM;RL;FEM;SG
πολλές	багато	πολύς	багато	ADJ;NOM;FEM;PL	ADV
πολλές	багатьох	πολύς	багато	ADJ;NOM;FEM;PL	DET;ACC
όλα	everything	όλος	everything	ADJ;NOM;NEUT;PL	
όλα	все	όλος	все	ADJ;NOM;NEUT;PL	PRO;INAN;NOM;NEUT;SG
όλα	усе	όλος	усе	ADJ;NOM;NEUT;PL	PRO;INAN;NOM;NEUT;SG
όλα	усі	όλος	увесь	ADJ;NOM;NEUT;PL	DET;NOM;PL
όλα	всі	όλος	весь	ADJ;NOM;NEUT;PL	DET;NOM;PL
όλα	все	όλος	все	ADJ;NOM;NEUT;PL	PRO;INAN;NOM;NEUT;SG
όλα	всіх	όλος	всі	ADJ;NOM;NEUT;PL	PRO;ANIM;ACC
σύστημα	системи	σύστημα	система	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
σύστημα	системний	σύστημα	системний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
σύστημα	системне	σύστημα	системний	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
σύστημα	системна	σύστημα	системний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ακόμα	still	ακόμα	still	ADV	
φορές	таймс	φορά	таймс	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
φορές	час	φορά	час	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
φορές	times	φορά	times	N;NOM;FEM;PL	
ίδια	однакові	ίδιος	однаковий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ίδια	збігається	ίδιος	збігатися	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
ίδια	однакові	ίδιος	однаковий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ίδια	same	ίδιος	same	ADJ;NOM;FEM;SG	
ίδια	самий	ίδιος	самий	ADJ;NOM;FEM;SG	DET;NOM;MASC;SG;REFL
ιουλίου	липень	ιούλιος	липень	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
ιουλίου	липні	ιούλιος	липень	N;GEN;NEUT;SG	ADV
χώρα	країни	χώρα	країна	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
χώρα	кантрі	χώρα	кантрі	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αποτέλεσμα	єдесталу	αποτέλεσμα	єдестал	N;ACC;NEUT;SG	ADV
αποτέλεσμα	результат	αποτέλεσμα	результат	N;ACC;NEUT;SG	N;INAN;NOM;MASC;SG
αποτέλεσμα	ефект	αποτέλεσμα	ефект	N;ACC;NEUT;SG	N;INAN;NOM;MASC;SG
οκτωβρίου	жовтень	οκτώβριος	жовтень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
οκτωβρίου	жовтні	οκτώβριος	жовтень	N;GEN;MASC;SG	ADV
ιανουαρίου	січні	ιανουάριος	січень	PROPN;GEN;MASC;SG	ADV
ιανουαρίου	січень	ιανουάριος	січеня	PROPN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
ιανουαρίου	січня	ιανουάριος	січень	PROPN;GEN;MASC;SG	N;INAN;GEN;MASC;SG
σεπτεμβρίου	вересні	σεπτέμβριο	вересень	N;GEN;MASC;SG	ADV
σεπτεμβρίου	вересень	σεπτέμβριο	вересень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
νοεμβρίου	листопаді	νόεμβριος	листопад	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
νοεμβρίου	листопад	νόεμβριος	листопад	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
αγώνες	збігається	αγώνας	збігатися	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
αγώνες	матчів	αγώνας	матч	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
αγώνες	відповідає	αγώνας	відповідати	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
αγώνες	ігор	αγώνας	гра	N;NOM;MASC;PL	PROPN;ANIM;NOM;FEM;SG
αγώνες	games	αγώνας	games	N;NOM;MASC;PL	
ταινίες	films	ταινία	films	N;NOM;FEM;PL	
ταινίες	фільмів	ταινία	фільм	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
ταινίες	знімали	ταινία	знімати	N;NOM;FEM;PL	V;IPFV;IND;PL;PST;FIN
ταινίες	кіно	ταινία	кіно	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
μέσω	via	μέσω	via	ADP	
μέσω	віа	μέσω	віа	ADP	
μέσω	крізь	μέσω	крізь	ADP	
μέσω	наскрізь	μέσω	наскрізь	ADP	ADV
μέσω	передивився	μέσω	передивитися	ADP	V;PFV;MASC;IND;SG;PST;FIN
μαρτίου	березні	μάρτιος	березень	N;GEN;MASC;SG	ADV
μαρτίου	березень	μάρτιος	березень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
γεννήθηκε	народження	γεννώ	народження	V;PFV;IND;SG;3;PST;FIN;PASS	N;INAN;NOM;NEUT;SG
γεννήθηκε	борн	γεννώ	борно	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN;ANIM;NOM;MASC;SG
ιουνίου	червні	ιούνιος	червень	N;GEN;MASC;SG	ADV
ιουνίου	червень	ιούνιος	червень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
αυτές	ці	αυτός	цей	PRO;NOM;FEM;PL;3	DET;NOM;PL
πολλά	багато	πολύς	багато	ADJ;NOM;NEUT;PL	ADV
πολλά	багатьох	πολύς	багато	ADJ;NOM;NEUT;PL	DET;ACC
απριλίου	квітень	απρίλιος	квітень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
απριλίου	квітні	απρίλιος	квітний	N;GEN;MASC;SG	ADV
τρεις	втрьох	τρεις	втріх	NUM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
τρεις	трійка	τρεις	трійка	NUM;NOM;MASC;PL	N;INAN;NOM;FEM;SG
αυγούστου	серпні	αυγούστος	серпень	N;GEN;MASC;SG	ADV
αυγούστου	серпень	αυγούστος	серпень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
έργα	працює	έργο	працювати	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN
έργα	проектів	έργο	проект	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
δεκεμβρίου	грудень	δεκέμβριο	грудень	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
δεκεμβρίου	грудні	δεκέμβριο	грудний	N;GEN;MASC;SG	ADV
χρήση	використати	χρήση	використати	N;ACC;FEM;SG	V;PFV;NFIN
χρήση	використовувати	χρήση	використовувати	N;ACC;FEM;SG	V;IPFV;NFIN
χρήση	користування	χρήση	користування	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
χρήση	використання	χρήση	використання	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
πρόεδρος	президент	πρόεδρος	президент	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
πρόεδρος	президенти	πρόεδρος	президент	N;ACC;MASC;SG	N;ANIM;NOM;MASC;PL
πολιτική	правила	πολιτική	правило	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
πολιτική	політики	πολιτική	політика	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
πολιτική	policy	πολιτική	policy	N;NOM;FEM;SG	
πολιτική	політикою	πολιτική	політика	N;NOM;FEM;SG	N;INAN;INS;FEM;SG
ακόμη	still	ακόμα	still	ADV	
ίδιο	збігається	ίδιος	збігатися	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
ίδιο	однакові	ίδιος	однаковий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ίδιο	same	ίδιος	same	ADJ;NOM;NEUT;SG	
ίδιο	самий	ίδιος	самий	ADJ;NOM;NEUT;SG	DET;NOM;MASC;SG;REFL
μας	наше	μου	наш	PRO;GEN;MASC;PL;1	DET;NOM;NEUT;SG;1
μας	наша	μου	наш	PRO;GEN;MASC;PL;1	DET;NOM;FEM;SG;1
μας	наші	μου	наш	PRO;GEN;MASC;PL;1	DET;NOM;PL;1
μας	наш	μου	наш	PRO;GEN;MASC;PL;1	DET;NOM;MASC;SG;1
εκλογές	вибори	εκλογή	вибори	N;NOM;FEM;PL	N;INAN;NOM
εκλογές	вибори	εκλογή	вибори	N;NOM;FEM;PL	N;INAN;NOM
μέλος	учасника	μέλος	учасник	N;NOM;NEUT;SG	N;ANIM;ACC;MASC;SG
μέλος	члена	μέλος	член	N;NOM;NEUT;SG	N;ANIM;ACC;MASC;SG
εποχή	епоха	εποχή	епоха	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
εποχή	епохи	εποχή	епох	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
εποχή	епоху	εποχή	епох	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
εποχή	season	εποχή	season	N;ACC;FEM;SG	
εποχή	сезон	εποχή	сезон	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
εποχή	сезону	εποχή	сезон	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
εποχή	епоха	εποχή	епоха	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αρχικά	ініціали	αρχικά	ініціат	ADV	N;INAN;NOM;MASC;PL
ζωή	життя	ζωή	життя	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ζωή	лайф	ζωή	Лайф	N;ACC;FEM;SG	
ζωή	зої	ζωή	зій	N;ACC;FEM;SG	PROPN;ANIM;NOM;FEM;SG
έδρα	seat	έδρα	seat	N;NOM;FEM;SG	
περιλαμβάνει	включення	περιλαμβάνω	включення	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
μεγάλο	великі	μεγάλος	великий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
μεγάλο	великих	μεγάλος	великий	ADJ;NOM;NEUT;SG	ADJ;ANIM;ACC;PL
μεγάλο	великі	μεγάλος	великий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
μεγάλο	біг	μεγάλος	бігти	ADJ;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;PST;FIN
βάση	основа	βάση	основа	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
βάση	базова	βάση	базовий	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
βάση	база	βάση	база	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
βάση	основою	βάση	основа	N;ACC;FEM;SG	N;INAN;INS;FEM;SG
βάση	базовий	βάση	базовий	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
βάση	базис	βάση	базис	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
