típica	typiska	típico	typisk	ADJ;FEM;SG	ADJ;NOM;PL
nucleares	nukleära	nuclear	nukleära	N;MASC;PL	ADJ;NOM;PL
nucleares	kärnkraft	nuclear	kärnkraft	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
nucleares	nukleär	nuclear	nukleär	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
nucleares	kärnenergi	nuclear	kärnenergi	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
moléculas	molekyl	molécula	molekyl	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
previsão	prognoser	previsão	prognos	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
comentou	kommenterade	comentar	kommentera	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
comentou	kommenterat	comentar	kommentera	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
julio	julio	julio	julio	N;MASC;SG	PROPN;NOM
melhoria	förbättras	melhoria	förbättra	N;FEM;SG	V;IND;PRS;FIN;PASS
melhoria	förbättra	melhoria	förbättra	N;FEM;SG	V;IMP;FIN;ACT
melhoria	förbättrad	melhoria	förbättrad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
melhoria	förbättringar	melhoria	förbättring	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
oral	muntligt	oral	muntlig	N;MASC;SG	ADV
carmen	carmen	carmen	carm	N;FEM;SG	PROPN;NOM
estimado	uppskattad	estimado	uppskattad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
estimado	beräknad	estimado	beräkna	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
estimado	uppskattade	estimado	uppskattad	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
estimado	beräknat	estimado	beräkna	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
estimado	skattad	estimado	skattad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
modernas	moderna	moderno	modern	N;FEM;PL	ADJ;NOM;PL
modernas	modern	moderno	mor	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
modernas	modernt	moderno	modern	N;FEM;PL	ADJ;NOM;INDF;NEUT;SG
hab	hab	hab	hab	N;FEM;SG	PROPN;NOM
resolve	lösa	resolver	lösa	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
resolve	lös	resolver	lö	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
censura	censurera	censura	censurera	N;FEM;SG	V;IMP;FIN;ACT
velhos	gamla	velho	gammal	N;MASC;PL	ADJ;NOM;PL
velhos	gammal	velho	gammal	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
velhos	gammalt	velho	gammal	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
movido	flyttat	mover	flytta	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
movido	rörd	mover	rörd	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
movido	flyttad	mover	flytta	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
agir	act	agir	act	V;NFIN	N;NOM;INDF;MASC+FEM;SG
agir	akt	agir	akt	V;NFIN	N;NOM;INDF;MASC+FEM;SG
atlântica	atlantic	atlântico	atlantic	N;FEM;SG	PROPN;NOM
atlântica	atlantiska	atlântico	atlantisk	N;FEM;SG	ADJ;NOM;PL
chineses	kinesiskt	chinês	kinesisk	N;MASC;PL	N;NOM;INDF;NEUT;SG
chineses	kines	chinês	kines	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
chineses	kinesisk	chinês	kinesisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
chineses	kinesiska	chinês	kinesisk	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
supervisor	arbetsledare	supervisor	arbetsledare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
campbell	campbell	campbell	campbell	N;MASC;SG	PROPN;NOM
namorado	pojkvän	namorar	pojkvän	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
namorado	pojkvännen	namorar	pojkvänn	V;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
determinados	beslutsam	determinar	beslutsam	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
determinados	fastställd	determinar	fastställd	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
determinados	bestämd	determinar	bestämd	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sabendo	vetskap	saber	vetskap	V;V.MSDR	N;NOM;INDF;MASC+FEM;SG
capitais	huvudstad	capital	huvudstad	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
capitais	kapitalet	capital	kapital	N;MASC;PL	N;NOM;DEF;NEUT;SG
capitais	capital	capital	capital	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
capitais	huvudstaden	capital	huvudstad	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
capitais	kapital	capital	kapital	N;MASC;PL	N;NOM;INDF;NEUT;SG
minnesota	minnesota	minnesota	minnesota	N;FEM;SG	PROPN;NOM
pagina	page	pagina	page	N;FEM;SG	V;IMP;FIN;ACT
liberais	liberala	liberal	liberal	N;MASC;PL	ADJ;NOM;PL
liberais	liberal	liberal	liberal	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
liberais	liberalt	liberal	liberal	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
selvagem	wild	selvagem	wild	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
selvagem	vilt	selvagem	vilja	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
selvagem	frilevande	selvagem	frilevande	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
selvagem	vilda	selvagem	vilja	ADJ;MASC;SG	ADJ;NOM;PL
selvagem	savage	selvagem	savag	ADJ;MASC;SG	PROPN;NOM
selvagem	vilda	selvagem	vilja	ADJ;MASC;SG	ADJ;NOM;PL
selvagem	vilde	selvagem	vilja	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
transmitida	överförda	transmitir	överföra	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
transmitida	överfört	transmitir	överföra	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
formatos	format	formato	format	N;MASC;PL	N;NOM;INDF;NEUT;SG
aceitação	accepterande	aceitação	accepterande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
evans	evans	evans	evans	N;MASC;SG	PROPN;NOM
leonor	eleonora	leonor	eleonora	N;FEM;SG	PROPN;NOM
causada	orsakade	causar	orsaka	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
causada	orsakat	causar	orsaka	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
acampamento	läger	acampamento	läga	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
graham	graham	grahar	graham	N;MASC;SG	PROPN;NOM
publicar	förlag	publicar	förlag	V;NFIN	N;NOM;INDF;NEUT;SG
publicar	publicering	publicar	publicering	V;NFIN	N;NOM;INDF;MASC+FEM;SG
publicar	utgivning	publicar	utgivning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
publicar	inlägg	publicar	inlägg	V;NFIN	N;NOM;INDF;NEUT;SG
publicar	inlägget	publicar	inlägg	V;NFIN	N;NOM;DEF;NEUT;SG
publicar	post	publicar	post	V;NFIN	N;NOM;INDF;MASC+FEM;SG
vencido	förloraren	vencer	förlorare	V;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
vencido	nolla	vencer	nolla	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
vencido	förlorare	vencer	förlorare	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;PL
vencido	loser	vencer	losa	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
vencido	slagna	vencer	slag	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
vencido	misshandlad	vencer	misshandlad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vencido	slagen	vencer	slag	V;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
vencido	besegrat	vencer	besegrad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vencido	besegrad	vencer	besegrad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
gera	generera	gerar	generera	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
atribuída	tilldelade	atribuir	tilldela	V;FEM;SG;V.PTCP	V;NOM;PL;PST;V.PTCP
atribuída	tilldelat	atribuir	tilldela	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuída	tilldelad	atribuir	tilldelad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atribuída	tilldelat	atribuir	tilldela	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuída	tilldelad	atribuir	tilldelad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
celso	celso	celso	celso	N;MASC;SG	PROPN;NOM
maurice	maurice	maurice	maurice	N;MASC;SG	PROPN;NOM
controvérsia	kontroverser	controvérsia	kontrovers	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
roman	romerska	roman	romersk	N;MASC;SG	ADJ;NOM;PL
roman	romersk	roman	romersk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
aumentando	ökande	aumentar	öka	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
coloração	färgämnen	coloração	färgämne	N;FEM;SG	N;NOM;INDF;NEUT;PL
semelhança	likheter	semelhança	likhet	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
expressa	express	esprimir	express	V;FEM;SG;V.PTCP	PROPN;NOM
expressa	expressen	esprimir	expresse	V;FEM;SG;V.PTCP	PROPN;NOM
expressa	uttryckta	esprimir	uttryckt	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
expressa	uttryckt	esprimir	uttrycka	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ava	ava	avar	ava	N;MASC;SG	PROPN;NOM
actividades	verksamhet	actividade	verksamhet	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
polaco	polskt	polaco	polsk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
polaco	polsk	polaco	polsk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
irlandês	irländskt	irlandês	irländsk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
irlandês	irländare	irlandês	irländare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
irlandês	irländsk	irlandês	irländsk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
irlandês	irländska	irlandês	irländsk	N;MASC;SG	ADJ;NOM;PL
irlandês	irländare	irlandês	irländare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
combates	slagsmål	combate	slagsmål	N;MASC;PL	N;NOM;INDF;NEUT;SG
enviados	levererad	enviar	levererad	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
enviados	utsända	enviar	utsända	V;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
enviados	sändebud	enviar	sändebud	V;MASC;PL;V.PTCP	N;NOM;INDF;NEUT;SG
enviados	skickat	enviar	skicka	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
enviados	skickad	enviar	skicka	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
saiba	vet	saber	veta	V;SBJV;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
saiba	know	saber	know	V;SBJV;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
saiba	veta	saber	veta	V;SBJV;SG;3;PRS;FIN	V;IMP;FIN;ACT
fiscal	finanspolitiska	fiscal	finanspolitisk	ADJ;MASC;SG	ADJ;NOM;PL
kent	kent	kent	kent	N;MASC;SG	PROPN;NOM
terrestres	landlevande	terrestre	landlevande	N;MASC;PL	N;NOM;INDF;NEUT;SG
terrestres	markbundna	terrestre	markbunden	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
contínua	kontinuerlig	contínuo	kontinuerlig	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
contínua	kontinuerliga	contínuo	kontinuerlig	N;FEM;SG	ADJ;NOM;PL
contínua	fortlöpande	contínuo	fortlöpande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
contínua	kontinuerligt	contínuo	kontinuerlig	N;FEM;SG	ADV
pleno	fulla	pleno	fulla	ADJ;MASC;SG	ADJ;NOM;PL
pleno	fullt	pleno	full	ADJ;MASC;SG	ADV
ofensiva	offensiva	ofensiva	offensiv	N;FEM;SG	ADJ;NOM;PL
ofensiva	stötande	ofensiva	stöta	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
ofensiva	kränkande	ofensiva	kränka	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
tokyo	tokyo	tokyo	tokyo	N;MASC;SG	PROPN;NOM
quartel	baracker	quartel	barack	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
fracasso	underkänt	fracasso	underkänd	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fracasso	misslyckas	fracasso	misslycka	N;MASC;SG	V;NFIN;PASS
fracasso	misslyckad	fracasso	misslyckad	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fracasso	misslyckande	fracasso	misslycka	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
solos	jord	solo	jord	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
got	fick	got	få	N;MASC;SG	V;IND;PST;FIN;ACT
thompson	thompson	thompson	thompson	N;MASC;SG	PROPN;NOM
thompson	thomson	thompson	thomson	N;MASC;SG	PROPN;NOM
plena	fulla	pleno	fulla	ADJ;FEM;SG	ADJ;NOM;PL
plena	fullt	pleno	full	ADJ;FEM;SG	ADV
distribuído	distribuerade	distribuir	distribuerad	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
distribuído	fördelat	distribuir	fördela	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
distribuído	utdelade	distribuir	utdela	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
distribuído	fördelad	distribuir	fördela	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
distribuído	fördelade	distribuir	fördela	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
wolf	wolf	wolf	wolf	N;MASC;SG	PROPN;NOM
variam	variera	variar	variera	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
danilo	danilo	danilo	danilo	N;MASC;SG	PROPN;NOM
ricos	rikt	rico	rik	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
ricos	rik	rico	rik	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
ricos	rich	rico	rich	N;MASC;PL	PROPN;NOM
ricos	rika	rico	rik	N;MASC;PL	ADJ;NOM;PL
ricos	förmögen	rico	förmög	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
ricos	förmögna	rico	förmögen	N;MASC;PL	ADJ;NOM;PL
ricos	rika	rico	rik	N;MASC;PL	ADJ;NOM;PL
tópicos	ämne	tópico	ämne	N;MASC;PL	N;NOM;INDF;NEUT;SG
tópicos	ämnet	tópico	ämne	N;MASC;PL	N;NOM;DEF;NEUT;SG
rotação	roterar	rotação	rotera	N;FEM;SG	V;IND;PRS;FIN;ACT
rotação	roterande	rotação	roterande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
catolicismo	katolsk	catolicismo	katolsk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
catolicismo	katoliker	catolicismo	katolik	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
catolicismo	katolska	catolicismo	katolsk	N;MASC;SG	ADJ;NOM;PL
catolicismo	katolik	catolicismo	katolik	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
destruída	förstörda	destruir	förstöra	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
destruída	förstörd	destruir	förstöra	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
destruída	förstört	destruir	förstöra	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
magno	magnus	magno	magnus	N;MASC;SG	PROPN;NOM
terrenos	landa	terreno	landa	N;MASC;PL	V;IMP;FIN;ACT
terrenos	land	terreno	land	N;MASC;PL	N;NOM;INDF;NEUT;SG
terrenos	terräng	terreno	terräng	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
terrenos	terrängen	terreno	terräng	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
exclusiva	ensamrätt	exclusivo	ensamrätt	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
exclusiva	exklusiva	exclusivo	exklusiv	ADJ;FEM;SG	ADJ;NOM;PL
mandatos	mandat	mandato	manda	N;MASC;PL	N;NOM;INDF;NEUT;SG
mandatos	mandaten	mandato	mandat	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
lançamentos	lanserar	lançamento	lansera	N;MASC;PL	V;IND;PRS;FIN;ACT
lançamentos	lanseras	lançamento	lansera	N;MASC;PL	V;NFIN;PASS
caribe	karibiska	caribe	karibisk	N;MASC;SG	ADJ;NOM;PL
caribe	västindien	caribe	västindien	N;MASC;SG	PROPN;NOM
caribe	karibien	caribe	karibien	N;MASC;SG	PROPN;NOM
giuseppe	giuseppe	giuseppe	giuseppe	N;MASC;SG	PROPN;NOM
dita	dikterar	dizer	diktera	N;FEM;SG	V;IND;PRS;FIN;ACT
internos	invärtes	interno	invärte	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
internos	interna	interno	intern	N;MASC;PL	ADJ;NOM;PL
internos	intern	interno	intern	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
internos	inre	interno	inre	N;MASC;PL	ADJ;NOM;CMPR
internos	internt	interno	intern	N;MASC;PL	N;NOM;INDF;NEUT;SG
palestina	palestinska	palestina	palestinsk	N;FEM;SG	ADJ;NOM;PL
palestina	palestina	palestina	palestina	N;FEM;SG	PROPN;NOM
palestina	palestinska	palestina	palestinsk	N;FEM;SG	ADJ;NOM;PL
palestina	palestinsk	palestina	palestinsk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
palestina	palestinier	palestina	palestini	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
taiwan	taiwan	taiwan	taiwa	N;MASC;SG	PROPN;NOM
sara	sarah	sara	sarah	N;FEM;SG	PROPN;NOM
sara	sara	sara	sara	N;FEM;SG	PROPN;NOM
sara	sara	sara	sara	N;FEM;SG	PROPN;NOM
restrições	inskränkning	restrição	inskränkning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
restrições	begränsning	restrição	begränsning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
neil	neil	neil	neil	N;MASC;SG	PROPN;NOM
noronha	noronha	noronhar	noronh	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
regularmente	regelbundet	regularmente	regelbund	ADV	N;NOM;DEF;NEUT;SG
diminuir	sänkning	diminuir	sänkning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
diminuir	minskning	diminuir	minskning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
fischer	fischer	fischer	fisch	N;MASC;SG	PROPN;NOM
evil	onda	evil	onda	N;MASC;SG	ADJ;NOM;PL
evil	ond	evil	ond	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
evil	ont	evil	ond	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
premiado	tilldelade	premiar	tilldela	V;MASC;SG;V.PTCP	V;NOM;PL;PST;V.PTCP
premiado	tilldelat	premiar	tilldela	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aonde	var	aonde	var	ADV	PRO;INDF;MASC+FEM;SG
aonde	vart	aonde	var	ADV	N;NOM;INDF;NEUT;SG
rubens	rubens	rubem	rub	N;MASC;SG	PROPN;GEN
visitar	besök	visitar	besök	V;NFIN	N;NOM;INDF;NEUT;SG
run	springa	run	springa	N;MASC;SG	V;IMP;FIN;ACT
run	kör	run	köra	N;MASC;SG	V;IMP;FIN;ACT
capturado	tillfångatagna	capturar	tillfångatagen	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
capturado	fångad	capturar	fånga	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
capturado	fångat	capturar	fånga	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
capturado	fångade	capturar	fånga	V;MASC;SG;V.PTCP	V;NOM;PL;PST;V.PTCP
capturado	tillfångatagen	capturar	tillfångatag	V;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
reno	rhen	reno	rhen	N;MASC;SG	PROPN;NOM
oposto	motsatsen	oposto	motsats	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
oposto	mittemot	oposto	mittemot	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oposto	motsatta	oposto	motsatt	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
edit	redigera	edit	rediger	N;MASC;SG	V;IMP;FIN;ACT
primário	primär	primário	primär	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
primário	primärt	primário	primär	N;MASC;SG	ADV
primário	primära	primário	primär	N;MASC;SG	ADJ;NOM;PL
coberta	täckt	cobrir	täcka	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
coberta	täckta	cobrir	täckt	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
coberta	säkrad	cobrir	säkrad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
