til	per	til	per	ADV	ADP
hold	squadre	holde	squadra	V;IMP	N;FEM;PL
hold	squadra	holde	squadra	V;IMP	N;FEM;SG
hold	team	holde	team	V;IMP	N;MASC
når	quando	når	quando	CONJ	ADV
når	when	når	when	CONJ	
kendt	conosciuto	kendt	conoscere	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
kendt	conosciuta	kendt	conoscere	ADJ;INDF;SG	V;FEM;SG;PST;V.PTCP
kendt	noti	kendt	noto	ADJ;INDF;SG	ADJ;MASC;PL
kendt	famosi	kendt	famoso	ADJ;INDF;SG	ADJ;MASC;PL
kendt	famose	kendt	famoso	ADJ;INDF;SG	ADJ;FEM;PL
før	before	før	before	ADV	
hvilket	che	hvilken	che	PRO;NEUT;SG	DET
mest	most	mest	most	ADV;RL	
hele	interi	hel	intero	ADJ;DEF;SG	ADJ;MASC;PL
række	righe	række	riga	N;INDF;MASC+FEM;SG	N;FEM;PL
style	stile	style	stile		N;MASC;SG
style	style	style	style		N
ofte	frequente	ofte	frequente	ADV	ADJ;SG
jpg	jpg	jpg	jpg		N
først	primi	først	primo	ADV	ADJ;MASC;PL
først	primo	først	primo	ADV	ADJ;MASC;SG
mål	obiettivi	mål	obiettivo	N;INDF;NEUT;SG	N;MASC;PL
mål	obiettivi	mål	obiettivo	N;INDF;NEUT;SG	N;MASC;PL
mål	obbiettivi	mål	obbiettivo	N;INDF;NEUT;SG	N;MASC;PL
mål	obiettivi	mål	obiettivo	N;INDF;NEUT;SG	N;MASC;PL
mål	bersagli	mål	bersaglio	N;INDF;NEUT;SG	N;MASC;PL
film	pellicola	film	pellicolo	N;INDF;MASC+FEM;PL	N;FEM;SG
noget	something	nogen	something	PRO;NEUT;SG	N
tyske	tedeschi	tysk	tedesco	ADJ;PL	N;MASC;PL
tyske	tedesco	tysk	tedesco	ADJ;PL	ADJ;MASC;SG
indtil	fino	indtil	fino	CONJ	ADV
fire	four	fire	four	NUM	N;MASC;SG
vandt	won	vinde	won	V;IND;PST;FIN;ACT	N;SG
inden	before	inden	before	ADV	
mindre	minore	mindre	minore	ADV;CMPR	ADJ;CMPR;SG
mindre	minor	mindre	minore	ADV;CMPR	ADJ;CMPR;SG
mindre	minori	mindre	minore	ADV;CMPR	ADJ;CMPR;PL
christian	cristiano	christian	cristiano		ADJ;MASC;SG
christian	christian	christian	christian		N;FEM;SG
christian	cristiani	christian	cristiano		N;MASC;PL
christian	cristiana	christian	cristiano		ADJ;FEM;SG
frem	inoltra	frem	inoltrare	ADV	V;IND;SG;3;PRS;FIN
frem	forward	frem	forward	ADV	N
største	greatest	stor	greatest	ADJ;DEF;RL	N;MASC
cet	cet	cet	cet		
alt	tutto	al	tutto	ADJ;NEUT;SG	PRO;MASC;SG
alt	everything	al	everything	ADJ;NEUT;SG	N
alt	tutto	al	tutto	ADJ;NEUT;SG	PRO;MASC;SG
alt	tutte	al	tutto	ADJ;NEUT;SG	DET;FEM;PL
alt	tutti	al	tutto	ADJ;NEUT;SG	PRO;MASC;PL
side	pagine	side	pagina	N;INDF;MASC+FEM;SG	N;FEM;PL
side	laterale	side	laterale	N;INDF;MASC+FEM;SG	ADJ;SG
igen	again	igen	again	ADV	
tog	treno	tage	treno	V;IND;PST;FIN;ACT	N;MASC;SG
tog	treni	tage	treno	V;IND;PST;FIN;ACT	N;MASC;PL
amerikansk	americani	amerikansk	americano	ADJ;INDF;SG	N;MASC;PL
lille	piccole	lille	piccolo	ADJ;SG	ADJ;FEM;PL
lille	piccoli	lille	piccolo	ADJ;SG	ADJ;MASC;PL
lille	little	lille	littla	ADJ;SG	N
lille	lilla	lille	lilla	ADJ;SG	N;FEM;SG
lille	lille	lille	lille	ADJ;SG	N;MASC;SG
not	non	not	non		ADV
hendes	her	hendes	her	DET;3	ADJ;SG
von	von	von	von		PROPN
hvad	cosa	hvad	cosa	PRO;SG	PRO;SG
kort	mappa	kort	mappa	ADJ;INDF;SG	V;IND;SG;3;PRS;FIN
kort	cartina	kort	cartina	ADJ;INDF;SG	N;FEM;SG
kort	corti	kort	corto	ADJ;INDF;SG	N;MASC;PL
kort	short	kort	short	ADJ;INDF;SG	N
kort	mappe	kort	mappa	ADJ;INDF;SG	N;FEM;PL
kort	schede	kort	scheda	ADJ;INDF;SG	N;FEM;PL
kort	carte	kort	carta	ADJ;INDF;SG	N;FEM;PL
kort	card	kort	card	ADJ;INDF;SG	N;FEM
udgivet	rilasciati	udgive	rilasciare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udgivet	liberati	udgive	liberare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udgivet	pubblicate	udgive	pubblicare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udgivet	pubblicati	udgive	pubblicare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
helt	eroe	helt	eroe	ADV	N;MASC;SG
helt	hero	helt	hero	ADV	N;MASC
helt	eroi	helt	eroe	ADV	N;MASC;PL
gamle	antico	gammel	antico	ADJ;PL	ADJ;MASC;SG
gamle	old	gammel	old	ADJ;PL	N
gamle	vecchio	gammel	vecchio	ADJ;PL	ADJ;MASC;SG
gamle	vecchia	gammel	vecchio	ADJ;PL	ADJ;FEM;SG
isbn	isbn	isbn	isbn	N;INDF;MASC+FEM;SG	N;MASC;PL
bedste	migliore	god	migliore	ADJ;DEF;RL	ADJ;CMPR;SG
bedste	migliori	god	migliore	ADJ;DEF;RL	ADJ;CMPR;PL
bedste	meglio	god	meglio	ADJ;DEF;RL	ADV
bedste	best	god	best	ADJ;DEF;RL	N
døde	morti	død	morto	ADJ;PL	N;MASC;PL
døde	morta	død	morire	ADJ;PL	V;FEM;SG;PST;V.PTCP
døde	morto	død	morire	ADJ;PL	V;MASC;SG;PST;V.PTCP
døde	dead	død	dead	ADJ;PL	N
døde	morì	død	morire	ADJ;PL	V;IND;SG;3;PST;FIN
amerikanske	americano	amerikansk	americano	ADJ;PL	ADJ;MASC;SG
amerikanske	american	amerikansk	americano	ADJ;PL	ADJ;FEM;SG
amerikanske	americana	amerikansk	americano	ADJ;PL	ADJ;FEM;SG
amerikanske	americani	amerikansk	americano	ADJ;PL	N;MASC;PL
tysk	tedeschi	tysk	tedesco	ADJ;INDF;SG	N;MASC;PL
meter	metro	meter	metro	N;INDF;MASC+FEM;PL	N;MASC;SG
meter	contatore	meter	contatore	N;INDF;MASC+FEM;PL	N;MASC;SG
tyskland	germania	tyskland	germania	PROPN	N;FEM;SG
lige	etero	lige	etero	ADV	ADJ;MASC;SG
lige	dritto	lige	dritto	ADV	ADJ;MASC;SG
lige	straight	lige	straight	ADV	N
lige	uguale	lige	uguale	ADV	ADJ;SG
lige	uguali	lige	uguale	ADV	ADJ;PL
lige	pari	lige	pari	ADV	ADJ
lige	equal	lige	equale	ADV	N
spillet	game	spille	game	V;INDF;SG;PST;V.PTCP	N
spillet	gioco	spille	gioco	V;INDF;SG;PST;V.PTCP	N;MASC;SG
spillet	partita	spille	partita	V;INDF;SG;PST;V.PTCP	N;FEM;SG
spillet	selvaggina	spille	selvaggina	V;INDF;SG;PST;V.PTCP	N;FEM;SG
spillet	giocati	spille	giocare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
peter	pietro	peter	pietro		N;MASC;SG
peter	piero	peter	piero		N;MASC;SG
hver	ogni	hver	ogni	PRO;MASC+FEM;SG	DET;SG
hver	ogni	hver	ogni	PRO;MASC+FEM;SG	DET;SG
hver	ciascuna	hver	ciascuno	PRO;MASC+FEM;SG	DET;FEM;SG
ingen	nessuna	ingen	nessuna	PRO;MASC+FEM;SG	DET;FEM;SG
engelsk	inglese	engelsk	inglese	ADJ;INDF;SG	N;SG
engelsk	inglesi	engelsk	inglese	ADJ;INDF;SG	N;PL
engelsk	english	engelsk	english	ADJ;INDF;SG	N
århundrede	secoli	århundrede	secolo	N;INDF;NEUT;SG	N;MASC;PL
stadig	still	stadig	still	ADV	
john	gianni	john	gianno	PROPN	N;MASC;SG
john	giovanni	john	giovanne	PROPN	N;MASC;SG
john	john	john	john	PROPN	N;SG
gift	sposato	gift	sposare	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
gift	sposati	gift	sposare	ADJ;INDF;SG	V;MASC;PL;PST;V.PTCP
gift	sposata	gift	sposare	ADJ;INDF;SG	V;FEM;SG;PST;V.PTCP
gift	veleno	gift	veleno	ADJ;INDF;SG	N;MASC;SG
gift	veleni	gift	velene	ADJ;INDF;SG	N;MASC;PL
gift	veleno	gift	veleno	ADJ;INDF;SG	N;MASC;SG
center	centra	center	centra	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
forhold	relazioni	forhold	relazione	N;INDF;NEUT;SG	N;FEM;PL
spiller	player	spille	player	V;IND;PRS;FIN;ACT	N;MASC
spiller	riproduttore	spille	riproduttore	V;IND;PRS;FIN;ACT	N;MASC;SG
spiller	giocatore	spille	giocatore	V;IND;PRS;FIN;ACT	N;MASC;SG
kommer	arrivo	komme	arrivo	V;IND;PRS;FIN;ACT	N;MASC;SG
kommer	coming	komme	coming	V;IND;PRS;FIN;ACT	N
især	sopratutto	især	sopratutto	ADV	ADJ;MASC;SG
kampe	combattere	kamp	combattere	N;INDF;MASC+FEM;PL	V;NFIN
går	goes	gå	goes	V;IND;PRS;FIN;ACT	N
går	passeggiate	gå	passeggiata	V;IND;PRS;FIN;ACT	N;FEM;PL
fordi	perchè	fordi	perché	CONJ	ADV
fordi	perché	fordi	perché	CONJ	ADV
skrevet	scritti	skrive	scritto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
skrevet	scritte	skrive	scritta	V;INDF;SG;PST;V.PTCP	N;FEM;PL
sverige	svezia	sverig	svezia	ADJ;PL	N;FEM;SG
frederik	federico	frederik	federico	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
frankrig	francia	frankrig	francia		N;FEM;SG
ned	down	ned	down	ADV	N
ned	giù	ned	giù	ADV	ADJ;MASC;SG
ned	ned	ned	ned	ADV	N;SG
godt	buona	godt	buono	ADV	ADJ;FEM;SG
godt	brava	godt	bravo	ADV	ADJ;FEM;SG
godt	bravo	godt	bravo	ADV	ADJ;MASC;SG
godt	buono	godt	buono	ADV	ADJ;MASC;SG
godt	bravi	godt	bravo	ADV	ADJ;MASC;PL
arbejde	lavorare	arbejde	lavorare	N;INDF;NEUT;SG	V;NFIN
arbejde	lavori	arbejde	lavoro	N;INDF;NEUT;SG	N;MASC;PL
arbejde	lavora	arbejde	lavorare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
arbejde	lavorare	arbejde	lavorare	N;INDF;NEUT;SG	V;NFIN
land	terreni	land	terreno	N;INDF;NEUT;SG	N;MASC;PL
land	terre	land	terra	N;INDF;NEUT;SG	N;FEM;PL
begge	entrambi	begge	entrambi	PRO;PL	PRO;MASC;PL
begge	entrambe	begge	entrambi	PRO;PL	DET;FEM;PL
norge	norvegia	norge	norvegia	PROPN	N;FEM;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
england	england	england	england	PROPN	N;SG
england	inghilterra	england	inghilterra	PROPN	N;FEM;SG
player	riproduttore	play	riproduttore	N;INDF;MASC+FEM;PL	N;MASC;SG
player	giocatore	play	giocatore	N;INDF;MASC+FEM;PL	N;MASC;SG
lang	lang	lang	lang	ADJ;INDF;MASC+FEM;SG	N
lang	lunghe	lang	lungo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
lang	long	lang	long	ADJ;INDF;MASC+FEM;SG	N
lang	lunghi	lang	lungo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
plads	spazi	plads	spazio	N;INDF;MASC+FEM;SG	N;MASC;PL
får	pecore	få	pecora	V;IND;PRS;FIN;ACT	N;FEM;PL
får	pecora	få	pecora	V;IND;PRS;FIN;ACT	N;FEM;SG
får	ovini	få	ovino	V;IND;PRS;FIN;ACT	N;MASC;PL
samtidig	simultaneo	samtidig	simultaneo	ADV	ADJ;MASC;SG
samtidig	simultanea	samtidig	simultanea	ADV	ADJ;FEM;SG
stort	large	stor	large	ADJ;INDF;NEUT;SG	N;MASC;SG
stort	grandi	stor	grande	ADJ;INDF;NEUT;SG	ADJ;PL
stort	grandi	stor	grande	ADJ;INDF;NEUT;SG	ADJ;PL
stort	big	stor	big	ADJ;INDF;NEUT;SG	N
sprog	lingue	sprog	lingua	N;INDF;NEUT;SG	N;FEM;PL
set	avvistati	se	avvistare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
set	visualizzati	se	visualizzare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
london	londra	london	londra	PROPN	N;FEM;SG
kendte	noto	kende	noto	V;IND;PST;FIN;ACT	ADJ;MASC;SG
kendte	noti	kende	noto	V;IND;PST;FIN;ACT	ADJ;MASC;PL
kendte	sapeva	kende	sapere	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
kendte	celebrità	kende	celebrità	V;IND;PST;FIN;ACT	N;FEM
mand	maschile	mand	maschile	N;INDF;MASC+FEM;SG	ADJ;SG
mand	maschi	mand	maschio	N;INDF;MASC+FEM;SG	N;MASC;PL
vest	occidentale	vest	occidentale	N;INDF	ADJ;SG
vest	occidentale	vest	occidentale	N;INDF	ADJ;SG
brug	usi	brug	uso	N;INDF;MASC+FEM;SG	N;MASC;PL
brug	utilizzare	brug	utilizzare	N;INDF;MASC+FEM;SG	V;NFIN
lande	nazione	land	nazione	N;INDF;NEUT;PL	N;FEM;SG
lande	paese	land	paese	N;INDF;NEUT;PL	N;MASC;SG
bygget	costruite	bygge	costruire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
bygget	costruiti	bygge	costruire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
skuespiller	attrici	skuespiller	attore	N;INDF;MASC+FEM;SG	N;FEM;PL
skuespiller	attori	skuespiller	attore	N;INDF;MASC+FEM;SG	N;MASC;PL
liv	vive	liv	vivere	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
liv	vite	liv	vite	N;INDF;NEUT;SG	N;FEM;PL
liv	liv	liv	liv	N;INDF;NEUT;SG	
dele	condividi	del	condividere	N;INDF;MASC+FEM;PL	V;IMP;SG;2;PRS;FIN
dele	condividere	del	condividere	N;INDF;MASC+FEM;PL	V;NFIN
fem	five	fem	five	NUM	N
personer	gente	person	gente	N;INDF;MASC+FEM;PL	N;FEM;SG
øst	orientale	øst	orientale	N;INDF	ADJ;SG
øst	oriente	øst	oriente	N;INDF	ADJ;SG
øst	orientale	øst	orientale	N;INDF	ADJ;SG
brugt	usati	bruge	usare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
brugt	spesi	bruge	spendere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hansen	hansen	hans	hansen	PROPN	N;MASC
giver	dona	give	donare	V;IND;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
nuværende	correnti	nuværende	corrente	ADJ	N;MASC;PL
indbyggere	popolazione	indbygger	popolazione	N;INDF;MASC+FEM;PL	N;FEM;SG
mennesker	umani	menneske	umano	N;INDF;NEUT;PL	ADJ;MASC;PL
mennesker	gente	menneske	gente	N;INDF;NEUT;PL	N;FEM;SG
står	standing	stå	standing	V;IND;PRS;FIN;ACT	N;MASC;SG
står	stand	stå	stand	V;IND;PRS;FIN;ACT	N;MASC
område	zone	område	zona	N;INDF;NEUT;SG	N;FEM;PL
videre	ulteriori	videre	ulteriore	ADV	ADJ;PL
franske	francesi	fransk	francese	ADJ;PL	N;PL
franske	francese	fransk	francese	ADJ;PL	ADJ;SG
paris	paris	paris	paris	PROPN	
paris	parigi	paris	parigo	PROPN	N;MASC;SG
world	mondo	world	mondo		N;MASC;SG
world	world	world	world		N;MASC
udgave	version	udgave	version	N;INDF;MASC+FEM;SG	
fransk	francesi	fransk	francese	ADJ;INDF;SG	N;PL
carl	carlo	carl	carlo		N;MASC;SG
carl	carl	carl	carla		N;MASC;SG
folk	gente	folk	gente	N;INDF;NEUT;PL	N;FEM;SG
york	york	york	york	PROPN	ADJ;MASC
ses	ses	se	ses	V;NFIN;PASS	
kamp	combattere	kamp	combattere	N;INDF;MASC+FEM;SG	V;NFIN
