một	یگانه	một	یگانه	NUM	N;SG
nhân	ضرب	nhân	None		N;SG
nhân	تکثیر	nhân	تکثیر		N;SG
nhân	هسته	nhân	هسته		N;SG
nhân	بیمار	nhân	بیمار		N;SG
nhân	صبور	nhân	None		N;SG
nhân	صبر	nhân	None		N;SG
nhân	استقامت	nhân	None		N;SG
phát	پخش	phát	پخش	V	N;SG
phát	مخابره	phát	None	V	N;SG
phát	شات	phát	آنته	V	N;SG
phát	شلیک	phát	شلیک	V	N;SG
phát	نماها	phát	نما	V	N;PL
anh	تو	anh	تو	N	PRO;SG;2
anh	شما	anh	شما	N	PRO;PL;2
chúng	آنها	chúng	آن	PROPN	PRO;PL
chúng	آنان	chúng	آن	PROPN	PRO;PL
chúng	اونا	chúng	آن	PROPN	N;PL
chúng	اونها	chúng	اون	PROPN	N;PL
chúng	آنها	chúng	آن	PROPN	PRO;PL
chúng	ایشان	chúng	ایشان	PROPN	PRO;PL;3
tập	قسمت	tập	قسمت		N;SG
tập	اپیزود	tập	اپیزود		N;SG
tập	قسمتهای	tập	قسمت		N;PL
nhiều	بسیار	nhiều	بسیار	ADJ	ADV
nhiều	زیاد	nhiều	زیاد	ADJ	N;SG
nhiều	بسیار	nhiều	بسیار	ADJ	ADV
chi	chi	chi	chi	N	
chỉ	تنها	chỉ	تنها		ADV
chỉ	فقط	chỉ	فقط		ADV
đây	اینجا	đây	اینجا	PROPN	ADV;ESS
sinh	متولد	sinh	متولد	V	ADJ
sinh	زاده	sinh	زاده	V	N;SG
sinh	تولد	sinh	تولد	V	N;SG
sinh	b	sinh	b	V	INTJ
sinh	ولادت	sinh	None	V	N;SG
quan	گوان	quan	گوان	V	N;SG
quan	کوان	quan	کوان	V	N;SG
quan	افسر	quan	None	V	N;SG
quan	سرکار	quan	سرکار	V	N;SG
tin	باور	tin	باور		N;SG
tin	ایمان	tin	ایمان		N;SG
tin	حلبی	tin	حلبی		N;SG
tin	قلع	tin	قلع		N;SG
tin	داستان	tin	داستان		N;SG
tin	داستانها	tin	داستان		N;PL
tin	اخبار	tin	خبر		N;PL
tin	نیوز	tin	نیوز		N;SG
tin	خبر	tin	خبر		N;SG
tin	خبری	tin	None		N;SG
tin	اخباری	tin	اخباری		N;PL
tin	توکل	tin	None		N;SG
tin	اعتماد	tin	اعتماد		N;SG
hai	دوتا	hai	دوتا	NUM	N;SG
phải	باید	phải	بایست#باید	V	V;NFIN
sách	b	sách	b	N	INTJ
tiểu	ابتدایی	tiểu	ابتدایی		N;SG
tiểu	مقدماتی	tiểu	مقدمه		N;PL
tiểu	اندکی	tiểu	اندکی		ADJ
tiểu	کوچک	tiểu	کوچک		ADJ
tiểu	کم	tiểu	کم		ADJ
tiểu	لیتل	tiểu	لیتل		N;SG
tiểu	کوچولو	tiểu	کوچولو		N;SG
khác	دیگر	khác	دیگر	ADJ	ADV
khác	غیره	khác	غیره	ADJ	N;SG
khác	دیگر	khác	دیگر	ADJ	ADV
khác	دیگران	khác	دیگری	ADJ	PRO
khác	دیگر	khác	دیگر	ADJ	ADV
cao	والا	cao	None	ADJ	
cao	رفیع	cao	None	ADJ	N;SG
cao	تل	cao	تل	ADJ	N;SG
cao	قد	cao	قد	ADJ	
cao	گائو	cao	None	ADJ	N;SG
tây	غربی	tây	غربی	N	ADJ
tây	غربی	tây	غربی	N	ADJ
cùng	همون	cùng	همون	ADJ	
giải	شل	giải	None	V	N;SG
giải	شُل	giải	شُل	V	N;SG
giải	b	giải	b	V	N;SG
giải	بوکس	giải	None	V	N;SG
giải	بکس	giải	بکس	V	INTJ
giải	حل	giải	حل	V	N;SG
giải	دقت	giải	دقت	V	N;SG
giải	وضوح	giải	وضوح	V	N;SG
bang	مسئولین	bang	مسئولین		N;PL
bang	مقامات	bang	مقام		N;PL
bang	مسئولان	bang	مسئول		N;PL
bang	حالت	bang	حالت		N;SG
bang	استیت	bang	استیت		N;SG
bang	دولت	bang	دولت		N;SG
bang	وضعیت	bang	وضعیت		N;SG
bang	ایالت	bang	ایالت		N;SG
bang	بنگ	bang	None		N;SG
đông	شرق	đông	شرق	ADJ	N;SG
đông	شرقی	đông	شرقی	ADJ	N;SG
khu	وارد	khu	وارد	N	ADJ
hơn	than	hơn	than		
lập	مستقل	lập	مستقل	V	ADJ
bình	بینه	bình	بینه	N	V;SBJV
bình	vase	bình	vase	N	
cách	راهها	cách	راه	V	N;PL
cách	راههایی	cách	راه	V	N;PL
cách	راههای	cách	راه	V	N;PL
cách	روشهای	cách	روش	V	N;PL
dưới	زیر	dưới	زیر	N	ADP
dưới	تهش	dưới	تهش	N	
dưới	پایین	dưới	پایین	N	ADV;ESS
dưới	تحت	dưới	تحت	N	ADP
dưới	زیر	dưới	زیر	N	ADP
đoàn	نهم	đoàn	نهم	N	ADJ
đoàn	نهمین	đoàn	نهمین	N	ADJ;RL
điều	که	điều	که	N	CONJ
thông	پاین	thông	پاین		N;SG
thông	کاج	thông	کاج		N;SG
bay	پرواز	bay	پرواز		N;SG
bay	پروازی	bay	پروازی		N;SG
bay	پرواز	bay	پرواز		N;SG
bay	پروازی	bay	پروازی		N;SG
bay	پرواز	bay	پرواز		N;SG
bay	خلیج	bay	None		N;SG
bài	کوتاه	bài	کوتاه	N	ADJ
lớn	بیگ	lớn	بیگ	ADJ	N;SG
lớn	b	lớn	b	ADJ	N;SG
lớn	بزرگی	lớn	بزرگی	ADJ	N;SG
phim	فیلمهایی	phim	فیلم		N;PL
phim	فیلمهای	phim	فیلم		N;PL
phim	فیلمی	phim	فیلم		N;SG
phim	فیلم	phim	فیلم		N;SG
phim	سینمایی	phim	سینمایی		ADJ
phim	فیلم	phim	فیلم		N;SG
phim	سینما	phim	سینما		N;SG
phim	فیلمهایی	phim	فیلم		N;PL
phim	فیلم	phim	فیلم		N;SG
phim	فیلمها	phim	فیلم		N;PL
trước	اول	trước	اول		ADJ
trước	ابتدا	trước	ابتدا		N;SG
trước	نخستین	trước	نخستین		ADJ;RL
trước	پیشین	trước	پیشین		N;SG
trước	قبلی	trước	قبل		ADJ
trước	پیش	trước	پیش		ADP
đêm	شبانه	đêm	شبانه	N	ADV
bằng	مساوی	bằng	مساوی	ADP	N;SG
nhỏ	small	nhỏ	small	ADJ	
nhỏ	کوچکی	nhỏ	کوچک	ADJ	N;SG
nhỏ	اسمال	nhỏ	اسمال	ADJ	N;SG
nhỏ	لیتل	nhỏ	لیتل	ADJ	N;SG
nhỏ	کوچولو	nhỏ	کوچولو	ADJ	N;SG
nhỏ	جونیور	nhỏ	جونیور	ADJ	N;SG
nhỏ	خردسال	nhỏ	خردسال	ADJ	N;SG
nhỏ	کوچکی	nhỏ	کوچک	ADJ	N;SG
hợp	متناسب	hợp	متناسب	ADJ	N;SG
hợp	فیت	hợp	فیت	ADJ	
hợp	تناسب	hợp	تناسب	ADJ	N;SG
hợp	یونیون	hợp	یونیون	ADJ	N;SG
hợp	اتحادیه	hợp	اتحادیه	ADJ	N;SG
hợp	اتحاد	hợp	اتحاد	ADJ	N;SG
đường	تنگ	đường	تنگ	N	ADJ
thêm	افزودن	thêm	افزودن	V	N;SG
thêm	دیگر	thêm	دیگر	V	ADV
thêm	بیشتر	thêm	بیش	V	ADJ;CMPR
xem	نگاهی	xem	نگاه	V	N;SG
xem	نمایش	xem	نمایش	V	N;SG
xem	see	xem	see	V	
xem	دیدن	xem	دیدن	V	N;SG
xem	مشاهده	xem	مشاهده	V	N;SG
xem	مشاهدۀ	xem	مشاهدۀ	V	N;SG
xem	نما	xem	نما	V	
xem	نمای	xem	None	V	N;SG
diễn	بازیگری	diễn	بازیگر	V	N;SG
diễn	رفتار	diễn	رفتار	V	N;SG
diễn	هنرپیشه	diễn	هنرپیشه	V	N;SG
diễn	بازیگر	diễn	بازیگر	V	N;SG
diễn	actor	diễn	actor	V	N;SG
dương	مثبت	dương	مثبت	N	ADJ
dương	یئونگ	dương	یئونگ	N	
hay	علف	hay	None	CONJ	N;SG
hay	hay	hay	hay	CONJ	
hay	خوبی	hay	خوبی	CONJ	N;SG
hay	good	hay	good	CONJ	
hay	خوب	hay	خوب	CONJ	ADV
hay	خوبش	hay	خوبش	CONJ	
sống	living	sống	None	V	N;SG
sống	وزندگی	sống	وزندگی	V	N;SG
sống	زندگی	sống	زندگی	V	N;SG
sống	زنده	sống	زنده	V	ADJ
thường	معمولا	thường	معمولاً		ADV
thường	منظم	thường	منظم		ADJ
thường	نرمال	thường	نرمال		ADJ
thường	عادی	thường	عادی		ADJ
thường	معمولی	thường	معمولی		ADJ
thường	طبیعی	thường	طبیعی		ADJ
tính	محاسبه	tính	None	V	N;SG
tính	محاسبه	tính	None	V	N;SG
ban	درباره	ban	درباره		ADP
ban	دربارۀ	ban	دربارۀ		ADP
ban	b	ban	b		INTJ
ban	بند	ban	بند		N;SG
ban	گروه	ban	گروه		N;SG
ban	بان	ban	بان		N;SG
ban	قدغن	ban	قدغن		N;SG
cộng	پلاس	cộng	پلاس		N;SG
nhận	مطالبه	nhận	None	V	N;SG
nhận	ادعا	nhận	ادعا	V	N;SG
nhận	ادعای	nhận	ادعا	V	N;SG
nhận	دریافت	nhận	دریافت	V	N;SG
nhận	دریافت	nhận	دریافت	V	N;SG
qua	past	qua	past	V	N;SG
qua	گذشته	qua	گذشته	V	N;SG
qua	via	qua	via	V	N;SG
qua	طریق	qua	طریق	V	N;SG
qua	گذری	qua	گذری	V	N;SG
qua	مجالس	qua	مجالس	V	N;PL
qua	گذر	qua	None	V	N;SG
qua	عبور	qua	عبور	V	N;SG
qua	پاس	qua	پاس	V	N;SG
tổng	کلا	tổng	None	N	
tổng	کل	tổng	کل	N	ADJ
minh	هوشمندانه	minh	هوشمندانه	N	ADV
tác	اصلی	tác	اصلی	N	ADJ
gồm	شامل	gồm	شامل	V	ADJ
kinh	سوترا	kinh	سوترا	V	N;SG
kinh	پکن	kinh	پکن	V	N;SG
kinh	پکن	kinh	پکن	V	N;SG
biển	بحر	biển	بحر	N	
cứng	سخت	cứng	سخت	ADJ	ADV
tiếp	بعدی	tiếp	بعد	V	N;SG
tiếp	next	tiếp	next	V	N;SG
rằng	که	rằng	که	CONJ	CONJ
đánh	بیت	đánh	بیت	V	N;SG
nhạc	موسیقی	nhạc	موسیقی	V	N;SG
nhạc	موزیک	nhạc	موزیک	V	N;SG
nhạc	موزیکال	nhạc	موزیکال	V	N;SG
hóa	شیمیایی	hóa	شیمیایی		N;SG
hóa	chemistry	hóa	chemistry		N;SG
hóa	شیمی	hóa	شیمی		N;SG
gọi	تماس	gọi	تماس	V	N;SG
gọi	فراخوانی	gọi	فراخوانی	V	N;SG
trang	کنار	trang	کنار	N	ADP
tạo	ایجاد	tạo	ایجاد	V	N;SG
tạo	ایجاد	tạo	ایجاد	V	N;SG
tạo	آفرینش	tạo	آفرینش	V	N;SG
tạo	ایجاد	tạo	ایجاد	V	N;SG
tạo	خلقت	tạo	خلقت	V	N;SG
tạo	تیم	tạo	تیم	V	N;SG
tạo	تیمی	tạo	تیم	V	N;SG
tạo	تولید	tạo	تولید	V	N;SG
đặc	یکدست	đặc	یکدست	N	ADJ
phương	زو	phương	زو	N	
mới	تازه	mới	تازه		ADV
mới	نو	mới	نو		ADJ
mới	جدید	mới	جدید		ADJ
mới	نیو	mới	نیو		N;SG
bắt	گرفتن	bắt	گرفتن	V	N;SG
bắt	کچ	bắt	کچ	V	N;SG
bắt	دستگیر	bắt	دستگیر	V	ADJ
bắt	دستگیری	bắt	دستگیری	V	N;SG
bắt	برداشت	bắt	برداشت	V	N;SG
bắt	تصرف	bắt	تصرف	V	N;SG
rất	خیلی	rất	خیلی		ADV
rất	بسیار	rất	بسیار		ADV
thức	دستورالعمل	thức	دستورالعمل	V	N;SG
tới	رسیدن	tới	رسیدن	V	N;SG
tới	رسید	tới	رسید#رس	V	N;SG
tới	آمدن	tới	آمدن	V	N;SG
luận	منطقی	luận	منطقی	N	ADV
khoảng	درباره	khoảng	درباره	ADJ	ADP
khoảng	دربارۀ	khoảng	دربارۀ	ADJ	ADP
khoảng	فضاهای	khoảng	فضا	ADJ	N;PL
khoảng	اطراف	khoảng	اطراف	ADJ	N;PL
khoảng	حوالی	khoảng	حوالی	ADJ	N;PL
lần	times	lần	times	N	
vương	غنی	vương	غنی	N	ADJ
toàn	کل	toàn	کل	N	ADJ
nhật	ژاپنی	nhật	ژاپنی		N;SG
viết	نوشتن	viết	نوشتن	V	N;SG
viết	چاپگر	viết	چاپگر	V	N;SG
viết	نویسندگی	viết	نویسندگی	V	N;SG
viết	نوشتن	viết	نوشتن	V	N;SG
bao	هیچوقت	bao	هیچوقت		CONJ
bao	هرگز	bao	هرگز		ADV;NEG
bao	گونی	bao	گونی		N;SG
bao	چطور	bao	چطور		ADV
truyền	انتقال	truyền	انتقال	V	N;SG
nghiệp	فقیران	nghiệp	فقیر	ADJ	N;PL
nghiệp	فقیر	nghiệp	None	ADJ	N;SG
nghiệp	فقیری	nghiệp	فقیری	ADJ	N;SG
nghiệp	بیچاره	nghiệp	بیچاره	ADJ	N;SG
nghiệp	حرفه	nghiệp	None	ADJ	N;SG
nghiệp	شغل	nghiệp	شغل	ADJ	N;SG
fontsize	fontsize	fontsize	fontsize		N;SG
nội	داخلی	nội	داخلی	N	ADJ
nội	درونی	nội	درونی	N	ADJ
nội	درونی	nội	درونی	N	ADJ
tiêu	goal	tiêu	goal	N	
thiết	لازم	thiết	لازم	V	ADJ
thiết	نیاز	thiết	نیاز	V	N;SG
gian	time	gian	time	N	
tướng	عمومی	tướng	عمومی	N	ADJ
tâm	سنتر	tâm	سنتر		N;SG
tâm	مرکزش	tâm	مرکزش		N;SG
tâm	مرکز	tâm	مرکز		N;SG
thanh	آوازی	thanh	آواز		N;SG
dùng	کاربر	dùng	کاربر	V	N;SG
nói	میگه	nói	میگه	V	
nói	حرف	nói	حرف	V	N;SG
sông	رود	sông	رفت#رو	N	V;SBJV;SG;3;PRS
hoạt	پویانمایی	hoạt	پویانمایی	V	N;SG
hoạt	پویانمایی	hoạt	پویانمایی	V	N;SG
đang	هستند	đang	هست		V;PL;3;PRS
đang	are	đang	are		
giữa	مرکزی	giữa	مرکزی	ADP	ADJ
giữa	وسطی	giữa	وسطی	ADP	N;SG
giữa	میدل	giữa	میدل	ADP	N;SG
giữa	میانی	giữa	None	ADP	N;SG
giữa	میانه	giữa	میانه	ADP	N;SG
giữa	مرکزی	giữa	مرکزی	ADP	ADJ
phòng	روم	phòng	None	N	
đổi	بازخرید	đổi	بازخرید	V	N;SG
đổi	رهایی	đổi	رهایی	V	N;SG
đổi	تغییر	đổi	تغییر	V	N;SG
chuyển	انتقال	chuyển	انتقال	V	N;SG
chuyển	تعویض	chuyển	None	V	N;SG
chuyển	سوئیچ	chuyển	سوئیچ	V	N;SG
chuyển	سویچ	chuyển	سویچ	V	N;SG
chuyển	حرکت	chuyển	حرکت	V	N;SG
nay	امروز	nay	امروز	PROPN	ADV
trọng	مهمند	trọng	مهمند		N;SG
trọng	مهم	trọng	مهم		ADJ
dịch	ترجمه	dịch	ترجمه		N;SG
dịch	translator	dịch	translator		N;SG
dịch	مترجم	dịch	مترجم		N;SG
dịch	ترجمه	dịch	ترجمه		N;SG
dịch	ترجمه	dịch	ترجمه		N;SG
nằm	دروغ	nằm	دروغ	V	ADJ
nằm	لای	nằm	لای	V	N;SG
sáng	یکدست	sáng	یکدست	N	ADJ
sáng	درخشان	sáng	None	N	ADJ
thân	بدن	thân	بدن		N;SG
thân	بدنی	thân	بدنی		N;SG
thân	بدنه	thân	بدنه		N;SG
thân	جسم	thân	جسم		N;SG
thân	b	thân	b		N;SG
cuối	لست	cuối	لست	N	ADP
cuối	واپسین	cuối	واپسین	N	ADJ;RL
cuối	آخرین	cuối	آخرین	N	ADJ;RL
cuối	اخرین	cuối	اخرین	N	ADJ;RL
tăng	افزایش	tăng	افزایش	V	N;SG
tăng	مخزن	tăng	مخزن	V	N;SG
tăng	تانک	tăng	None	V	N;SG
tăng	تنک	tăng	تنک	V	N;SG
tăng	تانک	tăng	None	V	N;SG
tăng	تانکها	tăng	None	V	N;PL
tăng	افزایش	tăng	افزایش	V	N;SG
trưởng	کاپیتان	trưởng	کاپیت		N;SG
trưởng	سروان	trưởng	سروان		N;SG
trưởng	ناخدا	trưởng	ناخدا		N;SG
nguyễn	نگوین	nguyễn	نگوین	N	
nguyễn	نگوین	nguyễn	نگوین	N	
lưu	ذخیره	lưu	ذخیره	V	N;SG
nổi	مشهور	nổi	مشهور		N;SG
nổi	مشهوره	nổi	مشهوره		N;SG
nổi	معروف	nổi	معروف		ADJ
nổi	سلبریتی	nổi	سلبریتی		N;SG
nổi	شناور	nổi	None		N;SG
nổi	اعشاری	nổi	اعشاری		N;SG
đặt	تنظیم	đặt	تنظیم	V	N;SG
đặt	انتخاب	đặt	انتخاب	V	N;SG
đặt	برگزیدن	đặt	بر#گز	V	N;SG
dài	لانگ	dài	لانگ	ADJ	N;SG
phi	فیا	phi	فیا	N	INTJ
phi	فی	phi	فی	N	
biệt	هوابرد	biệt	هوابرد		N;SG
biến	متغیر	biến	متغیر	V	N;SG
biến	متغیرها	biến	متغیر	V	N;PL
biến	تبدیل	biến	تبدیل	V	N;SG
hậu	queen	hậu	queen		N;SG
hậu	ملکه	hậu	ملکه		N;SG
hậu	بیبی	hậu	بیبی		N;SG
thu	جمع	thu	جمع	V	N;SG
thu	پنجشنبه	thu	پنجشنبه	V	N;SG
thu	جمع	thu	جمع	V	N;SG
bên	کنار	bên	کنار	N	ADP
vẫn	همچنان	vẫn	همچنان		ADV
vẫn	هنوزم	vẫn	هنوزم		ADV
vẫn	هنوز	vẫn	هنوز		ADV
nghệ	هنرمندانه	nghệ	هنرمندانه	N	ADV
liệu	سند	liệu	سند	V	N;SG
liệu	نوشتار	liệu	نوشتار	V	N;SG
tìm	نگاه	tìm	نگاه	V	N;SG
tìm	نظاره	tìm	نظاره	V	N;SG
tìm	جستجو	tìm	None	V	N;SG
tìm	یافتن	tìm	یافتن	V	N;SG
tìm	فین	tìm	فین	V	N;SG
giao	واسط	giao	واسط	V	N;SG
giao	رابط	giao	رابط	V	N;SG
giao	تحویل	giao	تحویل	V	N;SG
tương	شیانگ	tương	شیانگ		N;SG
bạn	تو	bạn	تو	N	PRO;SG;2
bạn	شما	bạn	شما	N	PRO;PL;2
hữu	مالک	hữu	مالک		N;SG
hữu	صاحب	hữu	صاحب		N;SG
hữu	صاحبش	hữu	صاحبش		N;SG
thay	تغییر	thay	تغییر	V	N;SG
quả	نتیجۀ	quả	نتیجۀ	N	
vai	vai	vai	vai	N	
gần	تقریباً	gần	تقریباً	ADJ	ADV
gần	تقریبا	gần	None	ADJ	ADV
gần	نزدیک	gần	نزدیک	ADJ	ADP
gần	نمانده	gần	ماند#مان	ADJ	V;SG;3;NEG;V.PTCP
gần	close	gần	close	ADJ	N;SG
gần	بستن	gần	بستن	ADJ	N;SG
gần	نزدیک	gần	نزدیک	ADJ	ADP
gần	نزدیکی	gần	نزدیک	ADJ	N;SG
gần	نزدیک	gần	نزدیک	ADJ	ADP
cứu	ذخیره	cứu	ذخیره	V	N;SG
cứu	کمک	cứu	کمک	V	N;SG
cứu	نجات	cứu	نجات	V	N;SG
quyết	مصمم	quyết	مصمم	N	ADJ
thương	مجروح	thương	مجروح	V	N;SG
thương	مصدوم	thương	مصدوم	V	N;SG
thương	زخمی	thương	None	V	N;SG
thương	بامزه	thương	بامزه	V	ADJ
thương	جذاب	thương	None	V	ADJ
thương	ناز	thương	ناز	V	N;SG
thương	مجروح	thương	مجروح	V	N;SG
thương	زخمی	thương	None	V	N;SG
thương	صدمه	thương	صدمه	V	N;SG
thương	آزار	thương	آزار	V	N;PL
thương	زخمی	thương	None	V	N;SG
hát	آواز	hát	آواز	V	N;SG
hát	خوانندگی	hát	خوانندگی	V	N;SG
phục	سرور	phục	سرور	V	N;SG
phục	کارساز	phục	کارساز	V	ADJ
phục	کارگزار	phục	کارگزار	V	N;SG
tuổi	age	tuổi	age	N	
tuổi	کهنه	tuổi	کهنه	N	ADJ
tân	تان	tân	شما	N	PRO;PL;2
tân	تان	tân	شما	N	PRO;PL;2
cần	نیاز	cần	نیاز	V	N;SG
cần	نیازمند	cần	نیازمند	V	ADJ
hoàn	قهرمان	hoàn	قهرمان		N;SG
hoàn	پهلوان	hoàn	None		N;SG
hoàn	هوآن	hoàn	هوآن		
chơi	پخش	chơi	پخش	V	N;SG
chơi	بازی	chơi	بازی	V	N;SG
chơi	بازی	chơi	بازی	V	N;SG
chơi	گیم	chơi	گیم	V	N;SG
chơi	پخش	chơi	پخش	V	N;SG
long	طولانی	long	طولانی	N	ADJ
long	دراز	long	دراز	N	ADJ
đóng	close	đóng	close	V	N;SG
đóng	بستن	đóng	بستن	V	N;SG
đóng	نزدیک	đóng	نزدیک	V	ADP
đóng	بستن	đóng	بستن	V	N;SG
đóng	بسته	đóng	بسته	V	ADJ;SG;3;V.PTCP
dẫn	تقدم	dẫn	تقدم	V	N;SG
dẫn	سرب	dẫn	سرب	V	N;SG
dẫn	لید	dẫn	لید	V	N;SG
quá	همچنین	quá	همچنین		CONJ
thắng	پیروز	thắng	پیروز	N	ADJ
thắng	برد	thắng	برد#بر	N	V;SG;3;PST
mang	حمل	mang	حمل	V	N;SG
mang	آوردن	mang	آوردن	V	N;SG
mang	مانگ	mang	مانگ	V	N;SG
giáp	زره	giáp	زره	V	N;SG
giáp	زره	giáp	زره	V	N;SG
khí	هوایی	khí	هوایی	N	ADJ
hướng	جهت	hướng	جهت	N	ADP
hướng	جهت	hướng	جهت	N	ADP
huy	hui	huy	hui	N	
tra	tra	tra	tra	V	N;SG
tra	تورینو	tra	تورینو	V	N;SG
tra	بررسی	tra	بررسی	V	N;SG
nga	nga	nga	nga	N	
triệu	ژائو	triệu	ژائو	NUM	N;SG
triệu	میلیونی	triệu	میلیونی	NUM	N;SG
triệu	ملیون	triệu	ملیون	NUM	N;SG
thi	thi	thi	thi	N	
phép	مجاز	phép	مجاز	N	ADJ
new	تازه	new	تازه		ADV
new	نو	new	نو		ADJ
new	جدید	new	جدید		ADJ
new	نیو	new	نیو		N;SG
yếu	ضعیف	yếu	ضعیف	N	ADJ
yếu	سست	yếu	None	N	ADJ
mật	محرمانه	mật	محرمانه	N	ADJ
ghi	نوشتن	ghi	نوشتن	V	N;SG
ghi	نویسندگی	ghi	نویسندگی	V	N;SG
ghi	نوشتن	ghi	نوشتن	V	N;SG
sao	چرا	sao	چرا	PROPN	ADV
giả	جیا	giả	جیا		N;SG
giả	کاذب	giả	کاذب		N;SG
giả	دروغین	giả	دروغین		N;SG
giả	نادرست	giả	نادرست		N;SG
giả	غلط	giả	غلط		ADJ
giả	باطل	giả	None		N;SG
giả	تقلبی	giả	تقلبی		N;SG
giả	الکی	giả	الکی		N;SG
giả	زرشک	giả	زرشک		N;SG
giả	جعل	giả	None		N;SG
giả	جعلی	giả	جعلی		N;SG
cung	تعظیم	cung	تعظیم	V	N;SG
cung	سجده	cung	سجده	V	N;SG
cung	کمان	cung	None	V	N;SG
cung	باو	cung	باو	V	
cung	کمان	cung	None	V	N;SG
đài	کسل	đài	کسل	N	ADJ
chống	شهامت	chống	None	V	N;SG
chống	شجاعت	chống	شجاعت	V	N;SG
chống	رشادت	chống	رشادت	V	N;SG
