basel	basel	basel	basel	PROPN	PROPN;NOM;SG
contactul	yhteyshenkilö	contact	yhteys#henkilö	N;DEF;MASC;SG	N;NOM;SG
contactul	yhteystiedot	contact	yhteys#tieto	N;DEF;MASC;SG	N;NOM;PL
java	java	javă	java	N;DEF;FEM;SG	N;NOM;SG
alexandre	alexandre	alexandre	alexandre	PROPN	N;NOM;SG
siberia	siperian	siberie	siperi	N;DEF;FEM;SG	N;GEN;SG
ocean	ocean	ocean	ocea	N;INDF;MASC;SG	
claudia	claudia	claudie	claudi	PROPN	N;NOM;SG
plăcut	piti	plăcut	pitää	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
plăcut	tykännyt	plăcut	tykätä	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
plăcut	pidetty	plăcut	pitää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
evans	evans	evans	evans	PROPN	PROPN;NOM;SG
franceza	ranska	franceza	ranska	N;DEF;FEM;SG	PROPN;NOM;SG
franceza	ranskan	franceza	ranska	N;DEF;FEM;SG	N;GEN;SG
franceza	ranskalaiset	franceza	ranska#lainen	N;DEF;FEM;SG	N;NOM;PL
franceza	ranskalaisia	franceza	ranska#lainen	N;DEF;FEM;SG	N;PRT;PL
franceza	ranskalainen	franceza	ranskalainen	N;DEF;FEM;SG	ADJ;NOM;SG
wien	wien	wien	wien	PROPN	PROPN;NOM;SG
edge	edge	edge	edge	N;INDF;MASC;SG	
declarație	julkilausuma	declarație	julki#lausuma	N;INDF;FEM;SG	N;NOM;SG
declarație	lausunto	declarație	lausunto	N;INDF;FEM;SG	N;NOM;SG
declarație	lausuma	declarație	lausuma	N;INDF;FEM;SG	N;NOM;SG
declarație	julistus	declarație	julistus	N;INDF;FEM;SG	N;NOM;SG
declarație	julistuksen	declarație	julistus	N;INDF;FEM;SG	N;GEN;SG
declarație	julkilausuma	declarație	julki#lausuma	N;INDF;FEM;SG	N;NOM;SG
declarație	ilmoitus	declarație	ilmoitus	N;INDF;FEM;SG	N;NOM;SG
discursul	puhe	discurs	puhe	N;DEF;MASC;SG	N;NOM;SG
discursul	puhetta	discurs	puhe	N;DEF;MASC;SG	N;PRT;SG
discursul	puheenvuoro	discurs	puheen#vuoro	N;DEF;MASC;SG	N;NOM;SG
alabama	alabaman	alabama	alabama	N;INDF;MASC;SG	N;GEN;SG
folosire	käyttö	folosire	käyttö	N;INDF;FEM;SG	N;NOM;SG
indiei	intian	indie	inti	PROPN;DEF;FEM;SG	N;GEN;SG
indiei	intia	indie	inti	PROPN;DEF;FEM;SG	N;NOM;SG
indiei	intiaan	indie	inti	PROPN;DEF;FEM;SG	N;IN+ALL;SG
keith	keith	keith	keith	PROPN	PROPN;NOM;SG
asigurată	vakuutettu	asigura	vakuuttaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
emise	myönnetyt	emite	myöntää	V;IND;SG;3;PST;FIN	V;NOM;PL;V.PTCP;PASS
emise	annetut	emite	antaa	V;IND;SG;3;PST;FIN	V;NOM;PL;V.PTCP;PASS
campionatele	mestaruutta	campionat	mestaruus	N;DEF;FEM;PL	N;PRT;SG
manastirea	luostarin	manastire	luostari	N;DEF;FEM;SG	N;GEN;SG
manastirea	luostari	manastire	luostari	N;DEF;FEM;SG	N;NOM;SG
louisiana	louisianan	louisiană	louisia	N;DEF;FEM;SG	ADJ;GEN;SG
organ	elinten	organ	elin	N;INDF;MASC;SG	N;GEN;PL
organ	elimet	organ	elin	N;INDF;MASC;SG	N;NOM;PL
hotelul	hotellissa	hotel	hotelli	N;DEF;MASC;SG	N;IN+ESS;SG
hotelul	hotelli	hotel	hotelli	N;DEF;MASC;SG	N;NOM;SG
hotelul	hotellin	hotel	hotelli	N;DEF;MASC;SG	N;GEN;SG
tranziție	siirtyminen	tranziție	siirtyminen	N;INDF;FEM;SG	N;NOM;SG
tranziție	siirtymä	tranziție	siirtymä	N;INDF;FEM;SG	N;NOM;SG
cald	hot	cald	hot	ADJ;INDF;MASC;SG	
cald	kuumat	cald	kuuma	ADJ;INDF;MASC;SG	ADJ;NOM;PL
cald	lämpimät	cald	lämmin	ADJ;INDF;MASC;SG	ADJ;NOM;PL
adânc	syvälle	adânc	syvä	ADV	ADJ;AT+ALL;SG
adânc	syvällä	adânc	syvä	ADV	ADJ;AT+ESS
;SG
adânc	syvä	adânc	syvä	ADV	ADJ;NOM;SG
adânc	syvät	adânc	syvä	ADV	ADJ;NOM;PL
adânc	deep	adânc	deep	ADV	
salvare	pelastusta	salvare	pelastus	N;INDF;FEM;SG	N;PRT;SG
salvare	pelastus	salvare	pelastus	N;INDF;FEM;SG	N;NOM;SG
salvare	pelastuksen	salvare	pelastus	N;INDF;FEM;SG	N;GEN;SG
salvare	pelastaa	salvare	pelastaa	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
salvare	pelastus	salvare	pelastus	N;INDF;FEM;SG	N;NOM;SG
salvare	pelastaminen	salvare	pelastaminen	N;INDF;FEM;SG	N;NOM;SG
vacanță	loma	vacanță	loma	N;INDF;FEM;SG	N;NOM;SG
vacanță	lomaa	vacanță	loma	N;INDF;FEM;SG	N;PRT;SG
vacanță	juhlapäivä	vacanță	juhla#päivä	N;INDF;FEM;SG	N;NOM;SG
vacanță	loma	vacanță	loma	N;INDF;FEM;SG	N;NOM;SG
vacanță	lomaa	vacanță	loma	N;INDF;FEM;SG	N;PRT;SG
vacanță	loman	vacanță	loma	N;INDF;FEM;SG	N;GEN;SG
vacanță	lomalle	vacanță	loma	N;INDF;FEM;SG	N;AT+ALL;SG
malta	maltan	malta	malttaa	PROPN	N;GEN;SG
malta	malta	malta	malttaa	PROPN	INTJ
malta	maltaa	malta	malta	PROPN	N;PRT;SG
fotbalul	jalkapallon	fotbal	jalka#pallo	N;DEF;MASC;SG	N;GEN;SG
fotbalul	jalkapallo	fotbal	jalka#pallo	N;DEF;MASC;SG	N;NOM;SG
fotbalul	jalkapalloa	fotbal	jalka#pallo	N;DEF;MASC;SG	N;PRT;SG
radical	radikaalia	radical	radikaali	ADV	ADJ;PRT;SG
radical	radikaali	radical	radikaali	ADV	ADJ;NOM;SG
renault	renault	renault	renault	PROPN	N;NOM;SG
sierra	sierra	sierră	sierra	PROPN	N;NOM;SG
specializate	erikoistunut	specializat	erikoistua	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
specializate	erikoistuneet	specializat	erikoistua	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;ACT
specializate	erikoistunut	specializat	erikoistua	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
specializate	erikoistuneet	specializat	erikoistua	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;ACT
dificultăți	vaikeus	dificultate	vaikeus	N;INDF;FEM;PL	N;NOM;SG
râurile	joet	râu	joki	N;DEF;FEM;PL	N;NOM;PL
râurile	jokia	râu	joki	N;DEF;FEM;PL	N;PRT;PL
râurile	jokien	râu	joki	N;DEF;FEM;PL	N;GEN;PL
râurile	rivers	râu	rivers	N;DEF;FEM;PL	PROPN;NOM;SG
tribuna	tribuuni	tribună	tribu	N;DEF;FEM;SG	N;NOM;SG
grove	grove	grov	grove	PROPN	PROPN;NOM;SG
memoriile	muistelmat	memorie	muistelma	N;DEF;FEM;PL	N;NOM;PL
clara	clara	clar	clara	ADJ;DEF;FEM;SG	INTJ
vieți	asuu	viață	asua	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
boemia	bohemia	boemie	bohemia	N;DEF;FEM;SG	N;NOM;SG
oferind	tarjoaminen	oferi	tarjoaminen	V;V.MSDR	N;NOM;SG
letonia	latvia	letonie	latvi	PROPN	N;NOM;SG
letonia	latviassa	letonie	latvia	PROPN	N;IN+ESS;SG
letonia	latvian	letonie	latvi	PROPN	N;GEN;SG
islanda	islantiin	islanda	islanti	PROPN	N;IN+ALL;SG
islanda	islannissa	islanda	islanti	PROPN	N;IN+ESS;SG
islanda	islanti	islanda	islanti	PROPN	N;NOM;SG
islanda	islannin	islanda	islanti	PROPN	N;GEN;SG
hanovra	hanover	hanovră	hanover	PROPN	
hanovra	hannover	hanovră	hannover	PROPN	
silva	silva	silvă	silva	PROPN	N;NOM;SG
democratic	demokraattisesti	democratic	demokraattisesti	ADJ;INDF;MASC;SG	ADV
democratic	demokraattiset	democratic	demokraattinen	ADJ;INDF;MASC;SG	ADJ;NOM;PL
vrei	haluu	vrea	haluta	V;IND;SG;2;PRS;FIN	V;IMP;SG;2;FIN;ACT
strategice	strateginen	strategic	strateginen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
utilizând	käyttö	utiliza	käyttö	V;V.MSDR	N;NOM;SG
numeric	numeerinen	numeric	numeerinen	ADV	ADJ;NOM;SG
simte	tunne	simți	tunne	V;IND;SG;3;PRS;FIN	N;NOM;SG
simte	tuntuu	simți	tuntua	V;IND;SG;3;PRS;FIN	V;IND;SG;0;PRS;FIN;ACT
lloyd	lloyd	lloyd	lloyt	PROPN	PROPN;NOM;SG
oldenburg	oldenburg	oldenburg	oldenburg	PROPN	
controverse	kiistaa	controversă	kiista	N;INDF;FEM;PL	N;PRT;SG
controverse	kiista	controversă	kiista	N;INDF;FEM;PL	N;NOM;SG
lunile	kuukaudet	lună	kuu#kausi	N;DEF;FEM;PL	N;NOM;PL
lunile	kuukautta	lună	kuu#kausi	N;DEF;FEM;PL	N;PRT;SG
lunile	kuukausia	lună	kuu#kausi	N;DEF;FEM;PL	N;PRT;PL
bordeaux	bordeaux	bordeaux	bordeaux	PROPN	
jay	jay	jay	jay	PROPN	PROPN;NOM;SG
soră	siskon	soră	sisko	N;INDF;FEM;SG	N;GEN;SG
soră	sisko	soră	sisko	N;INDF;FEM;SG	N;NOM;SG
aventuri	seikkailu	avent	seikkailu	N;INDF;FEM;PL	N;NOM;SG
aventuri	seikkailua	avent	seikkailu	N;INDF;FEM;PL	N;PRT;SG
estimare	arvio	estimare	arvio	N;INDF;FEM;SG	N;NOM;SG
estimare	arvioi	estimare	arvioida	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
estimare	arvion	estimare	arvio	N;INDF;FEM;SG	N;GEN;SG
estimare	arvio	estimare	arvio	N;INDF;FEM;SG	N;NOM;SG
comparativ	vertaileva	comparativ	vertaileva	ADV	V;NOM;SG;V.PTCP;ACT
comparativ	verrattuna	comparativ	verrata	ADV	V;FRML;SG;V.PTCP;PASS
islamice	islamilainen	islamic	islamilainen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
islamice	islamilaisen	islamic	islamilainen	ADJ;INDF;FEM;PL	N;GEN;SG
salt	hypätä	salt	hypätä	N;INDF;MASC;SG	V;SG;NFIN;ACT
salt	hyppää	salt	hypätä	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
salt	salt	salt	salt	N;INDF;MASC;SG	
dezvolta	kehittyy	dezvolta	kehittyä	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN;ACT
dezvolta	kehittää	dezvolta	kehittää	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN;ACT
tensiune	jännitys	tensiune	jännitys	N;INDF;FEM;SG	N;NOM;SG
tensiune	jännite	tensiune	jännite	N;INDF;FEM;SG	N;NOM;SG
tensiune	jännitteitä	tensiune	jännite	N;INDF;FEM;SG	N;PRT;PL
tensiune	jännitteet	tensiune	jännite	N;INDF;FEM;SG	N;NOM;PL
tensiune	jännitettä	tensiune	jännite	N;INDF;FEM;SG	N;PRT;SG
tensiune	jännite	tensiune	jännite	N;INDF;FEM;SG	N;NOM;SG
banda	nauha	bandă	nauha	N;DEF;FEM;SG	N;NOM;SG
banda	kasetti	bandă	kasettaa	N;DEF;FEM;SG	N;NOM;SG
pius	pius	pius	pius	PROPN	N;NOM;SG
trăiască	live	trăi	live	V;SBJV;3;PRS;FIN	N;NOM;SG
trăiască	livenä	trăi	livi	V;SBJV;3;PRS;FIN	N;FRML;SG
trăiască	elä	trăi	elää	V;SBJV;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
trăiască	elää	trăi	elää	V;SBJV;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
exprimate	näyttelijät	exprima	näyttelijä	ADJ;INDF;FEM;PL	N;NOM;PL
exprimate	heitetty	exprima	heittää	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
exprimate	ilmaistu	exprima	ilmaista	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
exprimate	ilmaistuna	exprima	ilmaista	ADJ;INDF;FEM;PL	V;FRML;SG;V.PTCP;PASS
exprimate	ilmaissut	exprima	ilmaista	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
exprimate	ilmaisi	exprima	ilmaista	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN;ACT
moneda	valuutta	moneda	valuutta	N;DEF;FEM;SG	N;NOM;SG
moneda	valuuttaa	moneda	valuutta	N;DEF;FEM;SG	N;PRT;SG
moneda	kolikkoa	moneda	kolikko	N;DEF;FEM;SG	N;PRT;SG
moneda	kolikon	moneda	kolikko	N;DEF;FEM;SG	N;GEN;SG
moneda	kolikko	moneda	kolikko	N;DEF;FEM;SG	N;NOM;SG
romeo	romeo	romeo	romeo	PROPN	PROPN;NOM;SG
aruncă	heitto	arunca	heitto	V;IND;SG;3;PST;FIN	N;NOM;SG
conservare	suojelu	conservare	suojelu	N;INDF;FEM;SG	N;NOM;SG
conservare	säilyttäminen	conservare	säilyttäminen	N;INDF;FEM;SG	N;NOM;SG
conservare	säilytys	conservare	säilytys	N;INDF;FEM;SG	N;NOM;SG
conservare	säilyminen	conservare	säilyminen	N;INDF;FEM;SG	N;NOM;SG
conservare	säilyttäminen	conservare	säilyttäminen	N;INDF;FEM;SG	N;NOM;SG
matilda	matilda	matilda	matilta	N;DEF;FEM;SG	N;NOM;SG
recentă	viimeaikainen	recent	viimeaikainen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
recentă	viimeaikaiset	recent	viimeaikainen	ADJ;INDF;FEM;SG	ADJ;NOM;PL
recentă	viimeisimmät	recent	viimeinen	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;PL
recentă	äskettäin	recent	äskettäin	ADJ;INDF;FEM;SG	ADV
accentul	korostus	accent	korostus	N;DEF;MASC;SG	N;NOM;SG
accentul	aksentti	accent	aksentti	N;DEF;MASC;SG	N;NOM;SG
trenul	juna	tren	juna	N;DEF;MASC;SG	N;NOM;SG
trenul	junalla	tren	juna	N;DEF;MASC;SG	N;AT+ESS
;SG
trenul	junan	tren	juna	N;DEF;MASC;SG	N;GEN;SG
bate	hakkaa	bate	hakata	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;PRS;FIN;ACT
bate	hakkaa	bate	hakata	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;PRS;FIN;ACT
propuse	ehdotetut	propus	ehdottaa	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;PASS
propuse	ehdotettu	propus	ehdottaa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
zguduit	ravisteli	zguduit	ravistella	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
bolnav	sairaat	bolnav	sairas	ADJ;INDF;MASC;SG	ADJ;NOM;PL
nguyen	nguyen	nguyen	nguy	PROPN	N;GEN;SG
nigeria	nigerian	nigerie	nigeria	PROPN	N;GEN;SG
nigeria	nigeriassa	nigerie	nigeria	PROPN	N;IN+ESS;SG
gust	maista	gust	maa	N;INDF;MASC;SG	N;IN+ABL;PL
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC;SG	PROPN;NOM;SG
allah	allahin	allah	allahtaa		N;GEN;SG
allah	allah	allah	allah		N;NOM;SG
joan	johanna	joan	johanna	PROPN	PROPN;NOM;SG
joan	joan	joan	joka	PROPN	PROPN;NOM;SG
latina	latinalainen	latină	latinalainen	N;DEF;FEM;SG	ADJ;NOM;SG
latina	latinalaisen	latină	latinalainen	N;DEF;FEM;SG	ADJ;GEN;SG
latina	latinaa	latină	latina	N;DEF;FEM;SG	N;PRT;SG
latina	latina	latină	latina	N;DEF;FEM;SG	N;NOM;SG
vila	vila	vilă	vila	N;DEF;FEM;SG	
vila	huvila	vilă	huvila	N;DEF;FEM;SG	N;NOM;SG
vila	villa	vilă	villa	N;DEF;FEM;SG	N;NOM;SG
bor	bor	bor	bor		N;NOM;SG
bor	boori	bor	boori		N;NOM;SG
györgy	györgy	györgy	györgy	PROPN	N;NOM;SG
strategic	strategisesti	strategic	strategisesti	ADJ;INDF;MASC;SG	ADV
strategic	strategiset	strategic	strateginen	ADJ;INDF;MASC;SG	ADJ;NOM;PL
privit	katsoi	privi	katsoa	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
privit	katsonut	privi	katsoa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
privit	katsottu	privi	katsoa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
privit	katsellut	privi	katsella	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
privit	katseli	privi	katsella	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
dennis	dennis	dennis	dennis	PROPN	PROPN;NOM;SG
geografia	maantiede	geografie	maan#tiede	N;DEF;FEM;SG	N;NOM;SG
miami	miami	miam	miami	PROPN	PROPN;NOM;SG
miami	miamiin	miam	miami	PROPN	N;IN+ALL;SG
miami	miamin	miam	miamin	PROPN	N;GEN;SG
lang	lang	lang	lang	PROPN	N;NOM;SG
multumesc	kiitos	multumi	kiitos	V;IND;SG;3;PRS;FIN	N;NOM;SG
multumesc	kiitti	multumi	kiittää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN;ACT
bugetul	talousarvio	buget	talous#arvio	N;DEF;MASC;SG	N;NOM;SG
bugetul	talousarvion	buget	talous#arvio	N;DEF;MASC;SG	N;GEN;SG
bugetul	budjetti	buget	budjetti	N;DEF;MASC;SG	N;NOM;SG
matthew	matthew	matthew	matthew	PROPN	PROPN;NOM;SG
intervalul	etäisyys	interval	etäisyys	N;DEF;MASC;SG	N;NOM;SG
intervalul	vaihteluväli	interval	vaihtelu#väli	N;DEF;MASC;SG	N;NOM;SG
intervalul	väli	interval	väli	N;DEF;MASC;SG	N;NOM;SG
wisconsin	wisconsin	wisconsin	wiscons	PROPN	
străzile	kadut	stradă	katu	N;DEF;FEM;PL	N;NOM;PL
străzile	katujen	stradă	katu	N;DEF;FEM;PL	N;GEN;PL
străzile	katuja	stradă	katu	N;DEF;FEM;PL	N;PRT;PL
străzile	kaduilla	stradă	katu	N;DEF;FEM;PL	N;AT+ESS
;PL
sunete	kuulostaa	sunet	kuulostaa	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
cablu	kaapelit	cablu	kaapeli	N;INDF;MASC;SG	N;NOM;PL
barajul	dam	baraj	dam	N;DEF;MASC;SG	
barajul	pato	baraj	pato	N;DEF;MASC;SG	N;NOM;SG
autonom	itsenäiset	autonom	itsenäinen	ADJ;INDF;MASC;SG	ADJ;NOM;PL
lucas	lucas	lucas	lucas	PROPN	PROPN;NOM;SG
justin	justin	justin	justin		N;NOM;SG
justin	justinin	justin	justin		N;GEN;SG
laurent	laurent	laurent	lauren	PROPN	
lingvistice	kielellisen	lingvistic	kielellinen	N;INDF;FEM;PL	ADJ;GEN;SG
northern	pohjoinen	northern	pohjoinen	PROPN	N;NOM;SG
northern	pohjois	northern	pohjois	PROPN	N;NOM;SG
astea	nämä	acesta	tämä	PRO;FEM;PL;3	PRO;NOM;PL
astea	näitä	acesta	tämä	PRO;FEM;PL;3	PRO;PRT;PL
procedura	toimenpide	procedură	toimen#pide	N;DEF;FEM;SG	N;NOM;SG
procedura	menettelytapa	procedură	menettely#tapa	N;DEF;FEM;SG	N;NOM;SG
procedura	menettely	procedură	menettely	N;DEF;FEM;SG	N;NOM;SG
marx	marx	marx	marx	PROPN	N;NOM;SG
primăvară	kevättä	primăvară	kevät	N;INDF;FEM;SG	N;PRT;SG
primăvară	kevään	primăvară	kevät	N;INDF;FEM;SG	N;GEN;SG
primăvară	kevät	primăvară	kevät	N;INDF;FEM;SG	N;NOM;SG
gândirea	ajattelun	gândire	ajattelu	N;DEF;FEM;SG	N;GEN;SG
gândirea	ajattelu	gândire	ajattelu	N;DEF;FEM;SG	N;NOM;SG
gândirea	miettii	gândire	miettiä	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
gândirea	ajattelua	gândire	ajattelu	N;DEF;FEM;SG	N;PRT;SG
esențial	välttämätöntä	esențial	välttämätön	ADV	ADJ;PRT;SG
esențial	oleellinen	esențial	oleellinen	ADV	ADJ;NOM;SG
esențial	olennainen	esențial	olennainen	ADV	ADJ;NOM;SG
consecutive	peräkkäisen	consecutiv	peräkkäinen	ADJ;INDF;FEM;PL	ADJ;GEN;SG
navarra	navarra	navarra	navarta	PROPN	N;NOM;SG
carnivore	lihansyöjä	carnivor	liha#syöjä	N;INDF;FEM;PL	N;NOM;SG
repere	korostetaan	repere	korostaa	N;INDF;FEM;PL	V;IND;PRS;FIN;PASS
cifră	numeroinen	cifră	numeroinen	N;INDF;FEM;SG	ADJ;NOM;SG
singapore	singaporessa	singapore	singapori	N;INDF;FEM;PL	N;IN+ESS;SG
singapore	singaporen	singapore	singapori	N;INDF;FEM;PL	N;GEN;SG
acoperire	pinnoite	acoperire	pinnoite	N;INDF;FEM;SG	N;NOM;SG
acoperire	kansi	acoperire	kansi	N;INDF;FEM;SG	N;NOM;SG
acoperire	kattaa	acoperire	kattaa	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
acoperire	kannen	acoperire	kansi	N;INDF;FEM;SG	N;GEN;SG
acoperire	suojaa	acoperire	suoja	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
acoperire	kattavuutta	acoperire	kattavuus	N;INDF;FEM;SG	N;PRT;SG
acoperire	kattavuus	acoperire	kattavuus	N;INDF;FEM;SG	N;NOM;SG
acoperire	kattavuuden	acoperire	kattavuus	N;INDF;FEM;SG	N;GEN;SG
wells	wells	wells	wells	PROPN	PROPN;NOM;SG
pasăre	lintu	pasăre	lintu	N;INDF;FEM;SG	N;NOM;SG
pasăre	linnun	pasăre	lintu	N;INDF;FEM;SG	N;GEN;SG
pasăre	bird	pasăre	bird	N;INDF;FEM;SG	
dedesubt	alapuolelle	dedesubt	alapuolelle		ADV
dedesubt	alle	dedesubt	alle		ADV
dedesubt	alapuolella	dedesubt	alapuolella		ADV
dedesubt	alla	dedesubt	alla		ADV
atei	ateisteja	atel	ateisti	N;DEF;MASC;PL	N;PRT;PL
fundul	perse	fund	perse	N;DEF;MASC;SG	N;NOM;SG
stadiul	vaihe	stadiu	vaihe	N;DEF;MASC;SG	N;NOM;SG
stadiul	näyttämö	stadiu	näyttämö	N;DEF;MASC;SG	N;NOM;SG
stadiul	vaiheessa	stadiu	vaihe	N;DEF;MASC;SG	N;IN+ESS;SG
stadiul	lava	stadiu	lava	N;DEF;MASC;SG	N;NOM;SG
transforma	muunnos	transforma	muunnos	V;IND;SG;3;IPFV;FIN	N;NOM;SG
grădină	puutarha	grădină	puu#tarha	N;INDF;FEM;SG	N;NOM;SG
springs	springs	springs	springs	N;INDF;MASC;SG	PROPN;NOM;SG
detaliate	yksityiskohtainen	detalia	yksityis#kohtainen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
estimat	arvio	estima	arvio	ADJ;INDF;MASC;SG	N;NOM;SG
estimat	arvioidut	estima	arvioida	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
estimat	arviolta	estima	arvio	ADJ;INDF;MASC;SG	N;AT+ABL;SG
estimat	arvioitu	estima	arvioida	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
derivate	johdettu	derivat	johtaa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
derivate	johdannainen	derivat	johdannainen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
liban	libanonin	liban	libanon	PROPN	N;GEN;SG
apărând	puolustaminen	apăra	puolustaminen	V;V.MSDR	N;NOM;SG
emma	emman	emma	empa	PROPN	N;GEN;SG
emma	emma	emma	ei#man	PROPN	N;NOM;SG
