din	from	din	from	ADP;ACC	
multe	wielu	mult	wiele	PRO;FEM;PL;3	DET;ACC;MASC;PL
multe	wiele	mult	wiele	PRO;FEM;PL;3	DET;ACC;MASC;PL
socorro	socorro	socorro	socorro		V;IPFV;IND;SG;PRS;FIN;ACT
prima	pierwszy	prim	pierwszy	NUM;DEF;FEM;SG	ADJ;NOM;MASC;SG
prima	pierwsze	prim	pierwszy	NUM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
prima	najpierw	prim	najpierw	NUM;DEF;FEM;SG	ADV
prima	pierwsza	prim	pierwszy	NUM;DEF;FEM;SG	ADJ;NOM;FEM;SG
prima	premia	prim	premia	NUM;DEF;FEM;SG	
prima	składka	prim	składka	NUM;DEF;FEM;SG	N;NOM;FEM;SG
prima	premium	prim	premium	NUM;DEF;FEM;SG	
prima	premii	prim	premia	NUM;DEF;FEM;SG	
august	augusta	august	augusta	N;INDF;MASC;SG	
august	sierpień	august	sierpienie	N;INDF;MASC;SG	
sat	siedział	sat	siedzieć	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sat	usiadł	sat	usiąść	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
sat	sat	sat	sat	N;INDF;MASC;SG	
martie	marzec	martie	marzec	N;INDF;MASC;SG	
martie	marca	martie	marza	N;INDF;MASC;SG	
biserica	kościoła	biserică	kościół	N;DEF;FEM;SG	N;GEN;MASC;SG
biserica	kościół	biserică	kościół	N;DEF;FEM;SG	N;NOM;MASC;SG
biserica	church	biserică	chury	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
biserica	kościoła	biserică	kościół	N;DEF;FEM;SG	N;GEN;MASC;SG
biserica	kościół	biserică	kościół	N;DEF;FEM;SG	N;NOM;MASC;SG
biserica	church	biserică	chury	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
decembrie	grudnia	decembrie	grudzień	N;INDF;MASC;SG	
toate	wszystkie	tot	wszystek	PRO;FEM;PL;3	DET;NOM;MASC;PL
toate	wszystko	tot	wszystko	PRO;FEM;PL;3	PRO;NOM;NEUT;SG
toate	all	tot	all	PRO;FEM;PL;3	
toate	wszyscy	tot	wszyscy	PRO;FEM;PL;3	PRO;NOM;MASC;PL
ianuarie	styczeń	ianuarie	styczenie	N;INDF;MASC;SG	
adresa	adres	adresă	adres	N;DEF;FEM;SG	N;ACC;MASC;SG
adresa	adres	adresă	adres	N;DEF;FEM;SG	N;ACC;MASC;SG
noiembrie	listopad	noiembrie	listopad	N;INDF;MASC;SG	
cum	jak	cum	jak	ADV	ADV
imagine	rysunek	imagine	rysunek	N;INDF;FEM;SG	N;NOM;MASC;SG
imagine	obrazek	imagine	obrazek	N;INDF;FEM;SG	N;NOM;MASC;SG
imagine	obraz	imagine	obraz	N;INDF;FEM;SG	N;NOM;MASC;SG
imagine	zdjęcie	imagine	zdjęcie	N;INDF;FEM;SG	N;NOM;NEUT;SG
imagine	zdjecie	imagine	zdjecie	N;INDF;FEM;SG	V;PFV;IND;SG;FIN;ACT
imagine	obrazek	imagine	obrazek	N;INDF;FEM;SG	N;NOM;MASC;SG
imagine	obraz	imagine	obraz	N;INDF;FEM;SG	N;NOM;MASC;SG
imagine	wizerunek	imagine	wizerunek	N;INDF;FEM;SG	N;ACC;MASC;SG
statul	stan	stat	stan	N;DEF;MASC;SG	N;NOM;MASC;SG
statul	state	stat	staty	N;DEF;MASC;SG	
statul	państwo	stat	państwo	N;DEF;MASC;SG	N;NOM;NEUT;SG
lor	ich	lui	on	DET;3	PRO;GEN;MASC;PL;3
familia	rodzina	familie	rodzina	N;DEF;FEM;SG	N;NOM;FEM;SG
familia	rodziny	familie	rodzina	N;DEF;FEM;SG	N;NOM;FEM;PL
familia	rodzinne	familie	rodzinny	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
familia	rodzinka	familie	rodzinka	N;DEF;FEM;SG	N;NOM;FEM;SG
familia	rodzinnie	familie	rodzinnie	N;DEF;FEM;SG	ADV
numele	nazwisko	nume	nazwisko	N;DEF;MASC;SG	N;NOM;NEUT;SG
numele	imię	nume	imię	N;DEF;MASC;SG	N;NOM;NEUT;SG
numele	nazwa	nume	nazwa	N;DEF;MASC;SG	N;NOM;FEM;SG
timpul	czasu	timp	czas	N;DEF;MASC;SG	N;GEN;MASC;SG
timpul	czas	timp	czas	N;DEF;MASC;SG	N;NOM;MASC;SG
nord	północnej	nord	północny	N;INDF;MASC;SG	ADJ;GEN;FEM;SG
nord	north	nord	north	N;INDF;MASC;SG	
nord	nord	nord	nord	N;INDF;MASC;SG	
principala	główne	principal	główny	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
principala	główna	principal	główna	ADJ;DEF;FEM;SG	
principala	main	principal	main	ADJ;DEF;FEM;SG	
principala	główny	principal	główny	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
principala	główne	principal	główny	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
principala	główna	principal	główna	ADJ;DEF;FEM;SG	
principala	main	principal	main	ADJ;DEF;FEM;SG	
principala	główny	principal	główny	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
aprilie	kwietnia	aprilie	kwiecia	N;INDF;MASC;SG	
aprilie	april	aprilie	april	N;INDF;MASC;SG	
erau	były	fi	być	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
erau	byli	fi	być	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
primul	pierwszy	prim	pierwszy	NUM;DEF;MASC;SG	ADJ;NOM;MASC;SG
primul	pierwsze	prim	pierwszy	NUM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
primul	najpierw	prim	najpierw	NUM;DEF;MASC;SG	ADV
primul	pierwsza	prim	pierwszy	NUM;DEF;MASC;SG	ADJ;NOM;FEM;SG
iulie	lipca	iulie	lipiec	N;INDF;MASC;SG	
iulie	lipiec	iulie	lipiec	N;INDF;MASC;SG	
doar	tylko	doar	tylko	ADV	PART
doar	tylko	doar	tylko	ADV	PART
editura	wydawnictwo	editură	wydawnictwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
editura	wydawca	editură	wydawca	N;DEF;FEM;SG	N;NOM;MASC;SG
editura	wydawcy	editură	wydawca	N;DEF;FEM;SG	N;NOM;MASC;SG
asteroid	asteroid	asteroid	asteroid	ADJ;INDF;MASC;SG	
februarie	luty	februarie	luty	N;INDF;MASC;SG	
februarie	lutego	februarie	luty	N;INDF;MASC;SG	
asteroizi	asteroidy	asteroid	asteroida	N;INDF;MASC;PL	
discutie	dyskusja	discutie	dyskusja	N;INDF;FEM;SG	N;NOM;FEM;SG
discutie	omówienie	discutie	omówienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
discutie	dyskusji	discutie	dyskusja	N;INDF;FEM;SG	N;GEN;FEM;SG
discutie	dyskusje	discutie	dyskusja	N;INDF;FEM;SG	N;NOM;FEM;PL
discutie	dyskusję	discutie	dyskusja	N;INDF;FEM;SG	N;ACC;FEM;SG
discutie	dyskusja	discutie	dyskusja	N;INDF;FEM;SG	N;NOM;FEM;SG
discutie	omówienie	discutie	omówienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
discutie	dyskusji	discutie	dyskusja	N;INDF;FEM;SG	N;GEN;FEM;SG
discutie	dyskusje	discutie	dyskusja	N;INDF;FEM;SG	N;NOM;FEM;PL
discutie	dyskusję	discutie	dyskusja	N;INDF;FEM;SG	N;ACC;FEM;SG
discutie	dyskusja	discutie	dyskusja	N;INDF;FEM;SG	N;NOM;FEM;SG
discutie	omówienie	discutie	omówienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
discutie	dyskusji	discutie	dyskusja	N;INDF;FEM;SG	N;GEN;FEM;SG
discutie	dyskusje	discutie	dyskusja	N;INDF;FEM;SG	N;NOM;FEM;PL
discutie	dyskusję	discutie	dyskusja	N;INDF;FEM;SG	N;ACC;FEM;SG
franta	francji	frantă	francja	PROPN	PROPN;GEN;FEM;SG
franta	francja	frantă	francja	PROPN	N;NOM;FEM;SG
franta	france	frantă	franka	PROPN	PROPN;NOM;MASC;SG
franta	francji	frantă	francja	PROPN	PROPN;GEN;FEM;SG
franta	francja	frantă	francja	PROPN	N;NOM;FEM;SG
franta	france	frantă	franka	PROPN	PROPN;NOM;MASC;SG
franta	francji	frantă	francja	PROPN	PROPN;GEN;FEM;SG
franta	francja	frantă	francja	PROPN	N;NOM;FEM;SG
franta	france	frantă	franka	PROPN	PROPN;NOM;MASC;SG
partea	część	parte	część	N;DEF;FEM;SG	N;NOM;FEM;SG
partea	częściowo	parte	częściowo	N;DEF;FEM;SG	ADV
mult	much	mult	much	ADV	
mult	wiele	mult	wiele	ADV	DET;ACC;MASC;PL
fara	bez	fară	bez		ADP
fara	bez	fară	bez		ADP
departamentul	wydział	departament	wydział	N;DEF;MASC;SG	N;NOM;MASC;SG
departamentul	departament	departament	departament	N;DEF;MASC;SG	N;NOM;MASC;SG
departamentul	dział	departament	dziać	N;DEF;MASC;SG	N;NOM;MASC;SG
raionul	przejściu	raion	przejście	N;DEF;MASC;SG	N;DAT;NEUT;SG
data	termin	dată	termin	N;DEF;FEM;SG	N;NOM;MASC;SG
data	randka	dată	randka	N;DEF;FEM;SG	N;NOM;FEM;SG
data	data	dată	datać	N;DEF;FEM;SG	
data	dane	dată	dana	N;DEF;FEM;SG	N;NOM;FEM;PL
data	data	dată	datać	N;DEF;FEM;SG	
data	termin	dată	termin	N;DEF;FEM;SG	N;NOM;MASC;SG
data	randka	dată	randka	N;DEF;FEM;SG	N;NOM;FEM;SG
data	data	dată	datać	N;DEF;FEM;SG	
unul	jeden	unul	jeden	PRO;MASC;SG;3	ADJ;NOM;MASC;SG
unul	jedna	unul	jeden	PRO;MASC;SG;3	ADJ;NOM;FEM;SG
locul	miejsce	loc	miejsce	N;DEF;MASC;SG	N;NOM;NEUT;SG
oras	town	oras	town	N;INDF;MASC;SG	
oras	city	oras	city	N;INDF;MASC;SG	
oras	town	oras	town	N;INDF;MASC;SG	
oras	city	oras	city	N;INDF;MASC;SG	
oras	town	oras	town	N;INDF;MASC;SG	
oras	city	oras	city	N;INDF;MASC;SG	
pot	can	putea	can	V;IND;PL;3;PRS;FIN	
camp	obozy	camp	obóz	N;INDF;MASC;SG	N;NOM;MASC;PL
camp	camp	camp	campa	N;INDF;MASC;SG	
camp	pola	camp	pole	N;INDF;MASC;SG	
camp	field	camp	field	N;INDF;MASC;SG	
germania	niemcami	germania	niemiec	PROPN	N;INS;MASC;PL
germania	niemcy	germania	niemiec	PROPN	PROPN;NOM;MASC;PL
face	make	face	maka	V;IND;SG;3;PRS;FIN	
satul	wiosce	sat	wioska	N;DEF;MASC;SG	N;DAT;FEM;SG
satul	wioska	sat	wioska	N;DEF;MASC;SG	N;NOM;FEM;SG
satul	village	sat	village	N;DEF;MASC;SG	N;NOM;MASC;SG
satul	wioski	sat	wioska	N;DEF;MASC;SG	N;ACC;FEM;SG
satul	wieś	sat	wieś	N;DEF;MASC;SG	N;NOM;FEM;SG
national	krajowych	national	krajowy	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
national	krajowych	national	krajowy	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
national	krajowych	national	krajowy	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
note	nuty	notă	nuta	N;INDF;FEM;PL	
note	zauważa	notă	zauważać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
perioada	okres	perioadă	okres	N;DEF;FEM;SG	N;NOM;MASC;SG
perioada	okres	perioadă	okres	N;DEF;FEM;SG	N;NOM;MASC;SG
minoritate	mniejszość	minoritate	mniejszość	N;INDF;FEM;SG	N;NOM;FEM;SG
minoritate	mniejszości	minoritate	mniejszość	N;INDF;FEM;SG	N;GEN;FEM;SG
ucraineana	ukraiński	ucrainean	ukraiński	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
cadrul	ramy	cadru	ramy	N;DEF;MASC;SG	N;ACC;NEUT;PL
general	generał	general	generał	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
general	ogólnie	general	ogólnie	ADJ;INDF;MASC;SG	ADV
razboi	war	razboi	war	N;INDF;MASC;SG	
razboi	war	razboi	war	N;INDF;MASC;SG	
peste	ponad	peste	ponad	ADP;ACC	PART
peste	over	peste	over	ADP;ACC	
peste	odbiór	peste	odbiór	ADP;ACC	N;NOM;MASC;SG
peste	ryby	peste	ryba	ADP;ACC	V;IPFV;IND;SG;1;PRS;FIN;ACT
peste	ryba	peste	ryba	ADP;ACC	N;NOM;FEM;SG
peste	ryb	peste	ryb	ADP;ACC	
peste	rybka	peste	rybka	ADP;ACC	N;NOM;FEM;SG
peste	rybki	peste	rybka	ADP;ACC	N;ACC;FEM;PL
romana	rumuński	romană	rumuński	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
romana	rzymski	romană	rzymski	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
romana	roman	romană	roman	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
romana	rzymskie	romană	rzymski	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
romana	romana	romană	roman	N;DEF;FEM;SG	
inceput	rozpoczęto	incepe	rozpocząć	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
inceput	zaczął	incepe	zacząć	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
inceput	początku	incepe	początek	ADJ;INDF;MASC;SG	N;GEN;MASC;SG
inceput	poczatek	incepe	poczatek	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
inceput	początek	incepe	początek	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
iii	iii	trei	iii	NUM;SG	
duce	duke	duce	duky	V;IND;SG;3;PRS;FIN	
duce	książę	duce	książę	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
duce	duce	duce	ducy	V;IND;SG;3;PRS;FIN	
roman	rumuński	roman	rumuński	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
roman	rzymski	roman	rzymski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
roman	roman	roman	roman	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
roman	rzymskie	roman	rzymski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
roman	powieść	roman	powieść	N;INDF;MASC;SG	V;PFV;NFIN;ACT
provincia	województwo	provincie	województwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
provincia	prowincji	provincie	prowincja	N;DEF;FEM;SG	N;GEN;FEM;SG
provincia	prowincja	provincie	prowincja	N;DEF;FEM;SG	N;NOM;FEM;SG
existand	istniejące	existand	istnieć		ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
existand	istniejąca	existand	istnieć		ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
existand	istniejących	existand	istnieć		ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
existand	istniejący	existand	istnieć		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
vedere	widok	vedere	widok	N;INDF;FEM;SG	N;NOM;MASC;SG
vedere	zobacz	vedere	zobaczyć	N;INDF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
wikipedia	wikipedia	wikipedia	wikipediać	N;DEF;FEM;SG	
specie	gatunki	specie	gatunek	N;INDF;FEM;SG	N;NOM;MASC;PL
specie	gatunek	specie	gatunek	N;INDF;FEM;SG	N;NOM;MASC;SG
punct	dot	punct	dot	N;INDF;MASC;SG	
punct	pkt	punct	punkt	N;INDF;MASC;SG	
punct	point	punct	point	N;INDF;MASC;SG	
stat	state	stat	staty	N;INDF;MASC;SG	
unite	zjednoczone	unit	zjednoczyć	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
unite	united	unit	united	ADJ;INDF;FEM;PL	
unite	zjednoczona	unit	zjednoczyć	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
moldova	mołdawii	moldova	mołdawia	PROPN	N;GEN;FEM;SG
moldova	mołdawia	moldova	mołdawiać	PROPN	N;NOM;FEM;SG
file	kart	filă	karta	N;INDF;FEM;PL	
aceste	tych	acest	ten	DET;FEM;PL;3	DET;GEN;MASC;PL
aceste	te	acest	ten	DET;FEM;PL;3	DET;NOM;MASC;PL
secolul	wieku	secol	wiek	N;DEF;MASC;SG	N;GEN;MASC;SG
secolul	wiek	secol	wiek	N;DEF;MASC;SG	N;NOM;MASC;SG
una	jeden	unul	jeden	PRO;FEM;SG;3	ADJ;NOM;MASC;SG
una	jedna	unul	jeden	PRO;FEM;SG;3	ADJ;NOM;FEM;SG
aceasta	tym	acesta	to	PRO;FEM;SG;3	PRO;INS;NEUT;SG
