что	कया	что	कया	PRO;NOM	V;SG;FIN;ACT
состав	रचना	состав	रच	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
состав	संयोजन	состав	संयोजन	N;INAN;NOM;MASC;SG	
место	स्पॉट	место	स्पॉट	N;INAN;NOM;NEUT;SG	
были	यहूद	быть	यहूद	V;IPFV;IND;PL;PST;FIN;ACT	
район	जिलाध्यक्ष	район	जिलाध्यक्ष	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
вид	प्रजातियां	вид	प्रजाति	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;3
вид	देखें	вид	देख	N;INAN;NOM;MASC;SG	V;SBJV;PL;FIN;ACT
под	तहत	под	तहत	ADP	CONJ
под	अधीन	под	अधीन	ADP	
под	अंतर्गत	под	अंतर्गत	ADP	CONJ
только	तभी	только	तभी	PART	PRO;NOM
только	बस	только	बस	PART	N;NOM;FEM;SG;3
есть	मिली	быть	मिल	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
есть	मिला	быть	मिल	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
ссср	ussr	ссср	ussr	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
районе	पड़ोस	район	पड़ोस	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG;3
код	कोड	код	कोड	N;INAN;NOM;MASC;SG	
более	ज्यादा	более	ज्यादा	ADV;CMPR	DET
более	आदि	более	आदि	ADV;CMPR	PART
более	अधिक	более	अधिक	ADV;CMPR	DET
мая	मई	май	मई	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
мая	may	май	may	N;INAN;GEN;MASC;SG	
ноября	नवंबर	ноябрь	नवंबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
ноября	नवम्बर	ноябрь	नवंबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
деревня	गाँव	деревня	गाँव	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL;3
где	कहाँ	где	कहाँ	ADV	PRO
где	कहां	где	कहाँ	ADV	
где	जहां	где	जहाँ	ADV	PRO;NOM
где	जहाँ	где	जहाँ	ADV	PRO;NOM
января	जनवरी	январь	जनवरी	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
марта	marta	март	marta	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
марта	मार्था	март	मार्था	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
марта	मार्च	март	मार्च	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
марта	कूच	март	कूच	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;3
все	सबकुछ	все	सबकुछ	PRO;INAN;NOM;NEUT;SG	
все	सब	все	सब	PRO;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
августа	अगस्त	август	अगस्त	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
августа	augusta	август	augusta	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG;3
том	टॉम	то	टॉम	PRO;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
том	tom	то	tom	PRO;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
октября	अक्टूबर	октябрь	अक्टूबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
октября	अक्तूबर	октябрь	अक्तूबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
октября	अक्टूबर	октябрь	अक्टूबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
октября	अक्तूबर	октябрь	अक्तूबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
сентября	सितम्बर	сентябрь	सितंबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
сентября	सितंबर	сентябрь	सितंबर	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
статьи	लेख	статья	लेख	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
статьи	आलेख	статья	आलेख	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
июня	जून	июнь	जून	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
апреля	अप्रैल	апрель	अप्रैल	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
сша	यूएसए	сшать	यूएसए	N;INAN;NOM;PL	PROPN;NOM;MASC;SG;3
который	जिससे	который	जो	PRO;NOM	PRO;SG;3
человек	मैन	человек	मैन	N;ANIM;NOM;MASC;SG	
человек	man	человек	ओे	N;ANIM;NOM;MASC;SG	
смерти	मौतें	смерть	मौत	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL;3
смерти	मौतों	смерть	मौत	N;INAN;GEN;FEM;SG	N;ACC;FEM;PL;3
лет	सालों	год	साल	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL;3
лет	वर्ष	год	वर्ष	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG;3
лет	साल	год	साल	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG;3
лет	वर्षों	год	वर्ष	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL;3
лет	सालो	год	सालो	N;INAN;GEN;MASC;PL	
февраля	फरवरी	февраль	फरवरी	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
февраля	फ़रवरी	февраль	फ़रवरी	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
февраля	फरवरी	февраль	फरवरी	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
февраля	feb	февраль	feb	N;INAN;GEN;MASC;SG	
февраля	फ़रवरी	февраль	फ़रवरी	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
февраля	फर	февраль	फर	N;INAN;GEN;MASC;SG	
они	उन्होंने	они	वह	PRO;NOM;PL;3	PRO;SG;3;FORM
они	वे	они	वह	PRO;NOM;PL;3	PRO;NOM;SG;3
того	टोगो	то	टोगो	PRO;INAN;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
города	शहर	город	शहर	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
города	सिटी	город	सिटी	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
города	नगर	город	नगर	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
города	कस्बों	город	कस्बा	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL;3
города	शहर	город	शहर	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
города	शहरों	город	शहर	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL;3
может	शायद	мочь	शायद	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
может	संभवतः	мочь	संभवतः	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
она	वो	она	वह	PRO;NOM;FEM;SG;3	
войны	वॉर्स	война	वॉर्स	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
войны	युद्धों	война	युद्ध	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
войны	युद्ध	война	युद्ध	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
когда	कब	когда	कब	CONJ	PRO
когда	जब	когда	जब	CONJ	PRO;NOM
которые	जिससे	который	जो	PRO;NOM	PRO;SG;3
переписи	जनगणना	перепись	जनगणना	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
переписи	जनसांख्यिकी	перепись	जनसांख्यिकी	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
село	गाँव	село	गाँव	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL;3
род	रॉड	род	रॉड	N;ANIM;NOM;MASC;SG	
род	लाठी	род	लाठी	N;ANIM;NOM;MASC;SG	
один	अकेला	один	अकेला	NUM;NOM;MASC	V;PFV;MASC;SG;V.PTCP;ACT
один	अकेले	один	अकेला	NUM;NOM;MASC	V;MASC;SG;3;FIN;ACT
один	अलोन	один	अलोन	NUM;NOM;MASC	
один	ओडिन	один	ओडिन	NUM;NOM;MASC	
без	बिना	без	बिना	ADP	PART
без	बगैर	без	बगैर	ADP	PART
реки	नदी	река	नदी	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
статус	औकात	статус	औकात	N;INAN;NOM;MASC;SG	
населения	जनसंख्या	население	जनसंख्या	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG;3
населения	आबादी	население	आबादी	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG;3
населения	जनसांख्यिकी	население	जनसांख्यिकी	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG;3
годы	सालों	год	साल	N;INAN;ACC;MASC;PL	N;NOM;MASC;PL;3
годы	वर्ष	год	वर्ष	N;INAN;ACC;MASC;PL	N;NOM;MASC;SG;3
годы	साल	год	साल	N;INAN;ACC;MASC;PL	N;NOM;MASC;SG;3
годы	वर्षों	год	वर्ष	N;INAN;ACC;MASC;PL	N;NOM;MASC;PL;3
годы	सालो	год	सालो	N;INAN;ACC;MASC;PL	
национальный	राष्टीय	национальный	राष्टीय	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
национальный	राष्ट्रीय	национальный	राष्ट्रीय	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
национальный	नेशनल	национальный	नेशनल	ADJ;NOM;MASC;SG	PROPN;NOM
область	प्रांतों	область	प्रांत	N;INAN;NOM;FEM;SG	N;ACC;MASC;PL;3
область	ओब्लास्त	область	ओब्लास्त	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
сельское	ग्रामीण	сельский	ग्रामीण	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
сайт	साइटें	сайт	साइट	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;3
века	आयु	век	आयु	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
века	सदियों	век	सदी	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL;3
официальный	अधिकारी	официальный	अधिकारी	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
часть	पार्ट	часть	पार्ट	N;INAN;NOM;FEM;SG	
часть	भाग	часть	भाग	N;INAN;NOM;FEM;SG	
против	विरूद्ध	против	विरूद्ध	ADP	CONJ
этот	ये	этот	यह	DET;NOM;MASC;SG	PRO;NOM;PL;3
этот	यह	этот	यह	DET;NOM;MASC;SG	PRO;NOM;SG;3
этот	इस	этот	यह	DET;NOM;MASC;SG	DET;ACC;SG;3
будет	करेंगे	быть	कर	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;IND;PL;3;FUT;FIN;ACT
будет	होगी	быть	हो	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;IND;SG;3;FUT;FIN;ACT
будет	करेगा	быть	कर	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;IND;SG;3;FUT;FIN;ACT
будет	करेगी	быть	कर	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;IND;SG;3;FUT;FIN;ACT
будет	होगा	быть	हो	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;IND;SG;3;FUT;FIN;ACT
несколько	कई	несколько	कई	ADV	DET
несколько	अनेक	несколько	अनेक	ADV	DET
несколько	मल्टीपल	несколько	मल्टीपल	ADV	PROPN;NOM;MASC;SG;3
несколько	बहुमुखी	несколько	बहुमुखी	ADV	N;NOM;MASC;SG;3
несколько	बहु	несколько	बहु	ADV	
несколько	अनेक	несколько	अनेक	ADV	DET
мира	शांति	мир	शान्ति	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;3
мира	सलाम	мир	सलाम	N;INAN;GEN;MASC;SG	
первое	पहले	первый	पहले	ADJ;NOM;NEUT;SG	ADV;NOM;MASC;SG;3
чем	than	чем	than	CONJ	
части	पार्ट्स	часть	पार्ट्स	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
части	भाग	часть	भाग	N;INAN;NOM;FEM;PL	
всего	कुल	все	कुल	PRO;INAN;GEN;NEUT;SG	DET
первый	पहले	первый	पहले	ADJ;NOM;MASC;SG	ADV;NOM;MASC;SG;3
карты	कार्ड	карта	कार्ड	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карты	ताश	карта	ताश	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карты	नक्शे	карта	नक्शा	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карты	मानचित्र	карта	मानचित्र	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
всех	सभी	все	सब	PRO;ANIM;ACC;PL	PRO;NOM;3
всех	सब	все	सब	PRO;ANIM;ACC;PL	N;NOM;MASC;SG;3
раз	एकबार	раз	एकबार	CONJ	ADV
там	वहाँ	там	वहाँ	ADV	PRO;NOM
там	वहां	там	वहाँ	ADV	PRO;NOM
там	वहा	там	वह	ADV	
там	वहीँ	там	वहीँ	ADV	
второй	सेकेंड	второй	सेकेंड	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
второй	द्वितीय	второй	द्वितीय	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
второй	सेकण्ड	второй	सेकण्ड	ADJ;NOM;MASC;SG	
второй	सेकंड	второй	सेकंड	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
очень	बहुत	очень	बहुत	ADV	DET
главы	अध्याय	глава	अध्याय	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
всё	सबकुछ	все	सबकुछ	PRO;INAN;NOM;NEUT;SG	
даже	सम	даже	सम	PART	
затем	तब	затем	तब	ADV	PRO;NOM
группы	ग्रुप	группа	ग्रुप	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
группы	समूह	группа	समूह	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
группы	समूहों	группа	समूह	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
группы	समूह	группа	समूह	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
имеет	रै	иметь	रै	V;IPFV;IND;SG;3;PRS;FIN;ACT	
почтовый	डाक	почтовый	डाक	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;3
страны	देश	страна	देश	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
страны	देश	страна	देश	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
страны	देशो	страна	देशो	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
страны	देशों	страна	देश	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
ему	उससे	он	वह	PRO;DAT;MASC;SG;3	PRO;SG;3
ему	उसको	он	वह	PRO;DAT;MASC;SG;3	PRO;SG;3
ему	उसे	он	वह	PRO;DAT;MASC;SG;3	PRO;SG;3
индекс	अनुक्रमणिका	индекс	अनुक्रमणिका	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
работы	कार्यालय	работа	कार्यालय	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
работы	काम	работа	काम	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
работы	कार्य	работа	कार्य	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
здесь	यहां	здесь	यहाँ	ADV	PRO;NOM
здесь	यहा	здесь	यहा	ADV	
здесь	यहाँ	здесь	यहाँ	ADV	PRO;NOM
истории	इतिहास	история	इतिहास	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
которая	जिससे	который	जो	PRO;NOM	PRO;SG;3
александр	एलेक्जेंडर	александр	एलेक्जेंडर	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
александр	अलेक्जेंडर	александр	अलेक्जेंडर	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
александр	सिकंदर	александр	सिकंदर	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
армии	सेनाओं	армия	सेना	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL;3
хотя	यद्यपि	хотя	यद्यपि	CONJ	
кроме	मगर	кроме	मगर	ADP	CONJ
игроки	खिलाडी	игрок	खिलाडी	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
игроки	खिलाड़ी	игрок	खिलाडी	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
другие	अन्य	другой	अन्य	ADJ;NOM;PL	N;NOM;MASC;SG;3
другие	अन्य	другой	अन्य	ADJ;NOM;PL	N;NOM;MASC;SG;3
себя	खुद	себя	खुद	PRO;ACC	PRO;NOM
совета	मंत्रिपरिषद	совет	मंत्रिपरिषद	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG;3
совета	काउंसिल	совет	काउंसिल	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;3
совета	परिषद	совет	परिषद	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;3
фильм	फिल्मी	фильм	फिल्मी	N;INAN;NOM;MASC;SG	ADJ;NOM
рождения	जनम	рождение	जनम	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
пункты	आइटम	пункт	आइटम	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
пункты	मद	пункт	मद	N;INAN;NOM;MASC;PL	
пункты	अनुच्छेद	пункт	अनुच्छेद	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
времени	वक़्त	время	वक़्त	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG;3
времени	वक्त	время	वक्त	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG;3
времени	समय	время	समय	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG;3
участник	सदस्य	участник	सदस्य	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL;3
википедии	विकिपीडिया	википедия	विकिपीडिया	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
человека	मनुष्य	человек	मनुष्य	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG;3
человека	मानव	человек	मानव	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG;3
человека	इंसान	человек	इंसान	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG;3
республики	गणराज्य	республика	गणराज्य	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
республики	गणतंत्र	республика	गणतंत्र	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
внутреннее	आतंरिक	внутренний	आतंरिक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
внутреннее	भीतरी	внутренний	भीतरी	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
эти	ये	этот	यह	DET;NOM;PL	PRO;NOM;PL;3
статей	लेख	статья	लेख	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
статей	आलेख	статья	आलेख	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
случае	केस	случай	केस	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG;3
случае	मामला	случай	मामला	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG;3
центр	केन्द्र	центр	केंद्र	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
центр	केंद्र	центр	केंद्र	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
центр	मध्य	центр	मध्य	N;INAN;NOM;MASC;SG	
центр	बीच	центр	बीच	N;INAN;NOM;MASC;SG	ADV;NOM;MASC;SG;3
центр	केंद्र	центр	केंद्र	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
центр	केन्द्र	центр	केंद्र	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
округ	काउंटी	округ	काउंटी	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
округ	ओक्रुग	округ	ओक्रुग	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
округ	जिलाध्यक्ष	округ	जिलाध्यक्ष	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
жизни	जिंदगी	жизнь	जिंदगी	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
жизни	ज़िन्दगी	жизнь	ज़िन्दगी	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
жизни	ज़िंदगी	жизнь	ज़िंदगी	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
жизни	जिन्दगी	жизнь	जिन्दगी	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
жизни	जीवन	жизнь	जीवन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
жизни	जीवनदान	жизнь	जीवनदान	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
генерал	साधारण	генерал	साधारण	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
родился	जन्म	рождаться	जन्म	V;PFV;MASC;IND;SG;PST;FIN;MID	N;NOM;MASC;SG;3
родился	जन्मे	рождаться	जन्मा	V;PFV;MASC;IND;SG;PST;FIN;MID	V;MASC;IND;SG;3;FIN;ACT
родился	born	рождаться	born	V;PFV;MASC;IND;SG;PST;FIN;MID	PROPN;NOM;MASC;SG;3
союза	यूनियन	союз	यूनियन	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;3
союза	संघ	союз	संघ	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG;3
кто	जिसने	кто	जो	PRO;NOM	PRO;SG;3
связи	लिंक	связь	लिंक	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
связи	लिंक्स	связь	लिंक्स	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
связи	कड़ी	связь	कडा	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
связи	आयतों	связь	आयत	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
связи	संचार	связь	संचार	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
община	जातियाँ	община	जाति	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;3
округа	जिले	округ	जिला	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG;3
округа	काउंटी	округ	काउंटी	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
франции	फ्रांस	франция	फ्रांस	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
франции	फ़्रांस	франция	फाररांस	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
игры	गेम्स	игра	गेम्स	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
игры	गेम	игра	गेम	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
игры	खेल	игра	खेल	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
цифровой	डिजीटल	цифровой	डिजीटल	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
цифровой	डिजिटल	цифровой	डिजिटल	ADJ;NOM;MASC;SG	N;NOM
поэтому	अतः	поэтому	अतः	ADV	
поэтому	इसलिए	поэтому	इसलिए	ADV	PRO
ширина	चौडाई	ширина	चौडाई	N;INAN;NOM;FEM;SG	
просто	बस	просто	बस	PART	N;NOM;FEM;SG;3
тогда	तब	тогда	तब	ADV	PRO;NOM
конце	अंत	конец	अंत	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG;3
конце	समाप्ति	конец	समाप्ति	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG;3
конце	समाप्त	конец	समाप्त	N;INAN;ESS;MASC;SG	ADJ
вот	यहां	вот	यहाँ	PART	PRO;NOM
вот	यहा	вот	यहा	PART	
вот	यहाँ	вот	यहाँ	PART	PRO;NOM
клуб	क्लबों	клуб	क्लब	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL;3
ввп	जीडीपी	ввп	जीडीपी	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
больше	ज्यादा	больше	ज्यादा	ADV;CMPR	DET
больше	आदि	больше	आदि	ADV;CMPR	PART
больше	अधिक	больше	अधिक	ADV;CMPR	DET
федерации	फेडरेशन	федерация	फेडरेशन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
федерации	संघ	федерация	संघ	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
наиболее	अधिकांश	наиболее	अधिकांश	ADV	CONJ
наиболее	सर्वाधिक	наиболее	सर्वाधिक	ADV	ADJ;NOM
наиболее	मोस्ट	наиболее	मोस्ट	ADV	
наиболее	सबसे	наиболее	सबसे	ADV	ADJ;NOM
изображения	छवि	изображение	छवि	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;3
изображения	चित्र	изображение	चित्र	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG;3
изображения	बिंब	изображение	बिंब	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG;3
изображения	छवि	изображение	छवि	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;3
изображения	प्रतिबिम्ब	изображение	प्रतिबिम्ब	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;3
изображения	चित्र	изображение	चित्र	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG;3
советский	सोवियत	советский	सोवियत	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
степени	डिग्री	степень	डिग्री	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
степени	डिग्री	степень	डिग्री	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
степени	उपाधि	степень	उपाधि	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
награды	पुरस्कार	награда	पुरस्कार	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
награды	पुरस्कारों	награда	पुरस्कार	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
награды	पुरस्कार	награда	पुरस्कार	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
