den	το	den	ο	PRO;DEF;MASC+FEM;SG	DET;NOM;DEF;NEUT;SG
att	that	att	that	PART	
ett	ένας	en	ένας	NUM;NOM;INDF;NEUT;SG	DET;NOM;INDF;MASC;SG
ett	ενα	en	ένας	NUM;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
över	over	över	over	ADP	
familjen	οικογενεια	familj	οικογενεια	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
för	for	för	for	ADP	
inga	καμία	ingen	κανένας	PRO;INDF;PL	PRO;NOM;FEM;SG;3
inga	κανένα	ingen	κανένας	PRO;INDF;PL	PRO;NOM;NEUT;SG;3
inga	ουδέν	ingen	ουδέν	PRO;INDF;PL	
inga	ίνγκα	ingen	ίνγκα	PRO;INDF;PL	N
släktet	γένους	släkte	γένος	N;NOM;DEF;NEUT;SG	N;GEN;NEUT;SG
underarter	υποείδος	underart	υποείδος	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
life	life	life	life	N;NOM;INDF;MASC+FEM;SG	
life	ζωή	life	ζωή	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
life	ζωη	life	ζωη	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
landet	χωρα	land	χωρα	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG
meter	μετρητή	meter	μετρητός	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
meter	μετρητής	meter	μετρητής	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
huvudstaden	κεφαλαίου	huvudstad	κεφάλαιο	N;NOM;DEF;MASC+FEM;SG	N;GEN;NEUT;SG
havet	ωκεανού	hav	ωκεανός	N;NOM;DEF;NEUT;SG	N;GEN;NEUT;SG
havet	ωκεανός	hav	ωκεανός	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG
havet	ωκεανό	hav	ωκεανός	N;NOM;DEF;NEUT;SG	N;VOC;MASC;SG
invånare	κατοίκους	invånare	κάτοικος	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
invånare	κατοίκους	invånare	κάτοικος	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
januari	ιανουαρίου	januari	ιανουάριος	N;NOM;INDF;MASC+FEM;SG	PROPN;GEN;MASC;SG
millimeter	χιλιοστό	millimet	χιλιοστός	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
genomsnitt	μέσοι	genomsnitt	μέσος	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
genomsnittlig	μέσος	genomsnittlig	μέσος	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
genomsnittlig	μέση	genomsnittlig	μέσο	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
torraste	ξηρότερη	torr	ξηρός	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
var	var	var	var	PRO;INDF;MASC+FEM;SG	
var	ήταν	var	είμαι	PRO;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
var	όπου	var	όπου	PRO;INDF;MASC+FEM;SG	ADV
var	πού	var	πού	PRO;INDF;MASC+FEM;SG	ADV
juli	ιούλιος	juli	ιούλιος	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
juli	ιούλιο	juli	ιούλιος	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
juli	ιουλίου	juli	ιούλιος	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
han	χαν	han	χαν	PRO;NOM;DEF;MASC+FEM;SG	N
han	han	han	han	PRO;NOM;DEF;MASC+FEM;SG	
per	per	per	per	ADP	
per	περ	per	περ	ADP	N
vattendrag	ποτάμια	vattendrag	ποτάμιο	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
vattendrag	ρίβερς	vattendrag	ρίβη	N;NOM;INDF;NEUT;SG	
vattendrag	ποταμών	vattendrag	ποταμός	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
vattendrag	ποταμούς	vattendrag	ποταμός	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
kanada	καναδάς	kanad	καναδάς	PROPN;NOM	PROPN;NOM;FEM;SG
kanada	καναδά	kanad	καναδός	PROPN;NOM	PROPN;NOM;MASC;SG
närheten	εγγύτητα	närhet	εγγύτητα	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
men	αλλα	men	αλλα	CONJ	ADV
men	μα	men	μα	CONJ	ADV
högsta	ανώτατο	hög	ανώτερος	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
högsta	ανώτατη	hög	ανώτερος	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
högsta	μέγιστη	hög	μέγιστος	ADJ;NOM;DEF;RL	N;ACC;FEM;SG
högsta	μέγιστο	hög	μέγιστος	ADJ;NOM;DEF;RL	N;NOM;NEUT;SG
högsta	υψηλότερη	hög	ψηλός	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
högsta	υψηλότερο	hög	ψηλός	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
augusti	αυγούστου	augusti	αυγούστος	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
kan	can	kunna	can	V;IND;PRS;FIN;ACT	
kan	μπορεί	kunna	μπορώ	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
länkar	σύνδεσμοι	länka	σύνδεσμος	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
länkar	συνδέσμους	länka	σύνδεσμος	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
externa	εξωτερική	ext	εξωτερικός	N;NOM;DEF;MASC+FEM;PL	ADJ;NOM;FEM;SG
externa	εξωτερικά	ext	εξωτερικά	N;NOM;DEF;MASC+FEM;PL	ADV
externa	εξωτερικό	ext	εξωτερικό	N;NOM;DEF;MASC+FEM;PL	N;NOM;NEUT;SG
externa	εξωτερικός	ext	εξωτερικός	N;NOM;DEF;MASC+FEM;PL	ADJ;NOM;MASC;SG
läge	λειτουργία	läge	λειτουργία	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
läge	mode	läge	mode	N;NOM;INDF;NEUT;SG	
februari	φεβρουαρίου	februari	φεβρουάριο	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
inte	οχι	inte	οχι	PART;NEG	ADV
två	two	två	two	NUM;NOM	
lac	λακ	lac	λακ	V;IMP;FIN;ACT	
lac	lac	lac	lac	V;IMP;FIN;ACT	
long	μακρύς	long	μακρύς	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
long	λονγκ	long	λονγκ	N;NOM;INDF;MASC+FEM;SG	
long	long	long	long	N;NOM;INDF;MASC+FEM;SG	
juni	ιούνιο	juni	ιούνιος	N;NOM;INDF;MASC+FEM;SG	PROPN;ACC;MASC;SG
juni	ιουνίου	juni	ιούνιος	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
juni	τζουν	juni	τζω	N;NOM;INDF;MASC+FEM;SG	
juni	ιούνιος	juni	ιούνιος	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
lat	λατ	lat	λατ	N;NOM;INDF;MASC+FEM;SG	
lat	τεμπέλης	lat	τεμπέλης	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
lat	τεμπέληδες	lat	τεμπέληδα	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
december	δεκεμβρίου	december	δεκέμβριο	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
växer	αυξανόμενη	växa	αυξανόμενος	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG
många	πολλά	mången	πολύς	PRO;INDF;PL	ADJ;NOM;NEUT;PL
många	πολλοι	mången	πολύς	PRO;INDF;PL	ADJ;NOM;MASC;PL
många	πολλοί	mången	πολύς	PRO;INDF;PL	ADJ;NOM;MASC;PL
många	πολλές	mången	πολύς	PRO;INDF;PL	ADJ;NOM;FEM;PL
många	πολλα	mången	πολύς	PRO;INDF;PL	ADV
efter	μετα	efter	μετα	ADP	ADV
efter	μετά	efter	μετά	ADP	ADV
nära	κλείσιμο	nära	κλείσιμο	ADV	N;NOM;NEUT;SG
nära	κοντα	nära	κοντα	ADV	N;NOM;FEM;SG
väster	δυτικά	väster	δυτικά	N;NOM;INDF;MASC+FEM;SG	ADV
väster	δυτική	väster	δυτικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
väster	γουέστ	väster	γουέστ	N;NOM;INDF;MASC+FEM;SG	
väster	δύση	väster	δύση	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
öster	ανατολική	öster	ανατολικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
öster	ανατολικά	öster	ανατολικά	N;NOM;INDF;MASC+FEM;SG	ADV
öster	ανατολικό	öster	ανατολικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
öster	ιστ	öster	ιστ	N;NOM;INDF;MASC+FEM;SG	NUM;NOM;MASC;SG
först	πρώτο	först	πρώτος	ADV	NUM;NOM;NEUT;SG
först	πρώτη	först	πρώτος	ADV	NUM;NOM;FEM;SG
först	πρώτος	först	πρώτος	ADV	NUM;NOM;MASC;SG
berg	ορεινή	berg	ορεινός	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
berg	μάουντεν	berg	μάουντεν	N;NOM;INDF;NEUT;SG	
berg	μπεργκ	berg	μπεργκ	N;NOM;INDF;NEUT;SG	
berg	όρη	berg	όρος	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
berg	βουνά	berg	βουνό	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
indonesien	ινδονησίας	indonesien	ινδονησία	PROPN;NOM	PROPN;GEN;FEM;SG
indonesien	ινδονησία	indonesien	ινδονησία	PROPN;NOM	PROPN;NOM;FEM;SG
usa	ηπα	usa	λπο	PROPN;NOM	N
mars	μαρτίου	mars	μάρτιος	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
mars	αρη	mars	αρος	N;NOM;INDF;MASC+FEM;SG	
mars	μαρς	mars	μαρς	N;NOM;INDF;MASC+FEM;SG	
mars	άρης	mars	άρης	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
mindre	μικρότερο	lite	μικρός	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
mindre	μικρότερος	lite	μικρός	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
mindre	μικρότερο	lite	μικρός	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
mindre	μικρότερες	lite	μικρός	ADV;CMPR	ADJ;NOM;CMPR;FEM;PL
mindre	μικρότερη	lite	μικρός	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
mindre	ανήλικος	lite	ανήλικος	ADV;CMPR	ADJ;NOM;MASC;SG
mindre	λιγότερες	lite	λίγος	ADV;CMPR	ADJ;NOM;CMPR;FEM;PL
norr	βορρά	norr	βορράς	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
norr	βόρεια	norr	βόρεια	N;NOM;INDF;MASC+FEM;SG	ADV
oktober	οκτωβρίου	oktober	οκτώβριος	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
man	άνθρωπος	man	άνθρωπος	PRO;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
man	φίλε	man	φίλομαι	PRO;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
man	φιλε	man	φίλομαι	PRO;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
september	σεπτεμβρίου	september	σεπτέμβριο	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
september	σεπτέμβρη	september	σεπτέμβρομαι	N;NOM;INDF;MASC+FEM;SG	ADV
större	ταγματάρχης	stor	ταγματάρχης	ADJ;NOM;CMPR	N;NOM;MASC;SG
större	ταγματάρχη	stor	ταγματάρχης	ADJ;NOM;CMPR	N;ACC;MASC;SG
större	μεγαλύτερα	stor	μεγάλος	ADJ;NOM;CMPR	ADV;CMPR
centrala	κεντρικό	central	κεντρικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
centrala	κεντρική	central	κεντρικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
centrala	κεντρικός	central	κεντρικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
centrala	central	central	central	ADJ;NOM;PL	
nordväst	βορειοδυτική	nordväst	βορειοδυτικός	ADV	ADJ;NOM;FEM;SG
nordväst	βορειοδυτικό	nordväst	βορειοδυτικό	ADV	ADJ;NOM;NEUT;SG
andra	δεύτερο	annan	δεύτερος	PRO;INDF;PL	NUM;NOM;NEUT;SG
andra	δεύτερος	annan	δεύτερος	PRO;INDF;PL	NUM;NOM;MASC;SG
andra	δεύτερη	annan	δεύτερος	PRO;INDF;PL	NUM;NOM;FEM;SG
andra	λοιπά	annan	λοιπός	PRO;INDF;PL	ADV
andra	αλλα	annan	αλλα	PRO;INDF;PL	ADV
andra	λοιποί	annan	λοιπός	PRO;INDF;PL	ADJ;NOM;MASC;PL
nordost	βορειοανατολική	nordost	βορειοανατολικός	ADV	ADJ;NOM;FEM;SG
county	νομό	county	νομός	N;NOM;INDF;NEUT;SG	ADV
ovanligt	ασυνήθιστα	ovanlig	ασυνήθιστο	ADJ;NOM;INDF;NEUT;SG	ADV
namngivna	ονόματι	namngiven	ονόματι	ADJ;NOM;PL;PST;V.PTCP	N;SG
söder	νότιο	söder	νότιος	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
söder	νότια	söder	νότιος	N;NOM;INDF;MASC+FEM;SG	ADV
jpg	jpg	jpg	jpg	N	
ottawa	οτάβα	ottal	οτάβα	PROPN;NOM	
creek	κρικ	creek	κρικ	N;NOM;INDF;NEUT;SG	PROPN;NOM;NEUT;SG
närmaste	πλησιέστερη	nära	πλησίμω	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
närmaste	πλησιέστερα	nära	πλησίον	ADJ;NOM;DEF;RL	ADV;CMPR
närmaste	πλησιέστερο	nära	πλησίμω	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
närmaste	πλησιέστερο	nära	πλησίμω	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
november	νοεμβρίου	november	νόεμβριος	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
maj	μάη	maj	μάη	N;NOM;INDF;MASC+FEM;SG	ADP
maj	μέι	maj	μέι	N;NOM;INDF;MASC+FEM;SG	
platt	πλατ	platt	πλατ	ADV	
platt	επίπεδη	platt	επίπεδο	ADV	NUM;NOM;FEM;SG
platt	διαμέρισμα	platt	διαμέρισμα	ADV	N;NOM;NEUT;SG
född	γεννήθηκα	född	γεννώ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;PASS
född	γεννημένος	född	γεννημένος	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
född	γεννήθηκε	född	γεννώ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
finland	φιλανδία	finland	φιλανδία	PROPN;NOM	PROPN;ACC;FEM;SG
finland	φινλανδία	finland	φινλανδία	PROPN;NOM	PROPN;ACC;FEM;SG
samhälle	κοινότητα	samhälle	κοινότητα	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
samhälle	κοινότητας	samhälle	κοινότητα	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
hon	αυτή	hon	αυτός	PRO;NOM;DEF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
hon	εκείνη	hon	εκείνος	PRO;NOM;DEF;MASC+FEM;SG	PRO;ACC;FEM;SG;3
består	αποτελείται	bestå	αποτελώ	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
består	αποτελείται	bestå	αποτελώ	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
första	πρώτο	en	πρώτος	ADJ;NOM	NUM;NOM;NEUT;SG
första	πρώτον	en	πρώτον	ADJ;NOM	ADV
första	πρώτη	en	πρώτος	ADJ;NOM	NUM;NOM;FEM;SG
första	πρώτα	en	πρώτα	ADJ;NOM	ADV
första	πρώτος	en	πρώτος	ADJ;NOM	NUM;NOM;MASC;SG
fick	ελήφθη	få	λαμβάνω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
sydväst	νοτιοδυτική	sydväst	νοτιοδυτικός	ADV	ADJ;NOM;FEM;SG
området	έκταση	område	έκταση	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG
australien	αυστραλία	australien	αυστραλία	PROPN;NOM	PROPN;ACC;FEM;SG
sydöstra	νοτιοανατολικά	sydöstra	νοτιοανατολικά	ADJ;NOM;DEF;SG	ADV
april	απριλίου	april	απρίλιος	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
bar	μπαρ	ba	μπαρ	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
bar	bar	ba	bar	N;NOM;INDF;NEUT;SG	
sydost	νοτιοανατολική	sydost	νοτιοανατολικός	ADV	ADJ;NOM;FEM;SG
hans	hans	han	hans	PRO;DEF	
hans	χανς	han	χανς	PRO;DEF	
södra	νότια	södra	νότιος	ADJ;NOM;DEF;SG	ADV
södra	νοτια	södra	νοτίος	ADJ;NOM;DEF;SG	N;NOM;FEM;SG
södra	νότια	södra	νότιος	ADJ;NOM;DEF;SG	ADV
södra	νότος	södra	νότος	ADJ;NOM;DEF;SG	N;NOM;MASC;SG
södra	södra	södra	södra	ADJ;NOM;DEF;SG	
toppen	τέλεια	topp	τέλεια	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
toppen	υπέροχα	topp	υπέροχος	N;NOM;DEF;MASC+FEM;SG	ADV
toppen	κορυφαία	topp	κορυφαία	N;NOM;DEF;MASC+FEM;SG	ADV
toppen	top	topp	top	N;NOM;DEF;MASC+FEM;SG	
toppen	κορυφή	topp	κορυφή	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
sverige	σουηδία	sverige	σουηδία	PROPN;NOM	PROPN;ACC;FEM;SG
östra	ανατολή	östra	ανατολή	ADJ;NOM;DEF;SG	N;NOM;FEM;SG
östra	ανατολικά	östra	ανατολικά	ADJ;NOM;DEF;SG	ADV
östra	ιστ	östra	ιστ	ADJ;NOM;DEF;SG	NUM;NOM;MASC;SG
östra	ανατολικά	östra	ανατολικά	ADJ;NOM;DEF;SG	ADV
östra	ανατολικές	östra	ανατολικός	ADJ;NOM;DEF;SG	ADJ;NOM;FEM;PL
cet	cet	cet	cet		
sitt	κάτσε	sig	κάτσε	PRO;DEF;NEUT;SG	V;PFV;IND;SG;1;PST;FIN;ACT
kilometer	χιλιόμετρο	kilomet	χιλιόμετρο	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
norra	βορρά	norra	βορράς	ADJ;NOM;DEF;SG	N;ACC;MASC;SG
norra	βορεια	norra	βορεια	ADJ;NOM;DEF;SG	N;NOM;FEM;SG
norra	βόρεια	norra	βόρεια	ADJ;NOM;DEF;SG	ADV
norra	βορράς	norra	βορράς	ADJ;NOM;DEF;SG	N;NOM;MASC;SG
norra	βόρεια	norra	βόρεια	ADJ;NOM;DEF;SG	ADV
norra	βορεια	norra	βορεια	ADJ;NOM;DEF;SG	N;NOM;FEM;SG
talet	ομιλία	tal	ομιλία	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG
mot	ενάντια	mot	ενάντια	ADP	ADV
mot	κόντρα	mot	κόντρο	ADP	N;ACC;FEM;SG
mot	κτεο	mot	κτεο	ADP	N;NOM;NEUT;SG
västra	δυτικά	onstra	δυτικά	ADJ;NOM;DEF;SG	ADV
västra	γουέστ	onstra	γουέστ	ADJ;NOM;DEF;SG	
västra	δύση	onstra	δύση	ADJ;NOM;DEF;SG	N;ACC;FEM;SG
västra	δυτικά	onstra	δυτικά	ADJ;NOM;DEF;SG	ADV
västra	γουέστερν	onstra	γουέστερν	ADJ;NOM;DEF;SG	
västra	δυτικό	onstra	δυτικός	ADJ;NOM;DEF;SG	N;NOM;NEUT;SG
västra	western	onstra	western	ADJ;NOM;DEF;SG	
del	ντελ	del	ντελ	N;NOM;INDF;MASC+FEM;SG	
del	del	del	del	N;NOM;INDF;MASC+FEM;SG	
riktning	κατεύθυνση	riktning	κατεύθυνση	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
namn	ονοματα	namn	όνομα	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
namn	ονόματα	namn	όνομα	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
namn	ονομασίες	namn	ονομασία	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
svenska	σουηδός	svensk	σουηδός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
svenska	σουηδικά	svensk	σουηδικά	ADJ;NOM;PL	ADV
svenska	σουηδική	svensk	σουηδικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
svenska	σουηδικό	svensk	σουηδικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
svenska	svenska	svensk	svenska	ADJ;NOM;PL	
mellan	ανάμεσα	mellan	ανάμεσα	ADP	ADV
svensk	σουηδός	svensk	σουηδός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
svensk	σουηδικά	svensk	σουηδικά	N;NOM;INDF;MASC+FEM;SG	ADV
svensk	σουηδική	svensk	σουηδικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
svensk	σουηδικό	svensk	σουηδικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
svensk	σουηδός	svensk	σουηδός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
svensk	sven	svensk	sven	N;NOM;INDF;MASC+FEM;SG	
när	όταν	när	όταν	ADV	CONJ
när	οταν	när	οταν	ADV	CONJ
cerro	cerro	cerro	cerro	N;NOM;INDF;MASC+FEM;SG	
frankrike	γαλλία	frankrike	γαλλία	PROPN;NOM	PROPN;ACC;FEM;SG
död	θάνατο	död	θάνατος	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
död	νεκροί	död	νεκρός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
död	νεκρός	död	νεκρός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
död	νεκρό	död	νεκρός	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
kulle	χιλ	kulle	χιλ	N;NOM;INDF;MASC+FEM;SG	
kulle	hill	kulle	hill	N;NOM;INDF;MASC+FEM;SG	
kina	κίνα	kina	κίνα	PROPN;NOM	PROPN;ACC;FEM;SG
kina	λδκ	kina	λδκ	PROPN;NOM	N
annat	λοιπά	annan	λοιπός	PRO;INDF;NEUT;SG	ADV
annat	αλλα	annan	αλλα	PRO;INDF;NEUT;SG	ADV
annat	άλλες	annan	άλλος	PRO;INDF;NEUT;SG	PRO;NOM;FEM;PL;3
annat	άλλα	annan	άλλος	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;PL;3
edt	edt	edt	edt	NUM;NOM	
inom	εντός	inom	εντός	ADP	ADV
from	ευσεβείς	from	ευσεβής	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tropiskt	τροπικά	tropisk	τροπικά	ADJ;NOM;INDF;NEUT;SG	ADV
park	παρκ	park	παρκ	N;NOM;INDF;MASC+FEM;SG	
park	park	park	park	N;NOM;INDF;MASC+FEM;SG	
hill	λόφος	hill	λόφος	PROPN;NOM	N;NOM;MASC;SG
hill	χιλ	hill	χιλ	PROPN;NOM	
hill	hill	hill	hill	PROPN;NOM	
flera	πολλαπλές	flera	πολλαπλά	PRO;INDF;PL	ADJ;NOM;FEM;PL
flera	πολλαπλή	flera	πολλαπλή	PRO;INDF;PL	ADJ;NOM;FEM;SG
flera	πολλαπλά	flera	πολλαπλά	PRO;INDF;PL	ADV
nord	βορρά	nord	βορράς	PROPN;NOM	N;ACC;MASC;SG
nord	βορεια	nord	βορεια	PROPN;NOM	N;NOM;FEM;SG
nord	βόρεια	nord	βόρεια	PROPN;NOM	ADV
nord	βορράς	nord	βορράς	PROPN;NOM	N;NOM;MASC;SG
nord	nord	nord	nord	PROPN;NOM	
stockholm	στοκχόλμη	stockholm	στοκχόλμος	PROPN;NOM	PROPN;NOM;FEM;SG
alla	ολα	all	όλος	PRO;INDF;PL	ADV
alla	όλοι	all	όλος	PRO;INDF;PL	ADJ;NOM;MASC;PL
alla	όλες	all	όλος	PRO;INDF;PL	ADJ;NOM;FEM;PL
