پِگھلانا	topi	پِگھلانا	topiti	V;MASC;SG;NFIN;ACT	N;NOM;MASC;SG
پِلنا	nevihta	پِل	nevihta	V;MASC;SG;NFIN;ACT	N;NOM;FEM;SG
پِلنا	storm	پِل	storm	V;MASC;SG;NFIN;ACT	
پِلنا	neurje	پِل	neurje	V;MASC;SG;NFIN;ACT	N;NOM;NEUT;SG
پِلنا	napadi	پِل	napad	V;MASC;SG;NFIN;ACT	N;NOM;MASC;PL
پِلنا	napad	پِل	napad	V;MASC;SG;NFIN;ACT	N;NOM;MASC;SG
پِلنٹیوں	obilne	پِلنٹی	obilen	N;NOM;MASC;PL;3	ADJ;NOM;FEM;PL
پِلنٹیوں	obilno	پِلنٹی	obilno	N;NOM;MASC;PL;3	ADV
پُلندا	snop	پُلندا	snop	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُلندا	sveženj	پُلندا	sveženj	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُلندا	zavitek	پُلندا	zavitek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُلندا	kup	پُلندا	kup	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پلنگ	postelja	پلنگ	postelja	V;SG;ACT	N;NOM;FEM;SG
پلنگ	posteljo	پلنگ	postelja	V;SG;ACT	N;ACC;FEM;SG
پلنگ	gepard	پلنگ	gepard	V;SG;ACT	N;NOM;MASC;SG
پلنگ	postelja	پلنگ	postelja	V;SG;ACT	N;NOM;FEM;SG
پلنگ	posteljo	پلنگ	postelja	V;SG;ACT	N;ACC;FEM;SG
پلنگ	gepard	پلنگ	gepard	V;SG;ACT	N;NOM;MASC;SG
پلُّو	robu	پلُّو	rob	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
پلُّو	rob	پلُّو	rob	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پلُّو	ostrino	پلُّو	ostrina	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پِلُّو	črv	پِلُّو	črv	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پلوآ	udomačene	پلوآ	udomačen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL;V.PTCP
پلوآ	ukrotiti	پلوآ	ukrotiti	PROPN;NOM;MASC;SG;3	V;PFV;NFIN
پلُوتا	prekletstvo	پلہوتا	prekletstvo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پَلّہ	čin	پَلّہ	čin	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَلّہ	korak	پَلّہ	korak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَلّہ	status	پَلّہ	status	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَلّہ	stanje	پَلّہ	stanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پَلّہ	robu	پَلّہ	rob	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
پَلّہ	rob	پَلّہ	rob	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَلّہ	ostrino	پَلّہ	ostrina	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پَلّہ	stopnice	پَلّہ	stopnica	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پلیت	duh	پلیت	duh	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پلید	nečiste	پلید	nečist	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پلید	onesnažena	پلید	onesnažen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;V.PTCP
پلید	nečisti	پلید	nečist	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پلید	duh	پلید	duh	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پلید	prekršek	پلید	prekršek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پلید	grdo	پلید	iti	PROPN;NOM;MASC;SG;3	ADV
پلیدی	onesnaževanje	پلیدی	onesnaževanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پلیدی	onesnaženje	پلیدی	onesnaženje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پلیدی	nečistoče	پلیدی	nečistoč	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پن	toda	پن	toda	N;NOM;MASC;SG;3	CONJ
پن	ampak	پن	ampak	N;NOM;MASC;SG;3	CONJ
پن	vendar	پن	vendar	N;NOM;MASC;SG;3	CONJ
لڑکپن	otroštvo	لڑکپن	otroštvo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
لڑکپن	otroštva	لڑکپن	otroštvo	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;SG
پِن	pin	پِن	pin		N;NOM;MASC;SG
پُن	miloščine	پُن	miloščina		N;NOM;FEM;PL
پُن	miloščina	پُن	miloščina		N;NOM;FEM;SG
پُن	vrlina	پُن	vrlina		N;NOM;FEM;SG
پُن	kreposti	پُن	krepost		N;NOM;FEM;PL
پُن	krepost	پُن	krepost		N;NOM;FEM;SG
پُن	dobrodelnost	پُن	dobrodelnost		N;NOM;FEM;SG
پُن	dobrodelna	پُن	dobrodelen		ADJ;NOM;FEM;SG
پُن	moški	پُن	moški		N;NOM;MASC;PL
پُن	mož	پُن	mož		N;NOM;MASC;SG
پُن	človek	پُن	človek		N;NOM;MASC;SG
پُن	samec	پُن	samec		N;NOM;MASC;SG
پُن	samci	پُن	samec		N;NOM;MASC;PL
پُن	moško	پُن	moški		ADJ;NOM;NEUT;SG
پُن	moški	پُن	moški		N;NOM;MASC;PL
پُن	moška	پُن	moški		ADJ;NOM;FEM;SG
پنا	širino	پنا	širina		N;ACC;FEM;SG
پنا	širina	پنا	širina		N;NOM;FEM;SG
پنّا	folija	پنّا	folij	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنّا	folije	پنّا	folija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پنّا	folijo	پنّا	folija	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پنّا	smaragdno	پنّا	smaragden	PROPN;NOM;MASC;SG;3	ADV
پِنّا	lump	پِنّا	lump	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنّا	rola	پِنّا	rola	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِناک	klub	پِناک	klub	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِناک	club	پِناک	club	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِناک	osebje	پِناک	osebje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پناہ	zaščito	پناہ	zaščita	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پناہ	zaščito	پناہ	zaščita	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پنبئی	rumenkasta	پنبئی	rumenkast	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پنپنا	rastejo	پنپنا	rasti	PROPN;NOM;MASC;SG;3	V;IPFV;IND;PL;3;PRS;FIN
پنپنا	rasti	پنپنا	rasti	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN
پنپنا	gojil	پنپنا	gojiti	PROPN;NOM;MASC;SG;3	V;IPFV;MASC;SG;V.PTCP
پنپنا	zrasti	پنپنا	zrasti	PROPN;NOM;MASC;SG;3	V;PFV;NFIN
پنپنا	uspevajo	پنپنا	uspevati	PROPN;NOM;MASC;SG;3	V;IPFV;IND;PL;3;PRS;FIN
پنپنا	oživiti	پنپنا	oživiti	PROPN;NOM;MASC;SG;3	V;PFV;NFIN
پِنپنانا	piščalko	پِنپنانا	piščalka	V;NFIN	N;ACC;FEM;SG
پِنپنانا	jokom	پِنپنانا	jok	V;NFIN	N;DAT;MASC;PL
پنت	religija	پنت	religija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	religije	پنت	religija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پنت	religijo	پنت	religija	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پنت	vera	پنت	vera	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	vere	پنت	vera	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پنت	verovanje	پنت	verovanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پنت	prepričanje	پنت	prepričanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پنت	pot	پنت	pot	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	cesta	پنت	cesta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	pot	پنت	pot	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	sekta	پنت	sekta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	faith	پنت	faith	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	vera	پنت	vera	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	vere	پنت	vera	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پنت	veri	پنت	vera	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنت	vero	پنت	vera	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پنتھ	pot	پنتھ	pot	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنتھ	cesta	پنتھ	cesta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنتھ	pot	پنتھ	pot	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنتھ	sekta	پنتھ	sekta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنتھ	era	پنتھ	era	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنتھ	pot	پنتھ	pot	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنتھ	način	پنتھ	način	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنتھی	popotnik	پنتھی	popotnik	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنج	pet	پنج	pet		NUM;NOM;PL
پنج	five	پنج	fiv		
پنجاہ	petdeset	پنجاہ	petdeset	PROPN;NOM;MASC;SG;3	NUM;NOM;PL
پنجاہ	fifty	پنجاہ	fifty	PROPN;NOM;MASC;SG;3	
پنجاہم	petdeseti	پنجاہم	petdeseti	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پِنجر	rebro	پِنجر	rebro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پِنجر	rebra	پِنجر	rebro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پِنجر	reber	پِنجر	reber	PROPN;NOM;MASC;SG;3	N;GEN;FEM;PL
پِنجر	kletka	پِنجر	kletka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِنجر	kletke	پِنجر	kletka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پِنجر	kletko	پِنجر	kletko	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پِنجر	okostnjak	پِنجر	okostnjak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنجر	okostje	پِنجر	okostje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پِنجرا	kletka	پِنجرا	kletka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِنجرا	kletke	پِنجرا	kletka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پِنجرا	kletko	پِنجرا	kletko	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پِنجری	rebro	پِنجری	rebro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پِنجری	rebra	پِنجری	rebro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پِنجری	reber	پِنجری	reber	PROPN;NOM;MASC;SG;3	N;GEN;FEM;PL
پِنجری	krsta	پِنجری	krst	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنجری	krsti	پِنجری	krst	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِنجری	krsto	پِنجری	krsto	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پِنجری	krste	پِنجری	krst	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
پِنجری	pogreba	پِنجری	pogreb	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنجری	pogreb	پِنجری	pogreb	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنجشنبہ	četrtek	پنجشنبہ	četrtek	PROPN;NOM;MASC;SG;3	N;INAN;ACC;MASC;SG
پنجم	petič	پنجم	petič	PROPN;NOM;MASC;SG;3	ADV
پنجم	peta	پنجم	peti	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پنجم	peto	پنجم	peti	PROPN;NOM;MASC;SG;3	ADJ;ACC;NEUT;SG
پنجم	peti	پنجم	peti	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پِنجنا	spajke	پِنج	spajka	V;SG;NFIN;ACT	N;NOM;FEM;PL
پِنجنا	šiv	پِنج	šiv	V;SG;NFIN;ACT	N;NOM;MASC;SG
پنجہ	power	پنجہ	power		N;NOM;MASC;SG
پنجہ	moč	پنجہ	moč		N;NOM;FEM;SG
پنجہ	sklopko	پنجہ	sklopko		N;ACC;FEM;SG
پنجہ	kontrola	پنجہ	kontrola		N;NOM;FEM;SG
پنجہ	krmiljenje	پنجہ	krmiljenje		N;NOM;NEUT;SG
پنجہ	nadzor	پنجہ	nadzor		N;NOM;MASC;SG
پنجہ	obvladovanje	پنجہ	obvladovanje		N;NOM;NEUT;SG
پنجہ	obsedenost	پنجہ	obsedenost		N;NOM;FEM;SG
پنجہ	posest	پنجہ	posest		N;NOM;FEM;SG
پنجہ	posedovanje	پنجہ	posedovanje		N;NOM;NEUT;SG
پنجہ	krempelj	پنجہ	krempelj		N;NOM;MASC;SG
پنجیرا	lonce	پنجیرا	lonce	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
پنچ	razsodnika	پنچ	razsodnik		N;ANIM;ACC;MASC;SG
پنچ	judge	پنچ	judgo		
پنچ	sodnik	پنچ	sodnik		N;NOM;MASC;SG
پنچ	sodnica	پنچ	sodnica		N;NOM;FEM;SG
پنچ	pet	پنچ	pet		NUM;NOM;PL
پنچ	five	پنچ	fiv		
پنچال	vedoč	پنچال	vedoč	PROPN;NOM;MASC;SG;3	ADV
پنچال	izvedenec	پنچال	izvedenec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچال	strokovna	پنچال	strokoven	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پنچال	strokovnjak	پنچال	strokovnjak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچال	modro	پنچال	moder	PROPN;NOM;MASC;SG;3	ADV
پنچال	moder	پنچال	moder	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پنچال	izkušeni	پنچال	izkušen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پنچال	izkušena	پنچال	izkušen	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پنچال	izkušen	پنچال	izkušen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پنچال	pameten	پنچال	pameten	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پنچال	prebrisano	پنچال	prebrisan	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;V.PTCP
پنچال	domiselno	پنچال	domiselno	PROPN;NOM;MASC;SG;3	ADV
پنچال	zvit	پنچال	zvit	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پنچال	zviti	پنچال	zviti	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پنچالی	izvedenec	پنچالی	izvedenec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچالی	strokovna	پنچالی	strokoven	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پنچالی	strokovnjak	پنچالی	strokovnjak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچالی	učenjak	پنچالی	učenjak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچایت	bratovščino	پنچایت	bratovščina	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پنچایت	skupnosti	پنچایت	skupnost	N;NOM;MASC;SG;3	N;GEN;FEM;PL
پنچایتی	baraba	پنچایتی	baraba	ADJ	N;NOM;FEM;SG
پنچم	soprano	پنچم	soprano	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچم	petič	پنچم	petič	PROPN;NOM;MASC;SG;3	ADV
پنچم	peta	پنچم	peti	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پنچم	peto	پنچم	peti	PROPN;NOM;MASC;SG;3	ADJ;ACC;NEUT;SG
پنچم	peti	پنچم	peti	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پُنچھلّا	sledilec	پُنچھلا	sledilec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُنچھلّا	privrženec	پُنچھلا	privrženec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پنچھی	popotnik	پنچھی	popotnik	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پنچھی	ptica	پنچھی	ptica	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG
پنچھی	ptiček	پنچھی	ptiček	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پنچھی	bird	پنچھی	bird	V;MASC;SG;V.PTCP;ACT	
پنچھی	ptič	پنچھی	ptič	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پند	svetovanje	پند	svetovanje		N;NOM;NEUT;SG
پند	nasvet	پند	nasvet		N;NOM;MASC;SG
پند	nasveti	پند	nasvet		N;NOM;MASC;PL
پِندار	aroganca	پِندار	aroganec	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِندار	mnenje	پِندار	mnenje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پِندار	mnenja	پِندار	mnenje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پِندار	misel	پِندار	misel	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِندار	ponosa	پِندار	ponos	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پِندار	ponos	پِندار	ponos	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِندار	domišljavost	پِندار	domišljavost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِندار	domišljija	پِندار	domišljija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِندار	domišljije	پِندار	domišljija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پِندار	domišljijo	پِندار	domišljija	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پندرھواں	fifteenth	پندرھواں	fifteent	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنڈ	poravnave	پِنڈ	poravnava		N;NOM;FEM;PL
پِنڈ	poravnava	پِنڈ	poravnava		N;NOM;FEM;SG
پِنڈ	lump	پِنڈ	lump		N;NOM;MASC;SG
پِنڈ	truplo	پِنڈ	truplo		N;NOM;NEUT;SG
پِنڈ	body	پِنڈ	body		N;NOM;MASC;SG
پِنڈ	telesa	پِنڈ	telo		N;NOM;NEUT;PL
پِنڈ	telo	پِنڈ	telo		N;NOM;NEUT;SG
پِنڈ	vasi	پِنڈ	vas		N;GEN;FEM;SG
پِنڈ	vasica	پِنڈ	vasica		N;NOM;FEM;SG
پنڈا	inteligenca	پنڈا	inteligenca		N;NOM;FEM;SG
پنڈا	obveščevalna	پنڈا	obveščevalen		ADJ;NOM;FEM;SG
پنڈا	učenje	پنڈا	učenje		N;NOM;NEUT;SG
پنڈا	modrosti	پنڈا	modrost		N;GEN;FEM;PL
پنڈا	modrost	پنڈا	modrost		N;NOM;FEM;SG
پنڈا	znanja	پنڈا	znanje		N;NOM;NEUT;PL
پنڈا	poznavanje	پنڈا	poznavanje		N;NOM;NEUT;SG
پنڈا	znanje	پنڈا	znanje		N;NOM;NEUT;SG
پِنڈا	lump	پِنڈا	lump	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنڈا	oseba	پِنڈا	oseba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پِنڈا	osebi	پِنڈا	oseba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;DU
پِنڈا	osebo	پِنڈا	oseba	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پِنڈا	truplo	پِنڈا	truplo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پِنڈا	body	پِنڈا	body	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پِنڈا	telesa	پِنڈا	telo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پِنڈا	telo	پِنڈا	telo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
