של	шел	של	идти	PART;GEN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
בשם	назвал	בשם	назвать		V;PFV;MASC;IND;SG;PST;FIN;ACT
בשם	названа	בשם	назвать		V;PFV;FEM;SG;PST;V.PTCP;PASS
אותה	ей	None	она	PRO;ACC;FEM;SG;3	PRO;DAT;FEM;SG;3
החל	началось	None	начаться	ADP	V;PFV;NEUT;IND;SG;PST;FIN;MID
החל	начало	None	начало	ADP	N;INAN;NOM;NEUT;SG
החל	начинаю	None	начинать	ADP	V;IPFV;IND;SG;1;PRS;FIN;ACT
החל	начиная	None	начинать	ADP	V;IPFV;PRS;V.CVB;ACT
הרב	герб	הרב	герб		N;INAN;NOM;MASC;SG
הרב	херб	הרב	херб		N;INAN;NOM;MASC;SG
בינואר	январь	בינואר	январь		N;INAN;NOM;MASC;SG
בינואר	января	בינואר	январь		N;INAN;GEN;MASC;SG
במרץ	марш	במרץ	марш	PROPN	N;INAN;NOM;MASC;SG
במרץ	март	במרץ	март	PROPN	N;INAN;NOM;MASC;SG
במרץ	марта	במרץ	март	PROPN	N;INAN;GEN;MASC;SG
ראש	head	ראש	head	N;MASC;SG	PROPN
ראש	раш	ראש	раш	N;MASC;SG	
חיים	life	חיים	life	PROPN	PROPN
חיים	жизнь	חיים	жизнь	PROPN	N;INAN;NOM;FEM;SG
חיים	жизни	חיים	жизнь	PROPN	N;INAN;NOM;FEM;PL
חיים	хаим	חיים	хайм	PROPN	N;ANIM;NOM;MASC;SG
חיים	хаим	חיים	хайм	PROPN	N;ANIM;NOM;MASC;SG
המאה	век	המאה	век		N;INAN;NOM;MASC;SG
המאה	столетие	המאה	столетие		N;INAN;NOM;NEUT;SG
בנובמבר	ноября	בנובמבר	ноябрь	ADV	N;INAN;GEN;MASC;SG
בנובמבר	ноябрь	בנובמבר	ноябрь	ADV	N;INAN;NOM;MASC;SG
בדצמבר	декабрь	בדצמבר	декабрь	PROPN	N;INAN;NOM;MASC;SG
לי	ли	ל	ли		PART
תל	тел	תל	тело	N;MASC;SG	N;INAN;GEN;NEUT;PL
בבית	дом	בבית	дом		N;INAN;NOM;MASC;SG
בבית	дома	בבית	дома		ADV
בבית	домой	בבית	домой		ADV
בבית	домашний	בבית	домашний		ADJ;NOM;MASC;SG
בבית	home	בבית	home		PROPN
בפברואר	февраля	בפברואר	февраль	ADV	N;INAN;GEN;MASC;SG
בפברואר	февраль	בפברואר	февраль	ADV	N;INAN;NOM;MASC;SG
אלו	эти	אלו	этот	PRO;PL;3	DET;NOM;PL
זמן	time	זמן	time	N;MASC;SG	PROPN
אחר	другой	אחר	другой	ADP	ADJ;NOM;MASC;SG
אחר	другая	אחר	другой	ADP	ADJ;NOM;FEM;SG
אחר	другое	אחר	другой	ADP	ADJ;NOM;NEUT;SG
אחר	другие	אחר	другой	ADP	ADJ;NOM;PL
אחר	прочие	אחר	прочий	ADP	ADJ;NOM;PL
בני	бени	בני	бень	PROPN	N;INAN;NOM;MASC;SG
בני	бенни	בני	бення	PROPN	N;ANIM;NOM;MASC;SG
בני	сынок	בני	сынок	PROPN	N;ANIM;NOM;MASC;SG
בני	сын	בני	сын	PROPN	N;ANIM;NOM;MASC;SG
אדם	человеческое	אדם	человеческий	N;MASC;SG	ADJ;NOM;NEUT;SG
אדם	человеческая	אדם	человеческий	N;MASC;SG	ADJ;NOM;FEM;SG
אדם	чел	אדם	человек	N;MASC;SG	
אדם	man	אדם	man	N;MASC;SG	PROPN
כלל	правило	כלל	правило	ADV	N;INAN;NOM;NEUT;SG
דבר	поговорить	דבר	говорить	N;MASC;SG	V;PFV;NFIN;ACT
דבר	говорить	דבר	говорить	N;MASC;SG	V;IPFV;NFIN;ACT
דבר	разговоры	דבר	разговор	N;MASC;SG	N;INAN;NOM;MASC;PL
דבר	говорите	דבר	говорить	N;MASC;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
דבר	говорить	דבר	говорить	N;MASC;SG	V;IPFV;NFIN;ACT
דבר	говори	דבר	говорить	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
אחרים	другой	אחר	другой	ADJ;MASC;PL	ADJ;NOM;MASC;SG
אחרים	другая	אחר	другой	ADJ;MASC;PL	ADJ;NOM;FEM;SG
אחרים	другое	אחר	другой	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
ספר	рассказать	ספר	рассказать	N;MASC;SG	V;PFV;NFIN;ACT
ספר	расскажите	ספר	рассказать	N;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
לה	ее	ל	она		PRO;ACC;FEM;SG;3
לה	ей	ל	она		PRO;DAT;FEM;SG;3
לה	её	ל	она		PRO;ACC;FEM;SG;3
אחרי	after	אחרי	after	ADP	PROPN
אולם	однако	אולם	однако	CONJ	ADV
יום	day	יום	day	N;MASC;SG	PROPN
אלה	эти	אלה	этот	PRO;MASC;PL;3	DET;NOM;PL
אלה	элла	אלה	элло	PRO;MASC;PL;3	N;ANIM;NOM;FEM;SG
אלה	богиня	אלה	богиня	PRO;MASC;PL;3	N;ANIM;NOM;FEM;SG
ירושלים	иерусалим	ירושלים	иерусаль	PROPN	N;INAN;NOM;MASC;SG
המדינה	штат	המדין	штат	V;FEM;SG;3;PST;ACT	N;INAN;NOM;MASC;SG
המדינה	состояние	המדין	состояние	V;FEM;SG;3;PST;ACT	N;INAN;NOM;NEUT;SG
המדינה	государство	המדין	государство	V;FEM;SG;3;PST;ACT	N;INAN;NOM;NEUT;SG
יהודים	еврейские	יהודי	еврейский	N;MASC;PL	ADJ;NOM;PL
יהודים	еврейский	יהודי	еврейский	N;MASC;PL	ADJ;NOM;MASC;SG
יהודים	еврейских	יהודי	еврейский	N;MASC;PL	ADJ;GEN;PL
יהודים	еврейская	יהודי	еврейский	N;MASC;PL	ADJ;NOM;FEM;SG
יהודים	еврей	יהודי	еврей	N;MASC;PL	N;ANIM;NOM;MASC;SG
רבות	многих	רב	много	N;FEM;PL	NUM
רבות	много	רב	много	N;FEM;PL	ADV
רבות	многим	רב	много	N;FEM;PL	NUM
רבות	многие	רב	много	N;FEM;PL	NUM
מטר	ноги	מטר	нога	PROPN	N;INAN;NOM;FEM;PL
מטר	стопы	מטר	стопа	PROPN	N;INAN;NOM;FEM;PL
מטר	ступни	מטר	ступня	PROPN	N;INAN;NOM;FEM;PL
מטר	метр	מטר	метр	PROPN	N;INAN;NOM;MASC;SG
מטר	метрах	מטר	метр	PROPN	N;INAN;ESS;MASC;PL
מטר	метров	מטר	метр	PROPN	N;INAN;GEN;MASC;PL
מטר	счетчик	מטר	счетчик	PROPN	N;INAN;NOM;MASC;SG
מטר	метр	מטר	метр	PROPN	N;INAN;NOM;MASC;SG
מטר	метров	מטר	метр	PROPN	N;INAN;GEN;MASC;PL
דרך	виа	דרך	виа		N;INAN;NOM;MASC;SG
דרך	via	דרך	via		PROPN
דרך	через	דרך	через		ADP
דרך	сквозь	דרך	сквозь		ADP
דרך	через	דרך	через		ADP
דרך	путь	דרך	путь		N;INAN;NOM;MASC;SG
דרך	way	דרך	way		PROPN
דרך	способ	דרך	способ		N;INAN;NOM;MASC;SG
יכול	может	None	мочь	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
יכול	мог	None	мочь	V;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
יכול	могла	None	мочь	V;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
יכול	может	None	мочь	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
יכול	могу	None	мочь	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
יכול	можно	None	можно	V;MASC;SG;V.PTCP	ADV
יכול	can	None	can	V;MASC;SG;V.PTCP	PROPN
באמצעות	виа	באמצעות	виа	ADP	N;INAN;NOM;MASC;SG
באמצעות	via	באמצעות	via	ADP	PROPN
בעלי	муж	בעל	муж	N;PSSD;MASC;PL	N;ANIM;NOM;MASC;SG
בשל	спелые	בשל	спелый	ADP	ADJ;NOM;PL
פרס	вознаграждение	פרס	вознаграждение	PROPN	N;INAN;NOM;NEUT;SG
פרס	награда	פרס	награда	PROPN	N;INAN;NOM;FEM;SG
פרס	премия	פרס	премия	PROPN	N;INAN;NOM;FEM;SG
פרס	приз	פרס	приз	PROPN	N;INAN;NOM;MASC;SG
פרס	премия	פרס	премия	PROPN	N;INAN;NOM;FEM;SG
פרס	награду	פרס	награда	PROPN	N;INAN;ACC;FEM;SG
פרס	награда	פרס	награда	PROPN	N;INAN;NOM;FEM;SG
ראו	рао	ראה	рао	V;PL;3;PST;ACT	N;INAN;NOM;NEUT;SG
דוד	додд	דוד	доддо	PROPN	
דוד	дядя	דוד	дядя	PROPN	N;ANIM;NOM;MASC;SG
דוד	дядюшка	דוד	дядюшка	PROPN	N;ANIM;NOM;MASC;SG
דוד	дэвид	דוד	дэвид	PROPN	N;ANIM;NOM;MASC;SG
דוד	давид	דוד	давид	PROPN	N;ANIM;NOM;MASC;SG
בעל	баал	בעל	баал	N;MASC;SG	
שלה	ее	של	она		PRO;ACC;FEM;SG;3
שלה	ей	של	она		PRO;DAT;FEM;SG;3
שלה	её	של	она		PRO;ACC;FEM;SG;3
בנוסף	плюс	בנוסף	плюс	ADV	N;INAN;NOM;MASC;SG
בנוסף	plus	בנוסף	plus	ADV	PROPN
תחת	зад	תחת	зад	ADP	N;INAN;NOM;MASC;SG
תחת	задницу	תחת	задница	ADP	N;INAN;ACC;FEM;SG
תחת	жопа	תחת	жопа	ADP	N;INAN;NOM;FEM;SG
תחת	зад	תחת	зад	ADP	N;INAN;NOM;MASC;SG
תחת	задницу	תחת	задница	ADP	N;INAN;ACC;FEM;SG
תחת	попа	תחת	попа	ADP	N;INAN;NOM;FEM;SG
תמונה	изображения	תמונה	изображение	N;FEM;SG	N;INAN;NOM;NEUT;PL
כתב	писал	כתב	писать	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
כתב	написала	כתב	писать	N;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
כתב	написали	כתב	писать	N;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
כתב	написал	כתב	писать	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
הקבוצה	группа	הקבוצה	группа	PROPN	N;INAN;NOM;FEM;SG
הקבוצה	группы	הקבוצה	группа	PROPN	N;INAN;NOM;FEM;PL
הקבוצה	group	הקבוצה	group	PROPN	PROPN
הערך	ценность	הערך	ценность		N;INAN;NOM;FEM;SG
הערך	значение	הערך	значение		N;INAN;NOM;NEUT;SG
הערך	величина	הערך	величина		N;INAN;NOM;FEM;SG
הערך	стоимость	הערך	стоимость		N;INAN;NOM;FEM;SG
היום	today	היום	today	ADV	PROPN
רבי	раввин	רבי	раввин	PROPN	N;ANIM;NOM;MASC;SG
מי	кто	מי	кто	ADV	PRO;NOM
מי	who	מי	who	ADV	PROPN
מי	воз	מי	воз	ADV	N;INAN;NOM;MASC;SG
למרות	хотя	למרות	хотя	ADP	CONJ
למרות	хотя	למרות	хотя	ADP	CONJ
החברה	общества	החברה	общество	N;FEM;SG	N;INAN;NOM;NEUT;PL
החברה	company	החברה	company	N;FEM;SG	PROPN
החברה	компании	החברה	компания	N;FEM;SG	N;INAN;NOM;FEM;PL
המלחמה	войны	המלחם	война	PROPN	N;INAN;NOM;FEM;PL
המלחמה	war	המלחם	war	PROPN	PROPN
המלחמה	война	המלחם	война	PROPN	N;INAN;NOM;FEM;SG
שונות	прочее	שונה	прочий	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
שונות	разное	שונה	разный	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
הארץ	earth	הארץ	earth		PROPN
הארץ	земля	הארץ	земля		N;INAN;NOM;FEM;SG
מערכת	system	מערכת	system	N;FEM;SG	PROPN
תאריך	свидание	תאריך	свидание	PROPN	N;INAN;NOM;NEUT;SG
תאריך	дата	תאריך	дата	PROPN	N;INAN;NOM;FEM;SG
בלבד	только	בלבד	только	ADV	PART
עבר	прошедшее	עבר	пройти	N;MASC;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;ACT
עבר	прошлые	עבר	прошлый	N;MASC;SG	ADJ;NOM;PL
עבר	переехал	עבר	переехать	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
עבר	перенесено	עבר	перенести	N;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
עבר	прошли	עבר	пройти	N;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
עבר	прошел	עבר	пройти	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
עבר	прошло	עבר	пройти	N;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
עבר	прошла	עבר	пройти	N;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
אפשר	включить	אפשר	включить	V	V;PFV;NFIN;ACT
אפשר	разрешить	אפשר	разрешить	V	V;PFV;NFIN;ACT
נוסף	добавлены	None	добавить	ADP	V;PFV;PL;PST;V.PTCP;PASS
נוסף	добавил	None	добавить	ADP	V;PFV;MASC;IND;SG;PST;FIN;ACT
נוסף	добавлена	None	добавить	ADP	V;PFV;FEM;SG;PST;V.PTCP;PASS
נוסף	добавлено	None	добавить	ADP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
נוסף	добавлен	None	добавить	ADP	V;PFV;MASC;SG;PST;V.PTCP;PASS
מרכז	центральная	מרכז	центральный	N;MASC;SG	ADJ;NOM;FEM;SG
מרכז	центральное	מרכז	центральный	N;MASC;SG	ADJ;NOM;NEUT;SG
מרכז	центральной	מרכז	центральный	N;MASC;SG	ADJ;INS;FEM;SG
מרכז	центральный	מרכז	центральный	N;MASC;SG	ADJ;NOM;MASC;SG
שימוש	используя	שימוש	использовать	N;MASC;SG	V;IPFV;PRS;V.CVB;ACT
שימוש	используйте	שימוש	использовать	N;MASC;SG	V;IPFV;IMP;PL;2;FIN;ACT
שימוש	использовать	שימוש	использовать	N;MASC;SG	V;IPFV;NFIN;ACT
שיש	мрамор	שיש	мрамор		N;INAN;NOM;MASC;SG
רוב	наиболее	רוב	наиболее	N;MASC;SG	ADV
רוב	ограбить	רוב	грабить	N;MASC;SG	V;PFV;NFIN;ACT
כולל	всеобъемлющего	כלל	всеобъемлющий	V;MASC;SG;V.PTCP;ACT	ADJ;GEN;MASC;SG
כולל	включительно	כלל	включительно	V;MASC;SG;V.PTCP;ACT	ADV
כולל	включает	כלל	включать	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
כולל	включая	כלל	включая	V;MASC;SG;V.PTCP;ACT	ADV
כולל	включенные	כלל	включить	V;MASC;SG;V.PTCP;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
כולל	включено	כלל	включить	V;MASC;SG;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
גדול	крупных	גדול	крупный	ADJ;MASC;SG	ADJ;GEN;PL
גדול	крупные	גדול	крупный	ADJ;MASC;SG	ADJ;NOM;PL
גדול	большие	גדול	большой	ADJ;MASC;SG	ADJ;NOM;PL
גדול	big	גדול	big	ADJ;MASC;SG	PROPN
גדול	большие	גדול	большой	ADJ;MASC;SG	ADJ;NOM;PL
גדול	биг	גדול	биг	ADJ;MASC;SG	
גדול	здорово	גדול	здорово	ADJ;MASC;SG	ADV
גדול	отлично	גדול	отлично	ADJ;MASC;SG	ADV
גדול	великолепно	גדול	великолепно	ADJ;MASC;SG	ADV
ישראלים	израильский	ישראלי	израильский	N;MASC;PL	ADJ;NOM;MASC;SG
ישראלים	израильские	ישראלי	израильский	N;MASC;PL	ADJ;NOM;PL
ישראלים	израильских	ישראלי	израильский	N;MASC;PL	ADJ;GEN;PL
ישראלים	израильская	ישראלי	израильский	N;MASC;PL	ADJ;NOM;FEM;SG
יהודי	еврейские	יהודי	еврейский	N;MASC;SG	ADJ;NOM;PL
יהודי	еврейский	יהודי	еврейский	N;MASC;SG	ADJ;NOM;MASC;SG
יהודי	еврейских	יהודי	еврейский	N;MASC;SG	ADJ;GEN;PL
יהודי	еврейская	יהודי	еврейский	N;MASC;SG	ADJ;NOM;FEM;SG
יהודי	евреи	יהודי	еврей	N;MASC;SG	N;ANIM;NOM;MASC;PL
סוג	добрая	סוג	добрый	N;MASC;SG	ADJ;NOM;FEM;SG
סוג	type	סוג	type	N;MASC;SG	PROPN
ראשון	воскресенье	ראשון	воскресенье	PROPN	N;INAN;NOM;NEUT;SG
ראשון	воскресение	ראשון	воскресение	PROPN	N;INAN;NOM;NEUT;SG
ראשון	ришон	ראשון	ришон	PROPN	N;INAN;NOM;MASC;SG
ראשון	первый	ראשון	первый	PROPN	ADJ;NOM;MASC;SG
ראשון	сначала	ראשון	сначала	PROPN	ADV
ראשון	первое	ראשון	первый	PROPN	ADJ;NOM;NEUT;SG
ראשון	первая	ראשון	первый	PROPN	ADJ;NOM;FEM;SG
ראשון	first	ראשון	first	PROPN	PROPN
מידע	info	מידע	info	N;MASC;SG	PROPN
מידע	инфо	מידע	инфо	N;MASC;SG	
מידע	данные	מידע	данные	N;MASC;SG	N;INAN;NOM;PL
מידע	данных	מידע	данные	N;MASC;SG	N;INAN;GEN;PL
מידע	data	מידע	data	N;MASC;SG	PROPN
אנשים	народ	איש	народ	N;MASC;PL	N;INAN;NOM;MASC;SG
קובץ	файл	קובץ	файл	PROPN	N;INAN;NOM;MASC;SG
צריך	нужно	צריך	нужный	V;MASC;SG	ADJ;NEUT;SG
צריך	нужна	צריך	нужный	V;MASC;SG	ADJ;FEM;SG
צריך	потребность	צריך	потребность	V;MASC;SG	N;INAN;NOM;FEM;SG
צריך	должен	צריך	должен	V;MASC;SG	ADJ;MASC;SG
צריך	должны	צריך	должен	V;MASC;SG	ADJ;PL
ויקיפדיה	википедия	ויקיפדיה	википедия	PROPN	N;INAN;NOM;FEM;SG
ויקיפדיה	википедии	ויקיפדיה	википедия	PROPN	N;INAN;NOM;FEM;PL
השם	имя	השם	имя		N;INAN;NOM;NEUT;SG
השם	название	השם	название		N;INAN;NOM;NEUT;SG
בתוך	внутри	בתוך	внутри	ADP	ADV
בתוך	изнутри	בתוך	изнутри	ADP	ADV
בתוך	внутрь	בתוך	внутрь	ADP	ADV
האדם	человек	האדם	человек		N;ANIM;NOM;MASC;SG
כאן	вот	כאן	вот	ADV	PART
מול	мол	מול	мол	ADP	ADV
שלהם	их	של	они		PRO;ACC;PL;3
לעתים	порой	לעתים	пора	ADV	N;INAN;INS;FEM;SG
וגם	также	וגם	также		ADV
הים	моря	הים	море		N;INAN;NOM;NEUT;PL
הים	море	הים	море		N;INAN;NOM;NEUT;SG
הים	sea	הים	sea		PROPN
השיר	песня	השיר	песня	ADV	N;INAN;NOM;FEM;SG
השיר	песнь	השיר	песнь	ADV	N;INAN;NOM;FEM;SG
השיר	song	השיר	song	ADV	PROPN
חדש	новые	חדש	новый	ADJ;MASC;SG	ADJ;NOM;PL
חדש	новинка	חדש	новинка	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
