kategória	kategorien	kategória	kategorien	N;NOM;FEM;SG	N;NOM;FEM;PL
obyvateľov	bewohner	obyvateľ	bewohner	N;ANIM;ACC;MASC;PL	ADJ
obyvateľov	anwohner	obyvateľ	anwohner	N;ANIM;ACC;MASC;PL	
obyvateľov	einwohner	obyvateľ	einwohner	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
obyvateľov	bewohner	obyvateľ	bewohner	N;ANIM;ACC;MASC;PL	ADJ
obec	stadtverwaltung	obec	stadtverwaltung	N;NOM;FEM;SG	PROPN
obec	feriendorf	obec	feriendorf	N;NOM;FEM;SG	
obec	ortschaft	obec	ortschaft	N;NOM;FEM;SG	ADJ
jeho	seinem	jeho	sein	DET;NOM;NEUT;SG;3	DET;DAT;MASC;SG
jeho	seinen	jeho	sein	DET;NOM;NEUT;SG;3	DET;ACC;MASC;SG
ktorá	welches	ktorý	welch	DET;NOM;FEM;SG	PRO;NOM;NEUT;SG
ktorá	welcher	ktorý	welch	DET;NOM;FEM;SG	PRO;NOM;MASC;SG
ktorá	welche	ktorý	welch	DET;NOM;FEM;SG	PRO;NOM;SG
ktorá	welchen	ktorý	welch	DET;NOM;FEM;SG	PRO;NOM;SG
bod	punkt	bod	punken	N;INAN;NOM;MASC;SG	
bod	point	bod	poinen	N;INAN;NOM;MASC;SG	
pri	pri	pri	pri	ADP;ESS	PROPN;NOM;SG
pri	brz	pri	brz	ADP;ESS	
bola	war	byť	sein	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
bola	wurde	byť	werden	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;PASS
ktoré	welches	ktorý	welch	DET;NOM;NEUT;SG	PRO;NOM;NEUT;SG
ktoré	welcher	ktorý	welch	DET;NOM;NEUT;SG	PRO;NOM;MASC;SG
ktoré	welche	ktorý	welch	DET;NOM;NEUT;SG	PRO;NOM;SG
ktoré	welchen	ktorý	welch	DET;NOM;NEUT;SG	PRO;NOM;SG
ktorý	welches	ktorý	welch	DET;ANIM;NOM;MASC;SG	PRO;NOM;NEUT;SG
ktorý	welcher	ktorý	welch	DET;ANIM;NOM;MASC;SG	PRO;NOM;MASC;SG
ktorý	welche	ktorý	welch	DET;ANIM;NOM;MASC;SG	PRO;NOM;SG
ktorý	welchen	ktorý	welch	DET;ANIM;NOM;MASC;SG	PRO;NOM;SG
zoznam	verzeichnis	zoznam	verzeichnis	N;INAN;NOM;MASC;SG	
odkazy	verweise	odkaz	verweisen	N;INAN;NOM;MASC;PL	
odkazy	referenzen	odkaz	referenzen	N;INAN;NOM;MASC;PL	V;NFIN
odkazy	verbindungen	odkaz	verbindung	N;INAN;NOM;MASC;PL	V;NFIN
odkazy	verweise	odkaz	verweisen	N;INAN;NOM;MASC;PL	
odkazy	verknüpfungen	odkaz	verknüpfung	N;INAN;NOM;MASC;PL	V;NFIN
odkazy	links	odkaz	links	N;INAN;NOM;MASC;PL	ADV
socorro	socorro	socorro	socorro	N;NOM;NEUT;SG	PROPN;NOM;SG
externé	externe	externý	extern	ADJ;NOM;NEUT;SG	
externé	außenhandel	externý	außenhandel	ADJ;NOM;NEUT;SG	
externé	außen	externý	außen	ADJ;NOM;NEUT;SG	ADV
ale	doch	ale	doch	CONJ	ADV
ale	allerdings	ale	allerdings	CONJ	ADV
ale	but	ale	bun	CONJ	
ale	jedoch	ale	jedoch	CONJ	ADV
iné	sonstiges	iný	sonstig	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
iné	andere	iný	ander	DET;NOM;NEUT;SG	ADJ;NOM;FEM;PL
iné	anderen	iný	ander	DET;NOM;NEUT;SG	ADJ;NOM;PL
iné	sonstige	iný	sonstig	DET;NOM;NEUT;SG	ADJ;NOM;FEM;PL
iné	anderes	iný	ander	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
iné	sonstiges	iný	sonstig	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
iné	andere	iný	ander	DET;NOM;NEUT;SG	ADJ;NOM;FEM;PL
iné	anderen	iný	ander	DET;NOM;NEUT;SG	ADJ;NOM;PL
iné	sonstige	iný	sonstig	DET;NOM;NEUT;SG	ADJ;NOM;FEM;PL
the	die	the	der		DET;NOM;DEF;FEM;SG
the	der	the	der		DET;NOM;DEF;MASC;SG
the	dem	the	der		PRO;DAT;NEUT;SG
the	den	the	der		DET;ACC;DEF;MASC;SG
the	das	the	der		PRO;NOM;NEUT;SG
počet	nummer	počet	nummer	N;INAN;NOM;MASC;SG	ADV
boli	wurden	byť	werden	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN;PASS
boli	waren	byť	sein	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN
podľa	under	podľa	under	ADP;GEN	
miesto	spot	miesto	Spot	N;NOM;NEUT;SG	PROPN
miesto	stelle	miesto	stellen	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
miesto	platz	miesto	platz	N;NOM;NEUT;SG	ADV
miesto	lage	miesto	lagen	N;NOM;NEUT;SG	ADJ
miesto	standort	miesto	standoren	N;NOM;NEUT;SG	ADV
miesto	veranstaltungsort	miesto	veranstaltungsort	N;NOM;NEUT;SG	ADJ
miesto	gerichtsstand	miesto	gerichtsstehen	N;NOM;NEUT;SG	ADJ
miesto	austragungsort	miesto	austragungsort	N;NOM;NEUT;SG	ADJ
miesto	aufstellungsort	miesto	aufstellungsort	N;NOM;NEUT;SG	ADJ
miesto	webseite	miesto	webseite	N;NOM;NEUT;SG	
miesto	standort	miesto	standoren	N;NOM;NEUT;SG	ADV
bolo	war	byť	sein	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
bolo	wurde	byť	werden	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;PASS
obcí	gemeinden	obec	gemeinden	N;GEN;FEM;PL	N;NOM;FEM;PL
obcí	kommunen	obec	kommun	N;GEN;FEM;PL	V;NFIN
obcí	communes	obec	communes	N;GEN;FEM;PL	ADJ
obcí	gemeinden	obec	gemeinden	N;GEN;FEM;PL	N;NOM;FEM;PL
obcí	gemeinde	obec	gemeinde	N;GEN;FEM;PL	N;NOM;FEM;SG
obci	gemeinde	obec	gemeinde	N;DAT;FEM;SG	N;NOM;FEM;SG
obci	kommune	obec	kommun	N;DAT;FEM;SG	N;NOM;FEM;SG
jej	ihre	ona	ihr	PRO;DAT;FEM;SG;3	DET;NOM;FEM;SG
jej	seine	ona	sein	PRO;DAT;FEM;SG;3	DET;NOM;FEM;SG
jej	seiner	ona	sein	PRO;DAT;FEM;SG;3	DET;NOM;MASC;SG
jej	ihr	ona	ihr	PRO;DAT;FEM;SG;3	PRO;NOM;MASC;SG
jej	ihre	ona	ihr	PRO;DAT;FEM;SG;3	DET;NOM;FEM;SG
ich	ihre	on	ihr	PRO;NOM;MASC;PL;3	DET;NOM;FEM;SG
ich	ihrer	on	ihr	PRO;NOM;MASC;PL;3	DET;NOM;MASC;SG
ich	ihren	on	ihr	PRO;NOM;MASC;PL;3	DET;ACC;MASC;SG
ich	ihnen	on	sie	PRO;NOM;MASC;PL;3	PRO;DAT;PL;3
ich	ich	on	ich	PRO;NOM;MASC;PL;3	PRO;NOM;SG;1
medzi	dazwischen	medzi	dazwischen	ADP;INS	ADV
projekty	projekte	projekt	projekt	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
projekty	vorhaben	projekt	vorhaben	N;INAN;NOM;MASC;PL	
projekty	projekten	projekt	projekt	N;INAN;NOM;MASC;PL	V;IND;PL;3;PST;FIN
team	mannschaft	team	mannschaft	PROPN;ANIM;NOM;MASC;SG	ADJ
team	team	team	team	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
byť	wesen	byť	wesen	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
francúzska	französisch	francúzsky	französisch	N;NOM;FEM;SG	ADJ
francúzska	französische	francúzsky	französisch	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
francúzska	französischen	francúzsky	französisch	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
francúzska	franzosen	francúzsky	franzosen	N;NOM;FEM;SG	ADJ
francúzska	franzose	francúzsky	franzos	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
francúzska	frankreich	francúzsky	frankreich	N;NOM;FEM;SG	PROPN;NOM;SG
najvyšší	supreme	vysoký	supreme	ADJ;ANIM;NOM;RL;MASC;SG	PROPN;NOM;SG
najvyšší	höchste	vysoký	hoch	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;FEM;PL
najvyšší	höchste	vysoký	hoch	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;FEM;PL
najvyšší	höchsten	vysoký	hoch	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;MASC;PL
však	dennoch	však	dennoch	PART	ADV
však	allerdings	však	allerdings	PART	ADV
však	jedoch	však	jedoch	PART	ADV
pod	darunter	pod	darunter	ADP;INS	ADV
pod	unten	pod	unten	ADP;INS	ADV
pod	pod	pod	pod	ADP;INS	
pod	kapsel	pod	kapsel	ADP;INS	
pod	under	pod	under	ADP;INS	
pred	pre	pred	pre	ADP;INS	
pred	vorab	pred	vorab	ADP;INS	ADV
pred	zuvor	pred	zuvor	ADP;INS	ADV
pred	davor	pred	davor	ADP;INS	ADV
pred	vorher	pred	vorher	ADP;INS	ADV
pred	bevor	pred	bevor	ADP;INS	CONJ
vývoj	entwicklungspolitik	vývoj	entwicklungspolitik	N;INAN;NOM;MASC;SG	ADJ
vývoj	entwicklungen	vývoj	entwicklung	N;INAN;NOM;MASC;SG	V;NFIN
vývoj	evolution	vývoj	evolution	N;INAN;NOM;MASC;SG	PROPN
vývoj	entwicklungen	vývoj	entwicklung	N;INAN;NOM;MASC;SG	V;NFIN
vývoj	neuentwicklungen	vývoj	neuentwicklung	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
vývoj	entwicklungen	vývoj	entwicklung	N;INAN;NOM;MASC;SG	V;NFIN
graf	diagramm	graf	diagramm	N;INAN;NOM;MASC;SG	
graf	graph	graf	graph	N;INAN;NOM;MASC;SG	
graf	schaubild	graf	schaubild	N;INAN;NOM;MASC;SG	
graf	graphik	graf	graphik	N;INAN;NOM;MASC;SG	
graf	diagramm	graf	diagramm	N;INAN;NOM;MASC;SG	
graf	abbildung	graf	abbildung	N;INAN;NOM;MASC;SG	
najnižší	niedrigsten	žízky	niedrig	ADJ;INAN;NOM;RL;MASC;SG	ADJ;PL
najnižší	niedrigste	žízky	niedrig	ADJ;INAN;NOM;RL;MASC;SG	ADJ;NOM;FEM;PL
kde	kde	kde	kde	ADV	
kde	wo	kde	wo	ADV	ADV
kde	wohin	kde	wohin	ADV	ADV
môže	mai	môcť	mai	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN;NOM;MASC;SG
môže	kann	môcť	können	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
môže	may	môcť	maylen	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
môže	möge	môcť	mögen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;SBJV;SG;3;PRS;FIN
môže	darf	môcť	dürfen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
môže	kann	môcť	können	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
môže	können	môcť	können	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PL;3;PRS;FIN
môže	can	môcť	can	V;IPFV;IND;SG;3;POS;PRS;FIN	
môže	kannst	môcť	können	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;2;PRS;FIN
nasledujúci	folgende	nasledujúci	folgend	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL
nasledujúci	next	nasledujúci	next	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	
nasledujúci	nächsten	nasledujúci	nah	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;PL
nasledujúci	nächste	nasledujúci	nah	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL
zobrazuje	anzeige	zobrazovať	anzeig	V;IPFV;IND;SG;3;POS;PRS;FIN	
zobrazuje	displays	zobrazovať	displays	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
keď	wann	keď	wann	CONJ	ADV
len	einzige	len	einzig	PART	ADJ;NOM;FEM;PL
len	einzig	len	einzig	PART	ADJ
len	lediglich	len	lediglich	PART	ADV
len	einzigen	len	einzig	PART	ADJ;NOM;PL
len	nur	len	nur	PART	ADV
len	gerade	len	gerade	PART	ADV
len	eben	len	eben	PART	ADV
len	nur	len	nur	PART	ADV
len	einfach	len	einfach	PART	ADV
len	just	len	just	PART	PROPN;NOM;SG
mesto	stadt	mesto	staden	N;NOM;NEUT;SG	
mesto	ortschaft	mesto	ortschaft	N;NOM;NEUT;SG	ADJ
mesto	stadt	mesto	staden	N;NOM;NEUT;SG	
počas	während	počas	während	ADP;GEN	CONJ
tiež	ausserdem	tiež	ausserdem	PART	ADV
tiež	ebenso	tiež	ebenso	PART	ADV
tiež	außerdem	tiež	außerdem	PART	ADV
tiež	ebenfalls	tiež	ebenfalls	PART	ADV
tiež	auch	tiež	auch	PART	ADV
usa	usa	usa	usa		PROPN;NOM;MASC;PL
rokov	jahren	rok	jahren	N;INAN;GEN;MASC;PL	ADJ
rokov	jahre	rok	jahren	N;INAN;GEN;MASC;PL	ADV
nie	not	nie	not	PART	PROPN;SG
nie	kein	nie	kein	PART	PRO;NOM;INDF;MASC;SG;NEG
september	september	september	september	N;INAN;NOM;MASC;SG	PROPN;SG
úmrtia	todes	úmrtie	tod	N;NOM;NEUT;PL	
úmrtia	tode	úmrtie	toden	N;NOM;NEUT;PL	ADV
úmrtia	tod	úmrtie	tod	N;NOM;NEUT;PL	
úmrtia	todesstrafe	úmrtie	todesstraf	N;NOM;NEUT;PL	N;NOM;FEM;SG
úmrtia	todesopfer	úmrtie	todesopfer	N;NOM;NEUT;PL	
úmrtia	todes	úmrtie	tod	N;NOM;NEUT;PL	
úmrtia	sterbefälle	úmrtie	sterbefäll	N;NOM;NEUT;PL	ADJ
úmrtia	tode	úmrtie	toden	N;NOM;NEUT;PL	ADV
úmrtia	tod	úmrtie	tod	N;NOM;NEUT;PL	
neskôr	späteren	neskôr	spät	ADV	ADJ
neskôr	spätere	neskôr	spät	ADV	ADJ;NOM;FEM;PL
neskôr	später	neskôr	spät	ADV	ADJ
slovenský	slowakische	slovenský	slowakisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
slovenský	slowakischen	slovenský	slowakisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
slovenský	slowakische	slovenský	slowakisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
slovenský	slowakischen	slovenský	slowakisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
aby	mache	aby	machen	CONJ;COND	V;IND;SG;3;PRS;FIN
aby	make	aby	maken	CONJ;COND	PROPN
aby	machen	aby	machen	CONJ;COND	V;NFIN
storočia	jahrhunderten	storočie	jahrhundert	N;NOM;NEUT;PL	V;IND;PL;3;PST;FIN
storočia	jahrhunderte	storočie	jahrhundert	N;NOM;NEUT;PL	ADJ
storočia	jahrhundert	storočie	jahrhundert	N;NOM;NEUT;PL	ADJ
storočia	century	storočie	century	N;NOM;NEUT;PL	PROPN
storočia	jahrhunderts	storočie	jahrhundert	N;NOM;NEUT;PL	ADV
nad	nad	nad	nad	ADP;INS	PROPN
nad	oben	nad	oben	ADP;INS	ADV
nad	oberhalb	nad	oberhalb	ADP;INS	ADV
utc	utc	utc	utc		
jpg	jpg	jpg	jpg		
časti	einzelteile	časť	einzelteil	N;DAT;FEM;SG	ADJ
časti	ersatzteile	časť	ersatzteil	N;DAT;FEM;SG	N;NOM;FEM;SG
časti	teile	časť	teilen	N;DAT;FEM;SG	ADV
stránka	seiten	stránka	seiten	N;NOM;FEM;SG	V;NFIN
stránka	aufstellungsort	stránka	aufstellungsort	N;NOM;FEM;SG	ADJ
stránka	webseite	stránka	webseite	N;NOM;FEM;SG	
stránka	standort	stránka	standoren	N;NOM;FEM;SG	ADV
skupiny	gruppe	skupina	grappe	N;NOM;FEM;PL	N;NOM;FEM;SG
skupiny	konzern	skupina	konzern	N;NOM;FEM;PL	
skupiny	gruppierung	skupina	gruppierung	N;NOM;FEM;PL	N;NOM;FEM;SG
skupiny	unternehmensgruppe	skupina	unternehmensgruppe	N;NOM;FEM;PL	N;NOM;FEM;SG
skupiny	arbeitsgruppen	skupina	arbeitsgruppen	N;NOM;FEM;PL	V;NFIN
skupiny	fraktionen	skupina	fraktion	N;NOM;FEM;PL	V;NFIN
html	html	htmly	html	N;INAN;NOM;MASC;SG	
roka	jahr	rok	Jahr	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
roka	baujahr	rok	baujahr	N;INAN;GEN;MASC;SG	
roka	jahres	rok	jahres	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
roka	jahre	rok	jahren	N;INAN;GEN;MASC;SG	ADV
ktorú	welches	ktorý	welch	DET;ACC;FEM;SG	PRO;NOM;NEUT;SG
ktorú	welcher	ktorý	welch	DET;ACC;FEM;SG	PRO;NOM;MASC;SG
ktorú	welche	ktorý	welch	DET;ACC;FEM;SG	PRO;NOM;SG
ktorú	welchen	ktorý	welch	DET;ACC;FEM;SG	PRO;NOM;SG
časť	sektion	časť	sektion	N;NOM;FEM;SG	PROPN
časť	bereich	časť	bereich	N;NOM;FEM;SG	ADV
časť	abschnitt	časť	abschneiden	N;NOM;FEM;SG	ADV
časť	teilweise	časť	teilweise	N;NOM;FEM;SG	ADV
časť	teil	časť	teil	N;NOM;FEM;SG	ADV
ngc	ngc	my	ngc	N;NOM;FEM;SG	PROPN;NOM;SG
október	oktober	október	oktober	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
október	october	október	october	N;INAN;NOM;MASC;SG	PROPN
október	oktober	október	oktober	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
október	okt	október	okt	N;INAN;NOM;MASC;SG	
mesta	stadt	mesto	staden	N;NOM;NEUT;SG	
mesta	ortschaft	mesto	ortschaft	N;NOM;NEUT;SG	ADJ
mesta	stadt	mesto	staden	N;NOM;NEUT;SG	
marec	marsch	marec	marsch	N;INAN;NOM;MASC;SG	ADJ
marec	march	marec	march	N;INAN;NOM;MASC;SG	PROPN
marec	märz	marec	märz	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
august	august	august	augusten	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
august	august	august	augusten	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
august	aug	august	augen	N;INAN;NOM;MASC;SG	
skupina	konzern	skupina	konzern	N;NOM;FEM;SG	
skupina	gruppen	skupina	grappen	N;NOM;FEM;SG	N;NOM;FEM;PL
veľmi	very	veľmi	very	ADV	
potom	anschließend	potom	anschließend	ADV	ADJ
oficiálna	offizielle	oficiálny	offiziell	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
narodenia	geburten	narodenie	büren	N;NOM;NEUT;PL	V;NFIN
narodenia	geburt	narodenie	geburen	N;NOM;NEUT;PL	N;SG
narodenia	entbindung	narodenie	entbindung	N;NOM;NEUT;PL	
tento	dieser	tento	dies	DET;INAN;NOM;MASC;SG	PRO;NOM;MASC;SG
tento	diese	tento	dies	DET;INAN;NOM;MASC;SG	PRO;NOM;FEM;SG
tento	das	tento	der	DET;INAN;NOM;MASC;SG	PRO;NOM;NEUT;SG
osobnosti	persönlichkeit	osobnosť	persönlichkeit	N;NOM;FEM;PL	ADJ
osobnosti	persönlichkeit	osobnosť	persönlichkeit	N;NOM;FEM;PL	ADJ
bratislava	bratislava	bratislava	bratislava	N;NOM;FEM;SG	PROPN
november	november	november	november	N;INAN;NOM;MASC;SG	PROPN
november	nov	november	nov	N;INAN;NOM;MASC;SG	
november	november	november	november	N;INAN;NOM;MASC;SG	PROPN
december	december	december	december	N;INAN;NOM;MASC;SG	PROPN
december	dezember	december	dezember	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
december	dezember	december	dezember	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
december	dec	december	der	N;INAN;NOM;MASC;SG	
december	dez	december	dez	N;INAN;NOM;MASC;SG	
stal	wurden	stať	werden	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN;PASS
stal	wurde	stať	werden	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;PASS
stal	geworden	stať	werden	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
iba	einzige	iba	einzig	PART	ADJ;NOM;FEM;PL
iba	einzig	iba	einzig	PART	ADJ
iba	lediglich	iba	lediglich	PART	ADV
iba	einzigen	iba	einzig	PART	ADJ;NOM;PL
iba	nur	iba	nur	PART	ADV
iba	gerade	iba	gerade	PART	ADV
iba	eben	iba	eben	PART	ADV
iba	nur	iba	nur	PART	ADV
iba	einfach	iba	einfach	PART	ADV
iba	just	iba	just	PART	PROPN;NOM;SG
roky	jahren	rok	jahren	N;INAN;NOM;MASC;PL	ADJ
roky	jahre	rok	jahren	N;INAN;NOM;MASC;PL	ADV
oblasti	gebiet	oblasť	gebieten	N;NOM;FEM;PL	ADJ
oblasti	bereich	oblasť	bereich	N;NOM;FEM;PL	ADV
oblasti	fläche	oblasť	fläche	N;NOM;FEM;PL	N;NOM;FEM;SG
oblasti	bereiche	oblasť	bereich	N;NOM;FEM;PL	
oblasti	bereichen	oblasť	bereichen	N;NOM;FEM;PL	V;NFIN
oblasti	flächen	oblasť	flächen	N;NOM;FEM;PL	V;NFIN
oblasti	gebiete	oblasť	gebieten	N;NOM;FEM;PL	
január	jänner	január	jann	N;INAN;NOM;MASC;SG	
január	januar	január	januar	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
január	january	január	january	N;INAN;NOM;MASC;SG	
súbor	datei	súbor	datei	N;INAN;NOM;MASC;SG	
súbor	dateien	súbor	datei	N;INAN;NOM;MASC;SG	V;NFIN
mal	hatten	mať	haben	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN
mal	mal	mať	mal	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADV
proti	dagegen	proti	dagegen	ADP;DAT	ADV
apríl	apr	aprila	apr	N;INAN;NOM;MASC;SG	
apríl	april	aprila	april	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
apríl	april	aprila	april	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
sveta	welt	svet	welt	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
sveta	weltweit	svet	weltweit	N;INAN;GEN;MASC;SG	ADJ
bez	without	bez	withouen	ADP;GEN	
najmä	hauptsächlich	najmä	hauptsächlich	PART	ADJ
najmä	überwiegend	najmä	überwiegend	PART	ADJ
najmä	vorwiegend	najmä	vorwiegend	PART	ADJ
najmä	besonders	najmä	besonders	PART	ADV
najmä	vorallem	najmä	vorallem	PART	ADV
najmä	speziell	najmä	speziell	PART	ADJ
najmä	insbesondere	najmä	insbesondere	PART	ADV
viac	weiteres	viac	weit	NUM;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
viac	mehr	viac	mehr	NUM;NOM;NEUT;SG	ADV
viac	weitere	viac	weit	NUM;NOM;NEUT;SG	ADJ;NOM;FEM;PL
február	february	február	february	N;INAN;NOM;MASC;SG	
február	februar	február	februaer	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
február	feb	február	feb	N;INAN;NOM;MASC;SG	
február	februar	február	februaer	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
náhľad	preview	náhľad	preview	N;INAN;NOM;MASC;SG	
náhľad	vorschau	náhľad	vorschau	N;INAN;NOM;MASC;SG	
mužov	männer	muž	männer	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
mužov	männern	muž	männern	N;ANIM;ACC;MASC;PL	
mužov	herren	muž	herr	N;ANIM;ACC;MASC;PL	N;NOM;PL
názov	bezeichnung	názov	Bezeichnung	N;INAN;NOM;MASC;SG	ADJ
názov	namen	názov	name	N;INAN;NOM;MASC;SG	
názov	bezeichnung	názov	Bezeichnung	N;INAN;NOM;MASC;SG	ADJ
názov	vorname	názov	vornam	N;INAN;NOM;MASC;SG	
názov	überschrift	názov	überschreifen	N;INAN;NOM;MASC;SG	
názov	titel	názov	titel	N;INAN;NOM;MASC;SG	
názov	anrede	názov	anred	N;INAN;NOM;MASC;SG	
okolo	rund	okolo	rund	ADP;GEN	ADV
okolo	herum	okolo	herum	ADP;GEN	ADV
ešte	noch	ešte	noch	PART	ADV
ešte	doch	ešte	doch	PART	ADV
ešte	trotzdem	ešte	trotzdem	PART	ADV
ešte	dennoch	ešte	dennoch	PART	ADV
prvý	erste	prvý	erst	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
prvý	zuerst	prvý	zuerst	ADJ;ANIM;NOM;MASC;SG	ADV
prvý	first	prvý	fersen	ADJ;ANIM;NOM;MASC;SG	PROPN
prvý	ersten	prvý	erst	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
text	text	text	Text	N;INAN;NOM;MASC;SG	
text	texte	text	texen	N;INAN;NOM;MASC;SG	ADV
