استنتاج	ماحصل.	اِستِنتَاج	ماحصل.	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
محصول	کپڑا	محصول	کپڑا	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
محصول	کاٹنا	محصول	کاٹنا	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
محصول	فصل	محصول	فصل	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
حاضر	ہاں	حَاضِر	ہاں		
جذري	بڑھیا	جِذرِيّ	بڑھیا	ADJ;NOM;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
جذري	اساس	جِذرِيّ	اساس	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
جذري	اساسی-	جِذرِيّ	اساسی-	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
جذري	جڑ	جِذرِيّ	جڑ	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
جذري	عمیق	جِذرِيّ	عمیق	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
محملة	سوال	مُحَمَّل	سوال	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
محملة	تیکھی	مُحَمَّل	تیکھ	ADJ;NOM;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
الثمينة	نہایت	ثَمِين	نہایت	N;NOM;DEF;SG	ADV
تفشي	بارزہ.	تَفَشِّي	بارزہ.	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	out	مِرفَق	out	N;NOM;INDF;SG	
مرفق	طراری	مِرفَق	طراری	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	پھرتی	مِرفَق	پھرتی	N;NOM;INDF;SG	ADJ;FEM
مرفق	کارخانہ	مِرفَق	کارخانہ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	لگاؤ.	مِرفَق	لگاویٰ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	روانی	مِرفَق	روانی	N;NOM;INDF;SG	ADJ
مرفق	طراری	مِرفَق	طراری	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	پھرتی	مِرفَق	پھرتی	N;NOM;INDF;SG	ADJ;FEM
مرفق	کارخانہ	مِرفَق	کارخانہ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	لگاؤ.	مِرفَق	لگاویٰ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	روانی	مِرفَق	روانی	N;NOM;INDF;SG	ADJ
مرفق	نسبت.	مِرفَق	نسبت.	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
مرفق	لگائو	مِرفَق	لگا	N;NOM;INDF;SG	
مرفق	ہتھیانا.	مِرفَق	ہتھیانا	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
الشرج	مبرز	شَرج	مبرز	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
البيضة	اکسانا	بَيضَة	اکسانا	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
النوعي	صفاتی	نُوعِيّ	صفاتی	N;NOM;DEF;SG	ADJ;NOM
الحوامل	بھرپور.	حَامِل	بھرپور.	N;NOM;DEF;PL	PROPN;NOM;MASC;SG;3
الحوامل	پُرتخیّل	حَامِل	پُرتخیّل	N;NOM;DEF;PL	ADJ
الحوامل	پُرمغز	حَامِل	پُرمغز	N;NOM;DEF;PL	ADJ
طفولة	طفلی	طُفُولَة	طفلی	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
طفولة	بالپن	طُفُولَة	بالپن	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
طفولة	لڑکپن	طُفُولَة	لڑکپن	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
طفولة	طفلی	طُفُولَة	طفلی	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
طفولة	بالپن	طُفُولَة	بالپن	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
نسبي	(	نِسبِيّ	(	ADJ;NOM;INDF;MASC;SG	
نسبي	بمطابق	نِسبِيّ	بمطابق	ADJ;NOM;INDF;MASC;SG	ADP
نسبي	عزیز	نِسبِيّ	عزیز	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
نسبي	(	نِسبِيّ	(	ADJ;NOM;INDF;MASC;SG	
نسبي	بمطابق	نِسبِيّ	بمطابق	ADJ;NOM;INDF;MASC;SG	ADP
مهر	ٹٹّو	مهر	ٹٹّو		PROPN;NOM;MASC;SG;3
مهر	صلاحیت.	مهر	صلاحیت.		ADJ
اية	استفہام	أَيّ	استفہام	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
اية	مطلق	أَيّ	مطلق	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
القافلة	کارواں.	قَافِل	کارواں	N;NOM;DEF;SG	
القافلة	کارواں.	قَافِل	کارواں	N;NOM;DEF;SG	
الغزلان	آہو	غُزلَان	آہو	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الغزلان	چکارا	غُزلَان	چکار	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
البقايا	تلچھٹ.	بَقِيَّة	تلچھٹ.	N;NOM;DEF;PL	PROPN;NOM;MASC;SG;3
البقايا	مابقی	بَقِيَّة	مابقی	N;NOM;DEF;PL	ADJ
البقايا	بقیہ.	بَقِيَّة	بقیہ.	N;NOM;DEF;PL	
البقايا	حاصل	بَقِيَّة	حاصل	N;NOM;DEF;PL	N;NOM;MASC;SG;3
المضيفة	ملائکہ	مُضِيف	ملائکہ	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;SG;3
المضيفة	چلانے	مُضِيف	چلا	ADJ;NOM;DEF;FEM;SG	V;ACC;NFIN
المضيفة	میزبان.	مُضِيف	میزبان.	ADJ;NOM;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
المضيفة	فوج.	مُضِيف	فوج.	ADJ;NOM;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
مقسم	ٹوٹنے	مَقسِم	ٹوٹ	ADJ;NOM;INDF;MASC;SG	V;ACC;NFIN
غار	معنی۲.	غَار	معنی۲.		PROPN;NOM;MASC;SG;3
مرنة	سیدھا	مَرِن	سیدھا	ADJ;NOM;INDF;FEM;SG	V;ACT
تجزئة	at	تجزئة	at	N;NOM;INDF;SG	
تجزئة	ٹوٹنے	تجزئة	ٹوٹ	N;NOM;INDF;SG	V;ACC;NFIN
الغنم	میش.	غَنَم	میش.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الغنم	بھیڑ	غَنَم	بھیڑ	N;NOM;DEF;SG	
الغنم	میش.	غَنَم	میش.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
رؤيا	بینائی	رؤيا	بینائی		V;PFV;FEM;SG;V.PTCP;ACT
رؤيا	بینائی	رؤيا	بینائی		V;PFV;FEM;SG;V.PTCP;ACT
رؤيا	نظر	رؤيا	نظر		N;NOM;MASC;SG;3
ثقيل	تحریر	ثَقِيل	تحریر	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
ثقيل	وسیع.	ثَقِيل	وسیع.	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	وافر	ثَقِيل	وافر	ADJ;NOM;INDF;MASC;SG	
ثقيل	المناک	ثَقِيل	المناک	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	کھڑنک	ثَقِيل	کھڑنک	ADJ;NOM;INDF;MASC;SG	
ثقيل	بوجھل.	ثَقِيل	بوجھل.	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	کثیر.	ثَقِيل	کثیر.	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	ٹھگ.	ثَقِيل	ٹھگ.	ADJ;NOM;INDF;MASC;SG	
ثقيل	گمبھیر	ثَقِيل	گمبھیر	ADJ;NOM;INDF;MASC;SG	
ثقيل	تحریر	ثَقِيل	تحریر	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
ثقيل	وسیع.	ثَقِيل	وسیع.	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	وافر	ثَقِيل	وافر	ADJ;NOM;INDF;MASC;SG	
ثقيل	المناک	ثَقِيل	المناک	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	کھڑنک	ثَقِيل	کھڑنک	ADJ;NOM;INDF;MASC;SG	
ثقيل	بوجھل.	ثَقِيل	بوجھل.	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	کثیر.	ثَقِيل	کثیر.	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ثقيل	ٹھگ.	ثَقِيل	ٹھگ.	ADJ;NOM;INDF;MASC;SG	
جسدية	مادّی	جَسَدِيّ	مادّی	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
بياض	بالکل	بَيَاض	بالکل	N;NOM;INDF;SG	CONJ
بياض	یکسر	بَيَاض	یکسر	N;NOM;INDF;SG	ADJ
بياض	چھپادینا	بَيَاض	چھپادینا	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
الانحناء	تُلا	اِنحِنَاء	تُلا	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الانحناء	چکرانا	اِنحِنَاء	چکرانا	N;NOM;DEF;SG	V;MASC;SG;NFIN;ACT
الانحناء	مڑنا.	اِنحِنَاء	مڑنا.	N;NOM;DEF;SG	
الانحناء	گھومنا	اِنحِنَاء	گھوم	N;NOM;DEF;SG	V;SG;NFIN;ACT
الانحناء	موڑنا	اِنحِنَاء	موڑ	N;NOM;DEF;SG	V;NFIN;ACT
الانحناء	تُلا	اِنحِنَاء	تُلا	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الانحناء	چکرانا	اِنحِنَاء	چکرانا	N;NOM;DEF;SG	V;MASC;SG;NFIN;ACT
الانحناء	مڑنا.	اِنحِنَاء	مڑنا.	N;NOM;DEF;SG	
الانحناء	گھومنا	اِنحِنَاء	گھوم	N;NOM;DEF;SG	V;SG;NFIN;ACT
متوازية	تقابل.	مُتَوَازِي	تقابل.	ADJ;NOM;INDF;FEM;SG	
متوازية	موازنہ	مُتَوَازِي	موازنہ	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
حظ	اتفاق	حَظّ	اتفاق		N;NOM;MASC;SG;3
حظ	مقّدر.	حَظّ	مقّدر.		PROPN;NOM;MASC;SG;3
حظ	بختاوری	حَظّ	بختاوری		PROPN;NOM;MASC;SG;3
البدلة	لائق	بَدَلَة	لائق	N;NOM;DEF;SG	ADJ
البدلة	(	بَدَلَة	(	N;NOM;DEF;SG	
البدلة	ڈھالنا	بَدَلَة	ڈھال	N;NOM;DEF;SG	V;MASC;SG;NFIN;ACT
متواصلة	مسلسل	مُتَوَاصِل	مسلسل	ADJ;NOM;INDF;FEM;SG	ADV
متواصلة	قواعد	مُتَوَاصِل	قواعد	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
كاش	نقدی.	كَاش	نقدی.		PROPN;NOM;MASC;SG;3
كاش	دولت.	كَاش	دولت.		V;IPFV;MASC;SG;V.PTCP;ACT
حاسة	معقول	حَاسّ	معقول	N;NOM;INDF;SG	ADJ
حاسة	سمجھنا.	حَاسّ	سمجھنا	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
حاسة	پالینا.	حَاسّ	پالینا.	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
حاسة	(	حَاسّ	(	N;NOM;INDF;SG	
تفكيك	ڈھانا	تَفكِيك	ڈھانا	N;NOM;INDF;SG	V;SG;ACT
تفكيك	توڑنا	تَفكِيك	توڑ	N;NOM;INDF;SG	V;MASC;SG;NFIN;ACT
البلوط	یونیورسٹی	بَلوَط	یونیورسٹی	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
صدفة	سیپ	صَدَفَة	سیپ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
صدفة	کوڑی	صَدَفَة	کوڑی	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
صدفة	سیپ	صَدَفَة	سیپ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
صدفة	کوڑی	صَدَفَة	کوڑی	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
صدفة	قشر	صَدَفَة	قشر	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
صدفة	توارد	صَدَفَة	توارد	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
اليقظة	احتیاط.	يَقظَة	احتیاط.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
اليقظة	احتیاط.	يَقظَة	احتیاط.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
مقرر	ارادہ	مُقَرَّر	ارادہ		N;NOM;MASC;SG;3
النبيل	عمدہ	نَبِيل	عمدہ	N;NOM;DEF;SG	ADJ
النبيل	عظیم	نَبِيل	عظیم	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
النبيل	خوب	نَبِيل	خوب	N;NOM;DEF;SG	
المهاجر	مہاجر.	مُهَاجِر	مہاجر	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
المهاجر	حیوان	مُهَاجِر	حیوان	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
المهاجر	ہجرتی.	مُهَاجِر	ہجرتی.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
طلقة	توپ	طَلَقَة	توپ	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
طلقة	ہموار.	طَلَقَة	مےں	N;NOM;INDF;SG	PROPN;NOM;MASC;SG;3
رقائق	ترکھان	رَقِيقَة	ترکھان	N;NOM;INDF;PL	N;NOM;FEM;SG;3
رقائق	نجار	رَقِيقَة	نجار	N;NOM;INDF;PL	PROPN;NOM;MASC;SG;3
الضجيج	ناگوار.	ضَجِيج	ناگوار.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الضجيج	اونچی	ضَجِيج	اونچی	N;NOM;DEF;SG	ADJ;FEM
الضجيج	اُچھالنا	ضَجِيج	اُچھال	N;NOM;DEF;SG	V;SG;NFIN;ACT
الضجيج	غوغا.	ضَجِيج	غوغا.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الضجيج	ناگوار.	ضَجِيج	ناگوار.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الضجيج	اونچی	ضَجِيج	اونچی	N;NOM;DEF;SG	ADJ;FEM
الضجيج	اُچھالنا	ضَجِيج	اُچھال	N;NOM;DEF;SG	V;SG;NFIN;ACT
الضجيج	غوغا.	ضَجِيج	غوغا.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
الفراش	کیاری	فِرَاش	کیاری	N;NOM;DEF;SG	
الفراش	بٹھانا.	فِرَاش	بٹھاناؤ	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
مدين	قرضدار	مَدِينَة	قرضدار		N;NOM;MASC;SG;3
السمعة	(	سُمعَة	(	N;NOM;DEF;SG	
السمعة	for	سُمعَة	for	N;NOM;DEF;SG	
السكرتير	دبیر.	سِكرِتِير	دبیر.	N;NOM;DEF;SG	PROPN;NOM;MASC;SG;3
ناري	التہابی	نَارِيّ	التہابی	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ناري	آتشناک	نَارِيّ	آتشناک	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ناري	جھلساتا	نَارِيّ	جھلساتا	ADJ;NOM;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ناري	لچکیلی	نَارِيّ	لچکیلی	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ناري	گیس	نَارِيّ	گیس	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
ناري	بپھرا	نَارِيّ	بپھرا	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
صريحة	خیال	صَرِيح	خیال	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
صريحة	بیّن	صَرِيح	بیّن	ADJ;NOM;INDF;FEM;SG	
صريحة	کھرا	صَرِيح	کھرا	ADJ;NOM;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
صريحة	(	صَرِيح	(	ADJ;NOM;INDF;FEM;SG	
سماوي	ربّانی.	سماوي	ربّانی.		PROPN;NOM;MASC;SG;3
سماوي	اعلیٰ.	سماوي	اعلیٰ.		PROPN;NOM;MASC;SG;3
سماوي	ربّانی	سماوي	ربّانی		ADJ
سماوي	ارفع	سماوي	ارفع		PROPN;NOM;MASC;SG;3
سماوي	سماوی	سماوي	سماوی		
سماوي	اعلیٰ.	سماوي	اعلیٰ.		PROPN;NOM;MASC;SG;3
سماوي	ربّانی	سماوي	ربّانی		ADJ
سماوي	ارفع	سماوي	ارفع		PROPN;NOM;MASC;SG;3
اخبار	اطلاع	خَبَر	اطلاع	N;NOM;INDF;PL	N;NOM;FEM;SG;3
اتمنى	تمنا	اِتَّمَن	تمنا		PROPN;NOM;MASC;SG;3
اتمنى	(	اِتَّمَن	(		
اتمنى	on	اِتَّمَن	on		
مظلمة	تاریکی.	مُظلِم	تاریکی.	ADJ;NOM;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
مظلمة	جہالت.	مُظلِم	جہالت.	ADJ;NOM;INDF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
مظلمة	غصیل	مُظلِم	غصیل	ADJ;NOM;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
مظلمة	منحوس	مُظلِم	منحوس	ADJ;NOM;INDF;FEM;SG	N;SG
مظلمة	خفیہ	مُظلِم	خفیہ	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
مظلمة	ظلمت	مُظلِم	ظلمت	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG;3
مظلمة	فاسد	مُظلِم	فاسد	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
مظلمة	رات	مُظلِم	رات	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG;3
مظلمة	بپھرا	مُظلِم	بپھرا	ADJ;NOM;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
مظلمة	بگڑا	مُظلِم	بگڑا	ADJ;NOM;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
مظلمة	سیاہی	مُظلِم	سیاہی	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
مظلمة	بد	مُظلِم	بد	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG;3
مظلمة	غضبناک	مُظلِم	غضبناک	ADJ;NOM;INDF;FEM;SG	
مظلمة	بعید	مُظلِم	بعید	ADJ;NOM;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
