پُکھراج	топаз	پُکھراج	топаз	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پلُّو	края	پلُّو	край	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
پِلُّو	червь	پِلُّو	червь	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پلوآ	приручить	پلوآ	приручить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پلُوتا	проклятие	پلہوتا	проклятие	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پلُوتا	проклятье	پلہوتا	проклятье	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پَلّہ	сторона	پَلّہ	сторона	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پَلّہ	стороне	پَلّہ	сторона	PROPN;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
پَلّہ	ранг	پَلّہ	ранг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پَلّہ	звание	پَلّہ	звание	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پَلّہ	ранга	پَلّہ	ранг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پَلّہ	шаг	پَلّہ	шаг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پَلّہ	статус	پَلّہ	статус	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پَلّہ	состояние	پَلّہ	состояние	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پَلّہ	край	پَلّہ	край	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پَلّہ	краю	پَلّہ	край	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
پَلّہ	края	پَلّہ	край	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
پلیت	призрак	پلیت	призрак	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پلیت	призраки	پلیت	призрак	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
پلیت	привидение	پلیت	привидение	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پلید	загрязненных	پلید	загрязненный	PROPN;NOM;MASC;SG;3	V;PFV;GEN;PL;PST;V.PTCP;PASS
پلید	отвратительным	پلید	отвратительный	PROPN;NOM;MASC;SG;3	ADJ;INS;NEUT;SG
پلید	призрак	پلید	призрак	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پلید	призраки	پلید	призрак	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
پلید	привидение	پلید	привидение	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پلید	джинны	پلید	джинный	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
پلید	джинн	پلید	джинн	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پلید	джиннов	پلید	джиннов	PROPN;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
پلید	фол	پلید	фол	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پلید	противно	پلید	противный	PROPN;NOM;MASC;SG;3	ADJ;NEUT;SG
پلیدی	загрязнение	پلیدی	загрязнение	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پلیدی	примесей	پلیدی	примесь	PROPN;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
پن	но	پن	но	N;NOM;MASC;SG;3	CONJ
لڑکپن	детство	لڑکپن	детство	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
لڑکپن	детства	لڑکپن	детство	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پِن	pin	پِن	pin		PROPN
پِن	прикрепить	پِن	прикрепить		V;PFV;NFIN;ACT
پُن	милостыню	پُن	милостыня		N;INAN;ACC;FEM;SG
پُن	добродетель	پُن	добродетель		N;INAN;NOM;FEM;SG
پُن	добродетели	پُن	добродетель		N;INAN;NOM;FEM;PL
پُن	благотворительность	پُن	благотворительность		N;INAN;NOM;FEM;SG
پُن	благотворительная	پُن	благотворительный		ADJ;NOM;FEM;SG
پُن	мужик	پُن	мужик		N;ANIM;NOM;MASC;SG
پُن	человек	پُن	человек		N;ANIM;NOM;MASC;SG
پُن	мужчина	پُن	мужчина		N;ANIM;NOM;MASC;SG
پُن	man	پُن	man		PROPN
پُن	мужской	پُن	мужской		ADJ;NOM;MASC;SG
پُن	мужчина	پُن	мужчина		N;ANIM;NOM;MASC;SG
پُن	самец	پُن	самец		N;ANIM;NOM;MASC;SG
پُن	мужские	پُن	мужской		ADJ;NOM;PL
پنا	ширина	پنا	ширина		N;INAN;NOM;FEM;SG
پنا	ширину	پنا	ширина		N;INAN;ACC;FEM;SG
پنّا	изумрудный	پنّا	изумрудный	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پِنّا	глыба	پِنّا	глыба	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پِنّا	reel	پِنّا	reel	PROPN;NOM;MASC;SG;3	PROPN
پِناک	club	پِناک	club	PROPN;NOM;MASC;SG;3	PROPN
پِناک	клуб	پِناک	клуб	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پِناک	персонал	پِناک	персонал	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پِناک	сотрудники	پِناک	сотрудник	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
پناہ	убежища	پناہ	убежище	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
پناہ	убежища	پناہ	убежище	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
پنبئی	желтоватый	پنبئی	желтоватый	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پنپنا	расти	پنپنا	расти	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
پنپنا	вырасти	پنپنا	вырасти	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پنپنا	восстановить	پنپنا	восстановить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پنپنا	процветать	پنپنا	процветать	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
پنپنا	процветать	پنپنا	процветать	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
پنپنا	возродить	پنپنا	возродить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پنپنا	оживить	پنپنا	оживить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پِنپنانا	свисток	پِنپنانا	свисток	V;NFIN	N;INAN;NOM;MASC;SG
پِنپنانا	свист	پِنپنانا	свист	V;NFIN	N;INAN;NOM;MASC;SG
پنت	религии	پنت	религия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
پنت	религия	پنت	религия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنت	вера	پنت	вера	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنت	дорога	پنت	дорога	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنت	дорожной	پنت	дорожный	PROPN;NOM;MASC;SG;3	ADJ;INS;FEM;SG
پنت	road	پنت	road	PROPN;NOM;MASC;SG;3	PROPN
پنت	роуд	پنت	роуд	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنت	путь	پنت	путь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنت	вере	پنت	вера	PROPN;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
پنت	веру	پنت	вера	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
پنت	вера	پنت	вера	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنتھ	дорога	پنتھ	дорога	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنتھ	дорожной	پنتھ	дорожный	PROPN;NOM;MASC;SG;3	ADJ;INS;FEM;SG
پنتھ	road	پنتھ	road	PROPN;NOM;MASC;SG;3	PROPN
پنتھ	роуд	پنتھ	роуд	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنتھ	путь	پنتھ	путь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنتھ	эпоха	پنتھ	эпоха	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنتھ	эпоху	پنتھ	эпоха	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
پنتھ	эра	پنتھ	эра	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پنتھ	путь	پنتھ	путь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنتھ	way	پنتھ	way	PROPN;NOM;MASC;SG;3	PROPN
پنتھ	способ	پنتھ	способ	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنتھی	путешественник	پنتھی	путешественник	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پنتھی	traveller	پنتھی	traveller	PROPN;NOM;MASC;SG;3	PROPN
پنج	пятеро	پنج	пятеро		NUM;NOM
پنج	пять	پنج	пять		NUM;NOM
پنجابی	панджаби	پنجابی	панджабь	ADJ	
پنجاہ	пятьдесят	پنجاہ	пятьдесят	PROPN;NOM;MASC;SG;3	NUM;NOM
پنجاہ	fifty	پنجاہ	fifty	PROPN;NOM;MASC;SG;3	PROPN
پِنجر	ребра	پِنجر	ребро	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
پِنجر	клетка	پِنجر	клетка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پِنجر	клетку	پِنجر	клетка	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
پِنجر	скелет	پِنجر	скелет	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پِنجرا	клетка	پِنجرا	клетка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پِنجرا	клетку	پِنجرا	клетка	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
پِنجری	ребра	پِنجری	ребро	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
پِنجری	гроб	پِنجری	гроб	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پِنجری	похороны	پِنجری	похороны	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
پنجشنبہ	четверг	پنجشنبہ	четверг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پنجم	пятый	پنجم	пятый	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پنجم	пятой	پنجم	пятый	PROPN;NOM;MASC;SG;3	ADJ;INS;FEM;SG
پنجم	пятая	پنجم	пятый	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پنجم	пятое	پنجم	пятый	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پِنجنا	присоединиться	پِنج	присоединиться	V;SG;NFIN;ACT	V;PFV;NFIN;MID
پِنجنا	присоединяйтесь	پِنج	присоединяться	V;SG;NFIN;ACT	V;IPFV;IMP;PL;2;FIN;MID
پِنجنا	шов	پِنج	шов	V;SG;NFIN;ACT	N;INAN;NOM;MASC;SG
پنجہ	власть	پنجہ	власть		N;INAN;NOM;FEM;SG
پنجہ	сила	پنجہ	сила		N;INAN;NOM;FEM;SG
پنجہ	мощь	پنجہ	мощь		N;INAN;NOM;FEM;SG
پنجہ	power	پنجہ	power		PROPN
