نافذة	fönstret	نَافِذ	fönstr	N;NOM;INDF;SG	N;NOM;DEF;NEUT;SG
المميز	visade	مُمَيَّز	visa	ADJ;NOM;DEF;MASC;SG	V;IND;PST;FIN;ACT
المميز	utvalda	مُمَيَّز	utvalja	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
المميز	utvalt	مُمَيَّز	utvälta	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
القنابل	bomber	قُنبُلَة	bomber	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
جراحية	kirurgiska	جِرَاحِيّ	kirurgisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
باول	paulus	بَاوِل	paulus		PROPN;NOM
باول	paul	بَاوِل	paul		PROPN;NOM
الملاعب	arenor	مَلعَب	arena	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
ينمو	växande	نَمَا	växa	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;NOM;PRS;V.PTCP
ينمو	odla	نَمَا	odla	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
ينمو	växa	نَمَا	växa	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
النواحي	aspekter	نَاحِيَة	aspekt	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
كليفلاند	cleveland	كلِيفلَاند	cleveland		PROPN;NOM
يسجل	registrering	سَجَّل	registrering	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
يسجل	inspelning	سَجَّل	inspelning	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
الفيل	elefant	فِيل	elefant	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الفيل	elefanter	فِيل	elefant	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
البيانو	piano	بِيَانُو	piano	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
تلمسان	tlemcen	تَلَمَّس	tlemce	V;IPFV;FEM;IND;DU;3;FIN;ACT	PROPN;NOM
التلفاز	tv	تَلَفُّز	tv	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التلفاز	television	تَلَفُّز	television	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المتحدث	högtalare	مُتَحَدِّث	högtalare	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
المتحدث	talare	مُتَحَدِّث	talare	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
خبير	experten	خَبِير	expert	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
كمبيوتر	datorn	كمبيوتر	dator		N;NOM;DEF;MASC+FEM;SG
كمبيوتر	dator	كمبيوتر	dator		N;NOM;INDF;MASC+FEM;SG
روز	rose	روز	rose		PROPN;NOM
روز	ros	روز	ros		N;NOM;INDF;MASC+FEM;SG
صعود	stigande	صُعُود	stiga	N;NOM;INDF;SG	ADJ;NOM;PRS;V.PTCP
فالي	valle	فالي	valla		N;NOM;INDF;MASC+FEM;SG
فالي	dal	فالي	dal		N;NOM;INDF;MASC+FEM;SG
فالي	valley	فالي	valley		N;NOM;INDF;NEUT;SG
فالي	dalen	فالي	dal		N;NOM;DEF;MASC+FEM;SG
قضاة	domarna	قَاضِي	dom	N;NOM;INDF;PL	N;NOM;DEF;MASC+FEM;PL
منحة	bevilja	مِنحَة	bevilja	N;NOM;INDF;SG	V;IMP;FIN;ACT
منحة	grant	مِنحَة	grant	N;NOM;INDF;SG	PROPN;NOM
التخلي	nedläggning	تَخَلِّي	nedläggning	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التعادل	paritet	تَعَادُل	paritet	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التعادل	slips	تَعَادُل	slipa	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التعادل	bind	تَعَادُل	bind	N;NOM;DEF;SG	V;IMP;FIN;ACT
التعادل	oavgjort	تَعَادُل	oavgöra	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التعادل	tvåor	تَعَادُل	tvåa	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
القوس	skytt	قَوس	skyta	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
القوس	båge	قَوس	båge	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
القوس	bog	قَوس	bog	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
القوس	buga	قَوس	buga	N;NOM;DEF;SG	V;IMP;FIN;ACT
ماثيو	matthew	مَاثِيُو	matthew		PROPN;NOM
ماثيو	matteus	مَاثِيُو	matteus		PROPN;NOM
صيدا	saida	صيدا	saida		N;NOM;DEF;MASC+FEM;SG
صيدا	sidon	صيدا	sido		PROPN;NOM
تسلم	erkänner	تَسَلُّم	erkänna	N;NOM;INDF;SG	V;IND;PRS;FIN;ACT
العنصرية	rasistiska	عُنصُرِيَّة	rasistisk	N;NOM;DEF;SG	ADJ;NOM;PL
العنصرية	rasistisk	عُنصُرِيَّة	rasistisk	N;NOM;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG
العنصرية	rasist	عُنصُرِيَّة	rasist	N;NOM;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG
العنصرية	rasistiskt	عُنصُرِيَّة	rasistisk	N;NOM;DEF;SG	ADJ;NOM;INDF;NEUT;SG
العنصرية	rasism	عُنصُرِيَّة	rasism	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المشي	walking	مُشِيّ	walking	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المشي	gående	مُشِيّ	gå	N;NOM;DEF;SG	ADJ;NOM;PRS;V.PTCP
المشي	vandrande	مُشِيّ	vandrande	N;NOM;DEF;SG	ADJ;NOM;PRS;V.PTCP
المشي	promenerar	مُشِيّ	promenera	N;NOM;DEF;SG	V;IND;PRS;FIN;ACT
المشي	promenad	مُشِيّ	promenad	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المشي	promenad	مُشِيّ	promenad	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المشي	promenera	مُشِيّ	promenera	N;NOM;DEF;SG	V;IMP;FIN;ACT
المشي	walk	مُشِيّ	walk	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
شئ	nånting	شئ	nånting	N;NOM;INDF;SG	PRO;INDF;NEUT;SG
شئ	något	شئ	någon	N;NOM;INDF;SG	PRO;INDF;NEUT;SG
شئ	någonting	شئ	någonting	N;NOM;INDF;SG	PRO;INDF;NEUT;SG
شئ	nåt	شئ	nåt	N;NOM;INDF;SG	PRO;INDF;NEUT;SG
الكاتبة	writer	كَاتِب	prit	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الكاتبة	skribent	كَاتِب	skribent	N;NOM;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG
الكاتبة	författare	كَاتِب	författare	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
هدى	vägledning	هدى	vägledning		N;NOM;INDF;MASC+FEM;SG
هدى	vägledningen	هدى	vägledning		N;NOM;DEF;MASC+FEM;SG
الاندماج	samgående	اِندِمَاج	samgående	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الاندماج	fusion	اِندِمَاج	fusion	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الاندماج	sammanslagning	اِندِمَاج	sammanslagning	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الاندماج	integrering	اِندِمَاج	integrering	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الاندماج	integration	اِندِمَاج	integration	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
كراي	cray	كراي	cray		PROPN;NOM
اليومي	dagligen	يَومِيّ	dagligen	ADJ;NOM;DEF;MASC;SG	ADV
اليومي	daglig	يَومِيّ	daglig	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
اليومي	dagliga	يَومِيّ	daglig	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
اليومي	daily	يَومِيّ	daily	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
شمل	inkluderade	شَمِل	inkludera	V;PFV;MASC;SG;3;ACT	ADJ;NOM;PL;PST;V.PTCP
شمل	inkluderat	شَمِل	inkludera	V;PFV;MASC;SG;3;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
شمل	inkluderad	شَمِل	inkludera	V;PFV;MASC;SG;3;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
كروز	kryssning	كروز	kryssning		N;NOM;INDF;MASC+FEM;SG
الترفيه	rekreation	تَرفِيه	rekreation	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الترفيه	fritid	تَرفِيه	fritid	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الترفيه	underhållning	تَرفِيه	underhållning	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الترفيه	nöjen	تَرفِيه	nöje	N;NOM;DEF;SG	N;NOM;INDF;NEUT;PL
الترفيه	entertainment	تَرفِيه	entertainment	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
صفقة	erbjudande	صَفقَة	erbjudande	N;NOM;INDF;SG	ADJ;NOM;PRS;V.PTCP
الوقوف	står	وُقُوف	stå	N;NOM;DEF;SG	V;IND;PRS;FIN;ACT
الوقوف	stående	وُقُوف	stående	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الوقوف	stå	وُقُوف	stå	N;NOM;DEF;SG	V;IMP;FIN;ACT
الوقوف	stand	وُقُوف	stand	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
دبلوماسية	diplomatiska	دِبلُومَاسِيّ	diplomatisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
دبلوماسية	diplomatin	دِبلُومَاسِيّ	diplomati	ADJ;NOM;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
دبلوماسية	diplomati	دِبلُومَاسِيّ	diplomati	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
الملائكة	änglar	مُلَائَكَة	ängel	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
الملائكة	angels	مُلَائَكَة	angel	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الزملاء	kollegor	زَمِيل	kollegor	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
الزملاء	kolleger	زَمِيل	kolleg	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
باك	buck	بَاكِي	buck		N;NOM;INDF;MASC+FEM;SG
السمات	attribut	سَمَة	attribut	N;NOM;DEF;PL	N;NOM;INDF;NEUT;PL
السمات	funktioner	سَمَة	funktion	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
كارثة	katastrofen	كَارِثَة	katastrofen	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
كارثة	katastrofer	كَارِثَة	katastrof	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
غواتيمالا	guatemala	غُوَاتِيمَالَا	guatemal		N;NOM;INDF;MASC+FEM;SG
مفاوضات	förhandling	مُفَاوَضَة	förhandling	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;SG
مفاوضات	förhandlingarna	مُفَاوَضَة	förhandling	N;NOM;INDF;PL	N;NOM;DEF;MASC+FEM;PL
مفاوضات	förhandling	مُفَاوَضَة	förhandling	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;SG
المحاسبة	räkenskaper	مُحَاسَبَة	räkenskap	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
المحاسبة	bokföring	مُحَاسَبَة	bokföring	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المحاسبة	redovisning	مُحَاسَبَة	redovisning	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الموحد	enhetlig	مُوَحَّد	enhetlig	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
الموحد	enhetligt	مُوَحَّد	enhetlig	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
الموحد	uniform	مُوَحَّد	uniform	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
الموحد	enhetliga	مُوَحَّد	enhetlig	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
يونانية	grek	يُونَانِيّ	grek	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
يونانية	grekiska	يُونَانِيّ	grekisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
عميقة	djup	عَمِيق	djup	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
عميقة	djupa	عَمِيق	djup	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
عميقة	deep	عَمِيق	deep	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
عميقة	djupt	عَمِيق	djup	ADJ;NOM;INDF;FEM;SG	ADV
الكريمة	grädde	كَرِيم	gräda	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الكريمة	kräm	كَرِيم	kräm	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الكريمة	cream	كَرِيم	cream	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
اجراء	åtgärder	إِجرَاء	åtgärd	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
اجراء	agerande	إِجرَاء	agerande	N;NOM;INDF;SG	ADJ;NOM;PRS;V.PTCP
اجراء	förfarandet	إِجرَاء	förfarande	N;NOM;INDF;SG	N;NOM;DEF;NEUT;SG
البعثات	uppdrag	بَعثَة	uppdrag	N;NOM;DEF;PL	N;NOM;INDF;NEUT;SG
البعثات	beskickningar	بَعثَة	beskickning	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
دانييل	daniel	دَانِيِيل	daniel		PROPN;NOM
دانييل	danne	دَانِيِيل	dann		PROPN;NOM
فهرس	katalogen	فهرس	katalog	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
دوقية	hertigdömet	دَوقِيّ	hertigdöm		N;NOM;DEF;NEUT;SG
مارغريت	margaret	مارغريت	margar		N;NOM;DEF;NEUT;SG
مارغريت	margareta	مارغريت	margaret		N;NOM;DEF;NEUT;SG
دماء	blodet	دَم	blod	N;NOM;INDF;PL	N;NOM;DEF;NEUT;SG
دماء	blod	دَم	blod	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
دماء	blood	دَم	blood	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;SG
سوزان	susan	سُوزَان	susa		PROPN;NOM
عنبر	ward	عُنبُر	ward		PROPN;NOM
مماثل	identiska	مُمَاثِل	identisk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
مماثل	likartade	مُمَاثِل	likartad	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
مماثل	likartat	مُمَاثِل	likartad	ADJ;NOM;INDF;MASC;SG	ADV
مماثل	likartad	مُمَاثِل	likartad	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
المغني	singer	مَغَنِيّ	singa	N;NOM;DEF;SG	PROPN;NOM
المغني	sångare	مَغَنِيّ	sång	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المغني	sångerska	مَغَنِيّ	sångerska	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
كارولينا	carolina	كارولينا	carolin		N;NOM;INDF;MASC+FEM;SG
المحيطات	oceaner	مُحِيط	ocean	ADJ;NOM;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
المحيطات	haven	مُحِيط	hav	ADJ;NOM;DEF;FEM;PL	N;NOM;DEF;NEUT;PL
المحيطات	hav	مُحِيط	hav	ADJ;NOM;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
المحيطات	oceanen	مُحِيط	ocean	ADJ;NOM;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
المحيطات	havet	مُحِيط	hav	ADJ;NOM;DEF;FEM;PL	N;NOM;DEF;NEUT;SG
المحيطات	hav	مُحِيط	hav	ADJ;NOM;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
المحيطات	ocean	مُحِيط	ocean	ADJ;NOM;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ليالي	nätter	ليالي	natt		N;NOM;INDF;MASC+FEM;PL
ليالي	kvällar	ليالي	kväll		N;NOM;INDF;MASC+FEM;PL
اتفاقيات	konventionerna	اِتِّفَاقِيَّة	konvention	N;NOM;INDF;PL	N;NOM;DEF;MASC+FEM;PL
اتفاقيات	konvent	اِتِّفَاقِيَّة	konvent	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
المحاضرات	föreläsningar	مُحَاضِرَة	föreläsning	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
المحاضرات	föredrag	مُحَاضِرَة	föredrag	N;NOM;DEF;PL	N;NOM;INDF;NEUT;SG
نيبال	nepal	نيبال	nepal		PROPN;NOM
شريك	delägare	شَرِيك	delägare	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
المفاتيح	keys	مُفَاتِيح	key	N;NOM;DEF;PL	PROPN;NOM
المفاتيح	nycklar	مُفَاتِيح	nyckla	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
المفاتيح	tangenter	مُفَاتِيح	tangent	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
عنيفة	våldsamma	عَنِيف	våldsam	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
المحسن	förbättrade	المحسن	förbättrad		ADJ;NOM;PL;PST;V.PTCP
المحسن	förbättrat	المحسن	förbättrad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
المحسن	förbättrad	المحسن	förbättrad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ابي	farsan	ابي	farsan		N;NOM;INDF;MASC+FEM;SG
ابي	pappa	ابي	pappa		N;NOM;INDF;MASC+FEM;SG
مستشفيات	sjukhusen	مُستَشفَى	sjukhus	N;NOM;INDF;PL	N;NOM;DEF;NEUT;PL
مستشفيات	sjukhus	مُستَشفَى	sjukhus	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
واليابان	japan	واليابان	japa		PROPN;NOM
هاي	hai	هاي	hai		N;NOM;INDF;NEUT;SG
هاي	tjena	هاي	tjena		V;IMP;FIN;ACT
هاي	hej	هاي	hej		N;NOM;INDF;MASC+FEM;SG
هاي	hö	هاي	hö		N;NOM;INDF;MASC+FEM;SG
حلت	lösta	حَلّ	lösta	V;PFV;FEM;SG;3;ACT	ADJ;NOM;PL;PST;V.PTCP
حلت	löst	حَلّ	lösa	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
السادة	gentlemen	سَيِّد	gentlem	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;SG
السادة	gentlemän	سَيِّد	gentleman	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
السادة	herrar	سَيِّد	herre	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
نظمت	iscensatt	نَظَّم	iscensatt	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
فورت	fort	فورت	fort		N;NOM;INDF;NEUT;SG
رايت	sett	رَاي	se		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
رايت	sedd	رَاي	sedd		ADJ;NOM;INDF;MASC+FEM;SG
رايت	sedda	رَاي	sedda		ADJ;NOM;PL;PST;V.PTCP
رايت	såg	رَاي	se		V;IMP;FIN;ACT
السوريين	syrier	سُورِيّ	syrie	ADJ;NOM;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
استفتاء	folkomröstningen	اِستِفتَاء	folkomröstning	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
بروكسل	bryssel	برُوكسِل	bryssel		PROPN;NOM
مشروعات	projekt	مَشرُوع	projekt	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
البصر	syn	بَصر	syn	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
البصر	sikte	بَصر	sikte	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
صوفي	sophie	صُوفِي	sophie		PROPN;NOM
