של	shel	של	shel	PART;GEN	
אדם	ljudski	אדם	ljudski	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
כלל	pravilo	כלל	pravilo	ADV	N;NOM;NEUT;SG
דבר	pričaj	דבר	pričaj	N;MASC;SG	V;IMP;SG;2;FIN
דבר	govori	דבר	govoriti	N;MASC;SG	V;IND;SG;3;PRS;FIN
אחרים	drugi	אחר	drugi	ADJ;MASC;PL	ADJ;NOM;MASC;SG
אחרים	drugo	אחר	drugi	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרים	druga	אחר	drugi	ADJ;MASC;PL	ADJ;NOM;FEM;SG
אחרים	drugi	אחר	drugi	ADJ;MASC;PL	ADJ;NOM;MASC;SG
לה	joj	ל	on		PRO;DAT;FEM;SG;3
לה	nju	ל	on		PRO;ACC;FEM;SG;3
אחרי	poslije	אחרי	poslije	ADP	ADV
אולם	međutim	אולם	međutim	CONJ	ADV
יום	dana	יום	dan	N;MASC;SG	N;GEN;MASC;PL
אלה	ovi	אלה	ovaj	PRO;MASC;PL;3	DET;NOM;MASC;PL
אלה	ove	אלה	ovaj	PRO;MASC;PL;3	DET;GEN;FEM;SG
אלה	ella	אלה	elle	PRO;MASC;PL;3	N;NOM;FEM;SG
אלה	božica	אלה	božica	PRO;MASC;PL;3	N;NOM;FEM;SG
אלה	boginja	אלה	boginjati	PRO;MASC;PL;3	N;NOM;FEM;SG
כבר	vec	כבר	vec	ADV	PROPN;NOM;MASC;SG
ירושלים	jeruzalem	ירושלים	jeruzalem	PROPN	N;NOM;MASC;SG
ירושלים	jeruzalemu	ירושלים	jeruzalem	PROPN	N;DAT;MASC;SG
המדינה	stanje	המדין	stanje	V;FEM;SG;3;PST;ACT	N;NOM;NEUT;SG
המדינה	država	המדין	država	V;FEM;SG;3;PST;ACT	N;NOM;FEM;SG
המדינה	stanja	המדין	stanje	V;FEM;SG;3;PST;ACT	N;NOM;NEUT;PL
המדינה	stanju	המדין	stanje	V;FEM;SG;3;PST;ACT	N;DAT;NEUT;SG
יהודים	židovski	יהודי	židovski	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
יהודים	židov	יהודי	židov	N;MASC;PL	N;NOM;MASC;SG
רבות	mnoge	רב	mnogi	N;FEM;PL	ADJ;NOM;DEF;FEM;PL
רבות	mnogi	רב	mnogi	N;FEM;PL	ADJ;NOM;DEF;MASC;PL
כמה	neke	כמה	neki	DET;PSSD	PRO;NOM;FEM;PL
כמה	neki	כמה	neki	DET;PSSD	PRO;NOM;MASC;PL
מטר	noge	מטר	nog	PROPN	N;NOM;FEM;PL
מטר	stopala	מטר	stopati	PROPN	N;NOM;NEUT;PL
מטר	metar	מטר	metar	PROPN	N;NOM;MASC;SG
מטר	metara	מטר	metar	PROPN	N;GEN;MASC;PL
מטר	metar	מטר	metar	PROPN	N;NOM;MASC;SG
דרך	via	דרך	via		PROPN;NOM;MASC;SG
דרך	putem	דרך	put		N;INS;MASC;SG
דרך	kroz	דרך	kroz		ADP;ACC
דרך	put	דרך	put		N;NOM;MASC;SG
דרך	način	דרך	način		N;NOM;MASC;SG
דרך	way	דרך	way		ADP
דרך	nacin	דרך	nacin		N;NOM;MASC;SG
יכול	može	None	moći	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
יכול	mogu	None	moći	V;MASC;SG;V.PTCP	V;IND;PL;3;PRS;FIN
יכול	moze	None	moza	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
באמצעות	via	באמצעות	via	ADP	PROPN;NOM;MASC;SG
באמצעות	putem	באמצעות	put	ADP	N;INS;MASC;SG
בעלי	mužu	בעל	muž	N;PSSD;MASC;PL	N;DAT;MASC;SG
בעלי	muž	בעל	muž	N;PSSD;MASC;PL	N;NOM;MASC;SG
בעלי	suprug	בעל	suprug	N;PSSD;MASC;PL	N;NOM;MASC;SG
בשל	zrela	בשל	zrela	ADP	ADJ;NOM;DEF;FEM;SG
בשל	zreli	בשל	zreti	ADP	ADJ;NOM;DEF;MASC;PL
בשל	zrele	בשל	zrela	ADP	N;NOM;FEM;PL
פרס	nagradu	פרס	nagrada	PROPN	N;ACC;FEM;SG
פרס	nagrada	פרס	nagrada	PROPN	N;NOM;FEM;SG
פרס	nagradi	פרס	nagrada	PROPN	N;DAT;FEM;SG
פרס	nagrada	פרס	nagrada	PROPN	N;NOM;FEM;SG
פרס	nagrada	פרס	nagrada	PROPN	N;NOM;FEM;SG
ראו	rao	ראה	rao	V;PL;3;PST;ACT	PROPN;NOM;MASC;SG
דוד	dodd	דוד	dodd	PROPN	PROPN;NOM;MASC;SG
דוד	tetak	דוד	tetak	PROPN	N;NOM;MASC;SG
דוד	ujak	דוד	ujak	PROPN	N;NOM;MASC;SG
דוד	david	דוד	david	PROPN	N;NOM;MASC;SG
שלה	njeno	של	njen		DET;NOM;NEUT;SG;3
שלה	njezin	של	njezin		DET;NOM;MASC;SG;3
שלה	njen	של	njen		DET;NOM;MASC;SG;3
שלה	njena	של	njen		DET;NOM;FEM;SG;3
שלה	joj	של	on		PRO;DAT;FEM;SG;3
שלה	nju	של	on		PRO;ACC;FEM;SG;3
בנוסף	plus	בנוסף	plus	ADV	N;NOM;MASC;SG
תמונה	foto	תמונה	foto	N;FEM;SG	
כתב	napisala	כתב	napisati	N;MASC;SG	V;FEM;SG;PST;V.PTCP;ACT
כתב	pisao	כתב	pisati	N;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
כתב	napisao	כתב	napisati	N;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
הקבוצה	grupa	הקבוצה	grupa	PROPN	N;NOM;FEM;SG
הערך	vrijednost	הערך	vrijednost		N;NOM;FEM;SG
הערך	vrijednosti	הערך	vrijednost		N;NOM;FEM;PL
רבי	rabina	רבי	rabina	PROPN	N;ANIM;ACC;MASC;SG
רבי	rabin	רבי	rabin	PROPN	N;NOM;MASC;SG
מי	tko	מי	tko	ADV	PRO;NOM;MASC
מי	ko	מי	ko	ADV	
מי	koji	מי	koji	ADV	DET;NOM;MASC;SG
מי	koja	מי	koji	ADV	DET;NOM;FEM;SG
למרות	iako	למרות	iako	ADP	CONJ
למרות	iako	למרות	iako	ADP	CONJ
אחרות	drugi	אחר	drugi	ADJ;FEM;PL	ADJ;NOM;MASC;SG
אותם	im	None	oni	PRO;ACC;MASC;PL;3	PRO;DAT;PL;3
המלחמה	rat	המלחם	rat	PROPN	N;NOM;MASC;SG
המלחמה	rata	המלחם	rat	PROPN	N;GEN;MASC;SG
שונות	drukčije	שונה	drukčije	ADJ;FEM;PL	ADV
שונות	drugačiji	שונה	drugačiji	ADJ;FEM;PL	ADJ;NOM;DEF;MASC;SG
שונות	drugačija	שונה	drugačiji	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;SG
שונות	drugačije	שונה	drugačije	ADJ;FEM;PL	ADV
שונות	razno	שונה	razni	ADJ;FEM;PL	ADV
הארץ	zemlja	הארץ	zemlja		N;NOM;FEM;SG
תאריך	spoj	תאריך	spoj	PROPN	N;NOM;MASC;SG
תאריך	datum	תאריך	datum	PROPN	N;NOM;MASC;SG
עבר	preselio	עבר	preseliti	N;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
עבר	prošao	עבר	proći	N;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
עבר	položio	עבר	položiti	N;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
אפשר	omogući	אפשר	omoguć	V	V;IND;SG;3;PRS;FIN
אפשר	dozvoli	אפשר	dozvoliti	V	V;IND;SG;3;PRS;FIN
אפשר	dopusti	אפשר	dopusti	V	V;IND;SG;3;PRS;FIN
אפשר	dopustite	אפשר	dopustiti	V	V;IMP;PL;2;FIN
נוסף	dodao	None	dodati	ADP	V;MASC;SG;PST;V.PTCP;ACT
נוסף	dodali	None	dodati	ADP	V;MASC;PL;PST;V.PTCP;ACT
מרכז	središnje	מרכז	središnji	N;MASC;SG	ADJ;NOM;DEF;FEM;PL
מרכז	centralno	מרכז	centralan	N;MASC;SG	ADJ;NOM;DEF;NEUT;SG
מרכז	središnja	מרכז	središnji	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
מרכז	središnji	מרכז	središnji	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
שימוש	koristeći	שימוש	koristiti	N;MASC;SG	ADV;RL
שימוש	koristi	שימוש	koristiti	N;MASC;SG	V;IND;SG;3;PRS;FIN
שימוש	iskoristi	שימוש	iskoristiti	N;MASC;SG	V;IND;SG;3;PRS;FIN
שימוש	upotrijebi	שימוש	upotrijebiti	N;MASC;SG	V;IND;SG;3;PRS;FIN
שיש	mramor	שיש	mramor		N;NOM;MASC;SG
רוב	najviše	רוב	mnogo	N;MASC;SG	ADV;RL
רוב	najvise	רוב	mnogo	N;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
רוב	robe	רוב	roba	N;MASC;SG	N;NOM;FEM;PL
רוב	većinski	רוב	većinski	N;MASC;SG	ADV
כולל	uključuje	כלל	uključivati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כולל	uključujući	כלל	uključivati	V;MASC;SG;V.PTCP;ACT	ADV;RL
כולל	uključeno	כלל	uključiti	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
כולל	uključen	כלל	uključiti	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG;V.PTCP
גדול	velike	גדול	velik	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;PL
גדול	super	גדול	super	ADJ;MASC;SG	ADV
ישראלים	izraelski	ישראלי	izraelski	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
ישראלים	izraelska	ישראלי	izraelski	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
יהודי	židovski	יהודי	židovski	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
יהודי	židove	יהודי	žid	N;MASC;SG	N;ACC;MASC;PL
סוג	ljubazno	סוג	ljubazan	N;MASC;SG	ADV
ראשון	nedjelja	ראשון	nedjelja	PROPN	N;NOM;FEM;SG
ראשון	nedelja	ראשון	nedelja	PROPN	N;NOM;FEM;SG
ראשון	prvo	ראשון	prvo	PROPN	ADV
ראשון	prvi	ראשון	prvi	PROPN	ADJ;NOM;MASC;SG
מידע	podaci	מידע	podatak	N;MASC;SG	N;NOM;MASC;PL
מידע	informacije	מידע	informacija	N;MASC;SG	N;NOM;FEM;PL
מידע	podaci	מידע	podatak	N;MASC;SG	N;NOM;MASC;PL
מידע	informacije	מידע	informacija	N;MASC;SG	N;NOM;FEM;PL
מידע	podaci	מידע	podatak	N;MASC;SG	N;NOM;MASC;PL
ערכים	unosi	ערך	unositi	N;MASC;PL	V;IND;SG;3;PRS;FIN
ערכים	unose	ערך	unositi	N;MASC;PL	V;IND;PL;3;PRS;FIN
קובץ	datoteka	קובץ	datoteka	PROPN	N;NOM;FEM;SG
צריך	treba	צריך	trebati	V;MASC;SG	V;IND;SG;3;PRS;FIN
צריך	potreban	צריך	potreban	V;MASC;SG	ADJ;NOM;INDF;MASC;SG
צריך	potrebna	צריך	potreban	V;MASC;SG	ADJ;NOM;DEF;FEM;SG
צריך	potrebno	צריך	potreban	V;MASC;SG	ADJ;NOM;DEF;NEUT;SG
צריך	trebam	צריך	trebati	V;MASC;SG	V;IND;SG;1;PRS;FIN
ויקיפדיה	wikipedia	ויקיפדיה	wikipedia	PROPN	N;NOM;MASC;SG
בת	kćeri	בת	kći	N;FEM;SG	N;NOM;FEM;PL
בת	bet	בת	bet	N;FEM;SG	PROPN;NOM;MASC;SG
השם	naziv	השם	naziv		N;NOM;MASC;SG
השם	ime	השם	ime		N;NOM;NEUT;SG
בתוך	iznutra	בתוך	iznutra	ADP	ADV
בתוך	unutra	בתוך	unutra	ADP	ADV
האדם	osobi	האדם	osoba		N;DAT;FEM;SG
האדם	osoba	האדם	osoba		N;NOM;FEM;SG
האדם	osobe	האדם	osoba		N;NOM;FEM;PL
כאן	evo	כאן	evo	ADV	
מול	mol	מול	mol	ADP	N;NOM;MASC;SG
שלהם	njihova	של	njihov		DET;NOM;FEM;SG;3
שלהם	njihovo	של	njihov		DET;NOM;NEUT;SG;3
שלהם	njihov	של	njihov		DET;NOM;MASC;SG;3
שלהם	njihova	של	njihov		DET;NOM;FEM;SG;3
שלהם	njihov	של	njihov		DET;NOM;MASC;SG;3
וגם	također	וגם	također		ADV
וגם	takođe	וגם	takođa		ADV
הים	morem	הים	more		N;INS;NEUT;SG
הים	moru	הים	more		N;DAT;NEUT;SG
הים	more	הים	more		N;NOM;NEUT;SG
השיר	pjesma	השיר	pjesma	ADV	N;NOM;FEM;SG
השיר	pesma	השיר	pesma	ADV	N;NOM;FEM;SG
בזמן	dok	בזמן	dok	PROPN	CONJ
השלישי	iii	השליש	iii	PROPN	ADJ
השלישי	treći	השליש	treći	PROPN	ADJ;NOM;MASC;SG
השלישי	treća	השליש	treći	PROPN	ADJ;NOM;FEM;SG
השלישי	treće	השליש	treći	PROPN	ADJ;NOM;NEUT;SG
משה	mojsije	משה	mojsija	PROPN	N;NOM;MASC;SG
משה	moses	משה	moses	PROPN	PROPN;NOM;MASC;SG
משה	moshe	משה	mosha	PROPN	N;NOM;MASC;PL
גרמניה	njemački	גרמניה	njemački	PROPN	ADJ;NOM;DEF;MASC;SG
גרמניה	nijemac	גרמניה	nijemac	PROPN	N;NOM;MASC;SG
גרמניה	njemacki	גרמניה	njemacki	PROPN	ADJ;NOM;DEF;MASC;SG
גרמניה	njemačka	גרמניה	njemački	PROPN	ADJ;NOM;DEF;FEM;SG
גרמניה	njemačkoj	גרמניה	njemački	PROPN	ADJ;DAT;DEF;FEM;SG
יורק	york	יורק	york	PROPN	PROPN;NOM;MASC;SG
הממשלה	vlada	הממשלה	vlada	PROPN	N;NOM;FEM;SG
הממשלה	vlade	הממשלה	vlada	PROPN	N;NOM;FEM;PL
חיל	korpus	חיל	korpus	PROPN	N;NOM;MASC;SG
חיל	korpusa	חיל	korpus	PROPN	N;GEN;MASC;SG
חיל	corps	חיל	corps	PROPN	ADP
יהודה	yehuda	יהודה	yehuda	PROPN	PROPN;NOM;MASC;SG
יהודה	juda	יהודה	jud	PROPN	N;NOM;MASC;SG
יהודה	judo	יהודה	judo	PROPN	N;NOM;MASC;SG
יהודה	juda	יהודה	jud	PROPN	N;NOM;MASC;SG
ארץ	land	ארץ	land	N;FEM;SG	ADP
צרפת	francuska	צרפת	francuski	PROPN	ADJ;NOM;DEF;FEM;SG
צרפת	france	צרפת	franca	PROPN	ADP
הרבה	mnoge	הרבה	mnogi	ADV	ADJ;NOM;DEF;FEM;PL
הרבה	mnogi	הרבה	mnogi	ADV	ADJ;NOM;DEF;MASC;PL
נמצא	pronađeno	נמצא	pronaći	V;MASC;SG;V.PTCP;MID	ADJ;NOM;NEUT;SG;V.PTCP;PASS
נמצא	našao	נמצא	naći	V;MASC;SG;V.PTCP;MID	V;MASC;SG;PST;V.PTCP;ACT
נמצא	pronađen	נמצא	pronaći	V;MASC;SG;V.PTCP;MID	ADJ;NOM;MASC;SG;V.PTCP;PASS
נמצא	pronađeni	נמצא	pronaći	V;MASC;SG;V.PTCP;MID	ADJ;NOM;DEF;MASC;PL;V.PTCP
נמצא	pronađena	נמצא	pronaći	V;MASC;SG;V.PTCP;MID	ADJ;NOM;DEF;FEM;SG;V.PTCP
טוב	dobro	טוב	dobro	ADJ;MASC;SG	ADV
אי	ostrvo	אי	ostrvo	ADV	N;NOM;NEUT;SG
אי	island	אי	island	ADV	N;NOM;MASC;SG
אי	otok	אי	otok	ADV	N;NOM;MASC;SG
ילדים	djeco	ילד	djeco	N;MASC;PL	V;IMP;PL;2;FIN
הגיע	stigli	הגיע	stići	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP;ACT
אירופה	europe	אירופה	europa	PROPN	N;NOM;FEM;SG
אירופה	evropa	אירופה	evropa	PROPN	N;NOM;FEM;SG
אירופה	europa	אירופה	europa	PROPN	N;NOM;FEM;SG
אירופה	evropa	אירופה	evropa	PROPN	N;NOM;FEM;SG
אירופה	europa	אירופה	europa	PROPN	N;NOM;FEM;SG
אירופה	europski	אירופה	europski	PROPN	ADJ;NOM;DEF;MASC;SG
אירופה	europska	אירופה	europski	PROPN	ADJ;NOM;FEM;SG
אירופה	europske	אירופה	europski	PROPN	ADJ;NOM;DEF;FEM;PL
אירופה	europsko	אירופה	europski	PROPN	ADJ;NOM;NEUT;SG
המלך	kralju	המלך	kralj		N;DAT;MASC;SG
המלך	kralj	המלך	kralj		N;NOM;MASC;SG
המלך	king	המלך	king		ADP
מיליון	milijun	מיליון	milijun	NUM;MASC;SG	N;NOM;MASC;SG
יצחק	isaac	יצחק	isaac	PROPN	N;NOM;MASC;SG
יצחק	yitzhak	יצחק	yitzhak	PROPN	PROPN;NOM;MASC;SG
האלבום	album	האלבום	album	PROPN	N;NOM;MASC;SG
יוסף	josipe	יוסף	josip	PROPN	N;NOM;MASC;SG
יוסף	joseph	יוסף	joseph	PROPN	N;NOM;MASC;SG
יוסף	josipa	יוסף	josip	PROPN	N;ACC;MASC;SG
