din	vom	din	vom	ADP;ACC	
grup	konzern	grup	konzern	N;INDF;MASC;SG	
grup	gruppen	grup	grappen	N;INDF;MASC;SG	N;NOM;FEM;PL
locul	ort	loc	ort	N;DEF;MASC;SG	N;NOM;MASC;SG
locul	stelle	loc	stellen	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
locul	platz	loc	platz	N;DEF;MASC;SG	ADV
oraș	stadt	oraș	staden	N;INDF;MASC;SG	
oraș	ortschaft	oraș	ortschaft	N;INDF;MASC;SG	ADJ
oraș	stadt	oraș	staden	N;INDF;MASC;SG	
pot	kann	putea	können	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pot	können	putea	können	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
pot	can	putea	can	V;IND;PL;3;PRS;FIN	
pot	kannst	putea	können	V;IND;PL;3;PRS;FIN	V;IND;SG;2;PRS;FIN
camp	lager	camp	lager	N;INDF;MASC;SG	ADJ
camp	ferienlager	camp	ferienlager	N;INDF;MASC;SG	ADJ
camp	camp	camp	camp	N;INDF;MASC;SG	
camp	campingplatz	camp	campingplatz	N;INDF;MASC;SG	
camp	campingplätze	camp	campingplatz	N;INDF;MASC;SG	
germania	deutschland	germania	deutschland	PROPN	PROPN;NOM
face	make	face	maken	V;IND;SG;3;PRS;FIN	PROPN
satul	dorf	sat	dorf	N;DEF;MASC;SG	N;NOM;NEUT;SG
satul	feriendorf	sat	feriendorf	N;DEF;MASC;SG	
satul	ortschaft	sat	ortschaft	N;DEF;MASC;SG	ADJ
național	nationale	național	national	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
note	notizen	notă	notiz	N;INDF;FEM;PL	V;NFIN
note	anmerkungen	notă	anmerkingen	N;INDF;FEM;PL	V;NFIN
note	bemerkungen	notă	bemerkungen	N;INDF;FEM;PL	V;NFIN
perioada	zeit	perioadă	zeit	N;DEF;FEM;SG	ADJ
perioada	zeitraum	perioadă	zeitraum	N;DEF;FEM;SG	ADV
perioada	zeitabschnitt	perioadă	zeitabschnitten	N;DEF;FEM;SG	ADJ
minoritate	minderheiten	minoritate	minderheit	N;INDF;FEM;SG	N;NOM;PL
minoritate	minderheit	minoritate	minderheit	N;INDF;FEM;SG	
ucraineană	ukrainischen	ucrainean	ukrainisch	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
ucraineană	ukrainische	ucrainean	ukrainisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
cadrul	rahmenprogramm	cadru	rahmenprogramm	N;DEF;MASC;SG	ADJ
cadrul	rahmen	cadru	rahmen	N;DEF;MASC;SG	V;NFIN
cadrul	rahmenbedingungen	cadru	rahmenbedingung	N;DEF;MASC;SG	V;PL
cadrul	rahmens	cadru	rahmens	N;DEF;MASC;SG	N;NOM;PL
cadrul	framework	cadru	framework	N;DEF;MASC;SG	PROPN
general	allgemeine	general	allgemein	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
peste	vorbei	peste	vorbei	ADP;ACC	ADV
română	rumänische	român	rumänisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
început	begonnen	început	beginnen	N;INDF;MASC;SG	V;V.PTCP
început	angefangen	început	anfangen	N;INDF;MASC;SG	V;V.PTCP
început	begann	început	beginnen	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
început	gestartet	început	starten	N;INDF;MASC;SG	V;V.PTCP
început	beginnend	început	beginnend	N;INDF;MASC;SG	ADJ
început	beginn	început	beginnen	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
iii	ill	trei	ill	NUM;SG	
iii	iii	trei	iii	NUM;SG	PROPN
duce	herzog	duce	herziehen	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
duce	großherzog	duce	großherzig	V;IND;SG;3;PRS;FIN	PROPN;SG
duce	duke	duce	duke	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
duce	duce	duce	duce	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
român	rumänische	român	rumänisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
provincia	bundesland	provincie	bundesland	N;DEF;FEM;SG	
provincia	provinz	provincie	provinz	N;DEF;FEM;SG	
existând	vorhandenen	exista	vorhanden	V;V.MSDR	ADJ;PL
existând	bestehenden	exista	bestehend	V;V.MSDR	ADJ
existând	vorhandene	exista	vorhanden	V;V.MSDR	ADJ;NOM;FEM;PL
existând	bestehende	exista	bestehend	V;V.MSDR	ADJ;NOM;FEM;PL
vedere	aussicht	vedere	aussechen	N;INDF;FEM;SG	PROPN
vedere	anzeigen	vedere	anzeigen	N;INDF;FEM;SG	V;NFIN
vedere	blick	vedere	blick	N;INDF;FEM;SG	ADV
wikipedia	wikipedia	wikipedia	wikipedia	N;DEF;FEM;SG	
specie	tierarten	specie	tierarten	N;INDF;FEM;SG	V;NFIN
specie	arten	specie	arten	N;INDF;FEM;SG	N;PL
specie	tierart	specie	tierart	N;INDF;FEM;SG	ADJ
specie	spezies	specie	spezies	N;INDF;FEM;SG	
specie	gattung	specie	gattung	N;INDF;FEM;SG	ADJ
punct	punkt	punct	punken	N;INDF;MASC;SG	
punct	dot	punct	dot	N;INDF;MASC;SG	
punct	punkt	punct	punken	N;INDF;MASC;SG	
punct	point	punct	poinen	N;INDF;MASC;SG	
stat	bundesland	stat	bundesland	N;INDF;MASC;SG	
stat	zustand	stat	zustand	N;INDF;MASC;SG	
stat	mitgliedstaat	stat	mitgliedstaat	N;INDF;MASC;SG	ADJ
stat	bundesstaat	stat	bundesstaat	N;INDF;MASC;SG	ADJ
unite	united	unit	united	ADJ;INDF;FEM;PL	
unite	vereinigtes	unit	vereinigt	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
moldova	moldau	moldova	moldau	PROPN	
moldova	moldawien	moldova	moldawien	PROPN	PROPN
file	tabs	filă	tabs	N;INDF;FEM;PL	
file	karteikarte	filă	karteikart	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
atunci	anschließend	atunci	anschließend	ADV	ADJ
aceste	diesen	acest	dies	DET;FEM;PL;3	PRO;ACC;MASC;SG
aceste	diese	acest	dies	DET;FEM;PL;3	PRO;NOM;FEM;SG
secolul	jahrhundert	secol	jahrhundert	N;DEF;MASC;SG	ADJ
secolul	century	secol	century	N;DEF;MASC;SG	PROPN
secolul	jahrhunderts	secol	jahrhundert	N;DEF;MASC;SG	ADV
una	einen	unul	ein	PRO;FEM;SG;3	PRO;ACC;INDF;MASC;SG
una	eins	unul	ein	PRO;FEM;SG;3	
una	einer	unul	ein	PRO;FEM;SG;3	PRO;NOM;INDF;MASC;SG
una	eine	unul	ein	PRO;FEM;SG;3	DET;NOM;INDF;FEM;SG
una	ein	unul	ein	PRO;FEM;SG;3	ADV
aceasta	dieser	acesta	dies	PRO;FEM;SG;3	PRO;NOM;MASC;SG
aceasta	diese	acesta	dies	PRO;FEM;SG;3	PRO;NOM;FEM;SG
aceasta	das	acesta	der	PRO;FEM;SG;3	PRO;NOM;NEUT;SG
life	leben	life	leben		V;NFIN
life	life	life	life		PROPN
life	lebens	life	lebens		N;NOM;PL
reședință	wohnsitz	reședință	wohnsitz	N;INDF;FEM;SG	ADJ
reședință	residenz	reședință	residenz	N;INDF;FEM;SG	
reședință	residence	reședință	residence	N;INDF;FEM;SG	
reședință	wohnort	reședință	wohnoren	N;INDF;FEM;SG	ADJ
reședință	aufenthalt	reședință	aufenthalt	N;INDF;FEM;SG	ADJ
orașul	stadt	oraș	staden	N;DEF;MASC;SG	
tot	alle	tot	alle	PRO;MASC;SG;3	PRO;NOM;INDF;PL
tot	alles	tot	alle	PRO;MASC;SG;3	PRO;NOM;INDF;NEUT;SG
tot	all	tot	all	PRO;MASC;SG;3	ADV
tot	noch	tot	noch	PRO;MASC;SG;3	ADV
tot	still	tot	still	PRO;MASC;SG;3	ADJ
