மற்றும்	ja
ஒன்று	yks
ஒன்று	yksi
ஒன்று	yhden
ஒன்று	one
ஐக்கிய	yhdistyneiden
ஐக்கிய	yhdistynyt
ஐக்கிய	yhdistyneet
ஐக்கிய	united
ஐக்கிய	yhtenäinen
புதிய	uudet
புதிய	uusi
புதிய	uutta
புதிய	uusia
புதிய	tuore
புதிய	tuoreet
புதிய	tuoretta
அவரது	hänen
அவரது	hänen
மொத்தம்	yhteensä
இவை	nämä
இவை	näitä
சிறந்த	hienoa
சிறந்த	paras
சிறந்த	parhaat
சிறந்த	parhaiten
சிறந்த	best
சிறந்த	parasta
சிறந்த	erinomainen
அரசு	valtio
அரசு	hallitus
அரசு	hallituksen
வசதிகள்	tilat
இந்தியா	intian
இந்தியா	intia
இந்தியா	intiaan
பெரிய	hienoa
பெரிய	iso
பெரிய	isot
பெரிய	suuri
பெரிய	suuret
பெரிய	suuria
பெரிய	iso
பெரிய	suuri
ஊரக	maaseudun
ஊரக	maaseutu
நாள்	päivä
நாள்	päivän
பிறப்பு	syntynyt
பிறப்பு	syntyneet
பிறப்பு	syntyi
பிறப்பு	synnytys
பிறப்பு	synty
பிறப்பு	syntymä
பிறப்பு	luukku
இருந்தது	oli
இருந்தது	oliko
முக்கிய	main
முக்கிய	pääasialliset
முக்கிய	pääasiallinen
முக்கிய	tärkein
முக்கிய	tärkeimmät
முக்கிய	tärkeä
முக்கிய	tärkeää
முக்கிய	tärkeät
முக்கிய	tärkeitä
பல்வேறு	lajikkeen
இருந்த	olivat
இருந்த	olivatko
திரைப்படங்கள்	elokuvista
திரைப்படங்கள்	elokuvat
திரைப்படங்கள்	elokuvissa
திரைப்படங்கள்	elokuvia
பிற	muu
பிற	muut
அவர்கள்	ne
அவர்கள்	he
மொழி	kieli
மொழி	kielet
முறை	menetelmä
முறை	menetelmän
முறை	toimenpide
முறை	menettelytapa
முறை	menettely
முறை	tila
கோயில்	temppeli
கோயில்	temple
விருது	palkintoa
விருது	palkinto
பொதுவாக	yleinen
பொதுவாக	yleiset
பொதுவாக	kenraali
பொதுவாக	yleistä
அக்டோபர்	lokakuussa
அக்டோபர்	lokakuun
அக்டோபர்	lokakuu
அக்டோபர்	mma
அக்டோபர்	lokakuu
செய்து	sitoutuneet
செய்து	sitoutunut
செய்து	sidotut
செய்து	sitoutui
தன்	hänen
தன்	heittää
தொடர்ந்து	säilytä
தொடர்ந்து	pidä
இரண்டாம்	toisena
இரண்டாம்	toiseksi
இரண்டாம்	toinen
இரண்டாம்	toissijainen
வரும்	tulee
வரும்	tulee
வரும்	tulossa
வரும்	tullaan
மே	touko
மே	toukokuu
மே	voi
மே	toukokuun
மே	toukokuuta
ஒவ்வொரு	jokainen
ஒவ்வொரு	jokainen
ஒவ்வொரு	kunkin
ஒவ்வொரு	kumpikin
ஒவ்வொரு	kukin
மட்டுமே	ainoastaan
மட்டுமே	vain
வரலாறு	historia
வரலாறு	historiaan
வரலாறு	historiaa
வரலாறு	historian
வரலாறு	historiasta
பகுதியில்	alue
நூல்கள்	kirjat
நூல்கள்	kirjoja
சேர்ந்த	kuuluminen
பின்	kiinnitä
பின்	pin
பின்	jälkeen
பின்	after
பின்	takaisin
பின்	selkä
பின்	taaksepäin
இல்லை	ei
நவம்பர்	marraskuuta
நவம்பர்	marraskuussa
நவம்பர்	marraskuu
அதிக	high
அதிக	korkea
அதிக	korkeat
அதிக	korkealla
காலத்தில்	jakso
காலத்தில்	ajanjakso
மிக	hyvin
மிக	erittäin
மீது	kiivaasti
நான்கு	nelonen
நான்கு	neljä
பிறகு	sitten
பிறகு	myöhemmin
பிறகு	myöhempi
பிறகு	jälkeen
பிறகு	after
அரசியல்	politiikan
அரசியல்	politiikka
அரசியல்	politiikkaa
அரசியல்	poliittinen
பகுதி	osittainen
பகுதி	osittaista
பகுதி	alue
பகுதி	alue
பகுதி	alueen
பகுதி	osa
பகுதி	osaa
பகுதி	osittain
பகுதி	segmentin
பற்றி	noin
ஆறு	kuusi
ஆறு	kuudes
ஆறு	joen
ஆறு	joki
மீண்டும்	uudestaan
மீண்டும்	uudelleen
மீண்டும்	taas
மீண்டும்	jälleen
இங்கிலாந்து	englanti
இங்கிலாந்து	englannin
இங்கிலாந்து	englannista
இங்கிலாந்து	englannissa
காலம்	kausi
காலம்	kauden
காலம்	jakso
காலம்	ajanjakso
காலம்	aika
காலம்	ajan
காலம்	aikaa
நிலை	asema
நிலை	kannan
நிலை	asento
நிலை	kanta
நிலை	sijainti
நிலை	osavaltio
நிலை	valtion
நிலை	valtio
நிலை	tason
நிலை	tasolla
நிலை	taso
ஒரே	sama
ஒரே	samoin
ஒரே	samaa
போர்	sodan
போர்	sotaa
போர்	sota
பொருள்	materiaali
பொருள்	aineisto
பொருள்	materiaalia
பொருள்	materiaalin
பொருள்	tuote
பொருள்	tuotteen
பொருள்	tuotetta
பொருள்	tuotteet
பொருள்	esine
பொருள்	kohde
பொருள்	synonyymit
பொருள்	aihe
பொருள்	kohde
அறிவியல்	tieteen
அறிவியல்	tiede
அறிவியல்	tiedettä
பேச்சு	puhe
பேச்சு	puhetta
பேச்சு	puheenvuoro
பேச்சு	puhua
பேச்சு	puhu
பேச்சு	puhetta
இதனால்	mukaan
இதனால்	mukana
இதனால்	with
இதனால்	kanssa
அனைத்து	kaikille
அனைத்து	kaikki
கல்வி	koulutus
ஏப்ரல்	huhtikuu
ஏப்ரல்	huhtikuuta
ஏப்ரல்	huhti
ஏப்ரல்	huhtikuu
ஏப்ரல்	huhtikuuta
ஏப்ரல்	huhtikuussa
ஏப்ரல்	huhtikuun
ஏப்ரல்	huhti
உலக	maailmassa
உலக	maailma
உலக	maailmaa
உலக	maailman
உலக	world
உலக	maailmaan
உலக	globaali
உலக	global
உலக	maailmanlaajuinen
உலக	maailmanlaajuiset
உலக	maailmanlaajuisen
கே	homoja
கே	homo
கே	gay
முடியும்	voi
கீழ்	down
கீழ்	alas
கீழ்	alaspäin
கீழ்	alemmas
கீழ்	alempi
கீழ்	alhaisempi
கீழ்	pienempi
கீழ்	alta
கீழ்	alle
கீழ்	alla
கீழ்	pohjaan
கீழ்	pohja
கீழ்	pohjaa
இடம்	paikassa
இடம்	paikka
இடம்	place
இடம்	sijainti
இடம்	tila
இடம்	avaruus
இடம்	tilaa
இடம்	space
செப்டம்பர்	syys
செப்டம்பர்	syyskuuta
செப்டம்பர்	syyskuu
பேர்	muut
பேர்	toiset
பேர்	muita
பெரும்	hienoa
நாடுகள்	maissa
நாடுகள்	maat
நாடுகள்	valtiot
நாடுகள்	maiden
தொகுதி	albumit
தொகுதி	järjestelmän
தொகுதி	systeemi
தொகுதி	järjestelmä
தொகுதி	system
தொகுதி	moduuli
கிழக்கு	itä
கிழக்கு	itään
கிழக்கு	itäinen
கிழக்கு	orient
கிழக்கு	itä
கிழக்கு	itäinen
அமைப்பு	asetukset
அமைப்பு	järjestelmän
அமைப்பு	systeemi
அமைப்பு	järjestelmä
அமைப்பு	system
அமைப்பு	asetus
அமைப்பு	asettaminen
அமைப்பு	järjestö
அமைப்பு	organisaatio
அமைப்பு	rakenne
அளவு	summa
அளவு	määrä
அளவு	määrä
அளவு	asteikko
அளவு	vaaka
அளவு	mittakaavassa
அளவு	koko
அளவு	kokoa
மற்ற	muu
மற்ற	muut
இந்து	hindu
இவற்றையும்	nämä
இவற்றையும்	näitä
தற்போது	nyt
பாடல்	biisi
பாடல்	song
பாடல்	laulua
பாடல்	laulu
பாடல்	kappale
உண்டு	saatavissa
உண்டு	käytettävissä
உண்டு	tarjolla
உண்டு	saatavilla
உண்டு	saatavana
வாழும்	asuminen
வாழும்	elävä
வாழும்	elää
வாழும்	eläminen
வாழும்	elävät
இருக்கிறது	saatavissa
இருக்கிறது	käytettävissä
இருக்கிறது	tarjolla
இருக்கிறது	saatavilla
இருக்கிறது	saatavana
நிறுவனம்	yritys
நிறுவனம்	yhtiö
நிறுவனம்	seura
நிறுவனம்	komppania
நிறுவனம்	työnantaja
நிறுவனம்	työnantajan
நிறுவனம்	järjestö
நிறுவனம்	organisaatio
நிறுவனம்	organisaation
நிறுவனம்	järjestö
நிறுவனம்	organisaatio
நபர்கள்	ihmiset
நபர்கள்	ihmisiä
நபர்கள்	henkilöt
காலனி	siirtokunta
மேற்கு	west
மேற்கு	lännessä
மேற்கு	läntinen
மேற்கு	länsi
மேற்கு	western
மேற்கு	läntinen
மேற்கு	länsi
தலைவர்	puhemies
தலைவர்	presidentti
தலைவர்	puheenjohtaja
தலைவர்	leader
தலைவர்	johtaja
முதலில்	ensin
முதலில்	ensimmäinen
முதலில்	eka
முதலில்	ensiksi
சார்ந்த	suhteellista
சார்ந்த	suhteellisesti
சார்ந்த	suhteellinen
சார்ந்த	sukulainen
சார்ந்த	riippuvuus
சார்ந்த	riippuvuuden
சார்ந்த	riippuvuutta
சார்ந்த	perustuva
சார்ந்த	perustuu
சார்ந்த	perustuvat
மேல்	huippu
மேல்	top
மேல்	huippua
மேல்	ylä
மேல்	suosituimmat
நாடு	maa
நாடு	valtio
நாடு	maata
நாடு	maan
மட்டும்	ainoastaan
மட்டும்	vain
அடிப்படையில்	periaatteessa
அடிப்படையில்	pohjimmiltaan
அடிப்படையில்	perusta
எண்	kreivi
எண்	laske
எண்	lukumäärä
எண்	numero
எண்	luku
குறிப்பிட்ட	totesi
குறிப்பிட்ட	täsmennetty
குறிப்பிட்ட	määritetyt
குறிப்பிட்ட	määritellyt
குறிப்பிட்ட	määritetty
குறிப்பிட்ட	määritelty
குறிப்பிட்ட	erityiset
குறிப்பிட்ட	erityinen
குறிப்பிட்ட	erityisiä
குறிப்பிட்ட	erityistä
செய்ய	make
செய்ய	tee
செய்ய	tehdä
சிறிய	pieni
சிறிய	pienet
சிறிய	pieni
சிறிய	pikku
சிறிய	vähä
வந்த	tuli
வந்த	tulis
வேறு	muu
வேறு	muut
மார்ச்	marssi
மார்ச்	maaliskuu
மார்ச்	maaliskuuta
மார்ச்	marssia
நிலையில்	ehto
நிலையில்	edellytys
நிலையில்	kunto
நிலையில்	vaihe
நிலையில்	näyttämö
நிலையில்	vaiheessa
நிலையில்	lava
பெண்	likka
பெண்	girl
பெண்	tyttö
பெண்	nainen
பெண்	naaras
பெண்	nainen
பெண்	naisten
வெற்றி	menestys
வெற்றி	menestystä
வெற்றி	onnistuminen
வெற்றி	voittaa
வெற்றி	voittaa
வெற்றி	voitto
வெற்றி	voitolla
வெற்றி	voittaminen
வெற்றி	voitin
வெற்றி	voitti
வெற்றி	voittanut
வெற்றி	voittoa
வெற்றி	voitto
வெற்றி	win
வெற்றி	voitto
வெற்றி	voita
வெற்றி	voittaa
இணைப்பு	yhteys
இணைப்பு	yhteyden
இணைப்பு	yhteys
இணைப்பு	linkistä
இணைப்பு	linkkiä
இணைப்பு	linkin
இணைப்பு	linkki
இணைப்பு	liite
இணைப்பு	lisäys
இணைப்பு	kiinnitys
திரைப்படம்	elokuvan
திரைப்படம்	elokuva
திரைப்படம்	leffa
திரைப்படம்	elokuva
திரைப்படம்	kalvo
திரைப்படம்	filmi
வகை	kategoria
வகை	luokan
வகை	luokka
வகை	tyyppi
வகை	kirjoita
வகை	tila
ஐந்து	viisi
அதே	sama
அதே	samoin
அதே	samaa
சிறப்பு	esitelty
சிறப்பு	esillä
சிறப்பு	suositeltu
சிறப்பு	erityiset
சிறப்பு	erityinen
சிறப்பு	erityistä
சிறப்பு	special
சிறப்பு	erikoinen
சுமார்	noin
கட்டுரைகள்	artikkelit
கட்டுரைகள்	artikkeleita
கட்டுரைகள்	artiklat
படி	luettu
படி	lukea
படி	lue
படி	vaihe
படி	askel
படி	astu
மனித	ihmisen
மனித	ihminen
மனித	inhimillinen
பெரும்பாலும்	lähes
பெரும்பாலும்	melkein
பெரும்பாலும்	usein
பெரும்பாலும்	lähinnä
பெரும்பாலும்	enimmäkseen
பெரும்பாலும்	useimmiten
பெரும்பாலும்	pääosin
பெரும்பாலும்	pääasiassa
கட்சி	osapuoli
கட்சி	juhla
கட்சி	puolue
கட்சி	juhlat
கட்சி	bileet
பொது	yleistä
பொது	yhteisen
பொது	yleiset
பொது	yleinen
பொது	julkinen
பொது	julkisen
பொது	julkiset
பொது	yleinen
பொது	yleiset
பொது	kenraali
பொது	yleistä
கல்லூரி	college
கல்லூரி	korkeakoulu
கல்லூரி	yliopisto
இசை	musiikkia
இசை	musiikin
இசை	music
இசை	musiikki
முறையில்	tila
நாட்டின்	maa
நாட்டின்	valtio
நாட்டின்	maata
நாட்டின்	maan
மில்லியன்	miljoona
மில்லியன்	miljoonaa
மில்லியன்	miljoonia
மில்லியன்	miljoonat
நகரம்	city
நகரம்	kaupunki
நகரம்	paikkakunta
எந்த	jonka
எந்த	joka
எந்த	jota
எந்த	johon
எந்த	jotka
எனப்படும்	kutsuttu
எனப்படும்	nimeltään
எனப்படும்	soitti
நீர்	vettä
நீர்	vesi
செய்யும்	tekemässä
செய்யும்	tekee
இணைந்து	liittyä
இணைந்து	liity
விக்கிப்பீடியா	wikipedia
சென்று	mennyt
சென்று	poissa
பார்க்க	nää
பார்க்க	katso
அணி	matriisi
அணி	tiimi
அணி	ryhmä
அணி	joukkue
அணி	team
எழுதிய	kirjoitettu
எழுதிய	kirjalliset
எழுதிய	kirjoitti
எழுதிய	kirjoitin
நிலையம்	metroasema
நிலையம்	rautatieasema
நிலையம்	asema
தொடர்பான	liittyvä
தொடர்பான	liittyvät
தொடர்பான	liittyy
மீட்டர்	mittarit
மீட்டர்	metriä
மீட்டர்	metri
மீட்டர்	mittari
இடத்தில்	paikassa
இடத்தில்	paikka
இடத்தில்	place
கோவில்	temppeli
கோவில்	temple
மாதம்	kuukaudessa
மாதம்	kuukausi
மாதம்	kuukauden
மாதம்	kuukautta
ஆய்வு	tutkimus
ஆய்வு	tutkimuksen
ஆய்வு	opiskelu
ஆய்வு	tutkimuksessa
ஆய்வு	opiskella
ஆய்வு	tutkimus
ஆய்வு	tutkimuksen
ஆய்வு	tutkimukset
வட	pohjoinen
வட	pohjoiseen
வட	pohjois
குறைந்த	vähäisempi
குறைந்த	pienempi
குறைந்த	pienimmät
குறைந்த	alhaisin
குறைந்த	alin
குறைந்த	matala
குறைந்த	matalalla
குறைந்த	vähä
குறைந்த	alhainen
குறைந்த	vähemmän
டிசம்பர்	joulukuu
டிசம்பர்	joulukuussa
டிசம்பர்	joulukuuta
டிசம்பர்	joulukuu
முன்	edessä
முன்	edestä
முன்	rintama
முன்	etu
முன்	pre
முன்	ennen
வாழ்க்கை	life
வாழ்க்கை	elämää
வாழ்க்கை	elämän
வாழ்க்கை	elämä
சனவரி	tammikuu
சனவரி	tammikuussa
சனவரி	tammikuun
சனவரி	tammikuuta
புனித	pyhä
புனித	pyhät
ஆகியவை	vis
இரண்டாவது	toisena
இரண்டாவது	toiseksi
இரண்டாவது	toinen
இரண்டாவது	toissijainen
ஆங்கிலம்	englanti
ஆங்கிலம்	englantia
ஆங்கிலம்	englanniksi
ஆங்கிலம்	englannin
அங்கு	tuolla
அங்கு	siellä
தொழில்	yritys
தொழில்	liiketoiminta
தொழில்	liike
தொழில்	liiketoiminnan
தொழில்	business
தொழில்	teollisuus
தொழில்	toimiala
தொழில்	teollisuuden
தொழில்	ammatti
பழைய	vanhat
பழைய	vanhoja
பழைய	vanha
பழைய	vanhaa
பழைய	vanhempia
பழைய	vanhempi
பழைய	vanhempaa
ஆண்டுகள்	vuotta
ஆண்டுகள்	vuodet
ஆண்டுகள்	vuosien
ஆண்டுகள்	vuosia
குறிப்பாக	erityisesti
குறிப்பாக	varsinkin
குறிப்பாக	etenkin
குறிப்பாக	nimenomaan
குறிப்பாக	nimenomaisesti
பார்க்கவும்	vierailun
பார்க்கவும்	vierailu
பார்க்கவும்	käymään
பார்க்கவும்	käy
பார்க்கவும்	käynti
பார்க்கவும்	kello
பார்க்கவும்	katso
துறை	osasto
துறை	satama
துறை	portti
துறை	satamat
கடல்	meren
கடல்	merijalkaväki
கடல்	sotilas
கடல்	meri
கடல்	meri
கடல்	valtameri
கடல்	ocean
போல	tykkää
போல	kuten
போல	kuin
இதற்கு	varten
சிறு	pieni
சிறு	pienet
சிறு	alaikäinen
சிறு	vähäinen
தென்	etelä
தென்	etelään
உயர்	high
உயர்	korkea
உயர்	korkeat
உயர்	korkealla
உயர்	deluxe
வடக்கு	pohjoinen
வடக்கு	pohjoiseen
வடக்கு	pohjois
ஆட்சி	kuningaskunta
ஆட்சி	valtakunta
ஆட்சி	sääntö
ஆட்சி	sääntöä
ஆட்சி	hallintoa
ஆட்சி	hallinto
ஆட்சி	hallinnointi
ஆட்சி	valtakausi
மக்களின்	ihmiset
மக்களின்	ihmisiä
மக்களின்	henkilöt
நோய்	sairaudesta
நோய்	sairaus
நோய்	tauti
நோய்	taudista
நோய்	sairaus
நோய்	taudit
தேர்தல்	vaali
தேர்தல்	vaalit
உற்பத்தி	tuotanto
உற்பத்தி	valmistus
ஆக	elokuu
வந்தது	saapuivat
வந்தது	saapuneet
வந்தது	saapui
வந்தது	saapunut
வந்தது	tuli
வந்தது	tulis
கலை	taide
கலை	taide
கலை	taidetta
தங்கள்	heidän
தங்கள்	niiden
சமூக	sosiaaliset
சமூக	sosiaalisen
சமூக	sosiaalinen
சமூக	yhteiskunnallinen
போல்	bol
போல்	tykkää
போல்	kuten
போல்	kuin
தர	laadukas
தர	laatu
தர	laatua
நூற்றாண்டு	vuosisadan
நூற்றாண்டு	vuosisata
அவருடைய	hänen
உலகின்	maailmojen
உலகின்	maailmoja
அமெரிக்கா	america
அமெரிக்கா	amerikan
அமெரிக்கா	amerikka
பகுதிகளில்	alueilla
பகுதிகளில்	alueet
பரிசு	palkintoa
பரிசு	palkinto
பரிசு	palkinnon
பரிசு	lahja
பரிசு	lahjaa
பரிசு	lahjan
பிரிவு	kategoria
பிரிவு	luokan
பிரிவு	luokka
பிரிவு	divisioona
பிரிவு	jakoon
பிரிவு	jaosto
பிரிவு	jakso
பிரிவு	pääluokka
உடல்	elin
உடல்	vartalo
உடல்	ruumis
உடல்	kehon
உடல்	keho
இவர்கள்	nämä
இவர்கள்	näitä
கூட	edes
கூட	jopa
கூட	lisäksi
கூட	myöskin
கூட	myös
கூட	liian
கூட	too
எழுத்தாளர்	kirjoittaja
எழுத்தாளர்	kirjailija
எழுத்தாளர்	käsikirjoittaja
குழு	konserni
குழு	ryhmän
குழு	ryhmä
இலக்கிய	kirjallisuus
இலக்கிய	kirjallisuuden
இலக்கிய	kirjallisuutta
இலக்கிய	kirjallisuus
இலக்கிய	kirjallisuuden
விளையாட்டு	pelaaminen
விளையாட்டு	pelaamista
விளையாட்டு	pelaamisen
விளையாட்டு	urheilua
விளையாட்டு	urheilu
விளையாட்டு	peliä
விளையாட்டு	pelin
விளையாட்டு	peli
விளையாட்டு	laji
விளையாட்டு	sport
விளையாட்டு	urheilun
விளையாட்டு	urheilu
உறுப்பினர்கள்	jäseniä
உறுப்பினர்கள்	jäsenet
இறப்பு	kuolemaa
இறப்பு	death
இறப்பு	kuoleman
இறப்பு	kuolema
இறப்பு	kuolleisuus
இறப்பு	kuolleisuuden
அடி	jalkojen
அடி	jalat
அடி	osui
அடி	osu
அடி	lyö
அடி	osuma
அடி	osuu
துணை	osakas
துணை	kumppani
துணை	kumppania
துணை	tuen
துணை	tukea
துணை	tuki
துணை	tue
பதிப்பு	painos
பதிப்பு	versio
பதிப்பு	version
பதிப்பு	versiota
சொல்	sano
சொல்	sanan
சொல்	sana
சொல்	kerro
தெற்கு	etelä
தெற்கு	etelään
கட்டுரை	essee
கட்டுரை	momentti
கட்டுரை	artikkeli
கட்டுரை	artikla
கட்டுரை	kokoonpano
கட்டுரை	koostumus
கட்டுரை	artikkelit
கட்டுரை	artikkeleita
கட்டுரை	artiklat
வட்டம்	ympyrää
வட்டம்	kehä
வட்டம்	ympyrä
சராசரி	keskimääräinen
சராசரி	keskiarvo
சராசரி	ilkeä
சராசரி	tarkoita
தொலைக்காட்சி	tv
தொலைக்காட்சி	televisio
முன்னாள்	entinen
முன்னாள்	entiset
எண்ணிக்கை	kreivi
எண்ணிக்கை	laske
எண்ணிக்கை	esiintyvyys
எண்ணிக்கை	taajuus
எண்ணிக்கை	esiintymistiheys
எண்ணிக்கை	tiheys
எண்ணிக்கை	yleisyys
தவிர	paitsi
நடிகர்	näyttelijä
பாடல்கள்	kappaleet
பாடல்கள்	laulut
பாடல்கள்	kappaleita
பாடல்கள்	lauluja
இன்று	tänään
இன்று	today
சட்டம்	ruutu
சட்டம்	kehys
சட்டம்	kehykset
சட்டம்	laki
சட்டம்	oikeustieteen
சட்டம்	lainsäädäntö
சட்டம்	lakia
சட்டம்	oikeudellinen
சட்டம்	oikeudelliset
சட்டம்	laillinen
சட்டம்	näytös
சட்டம்	säädös
சட்டம்	act
சட்டம்	toimi
அருகில்	läheltä
அருகில்	lähellä
அருகில்	lähelle
அருகில்	lähistöllä
அருகில்	lähellä
நேரம்	aika
நேரம்	ajan
நேரம்	aikaa
முதலாவது	ensin
முதலாவது	ensimmäinen
முதலாவது	eka
முதலாவது	ensiksi
மூலமாக	kautta
மூலமாக	via
மூலமாக	kautta
மூலமாக	läpi
உணவு	ruokaa
உணவு	elintarvikkeet
உணவு	ruoka
குறித்து	noin
பெப்ரவரி	helmikuuta
பெப்ரவரி	helmikuussa
பெப்ரவரி	helmikuu
பகுதிகள்	komponentti
பகுதிகள்	komponentin
பகுதிகள்	alueet
பகுதிகள்	osat
பகுதிகள்	osia
பகுதிகள்	alueilla
பகுதிகள்	alueet
நிறுவனங்கள்	organisaatiot
நிறுவனங்கள்	järjestöt
நிறுவனங்கள்	yhdistykset
நிறுவனங்கள்	organisaatioita
நிறுவனங்கள்	järjestöjen
நிறுவனங்கள்	yritysten
நிறுவனங்கள்	yrityksiä
நிறுவனங்கள்	yhtiöt
நிறுவனங்கள்	yritykset
ஜனவரி	tammikuu
ஜனவரி	tammikuussa
ஜனவரி	tammikuun
ஜனவரி	tammikuuta
எழுத்தாளர்கள்	kirjailijoita
நல்ல	hyvää
நல்ல	hyvä
அடுத்த	seuraava
அடுத்த	seuraavaksi
படம்	kuvaa
படம்	kuva
படம்	kuvan
படம்	kuvaa
படம்	kuva
படம்	valokuva
படம்	kuva
பாதுகாப்பு	puolustus
பாதுகாப்பு	turvassa
பாதுகாப்பு	kassakaappi
பாதுகாப்பு	turvallista
பாதுகாப்பு	turvallinen
பாதுகாப்பு	suojan
பாதுகாப்பு	suojelu
பாதுகாப்பு	suoja
பாதுகாப்பு	suojelua
பாதுகாப்பு	suojaaminen
பாதுகாப்பு	turvallisuutta
பாதுகாப்பு	turvallisuus
பாதுகாப்பு	vartiointi
பாதுகாப்பு	turvallisuus
பாதுகாப்பு	turva
பாதுகாப்பு	turvallisuuden
தந்தை	isä
பங்கு	roolin
பங்கு	rooli
பார்க்கப்பட்ட	tarkasteltu
பார்க்கப்பட்ட	katsottu
பார்க்கப்பட்ட	tarkastellut
பயன்படுத்தி	käyttää
பயன்படுத்தி	käyttö
பயன்படுத்தி	käyttäen
பயன்படுத்தி	käyttämällä
அவர்களின்	heidän
அவர்களின்	niiden
செய்த	tehdyt
செய்த	tehty
செய்த	valmistettu
செய்த	made
பதிவு	vaikutelman
