から	จาก
投稿	โพสต์
名前	ชื่อ
名前	ชื่อ
施設	สถาบัน
施設	สถาน
調査	สำรวจ
製造	ผลิต
イタリア	อิตาลี
イタリア	อิตาลี่
ロシア	รัสเซีย
ロシア	รัสเซีย
独立	อิสระ
独立	เอกราช
独立	อิสรภาพ
独立	เอกราช
物語	monogatari
物語	เรื่อง
神社	jinja
企画	วางแผน
サン	ซาน
サン	แซน
サン	san
航空	แอร์
航空	อากาศ
航空	air
スーパー	super
トン	ตัน
トン	ตัน
トン	ton
影響	อิทธิพล
影響	อิทธิพล
勝利	win
勝利	ชนะ
勝利	ชนะ
勝利	ชัยชนะ
デザイン	ดีไซน์
デザイン	ดีไซน์
デザイン	ออกแบบ
デザイン	ออกแบบ
人間	มนุษย์
千葉	ชิบะ
アン	อัง
アン	อ่าง
アン	แอน
アン	ann
交通	จราจร
交通	ขนส่ง
交通	ขนส่ง
組織	องค์กร
組織	องค์การ
組織	มโน
組織	องค์กร
組織	องค์การ
構造	โครงสร้าง
構造	โครงสร้าง
戦い	ศึก
戦い	รบ
戦い	สงคราม
以前	ก่อน
サービス	บริการ
サービス	บริการ
テーマ	ธีม
面積	บริเวณ
面積	พื้นที่
エンジン	เครื่องยนต์
エンジン	เครื่องยนต์
主演	นำแสดง
ビル	บิล
ビル	bill
日本語	ญี่ปุ่น
契約	สัญญา
ライブ	สด
含む	บรรจุ
専門	ชำนาญ
専門	เชี่ยวชาญ
機能	ฟังก์ชัน
機能	คุณสมบัติ
機能	คุณสมบัติ
機能	คุณลักษณะ
機能	ฟีเจอร์
所在地	ตำแหน่งที่ตั้ง
所在地	ตำแหน่งที่ตั้ง
所在地	ตำแหน่ง
表記	กรณ์
運転	ขับ
運転	ขับขี่
写真	รูป
写真	ภาพถ่าย
写真	รูปภาพ
写真	ภาพถ่าย
写真	ภาพถ่าย
写真	รูป
写真	ภาพ
関連	เกี่ยวข้อง
関連	เกี่ยวข้อง
高い	high
高い	สูง
高い	ไฮ
高い	สูง
高い	แพงๆ
高い	แพง
生産	ผลิต
上の	เหนือ
宇宙	ภพ
宇宙	จักรวาล
宇宙	จักรภพ
管理	จัดการ
バー	บาร์
バー	แท่ง
バー	บาร์
バー	แถบ
ジョン	จอร์น
ジョン	john
ジョン	จอห์น
公園	จอด
公園	สวน
公園	สวน
スポーツ	สปอร์ต
スポーツ	sport
スポーツ	กีฬา
スポーツ	สปอร์ต
スポーツ	กีฬา
脚本	บท
目的	วัตถุประสงค์
目的	วัตถุประสงค์
目的	วัตถุประสงค์
生活	ชีวิต
生活	life
カード	บัตร
カード	การ์ด
カード	ไพ่
カード	ไพ่
カード	การ์ด
カード	บัตร
女優	actress
タイトル	ชื่อ
政治	การเมือง
電気	ไฟฟ้า
電気	รถไฟฟ้า
電気	ไฟฟ้า
警察	ตำรวจ
作成	สร้าง
作成	สร้าง
ガン	ปืน
予定	วางแผน
スター	ดวงดาว
スター	ดารา
スター	ดาว
自由	เสรีภาพ
自由	อิสระ
自由	อิสรภาพ
自由	เสรีภาพ
自由	liberty
自由	ฟรี
自由	อิสระ
自由	ว่าง
自由	เสรี
自由	free
過去	อดีต
陸軍	ทัพ
陸軍	กองทัพ
表示	ดู
社長	ประธาน
社長	ประธานาธิบดี
社長	ประธานาธิบดี
団体	องค์กร
団体	องค์กร
団体	องค์การ
工業	อุตสาหกรรม
通り	ถนน
通り	street
外部	ภายนอก
通信	สื่อสาร
通信	สื่อสาร
俳優	actress
スペシャル	พิเศษ
少年	บอย
銀行	ธนาคาร
銀行	ธนาคาร
銀行	แบงค์
銀行	แบงก์
研究所	สถาบัน
主に	หลักๆ
学園	gakuen
彼女	หล่อน
彼女	เธอ
彼女	นาง
ニュース	ข่าวสาร
ニュース	ข่าว
その他	อื่นๆ
その他	อื่นๆ
ソフト	นิ่ม
ソフト	อ่อน
ソフト	นุ่ม
文学	วรรณกรรม
文学	วรรณคดี
学者	บัณฑิต
学者	บัณฑิต
ヨーク	ยอร์ก
ヨーク	ยอร์ค
高速	รวดเร็ว
高速	เร็ว
高速	ด่วน
高速	fast
高速	ไว
言語	ภาษา
言語	ภาษา
設計	ดีไซน์
設計	ออกแบบ
韓国	เกาหลี
リリース	ปล่อย
ベスト	best
会議	ประชุม
会議	ประชุม
会議	พบปะ
会議	ประชุม
バンド	วง
バンド	band
バンド	วง
追加	เพิ่ม
成功	สำเร็จ
成功	สำเร็จ
移動	เลื่อน
移動	ขยับ
移動	ย้าย
オリンピック	โอลิมปิก
国民	national
国民	ชาติ
国民	ชาติ
国民	เนชั่น
国民	nation
ファン	แฟนๆ
ファン	พัดลม
ファン	fan
ファン	แฟนๆ
ファン	แฟน
すべて	ทั้งหมด
すべて	ทุก
運動	ขบวนการ
大きな	บิ๊ก
大きな	ใหญ่
大きな	big
会長	ประธาน
ヨーロッパ	ยุโรป
紹介	บทนำ
紹介	อ้างอิง
形式	ฟอร์ม
工場	โรงงาน
戦闘	ศึก
戦闘	รบ
戦闘	สงคราม
労働	แรงงาน
労働	labour
労働	แรงงาน
事務所	สำนักงาน
事務所	ออฟฟิศ
限定	จำกัด
データ	อินเทอร์เน็ต
データ	ข้อมูล
オリジナル	ต้นฉบับ
オリジナル	ดั้งเดิม
オリジナル	เดิม
オリジナル	ดั้งเดิม
種類	ชนิด
種類	ประเภท
種類	พิมพ์
種類	ชนิด
種類	ประเภท
大統領	ประธาน
大統領	ประธานาธิบดี
指導	แนวทาง
判断	ตัดสิน
ネット	ตาข่าย
ネット	net
ネット	สุทธิ
ネット	เน็ต
ネット	ถ้วน
ネット	ตาข่าย
共和国	สาธารณรัฐ
引退	เกษียณ
引退	เกษียณ
部門	แผนก
部門	กรม
産業	อุตสาหกรรม
誕生	เกิด
誕生	กำเนิด
レース	แข่ง
レース	แข่ง
郵便	จดหมาย
カップ	cups
カップ	ถ้วย
カップ	คัพ
カップ	ถ้วย
ラン	วิ่ง
ラン	รัน
ラン	หนี
レイ	เรย์
レイ	ray
移転	โอน
ほぼ	เกือบ
イベント	เหตุการณ์
イベント	กิจกรรม
イベント	เหตุการณ์
イベント	กิจกรรม
異なる	ต่าง
神戸	โกเบ
出典	แหล่ง
出典	ต้นทาง
ほとんど	เกือบ
行動	พฤติกรรม
行動	พฤติกรรม
重要	สำคัญ
プロジェクト	โครงการ
プロジェクト	โครงการ
九州	kyūshū
電車	รถไฟ
電車	รถไฟ
建築	สถาปัตยกรรม
クラス	ห้องเรียน
クラス	คลาส
クラス	ห้องเรียน
クラス	คลาส
クラス	เรียน
導入	บทนำ
アジア	เอเชีย
タイ	ไทย
タイ	thailand
タイ	ประเทศไทย
タイ	ไท
タイ	ไท่
タイ	ต่าย
タイ	ไต้
普通	สามัญ
普通	ธรรมดา
普通	ปรกติ
普通	ธรรมดา
普通	ปกติ
一人	เดียว
一人	หนึ่ง
舞台	ขั้น
舞台	stage
舞台	เวที
スペイン	สเปน
再び	อีก
発見	สำรวจ
ローマ	roman
ローマ	โรมัน
ローマ	โรม
保護	ป้องกัน
保護	ปกป้อง
保護	ป้องกัน
少女	สาว
少女	shōjo
試験	สอบ
試験	ข้อสอบ
試験	สอบ
試験	ข้อสอบ
多数	มากมาย
多数	หลาย
反対	ต่อ
地球	earth
地球	โลก
地球	ธรณี
特徴	คุณลักษณะ
特徴	ลักษณะ
特徴	คุณสมบัติ
特徴	คุณสมบัติ
特徴	คุณลักษณะ
特徴	ฟีเจอร์
ベース	ฐาน
ベース	ฐานทัพ
ベース	แบส
ベース	แบ
ベース	แบต
ベース	เบส
男性	ตัวผู้
男性	ผู้ชาย
男性	men
男性	ชาย
男性	บุรุษ
男性	มนุษย์
男性	ชาย
男性	คน
男性	แมน
男性	man
ケース	กรณี
ケース	case
ケース	คดี
ケース	กรณี
子供	เด็กๆ
子供	เด็ก
子供	ลูกๆ
子供	เด็กๆ
子供	เด็ก
子供	กุมาร
子供	เด็ก
以来	ตั้งแต่
オープン	เปิด
兵庫	hyogo
コーナー	มุม
人気	นิยม
評価	คะแนน
評価	คะแนน
評価	อัตรา
評価	ประเมิน
説明	อธิบาย
装備	อุปกรณ์
ドル	ดอลลาร์
ドル	ดอลลาร์
投票	โหวต
雑誌	นิตยสาร
雑誌	นิตยสาร
グランド	grand
学科	แผนก
学科	กรม
学科	แผนก
専用	ทุ่มเท
佐藤	sato
ステージ	ขั้น
ステージ	stage
ステージ	เวที
ゲスト	แขก
ゲスト	แขก
学生	นักเรียน
学生	นักศึกษา
学生	นักเรียน
学生	นักศึกษา
言葉	คำ
言葉	คำ
言葉	ลมปาก
教会	โบสถ์
教会	ศาสนจักร
教会	โบสถ์
内閣	ตู้
ロック	ล็อก
ロック	ล็อค
ロック	rock
ロック	ร็อค
ロック	โยก
ロック	หิน
事故	อุบัติเหตุ
状況	สถานการณ์
家族	ตระกูล
家族	ครอบครัว
家族	family
表現	สำนวน
新しい	นิว
新しい	ใหม่
ホール	หลุม
ホール	รู
ホール	โพรง
ホール	ฮอล
ホール	ฮอลล์
血液	โลหิต
血液	เลือด
同意	ยินยอม
由来	ต้นทาง
由来	ที่มา
由来	กำเนิด
平均	เฉลี่ย
店舗	ร้าน
メートル	เมตร
メートル	เมตริก
メートル	เมตร
メートル	เมตร
芸術	ศิลปะ
芸術	ศิลปศาสตร์
芸術	อาร์ต
芸術	อาร์ท
芸術	art
芸術	ศิลปะ
主人公	ตัวเอก
複数	หลายๆ
複数	หลาย
複数	พหูพจน์
複数	พจน์
王国	อาณาจักร
電話	โทรศัพท์
レコード	บันทึก
レコード	สถิติ
上記	เหนือ
トップ	ท็อป
付近	ใกล้
リン	ลิน
リン	ฟอสฟอรัส
輸送	ขนส่ง
輸送	ขนส่ง
メイン	หลัก
メイン	เมน
メイン	เมนส์
メイン	หลัก
ロード	โหลด
エル	แอล
ワールド	เวิลด์
ワールド	world
ワールド	โลก
美術	อาร์ต
美術	อาร์ท
美術	art
美術	ศิลปะ
息子	sons
息子	ลูก
息子	บุตร
息子	ลูกชาย
制度	สถาบัน
ツアー	ทัวร์
ツアー	ทัวร์
市民	ประชาชน
市民	พลเมือง
市民	พลเมือง
市民	พลเมือง
自然	natural
自然	ธรรมชาติ
自然	สันดาน
自然	ธรรมชาติ
マイル	ไมลส์
マイル	ไมล์
マイル	ไมล์
組合	สมาคม
生徒	นักเรียน
生徒	นักศึกษา
生徒	ศิษย์
生徒	นักเรียน
生徒	นักศึกษา
ギター	กีตาร์
ギター	กีต้าร์
コース	หลักสูตร
コース	คอร์ส
コース	หลักสูตร
コース	คอร์ส
防衛	ป้องกัน
変化	เปลี่ยนแปลง
変化	เปลี่ยน
タイプ	ชนิด
タイプ	ประเภท
タイプ	พิมพ์
議会	รัฐสภา
パリ	paris
パリ	ปารีส
南部	ใต้
経験	ประสบ
経験	ประสบการณ์
延長	ขยาย
ランド	แรน
ランド	แรนด์
ランド	land
ランド	แลนด์
ランド	ที่ดิน
条件	เกณฑ์
条件	เงื่อนไข
条件	เงื่อนไข
条件	สภาพ
伝説	ตำนาน
伝説	legend
伝説	ตำนาน
ロンドン	london
ロンドン	ลอนดอน
フリー	ฟรี
フリー	อิสระ
フリー	ว่าง
フリー	เสรี
フリー	free
競走	แข่ง
競走	แข่ง
デジタル	ดิจิตอล
デジタル	digital
台湾	ไต้หวัน
ポジション	จุดยืน
ポジション	ตำแหน่ง
ポジション	จุดยืน
ポジション	ตำแหน่ง
インド	อินเดีย
東海	tokai
名誉	เกียรติ
名誉	เกียรติ
名誉	เกียรติยศ
ソング	เพลง
ソング	ซง
ソング	เพลง
ライン	เส้น
ライン	บรรทัด
ライン	line
履歴	ประวัติศาสตร์
履歴	ประวัติการ
履歴	ประวัติ
方向	ทิศทาง
方向	ทิศทาง
方向	ปฐมนิเทศ
法律	กฎหมาย
法律	กฎ
法律	กฎหมาย
提案	แนะนำ
シティ	เมือง
シティ	ซิตี้
シティ	city
ミュージック	มิวสิค
ミュージック	เพลง
ミュージック	ดนตรี
ヶ月	เดือน
レギュラー	ปรกติ
レギュラー	ปกติ
職業	งาน
職業	อาชีพ
職業	อาชีพ
製品	สินค้า
製品	ผลิตภัณฑ์
製品	สินค้า
製品	ผลิตภัณฑ์
太郎	เผือก
速度	ความเร็ว
速度	ความเร็ว
近く	ใกล้
電子	อิเล็กตรอน
徒歩	เดิน
更新	อัพเดต
更新	อัปเดต
仕事	งาน
仕事	ทำงาน
仕事	งาน
政策	นโยบาย
メディア	สื่อ
メディア	กลาง
図書館	ไลบรารี
ただ	แค่
外国	ต่างด้าว
強い	เข้ม
強い	strong
強い	แรง
強い	แข็งแกร่ง
継承	มรดก
バージョン	เวอร์ชัน
バージョン	เวอร์ชั่น
バージョン	เวอร์ชัน
バージョン	เวอร์ชั่น
ポイント	ชี้
ポイント	แต้ม
ポイント	คะแนน
ポイント	จุด
ポイント	point
ポイント	ชี้
ポイント	จุด
ポイント	ประเด็น
温泉	onsen
方針	นโยบาย
方針	นโยบาย
執筆	เขียน
タイム	เวลา
基準	มาตรฐาน
基準	มาตรฐาน
基準	เกณฑ์
化学	เคมีภัณฑ์
化学	เคมี
化学	เคมี
勝ち	win
勝ち	ชนะ
学院	gakuin
障害	พิการ
ブル	กระทิง
ホテル	โรงแรม
ホテル	โรงแรม
仕様	สเปค
仕様	สเปค
将軍	ทั่วไป
将軍	แม่ทัพ
ビデオ	วีดีโอ
ビデオ	วิดีโอ
分割	แยก
分割	แบ่ง
商業	พาณิชย์
商業	พาณิชย์
商業	โฆษณา
スタイル	สไตล์
スタイル	สไตล์
リング	แหวน
リング	วงแหวน
リング	ring
リング	ริง
リング	วงแหวน
リング	แหวน
報告	รายงาน
報告	รายงาน
マーク	เครื่องหมาย
マーク	มาร์ค
キング	กษัตริย์
キング	king
キング	ราชา
キング	คิง
ハイ	high
ハイ	สูง
ハイ	ไฮ
ベル	ระฆัง
ベル	กระดิ่ง
ベル	เบลล์
提出	ส่ง
フォン	fon
支持	สนับสนุน
支持	รองรับ
復活	คืนชีพ
博物館	พิพิธภัณฑ์
博物館	พิพิธภัณฑ์
週間	อาทิตย์
週間	สัปดาห์
週間	อาทิตย์
週間	สัปดาห์
機構	กลไก
定義	นิยาม
定義	กำหนด
定義	นิยาม
定義	นิยาม
天皇	จักรพรรดิ
日本人	ญี่ปุ่น
学部	คณาจารย์
学部	คณะ
直接	โดยตรง
投手	เหยือก
カナダ	แคนาดา
カナダ	แคนาดา
性格	บุคลิกลักษณะ
性格	บุคลิก
性格	บุคลิกภาพ
ユニット	ยูนิต
ユニット	หน่วย
ユニット	ยูนิต
ユニット	หน่วย
ピアノ	เปียนโน
良い	เก่ง
良い	ดี
近い	ใกล้ๆ
近い	ใกล้
レベル	ระดับ
レベル	เลเวล
三重	หมี่
見る	เห็น
見る	ดู
見る	ดู
空間	พื้นที่
空間	อวกาศ
空間	space
ライト	สว่าง
ライト	เบา
ライト	ไลท์
ライト	แสง
ライト	wright
ライト	ไรท์
ライト	ไฟ
ライト	แสง
ヒット	ฮิต
ヒット	ตี
ヒット	ถล่ม
ヒット	ชน
ヒット	จีบ
ブルー	น้ำเงิน
ブルー	สีน้ำเงิน
ブルー	บลู
流れ	ไหล
流れ	กระแส
ガス	แก๊ส
ガス	ก๊าซ
ガス	น้ำมัน
作業	ทำงาน
作業	งาน
作業	ทำงาน
貨物	สินค้า
貨物	สินค้า
市場	ตลาด
サイズ	ขนาด
サイズ	มิติ
サイズ	ขนาด
サイズ	ขนาด
サイズ	ไซส์
翻訳	แปล
翻訳	ล่าม
翻訳	แปล
コード	รหัส
コード	โค้ด
米国	สหรัฐอเมริกา
米国	สหรัฐฯ
米国	usa
そこ	มี
安全	เซฟ
安全	ปลอดภัย
番目	วินาที
商品	สินค้า
商品	สินค้า
商品	ผลิตภัณฑ์
商品	สินค้า
詳細	ละเอียด
備考	หมายเหตุ
備考	บันทึก
備考	โน้ต
単位	ยูนิต
単位	หน่วย
単位	ยูนิต
単位	หน่วย
東宝	toho
加藤	kato
機械	เครื่องจักร
機械	แมชชีน
機械	เครื่อง
機械	เครื่องจักร
機械	เครื่องจักร
マイ	เชียงใหม่
革命	ปฏิวัติ
増加	เพิ่ม
農業	การเกษตร
農業	เกษตรกรรม
農業	เกษตร
農業	การเกษตร
農業	การเกษตร
農業	เกษตรกรรม
北部	เหนือ
理論	ทฤษฎี
理論	ทฤษฎี
オーストラリア	ออสเตรเลีย
オーストラリア	australia
オーストラリア	ออสเตรเลีย
欧州	ยุโรป
成長	โต
賛成	ยินยอม
生物	ชีวภาพ
感じ	รู้สึก
戦士	นักรบ
戦士	warriors
戦士	นักรบ
ジャンル	แนว
ジャンル	ประเภท
実験	ทดลอง
実験	ทดลอง
師団	ดิวิชั่น
主催	โฮสต์
主催	จัด
主催	จัด
統一	สามัคคี
統一	unity
統一	เอกภาพ
料理	อาหาร
料理	อาหาร
ブランド	ยี่ห้อ
ブランド	แบรนด์
ブランド	ยี่ห้อ
ブランド	แบรนด์
首都	พระนคร
首都	ทุน
報道	วารสารศาสตร์
破壊	ทำลาย
破壊	แตกหัก
スタジアム	สนาม
停止	หยุด
土地	land
土地	แลนด์
土地	ที่ดิน
兄弟	น้อง
戦隊	ฝูงบิน
メジャー	เมเจอร์
イメージ	ภาพ
イメージ	รูปภาพ
イメージ	ภาพ
イメージ	รูปภาพ
イメージ	อิมเมจ
軍事	กองทัพ
軍事	ทหาร
ハン	ฮาน
ハン	ฮัน
ハン	ฮั่น
カラー	สี
カラー	สีสัน
カラー	สี
カラー	สี
カラー	สี
カラー	สีสัน
チャンネル	ช่อง
チャンネル	ช่อง
ドラフト	ร่าง
川崎	kawasaki
西部	เวสต์
オランダ	เนเธอร์แลนด์
オランダ	ฮอลแลนด์
セット	กำหนด
セット	ตั้ง
動物	สัตว์
動物	สัตว์
民族	ชาติพันธุ์
資本	พระนคร
資本	ทุน
テンプレート	ต้นแบบ
あなた	เจ้า
あなた	คุณ
あなた	เธอ
選択	เลือก
選択	เลือก
ジョージ	จอร์จ
失敗	ขัดข้อง
標準	มาตรฐาน
ワン	เดียว
ワン	หนึ่ง
購入	ซื้อ
購入	ซื้อ
購入	เลี้ยง
購入	ซื้อ
ライ	ไรย์
ライ	ไร่
ライ	rai
タレント	พรสวรรค์
階級	ห้องเรียน
階級	คลาส
階級	เรียน
レッド	แดง
レッド	เรด
市長	เทศมนตรี
コーチ	coach
コーチ	โค๊ช
コーチ	โค้ช
建物	ตึก
建物	อาคาร
建物	ตึก
建物	อาคาร
ジュニア	junior
ジュニア	เยาวชน
朝鮮	เกาหลี
自動	อัตโนมัติ
自動	auto
自動	อัตโนมัติ
モード	โหมด
モード	โหมด
皇帝	จักรพรรดิ
皇帝	จักรพรรดิ
挑戦	ท้าทาย
挑戦	ท้าทาย
挑戦	ท้า
改革	ปฏิรูป
集団	กลุ่ม
魔法	เวทมนตร์
魔法	มนตร์
修正	แก้
修正	แก้
修正	แก้ไข
修正	ซ่อม
地下鉄	ใต้ดิน
地下鉄	เมโทร
ブログ	blog
ブログ	บล็อก
部屋	ห้อง
部屋	ห้อง
トラック	แทร็ก
トラック	แทร็ค
美術館	พิพิธภัณฑ์
美術館	พิพิธภัณฑ์
合計	ซำ
合計	รวม
合計	ทั้งหมด
古代	โบราณ
エンディング	สรุป
バン	แวน
批判	วิจารณ์
原因	เพราะ
原因	สาเหตุ
植物	พืช
植物	โรงงาน
植物	ต้นไม้
植物	พืช
ショー	โชว์
ショー	แสดง
コミック	การ์ตูน
コミック	การ์ตูน
エネルギー	พลังงาน
ルール	กฏ
ルール	กติกา
ルール	กฎ
ルール	ปกครอง
ルール	กฏ
ルール	กฎ
未来	ต่อๆ
未来	future
未来	อนาคต
乗車	ประจำ
まだ	ยัง
ランキング	อันดับ
年齢	อายุ
年齢	ยุค
年齢	อายุ
年齢	ยุค
年齢	วัย
エリア	บริเวณ
エリア	พื้นที่
ポーランド	โปแลนด์
シン	ชิน
シン	บาป
精神	วิญญาณ
精神	สปิริต
日付	เดท
スタート	เริ่ม
範囲	ช่วง
範囲	ขอบเขต
範囲	ช่วง
範囲	ระยะ
自治体	เทศบาล
宣伝	ประชาสัมพันธ์
