организъм	אורגניזם
увеличение	עלייה
увеличение	הגדל
увеличение	להגדיל
увеличение	הגדלה
възпитание	טיפוח
възпитание	לטפח
възпитание	השכלה
възпитание	חינוך
заслужил	הרוויח
заслужил	הרוויחו
заслужил	הרוויחה
устойчивост	יציבות
устойчивост	היציבות
устойчивост	קיימות
устойчивост	מחתרת
устойчивост	התנגדות
устойчивост	ההתמדה
устойчивост	התמדה
устойчивост	הגמישות
бъркли	ברקלי
бъркли	ברקלי
камери	מצלמות
експерти	מומחים
обичайно	הרגיל
обичайно	כרגיל
подчинение	צייתנות
подчинение	שליחה
подчинение	כניעה
изключен	מושבת
изключен	נכים
изключен	מושבתת
изключен	נכה
изключен	מנוטרל
изключен	מנותק
изключен	נותק
изключен	מנותקת
изключен	נשלל
изключен	גורש
блокиран	נחסמה
блокиран	חסם
блокиран	חסומה
блокиран	חסום
блокиран	נחסם
блокиран	חסימה
затруднения	קשיים
затруднения	הקושי
затруднения	קושי
затруднения	קשיים
затруднения	הקשיים
приказка	מעשייה
приказка	סיפור
метър	מטר
метър	מטר
джан	יאן
саймън	שמעון
саймън	סימון
саймън	סיימון
свързване	מחייבת
свързване	מחייב
свързване	חיבור
свързване	החיבור
свързване	קשר
свързване	מתחברים
свързване	מתחבר
свързване	חיבור
свързване	מתחברים
свързване	להתחבר
свързване	התחבר
променливи	משתנה
променливи	משתנים
психоаналитик	פסיכואנליטיקאי
удоволствие	העונג
удоволствие	הנאה
удоволствие	תענוג
удоволствие	עונג
лийдс	לידס
шумахер	שומאכר
плутарх	פלוטארכוס
сок	מיץ
сок	גרב
сок	סוק
пейзаж	תפאורה
пейзаж	לרוחב
пейзаж	נוף
влияе	משפיעה
влияе	משפיע
ивици	פסים
базел	בזל
затваря	סוגר
затваря	נסגרת
затваря	נסגר
гаврил	גבריל
клетва	הנדר
клетва	נדר
клетва	שבועה
клетва	שבועת
покровител	פטרון
сблъсъци	עימותים
сблъсъци	התנגשויות
наталия	נטליה
наталия	נטליה
разделено	מחולק
разделено	מחולקת
кери	קארי
кери	קרי
кери	קארי
кери	קרי
съветници	יועצים
съветници	יועצים
леонард	לאונרד
показател	מדד
показател	אינדקס
показател	מחוון
пробив	פריצת
пробив	הפרה
пробив	פרצת
пробив	פירצה
комунизма	קומוניזם
църквите	כנסיות
домашен	הביתה
домашен	הום
домашен	בבית
домашен	הבית
домашен	בית
домашен	home
домашен	ביתית
построи	יבנה
построи	בנה
построи	לבנות
конкурси	תחרויות
конкурси	תחרויות
германци	גרמנים
компютъра	מחשב
реализъм	ריאליזם
делегати	נציגים
гуам	גואם
настояване	ההתעקשות
ботове	בוטים
повреда	כישלון
повреда	כשל
повреда	כשלון
повреда	נזקים
повреда	נזק
повреда	תקלה
оксфорд	אוקספורד
аквитания	אקוויטניה
сет	סת
съдържащ	המכילים
съдържащ	המכיל
съдържащ	שמכיל
дива	פראי
дива	פרוע
дива	פרא
дива	דיווה
девети	התשיעית
девети	התשיעי
двоен	מכפיל
двоен	כפול
двоен	דאבל
археология	ארכיאולוגיה
археология	ארכיאולוגיה
ескадрила	טייסת
шум	רעש
опитът	ניסיון
опитът	חוויה
опитът	נסיון
опитът	התנסות
психологически	פסיכולוגית
психологически	פסיכולוגי
психологически	פסיכולוגית
бенджамин	בנימין
стълб	פילר
стълб	קוטב
стълб	מוט
заден	אחורי
заден	אחורית
заден	אחוריים
опери	אופרות
описана	מתואר
описана	תאר
описана	תיאר
абдул	עבדול
прием	צריכת
прием	קבלה
светлана	סבטלנה
луизиана	לואיזיאנה
сух	יבשים
сух	יבש
сух	יבשה
кристали	גבישים
кристали	גבישי
сървър	שרת
сървър	השרת
хофман	הופמן
хофман	הופמן
фотограф	צלמת
фотограф	צלם
лого	לוגו
лого	הלוגו
лого	לוגו
мирослав	מירוסלב
материалите	חומרי
материалите	חומר
материалите	חומרים
почит	מחווה
почит	הוקרה
почит	מחווה
атлетика	אתלטיקה
съдът	משפט
хирургия	ניתוח
хирургия	כירורגיה
отражение	ההשתקפות
отражение	השתקפות
вегас	וגאס
вегас	ווגאס
влакна	סיבים
влакна	סיבים
влакна	סיבים
влакна	סיב
влакна	סיבים
бенедикт	בנדיקט
бенедикт	בנדיקטוס
поделение	יחידה
предложена	מוצעת
признати	מזוהה
признати	זוהה
признати	מזוהה
признати	מוכר
признати	מוכרת
швабия	שוואביה
джонатан	יונתן
джонатан	יהונתן
отдели	מחלקות
катя	קטיה
катя	קטיה
никита	ניקיטה
илюстрация	איור
романс	רומנטיקה
дик	דיק
дъно	תחתון
дъно	תחתית
заплахи	איומי
заплахи	איום
заплахи	איומים
женско	נשית
женско	נשי
женско	נשיות
женско	נשי
женско	נקבה
интерпретация	פירוש
интерпретация	פרשנות
щастлив	מרוצה
щастлив	מאושר
щастлив	שמחה
щастлив	שמח
щастлив	מאושרת
нина	נינה
изтрита	נמחקו
изтрита	נמחקה
изтрита	נמחק
изтрита	נמחקו
изтрита	נמחקה
изтрита	נמחק
анонимен	אנונימי
анонимен	אנונימיות
анонимен	אלמוני
анонимен	אנונימית
предупреждение	אזהרה
успехите	הצלחות
имущество	רכוש
имущество	נכס
приключения	הרפתקאות
приключения	הרפתקה
приключения	הרפתקאה
приключения	הרפתקאות
спасение	ישועה
спасение	גאולה
спасение	הישועה
секции	מחלקות
секции	חלקים
доклади	דוחות
доклади	דיווחים
домове	בתים
белене	לקלף
вагнер	וגנר
вагнер	ווגנר
олтара	מזבח
нютон	ניוטון
решено	פתור
решено	נפתר
решено	נפתרה
решено	החלטת
решено	החליטה
решено	החליטו
решено	החלטתי
решено	הוחלט
решено	החליט
решено	נקבע
решено	שנקבע
решено	נחוש
оставката	התפטרות
оставката	ההתפטרות
винсент	וינסנט
реализация	ההבנה
достъпна	נגיש
достъпна	נגישות
изключителна	בבלעדיות
изключителна	בלעדיים
изключителна	בלעדי
изключителна	בלעדיות
изключителна	מצטיין
усвояване	ספיגה
палма	פלמה
шапка	כובע
татяна	טטיאנה
сократ	סוקרטס
сянка	הצל
сянка	שאדו
сянка	צל
сянка	צל
сребърна	כסף
сребърна	סילבר
сребърна	כסופה
сребърна	כסוף
сребърна	מכסף
светло	אור
светло	בהיר
светло	מוארת
светло	ברייט
минск	מינסק
рот	רוט
героиня	גיבורה
лисица	שועל
лисица	פוקס
хребет	הרכס
хребет	רכס
синя	כחולה
синя	בלו
синя	כחול
кръгла	עגולה
кръгла	עגול
кръгла	סיבוב
кръгла	עגולים
ритуали	טקסים
ритуали	טקסים
паунда	קילו
паунда	קילוגרם
паунда	פאונד
изградено	נבנתה
изградено	נבנה
изградено	בנויה
изградено	בנוי
титан	טיטניום
титан	טיטאן
гугъл	גוגל
гугъл	google
вдовицата	אלמנה
магия	קסם
магия	קסמים
палуба	סיפון
палуба	הסיפון
мусолини	מוסוליני
ранд	רנד
ранд	ראנד
уравнение	משוואה
включване	כניסה
включване	התחברות
включване	התחבר
включване	כלול
включване	אפשר
включване	הפעל
включване	הכללה
остри	שארפ
остри	חד
остри	חדה
остри	חדות
експерт	מומחה
експерт	מומחית
въведени	הציג
въведени	הציגה
регионално	אזורי
регионално	איזורי
влакове	רכבות
алесандро	אלסנדרו
продаден	נמכרה
продаден	מכר
продаден	נמכרו
продаден	נמכר
уикимедия	ויקימדיה
равновесие	יתרה
равновесие	מאזן
равновесие	איזון
подробна	מפורטת
подробна	מפורט
подробна	מפורטים
процедури	הליכים
процедури	נהלים
служителите	עובדים
служителите	עובדי
съюзи	האיגודים
съюзи	בריתות
възли	קשרים
възли	גושים
индивидуално	בנפרד
индивидуално	הפרט
изразен	הביע
изразен	הביעה
пери	פרי
групова	חבורה
групова	הקבוצה
групова	קבוצה
трансилвания	טרנסילבניה
трън	קוץ
зрителите	הצופים
зрителите	צופים
барабанист	המתופף
барабанист	מתופף
червеи	תולעים
червеи	תולעת
барбароса	ברברוסה
настанени	שוכנו
положителни	חיובית
положителни	חיובי
положителни	חיוביות
отбелязано	נרשם
отбелязано	ציין
отбелязано	נרשמה
отбелязано	צוין
мурад	מוראד
буквите	אותיות
буквите	מכתבים
кирибати	קיריבטי
анатолий	אנטולי
дебели	שמן
дебели	שמנים
дебели	שמנה
дебели	שומן
конференции	ועידות
гота	גוטה
баница	פאי
баница	פשטידה
атентат	התנקשות
атентат	פיגוע
атентат	הפצצת
атентат	הפיגוע
пейзажи	תפאורה
пейзажи	נופים
възрастен	בוגרת
възрастен	בוגר
възрастен	מבוגר
соли	מלחי
водачи	נהגים
водачи	מדריכים
водачи	מדריכי
водачи	מנחה
водачи	מנהיגים
бягане	מפעיל
бягане	רץ
бягане	ריצה
бягане	ריצה
колин	קולין
колин	קולין
преден	קדמי
преден	החזית
преден	חזית
преден	לחזית
комунист	הקומוניסטית
комунист	קומוניסטית
комунист	קומוניסט
шампиона	אלוף
шампиона	אלופה
мине	מסירה
крилото	כנף
крилото	אגף
учил	למד
учил	למדה
преработка	מעבד
преработка	עיבוד
фриц	פריץ
папагали	תוכים
озаглавена	זכאים
озаглавена	זכאי
озаглавена	זכאית
молитва	תפילה
молитва	תפילות
молитва	תפילה
дълбок	עמוקים
дълбок	עמוקה
дълбок	עמוק
небе	שמיים
небе	סקיי
небе	שמים
небе	השמים
небе	שמיים
небе	שמים
канцлер	קנצלר
канцлер	הקנצלר
силезия	שלזיה
случаят	תיק
случаят	קייס
случаят	מקרה
държавник	מדינאי
домейн	תחום
домейн	מתחם
домейн	התחום
елиът	אליוט
елиът	אליוט
елиът	אליוט
мейн	מיין
сложно	מסובך
сложно	מורכב
сложно	מסובכת
каринтия	קרינתיה
плат	פלאט
плат	מבד
плат	בד
плат	מטלית
плат	בד
плат	אריג
точни	מדוייק
точни	מדויק
точни	מדויקים
точни	מדויקת
съливан	סאליבן
съливан	סוליבן
разум	חוש
разум	הגיון
служил	שירת
телата	גוף
телата	גופים
телата	גופות
отсъствие	נעדר
отсъствие	היעדר
отсъствие	היעדרות
райт	רייט
забранени	אסורים
забранени	אסור
забранени	אסורה
забранени	נאסר
забранени	אסורים
забранени	אסור
забранени	אסורה
забранени	אסר
забранени	נאסר
ферара	פרארה
нанси	ננסי
бокса	איגרוף
бокса	אגרוף
шанхай	שנחאי
технологичен	טכנולוגי
технологичен	טכנולוגית
духовни	רוחנית
духовни	רוחני
духовни	רוחניות
съвместна	מפרק
съседи	שכנות
съседи	שכנים
съседи	השכנים
съседи	שכנים
въртене	סובב
въртене	ספין
въртене	מסתובב
въртене	מסתובבת
въртене	ציר
въртене	סבב
въртене	סיבוב
атоми	אטומים
облак	הענן
облак	ענן
хищници	טורפים
съмнения	ספק
съмнения	בספק
съмнения	ספקות
реагира	הגיב
реагира	הגבתי
реагира	הגיבה
реагира	הגיבו
реагира	להגיב
възможна	אפשרית
възможна	אפשרי
ерани	אראני
румънска	רומניה
румънска	רומנים
румънска	רומני
легендите	אגדות
енрике	אנריקה
мелбърн	מלבורן
синоним	נרדפת
мрамор	שיש
мрамор	משיש
мрамор	גולה
часовник	שעון
икономисти	כלכלנים
тезата	התזה
притежание	דיבוק
притежание	אחזקה
притежание	החזקה
притежание	הבעלות
притежание	בעלות
отказа	סירבה
отказа	סרבו
отказа	סירבו
отказа	סרב
отказа	סירב
обединено	יונייטד
обединено	מאוחדים
послание	ההודעה
послание	מסר
послание	הודעה
пясък	סאנד
пясък	חול
пясък	סנדס
пясък	חולות
пясък	החולות
вердер	וורדר
вселена	יקום
вселена	היקום
горещо	הוט
горещо	חם
горещо	חמה
горещо	שווה
океания	אוקיאניה
споразумения	סידורים
споразумения	הסכמים
смесен	מעורב
смесен	מעורבים
смесен	מעורבב
смесен	מהול
съществени	ניכר
съществени	הכרחי
съществени	חיוניות
съществени	חיונית
съществени	חיוני
надеждата	מקווה
надеждата	הופ
надеждата	תקוה
надеждата	התקווה
надеждата	תקווה
надя	נדיה
надя	נדיה
надя	נאדיה
победители	זוכים
победители	הזוכים
победители	מנצחים
гимнастика	התעמלות
предградие	פרבר
предградие	הפרברים
нестор	נסטור
тенденции	מגמה
тенденции	מגמות
скачване	עגינה
кратер	לוע
кратер	מכתש
въглероден	פחמן
залцбург	זלצבורג
мак	מאק
мак	mac
мак	מק
мак	מאק
мак	מק
уникални	ייחודיים
уникални	ייחודיות
уникални	ייחודית
уникални	ייחודי
съществували	התקיים
съществували	קיים
осветена	מוארת
осветена	דולק
осветена	הדליק
осветена	מואר
осветена	מוארת
осветена	מואר
влияния	השפעות
лауда	לאודה
паркър	פארקר
паркър	פרקר
красив	חתיך
логото	לוגו
логото	הלוגו
унищожаване	הורסים
унищожаване	להרוס
унищожаване	השמד
унищожаване	להשמיד
унищожаване	סילוק
унищожаване	חורבן
унищожаване	הרס
тувалу	טובאלו
изчисления	חישובים
алис	אליס
консултант	יועץ
консултант	יועצת
драматични	דרמטית
драматични	דרמטי
познание	ידע
скулптури	פסל
скулптури	פיסול
скулптури	פסלים
трансфер	העברה
офанзива	התקפה
офанзива	מתקפה
офанзива	מעליב
офанзива	פוגעני
хървати	קרואטים
куинсланд	קווינסלנד
споменато	ציינו
споменато	הוזכר
споменато	מוזכר
споменато	הזכיר
баскетбол	כדורסל
бирмингам	בירמינגהם
кралици	קווינס
кралици	מלכות
взрив	בנג
взрив	באנג
взрив	המפץ
взрив	פיצוץ
взрив	התפוצצות
взрив	הפיצוץ
уникална	ייחודיים
уникална	ייחודיות
уникална	ייחודית
уникална	ייחודי
оръдието	תותח
ралф	ראלף
недостатъци	המגרעות
недостатъци	פגמים
недостатъци	חסרונות
недостатъци	פגמים
недостатъци	פגמים
предложи	תציעו
предложи	הצעה
предложи	ההצעה
посещения	ביקורים
бот	בוט
зърно	הפטמה
зърно	פטמה
зърно	גרגיר
зърно	תבואה
зърно	דגן
запаси	מניות
здравословни	בריאים
здравословни	בריאה
здравословни	בריאות
здравословни	בריא
противоречия	סתירות
противоречия	מחלוקת
съперник	יריבה
съперник	יריב
съперник	היריב
съперник	יריב
поетът	משורר
поетът	המשורר
съгласието	ההסכמה
съгласието	הסכמה
верен	נאמן
верен	נאמנים
верен	נאמנה
верен	נאמן
верен	נאמנים
верен	נאמנה
антоан	אנטואן
руси	בלונדינית
руси	בלונד
руси	בלונדינית
руси	בלונדיני
руси	בלונד
палубата	סיפון
палубата	הסיפון
господ	אלהים
господ	אלוקים
господ	אלוהים
антиохия	אנטיוכיה
аякс	אייאקס
нервна	עצבני
нервна	עצבים
нервна	לחוצה
нервна	עצבנית
нервна	מתוחה
нервна	מתוח
руда	עפרות
готите	גותים
скоби	מלחציים
скоби	סיכות
скоби	גשר
скоби	סוגריים
фрази	ביטויים
тунел	מנהרה
картофи	תפוחי
инфекции	זיהומים
уолис	וואליס
елита	עילית
елита	האליטה
елита	עלית
бройки	פיסות
бройки	חתיכות
бройки	חלקים
еквивалент	המקבילה
еквивалент	מקבילה
експеримент	ניסוי
върхът	טופר
арабска	ערבים
арабска	ערבי
арабска	ערבית
изпревари	לעקוף
ислям	האסלאם
ислям	האיסלאם
ислям	אסלאם
риска	סיכון
замени	החלף
замени	תחליף
замени	החליפי
ярко	בהיר
ярко	מוארת
ярко	ברייט
агенции	סוכנויות
иврит	עברית
иврит	בעברית
петдесет	חמישים
петдесет	fifty
номинирана	מועמדת
номинирана	מועמדות
номинирана	מועמד
иконата	סמל
иконата	אייקון
епидемия	התפרצות
епидемия	פרוץ
кореспонденция	התכתבות
крус	קרוז
тива	תבאי
търпи	לסבול
племенница	אחיינית
племенница	האחיינית
кристоф	כריסטוף
кристоф	כריסטוף
гьоте	גתה
селекция	בחירה
селекция	מבחר
предадени	בגד
предадени	נבגד
предадени	נבגדת
предадени	מועבר
предадени	נכנעה
предадени	נכנעו
предадени	נכנע
отпред	קדמי
отпред	החזית
отпред	חזית
отпред	לחזית
близостта	קרבה
близостта	קירבה
пътувания	מסעות
пътувания	מסע
пътувания	נסיעה
пътувания	נסיעות
пътувания	טיולים
толстой	טולסטוי
ибрахим	איברהים
постановка	הגדרות
постановка	הגדרה
постановка	התקנה
постановка	בימוי
постановка	היערכות
плуване	לשחות
плуване	שחייה
плуване	שוחה
плуване	שחיה
ъгъла	לפינה
ъгъла	פינת
ъгъла	פינה
свободи	חירויות
ръба	הקצה
ръба	קצה
лири	לירה
лири	קילו
лири	קילוגרם
лири	פאונד
жозеф	יוסף
науру	נאורו
нож	סכין
антоанета	אנטואנט
изключителни	בבלעדיות
изключителни	בלעדיים
изключителни	בלעדי
изключителни	בלעדיות
астронавти	אסטרונאוטים
стадий	הבמה
стадий	שלב
арка	קשת
феномен	תופעות
феномен	תופעה
феномен	תופעת
феномен	התופעה
феномен	תופעה
пакет	חבילה
пакет	צרור
пакет	חבילה
пакет	החבילה
цецилий	קאיקיליוס
дружба	חברויות
дружба	ידידות
дружба	חברות
фази	שלבים
гигантски	הענק
гигантски	ענק
гигантски	ענקית
сюзън	סוזאן
сюзън	סוזן
наследниците	יורשים
сеул	סיאול
фламандски	פלמית
традиционна	מסורתית
традиционна	מסורתי
традиционна	מסורתיים
бригади	חטיבות
следите	רצועות
следите	עקבות
следите	מסלולים
борса	החלפה
обичам	באהבה
обичам	אוהב
обичам	אהבה
обичам	אוהבת
обичам	אהובה
психоанализа	פסיכואנליזה
панония	פאנוניה
погребани	קבורה
погребани	נקבר
погребани	קבורים
погребани	קבור
тор	דשן
тор	דשן
тор	דשן
тор	תור
мита	מיתוס
мита	מיתולוגיה
мита	חובות
мита	מטלות
доказано	הוכיח
доказано	הוכחת
доказано	הוכיחה
доказано	הפגין
доказано	מוכחת
доказано	מוכח
доказано	הוכח
биологични	הביולוגי
биологични	ביולוגי
биологични	ביולוגית
клонове	ענפים
клонове	סניפים
клонове	ענפי
витамин	ויטמין
плажове	החופים
плажове	חופים
духове	רוחות
духове	רוחות
духове	נשמות
спад	לסרב
спад	ירידה
спад	סרב
спад	דחה
обвивка	נדן
обвивка	פגז
обвивка	מעטפת
обвивка	קליפה
приключване	סיום
приключване	השלמת
приключване	השלמה
приключване	סגירה
публична	ציבורית
публична	ציבורי
публична	ציבור
публична	הציבור
вулкан	געש
вулкан	וולקן
вулкан	וולקני
педагогика	פדגוגיה
бунтове	מהומות
бежанците	פליטים
бежанците	הפליטים
собственици	בעלים
осветление	תאורת
осветление	תאורה
изоставя	נוטש
изоставя	נוטשת
повторение	חזרה
повторение	חזרות
повторение	החוזר
повторение	חזור
повторение	חוזר
хайделберг	היידלברג
папи	אפיפיורים
папи	פאפי
папи	פפי
папи	פאפי
дъблин	דבלין
парламентът	פרלמנט
парламентът	הפרלמנט
свършва	מסתיים
свършва	מסתיימת
кодове	קודים
кодове	קוד
кодове	צפנים
ренесанс	הרנסאנס
ренесанс	הרנסנס
зигфрид	זיגפריד
шеста	שישי
шеста	שישית
шеста	השישית
шеста	השישי
керамични	קרמיקה
мощен	עוצמה
мощен	חזקה
мощен	חזק
мощен	עוצמתי
равнини	המישורים
пътуват	מסע
пътуват	נסיעה
пътуват	נסיעות
градината	הגינה
градината	גן
градината	הגן
градината	גינה
марш	מארש
търнър	טרנר
матиас	מתיאס
матиас	מטיאס
матиас	מתיאס
симфония	סימפוניה
провал	כישלון
провал	כשל
провал	כשלון
сухо	יבשים
сухо	יבש
сухо	יבשה
предна	קדמי
предна	החזית
предна	חזית
предна	לחזית
предна	חזיתית
автобуси	אוטובוסים
свазиленд	סווזילנד
дъга	ארק
дъга	קשת
удобно	נוחה
удобно	נוחה
удобно	נוח
удобно	נוחים
удобно	נוחה
удобно	נוח
удобно	נוחים
йован	יובאן
двойна	מכפיל
двойна	כפול
двойна	דאבל
постигането	הישגים
постигането	הישג
команди	מצווה
команди	פקודות
привлече	נמשכת
привлече	נמשך
мъртви	מת
мъртви	מתים
мъртви	מתה
телефон	הטלפון
телефон	טלפון
телефон	טלפון
фокус	להתרכז
фокус	מיקוד
фокус	פוקוס
светилища	מקדשים
редиците	שורות
чести	שכיח
чести	נפוץ
чести	משותף
чести	נפוצה
ела	בוא
ела	בואי
ела	בואו
летец	עלון
летец	פלייר
армстронг	ארמסטרונג
триумф	ניצחון
манхатън	מנהטן
клиентите	לקוחות
томпсън	תומפסון
записки	פתקים
записки	רשימות
записки	הערות
записки	תווים
прадеш	פראדש
пепел	אפר
пепел	אש
пепел	אפר
легиони	לגיונות
тактика	טקטיקות
тактика	טקטיקה
тактика	טקטיקה
репресии	דיכוי
изстрелян	השיק
инфекция	זיהומים
инфекция	זיהום
влечуги	זוחלים
влечуги	זוחל
влечуги	זוחלים
синдром	תסמונת
синдром	סינדרום
мелник	מלניק
приемник	מארחים
приемник	המארח
приемник	מארח
приемник	פונדקאי
приемник	מנחה
приемник	מקלט
банда	הלהקה
банда	להקה
банда	גאנג
банда	כנופיה
конкуренция	תחרות
променлива	משתנה
чудо	מארוול
чудо	מופלאה
чудо	נס
чудо	תמה
чудо	פלא
чудо	וונדר
чудо	תוהה
кобург	קובורג
багдад	בגדד
променено	שינה
променено	השתנה
променено	השתנו
променено	השתנתה
променено	השתנה
променено	שונה
чума	המגפה
чума	מגפה
борд	הלוח
борд	קרש
борд	לוח
консумация	הצריכה
консумация	צריכת
консумация	שחפת
дракон	דרגון
дракон	דרקון
дракон	הדרקון
посочен	שצוין
посочен	צוין
лук	בצל
