žica	lanka
čudo	ihme
doyle	doyle
dobit	voittoa
dobit	voitto
dobit	voitot
dobit	tuotto
jadrana	adrianmeren
rommel	rommel
simbolizira	symboloi
napadača	hyökkääjät
duboka	syvälle
duboka	syvällä
duboka	syvä
duboka	syvät
duboka	deep
weber	weber
ustavni	perustuslaillinen
thomson	thomson
zatvaranje	sulkemisen
zatvaranje	sulkeminen
zatvaranje	päättäminen
zatvaranje	lähenee
zatvaranje	lähestyy
zatvaranje	sulkeminen
zatvaranje	sulkeutuu
zatvaranje	suljetaan
zaštitnik	suojelija
étienne	étienne
profesionalna	ammatti
profesionalna	ammattimainen
profesionalna	ammatillinen
profesionalna	ammattilainen
mjuzikl	musikaali
mačke	kissoja
mačke	kissat
campbell	campbell
azijski	aasian
azijski	aasialainen
romeo	romeo
dometa	etäisyys
dometa	vaihteluväli
sirija	syyria
sirija	syyriassa
sirija	syyrian
egipatska	egypti
egipatska	egyptiläiset
egipatska	egyptiläinen
egipatska	egyptin
pijeska	hiekkaa
pijeska	hiekan
pijeska	hiekka
ward	ward
ward	osastolla
arhipelag	saariston
coli	coli
pozadina	taustan
pozadina	tausta
pozadina	taustaa
pozadina	taustatietoja
razdvaja	erottaa
razdvaja	erottaminen
pogubljen	toteutettu
pogubljen	teloitettiin
razdvajanje	erottelu
razdvajanje	erottaminen
pečat	leima
pečat	leimaa
pečat	sinetti
pečat	sinetin
programima	ohjelmat
programima	ohjelmia
programima	ohjelmat
franco	franco
celtic	kelttiläinen
grešku	erehdys
inspiracija	inspiraatiota
inspiracija	inspiraation
odobrenje	hyväksynnän
odobrenje	hyväksyntää
odobrenje	hyväksyminen
odobrenje	hyväksyntä
palata	palatseja
palata	palace
palata	palatsi
koristan	hyödyllinen
koristan	hyödyllisiä
koristan	hyödyllistä
primati	kädelliset
fleming	fleming
mol	myyrä
mol	mol
staklo	lasi
staklo	lasia
staklo	lasin
staklo	lasista
staklo	lasinen
povreda	vaurio
povreda	vahinko
povreda	vahinkoa
povreda	vammat
povreda	vamma
sisari	nisäkkäiden
sisari	nisäkäs
barthel	barthel
uređajima	laitteita
uređajima	laitteiden
uređajima	laitteet
posthumno	postuumi
automobili	autoja
automobili	autot
automobili	autojen
distribuciju	jakelu
distribuciju	jakauma
distribuciju	jakautuminen
obilježena	merkitsi
obilježena	merkitty
obilježena	merkityt
brennan	brennanin
brennan	brennan
resursi	varat
resursi	voimavarat
resursi	resursseja
resursi	resurssit
davies	davies
zastupnik	edustava
zastupnik	edustaja
bonus	bonus
bonus	bonuksen
bonus	korotus
plaža	rannan
plaža	ranta
plaža	beach
plaža	rantaa
plaža	beachin
lucy	lucy
lokacijama	sijainnit
anatomski	anatomisesti
specijalno	erityiset
specijalno	erityinen
specijalno	erityistä
specijalno	special
specijalno	erikoinen
ateizam	ateismi
drevne	muinainen
drevne	muinaiset
drevne	antiikin
drevne	ikivanha
parma	parma
rejting	arvio
rejting	arvostelu
rejting	luokitus
rejting	luokitukset
konji	hevosia
konji	hevoset
mhz	mhz
peći	uunit
peći	liesi
peći	uunit
phillips	phillips
lars	lars
donijeti	tuoda
donijeti	tuo
peto	viidenneksi
peto	viides
označeni	merkitty
označeni	merkityt
lazar	lazar
kupiti	ostetaan
kupiti	ostaa
kupiti	osta
foto	kuvaa
foto	kuva
foto	valokuva
minimum	vähintään
minimum	minimi
shu	shu
nadzor	tarkkailu
nadzor	valvonta
kora	haukkua
kora	hauku
kora	cora
norma	norma
norma	normi
norma	norm
kuka	koukku
hana	hannah
hana	hannahin
paralelne	samanaikaisesti
paralelne	rinnakkain
uspona	ups
piero	piero
hitchcock	hitchcock
crkava	kirkkoja
crkava	kirkot
crkava	kirkkojen
tokio	tokioon
tokio	tokion
gibson	gibson
himne	hymni
kraća	lyhyemmän
kraća	lyhyempi
kepler	kepler
ole	ole
vjerovatnoća	todennäköisyys
vjerovatnoća	todennäköisyyttä
vjerovatnoća	todennäköisyyden
krilima	siivet
krilima	siipien
lakši	helpompaa
lakši	helpompi
lakši	helpommin
lakši	helpottaa
uništava	tuhoaa
vozi	aja
vozi	ajaa
rado	mieluusti
disney	disney
meti	kohdennettu
meti	kohdistettu
meti	kohteena
tehnološki	teknologinen
poglavlja	kappaleet
poglavlja	luvut
slo	slo
napulj	napolissa
napulj	napolin
bonaparte	bonaparte
ahmet	ahmet
prijem	pääsy
prijem	sisäänpääsy
prijem	vastaanotossa
prijem	vastaanoton
prijem	vastaanotto
rekli	sanoi
gilles	gilles
blato	mutaa
blato	muta
stavi	pistä
stavi	laita
stavi	laittakaa
pravna	oikeudellinen
pravna	oikeudelliset
pravna	laillinen
postanu	ryhdy
detektiv	etsivä
italia	italia
norme	normi
norme	norm
obnovljen	uusittu
obnovljen	uudistettu
administrator	ylläpitäjä
administrator	valvojan
javier	javier
proizvoditi	tuottaa
proizvoditi	tuottavat
povod	tilaisuus
društava	yhteiskuntien
bek	beck
bek	bek
depresija	masennus
depresija	lama
depresija	masennusta
uzorka	näytettä
uzorka	otos
uzorka	näytteen
uzorka	otanta
uzorka	näyte
španci	espanjalaisia
španci	espanjalaiset
maksimum	enintään
maksimum	maksimi
maksimum	suurin
maksimum	enimmäismäärä
dec	joulukuu
pješak	jalankulkijoiden
pješak	nappula
pješak	sotilas
hronološki	kronologinen
imajući	pitäen
imajući	kantava
imajući	pitäminen
nou	nou
zubi	hampaiden
zubi	hampaita
zubi	hampaat
ted	ted
ted	tedin
formirane	muodostettu
formirane	muodostunut
formirane	muodostettiin
formirane	muodostivat
opticaju	liikkeeseen
brad	brad
obroncima	rinteet
tunela	tunneleissa
tunela	tunneleita
tunela	tunnelit
posmatra	tarkkailla
posmatra	kellot
posmatra	kelloja
posmatra	katsoo
posmatra	katsella
posmatra	katselin
posmatra	katsomassa
posmatra	katselee
posmatra	katsoo
laurie	laurie
zabrana	kieltää
zabrana	kiellä
zabrana	kielto
zabrana	kieltäminen
suárez	suárez
komunistička	kommunisti
komunistička	kommunistinen
komunistička	kommunistit
srb	srb
ukr	ukr
markus	markus
nezadovoljstvo	tyytymättömyyttä
nezadovoljstvo	tyytymättömyyttä
talas	aallon
talas	aalto
sierra	sierra
bush	bushin
bush	bush
upada	ratsia
pjevao	lauloi
slab	heikko
slab	heikkoa
slab	heikot
hitovi	iskee
hitovi	osumia
hitovi	osuu
alexis	alexis
banda	jengi
banda	gangin
krista	krista
jelo	lautanen
jelo	lautasen
jelo	astia
pilota	lentäjät
pilota	lentäjiä
hiv	hiv
koplja	spears
koplja	keihäs
bra	bra
bra	rintaliivit
lakers	lakers
pušenje	tupakointi
pušenje	polttaminen
pušenje	tupakoinnin
churchill	churchill
direktan	suoraan
direktan	suorat
direktan	suoraa
direktan	suora
direktan	direct
betula	betula
siciliji	sicilia
okoliša	ympäristön
okoliša	ympäristö
allahu	jumala
théâtre	théâtre
boli	sattuu
sdp	sdp
otkrije	paljasta
otkrije	paljastaa
otkrije	löydä
otkrije	tutustu
jakih	vahvuudet
jakih	vahvuus
kum	kummisetä
papua	papua
kriterij	kriteeri
kriterij	peruste
kriterij	kriteerin
hamza	hamza
pijanist	pianisti
misty	misty
iznose	summat
iznose	määrät
administracija	hallinnon
administracija	anto
administracija	hallinto
administracija	annostelu
čarobnjak	velho
suđenja	oikeudenkäynnit
suđenja	kokeet
tragovima	johtolankoja
tragovima	vihjeitä
tragovima	vihjeet
tragovima	askeleita
tragovima	askeleet
tragovima	jalanjälkiä
tragovima	askelia
theodor	theodor
udp	udp
paz	paz
ikona	kuvake
ikona	kuvaketta
glad	nälänhätä
glad	nälänhätä
glad	nälkä
glad	nälän
francuza	ranskalainen
parc	parc
planirana	suunnitteilla
planirana	suunnitellut
planirana	suunniteltu
access	käyttöoikeus
access	pääsy
access	saatavuus
emitira	lähetyksiä
emitira	lähetykset
stalnih	sinnikäs
stalnih	jatkuva
stalnih	pysyvä
principi	periaatteet
principi	periaatteita
izgubi	häviää
izgubi	menettää
izgubi	hävitä
izgubi	häviä
izgubi	menettää
izgubi	häviää
homer	homer
republikanska	republikaani
gan	gunn
bruto	brutto
classic	klassinen
classic	classic
classic	klassista
classic	klassikko
alel	alleelia
gandhi	gandhi
jednaki	tasa
jednaki	equal
izdavanje	liikkeeseen
hubble	hubble
einstein	einstein
civilna	siviili
civilna	siviili
teritorijalna	alueellisen
teritorijalna	alueellinen
teritorijalna	alueelliset
mine	miinoja
stabilan	vakaa
stabilan	talli
stabilan	vakaat
emily	emilyn
emily	emily
ferenc	ferenc
nosača	harjoittajan
nosača	operaattori
nosača	kantaja
operacijama	operaatiot
operacijama	toimien
operacijama	toiminnot
drina	drina
hepburn	hepburn
ribolov	kalastaa
ribolov	kalastusta
ribolov	kalastus
ribolov	kalatalous
naboj	lataus
naboj	syyte
siva	gray
siva	harmaata
siva	harmaa
siva	harmaita
siva	harmaata
siva	harmaa
siva	grey
kane	kane
kane	kanen
pokrivaju	kansi
pokrivaju	kattaa
pokrivaju	kannen
pokrivaju	suojaa
osmi	kahdeksas
hamlet	hamlet
bekr	bakr
wimbledon	wimbledonin
udata	naimisissa
skladištenje	säilytys
skladištenje	varastointi
skladištenje	varasto
idejama	ideat
idejama	ajatuksia
idejama	ideoita
obnovio	uusittu
obnovio	uudistettu
ponuda	tarjota
ponuda	tarjous
ponuda	tarjouksen
ponuda	tarjoa
ekspedicija	retkikunta
rumunski	romanian
rumunski	romania
tvorac	luoja
puteve	polkuja
puteve	reitit
studijama	opinnot
studijama	selvitykset
studijama	tutkimuksia
studijama	tutkimukset
upravnik	vankilanjohtaja
budizam	buddhalaisuus
čovječnosti	ihmiskunta
čovječnosti	ihmisyyttä
potpuna	täydelliset
potpuna	täydellinen
potpuna	täytetään
kasiopeja	kassiopeia
logos	logot
princeton	princetonin
izdavačke	julkaiseminen
izdavačke	julkaisu
arheološka	arkeologinen
levi	levi
mečeva	ottelut
mečeva	tulitikkuja
mečeva	täsmää
brz	nopeaa
brz	nopea
brz	nopeasti
javi	javi
leslie	leslie
uzorak	näytettä
uzorak	otos
uzorak	näytteen
uzorak	otanta
uzorak	näyte
melbourne	melbourne
vjerskim	uskonnollinen
vjerskim	uskonnolliset
govornika	puhujia
govornika	puhujat
odabran	valittu
odabran	valittuna
odabran	valitut
odabran	valittiin
izvrši	toteuta
izvrši	suorita
izvrši	teloittaa
izloženi	alttiina
izloženi	altistuvat
izloženi	altistunut
basic	perus
prijelaza	risteykset
wallis	wallis
držala	pidetty
gómez	gómez
kornjača	turtle
kornjača	kilpikonna
čeljusti	kynnet
jabuke	omenoita
jabuke	omenat
jedinstveno	ainutlaatuisen
jedinstveno	ainutlaatuinen
jedinstveno	ainutlaatuista
jedinstveno	yksilöllinen
jedinstveno	yksilölliset
uzimajući	ottaa
uzimajući	ottaminen
uzimajući	ottaen
uzimajući	ottamassa
tajno	salaa
ravnoteža	tasapainon
ravnoteža	tasapaino
ravnoteža	tasapainoa
jutro	aamu
jutro	aamuna
jutro	aamun
jutro	huomenta
jutro	morning
roosevelt	roosevelt
arg	arg
pokrenuta	käynnistetty
pokrenuta	käynnisti
pokrenuta	käynnistettiin
deutsche	deutsche
roberts	roberts
vista	vista
lociran	sijaitsee
kontinentalno	sisämaan
jednakost	tasa
advokat	juristi
advokat	asianajaja
advokat	juristi
advokat	lakimies
advokat	asianajaja
shell	shell
shell	kuori
mehanika	mekaniikka
fer	fer
fer	reilua
fer	oikeudenmukainen
fer	reilu
fer	fair
prolaza	käytävällä
prolaza	käytävä
ltd	oy
ltd	ltd
carlsen	carlsen
nazvane	nimeltään
nazvane	nimetty
svjestan	tietoinen
svjestan	tietoisia
objavljivanje	julkaiseminen
objavljivanje	julkaisu
sony	sony
avanture	seikkailuja
avanture	seikkailut
bros	bros
organska	orgaaninen
organska	orgaanista
organska	orgaaniset
organska	luonnonmukainen
trend	suuntaus
bogovima	jumalat
bogovima	jumalia
pažljivo	huolellisesti
uništenja	hävittäminen
uništenja	tuho
uništenja	tuhoa
uništenja	tuhoaminen
ramos	ramos
baka	mummi
baka	isoäiti
baka	mummo
vjerska	uskonnollinen
vjerska	uskonnolliset
utvrđenje	linnake
utvrđenje	linnoitus
utvrđenje	fort
zagradi	suluissa
dominantni	määräävän
dominantni	määräävä
logika	looginen
logika	logiikkaa
logika	logiikan
logika	logiikka
wesley	wesley
proizvedena	valmistettu
proizvedena	valmistetut
ubijena	murhattu
ubijena	murhasi
ubijena	murhattiin
ubijena	tapettu
ubijena	tappanut
ubijena	tappoi
vene	suonet
rastao	kasvoi
rastao	kasvanut
moldavija	moldovan
moldavija	moldova
ogromna	suunnaton
ogromna	valtava
relacija	vastaavuutta
relacija	vastaavuus
relacija	vastaavuuden
misle	ajattele
misle	mieti
vlažnost	kosteuden
vlažnost	kosteus
vlažnost	kosteutta
šalju	lähetä
šalju	lähettää
alge	levää
hebrejski	hepreaa
pivo	olut
pivo	kaljaa
pivo	olutta
pivo	kalja
granate	kuoret
šerif	sheriffi
šerif	seriffi
smallville	smallvillen
ograničenje	raja
ograničenje	rajoitus
ograničenje	rajaa
ograničenje	rajoita
kukuruz	maissi
kukuruz	maissin
kukuruz	maissia
iupac	iupac
turner	turnerin
turner	turner
psihologija	psykologian
psihologija	psykologiaa
geometrija	geometrian
pravno	oikeudellisesti
pravno	laillisesti
alfons	alfonso
libija	libyan
libija	libyassa
libija	libya
klarinet	klarinettia
prebačen	siirretty
prebačen	siirretyt
prebačen	siirrettiin
zadatke	tehtäviä
zadatke	tehtävät
ostavi	poistu
ostavi	lähde
ostavi	jätä
einar	einar
nog	nog
sistematski	systemaattisesti
sistematski	järjestelmällisesti
jamie	jamie
izložena	alttiina
izložena	altistuvat
izložena	altistunut
specifičnosti	piirteet
specifičnosti	ominaispiirteet
specifičnosti	ominaisuudet
nafta	maaöljy
nafta	nafta
željeznički	rautateitse
željeznički	rautateiden
željeznički	rautatiet
željeznički	rautatie
željeznički	rautateiden
željeznički	rautatiet
željeznički	rautatie
luz	luz
orbitala	hybridisaatio
šesnaest	kuusitoista
šesnaest	sixteen
bomba	pommi
lloyd	lloyd
stop	lopeta
kuba	kuubasta
kuba	kuubaan
kuba	kuubassa
kuba	kuuban
kuba	kuuba
elektronska	sähköiset
elektronska	sähköisen
elektronska	sähköinen
elektronska	elektroninen
elektronska	elektroniset
dole	down
dole	alas
dole	alaspäin
dole	alakertaan
dole	alhaalla
dole	alakerrassa
instrumente	instrumentit
instrumente	välineitä
instrumente	välineet
zapošljava	työllistää
poručnik	luutnantti
zaustavlja	lopeta
nestala	kadonnut
nestala	kadoksissa
nestala	puuttuu
nestala	puuttuvat
odsustvo	poissaolo
odsustvo	puuttuminen
tragova	jalanjälkiä
slobodi	irti
slobodi	löysä
slobodi	vapaana
okružena	saarrettu
okružena	piiritetty
spomenut	mainitsi
spomenut	mainittu
spomenut	mainittiin
ponedjeljak	maanantaina
ponedjeljak	maanantai
arhitektonski	arkkitehti
ofanziva	loukkaava
ofanziva	loukkaavaa
geometrijski	geometrinen
postotak	prosenttiosuus
postotak	prosentti
panama	panama
spriječi	estä
spriječi	estettävä
spriječi	ehkäistä
spriječi	estää
datumi	päivämäärät
datumi	päivämääriä
interese	edut
tajvan	taiwanin
tajvan	taiwan
tajvan	taiwanissa
panzer	panzer
izložen	alttiina
izložen	altistuvat
izložen	altistunut
kenneth	kenneth
izdavača	kustantajien
carska	imperial
tame	pimeyttä
tame	pimeys
tame	pimeyden
tame	kesy
počast	kunnia
počast	kunnianosoitus
ozbiljne	vakavat
ozbiljne	vakavaa
ozbiljne	vakava
franaka	frangia
nuklearni	ydinvoima
prisiljeni	pakko
prisiljeni	pakotettu
prisiljeni	pakotti
hronika	chronicles
prezentacija	esittelyssä
prezentacija	esitys
prezentacija	esittely
metan	metaania
dubai	dubai
friends	ystävät
friends	ystäviä
friends	kavereita
friends	kaverit
kancelar	liittokansleri
kancelar	kansleri
born	syntynyt
born	syntyneet
born	syntyi
poplave	tulvat
poplave	tulva
poplave	tulvien
poplave	tulvia
ukrajinci	ukrainalaiset
vezivanje	sitominen
demokratija	demokratia
demokratija	demokratiaa
demokratija	demokratian
schmidt	schmidt
reforma	uudistaminen
reforma	uudistukset
reforma	uudistus
reforma	uudistuksen
usmjeren	suunnattu
usmjeren	kohdistettu
usmjeren	kohdennettu
profesionalne	ammatti
profesionalne	ammattimainen
profesionalne	ammatillinen
profesionalne	ammattilainen
andersson	andersson
doors	ovet
doors	ovia
znajući	tietäen
talasi	aallot
talasi	aaltoja
pobunjenika	kapinallisia
pobunjenika	kapinalliset
pobunjenika	kapinallisten
pobunjenika	kapinallinen
hronologija	aikajanalla
hronologija	aikajanan
hronologija	aikajana
lane	lanen
lane	lane
sljedbenici	seuraajat
sljedbenici	seuraajia
sljedbenici	seuraajaa
zalihe	tarvikkeita
zalihe	tarvikkeiden
zalihe	tarvikkeet
zalihe	toimitukset
baterije	patterit
baterije	paristot
baterije	akut
delfin	delfiini
crtež	luonnos
crtež	piirros
crtež	piirustus
crtež	piirros
crtež	piirtää
grah	papua
grah	bean
grah	papuja
grah	pavut
plata	plata
darwin	darwin
oklopnih	panssaroidut
inteligencija	älykkyys
inteligencija	tiedustelu
inteligencija	älyä
inteligencija	tiedustelupalvelu
hassan	hassan
memorija	muistin
memorija	muisto
memorija	muistot
memorija	muisti
memorija	muistia
dizel	diesel
izgubiti	hävitä
izgubiti	häviä
izgubiti	menettää
izgubiti	häviää
strategije	strategiat
strategije	strategioita
noviji	uudempi
trave	ruohoa
trave	ruoho
sirius	sirius
karbonat	karbonaatti
unix	unix
romi	romaneja
romi	romanien
romi	romanit
ključanja	kiehuu
planova	juonitteleva
planova	suunnitelmia
planova	suunnitelmien
planova	suunnitelmat
dem	dem
laboratorija	labs
laboratorija	laboratorion
laboratorija	laboratorio
laboratorija	laboratorio
doza	annoksia
doza	annokset
doza	annosten
doza	annostus
doza	annos
doza	annoksen
robovi	orjia
robovi	orjat
din	din
din	dean
din	dekaani
svuda	kaikkialla
svuda	kaikkialle
predaja	sanontoja
predaja	antaudu
predaja	antautua
obnovu	uudistaminen
obnovu	uusimista
obnovu	uusiminen
obnovu	palauttamista
obnovu	palauttaminen
obnovu	kunnostaminen
obnovu	kunnostus
obnovu	kuntoutus
ključa	avaimet
senegal	senegalin
receptore	reseptoreihin
chase	jahtaa
chase	chase
sergei	sergei
otrov	myrkky
otrov	myrkkyä
otrov	myrkky
otrov	myrkkyä
sutra	huomenna
sutra	huominen
pogodan	sopivaa
pogodan	sopiva
pogodan	sopivan
pogodan	sopivat
pogodan	soveltuva
pogodan	sopiva
konzul	konsuli
autorska	tekijänoikeuksien
autorska	tekijänoikeudet
autorska	tekijänoikeuden
diane	diane
zahtjevi	pyyntöjä
zahtjevi	pyynnöt
zahtjevi	vaatimuksia
zahtjevi	vaatimukset
zahtjevi	vaatii
zahtjevi	vaatimuksia
mostovi	sillat
mostovi	siltoja
mostovi	siltojen
opremljen	varustettu
povuče	vetäytyä
bon	bon
počeci	alkuja
nasilje	väkivalta
nasilje	väkivaltaa
nasilje	väkivaltaisuudet
povećane	lisääntynyt
povećane	kasvoi
nekako	jotenkin
poljaci	puolalaiset
poljaci	puolalaisia
tehnička	tekninen
beskonačno	ääretön
beskonačno	loputon
beskonačno	loputtomasti
everton	everton
adp	adp
wells	wells
fran	fran
fragmenti	sirpaleita
kate	kati
kate	kate
abo	abo
procjenu	arviointi
procjenu	arvio
move	siirrä
move	siirry
baterija	akku
baterija	akun
socijalno	sosiaalisesti
socijalno	yhteiskunnallisesti
blogs	blogit
kuvajt	kuwait
puk	rykmentti
puk	rykmentin
spontano	spontaani
spontano	spontaanisti
uništi	tuhota
uništi	tuhoa
uništi	tuhotaan
promocija	markkinointia
promocija	ylennys
promocija	markkinointi
promocija	edistäminen
ispunjava	täyttää
mil	mil
gvatemala	guatemalan
individualne	yksittäiset
individualne	yksilö
individualne	yksittäisten
individualne	yksilöllinen
individualne	yksittäinen
oštećenje	vaurio
oštećenje	vahinko
oštećenje	vahingot
oštećenje	vahinkoa
oštećenje	vauriot
stanislav	stanislav
uspješnu	menestys
uspješnu	onnistui
uspješnu	menestynyt
uspješnu	onnistunut
afrička	afrikkalainen
afrička	afrikkalaiset
afrička	afrikka
afrička	afrikan
slavni	kuuluisa
slavni	kuuluisia
slavni	kuuluisat
slavni	tunnettu
samir	samir
rum	rommia
moderno	muodikas
marx	marx
oktavijan	octavius
deklaracija	julistus
deklaracija	julistuksen
deklaracija	julkilausuma
deklaracija	ilmoitus
alpsko	alppien
honduras	honduras
vole	myyrä
eriksson	eriksson
spasi	tallenna
spasi	säästä
fan	fani
fan	tuuletin
fan	ihailija
glagola	verbejä
ppm	ppm
ein	ein
muller	müller
muller	muller
hrom	chrome
hrom	kromi
hrom	kromi
violine	viulut
caroline	caroline
svile	silkkiä
drive	aja
drive	ajaa
barij	barium
direktni	suoraan
direktni	suorat
direktni	suoraa
direktni	suora
direktni	direct
instalacija	laitos
instalacija	asennus
instalacija	asennetaan
instalacija	asentaa
instalacija	asennus
primirje	aselepo
poteškoće	murheita
poteškoće	vaikeuksia
poteškoće	vaikeudet
služiti	palvele
služiti	palvella
uran	uranus
dell	dell
vođen	ohjattu
vođen	ohjannut
mrtvi	kuolleet
mrtvi	kuollut
reaktora	reaktorit
stepenu	asteen
stepenu	tutkinto
stepenu	aste
šok	järkyttävä
šok	järkyttävää
šok	järkytys
šok	shokki
dijalekt	murretta
čudovišta	hirviöitä
čudovišta	hirviöt
julian	julian
julian	julianin
meša	mää
take	ottaa
take	ota
take	otetaan
abdullah	abdullah
cvjeta	kukoistaa
oksidacije	hapetus
neill	neill
slavio	juhli
slavio	juhlii
slavio	juhlia
slavio	juhlimassa
utisak	vaikutelman
utisak	vaikutelma
infrastruktura	infrastruktuurin
infrastruktura	infrastruktuuri
infrastruktura	infrastruktuuria
helij	helium
građanin	kansalaista
građanin	kansalainen
građanin	kansalaisena
čitava	koko
čitava	kokonaisena
čitava	kokonainen
čitava	kokonaiset
dodajte	lisää
dodajte	add
dodajte	lisätä
rft	rft
camille	camille
giorgio	giorgio
mašinski	mekaanisen
mašinski	mekaaninen
mašinski	mekaaniset
pčela	mehiläinen
pčela	bee
cole	cole
siemens	siemens
izmir	izmir
parkovi	puisto
kolonijalne	colonial
selby	selby
formata	muodossa
formata	muoto
angelo	angelo
neslaganja	erimielisyydet
imuni	immuuni
neda	ned
lorenzo	lorenzo
trovanja	myrkyttää
izumio	keksitty
izumio	keksittiin
izumio	keksi
sihr	noituutta
sihr	taikaa
sihr	magic
sihr	taikuutta
sihr	taikuus
sihr	taika
plivanju	uimassa
plivanju	uinti
plivanju	uimaan
masi	yleisö
masi	yleisöä
masi	porukkaa
razvijao	kehittymässä
razvijao	kehittää
razvijao	kehittyy
razvijao	kehitetään
razvijao	kehittyvät
