dhe	ja
kryesore	pääasialliset
kryesore	pääasiallinen
kryesore	tärkein
kryesore	tärkeimmät
qyteti	kaupunki
qyteti	city
qyteti	kaupunki
qyteti	paikkakunta
politike	poliittinen
qershor	kesäkuu
qershor	kesäkuuta
qershor	kesäkuussa
pse	miks
pse	miksi
maj	touko
maj	toukokuu
maj	voi
maj	toukokuun
maj	toukokuuta
vetë	itse
nëntor	marraskuuta
nëntor	marraskuussa
nëntor	marraskuu
janar	tammikuu
janar	tammikuussa
janar	tammikuun
janar	tammikuuta
thotë	sanoo
shtator	syys
shtator	syyskuuta
shtator	syyskuu
vet	hänen
brenda	brenda
brenda	sisältä
brenda	sisään
brenda	sisällä
brenda	sisäpuolella
shteteve	valtioiden
shteteve	valtiot
shteteve	osavaltiot
kryesisht	lähinnä
kryesisht	pääosin
kryesisht	pääasiallisesti
kryesisht	pääasiassa
kryesisht	lähinnä
kryesisht	enimmäkseen
kryesisht	useimmiten
kryesisht	pääosin
kryesisht	pääasiassa
shqiptarë	albaanit
prill	huhtikuu
prill	huhtikuuta
prill	huhtikuussa
prill	huhtikuun
prill	huhti
ditë	päivä
ditë	päivän
ditë	päivien
ditë	päivää
ditë	päiviä
ditë	days
ditë	päivät
tetor	lokakuussa
tetor	lokakuun
tetor	lokakuu
shkurt	helmikuuta
shkurt	helmikuussa
shkurt	helmikuu
shkurt	lyhyet
shkurt	lyhyt
bëhet	ryhdy
vjetër	vanhat
vjetër	vanhoja
vjetër	vanha
vjetër	vanhaa
bën	tekee
bën	tekee
kodi	koodi
monark	monarch
dhjetor	joulukuu
dhjetor	joulukuussa
dhjetor	joulukuuta
mbret	king
mbret	kuningas
mbret	kunkku
aktuale	tämänhetkinen
aktuale	tämänhetkiset
aktuale	nykyiset
aktuale	nykyinen
gjuhën	kieli
gjuhën	kieli
gjuhën	kielet
tani	nyt
frëngjisht	ranska
frëngjisht	ranskan
frëngjisht	ranskalaiset
frëngjisht	ranskalaisia
frëngjisht	ranskalainen
km²	km²
shtetet	valtioiden
shtetet	valtiot
shtetet	osavaltiot
shtetet	maissa
shtetet	maat
shtetet	valtiot
shtetet	maiden
informacion	tiedot
informacion	tiedotus
informacion	tietoa
informacion	tietoja
informacion	tiedottaminen
shume	hyvin
shume	erittäin
shume	much
shume	paljon
shume	paljo
gusht	elokuu
gusht	elokuuta
gusht	elokuussa
gusht	elokuun
gusht	august
shba	usa
shba	yhdysvaltojen
pranë	läheltä
pranë	lähellä
pranë	lähelle
top	huippu
top	top
top	huippua
top	ylä
top	suosituimmat
korrik	heinäkuu
korrik	heinäkuussa
korrik	heinäkuun
korrik	heinä
korrik	heinäkuuta
katër	nelonen
katër	neljä
rëndësishme	tärkeä
rëndësishme	tärkeää
rëndësishme	tärkeät
rëndësishme	tärkeitä
fillim	alkuun
fillim	alussa
fillim	alku
jashtë	ulkona
jashtë	ulkopuolella
jashtë	ulkopuolelle
jashtë	ulos
përbërja	kokoonpano
përbërja	koostumus
shën	pyhä
shën	saint
shën	pyhimys
qytet	kaupunki
qytet	city
qytet	kaupunki
qytet	paikkakunta
këtu	täällä
këtu	tässä
dhënë	annettu
dhënë	annetut
dhënë	myönnetään
dhënë	myönnetyt
dhënë	myönnetty
përdorur	käytetyt
përdorur	käytetty
përdorur	käytettyjä
faqja	sivu
faqja	sivulla
aty	tuolla
aty	siellä
nëpër	kautta
nëpër	läpi
krijuar	luotu
krijuar	loi
krijuar	luodut
krijuar	luonut
krijuar	luotiin
del	del
zona	vyöhyke
zona	alue
zona	alue
vit	vuoden
vit	vuosi
vit	vuonna
shpesh	usein
shpesh	usein
përfshirë	osallisena
përfshirë	osallistunut
përfshirë	sisällytetty
përfshirë	sisältyy
megjithatë	kuitenkin
data	päivämäärä
data	päiväys
data	treffit
kryesor	main
kryesor	pääasialliset
kryesor	pääasiallinen
kryesor	tärkein
kryesor	tärkeimmät
kryesor	ensisijainen
emri	nimi
emri	nimeä
jane	jane
jane	janea
new	uudet
new	uusi
new	uutta
new	uusia
isbn	isbn
zakonisht	yleensä
zakonisht	tavallisesti
zakonisht	tavallinen
zakonisht	tavallista
zakonisht	tavanomainen
zakonisht	tavanomaiset
reja	uudet
reja	uusi
reja	uutta
reja	uusia
federal	liittovaltion
federal	liittovaltio
qarkun	lääni
qarkun	piirikunnan
qarkun	piirikunta
qendër	keskus
qendër	keskelle
qendër	keskusta
qendër	center
qendër	keskus
qendër	keskusta
ana	anna
republika	tasavalta
iii	sairas
iii	iii
provinca	maakunta
der	der
fjalë	sanan
fjalë	sana
fjalë	sanoja
fjalë	sanat
ndodhet	sijaitsee
amerikan	amerikkalainen
amerikan	amerikan
amerikan	amerikkalaiset
amerikan	american
osmane	ottomaanien
pjesa	osa
pjesa	osaa
pjesa	osittain
ali	allie
ali	alin
ali	ali
shkruar	kirjoitettu
shkruar	kirjalliset
kulturore	kulttuurinen
mesme	keskimmäinen
mesme	lähi
mesme	keski
mesme	keskikokoinen
shqip	albanian
shqip	albania
shqip	albaniaa
numër	lukumäärä
numër	numero
numër	luku
atëherë	sitten
bazë	tukikohta
bazë	pohja
bazë	perusta
bazë	perus
kohe	aika
kohe	ajan
kohe	aikaa
ndërtuar	rakensi
ndërtuar	rakennettu
ndërtuar	rakentaa
ndërtuar	rakenna
nëpërmjet	kautta
nëpërmjet	via
nëpërmjet	kautta
nëpërmjet	läpi
solid	kiinteää
solid	kiinteät
solid	kiinteä
fshati	kylän
fshati	kylä
fshati	kylässä
fshati	kyl
vite	vuotta
vite	vuodet
vite	vuosien
vite	vuosia
forcat	voimia
forcat	joukot
forcat	voimat
vdiq	kuolin
vdiq	kuoli
vdiq	kuolivat
sipërfaqja	runko
sipërfaqja	rungon
jug	etelä
jug	etelään
lidhur	kytketty
lidhur	yhdistetty
lidhur	yhteydessä
lidhur	liitetty
lidhur	yhdistetty
lidhur	yhteydessä
lidhur	sidottu
lidhur	sidotut
ushtarake	armeija
ushtarake	sotilas
ushtarake	sotilaallinen
ushtarake	armeijan
veri	pohjoinen
veri	pohjoiseen
veri	pohjois
papa	paavin
papa	paavi
papa	pope
popullore	suosittu
popullore	suosittua
popullore	suosittuja
popullore	suositut
numri	lukumäärä
numri	numero
numri	luku
atij	hänet
përveç	paitsi
vepra	opus
vepra	tekoja
vepra	teot
vepra	toimii
vepra	teokset
vepra	työskentelee
asaj	hänen
vërtetë	real
vërtetë	todellinen
vërtetë	oikea
vërtetë	aito
vërtetë	todellista
vërtetë	todella
vërtetë	oikeesti
përmes	kautta
përmes	via
përmes	kautta
përmes	läpi
përdoret	käytetyt
përdoret	käytetty
përdoret	käytettyjä
dha	antanut
dha	antoi
arriti	saapuivat
arriti	saapuneet
arriti	saapui
arriti	saapunut
botë	maailmassa
botë	maailma
botë	maailmaa
botë	maailman
botë	world
botë	maailmaan
spanjë	espanjan
spanjë	espanja
spanjë	espanjassa
ndërkombëtare	kansainvälisen
ndërkombëtare	kansainvälinen
ndërkombëtare	kansainväliset
shqipëria	albaniassa
shqipëria	albanian
shqipëria	albania
shqipëria	albaniaa
sidomos	erityisesti
sidomos	varsinkin
sidomos	etenkin
tretë	kolmas
tretë	kolmannet
tretë	kolmanneksi
veriore	pohjoinen
veriore	pohjois
merr	ottaa
merr	ota
merr	otetaan
merr	hanki
merr	saada
merr	saa
merr	hae
formë	muotoa
formë	muotoon
formë	muodon
formë	muoto
formë	muodosta
formë	muoto
formë	muodossa
formë	lomake
kisha	kirkkoja
kisha	kirkot
kisha	kirkkojen
kisha	kirkon
kisha	kirkossa
kisha	kirkkoon
kisha	kirkko
kisha	seurakunta
veçantë	erityiset
veçantë	erityinen
veçantë	erityistä
veçantë	special
veçantë	erikoinen
shteti	maa
shteti	valtio
shteti	maata
shteti	maan
shteti	osavaltio
shteti	valtion
shteti	valtio
vende	paikat
vende	paikkoja
vende	istuimet
vende	paikat
ndeshje	vastaavuus
ndeshje	täsmää
ndeshje	ottelu
njerëzit	ihmiset
njerëzit	ihmisiä
njerëzit	henkilöt
ende	vielä
ende	vieläkin
ende	edelleen
ende	yhä
maqedonisë	makedonian
maqedonisë	makedonia
shënoi	maalin
shënoi	merkitsi
shënoi	merkitty
shënoi	merkityt
fitoi	voitin
fitoi	voitti
fitoi	voittanut
vendi	maa
vendi	valtio
vendi	maata
vendi	maan
vendi	paikassa
vendi	paikka
vendi	place
http	http
faqe	cheek
faqe	sivu
faqe	sivulla
faqe	sivujen
faqe	sivuja
faqe	sivut
jeta	life
jeta	elämää
jeta	elämän
jeta	elämä
popullsia	väestö
popullsia	väkiluku
popullsia	väestön
shqiptarët	albaanit
kryetar	kaiutin
kryetar	puhuja
kryetar	puhemies
kryetar	pormestari
kryetar	kaupunginjohtaja
kryetar	puheenjohtajan
kryetar	puheenjohtaja
luajtur	pelattu
luajtur	soitettu
luajtur	pelasi
luajtur	pelannut
shtëpi	house
shtëpi	talo
shtëpi	talon
shtëpi	talot
shtëpi	talojen
shtëpi	taloja
shtëpi	kotiin
shtëpi	kodin
shtëpi	kotona
shtëpi	koti
gjuhë	kieliä
gjuhë	kielet
gjuhë	kieli
gjuhë	kieli
gjuhë	kielet
historike	historialliset
historike	historiallista
historike	historiallinen
historike	historialliset
historike	historiallista
historike	historiallinen
fetare	uskonnollinen
fetare	uskonnolliset
perëndimore	west
perëndimore	lännessä
perëndimore	läntinen
perëndimore	länsi
perëndimore	western
perëndimore	läntinen
perëndimore	länsi
tri	tri
tri	kolme
shembull	esimerkki
ekonomike	taloudelliset
ekonomike	taloudellinen
tilla	tällainen
saint	pyhä
saint	saint
saint	pyhimys
plotë	täyden
plotë	täys
plotë	täydet
plotë	täysi
plotë	täynnä
rajoni	alue
rajoni	alueen
rajoni	piiri
rajoni	piirikunta
shqiptarëve	albaanit
shkolla	koulut
shkolla	kouluja
shkolla	koulussa
shkolla	koulun
shkolla	koulu
shkolla	koulua
shkolla	school
afër	läheltä
afër	lähellä
afër	lähelle
afër	lähellä
afër	sulje
then	epäonnistuu
then	epäonnistua
drejt	suoraan
drejt	hetero
drejt	suorat
drejt	suora
drejt	kohti
lindje	itä
lindje	itään
lindje	itäinen
historia	tarinaa
historia	tarina
historia	tarinan
historia	historia
historia	historiaan
historia	historiaa
historia	historian
historia	historiasta
film	elokuvan
film	elokuva
film	leffa
film	elokuva
film	kalvo
film	filmi
figura	kuva
figura	lukuja
figura	luvut
figura	hahmo
zoti	jumala
zoti	lordin
zoti	herra
zoti	lordi
kosova	kosovossa
kosova	kosovon
kosova	kosovo
gjuha	kieli
gjuha	kieli
gjuha	kielet
studimet	opinnot
studimet	selvitykset
studimet	tutkimuksia
studimet	tutkimukset
familje	suku
familje	perhe
familje	perheen
duket	ulkonäkö
duket	näyttää
tha	sanoi
fillon	alkaa
fillon	alkaa
fillon	aloitetaan
fillon	alkaen
fillon	aloittaminen
fillon	aloitus
fillon	alkaa
anë	puoli
anë	puolella
anë	side
gjerë	laaja
gjerë	leveä
greke	kreikka
greke	kreikkalainen
greke	kreikkaa
greke	kreikan
greke	kreikkalaiset
qëllim	tarkoitus
qëllim	tarkoituksena
qëllim	käyttötarkoitus
city	city
city	kaupunki
city	paikkakunta
tempulli	temppeli
tempulli	temple
kane	kane
kane	kanen
von	von
lufta	sodan
lufta	sotaa
lufta	sota
rast	case
rast	tapauksessa
rast	tapaus
rast	salkku
vjen	tulee
vjen	tulee
vjen	tulossa
vjen	tullaan
grupi	bändi
grupi	band
grupi	yhtye
grupi	bändiä
grupi	konserni
grupi	ryhmän
grupi	ryhmä
pare	nähnyt
pare	nähty
pare	nähneet
itali	italiassa
itali	italia
itali	italian
arritur	saavutetut
arritur	saavutettiin
arritur	saavutettu
arritur	saavuttanut
arritur	päästy
arritur	saavutettu
arritur	saavutti
arritur	saavutettiin
shumica	enemmistö
rëndësishëm	instrumentaali
svg	svg
autor	tekijä
autor	kirjailija
autor	tekijän
autor	esittäjä
autor	kirjoittaja
përpara	edessä
përpara	eteenpäin
përpara	ennen
tregon	ilmaisee
tregon	osoittaa
tregon	näkyy
tregon	näyttää
tonë	meijän
tonë	meidän
njerëz	ihmiset
njerëz	ihmisiä
njerëz	henkilöt
jugore	etelä
jugore	etelän
jugore	eteläinen
botuar	julkaistu
botuar	julkaistaan
botuar	julkaistut
botuar	julkaissut
pesë	viisi
anëtar	jäsen
anëtar	jäsenen
prandaj	siksi
lloji	tyyppi
lloji	kirjoita
emër	substantiivi
emër	nimi
emër	nimeä
ibn	ibn
grup	konserni
grup	ryhmän
grup	ryhmä
mali	vuori
mali	vuorta
mali	vuoristo
mali	vuori
mali	mount
mali	malin
zhvillimin	kehittäminen
zhvillimin	kehitystä
zhvillimin	kehitys
und	und
john	johannes
john	john
john	jukka
vendet	istuimet
vendet	paikat
vendet	paikat
vendet	paikkoja
vendet	maissa
vendet	maat
vendet	valtiot
vendet	maiden
poshtë	down
poshtë	alas
poshtë	alaspäin
poshtë	alapuolelle
poshtë	alle
poshtë	alapuolella
poshtë	alla
poshtë	pohjaan
poshtë	pohja
poshtë	pohjaa
fjala	sanan
fjala	sana
jep	antaa
jep	avustuksia
jep	avustukset
jep	myöntää
jep	tarjoaa
jep	antaa
jep	annetaan
wikipedia	wikipedia
bashkë	kimpassa
bashkë	yhdessä
hershme	aikaisin
hershme	varhainen
hershme	aikainen
jugut	etelä
jugut	etelään
lindore	itä
lindore	itäinen
përfshinë	sisällytetty
përfshinë	sisältyy
italia	italiassa
italia	italia
italia	italian
qarqet	ympyrää
qarqet	piireissä
qarqet	piirit
qarqet	piirien
qarqet	alueet
qarqet	piirit
punë	työpaikka
punë	työ
punë	työtä
punë	työn
punë	työn
punë	työ
punë	työt
punë	työtä
hapur	avaa
njihet	tiedossa
njihet	tunnetaan
njihet	tunnetut
njihet	tunnettu
qendra	keskus
qendra	keskelle
qendra	keskusta
qendra	center
qendra	keskus
qendra	keskusta
libri	kirja
libri	kirjaa
libri	varaa
romake	roman
romake	roomalainen
romake	rooman
caktuar	määrätty
caktuar	osoitettu
caktuar	määritetyt
caktuar	määritetty
administrative	hallinnolliset
administrative	hallinnollinen
pati	patty
pati	patti
burimi	lähde
burimi	voimavara
burimi	resurssien
sistemi	järjestelmän
sistemi	systeemi
sistemi	järjestelmä
sistemi	system
politik	poliittinen
fushë	kenttä
fushë	kenttää
fushë	kentän
shtëpia	kotiin
shtëpia	kodin
shtëpia	kotona
shtëpia	koti
shtëpia	house
shtëpia	talo
shtëpia	talon
kete	tämän
kete	tätä
kete	tästä
kete	tämä
ora	aika
ora	ajan
ora	aikaa
ora	ora
ora	kellon
ora	kello
gola	maalit
gola	tavoitteita
gola	maaleja
gola	tavoitteet
serbe	serbia
serbe	serbian
detit	meri
burim	lähde
njeri	ihmisen
njeri	ihminen
njeri	inhimillinen
njeri	mies
njeri	äijä
not	uimassa
not	uinti
not	uimaan
faqet	sivujen
faqet	sivuja
faqet	sivut
faqet	posket
ate	hänet
lirë	irti
lirë	löysä
lirë	vapaana
lirë	halvalla
lirë	halvat
lirë	halpa
lirë	halpaa
lirë	ilmaista
lirë	ilmainen
lirë	vapaa
lirë	free
lirë	ilmaiseksi
bardhë	valkoiset
bardhë	valkoinen
bardhë	valkoista
komuniste	kommunisti
komuniste	kommunistinen
komuniste	kommunistit
gjermane	saksaa
gjermane	saksalainen
gjermane	saksa
gjermane	saksaksi
gjermane	saksan
ujë	vettä
ujë	vesi
zhvilluar	kehittynyt
zhvilluar	kehitetty
zhvilluar	kehittyneet
zhvilluar	kehitettiin
rrethi	ympyrää
rrethi	kehä
rrethi	ympyrä
koha	aika
koha	ajan
koha	aikaa
letrare	kirjallisuus
letrare	kirjallisuuden
tokë	maa
tokë	maapallo
tokë	maan
tokë	maa
tokë	maata
histori	tarinaa
histori	tarina
histori	tarinan
histori	historia
histori	historiaan
histori	historiaa
histori	historian
histori	historiasta
kreu	head
kreu	pää
kreu	päätä
kreu	pään
njeriu	mies
njeriu	äijä
gjendje	tilanne
gjendje	ehto
gjendje	edellytys
gjendje	kunto
amerikane	amerikkalainen
amerikane	amerikan
amerikane	amerikkalaiset
amerikane	american
krye	huippu
krye	top
krye	huippua
krye	ylä
krye	suosituimmat
tirana	tiranan
veprat	tekoja
veprat	teot
vendos	setti
vendos	määritä
vendos	asettaa
vendos	aseta
vendos	asetettu
vendos	päätä
vendos	päättää
mbajtur	pidetty
mbajtur	säilytetty
mbajtur	pidetty
madje	edes
madje	jopa
përfshin	sisältää
george	yrjö
george	george
george	ykä
elektrike	sähkö
elektrike	sähköinen
elektrike	sähköiset
elektrike	sähköllä
elektrike	sähkö
elektrike	sähköinen
elektrike	sähköiset
luftë	sodan
luftë	sotaa
luftë	sota
arsye	syyt
arsye	syitä
arsye	järki
arsye	syy
arsye	syyn
punuar	työskennellyt
punuar	työskenteli
punuar	toiminut
punuar	töissä
punuar	työskentely
perëndim	west
perëndim	lännessä
perëndim	läntinen
perëndim	länsi
fëmijë	lapsia
fëmijë	lapset
fëmijë	lasta
fëmijë	lapsen
fëmijë	lapsi
fëmijë	lasten
fëmijë	lapsia
fëmijë	lapset
malit	vuori
malit	vuorta
malit	vuoristo
qarku	lääni
qarku	piirikunnan
qarku	piirikunta
qarku	piiri
qarku	circuit
autori	tekijä
autori	kirjailija
autori	tekijän
autori	esittäjä
autori	kirjoittaja
shtrihet	venyy
shtrihet	ulottuu
vete	itselleni
vete	itse
mira	mira
verore	kesällä
verore	kesää
verore	suvi
verore	kesä
ushtarak	armeija
ushtarak	sotilas
ushtarak	sotilaallinen
ushtarak	armeijan
ushtarak	martial
san	san
përsëri	uudestaan
përsëri	uudelleen
përsëri	taas
përsëri	jälleen
evropian	euroopan
vendbanim	kotipaikka
vendbanim	residence
vendbanim	asuinpaikka
vendbanim	oleskelu
familja	suku
familja	perhe
familja	perheen
larg	kauas
larg	kaukana
larg	pitkälle
larg	pois
princi	prinssi
princi	prince
princi	ruhtinas
kaluar	mennyttä
kaluar	menneet
kaluar	ohi
kaluar	menneisyys
kaluar	kulunut
pikë	pisteet
pikë	pisteitä
pikë	pistettä
pikë	kohdat
pikë	pisteen
pikë	kohta
pikë	pistettä
pikë	piste
pikë	point
qeveria	valtio
qeveria	hallitus
qeveria	hallituksen
nobel	nobelin
nobel	nobel
shkencave	tieteet
rolin	roolin
rolin	rooli
jugosllave	jugoslavian
mal	vuori
mal	vuorta
mal	vuoristo
mal	mal
vetem	yksistään
vetem	yksin
vetem	yksinään
vetem	ainoastaan
vetem	vain
vetem	vain
drejtë	suoraan
drejtë	hetero
drejtë	suorat
drejtë	suora
aktor	näyttelijä
italian	italialaiset
italian	italiaksi
italian	italialainen
italian	italia
italian	italian
skeda	välilehti
luajti	pelattu
luajti	soitettu
luajti	pelasi
luajti	pelannut
gjashtë	kuusi
gjashtë	kuudes
universiteti	korkeakoulu
universiteti	yliopisto
gjetur	löydetty
gjetur	löytynyt
gjetur	löydettiin
gjetur	löysi
gjetur	löyty
gjetur	löytyi
radio	radion
radio	radio
yes	kyllä
formuar	muodostettu
formuar	muodostunut
formuar	muodostettiin
formuar	muodostivat
formuar	muotoiltu
formuar	muotoinen
mbretëresha	kuningatar
mbretëresha	queen
italiane	italialaiset
italiane	italiaksi
italiane	italialainen
italiane	italia
italiane	italian
bazuar	perustuva
bazuar	perustuu
bazuar	perustuvat
përshkrimi	kuvaus
rrugë	kadulle
rrugë	street
rrugë	katu
rrugë	tie
rrugë	tien
rrugë	maantie
rrugë	road
gjerman	saksaa
gjerman	saksalainen
gjerman	saksa
gjerman	saksaksi
gjerman	saksan
lashtë	muinainen
lashtë	muinaiset
lashtë	antiikin
lashtë	ikivanha
perandoria	imperiumin
perandoria	empire
perandoria	valtakunta
perandoria	imperiumi
poezi	runon
poezi	runo
poezi	runoutta
poezi	runoja
evropiane	euroopan
drejtim	suuntaa
drejtim	suuntaan
drejtim	suunta
drejtim	suunnan
luan	leijona
luan	pelaamassa
luan	pelaa
luan	leikkii
artistike	taiteellinen
mundur	mahdollisia
mundur	mahdolliset
mundur	mahdollinen
mundur	mahdollista
mundur	voitti
mundur	voitettu
mundur	lyöty
atje	tuolla
atje	siellä
brendshme	sisustus
dita	päivä
dita	päivän
shpejt	kohta
shpejt	pian
shpejt	soon
shpejt	nopeaa
shpejt	nopea
shpejt	nopeasti
shpejt	nopeasti
shpejt	nopea
shpejt	nopeasti
natyrore	luonnolliset
natyrore	luonnollinen
natyrore	luonnon
natyrore	luonnollista
veriut	pohjoinen
veriut	pohjoiseen
veriut	pohjois
veriut	pohjoinen
veriut	pohjois
ndryshe	erilaiset
ndryshe	erilainen
ndryshe	eri
ndryshe	erilaista
ndryshe	muutoin
ndryshe	muuten
ara	viljelykasvien
ara	ara
perandori	imperiumin
perandori	empire
perandori	valtakunta
perandori	imperiumi
perandori	keisari
perandori	keisaria
perandori	keisarin
kush	kuka
kush	ketä
kush	who
kush	joka
fusha	fields
fusha	kentät
