par	apie
amerikas	amerikos
tādēļ	todėl
universitāte	universitetas
uzvarēja	laimėjo
liela	didelių
liela	dideli
liela	didelis
liela	didelės
liela	dideli
liela	didysis
liela	didelis
liela	puikiai
liela	puiku
liela	puiki
club	klubas
nhl	nhl
liepājas	liepojos
stacija	stotis
stacija	stoties
vidū	vidurys
vidū	artimųjų
universitātē	universitetas
dziesmas	dainas
dziesmas	dainos
dziesmas	dainų
sieviešu	moteris
sieviešu	patelės
sieviešu	moterys
sieviešu	moterų
sieviešu	patelė
piedalījies	dalyvavo
tieši	tiksliai
tieši	būtent
filma	filmas
filma	filmai
filma	filmas
filma	plėvelė
filmas	filmų
filmas	filmai
filmas	filmuose
filmas	filmai
filmas	filmus
dzīvoja	gyveno
dzīvoja	gyvenau
labi	gerai
labi	geras
labi	puikiai
labi	gera
#aaa	#aaa
dibināta	įkurta
ķermeņa	kūno
ķermeņa	kūnas
vēlēšanās	rinkimai
vēlēšanās	rinkimų
vēlēšanās	rinkimai
stadions	stadionas
karš	karas
karš	karo
karš	karui
rēzeknes	rėzeknės
vācijā	vokietija
laiks	laiko
laiks	laikas
saņēma	gautas
ģimenē	šeima
ģimenē	šeimos
ģimenē	šeimyna
valstis	narės
skolas	mokykla
skolas	mokykla
skolas	mokyklos
vasaras	vasaras
austrumos	rytų
temperatūra	temperatūrą
temperatūra	temperatūra
temperatūra	temperatūra
aktieris	aktorė
aktieris	aktorius
ciema	kaimo
ciema	kaime
ciema	jonava
ciema	kaimas
darbi	kūriniams
darbi	veikia
darbi	kūriniai
darbi	darbai
vēstures	istorijos
vēstures	istorija
kalnu	kalnų
kalnu	kalnas
spēļu	žaidimai
spēļu	lošimų
jūlijs	julius
aizsardzības	apsauginis
aizsardzības	gynyba
aizsardzības	gynybos
čempionāts	čempionatas
čempionāts	čempionato
sava	sava
bgcolor	bgcolor
strādāja	dirbau
strādāja	dirbo
vadītājs	vairuotojo
vadītājs	mašinistas
vadītājs	vairuotojas
vadītājs	galvos
colspan	colspan
ievēlēts	išrinkti
ievēlēts	išrinktas
ievēlēts	išrinkta
ietilpst	apima
pašā	paša
karjeru	karjera
karjeru	karjeros
vēsturē	istorijos
vēsturē	istorija
darbojās	prekiavo
darbojās	veikė
uzņēmums	bendrovė
uzņēmums	įmonė
uzņēmums	bendrovės
uzņēmums	kompanija
uzņēmums	įsteigimas
rindās	turimas
tēvs	tėvas
vārdu	žodžiai
dēls	sūnus
basketbola	krepšinio
lielākais	didžiausias
čempionāta	čempionatas
čempionāta	čempionato
futbolists	futbolininkas
cilvēka	žmonijos
cilvēka	žmogaus
cilvēka	žmogus
netālu	arti
netālu	netoli
rietumos	vakarų
rietumos	vakarai
svars	svarstyklės
svars	svoriai
svars	svoris
režisors	direktorius
spānijas	ispanų
spānijas	ispaniškai
spānijas	ispanijos
osmaņu	osmanų
labākais	geriausi
labākais	geriausia
labākais	aukščiausia
labākais	geriausios
labākais	geriausias
radio	radijas
radio	radijo
administratīvais	administracinis
administratīvais	administracinės
darbojas	veikia
dziesma	daina
dziesma	dainos
vojevodiste	vaivadija
koka	medienos
koka	mediena
clubnat	clubnat
isbn	isbn
brīvības	laisves
karjeras	karjera
karjeras	karjeros
karjeras	karjerai
karjeras	karjera
karjeras	karjeros
miera	taikos
miera	taikai
miera	fredas
miera	taika
pavadonis	palydovas
jūnijs	birželis
jūnijs	birželio
tiesnesis	teisėjas
karā	karas
karā	karo
karā	karui
sala	sala
sala	islandija
sala	islandijos
sala	salos
izglītības	švietimo
studijas	studijoje
studijas	studija
studijas	studio
studijas	studijos
ukrainas	ukrainos
ukrainas	ukraina
ukrainas	ukrainiečių
uzskatīts	laikoma
vasarā	vasara
vasarā	vasaros
daudzi	daug
daugavas	daugava
būs	bus
ebreju	žydų
indijas	indas
indijas	indijos
indijas	indija
indijas	indijos
cet	cet
pilnībā	visiškai
pilnībā	pilnai
sezonu	sezonas
robežas	pasienio
eet	eet
medaļas	medaliai
dalībnieks	dalyvis
dalībnieks	dalyvio
dalībnieks	dalyvis
vēsture	istorijos
vēsture	istorija
poļu	lenkai
karaspēks	kariai
liels	didelių
liels	dideli
liels	didelis
liels	didelės
liels	dideli
liels	didysis
liels	didelis
liels	puikiai
liels	puiku
liels	puiki
teātra	teatras
teātra	teatro
teātra	teatre
aktrise	aktorė
joprojām	dar
februāris	vasaris
filmu	filmas
filmu	filmai
tirdzniecības	rinkodara
tirdzniecības	prekybos
pastāv	egzistuoti
grieķu	graikų
cilvēks	žmonijos
cilvēks	žmogaus
cilvēks	žmogus
cilvēks	vyru
cilvēks	vyras
cilvēks	žmogus
brālis	broli
brālis	brolis
parks	park
parks	parkas
sacensībās	varžybose
sacensībās	varžybų
lapa	lapas
darbība	eksploatavimas
darbība	veikimas
darbība	operacija
uzbrucējs	spragtukas
bronzas	bronza
māte	mama
māte	motina
treneris	treneris
treneris	trenerio
kāds	kas
kāds	ko
kāds	kokie
kāds	kažkas
līnijas	eilutės
līnijas	linijos
ķīnas	kinų
ķīnas	kinijos
ķīnas	kinas
krasta	kranto
krasta	krantas
japānas	japonijos
japānas	japonų
dzīvi	gyvenimo
dzīvi	gyvybės
dzīvi	gyvybė
dzīvi	gyvenimas
dzīvi	gyva
dzīvi	live
dzīvi	gyvi
dzīvi	gyventi
dzīvi	gyvos
uzvaru	laimėti
augstākā	aukščiausiasis
rowspan	rowspan
skolā	mokykla
skolā	mokyklos
pulka	pulkas
pulka	pulką
impērija	imperija
sevi	save
sevi	save
kļuvis	tapti
aprīlis	balandis
reizēm	kartais
pievienojās	prisijungė
autoceļa	greitkelis
īpašības	charakteristikos
īpašības	ypatybės
darbs	darbas
darbs	darbas
darbs	darbingo
darbs	darbo
grāmatas	knygos
muzejs	muziejus
muzejs	muziejų
vārdi	vardai
vārdi	žodžiai
šie	šių
miljoni	milijonus
miljoni	milijonų
miljoni	milijonai
turku	turku
turku	turkijoje
turku	turkija
turku	turkų
turku	turkijos
grāmatu	knygą
grāmatu	knyga
sezona	sezonas
spēlētājs	žaidėjas
meža	miškas
spēle	žaidimas
kāda	kas
kāda	ko
kāda	kokie
pāri	pora
armija	armijos
armija	kariuomenė
armija	armija
upe	upės
upe	upė
dzīvnieku	gyvūnai
dzīvnieku	gyvuliai
dzīvnieku	gyvūnas
dzīvnieku	gyvūno
dzīvnieku	gyvūnų
biedrības	asociacijos
biedrības	asociacijoms
biedrības	visuomenes
teātrī	teatras
teātrī	teatro
teātrī	teatre
viņiem	jais
viņiem	jas
viņiem	joms
viņiem	jiems
viņiem	jomis
viņiem	juos
vienības	vienetai
augu	gamykla
augu	augaliniai
augu	augalas
augu	augalų
lielais	didelės
lielais	dideli
lielais	didysis
lielais	didelis
gaismas	žiburiai
gaismas	šviesos
kauss	taurė
mūsu	mūsų
āfrikas	afrikos
āfrikas	afrika
lielbritānijas	britanijos
lielbritānijas	britai
lielbritānijas	britų
okeāna	vandenynas
karjera	karjera
karjera	karjeros
karjera	karjerai
karjera	karjera
karjera	karjeros
karjera	karjeras
divus	du
piezīmes	pastabos
piezīmes	paaiškinimai
piezīmes	stebėjimai
piezīmes	pastebėjimai
piezīmes	pastabos
piezīmes	pastabas
piezīmes	komentarai
piezīmes	pastabas
piezīmes	pastabos
piezīmes	komentaruose
zemnieku	valstiečių
ieguvis	įsigijo
krastos	krantus
johans	johann
goda	garbės
goda	garbė
mācību	mokymo
mācību	mokymas
mācību	mokymai
mācību	mokymas
mācību	mokymo
sabiedrības	visuomenes
muiža	dvaras
uzvaras	laimėti
uzvaras	pergalių
andrejs	andrejus
andrejs	andrejs
dzejnieks	poetas
metrus	metrai
metrus	metrų
vienmēr	visada
roberts	roberts
virsmas	paviršiai
virsmas	paviršių
pili	pilis
pili	pilies
balva	trofėjus
balva	prizo
balva	prizas
balva	prizą
balva	premija
putnu	paukščiai
okupācijas	profesija
okupācijas	užsiėmimas
pasažieru	keleivis
pasažieru	keleivinis
izdevās	pavyko
izdevās	valdoma
izdevās	valdomi
izdevās	pavyko
abi	abi
abi	abu
abi	abi
punkti	taškai
punkti	balai
drīz	greit
drīz	greitai
nokrišņu	kritulių
sasniedz	pasiekia
piemineklis	paminklas
putni	paukščiai
domes	sales
domes	dūmos
kino	filmai
kino	filmus
āzijas	azijos
karu	karas
karu	karo
karu	karui
mākslinieks	atlikėjas
galvaspilsēta	kapitalas
galvaspilsēta	kapitalo
arābu	arabų
esot	tariamai
akmens	akmens
akmens	akmuo
akmens	rokas
akmens	rock
mātītes	patelių
mātītes	patelės
bērni	vaikai
televīzijas	televizijos
televīzijas	televizija
ģimenes	šeimų
ģimenes	šeima
ģimenes	šeimos
ģimenes	šeimyna
pāvests	popiežius
spēki	pajėgos
līnija	linija
nobela	nobel
kustības	judesiai
kustības	judėjimo
koku	medžio
balvas	apdovanojimai
balvas	prizų
piedalās	dalyvaujančios
piedalās	dalyvauja
pārskats	apžvalga
pārskats	peržiūra
daudzums	kiekis
sastāvs	sudėtis
video	video
video	vaizdai
video	videos
turcijas	turkiją
turcijas	turkija
turcijas	turkijos
turcijas	turkijoje
turcijas	turkija
turcijas	turkų
turcijas	turkijos
frīdrihs	friedrich
km²	km²
daudzas	daug
sacensības	varžybose
sacensības	varžybų
sacensības	lenktynes
skola	mokykla
skola	mokyklos
raksta	rašant
projekta	projekto
projekta	projektas
ciemu	kaimo
ciemu	kaime
ciemu	jonava
ciemu	kaimas
ļauj	leido
formula	formulę
formula	formulės
formula	formulė
juris	juris
sakarā	pagarba
dzelzs	geležies
dzelzs	geležis
ceļš	kelias
ceļš	kelių
ceļš	kelio
grāmata	knygą
grāmata	knyga
cīņas	imtynių
cīņas	kovas
cīņas	mūšių
kompānija	bendrovė
kompānija	įmonė
kompānija	bendrovės
kompānija	kompanija
viegli	lengvai
viegli	lengva
viegli	lengvai
studentu	studentų
studentu	studentė
studentu	studentas
skolu	mokykla
skolu	mokyklos
klubā	klubas
vēlēšanas	rinkimai
vēlēšanas	rinkimų
vēlēšanas	rinkimai
čempions	čempione
čempions	čempionas
kravas	krovinys
kravas	krovinių
kravas	apkrovos
akadēmijas	akademija
akadēmijas	akademijų
iespējas	šansai
iespējas	galimybės
gara	ilgai
gara	ilga
gara	ilgas
nationalyears	nationalyears
tour	kelionių
tour	ekskursija
tour	kelione
dalībnieki	aktoriai
dalībnieki	veikėjai
nationalteam	nationalteam
finanšu	finansiniai
finanšu	finansinis
finanšu	finansų
finanšu	finansai
aktīvi	aktyviai
aktīvi	aktyvi
aktīvi	aktyvus
aktīvi	turtas
temperatūras	temperatūra
temperatūras	temperatūrą
temperatūras	temperatūra
vīriešu	patinas
vīriešu	patinų
vīriešu	vyrai
vīriešu	vyras
grand	grand
kājnieku	pėstininkų
jēkabpils	jėkabpilio
vilhelms	vilhelmo
trolejbusu	troleibusų
vienība	subjektas
mirusi	miręs
piemiņas	atmintyje
piemiņas	atminimo
piemiņas	atminimo
sojuz	soyuz
nepieciešams	reikia
nepieciešams	reikėjo
nepieciešams	būtinas
jūra	jūra
jūra	jūros
foto	nuotraukos
foto	foto
foto	nuotrauka
darbinieks	darbuotojui
darbinieks	darbuotojas
spāņu	ispanų
spāņu	ispaniškai
spāņu	ispanijos
nokia	nokia
uzvarējis	laimėjo
atzīts	pripažintos
iedalījums	sunaikinimo
iedalījums	paskirstymas
iedalījums	skyriai
iedalījums	kvadratai
sks	ekspedicija
rodas	encounters
viss	viskuo
viss	visko
viss	viską
viss	viskas
lielas	didelių
lielas	dideli
lielas	didelis
drošības	saugos
drošības	sauga
mērķis	tikslas
mērķis	siekiama
mērķis	tikslas
mērķis	paskirtis
zinātnes	mokslas
zinātnes	mokslo
zinātnes	mokslai
kapteinis	kapitonas
kapteinis	kapitonas
olas	kiaušiniai
olas	kiaušinių
olas	kiaušinis
olas	kiaušinių
olas	kiaušiniai
olas	kiaušinio
interneta	interneto
interneta	internetas
miljoniem	milijonus
miljoniem	milijonų
miljoniem	milijonai
iecelts	paskirtas
ievērojami	gerokai
sarkanā	raudona
pilnīgi	būtinai
pilnīgi	visiškai
pilnīgi	pilnai
ātri	greitas
ātri	greita
ātri	greitai
ātri	greitas
ātri	greita
ātri	greiti
ātri	greitai
ātri	greit
ātri	greitai
revolūcijas	revoliucijos
metru	metras
literatūras	literatūros
biedrs	drauge
biedrs	draugas
dzīvnieki	gyvūnai
dzīvnieki	gyvuliai
dzīvnieki	gyvūnų
dibināts	įkurta
šveices	šveicarijos
šveices	šveicarija
zinātne	mokslas
zinātne	mokslo
metri	metrų
metri	metrai
metri	metrų
anna	anne
anna	ann
anna	ana
anna	anna
lietuviešu	lietuvos
lietuviešu	lietuvių
abas	abi
abas	abu
teātris	teatras
teātris	teatro
teātris	teatre
pagaidu	laikinai
policijas	policija
policijas	policijos
galvas	galvos
federācijas	federacija
federācijas	federacijos
krāsu	spalva
krāsu	spalvos
krāsu	spalvų
krāsu	spalva
ungārijas	vengrijos
vienkārši	tiesiog
ministrijas	ministerijų
ministrijas	ministerijos
tēviņi	patinai
tēviņi	patinas
tēviņi	patinų
tēviņi	vyrai
tēviņi	vyras
krāsas	spalvos
krāsas	dažai
krāsas	dažikliai
krāsas	spalvų
krāsas	dažai
krāsas	dažų
tūkstoši	tūkst
tūkstoši	tūkstančiai
garš	ilgai
garš	ilga
garš	ilgas
sērijas	serija
sērijas	serijos
imperators	imperatorius
strauji	greitas
strauji	greita
strauji	greiti
strauji	greitai
strauji	greit
pāris	pora
pāris	pora
augstākās	aukščiausiasis
barības	pašarų
barības	pašaras
barības	pašarai
atklāts	atverti
diezgan	gan
diezgan	gana
beidzās	pasibaigė
beidzās	baigęs
tilts	tilto
tilts	tiltas
ielām	gatvės
ielām	gatvėse
džeimss	james
džeimss	džeimsas
arhitektūras	architektūros
strādāt	darbingo
strādāt	darbo
kom	com
japāņu	japonijos
japāņu	japonų
province	provincija
mēness	palydovas
vācija	vokietija
aleksandra	aleksandra
vārtsargs	vartininkas
kuģis	laivas
kuģis	indas
kuģis	amatų
die	mirti
marta	marta
mūziķis	muzikantas
turnīrs	turnyras
turnīrs	turnyro
provinces	provincijos
klubi	klubai
nikolajs	nikolai
vara	galios
vara	galia
profesors	profesorius
beidza	nutraukė
organizācija	įstaiga
organizācija	organizacija
pastāvēja	egzistavo
fifa	fifa
uzskatīja	laikoma
orbītā	orbitą
atbilst	atitinka
satiksme	eismas
atpakaļ	atgal
aug	auga
aug	energijai
dinastija	dinastija
sniega	sniegas
sniega	sniego
vladimirs	vladimiras
punktus	taškai
skaņas	garsas
skaņas	skamba
skaņas	garsus
skaņas	garsai
kalns	kalnų
kalns	kalnas
dzīve	gyvenimo
dzīve	gyvybės
dzīve	gyvybė
dzīve	gyvenimas
spēja	geba
spēja	pajėgumas
spēja	pajėgumai
spēja	talpa
spēja	gebėjimas
spēja	gebėjimą
deju	šokio
māja	namas
variants	variantai
variants	variantas
varbūt	galbūt
varbūt	gal
varbūt	galbūt
maija	maja
romāns	romos
romāns	romanas
sacelšanās	sukilimas
sacelšanās	sukilimus
sacelšanās	maišto
sia	sia
maz	keletą
direktors	direktorius
svētki	festivalis
svētki	festivalio
svētki	fest
svētki	festivalius
svētki	šventę
svētki	šventė
svētki	švente
sirds	širdies
sirds	širdy
sirds	širdies
sirds	širdis
atteicās	atsisakė
mūra	mūro
mūra	moore
dziedātāja	dainininkė
attīstību	evoliucija
ātrumu	greitis
ātrumu	greičio
krustojums	sandūra
piederēja	apsėstas
ātrums	greitis
ātrums	greitis
ātrums	greičio
romiešu	romos
fide	fide
čempioni	čempionai
andris	andris
sacīkstes	lenktynes
sacīkstes	lenktynių
arhitekts	architektas
abu	abu
autoceļš	greitkelis
autoceļš	kelias
autoceļš	kelių
autoceļš	kelio
stacijā	stotis
stacijā	stoties
tek	tek
nodaļas	skyriai
nodaļas	kvadratai
maršruts	maršrutas
maršruts	maršrutas
ģimene	šeima
ģimene	šeimos
ģimene	šeimyna
deva	dozė
deva	dozės
deva	dozė
vecākais	vyresnysis
vecākais	vyr
vecākais	vyresnysis
vecākais	seniausias
ārsts	gydytojo
ārsts	gydytojas
ārsts	gydytojo
ārsts	gydytojas
labāk	geresnė
labāk	geresnis
labāk	gerėja
labāk	geriau
aizņem	užimti
aizņem	užimta
aizņem	okupuotoje
amatu	postų
amatu	pareigybės
amatu	įrašai
nosaukumi	vardai
tēva	tėvas
tērbatas	dorpato
igaunijā	estijos
igaunijā	estija
ziemā	žiemos
ziemā	žiemą
ziemā	ziema
ziemā	žiema
dažkārt	kartais
starta	starto
rekords	rekordas
vēja	akių
vēja	vėjas
sievietes	moteris
sievietes	patelės
sievietes	moterys
sievietes	moterų
sievietes	patelė
sievietes	moterys
mērķi	tikslai
mērķi	tikslai
mērķi	tikslų
mērķi	taikiniai
krāsa	spalva
krāsa	spalvos
krāsa	spalvų
krāsa	spalva
skolotāju	mokytoja
pauls	paulius
pauls	pauls
mantojuma	paveldėjimo
mantojuma	paveldo
mantojuma	paveldas
nationalcaps	nationalcaps
zvaigzne	žvaigždės
zvaigzne	žvaigždė
zvaigzne	star
vārtus	vartų
vārtus	vartai
iespēja	galimybė
spēlētāji	žaidėjai
spēlētāji	žaidėjų
tiesas	teismai
tiesas	teismus
mātes	gimdyvių
mātes	motinoms
mātes	motinos
mātes	motina
mātes	mama
mātes	motina
rudenī	rudenį
rudenī	ruduo
veselības	sveikata
mēnešus	mėnesiai
mira	mira
vēsturiski	istorinis
vēsturiski	istorinė
vēsturiski	istoriniai
vēsturiski	istorinis
vēsturiski	istorinė
viduslaiku	viduramžių
viduslaiku	viduramžiškas
karaspēku	kariai
tirgus	rinka
mācītājs	kunigas
mācītājs	pastorius
slimības	ligų
slimības	ligos
slimības	liga
cilts	genčiai
viktors	viktoras
spēlēt	žaisti
spēlēt	groti
vīriešiem	vyrai
kājas	kojos
kājas	kojas
lietuvā	lietuva
berlīnes	berlynas
šķērso	esančiuose
šķērso	kerta
bibliotēka	bibliotekų
bibliotēka	bibliotekos
bibliotēka	biblioteka
astes	uodegos
divīzija	kvadratas
gustavs	gustav
iepriekšējais	ankstesnė
iepriekšējais	ankstesnis
iepriekšējais	ankstesnių
tornis	bokštas
tornis	bokšte
neliela	nedideli
institūts	institutas
uefa	uefa
komitejas	komitetai
naftas	benzinas
veidot	statybos
saimniecības	ūkiai
saimniecības	ūkiuose
saimniecības	ūkių
saimniecības	valdos
saimniecības	farm
saimniecības	ūkiai
saimniecības	valda
muzeja	muziejus
muzeja	muziejų
kļūstot	tampa
hercogs	kunigaikštis
objekti	objektų
strādā	darbingo
strādā	darbo
stipri	stiprūs
stipri	tvirtas
stipri	stipri
stipri	stiprus
statuss	būsena
statuss	statusą
statuss	būklė
statuss	būsenos
klase	klasės
klase	klasė
val	val
administratīvi	administracinis
administratīvi	administracinės
united	jungtinės
united	jungtinė
savieno	pažintis
savieno	sujungia
dažreiz	kartais
metāla	metalo
metāla	metalas
bataljona	bataliono
putniem	paukščiai
uzskatīta	laikoma
edgars	edgaras
viļņas	vilniaus
viļņas	vilnius
krustojumā	sankirtos
meita	dukra
meita	dukrą
meita	duktė
inženieris	inžinierius
kijevas	kijevo
kijevas	kijeve
ffffff	ffffff
ekspedīcijas	ekspedicijas
klimats	klimato
klimats	klimatas
atsevišķi	atskirai
paši	patys
galva	galvos
lidojuma	skrydžio
lidojuma	skrydis
mazā	baby
mazā	mažyte
mazā	mažylis
mazā	kūdikis
mazā	mažyte
mihails	michailas
galerija	galerija
galerija	galerijoje
beidzas	baigiama
beidzas	baigiasi
telpas	patalpose
telpas	patalpos
telpas	kambariai
lieli	didelių
lieli	dideli
lieli	didelis
lieli	didelės
lieli	dideli
lieli	didysis
lieli	didelis
veidi	būdais
kopējo	bendras
kopējo	dažni
joslas	juostomis
filozofs	filosofas
robeža	pasienio
grieķijas	graikų
vadītāja	vairuotojo
vadītāja	mašinistas
vadītāja	vairuotojas
zirgu	žirgas
zirgu	arklys
zirgu	arkliai
zirgu	arklio
zirgu	arkliai
kosmos	kosmos
sieva	žmona
purva	pelkę
bērniem	vaikai
lomas	vaidmenys
lomas	vaidmenis
paliek	likti
konferences	konferencijos
konferences	konferencija
konferences	konferencijų
savvaļas	laukiniai
savvaļas	laukinių
savvaļas	laukinių
projekts	projekto
projekts	projektas
pētījumi	tyrimai
institūtā	institutas
komandieri	vadai
mārtiņš	mārtiņš
brāļi	brolių
brāļi	brothers
brāļi	broliai
izskatās	atrodo
tehnoloģiju	technologijos
tehnoloģiju	technologija
tehnoloģiju	technologijų
vada	vykdo
beidzot	pagaliau
jelgavā	jelgava
tumši	tamsus
tumši	tamsi
tumši	tamsiai
jūnija	birželis
jūnija	birželio
kļūt	tapti
zinātnieki	mokslininkai
celta	statybų
min	min
kreisais	paliko
eirovīzijas	eurovizijos
lietus	lietus
heinrihs	henrikas
senās	senovės
kalniņš	kalniņš
mazuļi	jauniklius
ādas	oda
ādas	odos
ādas	oda
ādas	odos
ķermenis	kūno
ķermenis	kūnas
enerģija	energija
enerģija	energetika
panākumus	sėkmė
panākumus	sėkmės
metodes	metodai
ļāva	įjungtas
eduards	eduard
līmenis	pakopa
jurists	advokato
jurists	teisininkas
jurists	advokatas
dzimšanas	gimimas
modelis	modelis
uzstādīts	įdiegti
uzstādīts	įdiegtas
uzstādīts	įdiegta
simbols	simbolis
simbols	pulkininkas
cieta	kietu
cieta	tvirtas
kompānijas	bendrovės
kompānijas	įmonėse
kompānijas	bendrovių
ekspedīcija	ekspedicija
īpašnieks	savininkas
īpašnieks	turėtojas
apbalvots	papuošti
kustība	judėjimas
galvaspilsētu	sostinės
kapos	duobes
satversmes	konstitucinių
brīvi	laisvai
gāzes	dujos
gāzes	dujos
saruna	pokalbis
saruna	pokalbio
neviens	niekas
unesco	unesco
eiro	euras
eiro	euro
ilga	truko
dziedātājs	dainininkė
dievs	dievas
satiksmes	eismas
dzīvniekiem	gyvūnai
dzīvniekiem	gyvuliai
dzīvniekiem	gyvūnų
karavīru	kareiviai
karavīru	kariai
attīstība	evoliucija
iepriekšējā	ankstesnė
iepriekšējā	ankstesnis
iepriekšējā	ankstesnių
parka	park
parka	parkas
veidnes	pelėsiai
ford	ford
matemātiķis	matematikas
rotas	puošmena
meitas	dukros
valkas	valka
spārnu	korpusas
pašvaldība	savivaldybė
profesionāls	profesinės
profesionāls	profesionalus
arena	arena
daugava	daugava
prēmijas	priemokos
prēmijas	įmokos
skaņu	garsas
zāle	žole
zāle	žolė
zāle	žolės
amats	funkcija
georgs	georg
februāra	vasaris
japāna	japonija
japāna	japonijos
valters	valters
valters	walter
krastu	kranto
krastu	krantas
paralēli	lygiagrečiai
māris	māris
biedru	mate
žurnālists	žurnalistai
žurnālists	žurnalistas
tīmekļa	interneto
