din	از
departament	وزارت
departament	اداره
departament	بخش
unul	یکی
unul	یگانه
unul	یک
apoi	پس
grup	گروهبندی
grup	گروپ
grup	گروه
locul	محل
locul	مکانی
locul	مکان
locul	جای
locul	جایی
oraș	قریه
oraș	شهر
oraș	شهرک
oraș	شهری
oraș	شهر
oraș	سیتی
camp	اردوگاه
camp	اردو
camp	کمپ
germania	آلمان
face	make
face	را
satul	روستای
satul	دهکده
satul	ویلیج
satul	روستا
național	نشنال
național	ملی
note	یادداشتها
note	یادداشتهای
note	نوت
perioada	دوره
perioada	دورهای
perioada	پریود
perioada	دورۀ
minoritate	اقلیت
ucraineană	اوکراینی
cadrul	چارچوب
cadrul	چهارچوب
general	عمومی
general	ژنرال
general	جنرال
război	جنگ
război	جنگی
română	رومانیایی
română	رومانی
află	یادگیری
început	ابتدای
început	آغاز
iii	iii
iii	سوم
duce	دیوک
duce	دوک
duce	دیوس
român	رومانیایی
român	رومانی
provincia	ولایت
provincia	استان
existând	موجود
vedere	نما
vedere	نمای
wikipedia	ویکیپدیا
wikipedia	ویکیپدیای
specie	گونه
specie	گونههای
punct	دات
punct	نکته
punct	نقطه
punct	پوینت
stat	حالت
stat	استیت
stat	دولت
stat	وضعیت
stat	ایالت
unite	یونایتد
unite	متحد
moldova	مولداوی
atunci	پس
aceste	اینها
aceste	اینا
secolul	قرن
secolul	قرنه
secolul	سده
una	یکی
una	یگانه
una	یک
aceasta	این
life	زندگى
life	زندگی
reședință	اقامتگاه
reședință	جایگاه
reședință	اقامت
orașul	شهری
orașul	شهر
orașul	سیتی
tot	همه
tot	همچنان
tot	هنوزم
tot	هنوز
chiar	حتی
chiar	حتى
chiar	وحتی
cunoscute	دانسته
cunoscute	معلوم
film	فیلمی
film	فیلم
film	فیلمش
film	سینمایی
film	فیلم
film	film
perioadă	دوره
perioadă	دورهای
perioadă	پریود
perioadă	دورۀ
vorbitori	اسپیکر
date	تاریخهای
trebuie	باید
cunoscută	دانسته
cunoscută	معلوم
decât	than
aici	اینجا
mari	بیگ
mari	big
mari	بزرگ
mari	بزرگی
zile	روزها
zile	روزگار
zile	روزهایی
zile	روزای
zile	روزهای
față	جبهه
față	جلو
față	چهره
față	صورت
față	face
club	باشگاه
club	چماق
club	کلاب
club	کلوب
club	کلوپ
componente	قطعات
componente	اجزای
ulterior	متعاقبا
est	شرق
est	شرقی
est	est
nou	تازه
nou	نو
nou	جدید
nou	نیو
ales	برگزیده
numai	تنها
având	داشتن
ioan	جان
ioan	یوحنا
ion	یون
ion	یونی
rusă	روس
rusă	روسیه
rusă	روسی
isbn	isbn
populația	جمعیت
populația	جمعیتی
doi	دوتا
doi	دو
același	همون
membru	عضو
membru	عضوی
dată	تاریخ
numit	نامدار
oficial	رسمی
oficial	رسما
deși	هرچند
deși	اگرچه
deși	گرچه
deși	هرچند
deși	اگرچه
deși	گرچه
saint	قدیس
saint	سن
împreună	باهم
specia	گونه
specia	گونههای
vest	وست
vest	باختر
vest	غرب
vest	غربی
vest	وسترن
vest	غربی
italia	ایتالیا
italia	ایتالیا
puțin	اندکی
puțin	کوچک
puțin	کم
puțin	لیتل
puțin	کوچولو
încă	همچنان
încă	هنوزم
încă	هنوز
descoperit	کشف
înainte	جلو
înainte	پیش
lemn	چوبی
lemn	وود
lemn	چوب
noi	تازه
noi	نو
noi	جدید
noi	نیو
națională	نشنال
națională	ملی
subspecii	زیرگونه
roman	رومان
roman	رومی
roman	رومن
roman	روم
roman	رمان
mod	حالت
mod	مود
mod	mod
american	آمریکایی
american	امریکایی
american	امریکن
american	آمریکن
fiecare	هر
fiecare	هرکدوم
fiecare	هریک
prezent	حاضر
prezent	هدیه
casa	خانه
acestea	اینها
acestea	اینا
printre	درمیان
categorie	مقوله
categorie	دسته
text	متن
cluj	کلوژ
bine	خوبی
bine	good
bine	خوب
bine	خوبش
http	http
site	سایت
articole	مقالات
articole	مقاله
articole	موارد
alexandru	الکساندرو
alexandru	اسکندر
alexandru	الکساندر
unele	بعضیها
unele	برخی
milioane	میلیون
milioane	میلیونی
milioane	ملیون
apă	آب
doua	دوتا
doua	دو
ori	ori
țară	کانتری
țară	کشوری
țară	کشور
țară	مملکت
țară	ییلاق
sate	روستاها
sate	روستاهای
târziu	دیر
istoria	تاریخچه
istoria	تاریخ
maria	ماریا
cunoscut	دانسته
cunoscut	معلوم
republica	جمهوری
râul	ریور
râul	رود
râul	رودخانه
formată	تشکیل
paris	paris
paris	پاریسی
paris	پاریس
gheorghe	گئورگه
gheorghe	جرج
gheorghe	گئورگ
gheorghe	جورج
tip	گای
tip	یارو
tip	تیپ
tip	نوع
tip	تایپ
premiul	جایزه
premiul	جایزه
putea	میتوانست
persoane	اشخاص
persoane	افراد
persoane	مردمان
persoane	آدمها
persoane	مردم
constantin	کنستانتین
etc	غیره
exemplu	مثلی
exemplu	مثال
exemplu	نمونه
descriere	عنوان
descriere	شرح
descriere	مشخصات
descriere	توصیف
george	جرج
george	گئورگ
george	جورج
articol	مطلب
articol	مقالۀ
articol	مقاله
născut	متولد
născut	زاده
numărul	عدد
numărul	شمارۀ
numărul	شماره
comitatul	شهرستان
comitatul	کانتی
harta	نگاشت
harta	نقشه
john	جان
john	یوحنا
jos	فرود
jos	پایین
marea	دریا
marea	دریای
marea	بحر
deoarece	چون
aproape	تقریباً
aproape	تقریبا
aproape	نزدیک
aproape	نمانده
raport	گزارش
echipa	جوخه
echipa	تیم
echipa	تیمی
diferite	متفاوت
baza	پایه
baza	مبنا
baza	پایگاه
special	مخصوص
special	ویژه
special	خاص
special	استثنایی
special	خاصه
valea	دره
comune	مفصل
ele	اونا
ele	اونها
ele	آنها
ele	ایشان
stadium	ورزشگاه
svg	svg
zona	منطقه
zona	زون
zona	منطقه
zona	مساحت
zona	ناحیه
slovenia	اسلوونی
americii	آمریکای
americii	امریکا
americii	آمریکا
satului	روستای
satului	دهکده
satului	ویلیج
satului	روستا
împărat	امپراتور
împărat	امپراطور
resedinta	اقامتگاه
resedinta	جایگاه
resedinta	اقامت
viața	زندگى
viața	زندگی
bun	خوبی
bun	good
bun	خوب
bun	خوبش
format	تشکیل
format	قالب
format	قالبی
lângă	نزدیکی
lângă	نزدیک
oameni	افراد
oameni	مردمان
oameni	آدمها
oameni	مردم
istoric	تاریخی
istoric	تاریخی
istoric	تاریخچه
istoric	تاریخ
suprafață	سطح
suprafață	سطحی
suprafață	منطقه
suprafață	مساحت
suprafață	ناحیه
europa	اروپای
europa	اروپا
europa	اروپا
universitatea	دانشگاه
universitatea	qom
team	تیم
team	تیمی
copii	کودکان
copii	فرزندان
copii	اطفال
aproximativ	تقریبی
aproximativ	حدوداً
lucru	کار
lucru	کاری
cazul	پرونده
cazul	کیس
cazul	مورد
români	رومانیایی
români	رومانی
orice	هر
orice	هیچ
clubnat	clubnat
ibn	ابن
mihai	میهای
mihai	میکائیل
mihai	مایکل
acum	اکنون
acum	الان
acum	حالا
recensământul	سرشماری
centrul	سنتر
centrul	مرکزش
centrul	مرکز
centrul	سنتر
centrul	مرکز
reprezintă	معرف
san	san
san	سن
san	سان
teritoriul	قلمروی
teritoriul	قلمرو
van	وان
van	فان
van	ون
van	وَن
ungaria	مجارستان
număr	عدد
număr	شمارۀ
număr	شماره
cauza	علت
cauza	دلیل
cauza	cause
bulgaria	بلغارستان
engleză	انگلیسی
engleză	english
serie	سری
vechi	پیر
vechi	قدیمی
vechi	قدمت
vechi	کهنه
reședința	اقامتگاه
reședința	جایگاه
reședința	اقامت
munții	کوهستان
munții	کوهها
limbi	زبانهای
limbi	زبانها
limbi	زبان
fel	مهربان
apelor	آبها
apelor	آبهای
fotbal	soccer
fotbal	فوتبال
fotbal	football
fotbal	فوتبال
regele	پادشاه
regele	کینگ
regele	شاه
fiul	پسر
anterior	پیشین
anterior	قبلی
nouă	تازه
nouă	نو
nouă	جدید
nouă	نیو
evoluția	تکامل
evoluția	فرگشت
evoluția	تحول
evoluția	evolution
evoluția	اوولوشن
viteză	سرعت
paul	پائول
paul	پال
paul	پل
paul	پاول
palomar	پالومار
orașe	شهرها
institutul	موسسه
institutul	مؤسسه
institutul	انستیتو
satele	روستاها
satele	روستاهای
istorice	تاریخی
trecut	past
trecut	گذشته
articolul	مطلب
articolul	مقالۀ
articolul	مقاله
mulți	بسیار
viață	زندگى
viață	زندگی
informații	اطلاعات
informații	معلومات
titlu	تیتر
goluri	اهداف
album	آلبوم
york	یورک
von	فون
von	فن
pagina	صفحۀ
pagina	صفحه
imperiul	امپراطوری
imperiul	امپایر
imperiul	امپراتوری
moartea	مرگ
fața	چهره
fața	صورت
fața	face
armata	لشگر
armata	ارتش
armata	ارتشی
armata	سپاه
armata	لشکر
formă	شکل
formă	فرم
formă	شکل
color	رنگ
color	رنگها
color	رنگ
german	آلمان
german	آلمانی
ștefan	استیون
ștefan	استفن
ștefan	اشتفان
ștefan	stefan
ștefan	استیفن
rolul	نقشی
rolul	رل
rolul	نقش
mică	کوچک
mică	small
mică	کوچکی
mică	اسمال
mică	میکا
des	des
des	دس
des	اغلب
transilvania	ترانسیلوانیا
epocă	قدیمی
începând	شروع
începând	آغاز
principal	main
principal	اصلی
principal	ماین
principal	مدیر
forma	شکل
forma	فرم
forma	شکل
carol	کرول
carol	کارول
mici	کوچک
mici	small
mici	کوچکی
mici	اسمال
astăzi	امروز
robert	رابرت
robert	روبرت
robert	robert
robert	روبر
eliberare	نشر
eliberare	آزادسازی
european	جاده
european	اروپایی
mic	کوچک
mic	small
mic	کوچکی
mic	اسمال
mic	اندکی
mic	کوچک
mic	کم
mic	لیتل
mic	کوچولو
mic	میکروفن
minore	کوچک
minore	خردسال
minore	کوچکی
câștigat	وون
gen	جنسیتی
gen	جنسیت
gen	ژانر
gen	گن
com	com
importante	مهمند
importante	مهم
der	der
aur	طلای
aur	gold
aur	طلا
aur	طلایی
aur	گلد
aur	زرین
luat	گرفته
murit	درگذشت
germană	آلمان
germană	آلمانی
orbită	مدار
rotație	چرخش
pol	pol
pol	قطب
pol	تیرک
lume	جهان
lume	دنیا
lume	جهانی
local	محلی
local	محلی
anglia	انگلستان
anglia	انگلیس
politică	سیاست
politică	سیاست
devine	گردد
devine	دوین
revista	مجله
asta	این
asta	که
vasile	vasile
vasile	ریحان
profesor	پروفسور
profesor	پرفسور
profesor	معلم
profesor	معلمی
profesor	teacher
profesor	آموزگار
planetelor	سیارات
cinci	پنج
cinci	فایو
acolo	آنجا
lumea	جهان
lumea	دنیا
lumea	جهانی
muzică	موسیقی
muzică	موزیک
david	داوید
david	داود
david	داوود
david	دیوید
david	david
țara	کانتری
țara	کشوری
țara	کشور
țara	مملکت
țara	ییلاق
etnică	قومی
etnică	نژادی
centru	سنتر
centru	مرکزش
centru	مرکز
centru	سنتر
centru	مرکز
alt	alt
alt	الت
alt	آلت
istorie	تاریخچه
istorie	تاریخ
austria	اتریش
districtul	منطقه
districtul	ناحیه
districtul	بخش
altitudine	ارتفاع
regatul	فرمانروایی
regatul	پادشاهی
conține	حاوی
activitatea	فعالیتها
activitatea	فعالیت
sultan	سلطان
inițial	اصالتا
inițial	آغازی
inițial	آغازین
artă	art
artă	هنر
artă	آرت
numeroase	بیشماری
body	بدن
body	بدنی
body	بدنه
body	جسم
body	body
imagini	تصاویر
imagini	پیکچرز
imagini	تصاویر
imagini	عکسها
imagini	عکس
rusia	روسیه
spune	بگویید
spune	بگو
domeniul	دامنه
școala	مدرسه
școala	مکتب
polonia	لهستان
succes	کامیابی
succes	موفق
succes	موفقیتهای
succes	success
succes	موفقیت
provincie	ولایت
provincie	استان
studii	تحصیل
studii	مطالعه
studii	مطالعات
primar	شهردار
primar	ابتدایی
primar	اصلی
primar	اولیه
francez	فرنچ
francez	فرانسه
francez	فرانسوی
privind	نظاره
privind	مراقبه
privind	تماشای
scriitor	نویسنده
jean	ژان
sistemul	سامانه
sistemul	سیستم
începe	شروع
începe	آغاز
ziua	روز
ziua	روزی
sur	سور
single	تکی
single	single
single	تک
războiul	جنگ
războiul	جنگی
world	جهان
world	دنیا
world	جهانی
internațional	اینترنشنال
internațional	بینالمللی
internațional	جهانی
franceză	فرنچ
franceză	فرانسه
franceză	فرانسوی
william	ویلیام
ministru	وزیر
ministru	وزیری
important	مهمند
important	مهم
familie	فامیل
familie	خانوادگی
familie	خانواده
politic	سیاسی
chișinău	کیشیناو
țări	کشورها
funcția	کارکرد
funcția	تابع
jpl	jpl
mircea	میرچا
curs	دوره
probabil	احتمالا
probabil	احتمالاً
sistem	سامانه
sistem	سیستم
politice	سیاسی
sudul	جنوب
sudul	جنوبی
sudul	ساوت
sudul	جنوب
sudul	جنوبی
vreme	هوای
vreme	هوا
autor	مؤلف
autor	نویسندۀ
autor	نویسنده
mediu	متوسط
mediu	میانگین
mediu	متوسط
prea	همچنین
dezambiguizare	ابهامزدایی
spania	اسپانیای
spania	اسپانیا
funcție	کارکرد
funcție	تابع
categoria	مقوله
categoria	دسته
nivel	تراز
nivel	لول
nivel	سطح
web	تار
web	وب
web	وبی
top	بالا
top	top
top	تاپ
top	اوج
top	فاعل
mihail	میخائیل
mihail	میکائیل
mihail	مایکل
mihail	میهایل
biserică	کلیسا
biserică	چرچ
biserică	کلیسای
cartea	کتاب
cartea	book
cartea	کتابی
filme	فیلمهایی
filme	فیلمهای
filme	سینما
filme	فیلمهایی
filme	فیلم
filme	فیلمها
noua	تازه
noua	نو
noua	جدید
noua	نیو
căsătorit	married
căsătorit	متاهل
căsătorit	ازدواج
png	png
muzeul	موزه
city	شهری
city	شهر
city	سیتی
luptă	رزم
luptă	کارزار
luptă	بتل
luptă	نبرد
luptă	بجنگ
unit	یونایتد
unit	متحد
luni	ماهها
luni	ماه
luni	ماهه
luni	ماههای
luni	دوشنبه
zone	نواحی
zone	مناطق
radio	رادیویی
radio	رادیو
radio	بیسیم
romano	رومانو
istorică	تاریخی
istorică	تاریخی
deja	قبلا
monument	یادبود
monument	یادمان
europene	جاده
europene	اروپایی
moment	لحظه
moment	گشتاور
cantonul	کانتون
vârsta	عصر
vârsta	age
vârsta	سنی
vârsta	سن
toți	همه
bază	پایه
bază	مبنا
bază	پایگاه
ultima	آخری
ultima	لست
ultima	واپسین
ultima	آخرین
ultima	اخرین
origine	خاستگاه
origine	مبدأ
origine	منشأ
origine	مبدا
recensământ	سرشماری
actor	هنرپیشه
actor	بازیگر
actor	actor
literatură	ادبیات
literatură	literature
anderson	اندرسون
anderson	اندرسن
anderson	آندرسون
veche	پیر
veche	قدیمی
veche	قدمت
veche	کهنه
timișoara	تیمیشوارا
les	لیس
les	له
les	les
les	لز
les	لس
guvernul	دولتی
guvernul	حکومت
guvernul	دولت
estul	شرق
estul	شرقی
total	مجموع
total	کلا
total	کل
total	کلا
japonia	ژاپن
sibiu	سیبیو
petru	پتر
petru	پیتر
petru	پطرس
conte	شمارش
conte	کونته
alba	آلبا
alba	البا
bavaria	باواریا
bavaria	بایرن
roma	رُم
roma	رم
roma	روم
roma	roma
roma	روما
specii	گونه
specii	گونههای
cupa	فنجان
cupa	جامی
cupa	کاپ
cupa	جام
bătălia	رزم
bătălia	کارزار
bătălia	بتل
bătălia	نبرد
membri	اعضای
membri	اعضا
calitate	کیفیتی
calitate	کیفیت
scrie	نوشت
scrie	نویسند
scrie	نوشتن
scrie	بنویسید
scrie	بنویسد
euro	یورو
uniunii	یونیون
uniunii	اتحادیه
uniunii	اتحاد
scurt	کوتاه
scurt	کوتاهی
scurt	خلاصه
scurt	مختصر
mama	مادر
mama	مامان
mama	mom
mama	مام
mama	مادر
mama	مادری
campionatul	قهرمانی
del	دِل
del	دل
del	del
locuri	مکانهایی
locuri	مکانها
locuri	مساجد
locuri	صندلی
uri	اوری
uri	uri
mănăstirea	صومعه
america	آمریکای
america	امریکا
america	آمریکا
produs	فرآورده
produs	محصول
produs	ضرب
produs	حاصل
ultimul	آخری
ultimul	لست
ultimul	واپسین
ultimul	آخرین
ultimul	اخرین
andrei	آندری
andrei	آندری
radu	رادو
brazilia	برزیل
suceava	سوچاوا
james	جیمز
james	خامس
declarat	اعلام
surse	منابع
obicei	عادت
compania	گروهان
compania	شرکت
compania	company
compania	کمپانی
etnic	قومی
etnic	نژادی
echipe	تیمهای
sezonul	فصل
central	مرکزی
central	سنترال
central	مرکز
dan	دن
unii	بعضیها
unii	برخی
liga	لیگ
liga	لیگا
rol	نقشی
rol	رل
rol	نقش
loire	لوآر
brașov	براشوو
india	هند
india	هندوستان
uniunea	یونیون
uniunea	اتحادیه
uniunea	اتحاد
cărți	کارتها
cărți	ورق
cărți	کارتهای
cărți	کتابها
cărți	کتاب
cărți	کتابهای
opera	تماشاخانه
opera	اُپرا
opera	اپرا
rock	سنگی
rock	صخره
rock	راک
zonă	منطقه
zonă	زون
zonă	منطقه
zonă	مساحت
zonă	ناحیه
stil	سبک
video	ویدیویی
video	ویدئویی
video	ویدیوی
video	ویدئو
video	ویدیو
video	ویدئوی
teatru	تئاتر
teatru	theater
teatru	سینماها
teatru	تئاتر
ziarul	روزنامه
www	www
militară	ارتش
militară	نظامی
militară	ارتشی
post	پست
post	پستی
post	post
mureș	مورش
românesc	رومانیایی
românesc	رومانی
plus	پلاس
richard	ریچارد
china	چین
codul	کد
fiica	دختر
scopul	هدفگیری
scopul	مقصود
scopul	هدفی
scopul	گل
scopul	هدف
scopul	goal
grupul	گروهبندی
grupul	گروپ
grupul	گروه
victor	ویکتور
michael	میکائیل
michael	مایکل
londra	لندن
londra	london
insula	آیلند
insula	جزیره
poziția	موضع
poziția	موقعیت
charles	شارل
charles	چارلز
forțele	نیروهای
forțele	نیروهایی
albumul	آلبوم
diverse	گوناگون
diverse	متفرقه
intrat	واردشده
șase	شش
șase	سیکس
șase	شیش
director	director
director	کارگردان
website	سایت
website	وبگاه
website	وبسایت
militar	ارتش
militar	نظامی
militar	ارتشی
originală	اصیل
originală	اصلی
originală	اوریجینال
state	حالت
state	استیت
state	دولت
state	وضعیت
state	ایالت
pop	پاپ
pop	pop
azi	امروز
uneori	گاهی
university	دانشگاه
university	qom
cultural	فرهنگی
trimis	ارسالی
bar	bar
bar	میله
bar	بار
henric	هنری
henric	آنری
jumătate	نیم
jumătate	نیمی
jumătate	نصف
capitala	پایتخت
capitala	سرمایه
fizice	جسمی
fizice	بدنی
fizice	فیزیکی
activitate	فعالیتها
activitate	فعالیت
mesa	مسا
sfântul	قدیس
sfântul	سن
științe	علوم
soția	زن
soția	همسر
soția	عیال
soția	wife
metri	متری
metri	متر
metri	متر
imperiului	امپراطوری
imperiului	امپایر
imperiului	امپراتوری
centrală	مرکزی
centrală	سنترال
centrală	مرکز
vii	هفتم
singur	تنهایی
singur	تنها
singur	تکی
singur	single
singur	تک
singur	تنهایی
singur	تنها
singur	تنهای
public	عمومی
public	علنی
public	همگانی
public	public
public	آشکارا
nevoie	نیاز
nevoie	نیازمند
nevoie	لازم
nevoie	نیاز
oamenii	انسانها
oamenii	بشر
oamenii	افراد
oamenii	مردمان
oamenii	آدمها
oamenii	مردم
caz	پرونده
caz	کیس
caz	مورد
televiziune	تلویزیون
televiziune	تلویزیونی
curtea	دادگاه
curtea	دربار
probleme	مشکل
probleme	دردسر
probleme	زحمت
probleme	مسائلی
probleme	مسائل
probleme	مشکلات
probleme	مسائل
publice	عمومی
publice	علنی
publice	همگانی
publice	public
regia	کارگردانی
plan	تدبیر
plan	پلان
plan	نقشه
naturale	طبیعی
naturale	natural
facultatea	کالج
facultatea	دانشکده
facultatea	دانشگاه
facultatea	دانشگاهی
pământ	زمین
pământ	خشکی
pământ	land
pământ	سرزمین
viena	وین
viena	وینا
houten	هوتن
principale	main
principale	اصلی
principale	ماین
prim	پرایم
prim	نخست
prim	پریم
arte	arts
arte	هنر
arte	هنرهای
alți	دیگر
alți	غیره
seria	سری
dezvoltarea	توسعه
dezvoltarea	توسعه
direct	دایرکت
direct	direct
direct	مستقیما
direct	مستقیماً
palatul	کاخ
palatul	قصر
termenul	ترم
termenul	اجل
termenul	اصطلاح
altele	دیگر
altele	غیره
altele	دیگران
altele	دیگر
carte	کتاب
carte	book
carte	کتابی
auto	خودکار
religie	مذهب
religie	دین
minor	کوچک
minor	خردسال
minor	کوچکی
conducerea	مدیریت
conducerea	رهبری
final	پایان
final	نهائی
final	نهایی
final	پایانی
final	آخرین
final	فاینال
adus	آورده
adus	آوردن
para	گلابی
para	پارا
para	para
următoarea	بعدی
următoarea	next
părți	قطعات
părți	عورت
părți	احزاب
fratele	برادر
fratele	داداش
membrii	اعضای
membrii	اعضا
acord	توافقنامه
acord	موافقتنامه
acord	قرارداد
acord	توافق
ambele	هردو
teatrul	تئاتر
teatrul	theater
teatrul	سینماها
teatrul	تئاتر
stânga	چپ
press	پرس
press	فشار
traducere	ترجمه
ludovic	لویی
ludovic	لوئی
dumnezeu	خداوند
dumnezeu	خدا
dumnezeu	الهی
dumnezeu	خدایی
dumnezeu	الله
momentul	لحظه
momentul	گشتاور
drumul	جاده
evenimente	رویدادهای
evenimente	رویدادها
evenimente	حوادث
evenimente	اتفاقات
district	منطقه
district	ناحیه
district	بخش
luna	لونا
luna	قمر
luna	ماه
luna	moon
luna	ماه
publică	عمومی
publică	علنی
publică	همگانی
publică	public
publică	انتشار
arad	آراد
poet	poet
poet	شاعری
poet	شاعر
peter	پتر
peter	پیتر
peter	پطرس
victoria	ویکتوریا
fondat	بنیان
sovietică	شوروی
nivelul	تراز
nivelul	لول
nivelul	سطح
rus	روس
rus	روسیه
rus	روسی
rus	rus
poartă	دروازه
poartă	گیت
poartă	دری
poartă	پوشیدن
poartă	بپوشید
martin	مارتن
martin	مارتین
observatorul	رصد
observatorul	رصدخانه
observatorul	ناظر
europeană	جاده
europeană	اروپایی
adrian	ادرین
adrian	آدریان
adrian	آدرین
https	https
romane	رمان
continuat	ادامه
pas	گام
pas	مرحله
pas	قدم
pas	pas
spus	گفت
united	یونایتد
united	متحد
păianjeni	عنکبوتها
biserici	کلیساها
biserici	کلیساهای
berlin	برلین
proiectului	پروژه
lumina	سبک
lumina	روشنایی
lumina	نور
lumina	روشن
lumina	نوری
elemente	موارد
elemente	عناصری
elemente	عناصر
piatră	سنگ
piatră	استون
piatră	سنگی
piatră	سنگسار
piatră	سنگی
piatră	صخره
piatră	راک
produse	فرآورده
produse	محصول
produse	ضرب
produse	حاصل
produse	محصولاتی
produse	محصولات
romania	رومانی
thomas	توماس
thomas	تامس
thomas	توما
napoca	نپوکا
sec	سک
piese	قطعات
piese	عورت
piața	مارکت
piața	بازار
piața	مارکیت
piața	بازاری
muzica	موسیقی
muzica	موزیک
casă	خانه
casă	خانه
casă	وطن
casă	خونه
casă	آغازه
afaceri	تجارت
afaceri	کسب
afaceri	business
vestul	وست
vestul	باختر
vestul	غرب
vestul	غربی
legătură	پیوند
legătură	لینک
liber	free
liber	آزادی
liber	رایگان
liber	آزاده
liber	آزاد
pagini	صفحات
national	نشنال
national	ملی
moscova	مسکو
comunist	کمونیست
comunist	کمونیستی
britanic	بریتانیایی
britanic	بریتانیا
linia	خط
medie	متوسط
medie	میانگین
medie	متوسط
medie	بدجنس
medie	میانگین
sovietice	شوروی
puterea	قوت
puterea	نیرو
puterea	قدرت
puterea	استحکام
puterea	قدرت
puterea	پاور
puterea	توان
puterea	power
puterea	قدرتش
puternic	قوی
puternic	توانا
puternic	نیرومند
puternic	پرقدرت
puternic	قدرتمند
oficială	رسمی
legea	حقوق
legea	قانون
colspan	colspan
afara	بیرون
afara	برون
cariera	حرفه
cariera	شغل
germani	آلمانیا
germani	آلمانیها
germani	آلمانها
rezultat	نتیجه
rezultat	نتیجۀ
rezultat	حاصل
structura	ساختار
structura	سازه
rândul	سطر
constanța	کونستانتا
nordul	شمالی
nordul	نورث
nordul	شمال
nordul	شمالی
nordul	شمال
ușor	آسان
ușor	ساده
ușor	راحت
putere	قوت
putere	نیرو
putere	قدرت
putere	استحکام
putere	قدرت
putere	پاور
putere	توان
putere	power
putere	قدرتش
anumite	یقین
adevărul	حقیقتی
adevărul	واقعیت
adevărul	حقیقت
adevărul	حق
black	مشکی
black	سیاه
black	سیاهی
black	بلک
ediția	ورژن
castelul	قصر
castelul	کاستل
castelul	کستل
castelul	قلعه
castelul	کسل
fiu	پسر
naturală	طبیعی
naturală	natural
consiliului	شورای
consiliului	شورا
