عنبر	ward
المصلحة	úrok
مجلدات	objemy
مجلدات	objemov
الحفظ	zachovanie
الحفظ	ukladanie
الحفظ	šetrenie
الحفظ	úspory
الحفظ	úspora
الحفظ	zachovanie
الحفظ	zachovávanie
الحفظ	uchovávanie
الحفظ	konzervovanie
باراغواي	paraguaj
استخدامات	použitia
يوميات	vestník
يوميات	denník
يوميات	vestníku
يوميات	denníku
يوميات	denník
فرديناند	ferdinand
تعليقات	komentár
تعليقات	pripomienky
تعليقات	komentáre
تعليقات	komentárov
المهن	povolaní
المهن	povolania
المهن	profesie
المهن	kariéry
المهن	kariéra
المهن	povolaní
المهن	povolania
تلفاز	tv
تلفاز	televízie
تلفاز	televízia
تلفاز	televízor
تلفاز	televízne
السلبي	pasívny
السلبي	pasívne
قيود	obmedzení
قيود	obmedzenia
قيود	obmedzení
قيود	obmedzenia
قيود	obmedzenia
جيب	jeep
جيب	vreckové
جيب	vrecko
جيب	vrecka
جيب	vrecku
حقن	injekcie
حقن	injekciu
حقن	injekciu
حقن	injekcia
حقن	vstrekovanie
ساوث	južný
ساوث	juhu
ساوث	južná
ساوث	južné
ساوث	južnej
ساوث	juh
بالضبط	presne
البطالة	nezamestnanosti
البطالة	nezamestnanosť
الفصائل	frakcie
تجهيز	spracovanie
تجهيز	spracúvanie
تجهيز	spracovania
تجهيز	spracovávanie
الجلسة	relácia
الجلسة	sedenie
الجلسة	zasadnutie
الجلسة	stretnutia
الجلسة	stretko
الجلسة	schôdza
الجلسة	zasadnutie
الجلسة	stretnutie
الحريات	slobody
الحريات	slobôd
تغلب	beat
تغلب	rytmus
تغلب	biť
تغلب	poraziť
احداث	príbehy
احداث	príspevky
احداث	príbehov
احداث	udalostí
احداث	podujatia
احداث	udalosti
ركوب	jazdenie
ركوب	jazdiť
ركوب	jazda
ركوب	odvoz
ركوب	jazdu
ركوب	jazdiť
ركوب	jazda
نمر	tiger
نمر	tigra
نمر	leopard
الخريف	jeseň
الخريف	pád
الخريف	padnúť
الخريف	jeseň
الخريف	spadnúť
شمسية	dáždnik
شمسية	slnečné
شمسية	solárne
شمسية	solárny
شمسية	slnečná
النجار	carpenter
النهج	priblíženia
النهج	prístupy
النهج	prístupov
النهج	priblíženie
النهج	prístup
النهج	pristupovať
جامايكا	jamajka
جامايكا	jamajského
روضة	škôlke
روضة	škôlky
روضة	škôlka
تدمر	zničiť
تدمر	zničí
تدمر	ničiť
الكثيرون	mnohé
الكثيرون	mnohí
الكثيرون	veľa
الكثيرون	mnoho
الكثيرون	vela
التوجهات	trendy
التوجهات	tendencie
التوجهات	orientácie
تقاطع	križovatke
تقاطع	križovatky
تقاطع	križovatka
تقاطع	prienik
نشيد	pochváliť
نشيد	chváliť
نشيد	hymnu
تاريخيا	historicky
عنف	násilné
عنف	násilný
عنف	násilne
عنف	násilia
عنف	násilie
المناظر	pohľady
المناظر	pamiatky
شيد	prístrešok
وين	wayne
وين	wen
مستر	pán
تدهور	zhoršenia
تدهور	zhoršenie
تدهور	zhoršovanie
تدهور	degradácie
تدهور	degradácia
الصراعات	konflikty
الصراعات	konfliktov
الصراعات	konfliktom
الصراعات	konflikty
الصراعات	konflikt
بيانو	piano
بيانو	klavír
مسافات	medzery
مسافات	priestory
مسافات	vzdialenosti
اخذ	prevzaté
اخذ	prijatých
اخذ	prijaté
اخذ	užívanie
اخذ	brať
اخذ	brať
اخذ	vziať
اخذ	zober
اخذ	zoberte
سامة	jedovatý
سامة	toxické
سامة	toxická
سامة	toxický
سامة	jedovatý
سامة	jedovaté
الفترات	doby
الفترات	obdobia
واقعية	realistické
واقعية	reálne
واقعية	realistický
واقعية	realizmus
النيتروجين	dusík
النيتروجين	dusíka
زرقاء	blue
زرقاء	modrý
زرقاء	modré
زرقاء	modrá
زرقاء	modra
التسعينيات	deväťdesiate
هياكل	konštrukcie
هياكل	stavby
هياكل	štruktúry
الورد	ruží
الورد	ruže
منطق	logika
منطق	logiky
منطق	logiku
منطق	logické
يرفع	výťahy
شحنة	nákladu
شحنة	náklad
شحنة	zásielka
شحنة	zásielku
شحنة	zásielka
شحنة	zásielky
شحنة	zásielku
شحنة	preprava
نشطة	aktívneho
نشطة	aktívne
نشطة	aktívni
نشطة	aktívny
نشطة	aktívna
قنابل	bomby
الفرص	šance
الفرص	šancí
الفرص	príležitosť
الفرص	príležitosťou
الفرص	príležitosti
الفرص	príležitostí
الفرص	príležitosti
الفولاذ	steel
الفولاذ	oceľové
الفولاذ	ocele
الفولاذ	oceľový
الفولاذ	oceľ
نشوء	vznik
المثل	porekadlo
المثل	príslovie
السجناء	zajatcov
السجناء	väzňami
السجناء	väzňov
السجناء	väzni
سلمية	pokojný
سلمية	pokojné
سلمية	mierové
ترميم	obnova
ترميم	obnovenie
عيوب	nevýhody
عيوب	chyby
عيوب	vady
عيوب	nedostatky
عيوب	nedokonalosti
المحافظين	konzervatívci
المحافظين	konzervatívcov
راية	banner
الملاك	anjelik
الملاك	anjela
الملاك	angel
الملاك	anjel
العروس	nevesta
كابتن	kapitánom
كابتن	kapitan
كابتن	kapitán
كوبنهاغن	kodani
كوبنهاغن	kodaň
عارض	prehliadač
عارض	model
عارض	vzor
عارض	modelka
بيكر	baker
فلوريد	fluoridu
ضريبة	dane
ضريبة	daň
ضريبة	daňové
مطالب	požiadavky
ثانوي	sekundárne
ثانوي	sekundárna
ثانوي	sekundárny
ثانوي	druhotné
جاذبية	príťažlivosť
جاذبية	gravitácia
غني	spievaj
غني	zaspievať
غني	spievať
غني	bohaté
غني	bohatá
غني	rich
غني	bohatý
سعادة	štastie
سعادة	šťastie
العشرات	desiatok
العشرات	tucty
العشرات	desiatky
شين	bradu
شين	brada
شين	shin
المبلغ	čiastka
المبلغ	množstvo
المبلغ	sumu
المبلغ	suma
المبلغ	súčet
المبلغ	suma
وارسو	varšave
ذكية	inteligentné
ذكية	múdry
ذكية	šikovný
ذكية	smart
ذكية	múdra
الزيارة	navštívte
الزيارة	návšteva
الزيارة	návštevy
الزيارة	navštíviť
الزيارة	návštevu
الزيارة	návšteva
الزيارة	navštíviť
دوما	always
دوما	vzdy
دوما	vždy
دوما	furt
ملاكم	boxer
تنزانيا	tanzánia
ميلر	millerová
ميلر	miller
البوب	pop
حاشية	postscript
بيتي	betty
دمرت	zničený
دمرت	zničili
دمرت	zničené
دمرت	zničení
دمرت	zničená
العلاجات	ošetrenia
العلاجات	ošetrovanie
العلاجات	liečby
العلاجات	terapie
ضروري	potrebná
ضروري	nevyhnutná
ضروري	nutné
ضروري	nevyhnutné
ضروري	potrebné
ضروري	nutná
سديم	nebula
لاوس	laos
التراب	špiny
التراب	špina
التراب	hlina
فرضية	hypotéza
فرضية	predpoklad
موثوقة	spoľahlivé
موثوقة	spoľahlivá
موثوقة	spoľahlivý
موثوقة	spoľahlivo
تجار	obchodníkov
تجار	predajcovia
تجار	obchodníci
تجار	predajcovia
تجار	obchodníci
واجهت	čelil
واجهت	čelili
واجهت	narazili
واجهت	narazil
التوصيل	doručenie
التوصيل	rozvoz
التوصيل	dodanie
التوصيل	doručovanie
بشري	ľudský
بشري	ľudských
بشري	človek
بشري	ľudské
بشري	ľudská
الرحالة	cestovatelia
العلاجية	terapeutické
العلاجية	liečebný
ركاب	cestujúcich
ركاب	pasažierov
ركاب	pasažieri
ركاب	cestujúci
رينيه	renee
الكهف	jaskyňu
الكهف	jaskyne
الكهف	jaskyňa
الحارس	stráž
الحارس	strážiť
الحارس	strážnik
لينين	lenin
المطاعم	reštaurácie
المطاعم	reštaurácia
حازم	firma
حازم	pevná
معماري	architekt
معماري	architektonické
الروك	skala
الروك	kameň
الروك	skaly
الروك	rock
خشبية	drevené
خشبية	drevená
خشبية	drevený
خشبية	drevených
عانت	trpela
عانت	trpel
عانت	utrpelo
عانت	utrpeli
عانت	utrpel
عانت	trpeli
الترخيص	preukaz
الترخيص	licencie
الترخيص	licencia
الترخيص	oprávnenie
الترخيص	licenčné
الترخيص	licencie
الترخيص	licenčný
الترخيص	licenčné
الترخيص	licenciu
الترخيص	licencia
المعاملات	transakcia
المعاملات	transakcie
المعاملات	transakciu
المعاملات	transakcie
المعاملات	transakcií
المختبر	laboratórium
المختبر	laboratória
المختبر	laboratórne
المختبر	laboratóriá
المختبر	laboratórium
شعاع	lúča
شعاع	lúč
التحرك	presunúť
التحرك	ťah
التحرك	posunúť
التحرك	pohyb
التحرك	presun
التحرك	presun
التحرك	sťahovanie
اكتملت	dokončená
اكتملت	ukončené
اكتملت	vyplnený
اكتملت	dokončené
اكتملت	vyplnené
سلمى	selmy
سلمى	salma
واقعة	incident
ينشر	uverejňuje
ينشر	vydáva
ينشر	zverejňuje
ستيفان	štefan
ستيفان	stefan
ستيفان	stefana
قضائية	súdne
قضائية	súdna
دينامو	dynamo
الشريك	partner
الشريك	partnera
الشريك	partnerské
الشريك	partnerka
الشريك	spoločník
القران	korán
القران	koráne
كاميرا	fotoaparát
كاميرا	kamera
كاميرا	fotoaparátu
كاميرا	kameru
التجريبي	demo
وجبة	múka
وجبة	jedlo
وجبة	múčka
هوارد	howarda
هوارد	howard
دافع	motív
دافع	motivácia
دافع	motiváciu
بارد	studená
بارد	studené
بارد	chladná
بارد	zima
بارد	chlad
مسجلة	registrovaných
مسجلة	registrované
مسجلة	zapísané
مسجلة	zaregistrované
مسجلة	registrovaný
الاشتراك	odoberať
الاشتراك	prihlásiť
الاشتراك	odoberanie
الاشتراك	predplatné
الاشتراك	odber
كيلي	kelly
الجذر	koreň
قمع	represie
قمع	potláčanie
قمع	potlačiť
قمع	lievika
قمع	potlačenie
قمع	potláčanie
الجنسيات	národností
الولاء	lojalita
الولاء	vernosť
الولاء	oddanosť
تنافس	súťaže
تنافس	sutaz
تنافس	konkurencia
تنافس	súťaž
مستقرة	stabilné
مستقرة	stabilná
مستقرة	stabilný
يقسم	prisahá
متفرقة	rozptýlené
دمياط	damietta
ريفر	rieke
ريفر	river
ريفر	riečna
ريفر	rieka
ريفر	rieky
ميلا	mila
جيرمان	germain
السند	väzba
السند	puto
السند	bond
السند	sindh
بلانك	planck
بلانك	doska
بلانك	dosku
الاحتراق	spaľovania
الاحتراق	spaľovanie
الاحتراق	spaľovacie
تقاليد	tradíciu
تقاليد	tradícia
تقاليد	tradície
تقاليد	tradícií
تقاليد	tradície
جيري	jerryho
جيري	jerry
سنان	sinan
مكتوم	oslabili
مكتوم	tlmený
مكسيكو	mexiku
مكسيكو	mexico
مكسيكو	mexika
مكسيكو	mexiko
هاوس	house
هاوس	domček
هاوس	dom
الشك	pochybovať
الشك	pochybnosť
الشك	pochybujem
الشك	pochybnosti
المخيم	tábora
المخيم	camp
المخيم	tábor
كيس	vak
كيس	tašku
كيس	vrecko
كيس	vrece
كيس	taška
كيس	vrece
مد	príliv
مد	príliv
لورنس	lawrence
شخصيا	osobne
موثقة	zdokumentované
عصابة	banda
عصابة	gang
هلسنكي	helsinkách
البخار	paru
البخار	parné
البخار	para
البخار	steam
البخار	pary
مسارات	trasy
مسارات	cesty
مسارات	stopy
مسارات	stôp
مسارات	skladby
مسارات	trate
الحفريات	fosílie
الحفريات	vykopávky
تفجيرات	bombardovanie
تفجيرات	bombardovaní
تفجيرات	explózie
تفجيرات	výbuchy
براين	brian
براين	briana
الانفصال	oddeľovanie
الانفصال	oddelenie
التحدث	hovoriť
التحدث	porozprávať
التحدث	hovor
التحدث	talk
هان	han
القطط	mačky
المرمى	cieľ
المرمى	gól
مصير	osudu
مصير	osud
زنجبار	zanzibar
بون	bonne
المرتبط	súvisiace
المرتبط	pridružené
بلغراد	belehrade
وهب	dal
وهب	dali
وهب	dala
نينوى	ninive
صدى	echo
المعلوماتية	informatiky
الحجاب	závoj
الحجاب	šatka
الحجاب	šatku
معمل	laboratórium
يرسل	pošle
يرسل	odošle
يرسل	zasiela
يرسل	posiela
ذهبي	zlaté
ذهبي	golden
ذهبي	zlatá
ذهبي	zlato
ذهبي	zlate
ذهبي	zlatá
ذهبي	gold
ذهبي	zlata
ساكسونيا	sasko
عموم	pana
عموم	pan
القنبلة	bomby
القنبلة	bomba
مسبق	dopredu
مسبق	vopred
مسبق	predstihu
دعاية	propaganda
دعاية	propagandy
وزيرة	minister
وزيرة	ministerka
احتفال	oslava
احتفال	oslava
احتفال	oslavu
احتفال	osláv
احتفال	oslavy
التحديد	výber
التحديد	identifikácia
التحديد	identifikáciu
التحديد	označenie
مخالف	nesúhlasné
ليفي	odvody
الاستخدامات	použitia
العبودية	otroctvo
العبودية	otroctva
العبودية	otroctvo
العبودية	otroctva
فوج	fogg
فوج	vogue
ينحدر	zostúpil
منحنى	krivku
منحنى	krivky
منحنى	krivka
السلك	drôt
السلك	drôtu
