novak	novak
zkušenost	expériences
zkušenost	expérience
komunikační	communication
komunikační	communications
pátá	cinquième
husa	oie
husa	oies
svědomí	conscience
svědomí	consciences
cítí	ressent
učit	enseigner
uzavřít	fermer
uzavřít	proche
břeclav	břeclav
houby	champignons
houby	champignon
houby	éponges
houby	champignons
houby	champignon
houby	champignons
houby	champignon
vzorec	formule
vzorec	formules
vzorec	motif
vzorec	schéma
sigma	sigma
listina	affrètement
listina	charter
listina	charte
listina	chartes
spravedlnost	justice
lgbt	lgbt
lgbt	homosexualité
milion	million
milion	millions
slabě	faiblement
saxofon	sax
saxofon	saxophone
saxofon	saxo
saxofon	saxophone
junior	juniors
junior	junior
zabije	tue
řidič	pilote
řidič	conducteur
čtenáři	lecteurs
kristus	christ
varování	alerte
varování	avertissement
varování	avertissements
varování	avertissements
náklad	cargaison
náklad	fret
matt	matt
matt	matthieu
matt	mat
bmw	bmw
marne	marne
socialistická	socialistes
socialistická	socialiste
položky	entrées
automobilový	automobile
ohrožený	menacées
ohrožený	menacée
ohrožený	menacés
ohrožený	menacé
prezidentské	présidentielle
prezidentské	présidentiel
zajímavá	intéressante
zajímavá	intéressant
zajímavá	intéressantes
zajímavá	intéressants
ztrácí	perdant
ztrácí	perdre
ztrácí	perd
ztrácí	perdent
jerry	jerry
ohio	ohio
uzavřené	enfermés
uzavřené	clos
uzavřené	fermée
uzavřené	fermé
uzavřené	fermés
uzavřené	clos
nutnost	nécessité
varšavě	varsovie
zjištěno	détectée
zjištěno	détecté
zjištěno	détectées
zjištěno	détectés
zápasník	chasseur
zápasník	fighter
zápasník	combattant
zápasník	boxeur
zápasník	lutteur
zápasník	catcheur
steven	stéphane
steven	steven
vodíku	hydrogène
ekonomická	économique
ekonomická	economiques
ekonomická	economique
ekonomická	économique
ekonomická	economique
ekonomická	economiques
ekonomická	économie
ekonomická	economie
senát	sénat
indické	indienne
indické	indiens
indické	indiennes
indické	indien
důvěru	confidence
důvěru	confiance
důvěru	trust
důvěru	fiducie
důvěru	confiance
sedmé	septième
sedmé	seventh
irský	irlandaise
irský	irlandais
afc	afc
ředitelství	direction
písemné	ecrit
písemné	écrite
písemné	écrit
písemné	écrites
písemné	écrits
vzduchem	airborne
vzduchem	aéroportée
vyhráli	gagné
vyhráli	gagnée
vyhráli	gagnées
vyhráli	won
vyhráli	gagnés
náhrada	rembourser
náhrada	remboursement
náhrada	restitution
náhrada	remboursé
náhrada	remboursements
náhrada	remboursement
náhrada	remboursements
náhrada	dédommagement
náhrada	indemnité
náhrada	indemnisation
náhrada	rémunération
náhrada	remplacements
náhrada	remplacement
náhrada	remplaçant
účtu	compte
oznámeno	averti
oznámeno	notifiés
oznámeno	notifiée
oznámeno	notifié
oznámeno	annoncé
oznámeno	annoncés
oznámeno	annoncées
oznámeno	annoncée
zjevení	révélation
zjevení	révélations
zjevení	épiphanie
zjevení	apparitions
zjevení	apparition
zjevení	révélations
domácnosti	ménages
domácnosti	ménages
domácnosti	ménage
potomků	descendance
potomků	progéniture
potomků	descendance
potomků	descendants
slezsko	silésie
philip	philippe
philip	philip
baker	boulanger
baker	baker
nízký	basses
nízký	basse
nízký	faible
nízký	faibles
nízký	bas
závislost	dépendance
závislost	dépendances
závislost	toxicomanie
závislost	addiction
závislost	dépendance
závislost	dépendance
angel	ange
angel	angélique
angel	angel
angel	anges
nice	sympa
nice	gentil
nice	joli
nice	jolie
nice	nice
předpokladu	prémisse
předpokladu	prémisses
podpořil	supportés
podpořil	appuyé
podpořil	soutenue
podpořil	soutenu
podpořil	supporté
floyd	floyd
kuchyně	cuisine
kuchyně	gastronomie
kuchyně	cuisine
napadení	agression
napadení	assaut
napadení	agressions
napadení	agressions
záměrně	délibérément
záměrně	délibérément
záměrně	intentionnellement
homo	homo
vítěze	vainqueur
vítěze	gagnants
vítěze	gagnante
vítěze	gagnant
vítěze	lauréat
vítěze	lauréats
vítěze	gagnants
vítěze	vainqueurs
úhlu	angle
míč	boule
míč	ball
míč	balle
míč	ballon
výslovně	expressément
výslovně	explicitement
výslovně	expressément
výslovně	explicite
výslovně	explicitement
výslovně	explicites
výslovně	spécifiquement
výslovně	précisément
výslovně	spécialement
výpočet	calculs
výpočet	calcul
výpočet	calcul
radim	radim
autorka	auteure
autorka	auteur
stanovení	détermination
ernest	ernest
hospodářská	économique
hospodářská	economiques
hospodářská	economique
barceloně	barcelone
barceloně	barcelona
pouť	pèlerinage
prezentace	présentation
prezentace	diaporama
prezentace	diaporamas
prezentace	présentations
prezentace	exposés
objevit	découvrez
objevit	découverte
objevit	découvrir
vyjma	sauf
vyjma	excepté
příchod	arrivée
příchod	arriver
příchod	arrivées
par	vapeur
par	vapeurs
přežil	survécu
são	são
são	sao
padesát	cinquante
padesát	fifty
jacob	jacob
oprávnění	autorisation
oprávnění	permission
oprávnění	autorisation
oprávnění	autorisations
oprávnění	permissions
příze	filés
příze	fils
příze	fil
směry	itinéraire
směry	directions
směry	orientations
verše	versets
verše	verset
verše	couplet
dodržování	adhérence
dodržování	respect
dodržování	conformité
dodržování	observance
teplo	chaleur
teplo	thermique
teplo	chauffer
teplo	chaud
teplo	chaleureux
teplo	chaleureuses
teplo	chaude
teplo	chaleur
dobrovolně	volontiers
dobrovolně	volontairement
dobrovolně	volontaire
dobrovolně	volontaires
rna	arn
reagovat	réagis
reagovat	réagir
reagovat	répondez
duševní	spirituelle
duševní	spirituel
duševní	spirituelles
duševní	mentale
duševní	mental
duševní	intellectuelle
duševní	intellectuel
duševní	intellectuels
dopředu	forward
dopředu	transmet
dick	bite
dick	dick
terapie	thérapie
terapie	thérapeutiques
terapie	thérapies
mnich	monk
mnich	moine
zajat	capturées
zajat	capturée
zajat	capturé
zajat	capturés
soukromá	privée
soukromá	privé
soukromá	privés
rozpočtu	budgétaire
rozpočtu	budget
úseky	sections
ukrajinský	ukrainiennes
ukrajinský	ukrainien
ukrajinský	ukrainienne
ukrajinský	ukrainiens
ostřice	carex
brigády	brigades
brigády	brigade
veselí	cheer
květ	fleurir
květ	fleur
květ	fleurs
květ	fleur
květ	fleurir
květ	floraison
květ	bloom
společenský	sociable
společenský	sociale
společenský	sociaux
společenský	social
bohové	dieux
subjekt	entité
subjekt	objet
subjekt	sujet
vhodnější	préférable
oka	oka
oka	oculaire
oka	yeux
oka	oeil
oka	œil
čapek	čapek
vazba	liant
vazba	contraignant
vazba	reliure
dánská	danoises
dánská	danois
dánská	danoise
albánie	albanaise
albánie	albanais
albánie	albanie
řetězec	chaîne
řetězec	ficelle
řetězec	string
řetězec	cordes
řetězec	enchaîner
řetězec	chaîne
řetězec	chaine
schválení	agréments
schválení	approbations
schválení	approbation
schválení	agrément
schválení	homologation
rychnov	rychnov
nabídky	soumissions
nabídky	offres
nabídky	offre
jordan	jordanie
jordan	jourdain
jordan	jordanienne
jordan	jordan
symbolů	symboles
bot	bot
bot	chaussure
bot	soulier
weber	weber
vstoupit	entrer
vstoupit	entrez
vstoupit	saisir
vstoupit	saisissez
čtvrtí	quartiers
střecha	toit
střecha	toit
střecha	toiture
laura	laura
laura	laure
návštěvy	visiteur
návštěvy	visiteurs
návštěvy	visites
harris	harris
bloky	blocages
bloky	blocs
detroit	détroit
detroit	detroit
součet	somme
součet	sum
jamie	jamie
psí	chiens
psí	chien
psí	chienne
psí	canin
psí	canine
skotsko	écosse
skotsko	ecosse
amd	amd
fred	fred
rangers	rangers
regulace	réglementation
regulace	règlement
regulace	régulation
regulace	règlementation
regulace	réguler
regulace	réglementer
regulace	régulation
rozměrů	proportions
sektoru	secteur
sektoru	sectoriel
špatný	méchant
špatný	bad
špatný	mal
špatný	mauvaise
špatný	mauvais
přesný	précises
přesný	précis
přesný	précise
přesný	exacte
přesný	précises
přesný	précis
přesný	exacte
přesný	exactement
přesný	exact
přesný	exactes
masaryk	masaryk
organismů	organismes
rezignaci	résignation
rezignaci	démission
raymond	raymond
etapa	phase
etapa	patte
etapa	jambes
etapa	cuisse
etapa	jambe
etapa	étape
etapa	stade
etapa	scène
kolonií	colonies
kolonií	colonie
všiml	remarquée
všiml	remarqua
všiml	remarqué
naučil	appris
naučil	apprise
naučil	apprises
naučil	enseignée
naučil	enseigné
naučil	appris
litvínov	litvínov
bobby	bobby
plná	complète
plná	pleine
plná	plein
plná	complet
efekty	effets
náboženská	religieux
náboženská	religieuses
náboženská	religieuse
zničil	ruinés
zničil	gâché
zničil	ruiné
stvoření	créatures
stvoření	créature
arsenal	arsenal
mechanické	mécanique
mechanické	mécaniques
zámky	écluses
zámky	serrures
zámky	cadenas
zámky	serrure
bohatá	riches
bohatá	rich
bohatá	riche
ubytování	logements
ubytování	hébergement
ubytování	logement
ubytování	auberges
středem	centrée
středem	centré
odpovědnost	passif
odpovědnost	responsabilité
odpovědnost	responsabilités
odpovědnost	responsabilités
odpovědnost	responsabilité
odpovědnost	responsabilisation
odpovědnost	responsabilité
odpovědnost	imputabilité
rosa	rosa
rosa	rosée
mtv	mtv
rozvíjet	développez
rozvíjet	développer
šestnáct	sixteen
šestnáct	seize
sainte	sainte
implementace	implémentation
head	head
head	tête
head	têtes
rob	rob
rob	cambrioler
rob	braquer
podává	sert
provádění	implémentation
simona	simon
simona	simona
sopky	volcans
hluboce	profondément
harold	harold
pohřeb	enfouissement
pohřeb	inhumation
pohřeb	enterrement
pohřeb	funérailles
pohřeb	obsèques
pohřeb	funéraire
pohřeb	enterrement
pouště	déserts
pouště	désert
pouště	désertique
rusové	russes
ferrer	ferrer
použité	utilisées
použité	utilisé
použité	utilisés
použité	utilisée
mclaren	mclaren
luisa	luisa
nejnovější	dernier
nejnovější	dernières
nejnovější	derniers
nejnovější	dernière
special	spéciales
special	spécial
special	spéciaux
special	spéciale
stínu	shadow
stínu	ombre
stínu	ombres
stínu	ombre
stínu	ombrage
stínu	abat
stínu	teinte
náročné	exiger
náročné	exigeante
náročné	exigeants
náročné	exigeant
kompatibilní	compatible
kompatibilní	compatibles
technologii	technologique
technologii	technologies
technologii	technologie
lang	lang
clark	clark
ekonomický	économique
ekonomický	economiques
ekonomický	economique
ekonomický	économique
ekonomický	economique
ekonomický	economiques
hledal	recherchée
hledal	recherché
porážka	abattage
porážka	défaite
porážka	défaites
porážka	vaincre
obojí	both
lisa	lisa
jay	jay
masivu	massif
blíží	approchant
blíží	approcher
eagle	eagle
eagle	aigle
naznačuje	suggère
naznačuje	indique
andersson	andersson
věřící	croyants
věřící	croyant
věřící	croyante
rytíři	knights
rytíři	chevaliers
rytíři	knight
rytíři	chevalier
rytíři	chevaliers
profesní	professionnels
profesní	professionnelle
profesní	professionnel
profesní	professionnelles
nováček	novices
nováček	débutante
nováček	novice
nováček	recrue
nováček	rookie
výslovnost	prononciation
transportní	transporteur
transportní	téléporteur
poražen	vaincu
poražen	battues
poražen	battue
poražen	battu
poražen	battus
poražen	vaincu
poražen	défaite
poražen	battu
poražen	vaincus
poražen	vaincue
tvarů	formes
ukončit	résilier
ukončit	end
ukončit	fin
prsty	orteils
prsty	doigts
vznikající	naissants
vznikající	émergents
vznikající	émergent
vznikající	émergente
chráněný	protégées
chráněný	protégés
chráněný	protégée
chráněný	protégé
law	loi
law	droit
nejvíc	most
poznatky	constatations
poznatky	conclusions
projít	passer
projít	passe
projít	passent
projít	pass
úvahy	considérations
úvahy	réflexions
úvahy	reflets
existovalo	existait
existovalo	existé
existovalo	existaient
fungují	travaux
fungují	œuvres
fungují	oeuvres
kolektivní	collective
kolektivní	collectifs
kolektivní	collectif
norman	norman
norman	normand
norman	normands
norman	normande
zničeno	détruite
zničeno	détruits
zničeno	détruit
zničeno	détruites
zničeno	ruinés
zničeno	gâché
zničeno	ruiné
rudy	rudy
rudy	minerai
rudy	ore
rudy	minerais
hosté	invités
hosté	hôtes
klima	climat
uprchl	enfui
uprchl	fuit
uprchl	fui
obr	géants
obr	géant
obr	giant
obr	géante
platné	valables
platné	valide
platné	valable
platné	valides
teoretické	théoriques
teoretické	théorique
ministrů	ministres
geometrie	géométrique
geometrie	géométrie
bis	bis
evans	evans
neil	neil
gnu	gnu
sekundy	secondes
sekundy	seconds
některý	certains
některý	certaines
některý	quelques
ovládá	contrôler
ovládá	contrôlant
mezinárodně	internationalement
cze	cze
administrativně	administrativement
poranění	préjudice
poranění	blessure
poranění	lésion
poranění	lésions
poranění	blessures
poranění	blessures
poranění	blessés
poranění	lésions
kytary	guitares
eds	eds
marina	marina
akt	acp
akt	agir
akt	loi
akt	acte
akt	act
ltd	ltée
ltd	ltd
teplé	chaud
teplé	chaleureux
teplé	chaleureuses
teplé	chaude
vypracoval	rédigée
vypracoval	rédigé
španělsky	espagnol
španělsky	espagnole
španělsky	espagnols
ekologické	environnemental
ekologické	écologiques
ekologické	écologique
ekologické	bio
ekologické	biologiques
ekologické	biologique
ekologické	organiques
ekologické	organique
obal	conditionnements
obal	emballages
obal	emballage
obal	conditionnement
obal	couvercle
obal	couverture
obal	couvrir
obal	housse
roků	années
roků	ans
partnerství	partenariats
partnerství	partenariat
partnerství	partenariats
kladně	positivement
napsáno	ecrit
napsáno	écrite
napsáno	écrit
napsáno	écrites
napsáno	écrits
místnost	salle
místnost	chambre
místnost	chambres
autobus	bus
autobus	autobus
vlád	gouvernements
rámec	cadre
rámec	ossature
rámec	cadre
krásný	beau
krásný	superbe
krásný	magnifiques
krásný	magnifique
krásný	belle
instrukce	instruction
instrukce	consignes
instrukce	instructions
chovu	élevage
chovu	reproducteurs
chovu	elevage
chovu	reproduction
splnění	accomplissement
splnění	accomplissement
změněn	altéré
změněn	altérée
front	front
front	avant
front	devant
diego	diego
statut	statuts
statut	statut
werner	werner
dáma	dames
dáma	madame
dáma	dame
stb	stb
komunistická	communisme
komunistická	communistes
komunistická	communiste
experiment	expérimenter
experiment	expérience
experiment	expérimentation
rukopis	ecriture
rukopis	écriture
rukopis	manuscrit
rukopis	manuscrits
richter	richter
vltava	vltava
subjekty	entités
subjekty	sujets
přísně	rigoureusement
přísně	strictement
atentát	assassinats
atentát	assassiner
atentát	assassinat
snížit	réduire
snížit	diminution
snížit	diminuer
snížit	réduire
snížit	baisse
discovery	découverte
discovery	découvertes
discovery	discovery
grafika	graphiques
grafika	graphique
grafika	graphiques
grafika	graphique
grafika	graphismes
grafika	infographie
grafika	graphisme
vyučování	enseignement
úkolů	tâches
kirk	kirk
jarmila	jarmila
hlasovací	vote
hlasovací	voter
hlasovací	votants
podzemí	underground
podzemí	souterraine
podzemí	souterrain
podzemí	souterrains
identity	identités
identity	identité
hráz	dam
hráz	barrage
hráz	digue
ukázala	montré
blokování	bloquer
blokování	bloquant
blokování	blocage
blokování	bloquer
blokování	block
blokování	bloc
blokování	blocage
definitivní	définitive
definitivní	définitif
definitivní	définitifs
definitivní	définitives
ponorka	sub
smíšený	mélangé
smíšený	mixtes
smíšený	mélangés
smíšený	mixte
kritizoval	critiquée
kritizoval	critiqué
kritizoval	critiqués
kritizoval	critiquée
kritizoval	critiqué
kritizoval	critiqués
plošina	plate
plošina	quai
plošina	plateforme
plošina	plateformes
plošina	plateau
sedí	assise
sedí	assis
hladina	niveau
pruský	prussienne
pruský	prusse
uložen	stocké
uložen	stockés
uložen	entreposé
uložen	stockées
svatební	mariage
svatební	noces
svatební	mariages
udržuje	maintient
udržuje	entretient
abecedy	alphabet
povinné	obligatoire
povinné	obligatoires
povinné	obligatoirement
povinné	obligatoire
povinné	obligatoires
povinné	obligatoirement
povinné	obligatoire
povinné	obligatoires
ústní	orale
ústní	buccale
ústní	oral
ústní	oraux
dně	fond
řecká	grecs
řecká	grecque
řecká	grecques
řecká	grec
kapacitu	capacité
kapacitu	capacités
odolnost	résistance
odolnost	résistant
odolnost	resistance
odolnost	résistants
odolnost	résistances
odolnost	résilience
připojit	joindre
připojit	attacher
připojit	joindre
připojit	rejoignez
připojit	adhérer
připojit	rejoindre
připojit	connecter
připojit	connexion
připojit	connectez
zajímavý	intéressante
zajímavý	intéressant
zajímavý	intéressantes
zajímavý	intéressants
classic	classic
classic	classique
classic	classiques
přispívá	contribuant
přispívá	contribuer
přispívá	concourt
přispívá	contribue
vyhrát	victoire
vyhrát	gagnez
vyhrát	gagner
vyhrát	gagnant
jídla	alimentaire
jídla	nourriture
jídla	alimentation
jídla	repas
vyvolat	évoquer
vyvolat	évoquent
turistika	tourisme
turistika	randonnée
turistika	faune
turistika	randonnées
rozhovory	conversations
rozhovory	entretiens
rozhovory	entrevues
rozhovory	interviews
rozhovory	pourparlers
plánované	prévu
plánované	planifié
plánované	planifiés
plánované	planifiée
plánované	prévue
kfar	kfar
radost	joy
radost	joie
radost	heureuses
radost	joyeux
radost	heureux
radost	heureuse
radost	joyeuse
office	bureaux
office	bureau
odměny	récompenses
odměny	récompense
odměny	rémunérations
odměny	rémunération
dostatečné	suffisantes
dostatečné	suffisants
dostatečné	suffisamment
dostatečné	suffisant
dostatečné	suffisante
dědice	héritier
dědice	héritière
dědice	héritiers
ukázat	afficher
ukázat	montre
ukázat	montrer
ukázat	spectacle
impérium	empire
podrobně	détaillées
podrobně	détaillée
podrobně	détaillé
dopisy	lettres
roberto	roberta
roberto	roberto
ledu	verglas
ledu	ice
ledu	glace
prozatímní	provisoire
prozatímní	intérimaire
prozatímní	intérimaires
prozatímní	intérim
prozatímní	provisoire
prozatímní	provisoires
obilí	grain
obilí	grains
účastí	participations
působnosti	portée
odborník	spécialiste
odborník	expert
portály	portails
deklarace	déclaration
upravené	modifié
upravené	édité
upravené	ajustés
upravené	ajusté
upravené	ajustée
upravené	modifié
upravené	modifiée
upravené	modifiées
upravené	modifiés
upravené	personnalisé
upravené	personnalisés
upravené	personnalisées
upravené	personnalisée
přidání	addition
přidání	ajout
přidání	ajout
přidání	ajoutant
přidání	ajout
přidání	ajouter
přidání	ajoute
přidání	ajoutez
náměstek	adjoint
náměstek	député
náměstek	adjointe
plod	foetus
plod	fœtus
plod	foetus
plod	fœtus
instalace	installations
instalace	installe
instalace	montage
instalace	installation
instalace	installer
instalace	installation
instalace	installer
instalace	installent
instalace	installe
chlapci	garçons
organické	bio
organické	biologiques
organické	biologique
organické	organiques
organické	organique
revize	révisions
revize	révisions
revize	révision
indiana	indiana
morální	morale
morální	moral
morální	moraux
morální	moralité
koalici	coalition
double	doubler
double	double
double	doubles
nelson	nelson
utrpení	souffrance
utrpení	souffrir
utrpení	souffrant
utrpení	souffrances
utrpení	malheur
utrpení	misère
pseudonym	pseudonyme
nářečí	dialecte
nářečí	dialectes
závislé	dépendant
závislé	dépendantes
závislé	dépendante
závislé	dépendants
závislé	dépendant
báze	bases
báze	fondements
báze	base
fotografování	photographie
fotografování	photographique
fotografování	photographier
rozšiřuje	étend
rozšiřuje	élargit
rozšiřuje	agrandit
rozšiřuje	étend
vysoko	élevée
vysoko	hautes
vysoko	haut
vysoko	haute
vysoko	élevé
sadu	verger
sadu	vergers
ken	ken
luigi	luigi
rozšířený	prolongée
rozšířený	étendu
rozšířený	prolongé
rozšířený	prolongés
rozšířený	étendue
dobýt	vaincre
dobýt	conquête
dobýt	conquérir
získávání	acquisition
agrární	agraire
vlastník	propriétaire
politiků	politiciens
střela	coup
střela	shot
střela	abattus
střela	tir
střela	abattu
střela	missiles
střela	missile
ptáky	bites
ptáky	oiseaux
ptáky	queues
ptáky	bites
ptáky	coqs
hluboko	profond
hluboko	profonds
hluboko	deep
hluboko	profonde
vítězný	victorieuse
vítězný	victorieux
definovat	définit
definovat	définir
definovat	définis
nacisty	nazie
nacisty	nazis
eddie	eddie
eddie	eddy
snadné	facile
snadné	faciles
snadné	easy
snadné	facilité
barry	barry
vizuální	visuelle
vizuální	visuels
vizuální	visuel
vizuální	visuelles
vchod	entrée
viditelné	visible
viditelné	visibles
pochod	marche
pochod	mars
pochod	marchant
dětská	enfant
trpěl	subie
trpěl	souffert
hit	touché
hit	frappé
hit	frapper
připojen	connectée
připojen	connectés
připojen	raccordée
připojen	connecté
poznal	reconnu
poznal	reconnues
poznal	reconnue
poznal	reconnus
vždycky	always
vždycky	tjrs
vždycky	toujour
vždycky	toujours
sankt	sankt
spiknutí	complot
spiknutí	parcelle
spiknutí	complot
spiknutí	complots
spiknutí	conspiration
spiknutí	complots
spiknutí	conspirations
spiknutí	placettes
spiknutí	parcelles
diskutovat	discuter
diskutovat	discutez
naději	espère
naději	espoirs
naději	espérer
naději	espoir
naději	espérance
nan	nan
stanoví	spécifie
továrně	fabrique
továrně	usine
pořady	spectacles
křesťanská	chrétiens
křesťanská	christianisme
křesťanská	chrétienne
křesťanská	christian
křesťanská	chrétien
nepomuk	nepomuk
odhalení	dévoilement
odhalení	dévoiler
odhalení	révélation
odhalení	révélations
odhalení	révélations
münchen	münchen
pojmenoval	nommée
pojmenoval	nommé
pojmenoval	nommés
cyril	cyril
cyril	cyrille
keith	keith
toulouse	toulouse
terén	terrain
sociolog	sociologue
trend	trend
trend	tendance
dno	fond
přesvědčen	persuadée
přesvědčen	persuadé
přesvědčen	persuadé
přesvědčen	convaincue
přesvědčen	convaincu
přesvědčen	convaincus
aktivista	militant
aktivista	militante
aktivista	activiste
arabové	arabes
císařovna	impératrice
udržovat	maintenir
aspekty	aspects
souvislost	branchement
souvislost	raccordement
souvislost	connexion
souvislost	lien
výuky	enseignement
nejoblíbenější	préféré
nejoblíbenější	préférée
nejoblíbenější	favori
nejoblíbenější	favoris
nejoblíbenější	préférés
pobočka	succursale
pobočka	branche
pobočka	embranchement
irena	irena
irena	irene
irena	irène
švýcarské	suisses
švýcarské	suisse
ukládání	sauver
ukládání	épargne
ukládání	économiser
dočasné	provisoire
dočasné	temporaires
dočasné	temporaire
chaty	discussions
chaty	chalets
chaty	cabine
chaty	cabane
fakta	faits
admirál	amiral
ontario	ontario
řazení	classement
tkáně	mouchoirs
orel	eagle
orel	aigle
orel	queue
orel	queues
orel	pile
jasný	limpide
jasný	clair
jasný	effacer
učebnice	manuels
ozbrojené	armés
ozbrojené	armées
ozbrojené	armé
poskytl	fournies
poskytl	fourni
poskytl	fournie
poskytl	fournis
jennifer	jennifer
značek	marques
podzimní	automne
patnáct	fifteen
patnáct	quinze
patnáct	quinzaine
tibetu	tibet
klíčové	touche
klíčové	clef
klíčové	clé
klíčové	clefs
klíčové	clés
hity	frappe
hity	hits
tragédie	tragédies
tragédie	tragique
tragédie	tragiques
tragédie	tragédies
tragédie	drame
tragédie	tragédie
kritické	critique
kritické	critiques
cenné	précieux
cenné	précieuse
faktor	facteur
faktor	factor
hebrejsky	hébreu
hebrejsky	hébreux
hebrejsky	hébraïque
soudy	tribunaux
soudy	juridictions
příbuzný	relatif
příbuzný	relative
příbuzný	parent
chodit	marche
chodit	marcher
chodit	marche
chodit	promenade
chodit	balade
chodit	marcher
nežádoucí	indésirable
nežádoucí	indésirables
nežádoucí	indésirable
nežádoucí	indésirables
vrah	tueur
vrah	killer
vrah	meurtrier
vrah	meurtrière
vrah	meurtrier
vrah	assassin
tvůrci	créateurs
tvůrci	créatrices
potenciální	potentialités
potenciální	potentiels
potenciální	potentielle
potenciální	potentiel
koho	qui
koho	oms
koho	who
souboj	duel
souboj	duels
znečištění	pollution
bytosti	créatures
léčení	cicatrisation
léčení	guérir
léčení	guérison
léčení	traitement
písničky	chanson
písničky	chansons
vyžadují	requiert
vyžadují	exige
vyžadují	exigent
vyžadují	nécessite
vyžadují	exiger
vyžadují	requièrent
bolest	souffrance
bolest	douleur
bolest	peine
bolest	douleurs
ploché	plats
ploché	plat
elitní	élite
elitní	élitiste
elitní	élites
elitní	elite
peugeot	peugeot
ali	ali
opakování	réapparition
opakování	récidive
opakování	récurrence
opakování	répétitions
opakování	répétition
opakování	redoublement
opakování	rediffusion
roviny	plains
roviny	plaine
roviny	plaines
roviny	avions
rozvíjí	développe
klasického	classique
klasického	classiques
wan	wan
bloků	blocages
bloků	blocs
ohně	feux
ohně	incendies
doporučená	recommandés
doporučená	conseillé
doporučená	recommandée
doporučená	recommandé
doporučená	recommandées
sněhu	neige
sněhu	snow
veden	guidé
veden	guidées
veden	guidés
veden	guidée
leonard	léonard
leonard	leonard
florencie	florence
propagaci	promotion
vegas	vegas
stupnice	echelle
stupnice	échelle
zeleně	verdure
zeleně	verte
zeleně	vert
zeleně	vertes
stuart	stuart
přehrada	dam
přehrada	barrage
přehrada	digue
přehrada	réservoir
kristina	kristina
menšiny	minoritaires
menšiny	minorité
menšiny	minoritaire
menšiny	minorités
sebastian	sebastian
sebastian	sébastien
sebastian	sebastien
ted	ted
odráží	reflété
odráží	réfléchie
odráží	reflète
photo	photo
usnesení	résolutions
usnesení	résolution
stěna	paroi
stěna	muraille
stěna	mur
tendence	tendances
tendence	tendance
berdych	berdych
tma	noirceur
tma	pénombre
tma	obscurité
tma	ténèbres
madridu	madrid
počítačová	ordinateurs
počítačová	ordinateur
prsten	bague
prsten	anneau
kořist	gâte
kořist	butin
kořist	cul
kořist	fesses
kořist	butin
kořist	piller
kořist	proies
kořist	proie
skladatelů	compositeurs
virginie	virginie
virginie	virginia
účastníky	participants
demonstrace	démonstration
demonstrace	démonstrations
demonstrace	manifestation
demonstrace	démonstrations
demonstrace	manifestations
posílení	renforcement
posílení	renforcer
posílení	armature
posílení	renfort
posílení	renforcement
posílení	armatures
blood	sang
blood	sanguin
blood	blood
způsobilo	causée
způsobilo	causés
způsobilo	causé
způsobilo	causées
interní	internes
interní	interne
rohy	coins
rohy	angles
