dhe	og
tiranë	tirana
kombëtare	nationale
kombëtare	nationalt
kombëtare	national
kombëtare	landsdækkende
emrin	betegnelse
emrin	navn
mori	modtages
mori	modtagne
mori	modtog
mori	modtaget
mori	tog
filloi	startet
filloi	påbegyndt
filloi	begyndte
filloi	begyndt
filloi	startede
ish	tidligere
mars	marts
mars	march
mars	marchere
mars	mars
file	file
file	filen
file	fil
presidenti	præsidenten
presidenti	formand
presidenti	præsident
lindur	born
lindur	fødte
lindur	født
lindi	lindi
lindi	lindy
lindi	fødsler
lindi	fødsel
lindi	fødslen
kryesore	vigtigste
kryesore	main
aktualisht	aktuelt
qyteti	town
qyteti	byen
qyteti	by
qyteti	city
qyteti	byen
qyteti	storby
qyteti	by
politike	politisk
qershor	juni
qershor	june
pse	hvorfor
maj	may
maj	maj
maj	kan
vetë	self
nëntor	november
janar	januar
thotë	siger
shtator	september
vet	hans
brenda	brenda
brenda	indvendigt
brenda	indenfor
brenda	inde
brenda	indvendig
brenda	indeni
shteteve	stater
shteteve	staterne
kryesisht	hovedsageligt
kryesisht	primært
kryesisht	hovedsagelig
shqiptarë	albanerne
shqiptarë	albanere
prill	april
ditë	dag
ditë	dagen
ditë	kampdag
ditë	dage
tetor	oktober
shkurt	februar
shkurt	kort
shkurt	short
shkurt	korte
bëhet	blive
vjetër	gammelt
vjetër	old
vjetër	gamle
vjetër	gammel
bën	gør
kodi	koder
kodi	kode
kodi	koden
monark	monark
dhjetor	december
dhjetor	decimal
mbret	konge
mbret	kongens
mbret	kong
mbret	kongen
mbret	king
aktuale	aktuel
aktuale	aktuelt
aktuale	løbende
aktuale	nuværende
gjuhën	tunge
gjuhën	tongue
gjuhën	tungen
gjuhën	sprog
gjuhën	sproget
tani	nu
frëngjisht	fransk
frëngjisht	franskmænd
frëngjisht	franskmand
frëngjisht	french
frëngjisht	franske
km²	km²
shtetet	stater
shtetet	staterne
shtetet	landene
shtetet	lande
informacion	oplysning
informacion	information
informacion	oplysninger
informacion	underretning
shume	meget
shume	much
shume	meget
gusht	august
shba	usa
pranë	nær
top	øverst
top	øverste
top	top
top	toppen
korrik	juli
katër	fire
katër	four
rëndësishme	vigtig
rëndësishme	vigtigt
rëndësishme	vigtige
fillim	begynder
fillim	begyndelse
fillim	begyndelsen
prishtinë	pristina
jashtë	udenfor
jashtë	udvendig
jashtë	udvendigt
jashtë	ud
jashtë	out
jashtë	ude
përbërja	komposition
përbërja	sammensætning
shën	sankt
shën	helgen
shën	saint
qytet	town
qytet	byen
qytet	by
qytet	city
qytet	byen
qytet	storby
qytet	by
këtu	her
dhënë	givet
dhënë	givne
dhënë	given
dhënë	bevilgede
dhënë	ydet
dhënë	tildelt
dhënë	bevilget
dhënë	indrømmet
përdorur	brugte
përdorur	anvendt
përdorur	brugt
përdorur	udnyttet
faqja	siden
faqja	side
faqja	page
aty	der
nëpër	gennem
nëpër	igennem
krijuar	oprettede
krijuar	skabt
krijuar	oprettet
del	del
zona	område
zona	zone
zona	areal
zona	område
këshilltarëve	rådsmedlemmer
këshilltarëve	byrådsmedlemmer
vit	aars
vit	året
vit	år
shpesh	hyppigt
shpesh	tit
shpesh	ofte
shpesh	tit
shpesh	ofte
përfshirë	involverede
përfshirë	involveret
përfshirë	omfattet
përfshirë	inkluderet
përfshirë	omfattede
përfshirë	inkluderede
përfshirë	medtaget
megjithatë	alligevel
megjithatë	dog
megjithatë	imidlertid
data	date
data	dato
kryesor	vigtigste
kryesor	main
kryesor	primære
kryesor	primært
kryesor	primær
emri	betegnelse
emri	navn
jane	jane
new	ny
new	nyt
new	nye
isbn	isbn
zakonisht	normalt
zakonisht	sædvanligvis
zakonisht	sædvanligt
zakonisht	sædvanlige
zakonisht	sædvanlig
reja	ny
reja	nyt
reja	nye
federal	federal
federal	føderale
federal	føderal
federal	føderalt
federal	forbunds
qarkun	county
qarkun	amtet
qarkun	amt
qarkun	amtskommune
qendër	centrum
qendër	midtpunkt
qendër	center
qendër	midten
qendër	centreret
qendër	centret
qendër	centrum
qendër	centre
qendër	center
qendër	centreret
ana	ana
ana	anna
republika	republik
republika	republikken
iii	syge
iii	ill
iii	syg
iii	iii
provinca	provins
provinca	provinsen
fjalë	ord
fjalë	ordet
fjalë	word
fjalë	ord
ndodhet	beliggende
ndodhet	lokaliseret
ndodhet	placeret
amerikan	amerikaner
amerikan	american
amerikan	amerikanske
amerikan	amerikansk
osmane	ottoman
pjesa	del
caps	låg
caps	caps
gjë	ting
ali	allie
ali	ali
shkruar	skriftlig
shkruar	skrevet
kulturore	kulturelle
kulturore	kulturel
kulturore	kulturelt
mesme	midten
mesme	midterste
mesme	mellemste
mesme	medium
mesme	mellemstor
mesme	medie
mesme	mediet
shqip	albanske
shqip	albansk
shqip	albanere
numër	tal
numër	antal
numër	nummer
atëherë	derefter
atëherë	så
mjaft	nok
bazë	base
bazë	basen
bazë	basis
bazë	basal
bazë	basic
bazë	grundlæggende
kohe	tid
kohe	tidspunkt
kohe	gang
kohe	klokkeslæt
kohe	tiden
ndërtuar	bygget
ndërtuar	byggede
ndërtuar	opbygget
ndërtuar	indbygget
ndërtuar	byg
ndërtuar	bygge
ndërtuar	build
nëpërmjet	gennem
nëpërmjet	via
nëpërmjet	gennem
nëpërmjet	igennem
solid	solid
solid	solidt
solid	fast
fshati	village
fshati	landsbyen
fshati	landsby
vite	år
forcat	styrkerne
forcat	styrker
forcat	kræfter
vdiq	døde
sipërfaqja	skrog
sipërfaqja	skroget
jug	sydpå
jug	sydlige
jug	syd
atyre	them
atyre	dem
lidhur	tilsluttet
lidhur	forbundne
lidhur	forbundet
lidhur	knyttet
lidhur	forbundet
lidhur	bundet
lidhur	bundne
ushtarake	militæret
ushtarake	militære
ushtarake	militær
ushtarake	militært
veri	nordpå
veri	nordlige
veri	north
veri	nord
papa	pope
papa	pave
papa	paven
popullore	populært
popullore	populære
popullore	populær
numri	tal
numri	antal
numri	nummer
atij	ham
përveç	undtagen
vepra	opus
vepra	gerninger
vepra	arbejder
vepra	virker
asaj	hende
asaj	hendes
vërtetë	ægte
vërtetë	real
vërtetë	virkeligt
vërtetë	rigtig
vërtetë	virkelig
vërtetë	virkelig
përmes	gennem
përmes	via
përmes	gennem
përmes	igennem
përdoret	brugte
përdoret	anvendt
përdoret	brugt
përdoret	udnyttet
dha	gav
arriti	ankom
arriti	ankommet
botë	world
botë	verden
spanjë	spanien
ndërkombëtare	international
ndërkombëtare	internationalt
ndërkombëtare	internationale
shqipëria	albanien
sidomos	specielt
sidomos	især
tretë	tredje
veriore	nordlige
veriore	nordlig
merr	tage
merr	tag
merr	take
merr	få
formë	formen
formë	forme
formë	form
formë	formular
formë	blanket
formë	form
formë	formen
kisha	kirker
kisha	kirkerne
kisha	church
kisha	kirken
kisha	kirke
veçantë	særligt
veçantë	særlige
veçantë	speciel
veçantë	specielle
veçantë	særlig
shteti	landet
shteti	land
shteti	lande
shteti	stat
shteti	state
shteti	delstat
shteti	tilstand
vende	pladser
vende	steder
vende	pladser
vende	sæder
ndeshje	matcher
ndeshje	matche
ndeshje	match
njerëzit	mennesker
njerëzit	personer
njerëzit	folk
njerëzit	people
ende	stadig
ende	stadigvæk
maqedonisë	makedonien
shënoi	scorede
shënoi	scoret
shënoi	markeret
shënoi	afmærket
shënoi	mærket
shënoi	markerede
fitoi	vandt
fitoi	vundet
vendi	landet
vendi	land
vendi	lande
vendi	stedet
vendi	place
vendi	sted
vendi	plads
http	http
faqe	kind
faqe	kinden
faqe	siden
faqe	side
faqe	page
faqe	sider
jeta	liv
jeta	livet
jeta	livstid
jeta	life
popullsia	befolkningen
popullsia	indbyggertal
popullsia	befolkning
popullsia	indbyggere
shqiptarët	albanerne
shqiptarët	albanere
kryetar	højtaler
kryetar	højttaler
kryetar	taler
kryetar	borgmester
kryetar	borgmesteren
kryetar	formand
kryetar	bestyrelsesformand
luajtur	spillet
luajtur	afspillet
luajtur	spillede
shtëpi	house
shtëpi	huset
shtëpi	hus
shtëpi	husene
shtëpi	huse
shtëpi	hjem
shtëpi	hjemme
shtëpi	startside
shtëpi	hjemad
shtëpi	home
gjuhë	sprog
gjuhë	tunge
gjuhë	tongue
gjuhë	tungen
gjuhë	sprog
gjuhë	sproget
historike	historiske
historike	historisk
historike	historiske
historike	historisk
fetare	religiøst
fetare	religiøse
fetare	religiøs
perëndimore	west
perëndimore	vest
perëndimore	vestpå
perëndimore	vestlig
perëndimore	vest
perëndimore	western
perëndimore	vestligt
perëndimore	vestlige
tri	tri
tri	tre
tri	three
shembull	eksempel
ekonomike	økonomiske
ekonomike	økonomisk
tilla	sådan
saint	sankt
saint	helgen
saint	saint
asnjë	ingen
plotë	mæt
plotë	fuld
plotë	fuldt
plotë	fulde
plotë	full
rajoni	region
rajoni	distriktet
rajoni	district
rajoni	distrikt
shqiptarëve	albanerne
shqiptarëve	albanere
shkolla	skoler
shkolla	skolerne
shkolla	skolen
shkolla	school
shkolla	skole
afër	nær
afër	tæt
afër	luk
then	fejle
then	fejler
then	mislykkes
drejt	lige
drejt	straight
drejt	mod
lindje	east
lindje	østpå
lindje	øst
historia	historien
historia	story
historia	historie
historia	historik
historia	historie
film	movie
film	film
film	folie
film	filme
film	film
figura	image
figura	billede
figura	billedet
figura	tal
figura	tallene
figura	figurer
figura	figur
zoti	gud
zoti	lord
zoti	herre
kosova	kosova
kosova	kosovo
gjuha	tunge
gjuha	tongue
gjuha	tungen
gjuha	sprog
gjuha	sproget
studimet	undersøgelser
studimet	studier
familje	familien
familje	familie
familje	family
duket	synes
duket	udseende
duket	ser
tha	sagde
tha	said
fillon	begynder
fillon	begynder
fillon	starter
fillon	begynder
fillon	start
fillon	startende
fillon	starter
anë	side
gjerë	bred
gjerë	brede
greke	græsk
greke	græske
greke	græker
qëllim	formål
qëllim	formal
city	city
city	byen
city	storby
city	by
tempulli	templet
tempulli	tempel
tempulli	temple
kane	kane
von	von
lufta	krigen
lufta	krig
lufta	war
lufta	krige
vjen	kommer
vjen	kommer
grupi	band
grupi	bandet
grupi	orkester
grupi	gruppe
grupi	group
grupi	gruppen
pare	set
pare	ses
itali	italien
arritur	opnåede
arritur	opnået
arritur	nået
arritur	nåede
shumica	majoritet
shumica	flertal
shumica	flertallet
svg	svg
shkencore	videnskabeligt
shkencore	videnskabelig
autor	forfatteren
autor	forfatter
autor	forslagsstiller
autor	ophavsmand
përpara	forude
përpara	fremadrettet
përpara	frem
përpara	fremad
përpara	inden
përpara	før
tregon	angiver
tregon	indikerer
tregon	viser
tregon	shows
tonë	vores
tonë	vor
tonë	our
njerëz	mennesker
njerëz	personer
njerëz	folk
njerëz	people
jugore	sydlige
botuar	offentliggjort
botuar	udkommet
botuar	offentliggjorte
botuar	udgivet
botuar	offentliggøres
pesë	fem
anëtar	medlem
prandaj	derfor
lloji	venlig
lloji	indtast
lloji	skriv
lloji	type
emër	navneord
emër	betegnelse
emër	navn
ibn	ibn
grup	gruppe
grup	group
grup	gruppen
mali	bjerget
mali	bjerg
mali	mountain
mali	mount
mali	montere
mali	mali
zhvillimin	udviklingen
zhvillimin	udvikling
und	und
john	johannes
john	john
vendet	pladser
vendet	sæder
vendet	pladser
vendet	steder
vendet	landene
vendet	lande
poshtë	down
poshtë	ned
poshtë	nede
poshtë	nedenfor
poshtë	under
poshtë	nedenunder
poshtë	bunden
poshtë	forneden
poshtë	nederst
poshtë	bund
poshtë	nederste
fjala	ord
fjala	ordet
fjala	word
qendrore	central
qendrore	centralt
jep	giver
jep	stipendier
jep	tilskud
jep	giver
jep	leverer
jep	sørger
jep	giv
jep	giver
jep	give
wikipedia	wikipedia
bashkë	sammen
hershme	tidlig
hershme	tidligt
jugut	sydpå
jugut	sydlige
jugut	syd
lindore	østlig
lindore	øst
lindore	østlige
përfshinë	omfattet
përfshinë	inkluderet
përfshinë	omfattede
përfshinë	inkluderede
përfshinë	medtaget
italia	italien
qarqet	cirkler
qarqet	kredse
qarqet	kredsløb
qarqet	distrikterne
qarqet	kvarterer
qarqet	distrikter
punë	jobbet
punë	job
punë	arbejder
punë	arbejd
punë	arbejde
punë	arbejdet
hapur	åbent
hapur	åbn
hapur	åben
njihet	vidst
njihet	kendte
njihet	kendt
qendra	centrum
qendra	midtpunkt
qendra	center
qendra	midten
qendra	centreret
qendra	centret
qendra	centrum
qendra	centre
qendra	center
qendra	centreret
libri	bogen
libri	book
libri	bog
romake	romerske
romake	roman
romake	romer
romake	romersk
shquar	fornem
shquar	fornemt
caktuar	tildelte
caktuar	tildelt
caktuar	anvist
administrative	administrativ
administrative	administrativt
pati	patty
pati	patti
burimi	kilde
burimi	ressource
burimi	indtægt
sistemi	systemet
sistemi	ordning
sistemi	system
politik	politisk
fushë	fagområde
fushë	felt
fushë	område
fushë	marken
shtëpia	hjem
shtëpia	hjemme
shtëpia	startside
shtëpia	hjemad
shtëpia	home
shtëpia	house
shtëpia	huset
shtëpia	hus
kete	dette
kete	denne
ora	tid
ora	tidspunkt
ora	gang
ora	klokkeslæt
ora	tiden
ora	ora
ora	uret
ora	ur
gola	målsætninger
gola	mål
gola	goals
serbe	serbisk
serbe	serbiske
serbe	serbisk
detit	søs
detit	sea
detit	hav
detit	havet
burim	kilde
njeri	menneskeligt
njeri	menneskelige
njeri	menneskelig
njeri	menneske
njeri	mennesket
njeri	mand
njeri	manden
not	svømning
not	svømmer
not	svømme
faqet	sider
faqet	kinder
faqet	kinderne
ate	ham
lirë	løse
lirë	løs
lirë	løst
lirë	billigt
lirë	billige
lirë	nærig
lirë	billig
lirë	fri
lirë	frit
lirë	free
lirë	gratis
bardhë	hvid
bardhë	white
bardhë	hvidt
bardhë	hvide
komuniste	kommunist
komuniste	kommunistiske
komuniste	kommunistisk
komuniste	kommunister
gjermane	tysk
gjermane	tysker
gjermane	tyske
ujë	vand
zhvilluar	fremkaldt
zhvilluar	udviklede
zhvilluar	udviklet
rrethi	cirkel
rrethi	kreds
koha	tid
koha	tidspunkt
koha	gang
koha	klokkeslæt
koha	tiden
letrare	litterære
letrare	litterær
tokë	jorden
tokë	earth
tokë	jord
tokë	jordens
tokë	jord
tokë	lander
tokë	land
histori	historien
histori	story
histori	historie
histori	historik
histori	historie
kreu	head
kreu	hovede
kreu	hovedet
kreu	hoved
njeriu	mennesket
njeriu	mand
njeriu	manden
gjendje	situation
gjendje	situationen
gjendje	tilstand
gjendje	betingelse
gjendje	stand
amerikane	amerikaner
amerikane	american
amerikane	amerikanske
amerikane	amerikansk
krye	øverst
krye	øverste
krye	top
krye	toppen
tirana	tirana
veprat	gerninger
vendos	sæt
vendos	indstillet
vendos	sat
vendos	bestem
vendos	beslut
vendos	beslutte
vendos	beslutter
mbajtur	afholdte
mbajtur	holdt
mbajtur	afholdt
mbajtur	bibeholdt
mbajtur	vedligeholdt
mbajtur	fastholdt
mbajtur	bevarede
mbajtur	opretholdt
mbajtur	holdte
mbajtur	holdt
mbajtur	beholdt
madje	selv
colspan	colspan
përfshin	involverer
george	george
elektrike	elektriske
elektrike	elektrisk
elektrike	elektriske
elektrike	elektrisk
luftë	krigen
luftë	krig
luftë	war
luftë	krige
arsye	grunde
arsye	årsager
arsye	begrundelse
arsye	begrundelser
arsye	grund
arsye	begrundelse
arsye	årsag
punuar	arbejdede
punuar	bearbejdede
punuar	bearbejdet
punuar	arbejder
punuar	arbejdende
punuar	arbejde
perëndim	west
perëndim	vest
perëndim	vestpå
fëmijë	børn
fëmijë	kids
fëmijë	unger
fëmijë	barns
fëmijë	child
fëmijë	barn
fëmijë	børn
fëmijë	børns
malit	bjerget
malit	bjerg
malit	mountain
qarku	county
qarku	amtet
qarku	amt
qarku	amtskommune
qarku	kredsløbet
qarku	kredsløb
autori	forfatteren
autori	forfatter
autori	forslagsstiller
autori	ophavsmand
shtrihet	strækninger
shtrihet	strækker
shtrihet	udvider
mira	mira
verore	summer
verore	sommer
verore	sommerferie
ushtarak	militæret
ushtarak	militære
ushtarak	militær
ushtarak	militært
ushtarak	martial
ushtarak	krigsret
san	san
përsëri	igen
evropian	europæisk
evropian	europæiske
vendbanim	opholdssted
vendbanim	ophold
vendbanim	bopæl
vendbanim	bolig
familja	familien
familja	familie
familja	family
larg	langt
larg	væk
princi	fyrste
princi	prince
princi	prins
kaluar	fortid
kaluar	forbi
kaluar	fortiden
kaluar	passeret
kaluar	bestået
pikë	punkterne
pikë	points
pikë	pointer
pikë	punkter
pikë	point
pikë	punkt
pikë	peg
pikë	point
qeveria	regering
qeveria	regeringen
nobel	nobels
nobel	nobel
shkencave	videnskaber
rolin	rolle
mal	bjerget
mal	bjerg
mal	mountain
mal	mal
vetem	alene
vetem	kun
vetem	bare
drejtë	lige
drejtë	straight
drejtë	højre
drejtë	rigtigt
drejtë	ret
aktor	skuespilleren
aktor	skuespiller
aktor	aktør
italian	italiener
italian	italienske
italian	italiensk
skeda	fanebladet
skeda	faneblad
skeda	fanen
skeda	fane
skeda	tab
luajti	spillet
luajti	afspillet
luajti	spillede
gjashtë	seks
gjashtë	six
universiteti	university
universiteti	universitet
universiteti	universitetet
gjetur	fundne
gjetur	fandt
gjetur	fundet
radio	radioen
radio	radio
yes	ja
formuar	stiftet
formuar	dannet
formuar	formet
formuar	formede
mbretëresha	queen
mbretëresha	dronningen
mbretëresha	dronning
italiane	italiener
italiane	italienske
italiane	italiensk
bazuar	baseret
përshkrimi	beskrivelse
rrugë	gade
rrugë	street
rrugë	gaden
rrugë	vejen
rrugë	vej
rrugë	landevej
gjerman	tysk
gjerman	tysker
gjerman	tyske
lashtë	gammelt
lashtë	ældgammel
perandoria	empire
perandoria	imperiet
perandoria	imperium
poezi	digt
poezi	digtet
poezi	digte
poezi	poesi
evropiane	europæisk
evropiane	europæiske
drejtim	retning
drejtim	retningen
luan	løven
luan	løve
luan	spiller
luan	skuespil
luan	leger
luan	afspilning
luan	spiller
luan	spille
artistike	kunstnerisk
artistike	kunstneriske
mundur	muligt
mundur	mulige
mundur	mulig
mundur	besejret
mundur	slået
mundur	besejrede
atje	der
brendshme	indvendigt
brendshme	indvendige
brendshme	indvendig
brendshme	interiør
dita	dita
dita	dag
dita	dagen
dita	kampdag
shpejt	snart
shpejt	hurtig
shpejt	hurtigt
shpejt	hurtige
shpejt	hurtig
shpejt	hurtigt
shpejt	hurtig
shpejt	hurtigt
shpejt	hurtige
natyrore	naturlige
natyrore	naturligt
natyrore	naturlig
natyrore	natural
veriut	nordpå
veriut	nordlige
veriut	north
veriut	nord
veriut	nordlige
veriut	nordlig
ndryshe	forskellige
ndryshe	forskelligt
ndryshe	anderledes
ndryshe	forskellig
ndryshe	ellers
ara	kulturer
ara	afgrøder
ara	ara
perandori	empire
perandori	imperiet
perandori	imperium
perandori	kejseren
perandori	kejser
kush	hvem
fusha	marker
fusha	fields
fusha	felter
fusha	felterne
fusha	fagområde
fusha	felt
fusha	område
fusha	marken
fusha	områder
fusha	arealer
anglisht	englændere
anglisht	engelske
anglisht	engelsk
anglisht	english
forma	former
forma	figurer
forma	blanketter
forma	former
forma	formularer
forma	formen
forma	forme
forma	form
forma	formular
forma	blanket
forma	form
forma	formen
fillimisht	oprindeligt
fillimisht	oprindelig
fillimisht	oprindeligt
fillimisht	oprindelig
muaj	måneder
muaj	måneder
muaj	måneden
muaj	måned
publike	offentlighed
publike	offentligt
publike	offentlige
publike	offentligheden
publike	offentlig
shënuar	scorede
shënuar	scoret
shënuar	markeret
shënuar	afmærket
shënuar	mærket
shënuar	markerede
shtet	landet
shtet	land
shtet	lande
shtet	stat
shtet	state
shtet	delstat
shtet	tilstand
demokratike	demokratiske
demokratike	demokratisk
filmi	movie
filmi	film
filmi	folie
filmi	filme
filmi	film
veçanërisht	særligt
veçanërisht	specielt
veçanërisht	især
veçanërisht	specielt
veçanërisht	især
veçanërisht	specifikt
moderne	moderne
metra	målere
metra	meter
artit	art
artit	kunsten
artit	kunst
artit	grafik
artit	kunstværk
gjithmonë	altid
tashmë	allerede
york	york
kryer	forpligtet
kryer	begået
kryer	engageret
kryer	engagerede
kryer	forpligtede
postal	postnummer
gjermani	tyskland
sur	sur
erdhi	ankom
erdhi	ankommet
erdhi	kom
dorë	hånd
dorë	hand
sukses	succes
gjate	lang
gjate	lange
gjate	længe
world	world
world	verden
paris	paris
shtatë	syv
shtatë	syvende
këngë	sange
këngë	sang
këngë	song
megjithëse	selvom
megjithëse	skønt
megjithëse	skønt
vazhdoi	fortsatte
vazhdoi	fortsættes
vazhdoi	fortsat
përmban	indholder
përmban	indeholder
përmban	indeholder
përmban	indeholde
targa	plader
targa	tallerkener
targa	tallerkner
marrin	modtager
marrin	modtag
marrin	modtage
menjëherë	umiddelbart
menjëherë	straks
gati	klar
gati	parat
robert	robert
club	klub
club	club
club	natklub
club	kølle
club	klubben
libër	bogen
libër	book
libër	bog
përfundoi	gennemført
përfundoi	afsluttet
përfundoi	udfyldt
përfundoi	afsluttede
përfundoi	fuldført
përfundoi	endt
përfundoi	afsluttet
përfundoi	sluttede
përfundoi	afsluttede
përfundoi	færdig
përfundoi	færdigt
përfundoi	afsluttet
përfundoi	færdige
përfundoi	afsluttede
mire	god
mire	gode
mire	godt
sistem	systemet
sistem	ordning
sistem	system
des	des
shekulli	århundrede
periudhë	tidsrum
periudhë	periode
periudhë	perioden
vazhdon	forsætter
vazhdon	fortsætter
shoqërore	humanistiske
shoqërore	humanistisk
shoqërore	humaniora
shoqërore	samfundsmæssige
shoqërore	samfundsmæssigt
shoqërore	samfundsmæssig
shoqërore	socialt
shoqërore	social
artikuj	artikler
artikuj	genstande
artikuj	artiklerne
sotme	idag
shkrimtar	forfatter
shkrimtar	skribent
ndërkohë	imens
qartë	klart
qartë	ryd
qartë	klar
qartë	klart
huaj	fremmede
huaj	fremmed
huaj	udenlandsk
huaj	fremmed
përgjatë	langs
francez	fransk
francez	franskmænd
francez	franskmand
francez	french
francez	franske
thjeshtë	simple
thjeshtë	simpel
thjeshtë	enkelt
thjeshtë	enkel
thjeshtë	simpelt
thjeshtë	simpelthen
fshatrat	landsbyer
fshatrat	landsbyerne
vlera	værdier
vlera	værdien
vlera	værdi
sikur	gerne
sikur	like
themeluar	grundlagde
themeluar	grundlagt
themeluar	fastslået
themeluar	etableret
themeluar	etablerede
rol	rolle
ndërkombëtar	international
ndërkombëtar	internationalt
ndërkombëtar	internationale
bashkimi	union
bashkimi	fagforening
bashkimi	fagforeningen
bashkimi	unionen
bashkimi	fusion
bashkimi	sammenslutning
bashkimi	sammenlægning
bashkimi	sammenhold
bashkimi	enhed
lumi	river
lumi	floden
lumi	flod
maqedoni	makedonien
golin	mål
toka	jorden
toka	earth
toka	jord
toka	jordens
toka	jord
toka	lander
toka	land
nationalteam	nationalteam
raste	lejligheder
raste	tilfælde
raste	sager
here	tidspunkter
here	gange
here	tiderne
here	tider
here	times
here	tid
