дедушка	avó
экономисты	mellores
повсюду	todas
повсюду	as
повсюду	partes
повсюду	por
повсюду	en
повсюду	everywhere
повсюду	todo
повсюду	todos
хранилище	almacén
хранилище	almacenamento
хранилище	consigna
слона	elefante
свежие	fresco
свежие	fresca
свежие	frescos
свежие	descarado
свежие	descarados
свежие	frescas
свежие	cambiar
ночное	noite
ночное	pola
ночное	noites
опасный	perigoso
опасный	perigosos
опасный	perigosa
опасный	perigosas
опасный	perigo
мобильный	móbil
долги	débedas
долги	débeda
пятница	venres
родственник	parente
спать	sono
спать	durmir
спать	durme
спать	durmindo
спать	durmir
спать	somníferos
агитации	axitación
заработать	gañar
безработицы	paro
фанаты	ventiladores
седьмое	sétimo
сдаться	rendédevos
лайнер	cruceiro
столовая	comedor
столовая	mesa
понравился	gustaba
понравился	lle
понравился	gustara
понравился	gustou
понравился	me
понравился	gustáballe
пирамида	pirámide
подчиняться	obedecer
хай	hai
приглашены	convidei
приглашены	a
приглашены	invitamos
приглашены	invitoume
приглашены	invitado
приглашены	convidado
приглашены	convidou
тонкая	no
дрю	drew
латинская	latín
экологические	ambientais
отражать	reflicten
отражать	reflictan
биологический	biolóxicas
биологический	biolóxica
биологический	biolóxico
биологический	biolóxicos
потерять	perdendo
потерять	a
потерять	perder
потерять	perdeu
потерять	perder
потерять	perdemos
слепой	cegas
слепой	cega
слепой	cego
слепой	invidentes
слепой	cegos
голливуд	hollywood
мардж	marge
любопытно	curioso
достигнуто	independencia
трава	herba
салют	artificio
розовые	rosas
розовые	rosa
предыдущее	anteriores
переписки	conversas
переписки	conversacións
слышать	escoitar
слышать	oír
слышать	oio
абсурд	absurdas
союзы	sindicatos
правовая	xudicial
правовая	legal
правовая	legais
пароль	contrasinal
уорд	ward
служащие	empregados
служащие	os
здорово	xenial
здорово	gran
здорово	grande
здорово	grandes
проголосовал	votou
проголосовал	votaron
нить	fío
невероятно	incrible
невероятно	incribles
невероятно	incríbel
невероятно	incríbel
невероятно	incrible
лидерство	liderado
счета	billetes
счета	contas
счета	as
счета	facturas
счета	contas
галерею	galería
галерею	de
галерею	louvre
мелкий	pequecho
мелкий	shorty
кислород	osíxeno
винни	vinnie
реактор	reactor
всюду	todas
всюду	as
всюду	partes
всюду	por
всюду	en
всюду	everywhere
всюду	todo
всюду	todos
видела	vin
видела	viu
видела	vimos
видела	vino
одобрение	aprobación
столе	despacho
столе	mesa
изменились	cambiou
изменились	cambiei
изменились	de
толчок	presionar
крышу	tellado
крышу	teito
заслужил	gañaba
чрезвычайных	extraordinario
чрезвычайных	cantidade
чрезвычайных	extraordinarias
чрезвычайных	extraordinarios
чрезвычайных	extraodinarios
чрезвычайных	extraordinaria
господство	dominación
цветные	cor
цветные	de
залог	fianza
жён	mulleres
жён	as
жён	esposas
жён	súas
клинических	clínicos
клинических	clínicas
клинических	clínico
смотрю	vendo
смотрю	a
смотрю	as
смотрю	ver
смотрю	mirando
смотрю	mirar
смотрю	observando
смотрю	a
смотрю	mirando
смотрю	mirar
смотрю	buscando
патентов	patentes
молодость	xuventude
молодость	mozos
молодость	a
молодость	mocidade
молодость	francia
молодость	de
разъяснения	explicación
толстый	groso
толстый	graxa
толстый	gorda
толстый	gordo
толстый	gordos
толстый	o
отклонил	retirarse
ямайки	xamaica
ямайки	jamaica
гигиены	hixiene
пуля	bala
здравоохранение	saúde
здравоохранение	a
здравоохранение	health
здравоохранение	saúde
низкое	pouco
низкое	baixo
низкое	baixa
низкое	baixas
низкое	baixos
актуальность	relevancia
настаиваю	en
оккупированных	ocupada
представленный	a
повреждение	lesión
повреждение	danos
повреждение	dano
тактику	táctica
милиция	milicia
проникнуть	penetrar
вор	ladrón
противодействие	oposición
ружья	rifles
ружья	fusís
рома	ron
идентичность	identidade
грех	pecado
популярное	popular
популярное	populares
популярное	frente
популярное	cantante
популярное	impopular
пить	auga
пить	café
пить	bebendo
пить	beber
пить	beber
пить	bebe
пить	copa
пить	sede
уникальное	único
уникальное	únicas
стараюсь	tentando
стараюсь	intentando
инспекции	inspección
экологических	ambientais
подготовлен	preparada
подготовлен	listo
подготовлен	preparado
холодное	frío
холодное	fría
холодное	arrefriado
гвинее	guinea
дорогие	querido
дорогие	querida
дорогие	caro
дорогие	caros
дорогие	cara
вознаграждение	recompensa
существующее	existente
существующее	existentes
существующее	telescopios
относительной	parente
забастовки	folgas
наркотиками	fármaco
наркотиками	medicamento
наркотиками	droga
наркотиками	medicamentos
эдвардс	edwards
александер	alexander
гены	xenes
гены	os
джули	julie
фантазия	fantasía
стражей	custodia
стражей	baixo
уполномоченный	comisario
уполномоченный	comisionado
спина	volver
спина	volta
спина	atrás
оставшийся	restante
оставшийся	para
бирмингем	birmingham
тадеуш	tadeusz
дуба	oak
дуба	carballo
воз	quen
воз	que
кухне	cociña
кухне	sloan
уникальная	único
уникальная	únicas
снабжение	de
снабжение	subministración
уоллес	wallace
отступать	retirada
ударил	de
ударил	éxito
психического	mentais
психического	mental
ленту	comer
ленту	alimentar
ленту	poderán
ленту	de
ленту	manter
ленту	cinta
направленный	dirixida
сексуального	sexual
послать	enviar
послать	a
коп	poli
коп	policía
коп	cobre
клетка	célula
клетка	cela
клетка	gaiola
сосед	veciño
видимость	visibilidade
арабская	árabe
покупать	mercar
покупать	comprar
покупать	mercando
жёны	mulleres
жёны	as
жёны	esposas
жёны	súas
незаконно	ilegal
марианна	marianne
марианна	marianka
комментировать	comentar
комментировать	comentario
мышление	pensando
мышление	pensar
мышление	en
блейк	blake
сделка	tratar
сделка	negocio
сделка	trato
искра	chispa
поцелуй	bico
поцелуй	bícame
поцелуй	bicar
поцелуй	un
поцелуй	biquiño
раввин	rabino
кита	balea
путаница	confusión
мечта	soño
мечта	soños
мечта	con
моцарт	mozart
пакеты	bolsas
пакеты	de
гигант	un
гигант	xigantes
гигант	xigante
научился	aprendín
научился	que
научился	aprenderon
научился	aprendemos
научился	aprendeu
научился	descubrimos
слышит	oe
слышит	escoita
функциональных	funcionais
функциональных	funcional
картофель	patacas
альтернатива	alternativa
глубже	máis
копирование	copia
копирование	copiando
эдит	edith
слон	bispo
слон	elefante
решающий	decisivo
копировать	copia
волшебник	mago
обезьян	monos
идеальный	perfecto
идеальный	perfecta
идеальный	perfectos
дьявол	demo
дьявол	diaño
дьявол	satanás
дьявол	satán
благородных	nobre
анхель	anxo
организмы	organismos
дикая	salvaxe
дикая	salvaxes
гордость	orgullo
гордость	orgulloso
участвующих	participación
участвующих	participar
стар	estrela
стар	star
экспериментальная	experimental
смотрим	vendo
смотрим	a
смотрим	as
смотрим	ver
смотрим	mirando
смотрим	mirar
смотрим	observando
тётя	tía
талантливых	con
талантливых	talento
талантливых	talentosa
заказы	ordes
заказы	orde
заказы	as
заказы	encargos
диаграмма	gráfica
диаграмма	amosa
диаграмма	gráfico
диаграмма	figura
диаграмма	que
диаграмма	descubrir
диаграмма	pensar
поощрения	promoción
поощрения	ascenso
офисы	oficinas
совершенствование	mellora
совершенствование	vexas
совершенствование	mellor
сфер	esferas
стремиться	por
реагировать	reaccionar
реагировать	reaccionaredes
реагировать	reacciona
реагировать	reaccionan
реагировать	aos
реагировать	ante
реагировать	reaccionei
поклонники	ventiladores
столетие	século
столетие	xiii
горячие	quente
горячие	calor
человеческое	humanos
человеческое	humana
человеческое	humano
арестована	arrestados
арестована	arrestaron
арестована	deteñan
арестована	o
коридор	corredor
коридор	corredor
определённо	definitivamente
великолепный	magnífico
солидарности	a
солидарности	solidariedade
быстрая	rápido
быстрая	axiña
быстрая	rápida
быстрая	veña
быстрая	marchar
быстрая	rápido
быстрая	velocidade
изделие	produto
пожелания	desexa
маг	mago
ураган	furacán
тед	ted
разумный	razoable
разумный	razoábel
монтана	montana
психологи	psicólogos
психологи	sicólogos
анн	anne
анн	ann
анн	anne
пыток	tortura
урок	lección
урок	aprender
урок	aprendede
трейлер	remolque
винченцо	vincenzo
индивидуальная	persoa
индивидуальная	cada
индивидуальная	individuais
индивидуальная	individuo
индивидуальная	individual
индивидуальная	tipo
продавец	vendedor
продавец	vendedor
продавец	libro
продавец	máis
продавец	vendido
естественное	natural
естественное	normal
естественное	naturais
естественное	a
развлечения	entretemento
дистанционного	remotas
ферме	granxa
ферме	a
ферме	campo
ферме	leira
ферме	casa
ферме	reserva
пэт	pat
жёсткий	difícil
жёсткий	duro
частица	de
частица	partículas
частица	partícula
перевел	traducido
сирот	orfos
рассвет	alborecer
рассвет	amencer
ели	comemos
ели	comín
ели	comeu
ели	comiches
ели	hoxe
ели	comín
индивидуальный	persoa
индивидуальный	cada
индивидуальный	individuais
индивидуальный	individuo
индивидуальный	individual
индивидуальный	tipo
