மற்றும்	at
பொது	karaniwang
பொது	publiko
பொது	pampubliko
பொது	pangkalahatan
பொது	heneral
பொது	pangkalahatang
பொது	general
கல்லூரி	college
கல்லூரி	kolehiyo
இசை	sinauna
இசை	tugtog
இசை	musika
இசை	tugtugin
இசை	music
முறையில்	mode
நாட்டின்	bansa
நாட்டின்	makabayan
மத்திய	central
மத்திய	gitnang
மில்லியன்	milyon
மில்லியன்	milyon
மில்லியன்	millions
நகரம்	lungsod
நகரம்	siyudad
நகரம்	city
எந்த	any
எந்த	aling
எந்த	alin
எனப்படும்	tinawagan
எனப்படும்	tinatawag
எனப்படும்	tinawag
நீர்	tubig
செய்யும்	ginagawa
இணைந்து	sumali
இணைந்து	sasali
இணைந்து	sali
விக்கிப்பீடியா	wikipedia
சென்று	gone
சென்று	mawala
பார்க்க	makita
பார்க்க	see
பார்க்க	makakita
பார்க்க	tingnan
அணி	matrix
அணி	matris
அணி	team
எழுதிய	isinulat
எழுதிய	nakasulat
எழுதிய	sinulat
எழுதிய	naisulat
எழுதிய	sinulat
எழுதிய	wrote
எழுதிய	nagsulat
நிலையம்	estasyon
நிலையம்	station
நிலையம்	istasyon
தொடர்பான	kaugnayan
தொடர்பான	kaugnay
மீட்டர்	metro
மீட்டர்	meters
மீட்டர்	metro
மீட்டர்	meter
இடத்தில்	lugar
இடத்தில்	pook
கோவில்	templo
மாதம்	buwan
ஆய்வு	aral
ஆய்வு	pananaliksik
ஆய்வு	pagsisiyasat
ஆய்வு	research
வட	north
வட	hilagang
வட	hilaga
குறைந்த	lesser
குறைந்த	pinakamababa
குறைந்த	pinakamababang
குறைந்த	mababang
குறைந்த	mababa
குறைந்த	low
குறைந்த	kaunti
குறைந்த	less
டிசம்பர்	december
டிசம்பர்	disyembre
டிசம்பர்	dis
முன்	harapan
முன்	harap
முன்	pre
முன்	noon
முன்	dati
முன்	bago
வாழ்க்கை	buhay
சனவரி	january
சனவரி	enero
புனித	banal
ஆகியவை	vis
இரண்டாவது	pangalawa
இரண்டாவது	pangalawang
ஆங்கிலம்	tagalog
ஆங்கிலம்	ingles
அங்கு	may
தொழில்	negosyong
தொழில்	negosyo
தொழில்	industriya
தொழில்	propesyon
பழைய	matanda
பழைய	luma
பழைய	older
ஆண்டுகள்	taon
குறிப்பாக	partikular
பார்க்கவும்	puntahan
பார்க்கவும்	pagbisita
பார்க்கவும்	watch
பார்க்கவும்	panoorin
பார்க்கவும்	relo
துறை	kagawaran
துறை	departamento
துறை	daungan
குறிக்கும்	turo
கடல்	marine
கடல்	dagat
கடல்	karagatan
போல	parang
போல	like
போல	gustuhin
சிறு	liit
சிறு	maliit
சிறு	menor
சிறு	minor
தென்	timog
உயர்	high
உயர்	mataas
உயர்	deluxe
வடக்கு	north
வடக்கு	hilagang
வடக்கு	hilaga
ஆட்சி	kaharian
ஆட்சி	tuntunin
ஆட்சி	alituntunin
ஆட்சி	alintuntunin
ஆட்சி	pamamahala
ஆட்சி	reign
மக்களின்	tao
நோய்	karamdaman
நோய்	sakit
தேர்தல்	halalan
உற்பத்தி	produksyon
உற்பத்தி	production
உற்பத்தி	paggawa
உற்பத்தி	manufacturing
உற்பத்தி	pagmamanupaktura
ஆக	aug
வந்தது	dumating
கலை	sining
கலை	art
கலை	sining
தங்கள்	kanilang
சமூக	panlipunan
சமூக	social
சமூக	sosyal
போல்	bol
போல்	parang
போல்	like
போல்	gustuhin
தர	kalidad
தர	quality
நூற்றாண்டு	siglo
நூற்றாண்டு	century
அவருடைய	kanyang
உலகின்	daigdig
அமெரிக்கா	amerika
அமெரிக்கா	america
அமெரிக்கா	amerika
வந்து	dumating
வந்து	darating
வந்து	lumapit
பரிசு	prize
பரிசு	premyo
பரிசு	gift
பரிசு	regalo
பிரிவு	kategorya
பிரிவு	division
பிரிவு	dibisyon
பிரிவு	section
பிரிவு	seksyon
பிரிவு	seksiyon
உடல்	katawan
கூட	kahit
கூட	rin
கூட	din
கூட	masyadong
கூட	rin
எழுத்தாளர்	manunulat
குழு	grupo
குழு	pangkat
குழு	group
இலக்கிய	panitikan
இலக்கிய	panitikang
இலக்கிய	pampanitikan
விளையாட்டு	gaming
விளையாட்டு	paglalaro
விளையாட்டு	palakasan
விளையாட்டு	isports
விளையாட்டு	sports
விளையாட்டு	game
விளையாட்டு	laro
விளையாட்டு	palakasan
விளையாட்டு	sport
விளையாட்டு	isport
உறுப்பினர்கள்	miyembro
உறுப்பினர்கள்	members
உறுப்பினர்கள்	kasapi
இறப்பு	kamatayan
இறப்பு	mortality
அடி	talampakan
அடி	paa
அடி	tumama
அடி	hit
அடி	tinamaan
துணை	partner
துணை	kasosyo
துணை	kapareha
துணை	suportahan
துணை	support
துணை	sumusuporta
துணை	suporta
துணை	sumuporta
துணை	sinusuportahan
துணை	bisyo
துணை	vice
துணை	sub
துணை	rap
துணை	deputy
பதிப்பு	edition
பதிப்பு	edisyon
பதிப்பு	bersyon
பதிப்பு	bersiyon
சொல்	salitang
சொல்	salita
தெற்கு	timog
கட்டுரை	sanaysay
கட்டுரை	artikulo
கட்டுரை	komposisyon
கட்டுரை	akda
கட்டுரை	artikulo
வட்டம்	bilog
சராசரி	karaniwan
சராசரி	mean
தொலைக்காட்சி	telebisyon
முன்னாள்	dating
எண்ணிக்கை	count
எண்ணிக்கை	dalas
எண்ணிக்கை	kadalasan
தவிர	puwera
தவிர	maliban
தவிர	pwera
நடிகர்	artista
நடிகர்	actor
நடிகர்	aktor
பாடல்கள்	kanta
பாடல்கள்	songs
இன்று	ngayon
சட்டம்	frame
சட்டம்	batas
சட்டம்	legal
சட்டம்	act
சட்டம்	kikilos
சட்டம்	kumilos
அருகில்	malapit
அருகில்	malapit
அருகில்	kalapit
நேரம்	panahon
நேரம்	oras
நேரம்	time
முதலாவது	unang
முதலாவது	muna
மூலமாக	via
மூலமாக	through
உணவு	pagkain
குறித்து	tungkol
பெப்ரவரி	february
பெப்ரவரி	pebrero
பகுதிகள்	segments
பகுதிகள்	rehiyon
பகுதிகள்	parts
நிறுவனங்கள்	kumpanya
நிறுவனங்கள்	kompanya
ஜனவரி	january
ஜனவரி	enero
எழுத்தாளர்கள்	manunulat
நல்ல	mabait
நல்ல	mabuti
அடுத்த	kasunod
அடுத்த	susunod
அடுத்த	next
படம்	picture
படம்	larawan
படம்	itrato
படம்	larawan
படம்	litrato
படம்	litratong
படம்	larawan
படம்	imahe
பாதுகாப்பு	depensa
பாதுகாப்பு	defense
பாதுகாப்பு	pagtatanggol
பாதுகாப்பு	ligtas
பாதுகாப்பு	safe
பாதுகாப்பு	proteksyon
பாதுகாப்பு	kaligtasan
பாதுகாப்பு	security
பாதுகாப்பு	seguridad
தந்தை	ama
தந்தை	tatay
தந்தை	father
பங்கு	tungkulin
பார்க்கப்பட்ட	tiningnan
பயன்படுத்தி	paggamit
அவர்களின்	kanilang
செய்த	ginawa
நியூ	niue
பதிவு	impression
பதிவு	impresyon
பதிவு	register
பதிவு	record
பதிவு	talaan
பதிவு	rekord
பதிவு	post
பதிவு	poste
ஐரோப்பிய	europeo
ஐரோப்பிய	european
முழுவதும்	lubos
முழுவதும்	busog
முழுவதும்	full
முழுவதும்	buo
முழுவதும்	buong
முழுவதும்	complete
முழுவதும்	kumpletuhin
முழுவதும்	kompleto
முழுவதும்	kumpleto
பயனர்	gumagamit
பயனர்	user
தொடர்	serial
தொடர்	magpatuloy
தொடர்	ipagpatuloy
தொடர்	magpatuloy
போன்றவை	atbp
போன்றவை	etc
ஜூன்	hunyo
ஜூன்	jun
ஜூன்	june
ஜூன்	hunyo
வழியாக	via
உறுப்பினர்	miyembro
உறுப்பினர்	membership
உறுப்பினர்	kliyente
உறுப்பினர்	client
ஆசிரியர்	editor
ஆசிரியர்	guro
ஆசிரியர்	teacher
ஆசிரியர்	author
ஆஃப்	off
முக்கியமான	kahalaga
முக்கியமான	mahalaga
முக்கியமான	kritikal
தொடர்பு	ugnayan
தொடர்பு	contact
ஜூலை	hulyo
ஆற்றல்	enerhiya
கிலோ	kilo
வேலை	trabaho
வேலை	magtrabaho
வேலை	work
வேலை	trabaho
வேலை	job
இருக்கலாம்	siguro
இருக்கலாம்	baka
சமய	relihiyoso
பணி	trabaho
பணி	job
பணி	trabaho
பணி	magtrabaho
பணி	work
பணி	gawain
கதை	story
கதை	kuwento
கதை	kwento
அதிகமாக	bahagya
இடையே	pagitan
பட்டம்	pagtatapos
பட்டம்	graduation
பட்டம்	degree
பட்டம்	antas
பட்டம்	kite
பட்டம்	saranggola
வழி	trail
வழி	paraang
வழி	paraan
வழி	way
அப்போது	then
அப்போது	pagkatapos
விடுதலை	paglaya
விடுதலை	liberation
விடுதலை	kalayaan
ஆகஸ்ட்	august
ஆகஸ்ட்	agosto
தேதி	date
தேதி	petsa
பிறந்த	kapanganakan
இன்னும்	at
இன்னும்	parin
ஜான்	juan
ஜான்	john
ஜான்	jon
அடுத்து	kasunod
அடுத்து	susunod
அடுத்து	next
சேவை	serbisyo
சேவை	paglilingkod
கருத்து	comment
கருத்து	feedback
கருத்து	puna
கருத்து	theme
கருத்து	tema
காரணம்	dahilan
காரணம்	sanhi
காரணம்	cause
தனி	pribado
தனி	pribadong
தனி	hiwalay
அவருக்கு	kaniya
அவருக்கு	niya
அவருக்கு	siya
அவருக்கு	kanya
நீண்ட	mahaba
நீண்ட	matagal
நீண்ட	haba
பள்ளி	paaralan
மகன்	anak
மகன்	son
சர்வதேச	internasyonal
சர்வதேச	international
சர்வதேச	internasyunal
சர்வதேச	pandaigdig
எல்லா	all
எல்லா	puro
எல்லா	lahat
பொருட்கள்	bagay
பொருட்கள்	produkto
பொருட்கள்	supplies
பொருட்கள்	suplay
மின்	electric
என்றால்	means
ஏழு	pitong
ஏழு	seven
ஏழு	pito
நடைபெற்ற	hinawakan
நடைபெற்ற	gaganapin
முன்னர்	nauna
முன்னர்	dati
முன்னர்	kanina
முன்னர்	noon
முன்னர்	dati
முன்னர்	bago
பொறியியல்	inhinyeriyang
பொறியியல்	engineering
அத்துடன்	rin
அத்துடன்	din
முழு	busog
முழு	full
முழு	buo
முழு	buong
முதன்மை	tuktok
முதன்மை	nangunguna
முதன்மை	itaas
முதன்மை	pangunahing
முதன்மை	pangunahin
முதன்மை	pangunahing
முதன்மை	pangunahin
மணி	mani
மணி	oras
மணி	bell
தொகுப்பு	pakete
தொகுப்பு	package
தொகுப்பு	koleksiyon
தொகுப்பு	koleksyon
தொகுப்பு	komposisyon
தொலைவில்	malayo
தொலைவில்	kalayo
தொலைவில்	malayong
மருத்துவ	medikal
மருத்துவ	medical
வணிக	pangkalakal
வணிக	commercial
வணிக	komersyal
வணிக	komersiyal
திருமணம்	magpakasal
திருமணம்	nagpakasal
திருமணம்	pakasalan
திருமணம்	kasal
திருமணம்	ikinasal
திருமணம்	pinakasalan
திருமணம்	kasal
திருமணம்	pagpapakasal
திருமணம்	kasalan
திருமணம்	kasal
திருமணம்	kasalan
திருமணம்	wedding
நீங்கள்	ikaw
நீங்கள்	ka
நீங்கள்	mo
இயேசு	hesus
இயேசு	jesus
நடித்த	starring
பொதுவான	karaniwan
பொதுவான	karaniwang
பொதுவான	publiko
பொதுவான	pampubliko
பொதுவான	pangkalahatan
பொதுவான	heneral
பொதுவான	pangkalahatang
பொதுவான	general
சமயம்	pananampalataya
சமயம்	relihiyon
சமயம்	pamayanan
சமயம்	komunidad
ஸ்ரீ	sri
ஸ்ரீ	shri
விட்டு	umalis
விட்டு	iwan
விட்டு	iwanan
பக்கம்	pahinang
பக்கம்	pahina
பக்கம்	page
உள்ளிட்ட	inilagay
உள்ளிட்ட	pinasok
உள்ளிட்ட	naipasok
அதிகம்	high
அதிகம்	mataas
அதிகம்	pa
அதிகம்	pang
நாட்கள்	araw
திருத்தந்தை	papa
மாற்றம்	conversion
மாற்றம்	palitan
மாற்றம்	magbabago
மாற்றம்	pagbabago
மாற்றம்	baguhin
மாற்றம்	change
கழகம்	association
இறுதி	matatapos
இறுதி	katapusan
இறுதி	pagtatapos
இறுதி	tapusin
இறுதி	dulo
இறுதி	pinal
இறுதி	pangwakas
இறுதி	final
இறுதி	panghuling
இணைய	internet
ஒருநாள்	odi
சீன	intsik
சீன	tsino
சீன	chinese
பொருளாதார	ekonomiya
பொருளாதார	economic
பொருளாதார	matipid
பொருளாதார	economics
இயற்கை	likas
இயற்கை	natural
இயற்கை	kalikasan
இயற்கை	nature
தலைமை	chief
தலைமை	hepe
தலைமை	pamumuno
வேதியியல்	kimika
வேதியியல்	kimikang
நிதி	pananalapi
போக்குவரத்து	transportasyon
போக்குவரத்து	sasakyan
போக்குவரத்து	transportasyon
போக்குவரத்து	sasakyan
புகழ்	fame
புகழ்	purihin
புகழ்	papuri
முன்பு	nakaraan
முன்பு	noon
முன்பு	dati
முன்பு	bago
அதிகமான	high
அதிகமான	mataas
அதிகமான	max
கீழே	down
கீழே	pababa
கீழே	downgrade
கீழே	ibaba
கீழே	ibaba
கீழே	ilalim
பிப்ரவரி	february
பிப்ரவரி	pebrero
செய்தி	story
செய்தி	kuwento
செய்தி	kwento
செய்தி	balita
செய்தி	news
செய்தி	mensahe
செய்தி	message
அமெரிக்காவின்	amerika
உதவி	tulong
உதவி	tulungan
மலை	bundok
உடன்	kay
செயலாளர்	sekretarya
செயலாளர்	kalihim
வெவ்வேறு	natatanging
வெவ்வேறு	ibang
படைகள்	puwersa
படைகள்	hukbo
தேர்தலில்	halalan
என்ன	anong
என்ன	anu
என்ன	anung
என்ன	ano
பால்	paul
பால்	pablo
பால்	gatas
பால்	milk
பால்	milky
வீரர்கள்	manlalaro
வீரர்கள்	sundalo
அழைக்கப்படும்	tinawagan
அழைக்கப்படும்	tinatawag
அழைக்கப்படும்	tinawag
தன்மை	ugali
தன்மை	inasal
தன்மை	gawi
மிகப்பெரிய	large
மிகப்பெரிய	malaki
மிகப்பெரிய	malaking
மிகப்பெரிய	napakalaki
மிகப்பெரிய	pinakamalaking
விடுதலைப்	paglaya
விடுதலைப்	liberation
கணினி	kompyuter
கணினி	computer
கணினி	sistemang
கணினி	system
கணினி	sistema
வரலாற்று	makasaysayang
வரலாற்று	makasaysayang
தேவையான	kinakailangan
தேவையான	kailangan
நவீன	makabagong
நவீன	modern
நவீன	modernong
நவீன	makabago
நவீன	astig
நவீன	cool
சிகிச்சை	therapy
சிகிச்சை	paggamot
தொகுதிகள்	blocks
ஒன்றாக	sama
ஒன்றாக	magkasama
மாநிலம்	state
மாநிலம்	estado
தற்போதைய	current
தற்போதைய	kasalukuyan
தற்போதைய	kasalukuyang
தற்போதைய	kasalukuyan
வருகின்றன	sasama
வருகின்றன	darating
தேர்வு	selection
தேர்வு	pagpili
தேர்வு	pumili
தேர்வு	piliin
தேர்வு	pagpili
தேர்வு	pagpipilian
தேர்வு	pinili
தேர்வு	choice
பலர்	maraming
பலர்	marami
ஊர்	bayan
அல்ல	hinde
அல்ல	hindi
தூதரகம்	embahada
நோபல்	marangal
நோபல்	nobel
முடிவு	matatapos
முடிவு	katapusan
முடிவு	pagtatapos
முடிவு	tapusin
முடிவு	dulo
முடிவு	resulta
முடிவு	conclusion
பத்து	sampung
பத்து	sampu
கிடைக்கும்	available
கிடைக்கும்	magagamit
கிடைக்கும்	makukuha
வானூர்தி	panghimpapawid
வானூர்தி	aviation
வானூர்தி	eroplano
தோற்றம்	istilo
தோற்றம்	style
தோற்றம்	estilo
தோற்றம்	tumingin
தோற்றம்	look
தோற்றம்	anyo
தோற்றம்	itsura
தோற்றம்	hitsura
தோற்றம்	naghahanap
நன்றி	salamat
வயது	edad
வயது	age
அவரை	kaniya
அவரை	niya
அவரை	siya
அவரை	kanya
சிங்	singh
சிங்	xing
இதழ்கள்	magasin
தனிப்பட்ட	personal
தனிப்பட்ட	pribado
தனிப்பட்ட	pribadong
தனிப்பட்ட	natatanging
தனிப்பட்ட	kakaibang
தனிப்பட்ட	unique
தனிப்பட்ட	natatangi
மென்பொருள்	software
பொழுது	kapag
பொழுது	kailan
சோவியத்	sobyet
தேவை	kinakailangan
தேவை	kailangan
தேவை	kailangan
தேவை	need
தேவை	kailangan
தேவை	wanted
சக்தி	enerhiya
சக்தி	power
சக்தி	kapangyarihan
அவர்களது	kanilang
போரில்	labanan
போட்டி	tournament
போட்டி	laban
போட்டி	tugma
போட்டி	paligsahan
போட்டி	kompetisyon
போட்டி	paligsahan
போட்டி	contest
உட்பட	kasama
ஏறத்தாழ	halos
மாகாணம்	probinsya
மாகாணம்	province
மாகாணம்	probinsiya
மாகாணம்	lalawigan
கொல்லப்பட்டனர்	napatay
கொல்லப்பட்டனர்	pinatay
கத்தோலிக்க	katoliko
மூன்றாவது	ikatlong
மூன்றாவது	pangatlo
முந்தைய	prev
முந்தைய	kanina
முந்தைய	dating
முந்தைய	nakaraang
இயக்கம்	galaw
இயக்கம்	mosyon
இயக்கம்	gumagalaw
இயக்கம்	operation
இயக்கம்	operasyong
இயக்கம்	operasyon
இயக்கம்	paggalaw
இயக்கம்	kilusan
முனைவர்	phd
குறிப்பிடத்தக்க	makabuluhang
நடிகர்கள்	actors
நடிகர்கள்	aktor
உரை	text
உரை	txt
உரை	teksto
குறிப்பு	sanggunian
குறிப்பு	reperensiya
குறிப்பு	tala
குறிப்பு	tandaan
விருதுகள்	parangal
விருதுகள்	awards
குறைவான	mababang
குறைவான	mababa
குறைவான	low
குறைவான	kaunti
குறைவான	less
கடந்த	nakaraan
கடந்த	nakalipas
கடந்த	nakaraang
கடந்த	huling
கடந்த	huli
கடந்த	last
ஆண்	male
ஆண்	lalaki
ஆண்	kalalakihan
பிரதேச	divisional
