और	そして
थी	was
उसे	him
कार्य	タスク
कार्य	職業
कार्य	仕事
कार्य	ジョブ
कार्य	作業
कार्य	仕事
कार्य	ワーク
कार्य	ジョブ
कार्य	求人
कार्य	タスク
नगर	タウン
नगर	シティ
नगर	都市
उपयोग	使い方
उपयोग	使用
लोगों	ピープル
आधार	塩基
आधार	base
आधार	ベース
आधार	基底
काम	作業
काम	仕事
काम	ワーク
जीवन	生活
जीवन	生命
जीवन	人生
जीवन	ライフ
विश्व	世界
विश्व	ワールド
भाग	セクション
भाग	パート
भाग	部分
भाग	パーツ
भाग	部品
निर्माण	創造
निर्माण	作成
निर्माण	建設
निर्माण	構築
निर्माण	製造業
दोनों	両方
राष्ट्रीय	国民
राष्ट्रीय	ナショナル
जानकारी	情報
जानकारी	情報
शहर	下町
शहर	シティ
शहर	都市
शहर	都市
बार	バー
बार	バール
बार	バー
बार	タイムズ
लगभग	ほとんど
लगभग	ほぼ
लगभग	おおよそ
फिल्म	映画
फिल्म	ムービー
फिल्म	映画
फिल्म	フィルム
यहाँ	ここ
विकास	発達
विकास	開発
विकास	成長
विकास	発育
केवल	のみ
देश	国名
देश	カントリー
देश	ネーション
देश	国民
देश	国々
वेबसाइट	ウェブサイト
अलग	異なる
विशेष	独占
विशेष	スペシャル
इसकी	its
कभी	ever
दी	与えられた
पृष्ठ	ページ
पृष्ठ	ページ
माना	マナ
शब्द	ワード
शब्द	言葉
शब्द	単語
शब्द	word
शब्द	言葉
शब्द	単語
फिर	それから
तीन	三人
तीन	three
तीन	スリー
पुरस्कार	受賞
पुरस्कार	表彰
पुरस्कार	受賞
पुरस्कार	表彰
पुरस्कार	懸賞
पुरस्कार	賞品
पुरस्कार	報酬
लेख	記事
लेख	冠詞
लेख	テーゼ
लेख	論文
लेख	記事
लेख	冠詞
अब	now
अब	ナウ
अमेरिका	アメリカ
मंदिर	テンプル
मंदिर	寺院
मंदिर	神殿
अलावा	加算
अलावा	加法
अलावा	apart
दक्षिण	サウス
स्थल	会場
इतिहास	履歴
इतिहास	由緒
इतिहास	歴史
इतिहास	沿革
फ़िल्म	映画
फ़िल्म	ムービー
फ़िल्म	映画
फ़िल्म	フィルム
क्योंकि	なぜなら
क्योंकि	だって
पास	パス
विस्तृत	詳細
विस्तृत	上級
दिन	day
दिन	一日
दिन	昼間
दिन	日数
कृषि	農業
शुरू	始める
शुरू	開始
शुरू	begin
व्यक्ति	人物
व्यक्ति	個人
व्यक्ति	個別
विज्ञान	サイエンス
विज्ञान	科学
सदस्य	メンバ
सदस्य	会員
सदस्य	メンバー
सदस्य	メンバー
सदस्य	メンバ
हालांकि	だけれども
सिंह	シング
सिंह	レオ
सिंह	leo
अनेक	多数
अनेक	倍数
अनेक	複数
यहां	ここ
संख्या	番号
संख्या	数値
संख्या	ナンバー
संख्या	数字
संख्या	数値
अपना	own
बात	トーク
साहित्य	文学
साहित्य	文芸
शिक्षा	教育
शिक्षा	学歴
दिल्ली	デリー
धर्म	宗教
धर्म	ダーマ
मूल	原点
मूल	語源
मूल	由来
मूल	起源
मूल	オリジナル
मूल	ネイティブ
मूल	オリジナル
मूल	基本
मूल	ベーシック
मूल	basic
तब	それから
बना	メイク
बना	make
बना	made
कोड	コード
कोड	符号
संयुक्त	ユナイテッド
संयुक्त	関節
युद्ध	バトル
युद्ध	戦闘
युद्ध	戦い
युद्ध	戦争
नदी	河川
वाला	ヴァラ
काल	緊張
काल	時制
काल	通話
काल	コール
काल	期間
काल	ピリオド
वर्षों	年数
प्रति	単価
स्टेशन	ステーション
बड़े	大きい
बड़े	大きな
बड़े	大きい
बड़े	ビッグ
मध्य	中央
मध्य	セントラル
मध्य	センター
मध्य	中央
मध्य	中心
मध्य	真ん中
मध्य	ミドル
राजा	ラージャ
राजा	king
राजा	国王
राजा	キング
प्रथम	ファースト
प्रथम	最初
विश्वविद्यालय	大学
विश्वविद्यालय	大学
जून	jun
जून	じゅん
जून	六月
उसकी	his
मार्च	mar
मार्च	マーチ
मार्च	行進曲
बन	バンズ
बनी	うさぎ
बनी	バニー
अर्थ	意味
अप्रैल	apr
अप्रैल	四月
अप्रैल	エイプリル
महत्वपूर्ण	重要
महत्वपूर्ण	クリティカル
आप	あなた
किए	coa
अक्टूबर	十月
समूह	会衆
समूह	集団
समूह	グループ
समूह	グループ
वर्तमान	現在
वर्तमान	現在
वर्तमान	present
वर्तमान	プレゼント
अध्ययन	勉強
अध्ययन	勉強
अध्ययन	研究
विभाग	部署
विभाग	学科
विभाग	部門
विभाग	師団
विभाग	ディビジョン
विभाग	学科
आम	マンゴ
आम	マンゴー
आम	共通
स्थिति	近況
स्थिति	ステータス
स्थिति	位置
स्थिति	ポジション
स्थिति	役職
स्थिति	都道府県
स्थिति	状態
स्थिति	状態
स्थिति	条件
स्थिति	状況
स्थिति	シチュエーション
प्रभाव	インパクト
प्रभाव	衝撃
प्रभाव	エフェクト
प्रभाव	効果
प्रभाव	影響
प्रभाव	エフェクト
प्रभाव	効果
आदर्श	観念論
आदर्श	理想
आदर्श	アイドル
साल	年数
साल	イヤー
पहली	ファースト
पहली	最初
संगीत	ミュージック
संगीत	音楽
अमेरिकी	アメリカン
सेवा	サービス
बनाने	メイキング
बनाने	diggers
आज	トゥデイ
आज	今日
स्थापित	設立
उच्च	ハイ
उच्च	高い
काफी	十分
बड़ी	大きい
बड़ी	大きな
बड़ी	大きい
बड़ी	ビッグ
चार	four
चार	フォー
शक	疑念
शक	サカ
श्री	sri
उदाहरण	インスタンス
उदाहरण	インスタンス
उदाहरण	イラスト
उदाहरण	用例
उदाहरण	実例
उसका	his
ले	take
स्थापना	設置
स्थापना	インストール
स्थापना	インストール
स्थापना	インストール
स्थापना	設立
कंपनी	会社
सामाजिक	ソーシャル
प्रत्येक	それぞれ
बड़ा	大きい
बड़ा	大きな
बड़ा	大きい
बड़ा	ビッグ
बड़ा	グレート
स्तर	レベル
स्तर	レベル
बनाया	made
बनाया	作成
जारी	続き
जारी	継続
जारी	発行
जबकि	while
चित्र	画像
चित्र	写真
चित्र	画像
चित्र	イメージ
चित्र	画像
चित्र	イメージ
इससे	から
प्रणाली	システム
सरकारी	公式
सरकारी	職員
सरकारी	政府
जहां	どこ
देशों	国々
जल	ウォーター
सूची	リスト
सूची	リスト
विचार	アイデア
विचार	観念
विचार	アイディア
विचार	アイデア
विचार	アイディア
विचार	思考
विचार	対価
विचार	考え
विचार	思考
विचार	想い
छोटे	小さな
छोटे	スモール
छोटे	小さい
छोटे	リトル
छोटे	小さい
ऊपर	top
ऊपर	上部
ऊपर	トップ
ऊपर	上の
ऊपर	上記
इसलिए	ゆえに
पानी	ウォーター
सामान्य	全般
सामान्य	一般
सामान्य	将軍
सामान्य	共通
सामान्य	普通
सामान्य	ノーマル
आगे	進む
आगे	フォワード
आगे	転送
आगे	進む
कुल	合計
कुल	集計
कुल	集約
कुल	合計
एक्स्प्रेस	エクスプレス
एक्स्प्रेस	急行
पुलिस	警察官
पुलिस	ポリス
पुलिस	警察
वर्ग	カテゴリー
वर्ग	区分
वर्ग	カテゴリ
वर्ग	分類
वर्ग	正方形
वर्ग	四角
वर्ग	広場
वर्ग	クラス
वर्ग	階級
वर्ग	クラス
शरीर	本文
शरीर	身体
शरीर	本体
शरीर	ボディ
अंग्रेजी	イングリッシュ
अंग्रेजी	英語
माध्यम	ミディアム
माध्यम	メディア
मानव	ヒト
मानव	ヒューマン
मानव	人間
पाकिस्तान	パキスタン
भूमिका	紹介
भूमिका	導入
भूमिका	役割
अतिरिक्त	エクストラ
अतिरिक्त	オマケ
अतिरिक्त	スペア
अतिरिक्त	エクストラ
पिता	父親
समाज	社会
नीचे	ダウン
नीचे	以下
नीचे	ボトム
दुनिया	世界
दुनिया	ワールド
आधुनिक	モダン
ध्यान	瞑想
ध्यान	注目
ध्यान	注意
दे	与える
दे	give
सभा	会衆
सभा	アセンブリ
सभा	集会
सभा	組み立て
परिवार	家族
विषय	話題
विषय	トピック
विषय	トピック
विषय	科目
विषय	主体
विषय	件名
अधिकार	権利
रंग	カラー
रंग	カラー
रंग	カラー
रंग	カラー
बाहर	辞める
बाहर	終了
बाहर	アウトドア
बाहर	屋外
बाहर	アウトドア
बाहर	屋外
बाहर	アウト
खेल	遊ぶ
खेल	プレイ
खेल	遊び
खेल	スポーツ
खेल	ゲーム
खेल	ゲーム
खेल	スポーツ
जहाँ	どこ
समान	均質
समान	同じ
समान	おなじ
सितंबर	九月
दूर	far
दूर	遠く
दूर	遠い
दूर	away
दूर	アウェイ
दूर	遠い
पता	アドレス
पता	アドレス
पता	住所
शक्ति	体力
शक्ति	強度
शक्ति	権力
शक्ति	パワー
शक्ति	シャクティ
कला	arts
कला	芸術
कला	art
कला	アート
कला	芸術
कला	美術
देते	心性
घर	自宅
घर	ホーム
घर	帰宅
घर	ハウス
संस्कृत	サンスクリット
प्रकाशित	公開
मई	メイ
मई	五月
प्रक्रिया	過程
प्रक्रिया	プロセス
प्रक्रिया	プロセス
प्रक्रिया	プロシージャ
प्रक्रिया	手順
प्रक्रिया	手続き
सेना	軍隊
सेना	セナ
सेना	アーミー
सेना	軍隊
सेना	陸軍
पार्टी	パーティ
पार्टी	パーティー
रेलवे	鉄道
रेलवे	鉄道
पश्चिम	ウエスト
पश्चिम	西部
पश्चिम	ウェスト
अंत	終了
अंत	エンド
पूरी	全体
बिना	なし
अगस्त	アウグスト
अगस्त	aug
संबंध	リレーションシップ
संबंध	交際
संबंध	リレーションシップ
संबंध	交際
संबंध	リレーション
संबंध	関係
संबंध	関係
प्रदर्शन	パフォーマンス
प्रदर्शन	性能
प्रदर्शन	興行
प्रदर्शन	ディスプレイ
प्रदर्शन	照射
प्रदर्शन	被曝
प्रदर्शन	露出
मार्ग	経路
मार्ग	ルート
मार्ग	ウェイ
पर्यटन	観光
ज्ञान	知識
लगा	フェルト
दिसम्बर	dec
प्रदर्शित	注目
प्रदर्शित	ディスプレイ
अक्सर	頻繁
अक्सर	頻繁
अक्सर	しばしば
सहायता	ヘルプ
सहायता	サポート
सहायता	支持
सहायता	扶助
सहायता	援助
सहायता	援助
पहला	ファースト
पहला	最初
मृत्यु	デス
स्वयं	セルフ
स्वयं	自己
स्वयं	own
विकिपीडिया	wiki
विकिपीडिया	ウィキ
विकिपीडिया	wikipedia
विकिपीडिया	ウィキペディア
आवश्यक	必須
आवश्यक	緊急
उत्पादन	製作
उत्पादन	生産
उत्पादन	プロダクション
रोग	病気
रोग	疾病
संबंधित	関連
शताब्दी	世紀
शताब्दी	センチュリー
चीन	中国
चीन	チャイナ
अभी	now
अभी	ナウ
संघ	ユニオン
संघ	連邦
संघ	社団
संघ	協会
संघ	アソシエーション
यात्रा	旅行
यात्रा	旅行
यात्रा	journey
यात्रा	旅行
यात्रा	トリップ
मात्रा	金額
मात्रा	数量
रचना	創造
रचना	作成
रचना	合成
रचना	構成
जगह	間隔
जगह	place
जगह	場所
जगह	スポット
जगह	スペース
जगह	空間
भिन्न	異なる
भिन्न	分数
लोक	公衆
लोक	公開
लोक	パブリック
लोक	フォーク
सब	all
सब	すべて
पूरा	いっぱい
पूरा	フル
पूरा	全体
पूरा	コンプリート
पूरा	完備
आवश्यकता	要件
आवश्यकता	require
प्रकाश	軽い
प्रकाश	明るい
प्रकाश	ライト
प्रकाश	ライト
नई	new
नई	新しい
नई	新規
चिकित्सा	医学
चिकित्सा	治療
चिकित्सा	セラピー
दूसरी	番目
दूसरी	セカンド
कार्यक्रम	演目
कार्यक्रम	プログラム
कार्यक्रम	イベント
कार्यक्रम	行事
कार्यक्रम	プログラム
कार्यक्रम	イベント
कार्यक्रम	行事
कार्यक्रम	プログラム
पुराने	古い
पुराने	オールド
सदी	世紀
सदी	センチュリー
भगवान	ゴッド
लिखा	筆記
संस्थान	研究所
संस्कृति	文化
संस्कृति	カルチャー
अंग्रेज़ी	イングリッシュ
अंग्रेज़ी	英語
पूर्ण	パーフェクト
पूर्ण	完璧
पूर्ण	いっぱい
पूर्ण	フル
पूर्ण	コンプリート
पूर्ण	完備
परिवर्तन	変換
परिवर्तन	変遷
परिवर्तन	転移
परिवर्तन	変更
परिवर्तन	変換
परिवर्तन	チェンジ
परिवर्तन	変更
परिवर्तन	変化
टीम	チーム
टीम	チーム
चर्चा	話し合い
चर्चा	ディスカッション
संगठन	団体
संगठन	組織
संगठन	組織
संगठन	団体
अगर	寒天
शैली	スタイル
शैली	シェリー
स्कूल	学校
स्कूल	流派
स्कूल	学校
स्कूल	スクール
पुस्तक	書物
पुस्तक	ブック
लेखक	作家
लेखक	ライター
लेखक	作家
लेखक	著者
लेखक	作者
लेखक	作家
लेखक	作家
लेखक	著者
लेखक	作者
संस्करण	edition
संस्करण	エディション
संस्करण	バージョン
संस्करण	バージョン
संस्करण	エディション
खिलाड़ी	選手
खिलाड़ी	プレイヤー
खिलाड़ी	アスリート
खिलाड़ी	プレイヤー
खिलाड़ी	プレーヤー
ट्रेन	電車
ट्रेन	列車
ट्रेन	トレイン
ट्रेन	電車
ट्रेन	列車
आकार	形状
आकार	シェイプ
आकार	図形
आकार	形状
आकार	シェイプ
आकार	サイズ
आकार	サイズ
उत्तरी	ノーザン
उत्तरी	北方
उत्तरी	北部
सीमा	制限
सीमा	リミット
सीमा	限界
सीमा	ボーダー
सीमा	国境
सीमा	範囲
सीमा	レンジ
सीमा	制限
सीमा	リミット
सीमा	限界
पश्चिमी	ウェスタン
पश्चिमी	ウエスタン
व्यवस्था	配置
व्यवस्था	編曲
राजधानी	資本
राजधानी	首都
राजधानी	キャピタル
दर्शन	哲学
दर्शन	ヴィジョン
दर्शन	ビジョン
दर्शन	vision
वहाँ	そこ
विधि	メソッド
विधि	法律
विधि	法学
विधि	方法
विधि	メソッド
विधि	モード
अवधि	期間
अवधि	期間
अवधि	ピリオド
अवधि	ピリオド
दृष्टि	ビジュアル
दृष्टि	ヴィジョン
दृष्टि	ビジョン
दृष्टि	vision
सिद्धांत	セオリー
सिद्धांत	理論
सिद्धांत	原則
सिद्धांत	原理
सिद्धांत	教義
कलाकार	芸術家
कलाकार	アーティスト
कलाकार	芸術家
कलाकार	アーティスト
बैंक	バンクス
बैंक	バンク
बैंक	銀行
ज्यादा	もっと
अंतिम	最終
अंतिम	ラスト
अंतिम	最後
अंतिम	最終
अंतिम	決勝
अंतिम	ファイナル
विशिष्ट	特定
लाल	レッズ
लाल	赤い
लाल	赤色
लाल	レッド
पूर्वी	イースト
पूर्वी	東部
पूर्वी	東部
समर्थन	サポート
समर्थन	支持
समर्थन	支持
समर्थन	裏書
व्यापार	取引
व्यापार	営業
व्यापार	事業
व्यापार	ビジネス
व्यापार	貿易
व्यापार	トレード
व्यापार	取引
प्रयास	未遂
प्रयास	努力
महिला	女性
महिला	レディ
महिला	女性
परियोजना	プロジェクト
जीवित	アライブ
नामांकन	指名
नामांकन	指定
अभिनेता	俳優
अभिनेता	俳優
क्षमता	定員
क्षमता	容量
क्षमता	能力
क्षमता	ポテンシャル
वो	彼女
पृथ्वी	地球
पृथ्वी	アース
गति	モーション
गति	速度
गति	速度
गति	スピード
गति	ムーブメント
गति	楽章
गति	運動
परिणाम	結果
परिणाम	結果
होगा	ウィル
होगा	遺言
पुत्र	息子
सहित	含む
शासन	ルール
शासन	ガバナンス
शासन	政権
नियंत्रण	コントロール
नियंत्रण	コントロール
प्रभावित	感動
प्रभावित	感心
प्रभावित	impress
वर्णन	説明
वर्णन	解説
क्रिकेट	クリケット
क्रिकेट	コオロギ
योजना	スキーム
योजना	計画
योजना	プラン
एशिया	アジア
सन	太陽
सन	sun
प्राकृतिक	自然
प्राकृतिक	ナチュラル
स्थानीय	ローカル
स्थानीय	地元
स्थानीय	地元
स्थानीय	地元民
कहानी	記事
कहानी	ストーリー
कहानी	物語
कहानी	ストーリー
कहानी	物語
वृद्धि	昇格
वृद्धि	上昇
वृद्धि	増加
वृद्धि	増額
वृद्धि	増やす
वृद्धि	エレベーター
वृद्धि	リフト
वृद्धि	成長
वृद्धि	発育
वृद्धि	増分
वृद्धि	インクリメント
सुरक्षा	セキュリティ
सुरक्षा	セキュリティー
सुरक्षा	保護
सुरक्षा	安全
सुरक्षा	セーフティ
लोकप्रिय	人気
लोकप्रिय	ポピュラー
कवि	詩人
कवि	歌人
हिस्सा	パート
हिस्सा	部分
पद	位置
पद	ポジション
पद	役職
पद	用語
पद	ランク
हाथ	両手
हाथ	ハンド
जनता	公衆
जनता	公開
जनता	パブリック
विस्तार	膨張
विस्तार	拡張
विस्तार	延長
विस्तार	内線
पूरे	全体
युग	紀元
युग	エポック
द्वितीय	番目
द्वितीय	セカンド
चुनाव	選挙
चुनाव	選択肢
चुनाव	選任
चुनाव	選挙
चुनाव	選択
चुनाव	チョイス
व्यक्तिगत	パーソナル
व्यक्तिगत	個人
व्यक्तिगत	個人
व्यक्तिगत	個別
मेल	郵便
मेल	メール
दूसरा	番目
दूसरा	セカンド
प्रवेश	入場
प्रवेश	入学
प्रवेश	入園
प्रवेश	入学
प्रवेश	玄関
प्रवेश	入口
प्रवेश	入り口
यूरोप	欧州
यूरोप	ヨーロッパ
दूरी	距離
दूरी	間隔
निर्मित	作成
सामग्री	コンテンツ
सामग्री	内容
सामग्री	素材
सामग्री	材料
सामग्री	マテリアル
सामग्री	内容
सामग्री	材料
सामग्री	素材
ऊर्जा	エネルギー
घटनाएँ	イベント
घटनाएँ	行事
ली	リー
उद्देश्य	目的
उद्देश्य	aim
उद्देश्य	目的
उद्देश्य	目的
प्रस्तुत	提示
सर्वश्रेष्ठ	最高
सर्वश्रेष्ठ	ベスト
सर्वश्रेष्ठ	best
केंद्र	センター
केंद्र	中央
केंद्र	中心
केंद्र	中央
केंद्र	センター
केंद्र	中心
जनसंख्या	人口
यही	先例
यही	判例
दर	レート
दर	評価
सामने	フロント
सामने	表側
सामने	前面
रेल	鉄道
रेल	鉄道
रेल	電車
रेल	列車
दिए	与えられた
पदार्थ	物質
पदार्थ	事柄
पदार्थ	素材
पदार्थ	材料
पदार्थ	マテリアル
पदार्थ	物質
पदार्थ	材料
पदार्थ	素材
तथ्य	事実
तथ्य	事実
लाभ	福利
लाभ	利点
लाभ	アドバンテージ
लाभ	営利
लाभ	収益
लाभ	利益
लाभ	給付
लाभ	利益
लाभ	利点
लाभ	長所
लाभ	利得
साम्राज्य	帝国
साम्राज्य	帝政
साम्राज्य	エンパイア
साम्राज्य	君主制
सदस्यों	メンバー
सदस्यों	メンバ
देवी	女神
देवी	devi
देवी	デーヴィー
भूमि	ランド
भूमि	土地
व्यापक	ワイド
व्यापक	広い
किमी	kms
प्रबंधन	管理
प्रबंधन	経営
प्रबंधन	マネジメント
प्रबंधन	マネージメント
प्रबंधन	管理
परीक्षण	テスト
परीक्षण	テスト
परीक्षण	テスト
अनुसंधान	研究
अनुसंधान	リサーチ
गीत	ソング
गीत	歌詞
गीत	作詞
गीत	歌曲
गीत	ソング
गणना	カウント
गणना	計算
गणना	算定
गणना	計算
गणना	計算
निम्न	低い
खोज	検索
खोज	探検
खोज	発見
खोज	ディスカバリー
खोज	発見
जाति	ジャンル
जाति	人種
जाति	競走
जाति	レース
जाति	カースト
व्यवहार	行動
व्यवहार	挙動
व्यवहार	振舞う
व्यवहार	行動
व्यवहार	挙動
योगदान	寄与
योगदान	貢献
योगदान	出資
योगदान	貢献
प्रतिशत	割合
प्रतिशत	パーセンテージ
प्रतिशत	パーセント
प्रतिशत	割合
प्रतिशत	パーセント
सही	パーフェクト
सही	完璧
सही	トゥルー
सही	true
सही	本当
सही	正解
सही	正しい
पुरुष	男性
पुरुष	メン
पुरुष	男性
पुरुष	オス
पुरुष	男性
पुरुष	man
मिल	ミル
जनगणना	国勢調査
संबंधी	相対
संबंधी	親戚
उद्योग	業界
उद्योग	産業
छोटी	小さな
छोटी	スモール
छोटी	小さい
छोटी	リトル
छोटी	小さい
छोटी	短い
छोटी	ショート
छोटी	小さい
मदद	ヘルプ
दिशा	方向
दिशा	方向
दिशा	向き
दिशा	オリエンテーション
सूचना	情報
सूचना	通知
सूचना	届出
सूचना	お知らせ
सूचना	告示
सूचना	通知
सूचना	告知
सूचना	情報
कमी	欠如
कमी	不足
पत्र	手紙
पत्र	letter
पत्र	レター
राम	ラム
राम	ram
राम	ラーマ
नवम्बर	十一月
नवम्बर	nov
माता	マタ
पीछे	後ろ向き
पीछे	戻る
पीछे	後ろ
पीछे	背中
पीछे	裏側
पीछे	後ろ
पीछे	後方
राष्ट्रपति	大統領
राष्ट्रपति	プレジデント
राष्ट्रपति	社長
दल	当事者
दल	パーティ
दल	パーティー
दल	コホート
दल	クルー
दल	パーティ
दल	パーティー
दल	コホート
मीटर	mts
मीटर	メーター
मीटर	メートル
मीटर	メートル
मीटर	メートル
मीटर	メーター
क्रिया	アクション
क्रिया	動詞
क्रिया	アクション
क्रिया	アクティビティ
गूगल	google
कॉलेज	カレッジ
कॉलेज	大学
कॉलेज	カレッジ
कॉलेज	大学
विवाह	ウェディング
विवाह	結婚
विवाह	結婚
विवाह	婚姻
विवाह	ウェディング
विवाह	結婚式
मैच	マッチ
मैच	一致
बनाए	作成
सुधार	改良
सुधार	修正
सुधार	補正
सुधार	訂正
सुधार	改革
सुधार	革新
सुधार	リフォーム
सुधार	改善
समाप्त	終了
समाप्त	フィニッシュ
समाप्त	終了
समाप्त	エンド
समाप्त	終了
समाप्त	期限切れ
समाप्त	失効
करें	toc
दिनों	日数
बच्चों	子供
बच्चों	キッズ
प्रौद्योगिकी	技術
प्रौद्योगिकी	テクノロジー
नियम	規則
नियम	ルール
नियम	ルール
शब्दों	言葉
शब्दों	単語
चीनी	中国語
चीनी	中国人
स्वास्थ्य	健康
सहायक	助手
सहायक	アシスタント
सहायक	役立つ
सहायक	ヘルパー
घोषणा	告知
घोषणा	アナウンス
घोषणा	発表
घोषणा	公表
घोषणा	お知らせ
घोषणा	布告
घोषणा	宣言
घोषणा	申告
उल्लेख	言及
उल्लेख	言及
उल्लेख	mentions
कहीं	どこか
बंद	閉じる
बंद	クローズ
बंद	オフ
बंद	閉店
किलोमीटर	キロメートル
किलोमीटर	キロメートル
किलोमीटर	キロ
किलोमीटर	キロメートル
जिसने	who
इंग्लैंड	イギリス
इंग्लैंड	eng
धीरे	徐々に
धीरे	ゆっくり
धीरे	ゆっくりと
सार्वजनिक	公衆
सार्वजनिक	公開
सार्वजनिक	パブリック
लाख	ミリオン
लाख	million
लाख	百万
खिलाफ	反対
सफल	成功
सफल	サクセス
सफल	成功
पहचान	同定
पहचान	識別
पहचान	アイデンティティー
पहचान	アイデンティティ
राष्ट्र	ネーション
राष्ट्र	国民
संग्रह	コレクション
संग्रह	書庫
संग्रह	アーカイブ
संग्रह	コレクション
भीतर	インサイド
मौजूद	現在
मौजूद	present
मौजूद	プレゼント
रक्त	血液
रक्त	ブラッド
सम्मान	尊敬
सम्मान	尊重
सम्मान	リスペクト
सम्मान	敬意
सम्मान	名誉
नृत्य	ダンス
स्रोत	ソース
स्रोत	出典
स्रोत	ソース
स्रोत	出典
एकल	シングル
एकल	独身
संकेत	プロンプト
संकेत	ヒント
संकेत	シグナル
संकेत	信号
संकेत	シンボル
संकेत	記号
संकेत	ヒント
मानक	基準
मानक	スタンダード
मानक	標準
स्वतंत्रता	freedom
स्वतंत्रता	自由
स्वतंत्रता	リバティ
स्वतंत्रता	自由
स्वतंत्रता	独立
यौगिक	化合物
विकि	wiki
विकि	ウィキ
विद्यालय	学校
विद्यालय	流派
विद्यालय	学校
विद्यालय	スクール
अंतर्राष्ट्रीय	インターナショナル
अंतर्राष्ट्रीय	国際
विशाल	巨大
विशाल	大きい
गैर	non
कानून	法律
कानून	法学
कानून	法律
महान	グレート
बल	フォース
भाई	bro
भाई	兄弟
भाई	ブラザー
उपचार	救済
उपचार	トリートメント
उपचार	待遇
उपचार	治療
उपचार	トリートメント
केन्द्र	センター
केन्द्र	中央
केन्द्र	中心
केन्द्र	中央
केन्द्र	センター
केन्द्र	中心
अवस्था	都道府県
अवस्था	状態
लागू	応用
लागू	応募
लागू	適用
निजी	パーソナル
निजी	個人
निजी	非公開
निजी	プライベート
निर्णय	判断
निर्णय	審判
निर्णय	判断
निर्णय	判決
निर्णय	決断
निर्णय	決定
निर्णय	決定
जॉन	ジョン
मिला	got
घंटे	時間
वंश	王朝
प्रारंभिक	イニシャル
प्रारंभिक	頭文字
मुक्त	フリー
मुक्त	無料
मुक्त	自由
बल्कि	むしろ
परन्तु	でも
परन्तु	しかし
मनुष्य	ヒト
मनुष्य	ヒューマン
मनुष्य	人間
मनुष्य	男性
मनुष्य	man
उपकरण	ツール
उपकरण	工具
उपकरण	道具
उपकरण	デバイス
उपकरण	機器
उपकरण	道具
उपकरण	装備
उपकरण	機器
