מדף	rak
מסעדות	restoran
ארט	seni
ארט	art
ארט	kesenian
יקום	universe
יקום	semesta
מיניות	seksualitas
מיניות	seksual
סודי	rahasia
סודי	secret
סודי	rahasia
סודי	kerahasiaannya
סודי	dirahasiakan
להבהיר	perjelas
אחי	bro
אחי	sobat
אחי	dude
אחי	bung
אחי	bâ
אחי	saudara
אחי	brother
אחי	kakak
פאשה	pasha
בהתחשב	mempertimbangkan
בהתחשב	mengingat
קדומה	prasangka
דיק	dick
עדים	saksi
עדים	saksi
עדים	disaksikan
עדים	menyaksikan
צפויה	diduga
צפויה	diharapkan
צפויה	ditebak
צפויה	diprediksi
כיס	saku
כיס	kantung
כיס	pocket
כיס	kantong
ברמות	aras
ברמות	tingkat
ברמות	tingkatan
ברמות	level
שותפות	kerjasama
שותפות	partnership
שותפות	kemitraan
נחת	mendarat
נחת	marinir
נחת	marine
נחת	laut
נחת	kelautan
מיר	mir
לטביה	latvia
לטביה	latvia
שביעי	ketujuh
שביעי	seventh
מנהרות	terowongan
ערובה	sandera
ערובה	jaminan
ערובה	garansi
ערובה	menjamin
מוקף	dikelilingi
מוקף	terkepung
מוקף	mengepung
גנטית	genetik
גנטית	genetis
גנטית	genetika
הוסף	tambah
הוסף	add
הוסף	tambahkan
הוסף	tambah
הוסף	ditambahi
בוואריה	bavaria
בוואריה	bayern
בוואריה	bavaria
אוריינות	erudite
אוריינות	melek
שושנה	shoshana
פשוטות	simple
פשוטות	simpel
פשוטות	sederhana
אמנותי	artistik
אורחים	pengunjung
אורחים	tamu
איומים	ancaman
אטומי	atomic
תקלה	malfungsi
תקלה	kerusakan
מישיגן	michigan
כיסא	ketua
כיסא	kursi
הילדה	hilda
שנפלו	fallen
שנפלו	jatuh
חינוכי	edukasi
חינוכי	mendidik
חינוכי	pendidikan
נטע	neta
הורשע	divonis
הורשע	terpidana
הורשע	dihukum
דחף	dorong
דחף	dorongan
דחף	didorong
דחף	impuls
דאלאס	dallas
טיול	perjalanan
טיול	trip
הרווח	profit
הרווח	laba
הרווח	keuntungan
קליבלנד	cleveland
כובע	topi
כובע	kapt
כובע	cap
כובע	hat
כובע	topi
קורפוס	corpus
הצפנה	enkripsi
סוני	sony
סוני	sonny
סוני	sunni
בחינם	bebas
בחינם	gratis
בחינם	free
לכוון	aim
לכוון	bidik
רחמים	kasihan
רחמים	mercy
רחמים	rahmat
רפובליקה	republik
רומני	rumania
רומני	romney
ברטון	burton
ברטון	barton
ברטון	breton
זרעים	biji
זרעים	benih
זרעים	bibit
נידון	divonis
נידון	dikutuk
נידון	dihukum
נירנברג	nuremberg
מודרניות	modernitas
מודרניות	modern
בהינתן	diberikan
בהינתן	diberi
החזרה	latihan
החזרה	gladi
חגים	libur
חגים	liburan
הנחיות	arah
הנחיות	pedoman
הנחיות	panduan
הנחיות	direktif
הנחיות	petunjuk
הנחיות	instruksi
פסים	bergaris
פסים	belang
פסים	stripes
חלקיק	partikel
חלקיק	partikel
נזקים	kerusakan
נזקים	kerusakan
נזקים	damage
נזקים	merusak
בואנוס	buenos
מני	mani
מני	manny
הכיל	terkandung
הכיל	berisi
דגלים	flag
דגלים	flags
דגלים	bendera
מקל	tongkat
מקל	stick
אטלס	atlas
מעריצים	fans
מעריצים	penggemar
מנועים	mesin
מיאמי	miami
מוסוליני	mussolini
קשתות	panahan
קשתות	memanah
קשתות	pemanah
קשתות	lengkungan
קשתות	busur
מושבות	koloni
נרשמה	dicatat
ולס	waltz
ולס	sumur
ולס	wells
יריב	rival
יריב	saingan
יריב	lawannya
יריב	musuh
יריב	lawan
יריב	lawannya
רצופים	berturut
בקביעות	teratur
פיה	pia
פיה	phia
פיה	peri
פיה	fairy
ליון	lyon
ספיידרמן	spiderman
טבלה	meja
טבלה	tabel
טבלה	grafik
טבלה	diagram
טבלה	bagan
ביתא	beta
נאפולי	napoli
נאפולי	napoli
חולי	pasien
חולי	penyakit
ארגן	kelola
ארגן	mengatur
ארגן	diatur
הולם	memadai
הולם	holm
המונים	berbondong
המונים	massa
מעורר	membangkitkan
מעורר	menstimulasi
מעורר	merangsang
באפט	buffett
מסת	mass
מסת	massa
מסת	misa
אחיות	sisters
אחיות	saudara
אחיות	saudari
אחיות	suster
אחיות	perawat
הולנדי	belanda
יהונתן	jonathan
פין	penis
פין	sirip
פין	fin
פין	finn
האחיות	sisters
האחיות	saudara
האחיות	saudari
האחיות	suster
מאובנים	fosil
ריאות	paru
ריאות	lung
ריאות	paru
שקר	kebohongan
שקר	lie
שקר	bohong
שקר	berbohong
שקר	palsu
שקר	false
שקר	salah
נפשי	mental
מציינת	mengindikasikan
מציינת	menandakan
מציינת	menunjukkan
מציינת	mencatat
שמקורם	berasal
מכסה	sampul
מכסה	cover
מכסה	penutup
מכסה	tutupi
מכסה	kuota
מכסה	sampul
מכסה	mencakup
מכסה	meliputi
מכסה	menutupi
מכסה	meliputi
שלומי	shlomi
התיאור	uraian
התיאור	deskripsi
התיאור	keterangan
מסייע	pembantu
מסייע	helper
מסייע	penolong
מסייע	fasilitator
מסייע	membantu
מסייע	menolong
מסייע	berguna
מסייע	bermanfaat
מסייע	membantu
בונים	beavers
שוחררו	dilepaskan
שוחררו	dirilis
עבאס	abbas
ננסי	nancy
סוללות	baterai
כיכבה	berbintang
כיכבה	membintangi
לאבד	kalah
לאבד	kehilangan
לאבד	kalah
המולדת	motherland
המולדת	homeland
המולדת	nusa
ליבה	core
ליבה	inti
בטי	betty
קדומות	prasangka
פיצוי	kompensasi
פיצוי	restitusi
גשרים	bridges
גשרים	jembatan
רכיב	komponen
נוחות	kenyamanan
נוחות	comfort
נוחות	kenyamanan
בעוצמה	intens
אורז	mengemas
אורז	packing
אורז	kemasan
אורז	berkemas
אורז	pengemasan
אורז	pengepakan
אורז	padi
אורז	rice
אורז	nasi
אורז	nyampe
אורז	beras
פלסטין	palestina
לנון	lennon
מתקבלת	berkelanjutan
ברוקולי	brokoli
האדומים	reds
האדומים	merah
אלת	dewi
מתמטי	matematis
מתמטי	matematika
מוקדש	didedikasikan
מוקדש	berdedikasi
עוזב	meninggalkan
עוזב	leaving
לאונרדו	leonardo
מבטא	aksen
מבטא	logat
מבטא	aksen
בועז	boaz
הזמנה	reservasi
הזמנה	pemesanan
הזמנה	undangan
הזמנה	invite
הזמנה	undang
הזמנה	pesanan
הזמנה	pemesanan
הזמנה	order
הזמנה	urutan
הזמנה	booking
הזמנה	pemesanan
הזמנה	undangan
הזמנה	kondangan
מחברות	notebook
כיתה	angkatan
כיתה	kelas
כיתה	class
תורתו	ajarannya
תורתו	ajaran
הקומוניסטים	komunis
העיקרון	prinsip
העיקרון	prinsipnya
אקדח	pistol
אקדח	senapan
אקדח	pistol
אקדח	gun
אקדח	senjata
נחמיה	nehemiah
פיסול	patung
פיסול	pematung
פיסול	mematung
נתפסו	tertangkap
נתפסו	ketahuan
נתפסו	direbut
נתפסו	tertangkap
נתפסו	ditangkap
מבטיח	berjanji
מבטיח	promise
מבטיח	janji
מבטיח	berjanjilah
מבטיח	menjanjikan
הגבלות	batasan
הגבלות	pembatasan
הגבלות	pelarangan
הגבלות	batas
הרייך	reich
קברים	makam
קברים	kubur
קברים	kuburan
שהו	sho
הכה	ramaikan
הכה	memukul
דמוקרטי	demokratik
דמוקרטי	demokratis
דמוקרטי	demokrat
דמוקרטי	demokrasi
דמוקרטי	demokrat
מתחרים	pembalap
מתחרים	kontestan
מתחרים	kompetitor
מתחרים	pesaing
מתחרים	bersaing
אסד	asad
ליברמן	lieberman
ספציפיים	spesifik
ספציפיים	tertentu
ספציפיים	khusus
חוקיים	hukum
חוקיים	sah
חוקיים	legal
האנס	hans
הזדמנויות	peluang
הזדמנויות	kesempatan
הבלקן	balkan
חובות	utang
חובות	hutang
כומר	imam
כומר	pendeta
כומר	priest
להתפטר	mengundurkan
ערפאת	arafat
ביו	bio
ביו	biodata
הוותיקן	vatikan
גרינברג	greenberg
צלילים	suara
צלילים	bunyi
צלילים	kedengarannya
צלילים	sounds
צלילים	bunyinya
היופי	keindahan
היופי	cantiknya
היופי	kecantikan
היופי	beauty
מורי	maury
מורי	mori
מורי	murray
לפגוש	bertemu
לפגוש	meet
לפגוש	temui
סיקור	liputan
סיקור	cakupan
פלילי	pidana
פלילי	kriminal
פלילי	criminal
פלילי	penjahat
קומה	lantai
קומה	lantainya
קומה	floor
לדחות	menunda
לייק	danau
המסמך	dokumen
חיסול	eliminasi
שותפה	partner
שותפה	mitra
שותפה	pasangan
שותפה	rekan
שותפה	sekamar
שותפה	mempersekutukan
שותפה	kaitkan
שותפה	mengaitkan
שותפה	hubungkan
במימון	didanai
נסיגה	lempar
נסיגה	kenangan
נסיגה	retret
נסיגה	mundur
נסיגה	penarikan
פר	per
רפורמה	reformasi
הומו	homo
הומו	gay
מעשים	act
מעשים	deeds
מעשים	tindakan
מעשים	aksi
רבן	rabban
אחסון	penyimpanan
אובייקט	obyek
אובייקט	objek
אובייקט	obyek
אובייקט	objek
אובייקט	benda
ביג	big
ביג	besar
גלן	glen
גלן	glenn
הארט	hart
תורמים	penyumbang
תורמים	donor
תורמים	donatur
תורמים	kontributor
תורמים	penyumbang
עוקב	sbb
עוקב	mengikuti
עוקב	diikuti
עוקב	mengikuti
עוקב	ikuti
עוקב	follower
עוקב	pengikut
עוקב	tracking
עוקב	melacak
עוקב	pelacakan
מחווה	upeti
מחווה	gestur
מחווה	gerak
מחווה	sikap
מושפע	terpengaruh
מושפע	memengaruhi
מושפע	dipengaruhi
מושפע	terpengaruh
מושפע	terdampak
פיק	pic
מוצאת	temuan
גלילי	silindernya
לאונרד	leonard
מסורתיים	traditional
מסורתיים	tradisional
מלאך	bidadari
מלאך	malaikat
מלאך	angel
מהפכה	revolution
מהפכה	revolusi
צוואר	leher
צוואר	neck
צוואר	leher
רול	roll
רול	gulung
חשף	diungkap
חשף	mengungkapkan
חשף	diungkap
חשף	terungkap
מיטשל	mitchell
מייצגים	mewakili
מייצגים	wakili
מייצגים	mewakili
קולומבוס	columbus
מסים	pajak
אמינות	kredibilitas
אמינות	keandalan
אמינות	keaslian
אמינות	keasliannya
נוסחה	formula
נוסחה	rumus
קדושה	suci
קדושה	sakral
קדושה	suci
קדושה	kudus
קדושה	holy
קדושה	santo
קדושה	saint
קדושה	kekudusan
קדושה	kesucian
המלאכה	lokakarya
המלאכה	workshop
המלאכה	bengkel
נעורים	pemuda
דירה	kempes
דירה	flat
דירה	rata
דירה	datar
דירה	kondo
דירה	kondominium
דירה	condo
דירה	apartement
דירה	apartment
דירה	apartemen
מניחים	berasumsi
מניחים	asumsikan
מניחים	mengasumsikan
בקושי	nyaris
לאופולד	leopold
ולטר	walther
ולטר	walter
השחר	dawn
השחר	fajar
תזונה	nutrisi
תזונה	gizi
ליב	liv
ליב	lib
השקעה	investasi
השקעה	menginvestasikan
השקעה	investasi
יוטיוב	youtube
אבירים	ksatria
אבירים	knights
אבירים	kesatria
בבלי	babilonia
ממונה	superior
ממונה	unggul
פורה	produktif
פורה	subur
פורה	berbuah
אלגברה	aljabar
ראיונות	interview
ראיונות	wawancara
פטרוס	petrus
פטרוס	peter
הווה	sajikan
הווה	hadir
הווה	present
דלתות	pintu
דלתות	doors
סכר	dam
סכר	waduk
סכר	bendungan
תעודה	sertifikat
גולדמן	goldman
אוריאל	uriel
המלווה	pendamping
אירוח	keramahan
אירוח	perhotelan
אירוח	penyelenggara
אירוח	hosting
אירוח	inang
אירוח	menyelenggarakan
פרסומות	iklan
פרסומות	komersial
טורקית	turki
טורקית	turkish
הכרזה	pengumuman
ירה	shot
ירה	bidikan
ירה	tertembak
ירה	ditembak
ירה	ditembakkan
ירה	dipecat
ירה	pecat
ירה	memecat
מדינאי	negarawan
גרפי	grafis
גרפי	sadis
גולדה	golda
החופים	pantai
חוש	indera
חוש	indra
חוש	akal
חוש	sense
חוש	indera
איירון	besi
איירון	iron
אנונימי	anonim
אנונימי	ikang
אנונימי	anonymous
דרווין	darwin
שרירים	otot
שרירים	berotot
שרירים	muscle
שרירים	otot
טובי	toby
מוג	moog
גבעות	bukit
גבעות	hills
גבעות	perbukitan
היידן	hayden
היידן	adinda
היידן	haydn
כתום	orange
כתום	jingga
כתום	jeruk
כתום	oranye
הלוואי	wish
הלוואי	berharap
פלוס	ditambah
פלוס	plus
האירוויזיון	eurovision
דודה	bibi
דודה	tante
דודה	bibi
דודה	tante
דודה	bibi
דודה	tante
בלוג	blog
בלוג	blogging
השלם	melengkapi
השלם	lengkapi
השלם	selesaikan
השלם	komplit
השלם	lengkap
מתמטיקאים	matematikawan
להפיץ	disebarkan
להפיץ	menyebar
להפיץ	sebarkan
להפיץ	sebar
להפיץ	penyebaran
להפיץ	mendistribusikan
קה	becca
מחליטה	memutuskan
מחליטה	memutuskan
ולנסיה	valencia
ניגריה	pekanbaru
ניגריה	nigeria
מסייעת	membantu
טורקי	torquay
טורקי	turki
טורקי	turkish
פנייה	pena
מימד	dimensi
מימד	dimension
ייל	yale
פלישה	invasi
טרנר	turner
שקול	mempertimbangkan
שקול	pertimbangkan
דוחה	kotor
דוחה	gross
דוחה	jorok
דוחה	jijik
דוחה	menjijikan
עמידה	standing
עמידה	berdiri
מימוש	implementasi
מימוש	pelaksanaan
מימוש	penerapan
מימוש	menebus
מימוש	tebus
מימוש	tukarkan
ברברוסה	barbarossa
הנחות	diskon
הנחות	asumsi
האורך	panjang
מרפא	penyembuh
מרפא	menyembuhkan
מרפא	cure
מרפא	penyembuh
השיח	wacana
נייד	mobile
נייד	seluler
נייד	ponsel
נייד	handphone
נייד	portable
נייד	portabel
לרבנות	pentahbisan
קשורות	berhubungan
קשורות	berkaitan
קשורות	terkait
מחפשים	mencari
מחפשים	pencarian
חשבונות	tagihan
חשבונות	bills
חשבונות	rekening
חשבונות	akun
רכיבים	komponen
רכיבים	bahan
איימי	amy
איימי	adinda
איימי	airlangga
נרכש	diperoleh
נרכש	didapatkan
נרכש	dibeli
נבון	cerdas
נבון	kecerdasan
נבון	bijak
נבון	wise
נבון	bijaksana
ונצואלה	venezuela
ונצואלה	venezuela
תפילות	doa
אמנויות	arts
אמנויות	seni
אמנויות	kesenian
טכניים	teknis
שומרים	penjaga
שומרים	pengawal
שומרים	guardian
שומרים	guardians
שומרים	wali
הרקולס	hercules
גופות	mayat
גופות	badan
גופות	jenazah
גופות	tubuh
שמורות	dipesan
פלסטיק	plastic
פלסטיק	plastik
פלסטיק	plastic
פלסטיק	plastik
צמצום	pengurangan
צמצום	sempit
הזוכים	pemenang
מנור	manor
בטח	pasti
בטח	yakin
בטח	tentu
קלט	input
קלט	masukkan
קלט	masukan
חינם	bebas
חינם	gratis
חינם	free
ריגול	memata
ריגול	spy
ריגול	spionase
עשן	smoky
עשן	berasap
עשן	merokok
עשן	asap
סדנאות	lokakarya
סדנאות	workshop
מקסים	lovely
מקסים	indah
מקסים	menggemaskan
מקסים	maxim
מקסים	menawan
מקסים	apik
קסטיליה	kastilia
רעות	buruk
רעות	jahat
רעות	bad
החלפה	beralih
החלפה	tukar
החלפה	switch
החלפה	sakelar
החלפה	tukar
החלפה	exchange
החלפה	pertukaran
החלפה	bursa
החלפה	swap
החלפה	barter
החלפה	dagang
החלפה	berdagang
החלפה	perdagangan
החלפה	trade
חזן	cantor
העקרונות	prinsip
פקודות	perintah
פקודות	perintah
פקודות	pesanan
זיקה	afinitas
זיקה	pertalian
זיקה	kemiripan
מינימלי	minimal
מינימלי	minim
בודדות	kesepian
בודדות	sepi
אונו	ono
אונו	uno
חימום	heat
חימום	panasnya
חימום	panas
חימום	pemanas
חימום	memanaskan
חימום	pemanasan
מוכנה	ready
מוכנה	siap
וינסנט	vincent
הקלטה	merekam
הקלטה	rekaman
הקלטה	perekaman
לחסל	menghilangkan
לחסל	eliminasi
לחסל	hilangkan
לחסל	mengeliminasi
יפים	beautiful
יפים	cantiknya
יפים	cantik
יפים	indah
קיצונית	radikal
קיצונית	ekstrem
קיצונית	ekstrim
קיצונית	extreme
מולדת	homeland
מולדת	nusa
זוגי	pasangan
זוגי	dual
דתות	agama
רוקח	apoteker
רוקח	apoteker
יוטה	utah
צאצאים	keturunan
אצבעות	fingers
צדדי	sepihak
צדדי	sisi
צדדי	sampingan
מאלו	malo
אישורים	persetujuan
אישורים	konfirmasi
מקדוניה	makedonia
תוקן	diperbaiki
תוקן	diperbaiki
תוקן	tetap
תוקן	fixed
תוקן	dikoreksi
מתיישבים	koloni
מתיישבים	pemukim
רויאל	royal
נחיתה	landing
נחיתה	pendaratan
נחיתה	mendarat
גלם	mentah
גלם	baku
גלם	raw
יצרני	produktif
יצרני	manufaktur
יצרני	produsen
יוזמה	inisiatif
יוזמה	initiative
ביולוגיה	bio
ביולוגיה	biodata
ביולוגיה	biologi
אבטחה	security
אבטחה	satpam
אבטחה	sekuriti
אבטחה	keamanan
מתכנן	merencanakan
מתכנן	berencana
מתכנן	perencanaan
מתכנן	perancang
מתכנן	perencana
נתקלו	dihadapi
הגה	kemudi
מרשימה	mengesankan
זכריה	zakariya
זכריה	zakaria
זכריה	zakaria
זכריה	zachariah
מתוכנן	terjadwal
מתוכנן	dijadwalkan
מתוכנן	merencanakan
מתוכנן	terencana
מתוכנן	direncanakan
מתוכנן	dirancang
מתוכנן	merancang
מתוכנן	didesain
הוחלפו	tergantikan
הוחלפו	digantikan
הוחלפו	diganti
הוחלפו	tertukar
הוחלפו	beralih
נדירה	langka
נדירה	rare
נדירה	jarang
תחליף	pengganti
תחליף	gantikan
תחליף	replace
תחליף	ganti
תחליף	mengganti
תחליף	menggantikan
תחליף	gantikan
טרומן	truman
אינסוף	infinite
אינסוף	infinity
שוד	merampok
שוד	perampokan
יוהנס	johannes
שליטי	penguasa
זן	zen
זן	spesies
זן	species
הריין	rhine
הידרו	hydro
ניירות	makalah
ניירות	kertas
המציא	diciptakan
שנאה	membenci
שנאה	benci
שנאה	dibenci
שנאה	kebencian
שנאה	kebencian
שנאה	hate
שנאה	membenci
שנאה	benci
שנאה	kebencian
אפריקאי	afrika
פרדי	freddie
פרדי	freddy
סחורות	komoditi
סחורות	komoditas
סחורות	barangnya
סחורות	barang
טלסקופ	teleskop
אסי	asi
קרניים	sinar
קרניים	tanduk
עומס	beban
עומס	muat
עומס	muatan
עומס	overload
המחוקקת	legislatif
המחוקקת	legislatif
מסכימים	setuju
מעבורת	shuttle
מעבורת	feri
מעבורת	ferry
אדיר	hebat
אדיר	mengagumkan
אדיר	keren
האר	har
נספו	binasa
טומי	tommy
אום	umm
אום	ummi
עותק	menyalin
עותק	copy
עותק	salin
עותק	salinan
מתקשה	berjuang
מתקשה	memperjuangkan
קיסרי	imperial
תקפה	valid
תקפה	sah
גופה	body
גופה	bodi
גופה	buh
גופה	tubuh
גופה	badan
גופה	mayat
גופה	jenasah
גופה	jenazah
אוהדי	fans
אוהדי	penggemar
פיוטר	timah
פיוטר	piotr
פיוטר	pyotr
משקה	minuman
משקה	minumlah
משקה	minum
עממי	kaum
עממי	rakyat
עממי	folk
ואחריו	diikuti
דיר	deir
תהילה	ketenaran
תהילה	fame
תהילה	kemuliaan
תהילה	glory
אחורה	kembali
אחורה	balik
אחורה	mundur
אחורה	back
אחורה	belakang
סיפק	asalkan
סיפק	disediakan
סיפק	disediakan
פלשו	diserbu
פלשו	menginvasi
פלשו	menyerbu
תעסוקה	ketenagakerjaan
הסוגים	jenis
הסוגים	tipe
משלים	melengkapi
משלים	melengkapi
משלים	pelengkap
אחרונים	last
אחרונים	terakhir
אחרונים	terkini
אחרונים	terbaru
הדנובה	danube
הדנובה	donau
דרשה	khotbah
דרשה	khutbah
דרשה	kotbah
דרשה	menuntut
ראשונית	pendahuluan
ארנון	arnon
ספנסר	spencer
ספנסר	spenser
נור	suar
נור	pijar
נור	flare
נור	nur
נור	noer
דנים	denmark
דנים	danes
דנים	membahas
דנים	mendiskusikan
דנים	berdiskusi
דנים	denim
בוגרת	dewasa
בוגרת	dewasa
בוגרת	matang
אחיינו	keponakan
שייכות	relevansi
שייכות	milik
שייכות	belong
שייכות	milik
הגלריה	galeri
הגלריה	gallery
פאן	pan
עונשין	penalti
עונשין	pinalti
קון	con
קני	kenny
סעיפים	menghitung
סעיפים	dihitung
סעיפים	clause
סעיפים	klausul
הפער	kesenjangan
הפער	celah
הפער	gap
שהתגלה	ditemukan
שהתגלה	menemukan
שהתגלה	ketahuan
להביס	mengalahkan
להביס	kalahkan
להביס	kekalahan
