die	the
kinders	kids
neem	ambil
neem	ambik
vertaal	menterjemahkan
vertaal	terjemah
vertaal	menterjemah
munisipaliteit	borough
munisipaliteit	munisipaliti
munisipaliteit	perbandaran
tans	sekarang
tans	skrg
tans	now
tans	kini
tans	hadirkan
tans	hadir
republiek	republik
kort	pendek
self	diri
self	kendiri
mens	manusia
mens	human
plek	place
plek	tempat
binne	inside
binne	didalam
swart	goni
swart	crack
swart	black
swart	hitam
europese	eropah
moontlik	munasabah
moontlik	kemungkinan
selfs	genap
enige	sebarang
gehou	disukai
tydperk	jangkamasa
tydperk	tempoh
maande	bulan
skool	sekolah
per	per
vroeë	early
vroeë	dini
vroeë	awal
familie	family
familie	keluarga
voorkom	mencegah
voorkom	cegah
mag	may
mag	mei
geneem	direbut
geneem	diambil
geneem	taken
hoe	caranya
eiland	pulau
eiland	island
volg	trek
volg	runut
volg	follow
volg	mengikuti
volg	following
soms	sesekali
soms	terkadang
soms	kadang
soms	kadangkala
soms	sometimes
engeland	england
engeland	inggeris
johannes	johannes
johannes	john
vyf	lima
sonder	tanpa
johannesburg	johannesburg
ontwerp	rekaan
ontwerp	design
aarde	bumi
gee	give
gee	kasi
kry	dapatkan
paar	few
rol	peranan
rol	roll
rol	gulung
vrou	wanita
vrou	perempuan
vrou	isteri
vrou	wife
gebiede	wilayah
derde	ketiga
dag	hari
john	john
moderne	moden
woord	perkataan
groter	greater
president	presiden
koninkryk	kingdom
koninkryk	kerajaan
tale	bahasa
ontvang	menerima
ontvang	diterima
ontvang	menerima
bly	bly
bly	senang
bly	stay
amerika	amerika
amerika	america
hoewel	sungguhpun
hoewel	walaupun
hoewel	walau
webwerf	website
staat	keadaan
staat	negara
staat	negeri
staat	state
staat	helaian
vandag	harini
daardie	those
ekonomiese	ekonomi
aanvaar	diterima
aanvaar	accepted
aanvaar	accept
aanvaar	terima
aanvaar	terimalah
hou	dodoi
hou	hold
hou	tahan
hou	kekalkan
geskryf	bertulis
geskryf	ditulis
geskryf	terbakar
geskryf	dibakar
hele	keseluruhan
hele	whole
bevat	mengandungi
skrywer	penulis
skrywer	pengarang
skrywer	penulis
skrywer	author
see	seneca
see	sea
see	laut
verander	batal
verander	perubahan
verander	ubahsuai
verander	perubahan
verander	ubah
bereik	reach
bereik	capaian
bereik	dijangkau
bereik	dicapai
russiese	rusia
weg	away
weg	jauhnya
inwoners	penduduk
beteken	bermaksud
beteken	bererti
beteken	ertinya
beteken	mean
man	suaminya
man	suami
man	lelaki
huis	rumah
huis	rumah
besoek	impression
besoek	kesan
besoek	lawati
besoek	lawat
besoek	lawatan
besoek	melawat
besoek	melawat
besoek	dilawati
besoek	dilawat
drieë	bertiga
bekende	famous
gespeel	dimain
beste	terbaik
beste	best
rusland	rusia
rusland	russia
kerke	gereja
rooi	reds
rooi	merah
rooi	red
skryf	tulis
skryf	bakar
wie	sape
visse	pisces
suidelike	selatan
romeinse	roman
romeinse	rom
alhoewel	sungguhpun
alhoewel	walaupun
alhoewel	walau
gekry	nemu
gekry	terjumpa
gekry	dijumpai
verskyn	muncul
hoë	tinggi
sterk	strong
sterk	kukuh
sterk	kuat
africa	afrika
londen	london
reeks	series
reeks	siri
reeks	seri
hoofsaaklik	terutamanya
eilande	kepulauan
belangrikste	primer
belangrikste	utama
speel	play
speel	main
speel	bermain
speel	main
speel	playing
bou	binaan
bou	membangun
bou	membina
bou	build
bou	bina
wil	mahu
minder	kurang
minder	kurangkan
minder	less
gelei	led
stigting	mengasaskan
stigting	pembentukan
stigting	formasi
gegee	diberikan
gegee	diberi
beskryf	terangkan
streek	rantau
streek	wilayah
streek	kawasan
streek	serantau
gesien	dilihat
gesien	seen
rivier	sungai
rivier	river
mees	most
mees	paling
mees	kebanyakan
mees	terbanyak
jan	jan
ses	six
ses	enam
grond	tanah
grond	tanahnya
grond	land
grond	tanah
grond	darat
grond	kontang
grond	tanah
grond	ground
spesies	spesis
spesies	spesies
spesies	species
beroep	kerjaya
beroep	profesion
png	png
verklaar	diisytiharkan
gedoen	done
lede	ahli
lede	members
george	george
iii	iii
meter	semeter
meter	meter
meter	meter
meter	meter
persent	peratus
historiese	bersejarah
historiese	bersejarah
historiese	sejarah
nederland	belanda
minister	menteri
span	pasukan
span	team
ontwikkeling	perkembangan
ontwikkeling	pembangunan
dele	bahagian
frans	perancis
distrik	daerah
gewen	won
gewen	dimenangi
gewen	menang
god	allah
japan	jepun
pad	jalan
pad	road
oorlede	died
militêre	ketenteraan
militêre	tentera
inligting	maklumat
paul	paulus
paul	paul
veroorsaak	punca
veroorsaak	sebab
ontdek	teroka
ontdek	terokai
oorspronklike	original
katolieke	katolik
keiser	maharaja
keiser	kaiser
boek	kitab
boek	tempah
boek	book
artikels	artikel
artikels	seksyen
artikels	bahagian
opgerig	didirikan
opgerig	dibina
aanvanklik	awalnya
goed	good
goed	gud
kalender	kalendar
kalender	takwim
wet	perundangan
wet	law
wet	akta
wet	act
wet	lakonan
wet	bertindak
goeie	good
goeie	gud
val	gugurkan
val	drop
val	fall
val	jatuh
vsa	usa
hendrik	hendrik
beheer	kawalan
http	http
terug	belakang
terug	punggung
min	min
predikant	ulama
predikant	pendita
gevind	nemu
gevind	terjumpa
gevind	dijumpai
verkies	amacam
omgewing	persekitaran
omgewing	keluasan
omgewing	kawasan
omgewing	area
lid	member
lid	ahli
potchefstroom	potchefstroom
park	park
park	taman
grens	sempadan
skeidsregter	pengadil
oudste	tertua
sekere	certain
sekere	tertentu
data	data
jong	khadam
jong	muda
jong	young
jong	mudanya
noorde	utara
noorde	north
uiteindelik	finally
uiteindelik	akhirnya
buite	luar
buite	diluar
buite	outdoor
buite	luaran
invloed	pengaruh
ouderdom	usia
ouderdom	umur
diens	perkhidmatan
diens	khidmat
diens	servis
diens	service
blou	blue
blou	biru
blou	membesar
blou	kabur
blou	blur
noordelike	utara
noordelike	northern
vind	find
woorde	perkataan
verkiesing	election
verkiesing	pilihanraya
verbind	bersambung
verbind	disambungkan
verbind	sambung
geval	kes
unie	union
unie	kesatuan
unie	penyatuan
griekse	greek
griekse	yunani
behoort	belong
werke	jobs
werke	pekerjaan
sterre	bar
sterre	bintang
natal	natal
jou	your
slag	pertempuran
slag	peperangan
slag	pertempuran
deelstaat	keadaan
deelstaat	negara
deelstaat	negeri
deelstaat	state
oseaan	samudera
oseaan	lautan
oseaan	ocean
son	ahd
son	sun
son	matahari
son	mentari
help	pertolongan
help	bantu
help	bantuan
help	help
help	membantu
museum	muzium
want	kerana
want	sebab
gregoriaanse	gregorian
probeer	try
probeer	cuba
bome	pokok
bome	pohon
bome	trees
voltooi	completed
voltooi	dilengkapkan
voltooi	selesaikan
voltooi	finish
voltooi	done
voltooi	complete
voltooi	lengkap
kilometer	kilometer
kilometer	kilometer
kilometer	kilometer
stelsel	system
stelsel	sistem
raad	nasihat
raad	majlis
raad	dewan
hoogste	tertinggi
stede	bandaraya
stede	bandar
klub	club
klub	kelab
vader	ayah
vader	bapa
vader	father
vader	ayahanda
ster	star
ster	bintang
almal	everybody
almal	semua
almal	semuanya
australië	australia
vanuit	dari
vanuit	daripada
skakel	pautan
skakel	link
skakel	call
genus	genus
weke	minggu
lyk	looks
york	york
generaal	umum
generaal	jeneral
generaal	general
sint	sint
vergadering	perjumpaan
vergadering	rapat
vergadering	mesyuarat
vergadering	meeting
orde	tempahan
orde	pesanan
orde	susunan
orde	tempah
orde	order
loop	berjalan
loop	walking
nooit	never
antieke	purba
antieke	kuno
musiek	muzik
musiek	music
willem	willem
willem	william
rooms	bilik
rooms	room
uitgawe	edition
uitgawe	edisi
verkry	didapat
verkry	diperoleh
verkry	diperolehi
verkry	cekup
william	william
verkoop	sell
verkoop	jual
verkoop	jual
verkoop	sold
verkoop	terjual
verkoop	jual
verkoop	selling
verkoop	menjual
voël	burung
sjina	china
sjina	cina
dien	hantar
james	james
italië	itali
duits	jerman
vierde	keempat
hoër	tinggi
hoër	higher
lei	plumbum
lei	lead
lei	pimpin
groei	pertumbuhan
groei	tumbesaran
gestel	set
eerder	sebaliknya
foto	photo
foto	foto
gevestig	ditubuhkan
verloor	lost
verloor	kehilangan
verloor	hilang
sewe	seven
sewe	tujuh
handel	niaga
handel	perdagangan
handel	trade
oorspronklik	original
voorbeeld	sample
voorbeeld	sampel
voorbeeld	contoh
voorbeeld	tika
voorbeeld	kejadian
voorbeeld	contoh
voorsitter	kerusi
stellenbosch	stellenbosch
sterf	die
sterf	mati
nederlands	belanda
nederlands	dutch
verskil	perbezaan
sentraal	pusat
oppervlakte	keluasan
oppervlakte	kawasan
oppervlakte	area
bevestig	ditentusahkan
bevestig	disahkan
bevestig	sahkan
crystal	crystal
crystal	hablur
crystal	kristal
bepaal	berkeyakinan
bepaal	berazam
bepaal	menentukan
indiese	indian
indiese	india
klas	kelas
klas	class
lughawe	bunker
lughawe	airport
lughawe	bandara
louis	louis
vertoon	reveal
vertoon	dedahkan
vertoon	memaparkan
vertoon	display
vertoon	dipaparkan
colspan	colspan
altyd	always
altyd	sentiasa
altyd	selalu
lig	ringan
lig	cahaya
lig	light
lig	naikkan
txt	txt
punt	dot
punt	takat
punt	point
vroue	wanita
vroue	perempuan
kant	tepi
kant	sisi
kant	sampingan
kant	samping
betrokke	bertunang
wou	dicari
wou	teringin
wou	wanted
rome	rom
rome	roma
week	minggu
reg	perundangan
reg	law
stadium	pentas
stadium	panggung
stadium	tahap
prof	prof
vervaardig	dihasilkan
vervaardig	produce
vervaardig	hasilkan
geskep	dicipta
elizabeth	elizabeth
parys	paris
openbare	awam
oud	tua
oud	old
beskikbaar	available
beskikbaar	tersedia
beskikbaar	disediakan
beskikbaar	didapati
beskikbaar	avail
akteur	pelakon
sentrale	pusat
totale	total
totale	jumlah
behaal	pencapaian
behaal	achievement
natuurlike	natural
natuurlike	semulajadi
bied	menawarkan
bied	tawaran
amptelik	rasmi
amptelik	official
indië	india
loopbaan	kerjaya
skep	mencipta
olimpiese	olimpik
dogter	puteriku
dogter	daughter
dra	carry
dra	menyumbang
hoof	utama
druk	tekan
druk	akhbar
druk	tekanan
verteenwoordig	diwakili
verteenwoordig	mewakili
verteenwoordig	represent
verteenwoordig	mewakili
boeke	books
boeke	buku
meestal	kebanyakannya
geplaas	dikirim
geplaas	disiarkan
etniese	etnik
kus	coast
gepubliseer	live
gepubliseer	diterbitkan
super	super
kuns	seni
kuns	kesenian
bring	bawa
bring	bawak
geld	wang
geld	duit
erken	mengakui
erken	akui
erken	admit
erken	mengakui
erken	memperakui
maria	mary
maria	maryam
maria	maria
leier	leader
leier	pemimpin
boom	pokok
boom	boom
rolprent	movie
rolprent	cereka
rolprent	filem
rolprent	filem
westelike	barat
westelike	western
kanada	kanada
kanada	canada
tradisionele	traditional
tradisionele	tradisional
national	national
national	kebangsaan
verdeel	bahagikan
pole	poland
beweging	gerakan
beweging	pergerakan
beweging	gerak
beweging	gerakan
beweging	pergerakan
russies	rusia
russies	tunisia
russies	louisiana
japannese	jepun
diere	haiwan
beter	better
kulturele	kebudayaan
kulturele	budaya
beperk	terhad
beperk	dihadkan
beperk	hadkan
beperk	had
beperk	limit
beperk	limited
beperk	terhad
liggaam	body
liggaam	bodi
liggaam	badan
wen	win
wen	menang
basis	base
basis	pengkalan
verlaat	tinggalkan
verlaat	keluar
white	white
white	putih
red	menyelamat
spanje	sepanyol
geraak	terjejas
geraak	terpengaruh
geraak	terpengaruh
geraak	terjejas
geraak	dipengaruhi
goewerneur	gabenor
kultuur	kebudayaan
kultuur	budaya
charles	charles
heilige	saint
heilige	suci
heilige	kudus
heilige	holy
kaart	peta
oorsprong	asal
oorsprong	asalnya
david	daud
david	david
kennis	berkenalan
kennis	ilmu
kennis	pengetahuan
parlement	parlimen
groen	green
groen	hijau
sosiale	social
sosiale	sosial
geboue	bangunan
bloemfontein	bloemfontein
gebring	dibawa
trek	tarik
stem	undilah
stem	undian
stem	undi
stem	mengundi
stem	suara
stem	voice
energie	tenaga
von	von
boere	petani
boere	boer
boere	peladang
boere	petani
prys	harga
prys	price
prys	prize
prins	putera
ligging	lokasi
ligging	location
gestuur	hantar
gestuur	sent
gestuur	dihantar
broer	saudara
broer	brother
broer	abg
studente	pelajar
studente	murid
gemeenskap	masyarakat
gemeenskap	komuniti
berg	gunung
berg	mountain
berg	pergunungan
berlyn	berlin
oppervlak	permukaan
oppervlak	surface
agter	belakang
bronne	sumber
bronne	sumber
beleid	dasar
port	pelabuhan
port	port
album	album
beweeg	tiada
beweeg	gerak
beweeg	menggerakkan
beweeg	memindah
beweeg	bergerak
vertrek	berlepas
vertrek	berlepas
egipte	mesir
egipte	kosong
iets	sesuatu
brittanje	britain
meerderheid	majoriti
meerderheid	majority
com	com
asië	asia
verskaf	menyediakan
verskaf	sediakan
verskaf	disediakan
verskaf	dibekalkan
verskaf	disediakan
verskaf	bekalan
lees	baca
lees	bacaan
lees	reading
lees	pembacaan
lees	membaca
sir	sir
sir	tuan
sir	encik
webtuiste	website
onderwys	pendidikan
vinnig	laju
periode	tempoh
agt	lapan
lengte	length
lengte	panjang
manier	way
goue	golden
goue	emas
goue	keemasan
buitelandse	asing
buitelandse	foreign
aangebied	ditawarkan
aangebied	presenting
aangebied	dihoskan
aangebied	dianjurkan
ingesluit	disertakan
ingesluit	termasuk
ingesluit	sertakan
tipe	jenis
tipe	taipkan
tipe	type
tipe	taip
peter	peter
km²	km²
verskeidenheid	kepelbagaian
verskeidenheid	kepelbagaian
poskode	zip
stemme	undian
biskop	biskop
biskop	bishop
duidelik	jelas
duidelik	jelas
leiding	pembayang
leiding	bimbingan
iemand	seseorang
iemand	someone
anders	berbeza
politikus	pkr
proses	process
proses	proses
pieter	pieter
tree	ambil
tree	ambik
toon	pic
pas	muatkan
pas	fit
pas	mancis
pas	padan
alias	alias
los	tinggalkan
massa	jisim
voorgestel	dicadangkan
voorgestel	cadangkan
jacobus	jacobus
besit	pemilikan
vorige	past
vorige	melepasi
gesê	said
plekke	tempat
spaanse	sepanyol
argitek	arkitek
res	berehat
res	rest
res	rehat
lewer	hati
ekonomie	ekonomi
ekonomie	ekonomi
mark	pasar
mark	market
mark	pasaran
mark	tanda
mark	mark
saak	punca
saak	sebab
den	budak
getroud	berkahwin
spesie	spesis
spesie	spesies
spesie	species
hoogte	ketinggian
hoogte	tinggi
hoogte	height
suidwes	southwest
lae	lapisan
lae	rendah
lae	low
gelderland	gelderland
namibië	namibia
sake	punca
sake	menyebabkan
dinastie	dinasti
verwerf	perolehi
verwerf	diperolehi
verwerf	memperolehi
afgelei	berasal
onafhanklikheid	kemerdekaan
verower	conquer
verhouding	nisbah
verhouding	perhubungan
verhouding	hubungan
verhouding	relationship
admin	admin
hoërskool	highschool
gekies	dipilih
gedeelte	portion
gedeelte	bahagian
hoog	tinggi
hoog	tall
waarde	nilai
mans	jantan
mans	men
maatskappy	syarikat
maatskappy	koma
lug	sky
lug	langit
lug	udaranya
lug	udara
lug	air
regte	hak
regte	real
dorpie	kampung
oranje	orange
plessis	plessis
dienste	perkhidmatan
dienste	servis
digter	penyair
digter	pujangga
then	barulah
then	then
then	kemudiannya
then	kemudian
ondersoek	kuar
ondersoek	detect
ondersoek	mengesan
ondersoek	kesan
gereeld	kerap
gereeld	sering
gereeld	kerap
getal	nombor
alles	semuanya
alles	segalanya
alles	semua
onafhanklike	independent
onafhanklike	mandiri
onafhanklike	bebas
volk	volk
demokratiese	demokratik
wys	tunjuk
wys	papar
botha	botha
seeland	zealand
spesifieke	spesifik
spesifieke	specific
spesifieke	tertentu
gemiddelde	purata
stryd	perjuangan
huwelik	nikah
huwelik	jodoh
huwelik	perkahwinan
huwelik	berkhawin
vrygestel	dilepaskan
vrygestel	released
vrygestel	dikeluarkan
leër	tentera
leër	army
robert	robert
ouer	induk
ouer	parent
ouer	ibubapa
ouer	older
leef	living
toegeken	ditugaskan
media	media
gelede	silam
beïnvloed	pengaruh
beïnvloed	menjejaskan
bron	sumber
projek	projek
behalwe	kecuali
naamlik	disebut
naamlik	dipanggil
alexander	alexander
alfabet	abjad
kind	kid
kind	kanak
kind	anak
kind	child
gepraat	bercakap
gepraat	pertuturan
genoeg	mencukupi
genoeg	cukup
genoeg	secukupnya
genoeg	cukuplah
voorbeelde	contoh
voorbeelde	sample
voorbeelde	sampel
voorbeelde	contoh
strek	stretch
strek	membentangkan
kruger	kruger
eenheid	unit
teks	teks
ierland	ireland
vloot	navy
mate	measurement
kommissie	komisen
kommissie	suruhanjaya
kommissie	commission
smith	smith
bevorder	menggalakan
bevorder	digalakkan
bevorder	galakkan
bevorder	menggalakkan
bevorder	dipromosikan
bevorder	digalakkan
bevorder	menggalakkan
bevorder	mempromosi
bevorder	galakkan
studie	study
studie	kajian
gebaseer	berasaskan
gebaseer	based
afstand	jarak
steyn	steyn
aangeneem	dianggap
aangeneem	beranggapan
aangeneem	adopted
navorsing	research
navorsing	kajian
navorsing	penyelidikan
durban	durban
bestuur	urus
bestuur	uruskan
bestuur	menguruskan
bestuur	pengurusan
bestuur	management
bestuur	memandu
bestuur	pemanduan
bestuur	driving
skotland	scotland
opgeneem	dirakam
opgeneem	direkod
hand	manual
hand	tangan
oop	open
swede	sweden
benoem	nama
praat	bincang
praat	bercakap
praat	bercakap
praat	cakap
petrus	petrus
petrus	peter
bedien	hidang
gewilde	popular
african	afrika
african	african
thomas	thomas
elektriese	elektrikal
elektriese	eletrik
elektriese	elektrik
elektriese	electric
laer	turunkan
laer	lower
venter	venter
aandag	perhatian
aandag	sahih
paleis	istana
paleis	palace
sjinese	china
sjinese	cina
voorsien	menyediakan
voorsien	sediakan
all	semua
geleentheid	peristiwa
geleentheid	event
geleentheid	acara
steun	sokongan
steun	support
steun	sokong
leer	leather
leer	kulit
leer	pembelajaran
leer	learning
leer	pelajari
leer	belajarlah
leer	belajar
vloei	flow
vloei	aliran
kyk	watch
kyk	tonton
kyk	tengok
kyk	look
kyk	watching
kyk	menyaksikan
kyk	memerhati
kyk	menonton
henry	henry
rolprente	movies
rolprente	cereka
rolprente	filem
seuns	boys
seuns	sons
glo	believe
glo	beriman
glo	percaya
vroeg	early
vroeg	dini
vroeg	awal
gegaan	gone
html	html
denemarke	denmark
denemarke	penyebut
denemarke	pembahagi
kombinasie	kombinasi
des	ogos
vrye	spare
bladsy	sauh
bladsy	page
bladsy	mukasurat
bladsy	halaman
bladsy	pages
bladsy	mukasurat
bladsy	halaman
diep	deep
italiaanse	itali
roman	novel
kwazulu	kwazulu
geloof	iman
murray	murray
soek	carian
soek	gelintar
grand	rb
grand	grand
graad	gred
graad	ijazah
graad	darjah
soldate	soldier
soldate	perajurit
soldate	askar
ouers	ibubapa
skole	sekolah
skole	mazhab
intussen	semantara
elemente	unsur
koninklike	royal
koninklike	diraja
weet	tau
weet	kenali
weet	tahu
plante	tanaman
plante	tumbuhan
verslaan	ditewaskan
verslaan	dikalahkan
verslaan	defeated
toring	tower
toring	menara
vervoer	pengangkutan
vervoer	pengangkutan
vervoer	transport
rede	alasan
rede	sebab
rede	reason
walt	walt
krag	force
krag	paksa
krag	tenaga
krag	power
krag	kuasa
versprei	agihkan
versprei	edar
poolse	polish
poolse	poland
opvolger	follower
opvolger	pengikut
betekenis	erti
betekenis	makna
betekenis	meaning
betekenis	bererti
geniet	menikmati
geniet	enjoying
federale	persekutuan
gesin	family
gesin	keluarga
donker	gelap
versameling	koleksi
versameling	collection
nege	sembilan
richard	richard
internet	internet
uitgewers	penerbit
san	san
klassieke	klasik
klassieke	klasikal
klassieke	klasik
klassieke	classic
dink	fikir
dink	rase
dink	fikirkan
url	url
fort	fort
beskerm	terlindung
beskerm	dilindungi
maklik	mudah
maklik	mudahnya
probleme	masalah
persoonlike	personal
persoonlike	peribadi
https	https
burgers	warganegara
swaar	berat
vrede	ketenangan
vrede	peace
reis	melancong
reis	travel
reis	pelancongan
reis	kembara
reis	melancong
burger	burger
burger	warganegara
burger	citizen
andrew	andrew
voet	kaki
ondersteun	menyokong
ondersteun	sokongan
ondersteun	support
ondersteun	sokong
malan	malan
moeder	ibu
moeder	bonda
regeer	diperintah
regeer	dikuasai
onderwerp	topic
onderwerp	subjek
materiaal	bahan
materiaal	material
materiaal	bahan
elk	setiap
elk	each
aktrise	pelakon
afdelings	seksyen
afdelings	bahagian
studeer	study
studeer	kajian
studeer	studies
studeer	kajian
studeer	pengajian
goud	emas
goud	gold
volle	full
volle	kenyang
volle	penuh
iso	iso
groepeer	berkumpulan
groepeer	group
groepeer	kumpulan
nature	alam
nature	tabii
nature	semulajadi
chemiese	kimia
gevalle	resort
gevalle	istirehat
gevalle	kes
gevalle	tika
skip	kapal
skip	ship
ver	far
ver	jauh
belgië	belgium
behou	dipegang
behou	ditahan
behou	diadakan
behou	kekalkan
noorweë	nevada
noorweë	norway
versoek	dipinta
versoek	meminta
versoek	diminta
versoek	request
versoek	pinta
versoek	permintaan
hulp	pertolongan
hulp	bantu
hulp	bantuan
hulp	help
hulp	membantu
hoop	harapan
hoop	harap
hoop	hope
jarige	olds
bedryf	industri
saint	saint
inheemse	tabii
dalk	mungkin
dalk	maybe
albert	albert
king	raja
king	king
warm	hot
warm	panas
bgcolor	bgcolor
bruin	brown
sukses	kejayaan
sukses	sukses
sukses	berjaya
sukses	success
eeue	abad
eeue	century
voorwerpe	objek
joodse	yahudi
temperatuur	suhu
victoria	victoria
maan	bulan
maan	moon
wyk	wyk
wyk	berlepas
stig	stig
jean	jean
karel	charles
verantwoordelik	bertanggungjawab
kaarte	kad
kaarte	maps
kaarte	peta
kaarte	card
kaarte	kad
wissel	suis
wissel	switch
wissel	floating
wissel	terapung
seisoen	musim
amper	almost
amper	hampir
grondwet	perlembagaan
www	www
ens	dsb
ens	dll
ens	ens
kollege	kolej
waargeneem	diperhatikan
