від	จาก
організація	องค์การ
фон	fon
фон	fonds
міністр	cdu
журнал	วารสาร
журнал	นิตยสาร
журнал	ประวัติศาสตร์
журнал	ประวัติการ
журнал	ประวัติ
особа	บุคคล
будівлі	ตึก
будівлі	อาคาร
будівлі	ตึก
будівлі	อาคาร
храм	วิหาร
храм	วัด
дмитро	dmitriy
таблиця	ตาราง
таблиця	โต๊ะ
операції	ธุรกรรม
операції	ธุรกรรม
віці	อายุ
віці	ยุค
музичні	มิวสิค
модель	โมเดล
модель	รุ่น
джерел	แหล่ง
факультет	คณาจารย์
факультет	คณะ
заклади	สำนักงาน
заклади	ออฟฟิศ
серія	ซีรี่ส์
серія	อนุกรม
риби	ฟิช
риби	ปลา
поки	จนถึง
поки	จนกว่า
поки	ขณะ
поки	บาย
поки	จนถึง
поки	จน
поки	จนกว่า
останні	ล่าสุด
спосіб	วิธี
спосіб	ทาง
спосіб	วิถี
спосіб	หนทาง
союз	สหพันธ์
союз	สหภาพแรงงาน
союз	สหภาพ
головою	ประธาน
функції	ฟังก์ชัน
зробити	ทำให้
визначення	นิยาม
визначення	นิยาม
тренер	coach
тренер	โค๊ช
тренер	โค้ช
військовий	กองทัพ
військовий	ทหาร
сіл	หมู่บ้าน
сіл	ผนึก
кожен	ทุกๆ
кожен	ทุก
кожен	แต่ละ
кубок	คัพ
кубок	ถ้วย
поширення	แชร์
поширення	แชร์
поширення	แชร์
поширення	หุ้น
поширення	แพร่
поширення	กระจาย
параметр	พารามิเตอร์
швидкість	ความเร็ว
швидкість	อัตรา
швидкість	ความเร็ว
статистика	สถิติ
статистика	สถิติ
гори	ภูเขา
радянські	โซเวียต
знак	ป้าย
знак	ลงชื่อ
знак	เซ็น
охорони	ยาม
охорони	รักษ์
охорони	อนุรักษ์
військові	กองทัพ
військові	ทหาร
корпус	คอร์ป
боротьби	ดิ้นรน
колишній	อดีต
завдання	งาน
завдання	งาน
загалом	รวม
загалом	ทั้งหมด
таке	หลอด
харків	kharkov
нан	แนน
нан	น่าน
павло	paul
павло	พอล
павло	pavlo
здоров	เฮ้
здоров	เฮ
написав	เขียน
умови	เงื่อนไข
умови	เงื่อนไข
гурт	วง
гурт	band
вивчення	เรียน
вивчення	ศึกษา
словник	ศัพท์
словник	พจนานุกรม
старший	อาวุโส
старший	senior
закон	กฎหมาย
закон	กฎ
пісень	เพลง
матеріали	เนื้อหา
матеріали	วัสดุ
матеріали	วัตถุดิบ
матеріали	วัสดุ
версія	เวอร์ชัน
версія	เวอร์ชั่น
комплекс	ปม
комплекс	complex
відділу	องค์กร
ступінь	ปริญญา
тварини	สัตว์
тварини	สัตว์
використовувати	ใช้
райони	เขต
озера	ทะเลสาบ
озера	ทะเลสาบ
міг	สามารถ
середня	กลาง
середня	เฉลี่ย
середня	กลาง
дні	วัน
поняття	แนวคิด
поняття	concept
молоді	ยัง
результати	ผล
результати	ผลลัพธ์
відкрито	ป็อป
відкрито	เปิด
яна	yana
рос	รอส
електронна	อิเล็กทรอนิกส์
правила	กฏ
правила	กติกา
правила	กฎ
правила	นโยบาย
правила	นโยบาย
грав	เล่น
швеції	สวีเดน
операція	ธุรกรรม
музики	มิวสิค
музики	เพลง
музики	ดนตรี
країна	ประเทศ
країна	สัญชาติ
музеї	พิพิธภัณฑ์
сільське	ชนบท
інтернет	อินเทอร์เน็ต
інтернет	อินเตอร์เน็ต
трохи	บาง
трохи	บ้าง
греції	กรีซ
іспанія	สเปน
призначення	เป้า
починаючи	เริ่ม
пісня	ซง
пісня	เพลง
том	ทอม
том	tom
позиції	จุดยืน
позиції	ตำแหน่ง
позиції	จุดยืน
позиції	ตำแหน่ง
чотирьох	สี่
рср	ssr
виходу	ทางออก
сина	ลูก
сина	บุตร
сина	ลูกชาย
енциклопедія	สารานุกรม
альбому	อัลบั้ม
версії	เวอร์ชัน
версії	เวอร์ชั่น
повіт	มณฑล
повіт	เปรม
влада	อำนาจ
влада	power
влада	พลังงาน
влада	พลัง
депутат	ปลัด
числа	ตัวเลข
числа	หมายเลข
положення	จุดยืน
положення	ตำแหน่ง
кожного	แต่ละ
поля	ฟิลด์
поля	ช่อง
поля	สนาม
поля	ฟิลด์
поля	สาขา
поля	ทุ่ง
поля	ช่อง
систему	เลินเล่อ
міністерства	กระทรวง
створена	สร้าง
постійно	ถาวร
німеччина	เยอรมนี
палац	วัง
палац	ราชวัง
палац	พระราชวัง
стадіон	สนาม
жінки	หญิง
жінки	สตรี
чергу	คิว
родина	ตระกูล
родина	ครอบครัว
родина	family
золота	ทอง
золота	โกลด์
золота	ทองคำ
окремі	single
окремі	โสด
будуть	พิน
будуть	จะ
будуть	วิล
радянська	โซเวียต
бібліотеки	ไลบรารี
повітря	แอร์
повітря	อากาศ
повітря	air
бюро	สำนักงาน
бюро	สำนัก
друге	วินาที
межі	ขอบเขต
межі	ขอบเขต
межі	พรมแดน
стилі	สไตล์
варіант	แปรผัน
варіант	แปรผัน
теорія	ทฤษฎี
йорк	ยอร์ก
йорк	ยอร์ค
мов	ภาษา
повинен	ต้อง
повинен	ควร
монастир	วัด
монастир	อาราม
міжнародний	international
міжнародний	นานาชาติ
міжнародний	สากล
індії	อินเดีย
монети	เหรียญ
наукова	วิทยาศาสตร์
встановлено	กำหนด
встановлено	ตั้ง
начальник	boss
мистецтво	ศิลปะ
мистецтво	ศิลปศาสตร์
мистецтво	อาร์ต
мистецтво	อาร์ท
мистецтво	art
мистецтво	ศิลปะ
грудні	ธันวาคม
грудні	ธันวา
перемоги	ชัยชนะ
національна	national
національна	ชาติ
перейшов	ผ่าน
можливості	คุณสมบัติ
можливості	โอกาส
народилася	เกิด
вигляд	ลักษณะ
вигляд	มอง
вигляд	ดู
вигляд	สายตา
вигляд	ดู
травні	พฤษภาคม
австралії	australia
австралії	ออสเตรเลีย
справа	กรณี
справа	case
справа	คดี
справа	ธุรกิจ
справа	กิจการ
нар	nar
точки	ชี้
точки	แต้ม
точки	คะแนน
точки	จุด
машини	เครื่องจักร
спільноти	ชุมชน
спільноти	กลุ่ม
повернення	กลับ
французький	ฝรั่งเศส
вересні	กันยา
вересні	กันยายน
кінець	จบ
кінець	end
кінець	ยุติ
стиль	สไตล์
товариство	สังคม
товариство	มิตรภาพ
товариство	สาวก
товариство	สัมพันธภาพ
прізвище	สกุล
прізвище	นามสกุล
захист	ป้องกัน
захист	ป้องกัน
березні	มีนาคม
березні	มาร์ช
березні	march
джерело	ต้นทาง
джерело	ที่มา
джерело	กำเนิด
джерело	ต้นทาง
діти	เด็กๆ
діти	เด็ก
діти	ลูกๆ
діти	เด็กๆ
діти	เด็ก
діти	ทารก
політичний	การเมือง
рослини	พืช
рослини	โรงงาน
рослини	ต้นไม้
рослини	พืช
фонд	รากฐาน
фонд	foundation
фонд	มูลนิธิ
фонд	กองทุน
поле	สนาม
поле	ฟิลด์
поле	สาขา
поле	ทุ่ง
поле	ช่อง
поле	เสา
поле	ขอบ
англійською	อังกฤษ
мову	ภาษา
фестиваль	เทศกาล
інший	อื่นๆ
незалежності	อิสรภาพ
незалежності	เอกราช
похований	ฝัง
місяців	เดือน
вікі	wiki
хвилин	นาที
районів	บริเวณ
районів	พื้นที่
брат	น้อง
січні	มกราคม
елементів	รายการ
канади	แคนาดา
відносно	สัมพันธ์
відносно	ญาติ
бази	รากฐาน
бази	foundation
бази	มูลนิธิ
знайти	หา
знайти	ค้นหา
озеро	ทะเลสาบ
книг	หนังสือ
австрії	ออสเตรีย
карл	คาร์ลอ
карл	คาร์ล
гітара	กีตาร์
гітара	กีต้าร์
німецький	เยอรมัน
скринька	box
скринька	กล่อง
скринька	ช่อง
скринька	บิน
скринька	ถาด
держав	อภิสิทธิ์
держав	อาณาจักร
сент	saintes
науковий	วิทยาศาสตร์
битва	ศึก
битва	รบ
битва	สงคราม
висоти	ไฮท์
болгарії	บัลแกเรีย
матч	แมตช์
жовтні	ตุลาคม
громада	ชุมชน
створити	นิว
створити	ใหม่
створити	สร้าง
створити	สร้าง
русі	เคลื่อนไหว
доларів	ดอลลาร์
процесу	กระบวนการ
музика	มิวสิค
музика	เพลง
музика	ดนตรี
фонду	กองทุน
вугілля	ถ่าน
вугілля	ถ่านหิน
жанр	แนว
жанр	ประเภท
храму	วิหาร
храму	วัด
вважають	พิจารณา
червні	จูน
червні	มิถุนายน
свято	holiday
свято	ฉลอง
колір	สี
колір	สีสัน
колір	สี
віце	รอง
проблем	ปัญหา
двічі	ดับเบิล
двічі	ดับเบิ้ล
ліга	สันนิบาต
ліга	ลีก
цілком	สมบูรณ์
внутрішній	ภายใน
внутрішній	ภายใน
внутрішній	inner
статистики	สถิติ
статистики	สถิติ
зброї	ปืน
студентів	นักเรียน
студентів	นักศึกษา
чим	อะไร
автомобілі	รถยนต์
автомобілі	รถ
автомобілі	พาหนะ
починається	เริ่ม
відразу	ทันที
сонця	ซุน
сонця	ซัน
сонця	พระอาทิตย์
ринку	ตลาด
академія	สถาบัน
академія	academy
академія	accademia
