honrado	ซื่อสัตย์
festival	เทศกาล
brasil	บราซิล
afeita	ใช้
afeita	เจ้า
afeita	คุณ
afeita	เธอ
tiran	ขว้าง
tiran	โยน
separar	แยก
arriscar	เสี่ยง
pito	เจี๊ยบ
pito	ไก่
pito	บุหรี่
censura	เซ็นเซอร์
crianzas	ลูกๆ
crianzas	เด็กๆ
crianzas	เด็ก
montes	ภูเขา
proveito	บาง
proveito	บ้าง
cualificación	คะแนน
insultar	ดูถูก
insultar	ดูถูก
liberal	เสรีนิยม
perdera	หลง
perdera	แพ้
perdera	เสีย
escuros	ลึก
escuros	deep
escuros	เข้ม
escuros	มืด
internacionais	international
internacionais	นานาชาติ
internacionais	สากล
socio	คู่หู
extrema	สุดขีด
esquecido	ลืม
escoitarme	ฟัง
escoitarme	ได้ยิน
escoitarme	ยิน
rabia	ออก
caros	แพงๆ
caros	แพง
católica	คาทอลิก
sacrificar	บวงสรวง
apropiado	จะ
carreta	phantom
carreta	ตะกร้า
carreta	เกวียน
deberá	ต้อง
buscaba	สำหรับ
buscaba	เพื่อ
suor	เหงื่อ
merca	ซื้อ
merca	เลี้ยง
atraso	ดึก
atraso	ช้า
atraso	สาย
recto	ตรง
saúda	กล่าว
saúda	พูด
saúda	สวัสดี
saúda	hello
caramba	มา
falabamos	เรื่อง
falabamos	ประมาณ
contarllo	บอก
contarllo	เขา
escríbeme	เขียน
dáma	มอบ
dáma	ให้
dicircho	บอก
dicircho	เจ้า
dicircho	คุณ
dicircho	เธอ
veo	มิติ
veo	ปกคลุม
chámao	โทร
chámao	เขา
parécelle	เจ้า
parécelle	คุณ
parécelle	เธอ
parécelle	หล่อน
parécelle	เธอ
parécelle	นาง
tea	เสื้อผ้า
tea	ผ้า
prefires	เจ้า
prefires	คุณ
prefires	เธอ
bicar	จูบ
bicar	kiss
sirvo	เสิร์ฟ
sirvo	เสริฟ
lotaría	ลอตเตอรี่
inspección	หอพัก
máximo	สูงสุด
cambiaches	เจ้า
cambiaches	คุณ
cambiaches	เธอ
cambiaches	เปลี่ยน
cambiaches	เปลี่ยนแปลง
cambiaches	เปลี่ยน
almorzar	เที่ยง
liscou	หล่อน
liscou	เธอ
liscou	นาง
liscou	ซ้าย
liscou	เหลือ
interesan	ดอกเบี้ย
interesan	สนใจ
interesan	สนใจ
peitos	ทรวงอก
peitos	หน้าอก
peitos	อก
baleiras	ว่างๆ
baleiras	ว่าง
sacalo	รับ
sacalo	ออก
sacalo	รับ
sacalo	เอา
vina	เห็น
retiro	เกษียณ
retiro	เกษียน
retiro	รับ
retiro	เอา
peles	ผิวหนัง
peles	ขน
cranio	กะโหลก
fique	ยืน
fique	stand
fique	ทน
destruíron	ทำลาย
conquista	ชัยชนะ
veteranos	สัตวแพทย์
valentía	กล้า
defende	สำหรับ
defende	เพื่อ
cecais	บางที
faiche	เจ้า
faiche	คุณ
faiche	เธอ
faiche	ทำให้
métete	มายด์
métete	จิต
métete	ใจ
métete	mind
métete	รังเกียจ
cheguemos	รับ
atoparei	หา
atoparei	ค้นหา
tesouro	สมบัติ
véxote	เห็น
véxote	ดู
véxote	เจ้า
véxote	คุณ
véxote	เธอ
destruído	ทำลาย
roubando	ขโมย
chamarme	โทร
delicioso	อร่อย
coñeciches	ทำ
coñeciches	เจ้า
coñeciches	คุณ
coñeciches	เธอ
coñeciches	พบ
coñeciches	เขา
pénsao	เรื่อง
pénsao	ประมาณ
pénsao	คิด
blue	น้ำเงิน
blue	สีน้ำเงิน
blue	บลู
andrews	จาก
perdóeme	อภัย
chalana	เรือ
pau	ติด
filliña	จดหมาย
filliña	ถึง
filliña	ที่รัก
filliña	สาว
sagrada	ศักดิ์สิทธิ์
sagrada	ศีล
sagrada	ศักดิ์สิทธิ์
mineral	แร่
mineral	แร่
andabas	เจ้า
andabas	คุณ
andabas	เธอ
andabas	ถูก
andabas	มี
cantaba	สิงห์
cantaba	ร้อง
cantaba	แซง
cantaba	ซัง
cantaba	ซาง
tróuxenche	เจ้า
tróuxenche	คุณ
tróuxenche	เธอ
tentaron	พยายาม
foches	ทำ
foches	เจ้า
foches	คุณ
foches	เธอ
anarquista	อนาธิปไตย
escribo	เขียน
revolucionarios	ปฏิวัติ
fodidos	กำลัง
fodidos	คือ
dámo	มอบ
dámo	ให้
mátao	สังหาร
mátao	ฆ่า
mátao	เขา
ianqui	อเมริกัน
claude	คลอด
ping	ping
ping	ผิง
fodendo	ด้วย
fodendo	กับ
barricada	กั้น
téñote	มี
téñote	โดน
profes	ครู
desexaba	ต้องการ
solucionar	แก้
solucionar	ไข
doenzas	โรค
hormona	ฮอร์โมน
jazz	แจ๊ซ
jazz	แจ๊ส
tocamos	เล่น
bendición	พร
bendición	อวยพร
finanzas	ไฟแนนซ์
má	แย่
má	ร้าย
má	bad
má	เลว
hans	ฮันส์
gráfica	แผนภูมิ
gráfica	ชาร์ต
gráfica	ภูมิ
gráfica	กราฟ
estudamos	เรียน
estudamos	ศึกษา
sabia	ฉลาด
ministerio	กระทรวง
ministerio	สำนักงาน
ministerio	ออฟฟิศ
ollade	มอง
ollade	ดู
pensaría	คิด
existía	มี
seguise	ยัง
seguise	รับ
seguise	เอา
vendía	ขาย
decatámonos	ตระหนัก
poemas	กลอน
sos	ลำพัง
collelo	รับ
collelo	เอา
collede	รับ
collede	เอา
coñecedes	รู้
coñecedes	ทราบ
coñecedes	ดอน
coñecedes	don
táboa	ตาราง
táboa	โต๊ะ
táboa	แตก
táboa	พัง
táboa	หัก
errada	ธรรม
errada	ผิด
madrugada	เช้า
madrugada	morning
baratos	ถูกๆ
aparellos	อุปกรณ์
corporal	body
corporal	ร่าง
corporal	กาย
corporal	ร่างกาย
fainos	ทำให้
posicións	จุดยืน
posicións	ตำแหน่ง
aplicar	สมัคร
positiva	บวก
sufrín	ทรมาน
sufrín	ประสบ
seriamente	จริงจัง
pides	เจ้า
pides	คุณ
pides	เธอ
ecuación	สมการ
axudas	ช่วย
típica	ทั่วไป
deixara	ซ้าย
deixara	เหลือ
rematan	จบ
rematan	end
rematan	ยุติ
amarelos	เหลือง
racial	แข่ง
sinxelos	ง่าย
sinxelos	ง่ายๆ
nixeria	ไนจีเรีย
deberan	ควร
refiro	อะไร
africana	แอฟริกา
sábese	ใดๆ
fragmentos	เศษ
atrapar	จับ
electrónica	อิเล็กทรอนิกส์
eficacia	ประสิทธิภาพ
debuxar	วาด
desesperada	ลูก
desesperada	บุตร
desesperada	ลูกชาย
balea	วาฬ
balea	ปลาวาฬ
tráxico	สลด
biolóxico	ชีวภาพ
abren	เปิด
caribe	แคริบเบียน
texas	เทกซัส
texas	เท็กซัส
pedazos	ชิ้น
bases	ฐาน
bici	จักรยาน
admito	ยอมรับ
foxe	ห่าง
minte	โกหก
hail	ลูกเห็บ
ventos	ลม
atopen	หา
atopen	ค้นหา
cambialo	เปลี่ยนแปลง
cambialo	เปลี่ยน
fundación	รากฐาน
fundación	foundation
fundación	มูลนิธิ
construir	สร้าง
construir	ตึก
construir	อาคาร
traballaban	ทำงาน
tiveran	มี
ainda	ยัง
usala	ใช้
medran	เติบโต
medran	ปลูก
cadela	หมา
cadela	หมาก
cadela	สุนัข
encantaríame	ชอบ
encantaríame	รัก
virtude	คุณธรรม
cursos	หลักสูตร
cursos	คอร์ส
cursos	สัมมนา
lembrades	จดจำ
lembrades	เจ้า
lembrades	คุณ
lembrades	เธอ
dick	ดิ๊ก
dick	ดิ๊ค
herbas	หญ้า
herbas	สมุนไพร
golpear	strike
computadora	คอม
computadora	คอมพิวเตอร์
contactar	ติดต่อ
preocúpame	กังวล
preocúpame	ห่วง
arquitecto	สถาปนิก
comparar	เทียบ
manexar	รับมือ
manexar	จัดการ
española	สเปน
computadores	คอมพิวเตอร์
durmía	นอน
durmía	หลับ
bacteria	แบคทีเรีย
élle	แคร์
élle	สน
élle	สนใจ
élle	หล่อน
élle	เธอ
élle	นาง
élle	ดอน
élle	don
entren	รับ
parentes	ญาติๆ
parentes	ญาติ
empezaron	เริ่ม
estadio	สนาม
estadio	สังเวียน
ocuparme	รับ
ocuparme	เอา
ocuparme	แคร์
ocuparme	สน
ocuparme	สนใจ
atópanse	กำลัง
atópanse	คือ
obstáculos	อุปสรรค
sinxelamente	เพียง
sinxelamente	แค่
sabiades	ทำ
sabiades	รู้
sabiades	ทราบ
sabiades	เจ้า
sabiades	คุณ
sabiades	เธอ
hamburguesa	แฮมเบอร์เกอร์
razas	เรน
razas	ฝน
pulmón	ปอด
cambiará	พิน
cambiará	จะ
cambiará	วิล
cambiará	เปลี่ยนแปลง
cambiará	เปลี่ยน
catástrofe	หายนะ
catástrofe	เซียน
voluntario	อาสา
pódesme	สามารถ
pódesme	สา
pódesme	เจ้า
pódesme	คุณ
pódesme	เธอ
estarías	เจ้า
estarías	คุณ
estarías	เธอ
ombro	ไหล่
sentenza	ประโยค
superar	จบ
superar	โอเวอร์
superar	เหนือ
convén	สำหรับ
convén	เพื่อ
construímos	สร้าง
cambiamos	เปลี่ยน
cambiamos	เปลี่ยนแปลง
cambiamos	เปลี่ยน
entendedes	เจ้า
entendedes	คุณ
entendedes	เธอ
terminou	จบ
terminou	โอเวอร์
terminou	เหนือ
alimenta	seed
alimenta	เมล็ด
feixóns	ถั่ว
barras	บาร์
barras	แท่ง
barras	กิโล
concordo	ยินยอม
vales	หุบเขา
imaxinaba	คิด
naturais	natural
naturais	ธรรมชาติ
valioso	คุณค่า
caendo	ลง
caendo	ดาวน์
lavadora	ล้าง
lavadora	เครื่องจักร
lavadora	แมชชีน
lavadora	เครื่อง
leña	วูด
leña	ไม้
deixará	เจ้า
deixará	คุณ
deixará	เธอ
deixará	ทิ้ง
comezos	ต้น
xeada	ฟรอสท์
cráteres	ระเบิด
crearon	มี
crearon	สร้าง
gobernamental	ราชการ
gobernamental	รัฐบาล
matemática	คณิตศาสตร์
matemática	คณิตศาสตร์
rematara	จบ
rematara	โอเวอร์
rematara	เหนือ
saíches	ออก
saíches	เจ้า
saíches	คุณ
saíches	เธอ
saíches	ทำ
paquetes	แพ็ค
produciu	ผลิต
sudáfrica	south
sudáfrica	ใต้
sudáfrica	แอฟริกา
quererías	ชอบ
quererías	เหมือน
quererías	แบบ
quererías	ถูกใจ
quererías	ไลค์
quererías	อย่าง
quererías	จะ
quererías	เจ้า
quererías	คุณ
quererías	เธอ
quererías	ต้องการ
quererías	อยาก
teñades	เจ้า
teñades	คุณ
teñades	เธอ
teñades	มี
vistas	ดู
protagonista	ตัวเอก
vicio	รอง
esqueceu	ลืม
esqueceu	ลืม
intentas	ลอง
intentas	เจ้า
intentas	คุณ
intentas	เธอ
intentas	พยายาม
dáche	เจ้า
dáche	คุณ
dáche	เธอ
gordos	อ้วน
gordos	อ้วนๆ
televisor	โทรทัศน์
televisor	ทีวี
seguiron	ตาม
firmes	ใส่ใจ
firmes	สนใจ
misterioso	ลึกลับ
quendas	กะ
conseguen	รับ
conseguen	สามารถ
conseguen	สา
descobre	ออก
levaría	จะ
levaría	รับ
levaría	เอา
ataca	โจมตี
miserable	ทุกข์
miserable	นาถ
apuntar	point
apuntar	ชี้
apuntar	จุด
apuntar	ประเด็น
apuntar	เล็ง
soviética	โซเวียต
esmagar	บดขยี้
esmagar	ขยี้
ofreceu	เสนอ
parlamento	รัฐสภา
espellos	กระจก
rota	แตก
rota	แตกหัก
rota	พัง
rota	ชำรุด
rota	สลาย
rota	หัก
caixeiro	แคชเชียร์
caixeiro	เครื่องจักร
caixeiro	แมชชีน
caixeiro	เครื่อง
nacido	เกิด
custos	ต้นทุน
custos	ต้นทุน
vehículos	พาหนะ
metín	วาง
metín	ใส่
trouxeches	เจ้า
trouxeches	คุณ
trouxeches	เธอ
trouxeches	ทำ
trouxeches	นำ
soña	ฝัน
soña	ฝัน
taberna	บาร์
taberna	แถบ
vapor	เดอะ
vapor	steam
mátame	สังหาร
mátame	ฆ่า
amarga	ขื่นขม
amarga	ขม
amarga	ขมขื่น
localizacións	ตำแหน่งที่ตั้ง
ditadura	เผด็จการ
baker	baker
tolear	บ้า
tolear	เพี้ยน
tolear	วิกลจริต
encanto	เสน่ห์
porcallada	เหม็น
imaxine	จินตนาการ
louco	บ้า
louco	เพี้ยน
louco	โมโห
louco	mad
louco	โกรธ
gravata	มัด
gravata	ไทด์
probe	ลอง
cuspir	คาย
cuspir	คาย
volvese	กลับ
volvese	มา
planear	แพ็คเกจ
planear	วางแผน
planear	แผน
olle	มอง
olle	ดู
xogas	เล่น
perdo	แพ้
perdo	เสีย
regresou	กลับ
mate	สังหาร
mate	ฆ่า
beiras	ธนาคาร
beiras	แบงค์
mudanzas	เปลี่ยนแปลง
fartos	พอ
fartos	ด้วย
fartos	กับ
berro	ร้องไห้
berro	ตะโกน
desorde	เลอะเทอะ
desorde	ยุ่งเหยิง
comerciante	พ่อค้า
perfume	น้ำหอม
direicho	บอก
direicho	เจ้า
direicho	คุณ
direicho	เธอ
roxa	แดง
roxa	เรด
faríao	จะ
saiamos	รับ
saiamos	ออก
castrón	ลูก
castrón	บุตร
castrón	ลูกชาย
castrón	ปืน
tócache	เลี้ยว
tócache	หัน
tócache	พลิก
tócache	เปิด
arranxalo	แก้
arranxalo	แก้ไข
arranxalo	ซ่อม
arranxalo	รับ
dicídelle	บอก
dicídelle	เขา
protesta	ประท้วง
bandeiras	ธงชาติ
bandeiras	flags
bandeiras	ธง
caralludo	สวย
mami	แม่
lémbraste	จดจำ
lémbraste	เจ้า
lémbraste	คุณ
lémbraste	เธอ
cómoda	สะดวก
cómoda	สบาย
cómoda	สบายใจ
cartuchos	ตลับ
cartuchos	ยุทธภัณฑ์
balón	ลูกบอล
balón	บอล
tomaches	เจ้า
tomaches	คุณ
tomaches	เธอ
voltamos	กลับ
dispararlle	ยิง
dispararlle	ถ่าย
revólver	ปืน
mato	สังหาร
mato	ฆ่า
baleiros	ว่างๆ
baleiros	ว่าง
patrullas	รถยนต์
patrullas	รถ
colliches	เจ้า
colliches	คุณ
colliches	เธอ
sid	ซิด
insulto	ดูถูก
enxeñeiro	วิศวกร
subiu	มี
subiu	โดน
díganos	บอก
discursos	สุนทรพจน์
séntate	นั่ง
séntate	ลง
séntate	ดาวน์
puideses	เจ้า
puideses	คุณ
puideses	เธอ
puideses	สามารถ
arrestar	จับกุม
confirmar	ยืนยัน
bañeira	อ่างอาบน้ำ
bañeira	อ่างอาบน้ำ
bañeira	อาบ
quizá	บางที
quizá	บางที
coñecerte	เจ้า
coñecerte	คุณ
coñecerte	เธอ
coñecerte	พบ
chegarás	เจ้า
chegarás	คุณ
chegarás	เธอ
chegarás	พิน
chegarás	จะ
chegarás	วิล
dormes	นอน
dormes	หลับ
dormes	เจ้า
dormes	คุณ
dormes	เธอ
ruliña	ชอบ
ruliña	รัก
ruliña	พิราบ
pó	ฝุ่น
envíe	จดหมาย
gravadora	เทป
citas	คำคม
dourado	golden
dourado	โกลเด้น
dourado	ทองคำ
telegrama	โทรเลข
remataches	เจ้า
remataches	คุณ
remataches	เธอ
mova	เลื่อน
mova	ขยับ
mova	ย้าย
cruce	ข้าม
heiche	เจ้า
heiche	คุณ
heiche	เธอ
prometeu	ทรง
troco	เปลี่ยนแปลง
troco	เปลี่ยน
guindar	ขว้าง
guindar	โยน
lar	บ้าน
lar	home
lar	บาน
derrubar	ลง
derrubar	ดาวน์
quixer	ต้องการ
quixer	อยาก
mula	ล่อ
cadaquén	แต่ละ
banal	สามัญ
banal	ธรรมดา
bombardear	ระเบิด
preguntarche	ถาม
preguntarche	สอบถาม
preguntarche	เจ้า
preguntarche	คุณ
preguntarche	เธอ
guitarra	กีตาร์
guitarra	กีต้าร์
sela	อาน
americanas	อเมริกัน
americanas	อเมริกัน
foguete	จรวด
serpentes	งู
enganado	ธรรม
enganado	ผิด
dong	ดง
dong	ดอง
gatiño	kitty
phu	ภู
empezas	เจ้า
empezas	คุณ
empezas	เธอ
empezas	เริ่ม
agulla	เข็ม
esgotado	ออก
acento	สำเนียง
bólas	ลูกบอล
fición	นิยาย
fición	นวนิยาย
narigudo	บิ๊ก
narigudo	ใหญ่
narigudo	big
narigudo	จมูก
crego	นักบวช
yolande	yolande
yang	ยาง
yang	หยาง
yang	แหยง
yang	แยง
etienne	etienne
horda	กองพล
tate	เทท
tate	เทต
tate	เท็ท
tate	เท็ต
cálache	เดอะ
cálache	fuck
centros	ศูนย์
veterinario	สัตวแพทย์
veterinario	สัตวแพทย์
abandonada	ร้าง
relevante	เกี่ยวข้อง
sinalar	point
sinalar	ชี้
sinalar	จุด
sinalar	ประเด็น
sinalar	ออก
curación	รักษา
vídeos	วีดีโอ
vídeos	วิดีโอ
sentirme	รู้สึก
incómoda	อึดอัด
vides	เจ้า
vides	คุณ
vides	เธอ
vides	มา
inventou	คิดค้น
rápidos	รวดเร็ว
rápidos	เร็ว
rápidos	ด่วน
rápidos	fast
rápidos	ไว
barata	ถูกๆ
xudicial	กฎหมาย
xudicial	ตุลาการ
garantir	รับรอง
manual	คู่มือ
violenta	รุนแรง
agradezo	ซาบซึ้ง
fórmula	นมผง
fórmula	สูตร
máxima	สูงสุด
complexa	ปม
complexa	complex
rol	บทบาท
calquer	ใดๆ
incluír	รวม
versións	เวอร์ชัน
versións	เวอร์ชั่น
versións	เล่น
investigacións	ค้นคว้า
investigacións	วิจัย
usalo	ใช้
aparello	อุปกรณ์
invisible	ล่องหน
abstracto	นามธรรม
intervención	แทรกแซง
sintas	เจ้า
sintas	คุณ
sintas	เธอ
sintas	รู้สึก
incremento	เพิ่ม
saneamento	สุขาภิบาล
climática	เปลี่ยนแปลง
climática	เปลี่ยน
discusións	อภิปราย
fixeramos	ทำ
fixeramos	จบ
pásao	นี้
pásao	นี่
pásao	ดิส
coidando	การพา
coidando	แคร์
coidando	สน
coidando	สนใจ
coidando	after
coidando	หลัง
dependen	กำลัง
dependen	คือ
preguntamos	ถาม
preguntamos	สอบถาม
preguntamos	ถาม
efectiva	ประสิทธิ์
efectiva	ประสิทธิผล
pediulle	ถาม
fontes	แหล่ง
desfacerse	รับ
afeitos	ใช้
realista	สมจริง
tuberculose	วัณโรค
equipamento	อุปกรณ์
enviamos	ส่ง
utilizando	แค่
camiñaba	เดิน
vólvense	รับ
legais	กฎหมาย
sans	สุขภาพ
investimento	ลงทุน
chineses	จีน
ancho	wide
ancho	กว้าง
prisioneira	นักโทษ
prisioneira	เชลย
facebook	facebook
miran	มอง
miran	ดู
acababa	แค่
achegouse	จบ
achegouse	โอเวอร์
achegouse	เหนือ
hall	ฮอล
hall	ฮอลล์
tocaba	เล่น
louza	จาน
láser	เลเซอร์
pechan	ปิด
pechan	ใกล้
puxemos	วาง
puxemos	ใส่
escolar	โรงเรียน
usada	ใช้
bay	อ่าว
fuxindo	ห่าง
repugnante	ขยะแขยง
tivestes	เจ้า
tivestes	คุณ
tivestes	เธอ
suxerir	แนะนำ
sabémolo	รู้
sabémolo	ทราบ
sabémolo	นั้น
sabémolo	ที่
sabémolo	ว่า
sabémolo	นั่น
adiviñar	เดา
etapa	ขั้น
etapa	stage
etapa	เวที
etapa	เมื่อไร
etapa	เมื่อ
etapa	ตอน
alimento	อาหาร
vivirá	สด
impide	จาก
aceptas	เจ้า
aceptas	คุณ
aceptas	เธอ
aceptas	รับ
aceptas	เอา
presentimento	รู้สึก
presentimento	feeling
bailando	เต้นรำ
bailando	เต้น
suficientemente	พอ
abandonado	ร้าง
oculto	ซ่อน
incómodo	อึดอัด
incómodo	อึดอัด
rituais	พิธีกรรม
dicíalle	เขา
atopeino	พบ
atopeino	เจอ
atopeino	เขา
xeografía	ภูมิศาสตร์
praga	ปราก
praga	ปราง
factores	ปัจจัย
deportes	สปอร์ต
deportes	กีฬา
sucios	สกปรก
amosando	เดอะ
sorrindo	ยิ้ม
violentos	รุนแรง
conduzo	ไดรฟ์
conduzo	ไดร์ฟ
aceptalo	ยอมรับ
relixiosa	ศาสนา
reparar	ซ่อม
reparar	ซ่อมแซม
meniños	ลูกๆ
meniños	เด็กๆ
meniños	เด็ก
ocorrería	จะ
arrefriado	หนาว
arrefriado	เย็น
arrefriado	เย็นๆ
podíamos	สามารถ
comezaremos	เริ่ม
morría	ตาย
intercambio	แลก
cambie	เปลี่ยนแปลง
cambie	เปลี่ยน
marfil	งาช้าง
marfil	ชายฝั่ง
marfil	ฝั่ง
bando	ด้าน
bando	ไซด์
bando	ข้าง
documentación	เอกสาร
resistente	ดื้อยา
importe	ธุรกิจ
importe	กิจการ
galletas	คุกกี้
