darwin	darwin
tulosten	výsledkov
tulosten	vysledky
tulosten	výsledky
tulosten	výstupy
korvat	uši
korvat	ušami
korvat	uší
lämpöä	tepla
lämpöä	teplo
lämpöä	horúčavy
lämpöä	teplo
ulkopuolinen	externý
ulkopuolinen	vonkajšie
ulkopuolinen	vonkajší
ulkopuolinen	externé
ulkopuolinen	vonkajšia
ulkopuolinen	outsider
keskikokoinen	stredne
keskikokoinen	stredný
keskikokoinen	stredná
keskikokoinen	stredné
keskikokoinen	médium
tulipalo	oheň
tulipalo	horí
tulipalo	požiar
miekan	meč
jelena	jelena
teemoja	motívy
teemoja	témy
estetty	zakázať
estetty	zakázaná
estetty	zakázané
estetty	zakázaný
estetty	zablokovaný
estetty	blokované
estetty	zablokované
sid	sid
mayer	mayer
osallistuminen	účasť
osallistuminen	zapojenie
osallistuminen	zapojenia
osallistuminen	angažovanosť
osallistuminen	účasti
osallistuminen	účasť
isoisä	dedko
isoisä	dedka
isoisä	dedo
isoisä	dedko
isoisä	dedo
rannikkoa	pobrežie
einstein	einstein
solujen	buniek
solujen	bunky
solujen	bunkovej
lopullisen	konečné
lopullisen	definitívne
lopullisen	definitívneho
jet	jet
ralli	zraz
ralli	rally
ralf	ralf
myynnin	predaje
myynnin	predaja
myynnin	tržby
myynnin	predaj
joni	joni
kennedyn	kennedyho
kennedyn	kennedy
verkkoon	mriežky
verkkoon	sieť
saattueita	konvoje
kirjaimellisesti	doslova
kirjaimellisesti	doslovne
kirjaimellisesti	doslovný
iss	iss
ehdokkuutta	kandidatúru
crawford	crawford
egyptiin	egypt
egyptiin	egypte
egyptiin	egypta
kristinusko	kresťanstvo
yksilöiden	jedincov
yksilöiden	jednotlivci
yksilöiden	jedinci
yksilöiden	jedince
yksilöiden	jednotlivcov
yksilöiden	exempláre
yksilöiden	exemplárov
työntekijät	zamestnanci
työntekijät	zamestnancov
työntekijät	robotníci
työntekijät	pracovníci
työntekijät	pracovníkov
työntekijät	pracujúcich
aktiivisia	aktívneho
aktiivisia	aktívne
aktiivisia	aktívni
aktiivisia	aktívny
aktiivisia	aktívna
castro	castro
kuljettajan	vodič
kuljettajan	vodiča
kuljettajan	šoféra
kuljettajan	ovládač
kuljettajan	šofér
järjestöt	združenia
järjestöt	asociácie
järjestöt	združení
järjestöt	organizácií
järjestöt	organizácie
järjestöt	organizácie
sekaisin	zmätené
sekaisin	zmätení
sekaisin	zmätený
saariston	súostrovie
aukio	štvorcový
aukio	námestie
aukio	štvorec
aukio	square
aukio	štvorcových
sevillan	seville
monroe	monroe
kannattajia	priaznivcov
pidemmälle	ďalej
pidemmälle	ďalšie
väkivaltaa	násilia
väkivaltaa	násilie
pérez	pérez
laajempaa	širších
laajempaa	širšie
laajempaa	širší
laajempaa	širšieho
laajempaa	širšie
laajempaa	širší
sauna	sauna
legenda	legendu
legenda	vysvetlivky
legenda	legendy
legenda	legenda
tapahtumaan	podujatie
tapahtumaan	udalosť
tapahtumaan	event
tapahtumaan	udalosti
sullivan	sullivan
muuallakin	inde
toimintoja	funkčnosti
toimintoja	funkčnosť
cannesin	cannes
isot	velke
isot	velka
isot	veľký
isot	big
isot	veľké
isot	veľká
sánchez	sánchez
sánchez	sanchez
riitti	obrad
puhemies	prezidentka
puhemies	prezident
puhemies	predseda
puhemies	prezidenta
puhemies	rečníka
puhemies	rečník
puhemies	hovorca
richards	richards
edwin	edwin
kahvila	jedáleň
kahvila	jedálni
kahvila	kaviareň
kahvila	cafe
kahvila	kaviarne
kahvila	café
kahvila	kaviareň
kahvila	café
aamu	ranná
aamu	ráno
aamu	rano
tina	tin
tina	cínu
tina	tina
viestinnän	oznámenia
viestinnän	komunikácia
viestinnän	komunikačné
viestinnän	komunikácie
aviomies	manžela
aviomies	manžel
liittoutuneet	allied
liittoutuneet	spojencami
liittoutuneet	spojencov
liittoutuneet	spojenci
hallinnut	dominoval
rajoja	hranice
rajoja	hranice
indianapolis	indianapolis
kristittyjä	kresťania
kristittyjä	kresťanov
hävittäjät	stíhačky
hävittäjät	bojovníci
hävittäjät	bojovníkov
hävittäjät	torpédoborce
kiviä	kamene
kiviä	kamene
kiviä	skaly
kenen	ktorého
kenen	čí
kenen	čie
kenen	koho
kenen	ktorých
sukellusveneen	ponorku
sukellusveneen	ponorka
markkinat	trhov
markkinat	trhy
markkinat	trhová
markkinat	trh
markkinat	market
markkinat	trhu
washingtonissa	washingtonu
washingtonissa	washington
ajat	krát
ajat	časy
ajat	times
korvattu	nahradený
korvattu	nahradené
korvattu	nahradená
korvattu	nahradený
korvattu	nahradené
korvattu	nahradený
korvattu	nahradená
korvattu	vymenené
korvattu	nahradené
alpha	alpha
alpha	alfa
eagle	orol
valentin	valentin
suu	huba
suu	papule
suu	ústa
elisa	eliza
elisa	elisa
yksinään	samé
yksinään	sama
yksinään	samostatne
yksinään	sami
yksinään	sám
yksinään	samostatne
yksinään	jednotlivo
psykologian	psycho
psykologian	psychológia
psykologian	psychológie
sabbath	sabbath
lindgren	lindgren
puhdas	čistá
puhdas	čisto
puhdas	čistý
puhdas	čisté
puhdas	čistá
puhdas	čistý
puhdas	vyčistiť
puhdas	čisté
milanon	milan
milanon	miláno
kansalainen	občan
kansalainen	občana
amsterdamin	amsterdam
amsterdamin	amsterdamu
fis	fis
uhrien	obetí
uhrien	obete
maku	chut
maku	chuť
maku	chuti
maku	chuť
maku	príchuť
maku	chuť
maku	aróma
maku	príchuť
fia	fia
ssp	ssp
suojella	ochrana
suojella	chráňte
suojella	chrániť
suojella	chráň
suojella	ochrániť
kuoron	zboru
kuoron	zbore
kuoron	zbor
vuoret	hory
vuoret	pohoria
vuoret	horách
vuoret	hôr
vuoret	vrchy
sedan	sedan
katherine	katherine
turvallisuuden	ochranka
turvallisuuden	bezpečnosti
turvallisuuden	bezpečnosť
turvallisuuden	zabezpečenie
ajatukset	myšlienok
ajatukset	myšlienkami
ajatukset	myšlienky
demokratian	demokraciu
demokratian	demokracia
dem	dem
kerros	vrstvu
kerros	vrstva
kerros	podlaha
kerros	poschodie
kerros	podlahové
ohjus	strela
ohjus	raketa
villi	wild
villi	divé
villi	divá
villi	divoký
villi	voľne
luxemburgin	luxembursko
fair	spravodlivý
fair	fér
fair	spravodlivé
fair	veľtrh
wallace	wallace
olento	stvorenie
olento	tvor
orlando	orlanda
lokakuu	októbra
lokakuu	október
lokakuu	október
suuntaus	trend
suuntaus	tendencia
suuntaus	orientácia
suuntaus	orientácie
jensen	jensen
hirviö	beštia
hirviö	šelmy
hirviö	zviera
hirviö	príšera
hirviö	monštrum
hirviö	netvor
hirviö	obluda
vallitsee	vládne
aurora	aurora
espanjaa	španielske
espanjaa	španielsky
espanjaa	španielčina
espanjaa	španielska
epäselvä	nejednoznačné
epäselvä	nejasná
epäselvä	nejasný
epäselvä	nejasné
epäselvä	rozmazané
case	case
case	prípade
case	pripad
case	prípad
case	kufrík
luettelot	katalógy
luettelot	zoznamov
luettelot	zoznamy
luodaan	vytváranie
luodaan	vytvára
luodaan	vytvorenie
maradona	maradona
kalaa	ryby
kalaa	ryba
kalaa	fish
kalaa	rybka
kalaa	rybky
malin	malin
malin	mali
historiallista	historický
historiallista	historické
historiallista	historická
historiallista	historický
historiallista	historicky
historiallista	historické
historiallista	historická
heinäkuu	júl
heinäkuu	júla
vuorten	hory
vuorten	pohoria
vuorten	horách
vuorten	hôr
vuorten	vrchy
platon	plato
ajoitettu	plánované
ajoitettu	naplánovaný
ajoitettu	plánovaný
ajoitettu	naplánované
ajoitettu	plánovaná
suojata	chráňte
suojata	chrániť
suojata	chráň
suojata	ochrániť
paolo	paolo
kiinnostuneita	zaujíma
kiinnostuneita	zaujem
kiinnostuneita	záujem
muotoilu	formátovanie
muotoilu	dizajn
muotoilu	navrhovanie
muotoilu	konštrukcia
muotoilu	design
muotoilu	navrhnúť
muotoilu	formovanie
muotoilu	tvarovanie
puolustajat	obhajcov
sudanin	sudán
sudanin	sudánu
sudanin	sudánskej
mitat	dimenzie
mitat	rozmery
mitat	rozmer
mitat	rozmery
mitat	dimenzia
irene	irene
lääkkeiden	lieky
todellisuuden	skutočnosť
todellisuuden	realita
todellisuuden	realitu
todellisuuden	reality
erotettu	rozdelili
erotettu	oddelený
erotettu	oddelená
erotettu	oddelené
erotettu	vylúčený
erotettu	padáka
erotettu	vyhodil
erotettu	vyhodený
hevosvoimaa	koní
prosessin	proces
prosessin	spracovať
prosessin	spracovávať
valikoima	výber
kirjoittaminen	písanie
kirjoittaminen	písať
keltaiset	žlté
keltaiset	žltý
keltaiset	žltá
uskoivat	uverili
uskoivat	uveril
uskoivat	verili
uskoivat	veril
uskoivat	verila
dylan	dylan
luominen	tvorba
luominen	stvorenie
luominen	vytváranie
luominen	vytvorenie
luominen	vytváranie
luominen	vytvára
luominen	vytvorenie
vaihdella	meniť
vaihdella	líšiť
arsenal	arsenal
seikkailu	dobrodružstvo
palmer	palmer
käymään	navštívte
käymään	návšteva
käymään	návštevy
käymään	navštíviť
käymään	návštevu
bafta	bafta
linkkiä	spojiť
linkkiä	spojenie
linkkiä	súvislosť
linkkiä	odkaz
linkkiä	link
linkkiä	prepojiť
joachim	joachim
gloria	gloria
asp	asp
silmä	oka
silmä	eye
silmä	oku
silmä	okom
silmä	oko
kane	kane
karibian	karibiku
kokemus	skúsenosť
kokemus	prax
kokemus	skúsenosti
kokemus	zažiť
kokemus	zážitok
katto	strop
katto	streche
katto	strechy
katto	strecha
katto	strešné
katto	strechu
huomattavaa	pozoruhodný
huomattavaa	pozoruhodné
haltija	strážca
haltija	držiteľa
haltija	držiteľ
haltija	držiak
kerttu	marienka
kommune	kommune
kirjaimet	písmená
kirjaimet	listy
kirjaimet	písmen
petter	petter
kysymyksen	otázka
kysymyksen	otazka
kysymyksen	otázku
maila	bat
maila	netopier
madison	madison
maastossa	terénu
maastossa	teréne
maastossa	terén
riippumaton	nezávislých
riippumaton	nezávislý
riippumaton	nezávislá
riippumaton	nezávislé
asemat	pozície
asemat	polohy
asemat	pozícií
asemat	stanovištia
asemat	staníc
asemat	stanice
taiteilijoita	umelcov
taiteilijoita	umelci
pysähtyi	zastavená
pysähtyi	prestalo
pysähtyi	zastavené
pysähtyi	zastavený
nalle	macko
nalle	medvedí
nalle	bear
nalle	medveď
nalle	medvedík
irma	irma
laukaisu	štart
laukaisu	spustenie
laukaisu	spustiť
kenian	keňa
kenian	keni
valvoo	dohliadať
valvoo	monitoruje
valvoo	monitory
wim	wim
immonen	immonen
vastuu	zodpovednosť
vastuu	ručenie
vastuu	záväzok
vastuu	pasíva
vastuu	zodpovednosť
vastuu	zodpovednosti
vastuu	povinnosti
vastuu	zodpovednosť
varaa	kniha
varaa	knižku
varaa	rezervovať
varaa	knihu
varaa	rezerva
varaa	rezervovať
varaa	rezervy
varaa	rezerve
lane	lane
lane	pruh
vaunun	vozík
vaunun	vozíka
vaunun	vozíku
vaunun	vagón
vaunun	vozňa
vaunun	vozeň
vaunun	voz
tiettyjen	isté
tiettyjen	istí
tiettyjen	určitých
tiettyjen	určité
googlen	google
kulutus	spotreba
kulutus	konzumácia
kulutus	spotrebu
kulutus	spotreby
ski	lyžovať
ski	lyžovanie
ski	lyžiarske
nilsson	nilsson
turvallisuus	ochranka
turvallisuus	bezpečnosti
turvallisuus	bezpečnosť
turvallisuus	zabezpečenie
turvallisuus	bezpečie
turvallisuus	bezpečnosť
turvallisuus	bezpečnosti
ihme	zázrak
ihme	divu
alba	alba
sega	sega
jimi	jimi
turbo	turbo
lasku	pokles
lasku	odmietnuť
lasku	zamietnuť
lasku	billa
lasku	bill
lasku	pokles
lasku	zníženie
lasku	znižovať
lasku	znížiť
lasku	pristátia
lasku	pristáť
lasku	pristátie
lasku	faktúry
lasku	faktúra
natura	natura
arabia	arábia
arabia	arabčina
arabia	arabsky
arabia	arabské
lou	lou
bach	bacha
bach	bach
kalastusta	rybársky
kalastusta	rybolov
kalastusta	rybolovu
kalastusta	rybárske
lorenzo	lorenzo
värejä	farieb
värejä	farbivá
värejä	farby
värejä	farby
europa	europa
alexandra	alexandra
ketju	reťaz
ketju	reťazec
ketju	reťaze
ketju	reťazca
rikki	pokazená
rikki	zlomený
rikki	zlomená
rikki	zlomené
rikki	síry
rikki	síra
rikki	rozbila
rikki	zlomil
rikki	zlomilo
rikki	síry
rikki	síra
vaihtoehtoisesti	alternatívne
vaihtoehtoisesti	voliteľne
brooks	brooks
thor	thor
ranger	ranger
tiedemies	vedca
tiedemies	vedec
afc	afc
morrison	morrison
vartalo	telesná
vartalo	tele
vartalo	orgán
vartalo	telo
vartalo	trup
vartalo	trupu
topi	toby
isäntä	hosť
isäntä	hostiteľskej
isäntä	hostiteľa
isäntä	host
isäntä	hostiteľ
isäntä	majster
isäntä	master
suostuu	súhlasí
laajuus	pôsobnosť
laajuus	rozsah
laajuus	pôsobnosti
laajuus	miery
rainer	rainer
lama	recesia
lama	recesie
lama	lama
lama	depresie
lama	depresia
lama	depresiu
piirteet	ukazovatele
piirteet	vlastnosti
piirteet	charakteristika
piirteet	charakteristiky
piirteet	funkcie
piirteet	vlastnosti
piirteet	charakteristiky
piirteet	prvky
damon	damon
sokrates	sokrates
ilmainen	voľné
ilmainen	slobodný
ilmainen	volne
ilmainen	free
ilmainen	voľný
kapinallisten	rebel
fanien	fans
fanien	ventilátory
fanien	fanúšikov
fanien	fanúšikovia
kirjailijoita	autori
kirjailijoita	spisovatelia
kirjailijoita	spisovateľov
palkkaa	najať
palkkaa	prenájom
palkkaa	zamestnať
palkkaa	nájom
säätää	prispôsobiť
säätää	upraviť
säätää	upravuje
hiili	uhoľné
hiili	uhlie
hiili	uhlie
hiili	uhlíka
hiili	uhlík
vastuuta	zodpovednosť
vastuuta	zodpovednosti
vastuuta	povinnosti
vastuuta	zodpovednosť
kööpenhaminassa	kodani
kööpenhaminassa	kodaň
viite	rozhodca
viite	referenčné
viite	referencia
viite	referencie
huumeiden	liek
huumeiden	droga
huumeiden	drogu
huumeiden	drog
vankien	zajatcov
vankien	väzňami
vankien	väzňov
vankien	väzni
mao	mao
saavutettu	dosiahnutý
saavutettu	dosiahnutá
saavutettu	dosiahnuté
saavutettu	dosiahol
saavutettu	dosiahli
saavutettu	splnená
saavutettu	dosiahnuté
saavutettu	splnený
saavutettu	dosiahnutý
saavutettu	dosiahnutá
saavutettu	dosiahlo
saavutettu	dosiahnuté
saavutettu	dosiahli
funk	funk
vaihteisto	prevodovka
ska	ska
hevoset	koňom
hevoset	kone
hevoset	koní
sävellykset	kompozícií
sävellykset	zloženia
läpimurto	zlom
läpimurto	prielom
myönnetään	poskytnuté
myönnetään	udelené
myönnetään	poskytnutá
myönnetään	udelená
liga	liga
piireissä	kruhy
piireissä	kruhoch
aston	aston
tuotettu	vyrobené
tuotettu	vyrobená
tuotettu	vyrobený
tuotettu	vyprodukované
tuotettu	vytvárané
tuotettu	generované
dokumentin	dokument
pysyvän	státie
pysyvän	stáť
pysyvän	stála
pysyvän	stáleho
pistää	sting
pelko	strachu
pelko	strach
horn	roh
horn	trúba
ilmoitus	oznam
ilmoitus	oznámenie
ilmoitus	oznam
ilmoitus	oznámenie
ilmoitus	oznámenia
ilmoitus	oznamovanie
ilmoitus	upozornenie
ilmoitus	oznámenie
ilmoitus	deklaráciu
ilmoitus	deklarácia
ilmoitus	vyhlásenie
ilmoitus	prehlásenie
sankarit	hrdinov
sankarit	hrdinovia
notre	notre
erin	erin
tarinoiden	príbehy
tarinoiden	príspevky
tarinoiden	príbehov
päivien	dní
päivien	dňoch
päivien	dni
päivien	days
yksityisen	súkromný
yksityisen	vojak
yksityisen	súkromná
yksityisen	súkromné
lucy	lucy
piiritys	obliehanie
sophie	sophie
sophie	sophia
uno	uno
akselin	nápravu
akselin	nápravy
akselin	náprava
akselin	osi
akselin	os
venezuelan	venezuelskej
venezuelan	venezuela
omistajat	majiteľov
omistajat	vlastníci
omistajat	vlastníkov
omistajat	majitelia
donner	donner
keskeyttää	pozastaviť
keskeyttää	prerušenie
keskeyttää	prerušiť
keskeyttää	prerušenia
keskeyttää	preruší
hiljaa	potichu
erilliset	oddelený
erilliset	samostatné
erilliset	oddelené
erilliset	samostatný
erilliset	samostatná
kirjeitä	písmená
kirjeitä	listy
kirjeitä	písmen
tulevaisuuteen	budúca
tulevaisuuteen	budúcnosti
tulevaisuuteen	budúcnosť
tulevaisuuteen	budúce
mitata	opatrenie
mitata	zmerať
ohjauksen	riadenie
ohjauksen	riadiaci
kesäkuu	júni
kesäkuu	jún
kesäkuu	júna
davies	davies
kunnia	cest
kunnia	česť
kunnia	cťou
kunnia	poctený
kunnia	pocta
kunnia	cest
kunnia	česť
kunnia	sláva
kunnia	slávu
konrad	konrad
vaikuttava	pôsobivé
vaikuttava	pôsobivý
ansaitsi	zaslúžila
ansaitsi	zaslúžil
ansaitsi	zarobené
ansaitsi	zarobil
lucius	lucius
työllistää	zamestnávať
työllistää	zamestnávajú
työllistää	zamestnať
työllistää	zamestnáva
burton	burton
atlantis	atlantis
osuu	zasiahne
osuu	hity
osuu	hit
osuu	zasiahli
osuu	úder
osuu	udrieť
osuu	udrel
linjat	čiary
linjat	riadkov
linjat	linky
linjat	riadky
linjat	trate
ramsay	ramsay
vastapäätä	opačne
vastapäätä	oproti
vastapäätä	opak
vastapäätä	opačné
lainasi	požičal
lainasi	požičala
lainasi	požičané
jeanne	jeanne
veri	krvi
veri	krv
veri	krvou
kitaran	gitaru
kitaran	gitare
kitaran	gitara
luna	luna
spartan	spartan
esineet	objekty
esineet	objektov
esineet	predmety
rannan	pláže
rannan	pláž
rannan	pláži
rannan	beach
nimitetty	vymenovaní
nimitetty	vymenovaný
nimitetty	vymenovaná
nimitetty	menovaný
nikita	nikita
tehtaat	továrne
tehtaat	mills
tehtaat	mlyny
duncan	duncan
hollannissa	holland
gerhard	gerhard
harva	málokto
harva	málo
harva	pár
harva	mála
kilon	kilo
kaappasi	unesené
felipe	felipe
jokia	rieky
jokia	riek
suunnitteilla	plánované
suunnitteilla	plánuje
suunnitteilla	plánovaný
suunnitteilla	naplánovaná
suunnitteilla	plánovaná
rajattu	limited
rajattu	obmedzený
rajattu	limitované
rajattu	obmedzené
rajattu	limitovaná
rajattu	obmedzená
rajattu	vymedzená
rajattu	obmedzený
rajattu	obmedzená
rajattu	obmedzené
rajattu	vymedzených
rajattu	vymedzená
rajattu	vymedzené
rajattu	vymedzenú
citroën	citroën
julkaistut	publikované
julkaistut	zverejnená
julkaistut	zverejnené
julkaistut	uverejnené
matkustaja	cestujúcich
matkustaja	pasažier
matkustaja	osobná
matkustaja	cestujúci
matkustaja	cestovateľ
matkustaja	cestovateľ
romanttinen	romantický
romanttinen	romantické
romanttinen	romantická
romanttinen	romantik
romanttinen	romantika
tulevaisuus	budúca
tulevaisuus	budúcnosti
tulevaisuus	budúcnosť
tulevaisuus	budúce
hautausmaan	cintorín
madridissa	madrid
pyyntö	požiadať
pyyntö	žiadosť
pyyntö	požiadavka
pyyntö	prosba
pyyntö	vyžiadať
rinta	hruď
rinta	hrudníka
rinta	hrudník
rinta	hrude
rinta	prsníkov
rinta	prsníka
rinta	prsia
balkanin	balkán
balkanin	balkánu
balkanin	balkán
balkanin	balkánu
spider	pavúk
spider	pavúka
spider	spider
näkökulma	perspektíva
näkökulma	perspektívy
näkökulma	hľadiska
riippuvainen	závislé
riippuvainen	závislých
riippuvainen	závislá
riippuvainen	závislí
riippuvainen	závislý
riippuvainen	závislých
riippuvainen	závislá
sieni	huby
sieni	huba
sieni	hubka
sieni	huba
sieni	huby
suuruus	velkost
alkoholia	lieh
alkoholia	alkoholu
alkoholia	alkohol
alkoholia	alkoholom
syvyys	hĺbka
syvyys	hĺbku
syvyys	hĺbky
wwf	wwf
leirin	tábora
leirin	camp
leirin	tábor
konsertteja	koncertov
konsertteja	koncerty
valtiomies	štátnik
omega	omega
työkaluja	pomôcky
työkaluja	náradia
työkaluja	nástroje
työkaluja	náradie
työkaluja	nástrojov
kuuli	počula
kuuli	počuli
kuuli	počul
näkymä	výhľad
näkymä	zobraziť
näkymä	pohľad
näkymä	zobrazenie
liikkeeseen	obehu
liikkeeseen	obeh
liikkeeseen	vydávanie
liikkeeseen	vydanie
liikkeeseen	emisia
sotia	vojen
sotia	wars
sotia	vojny
kilpailivat	súťažili
simpson	simpson
heinz	heinz
vaihtoehtoja	alternatívy
vaihtoehtoja	moznosti
vaihtoehtoja	voľby
vaihtoehtoja	opcie
vaihtoehtoja	možnosti
ylimääräinen	nadmerné
ylimääräinen	prebytok
ylimääräinen	nadbytok
ylimääräinen	naviac
ylimääräinen	navyše
ylimääräinen	extra
mahdoton	nemožné
mahdoton	nemožný
willie	willie
lohikäärme	draka
lohikäärme	dračí
lohikäärme	drak
kalojen	ryby
audi	audi
katja	katja
videoita	videá
verrata	porovnávať
verrata	porovnať
verrata	porovnaj
verrata	porovnanie
menossa	ideme
menossa	ide
menossa	ideš
oltu	bola
oltu	bol
ajax	ajax
shakespearen	shakespeare
tilojen	podiely
tilojen	hospodárstva
tilojen	držba
rannikko	pobrežie
rannikko	pobrežný
rannikko	pobrežných
rannikko	pobrežie
rannikko	pobrežné
rannikko	pobrežná
rannikko	pobrežie
kysyy	pýtať
kysyy	žiada
kysyy	pýta
teiden	ciest
teiden	cesty
itsenäisyyttä	nezávislosť
kansalaisia	občanov
kansalaisia	občania
ladata	nahrať
ladata	nahrávať
ladata	nahrávanie
ladata	stiahnutie
ladata	stiahnuť
ladata	sťahovanie
