категория	categoria
карты	correspondències
карты	maps
карты	mapes
два	dos
два	dues
всех	tots
всех	totes
всех	tothom
раз	once
там	hi
там	allà
территории	territoris
второй	segon
второй	segona
очень	molt
главы	capítols
карта	mapa
карта	targeta
площадь	plaça
площадь	quadrat
площадь	plaça
площадь	àmbit
площадь	àrea
всё	everything
всё	tot
даже	inclús
затем	aleshores
затем	llavors
группы	grup
группы	grups
размер	mida
имеет	té
страны	país
страны	països
ему	ell
индекс	index
индекс	índex
улица	carrer
население	demografia
население	població
работы	treball
имена	noms
вместе	junts
упоминание	mencionant
упоминание	menció
здесь	aquí
здесь	aqui
здесь	ací
истории	històries
истории	relats
истории	història
которая	qual
александр	alexandre
александр	alexandre
александр	alexander
армии	exèrcits
армии	batallons
армии	exèrcit
деление	divisió
деление	subdivisió
деление	fissió
кроме	excepte
игроки	jugadors
другие	altres
другие	altres
история	història
история	història
совета	consell
фильм	film
рождения	naixement
пункты	elements
пункты	apartats
пункты	paràgrafs
времени	temps
времени	time
участник	membre
участник	participant
страница	pàgina
участие	implicació
участие	participació
википедии	viquipèdia
три	valldoreix
три	tres
человека	humà
человека	humans
автор	autor
республики	república
внутреннее	intern
внутреннее	interna
эти	aquestes
эти	aquests
статей	articles
случае	cas
центр	centra
центр	center
центр	centre
центр	centre
округ	comtat
округ	ókrug
округ	districte
жизни	vida
жизни	life
жизни	vides
генерал	general
родился	nascut
родился	born
союза	union
союза	unió
кто	qui
кто	who
связи	enllaços
связи	vinculacions
связи	comunicacions
день	jornada
день	dia
именно	exactament
период	període
община	comunitat
индексы	índexs
округа	districtes
округа	comarques
франции	frança
группа	grup
имя	nom
имя	denominació
игры	jocs
цифровой	digital
санкт	sankt
идентификатор	identificador
ширина	amplada
просто	només
регион	regió
тогда	aleshores
тогда	llavors
конце	final
отечественной	patriòtica
вот	aquí
вот	aqui
вот	ací
работал	treballat
работал	treballats
церкви	església
клуб	club
ввп	pib
больше	més
федерации	federació
федерации	federacions
изображения	imatges
изображения	imatge
советский	soviètic
советский	soviètica
степени	graus
степени	grau
изображение	imatge
награды	honors
награды	recompenses
награды	premia
награды	premis
ранее	anteriorment
ранее	prèviament
ранее	antigament
википедия	viquipèdia
перед	abans
германии	alemany
германии	alemanya
владимир	vladimír
владимир	vladímir
владимир	vladimir
москва	moscou
системы	sistemes
стороны	costats
стороны	parts
совет	consell
академии	academy
академии	academia
академии	acadèmia
две	dos
две	dues
николай	nicolai
николай	nikolai
николай	nicholas
николай	nicolau
николай	nikolai
некоторые	alguns
некоторые	algunes
менее	menys
роль	rol
дом	domicili
дом	llar
дом	dom
дом	casa
значимость	transcendència
значимость	significació
значимость	rellevància
высоты	alçàries
высоты	altures
высоты	alçades
русский	rus
член	membre
член	penis
член	dick
орден	orde
орден	ordre
сын	fill
пока	adéu
общины	comunitats
общины	comunitat
число	número
число	nombre
эта	això
эта	aquesta
эта	aquest
нужно	necessitat
большой	grans
количество	número
количество	nombre
количество	quantitat
являются	són
институт	institut
институт	institució
компании	companyia
компании	empresa
компании	empreses
компании	companyies
церковь	església
советского	soviètic
советского	soviètica
проект	projecte
проект	esborrany
много	lots
много	moltes
много	molts
сельский	rurals
сельский	rústic
вопрос	pregunta
новый	nova
новый	nou
новый	noves
образование	educació
момент	moment
фильмы	films
часто	freqüentment
часто	sovint
часто	freqüent
часто	freqüents
почти	gairebé
партии	parts
глава	capítol
настоящее	presents
настоящее	present
стали	acer
европы	europe
европы	europa
организации	organització
организации	organitzacions
сейчас	ara
империи	imperis
империи	imperi
река	riu
участников	expositors
участников	participants
альбом	àlbum
одна	sola
одна	one
станции	estació
станции	estacions
станции	emissores
людей	gent
людей	persones
возможно	potser
возможно	possible
возможно	possibles
возможно	possiblement
возможно	probablement
сергей	serguei
окончил	graduat
иван	ivan
иван	iván
пояс	cinturó
команды	ordres
команды	equips
шаблон	patró
шаблон	plantilla
ссылки	referències
ссылки	enllaços
многие	moltes
многие	molts
жизнь	vida
жизнь	life
серии	sèries
серии	sèrie
участники	participants
участники	assiduïtat
участники	membres
начал	començat
начал	iniciat
культуры	cultures
часовой	sentinella
часовой	sentinel
проекта	projecte
команда	tripulació
команда	esquadra
команда	ordre
команда	comandament
команда	equip
достаточно	prou
достаточно	suficient
краткое	breu
краткое	concisa
другой	altres
источники	fonts
данные	dades
война	guerra
школы	escoles
школы	escola
герой	heroi
иванович	ivànovitx
михаил	mikhaïl
михаил	michael
михаил	mihail
текст	text
первая	primer
первая	primera
первая	primers
песни	cançons
песни	songs
которое	qual
женщин	dones
участником	participant
книги	llibres
полностью	plenament
полностью	totalment
полностью	completament
полностью	totalment
жителей	residents
честь	homenatjats
честь	honorat
честь	honrat
честь	honor
звание	rang
решение	decisió
решение	solució
чемпионат	campionats
чемпионат	campionat
чемпионат	championship
деятельность	activitats
деятельность	activitat
еще	més
данных	dades
назначен	assignat
назначен	nomenats
плотность	densitat
берегу	shore
россия	rússia
ничего	res
села	sat
названия	títols
названия	noms
занимает	ocupa
сан	san
права	drets
король	king
король	rei
края	vores
края	arestes
края	vora
края	edge
обычно	habitualment
обычно	normalment
обычно	típicament
обычно	normalment
умер	morí
умер	morts
умер	dead
власти	autoritats
службы	serveis
службы	servei
система	system
система	sistema
университет	universitat
слова	paraules
флаг	bandera
версии	versió
версии	versions
различных	diferent
различных	diferents
различных	divers
различных	diversa
отец	pare
общества	societat
общества	societats
обсуждение	debat
обсуждение	discussió
рода	rhoda
многих	moltes
многих	molts
войска	efectius
войска	tropes
войска	tropa
детей	fills
детей	infants
детей	nens
источник	font
вскоре	aviat
члены	membres
должность	posició
обсуждения	discussions
обсуждения	debats
обсуждения	debat
обсуждения	discussió
действия	acció
действия	accions
действия	activitat
дивизии	divisions
участника	participant
участвовал	participat
музей	museum
музей	museu
ряд	fila
ряд	filera
душу	ànima
дома	domicili
дома	llar
дома	habitatges
дома	casas
дома	cases
некоторых	alguns
некоторых	algunes
почему	perqué
школа	escola
чел	home
чел	man
рсфср	rsfsr
медаль	medalla
земли	terres
земли	land
режиссёр	director
режиссёр	directora
режиссёр	realitzador
режиссёр	cineasta
правила	regles
правила	normes
правила	reglaments
полка	prestatge
полка	prestatgeria
полка	regiment
линии	línia
линии	línies
места	ubicacions
места	localitzacions
места	llocs
места	seients
места	assentaments
существует	existeix
категории	categoria
категории	categories
ссылка	vinculació
ссылка	enllaç
ссылка	referència
компания	companyia
компания	empresa
используется	emprat
используется	utilitzat
используется	utilitzats
используется	usat
тысяч	mil
начало	inici
начало	comença
начало	començant
начало	inicis
италии	itàlia
италии	italià
положение	situació
положение	posició
мужчин	mascles
мужчин	homes
северной	nord
северной	northern
острова	illes
острова	illa
дело	cas
полк	regiment
теперь	ara
станция	estació
профессор	catedràtic
профессор	professor
особенно	particularment
особенно	sobretot
особенно	especialment
американский	american
американский	americà
право	llei
впоследствии	posteriorment
великобритании	britànic
великобритании	british
великобритании	britànica
чемпион	champ
чемпион	campió
чемпион	campiona
чемпион	champion
шаблоны	plantilles
шаблоны	pautes
шаблоны	patrons
оно	ono
правило	regla
андрей	andrej
андрей	andrei
роли	rol
роли	raleigh
роли	rols
сезон	temporada
люди	humans
люди	gent
люди	persones
управление	control
управление	gestió
управление	governança
сделать	make
длина	longitud
хорошо	bones
хорошо	bona
тип	tipus
кладбище	cementiri
средняя	mitjà
театр	theater
театр	teatre
театр	teatre
художник	pintor
художник	artista
российская	rus
одно	one
алексей	aleksei
алексей	aleksei
алексей	alexis
возможность	possibilitat
какой	quins
какой	quina
какой	quin
какой	què
создания	creació
премия	premium
премия	premi
премия	premi
премия	adjudicació
премия	guardó
выпускники	alumni
выпускники	llicenciats
выпускники	titulats
сср	ssr
новые	nova
новые	nou
новые	noves
основные	main
основные	principals
основные	principal
основные	bàsic
основные	bàsics
основные	bàsiques
основные	basic
всегда	sempre
известные	conegut
южной	sud
метров	metres
метров	metres
практически	gairebé
практически	virtualment
практически	pràcticament
президент	president
четыре	four
четыре	quatre
информация	info
информация	informació
большая	grans
большинство	majoria
кино	kino
кино	film
кино	cinema
номер	número
номер	nombre
деревни	viles
силы	força
силы	forces
внимание	atenció
внимание	focus
государства	estats
примерно	aproximadament
примерно	aproximadament
александра	alexandra
писатель	escriptor
движения	moviments
движения	trànsit
движения	tràfic
роман	roman
роман	romà
дней	dies
новых	nova
новых	nou
новых	noves
клубы	clubs
клубы	trèvols
джон	john
джон	joan
джон	jon
граф	comte
граф	gràfica
процент	percentatge
провинции	províncies
новая	nova
новая	nou
новая	noves
известен	conegut
мини	mini
памятник	monument
сил	forces
каждый	tothom
каждый	cadascú
каждый	cadascuna
каждый	cadascun
потом	aleshores
потом	llavors
герб	herb
герб	emblema
счёт	compte
счёт	puntuació
книга	llibre
отношения	relacions
отношения	relacions
отношения	relació
доктор	metge
доктор	doctor
использовать	usa
использовать	utilització
использовать	ús
стран	països
происходит	passant
заголовок	titular
заголовок	capçalera
заголовок	títol
лучший	millor
восточной	oriental
видов	espècies
видов	espècie
удалось	gestionades
удалось	gestionat
западной	western
всем	tots
всем	totes
всем	tothom
здание	edifici
здание	edificació
слово	paraula
дочь	filla
фон	antecedents
фон	fons
последний	darrer
последний	últim
последний	última
последний	darrera
правил	regles
правил	normes
точки	punts
точки	punts
мария	maría
мария	mary
мария	maria
коммуна	comuna
партия	party
партия	partit
партия	festa
партия	lot
страницы	pàgines
страницы	pàgina
спасибо	gràcies
включает	inclou
актёр	actor
включая	inclòs
дмитрий	dmitri
дмитрий	dmitri
дмитрий	dimitri
правительства	governs
председатель	president
председатель	cadira
моря	seas
моря	mar
страна	país
николаевич	nikolàievitx
вариант	variant
вариант	opció
одновременно	simultània
одновременно	simultàniament
дороги	camins
имел	havien
русские	rus
русские	russos
александрович	alexandrovich
виктор	viktor
виктор	víctor
виктор	victor
мир	món
мир	world
мир	pau
мир	mir
работа	treball
работа	feina
работа	treball
работа	treballant
японии	japó
японии	japan
японии	japonès
серия	sèries
серия	sèrie
серия	episodi
песня	cançó
песня	song
василий	basili
василий	basil
василий	alfàbrega
василий	vassili
вопросы	qüestions
вопросы	preguntes
испании	espanya
завод	planta
завод	fàbrica
штат	estat
проблемы	reptes
проблемы	impugnacions
проблемы	problema
проблемы	problemes
проблемы	qüestions
юрий	iuri
юрий	iuri
улицы	carrers
найти	troba
найти	trobi
найти	trobeu
вклад	input
вклад	aportació
вклад	aportació
вклад	aportacions
вклад	contribucions
развитие	desenvolupament
лиги	lliga
научно	científicament
директор	director
директор	directora
директор	realitzador
командир	comandant
друг	amistat
друг	amic
заслуженный	homenatjats
заслуженный	honorat
заслуженный	honrat
рок	roca
рок	rock
пор	erp
футболист	futbolista
мой	mina
отличие	diferència
журнал	revista
журнал	journal
журнал	diari
журнал	bitàcola
министр	ministre
значение	significat
значение	valor
комитета	comitè
производства	producció
премьер	prime
премьер	premier
сначала	primer
сначала	primera
сначала	primers
действительно	efectivament
действительно	veritablement
действительно	realment
игра	partida
игра	joc
решения	decisions
решения	solucions
строительство	edifici
строительство	edificació
строительство	construcció
пункт	paràgraf
мать	mare
старший	elder
старший	sènior
конечно	segur
здания	edificacions
здания	edificis
тренер	preparador
тренер	formador
тренер	coach
тренер	autocar
тренер	entrenador
поле	àmbit
поле	camp
значения	desambiguació
значения	valors
пути	maneres
пути	camins
женщины	femelles
женщины	femení
женщины	femella
женщины	dones
майор	major
провинция	província
программы	programes
программы	programes
храм	temple
исследования	estudis
исследования	recerca
исследования	investigació
какие	quins
какие	quina
какие	quin
какие	què
обороны	defensa
обороны	defensa
мнение	opinió
мнение	dictamen
мнение	dictàmens
сообщения	comunicacions
сообщения	missatges
раздел	secció
раздел	partició
матч	coincidència
востоке	est
быстро	ràpid
быстро	ràpidament
удаление	supressió
удаление	eliminació
удаление	esborra
влияние	impacte
влияние	influència
епископ	bisbe
епископ	alfil
следующий	pròxima
следующий	següent
следующий	propera
следующий	next
максимальная	màxim
англии	anglaterra
капитан	capità
никто	ningú
работает	obres
довольно	guapa
ленина	lenin
интернет	internet
руководитель	supervisor
руководитель	manava
руководитель	líder
армия	exèrcit
степень	grau
лейтенант	tinent
науки	ciència
науки	ciències
версия	versió
школе	escola
думаю	pensant
думаю	endevina
думаю	endevinar
полковник	coronel
воды	aigua
совместно	conjuntament
титул	títol
васильевич	vassílievitx
сражения	batalles
князь	príncep
князь	prince
стадион	estadi
стадион	stadium
деревне	poble
деревне	aldea
кубок	copa
кубок	tassa
кубок	cup
пять	five
пять	cinc
движение	trànsit
движение	tràfic
движение	moviment
выпуск	sortida
теории	teories
святой	saint
союз	union
союз	unió
союз	soiuz
удалено	esborrat
удалено	eliminat
удалено	retirats
удалено	eliminat
ван	van
ван	furgoneta
ван	wang
удалить	elimina
удалить	esborra
остров	illa
прав	drets
операции	operacions
операции	transaccions
французский	francès
издание	publicació
необходимо	necessàries
результаты	resultats
говорит	parla
павел	paul
павел	pavlò
павел	paweł
павел	pàvel
павел	pavel
пётр	peter
пётр	pere
пётр	piotr
золотой	golden
золотой	or
золотой	gold
последние	darrer
последние	últim
последние	última
последние	darrera
последние	recents
последние	recent
известный	conegut
известный	famós
известный	famosos
известный	renom
михайлович	mikhailovich
флота	flota
использование	ús
использование	utilitzant
использование	usant
использование	usa
использование	utilització
использование	ús
далее	pròxima
далее	següent
далее	propera
далее	next
немецкий	alemany
империя	imperi
совершенно	completament
совершенно	totalment
очередь	cua
очередь	torn
записи	rècords
записи	registres
мог	podria
термин	termini
вторая	segon
вторая	segona
использования	ús
дети	nens
дети	fills
дети	infants
дети	nens
дети	nadons
издательство	editorial
издательство	edició
издательство	publicant
действий	acció
карьера	carrera
карьера	carreres
карьера	curses
франция	frança
композитор	compositor
должности	posicions
должности	publicacions
семьи	famílies
семьи	família
семьи	familia
военный	militars
военный	militar
английский	anglès
числа	nombres
числа	números
создание	crear
создание	crea
создание	creació
создание	creant
азии	asiàtics
азии	àsia
петербург	petersburg
актриса	actriu
писать	escrivint
писать	escriptura
корпус	corpus
относительно	relativament
членов	membres
позиции	posicions
речь	discurs
евгений	ievgueni
евгений	ievgueni
евгений	eugeni
жена	esposa
борис	boris
борис	borís
альбомы	àlbums
вики	wiki
вики	vickie
вики	vicky
вики	vicki
центральной	centrals
центральной	central
правительство	govern
знак	signe
знак	signa
знак	signar
энциклопедия	enciclopèdia
поэт	poeta
революции	revolució
революции	revolucions
спб	spb
заместитель	adjunt
парк	park
парк	parc
уровня	nivell
мало	malo
возможности	possibilitats
возможности	oportunitats
ран	ferides
фамилия	cognoms
фамилия	cognom
третий	tercera
третий	tercer
формы	formularis
формы	formes
формы	formes
избран	elegits
избран	electes
оставить	excedència
начальник	supervisor
начальник	alcaid
соответственно	correlativament
министерства	ministeris
брат	bro
брат	bhai
брат	germà
могу	can
цвета	colors
цвета	color
цвета	colors
цвета	color
победы	victòries
победы	victòria
единицы	dependències
единицы	unitats
единицы	unitat
интервью	entrevista
интервью	entrevistes
путь	camí
новое	nova
новое	nou
новое	noves
бывший	antiga
книг	llibres
шоу	shaw
шоу	mostra
шоу	espectacle
республика	república
участок	trama
темп	tempo
медали	medalles
фильмов	films
служил	servit
служил	servits
организация	organització
красного	roig
красного	vermell
красного	red
события	esdeveniments
события	desenvolupaments
никогда	mai
изменения	modificacions
изменения	canvis
изменения	canvia
изменения	canvi
перевод	traducció
производство	fabricació
производство	producció
производство	fabricació
прежде	abans
играл	jugat
играл	tocava
море	mar
расстояние	distància
век	parpelles
век	segle
сети	xarxes
сети	xarxa
епархии	diòcesi
гитара	guitarra
гражданство	nacionalitat
гражданство	ciutadania
считаю	comptant
вице	vici
вице	vice
показана	mostrat
стиль	estil
административно	administrativament
назад	esquena
военных	militars
военных	militar
америки	amèrica
границы	fronteres
границы	fronteres
границы	frontera
границы	vores
границы	vora
учился	estudiat
городов	ciutats
процесс	procés
удалена	esborrat
удалена	eliminat
удалена	retirats
удалена	eliminat
скорость	velocitat
скорость	velocitat
звания	files
звания	escalafó
суда	naus
суда	vaixells
похоронен	enterrat
похоронен	enterrats
музыка	música
православной	ortodox
текста	text
факультет	facultat
основан	fundat
основан	fundada
политики	política
политики	polítics
пик	ullada
пик	pic
создан	creades
создан	creats
создан	creat
любой	ningú
любой	qualsevol
память	memòria
национальная	national
национальная	nacional
пост	publicació
карл	karl
карл	carl
край	vora
край	edge
тела	cos
тела	cossos
общество	societat
явно	clarament
активно	activament
лично	personalment
польши	polonès
польши	polònia
вероятно	probablement
вероятно	probable
часов	hores
виды	espècies
виды	espècie
первоначально	inicialment
первоначально	originàriament
первоначально	originalment
исследований	estudis
исследований	recerca
исследований	investigació
жил	vivia
жил	viscut
начиная	començant
номинации	candidatura
пожалуйста	sisplau
петрович	petrovich
международный	internacional
международный	international
международный	internacionals
называется	cridat
происхождения	origen
происхождения	orígens
сами	sami
министра	ministre
минимальная	mínim
минимальная	mínima
минимальная	mínims
памяти	memòria
нарушение	incompliment
нарушение	infracció
куда	on
сделал	fetes
сделал	feta
анатолий	anatoli
профиль	perfil
пример	exemple
администрации	administracions
средний	mitjà
президиума	presidium
мастер	assistent
мастер	mestre
факты	fets
промышленности	indústria
уровень	nivells
уровень	nivell
русская	rus
бассейн	conca
бассейн	piscina
игрок	reproductor
игрок	jugador
писатели	escriptores
писатели	escriptors
лауреат	laureada
игорь	ígor
игорь	igor
оба	ambdós
оба	ambdues
значительно	considerablement
значительно	significativament
украина	ucraïna
материалы	contingut
материалы	material
материалы	materials
материалы	matèries
контракт	contracte
приток	afluent
приток	afluència
объектов	objectes
сегодня	avui
солдат	soldat
солдат	soldats
линия	línia
официально	formalment
официально	oficialment
программа	programa
программа	programa
советская	soviètic
советская	soviètica
территория	territori
власть	potència
власть	poder
славы	fama
славы	fame
анна	anne
анна	anna
команд	ordres
разные	diferent
разные	diferents
умершие	causant
умершие	difunts
умершие	defuncions
сборник	compendi
месяцев	mesos
растений	planta
слева	esquerra
слева	esquerre
языки	llengües
языки	idiomes
раза	raza
содержит	conté
озеро	llac
комиссии	comissions
комиссии	comissió
дорога	carretera
дорога	road
монастырь	monestir
монастырь	convent
принято	pres
принято	acceptada
принято	acceptats
принято	acceptat
принято	adoptats
принято	adoptat
газеты	periòdic
газеты	periódico
газеты	diari
газеты	periòdics
газеты	diaris
переулок	carril
переулок	carreró
написано	escrit
немного	lleugerament
начали	començat
начали	iniciat
форме	forma
форме	forma
форме	formulari
точно	exactament
скончался	causant
скончался	difunts
широко	àmpliament
чемпионы	champions
чемпионы	campions
чемпионы	champs
упоминается	mencions
упоминается	esmenta
собор	catedral
карьеры	carrera
карьеры	carreres
карьеры	curses
константин	constantin
константин	constantí
константин	konstantín
суд	cort
суд	tribunal
основных	major
основных	main
основных	principals
основных	principal
морской	marine
морской	marítim
германия	alemanya
восток	vostok
восток	est
помощь	assistència
помощь	auxili
помощь	ajuda
помощь	ajut
постоянно	ininterrompudament
постоянно	constantment
постоянно	constant
постоянно	constants
постоянно	permanentment
позиция	posició
позиция	actitud
стороне	side
стороне	costat
передачи	transmissió
передачи	transferències
передачи	trasllats
зависимости	dependència
зависимости	dependències
дебютировал	debutat
закон	llei
сми	mitjans
радио	ràdio
радио	radio
кантон	cantó
иностранных	exteriors
ответ	resposta
ответ	respon
ответ	ans
цвет	color
цвет	color
списки	llistes
систем	sistemes
комитет	comitè
комплекс	complexes
комплекс	complex
наличие	disponibilitat
футболисты	futbolistes
функции	funció
функции	funcions
функции	funcionalitats
функции	característiques
состояние	estat
состояние	condició
означает	mitjans
общая	comunes
общая	comú
общая	comuns
муниципалитет	municipi
представителей	representants
модели	models
модели	model
меньше	menys
климат	clima
минут	minuts
животных	animals
сен	sen
сен	sena
сен	seine
сен	saint
создать	crear
создать	crea
красный	roig
красный	vermell
красный	red
конец	final
действие	acció
правки	edicions
турнир	torneig
проблема	problema
мужчины	mascles
мужчины	homes
матери	mares
слов	paraules
бой	batalla
бой	combat
бой	lluita
написать	escriu
внутри	inside
внутри	endins
внутри	dins
победу	victòria
инкубатор	incubadora
роберт	robert
департамент	departament
отсутствие	absència
отсутствие	manca
отсутствие	falta
австралии	austràlia
император	emperador
статистика	estadística
статистика	estadístiques
статистика	anàlisis
киев	kíev
предложение	proposta
предложение	frase
предложение	suggeriment
предложение	oferta
представители	representants
дела	casos
равно	iguals
модель	model
мэр	alcalde
получить	aconsegueix
получить	aconseguir
второе	segon
второе	segona
смог	boirum
преимущественно	majoritàriament
преимущественно	predominantment
предлагаю	ofrena
книгу	llibre
культура	cultura
забил	anotat
забил	marcó
фото	foto
фото	fotos
округе	comtat
индии	indi
индии	índia
золотая	golden
золотая	or
золотая	gold
точка	dot
точка	punt
районы	districtes
районы	zones
районы	àrees
районы	àmbits
йорк	york
иметь	tinguin
газета	periòdic
газета	periódico
газета	diari
силу	força
артист	artista
семья	família
семья	familia
озера	llacs
северная	nord
северная	northern
крупных	grans
народов	pobles
сообщение	missatge
связь	comunicació
связь	comunicacions
связь	connexió
связь	telecomunicacions
изначально	inicialment
изначально	originàriament
изначально	originalment
родилась	nascut
родилась	born
хутор	khútor
принять	take
принять	acceptar
принять	accepta
лица	cares
словарь	vocabulari
словарь	diccionari
крупные	grans
художники	pintors
художники	artistes
дочери	filles
мост	pont
мост	bridge
большие	grans
страниц	pàgines
оао	jsc
историк	historiador
проблем	problemes
сообщества	comunitats
сообщества	comunitat
бригады	brigades
бригады	brigada
бразилии	brasil
бразилии	brasiler
групп	grups
отдельных	discret
отдельных	individu
отдельных	individuals
отдельных	individual
частей	parts
жители	habitants
жители	residents
тема	temàtica
тема	tema
тема	temàtica
тема	tema
тема	assignatura
тема	subjecte
тема	subjectes
жан	jean
петра	petra
замок	bloqueig
замок	bloqueja
замок	castell
замок	château
пусть	let
китт	kitt
мин	ming
мин	mines
мин	min
италия	itàlia
согласен	acordats
согласен	acordat
согласен	pactat
согласен	acorden
согласен	convenen
корабль	nau
военные	militars
военные	militar
понимаю	entendre
видео	vídeo
видео	video
видео	vídeos
ссылку	vinculació
ссылку	enllaç
теория	teoria
георгий	giorgi
георгий	george
сказать	say
волость	parròquia
теме	temàtica
теме	tema
секретарь	registrador
секретарь	recepcionista
секретарь	secretària
секретарь	secretari
операция	funcionament
операция	operació
операция	cirurgia
художников	artistes
ситуация	situació
создана	creades
создана	creats
создана	creat
горы	muntanyes
горы	mont
горы	muntanya
выиграл	guanyat
считать	comte
считать	comptant
государство	estat
ситуации	situacions
отставке	retirat
отставке	jubilats
отставке	jubilat
вес	pes
олег	oleg
олег	oleh
другое	altres
форма	forma
форма	forma
форма	formulari
форма	uniforme
метро	metro
метро	metro
масса	missa
масса	massa
биография	biografies
биография	bio
биография	biografia
объекта	objecte
марк	marc
марк	marca
марк	mark
наука	ciència
наука	ciències
музыкальные	musical
темы	temes
темы	temes
звезды	estels
звезды	estrelles
неоднократно	repetidament
построен	construït
построен	construit
построен	edificat
построен	construïts
друга	amistat
друга	amic
страницу	pàgina
герои	heroes
герои	herois
герцог	duke
герцог	duc
герцог	herzog
смысл	significat
сент	sainte
сент	saint
крайне	extremadament
ассоциации	associacions
ассоциации	associació
ассоциации	association
доктора	doctors
доктора	metges
внутренних	interior
конференции	conferència
конференции	conferències
елена	helena
елена	elena
елена	ielena
елена	jelena
украинский	ucraïnès
особенности	peculiaritats
особенности	funcionalitats
особенности	característiques
рост	creixement
рост	alçada
рост	alçària
рост	altura
непосредственно	directament
аэропорт	aeroport
публикации	publicacions
отношение	actitud
отношение	actituds
австрии	austríac
австрии	àustria
греции	grècia
соревнования	concursos
соревнования	competicions
соревнования	competició
соревнования	competència
руководство	gestió
руководство	orientació
руководство	manual
руководство	lideratge
руководство	guia
бассейна	conca
характер	caràcter
характер	personatge
характер	natura
характер	naturalesa
исключительно	excepcionalment
исключительно	exclusivament
официальная	official
островов	illes
лиц	particulars
полное	plens
полное	ple
полное	plena
музыканты	músics
библиотека	biblioteca
вступил	entrat
литература	literatura
победитель	guanyador
победитель	guanyadora
отряд	esquadra
правда	cert
правда	true
правда	veritat
месяца	mesos
месяца	mes
погиб	morí
армении	armeni
армении	armènia
шесть	sis
шесть	six
адрес	adreça
результат	resultat
результат	resultats
зачем	perqué
поверхности	superfícies
поверхности	superfície
оружие	arma
оружие	braços
оружие	pistola
оружие	arma
оружие	armes
оружие	armes
оружие	guns
столица	capital
любовь	amor
содержание	continguts
младший	júnior
младший	junior
младший	subalterns
студии	studios
студии	studio
студии	estudi
продюсер	productor
авторов	autors
поля	camps
поля	àmbit
поля	camp
фотографии	fotografies
фотографии	fotografia
фотографии	fotos
фотографии	fotografies
рублей	rur
рублей	rubles
дал	dahl
запад	oest
швеции	suec
швеции	suècia
появляется	apareix
случай	cas
штаб	seu
постепенно	gradualment
наконец	finalment
джеймс	james
джеймс	jaume
появилась	aparegut
очевидно	obvi
очевидно	evident
очевидно	aparentment
очевидно	òbviament
очевидно	evidentment
философии	filosofia
достижения	èxits
достижения	realitzacions
достижения	consecució
достижения	assoliment
эпизод	episodi
образ	imatge
стихи	versos
стихи	poemes
стихи	poesia
фронт	front
прямо	recta
прямо	rectes
лос	los
лос	cov
американская	american
американская	americà
млн	milions
млн	milió
депутатов	diputats
депутатов	mps
китай	xina
отчёт	informe
учёный	científic
появился	aparegut
григорий	gregori
григорий	gregory
григорий	grigori
пол	gènere
пол	paul
пол	pis
париже	paris
париже	parís
центральный	centrals
центральный	central
частично	parcials
частично	part
частично	parcialment
частично	parcialment
судья	jutge
судья	jutjar
судья	àrbitre
судья	ref
обновление	actualització
бас	bas
местности	terreny
последнее	darrer
последнее	últim
последнее	última
последнее	darrera
организаций	organitzacions
китая	xinès
китая	xinesos
поддержку	suport
искусство	arts
искусство	art
современных	moderna
современных	modern
современных	contemporani
современных	contemporània
венгрии	hongria
венгрии	hongarès
