alberto	alberto
rođak	neef
rođak	nicht
rođak	nichtje
reformi	hervormingen
reformi	hervorming
završi	finish
završi	voltooien
završi	afmaken
završi	afwerking
operi	opera
operi	wash
operi	wassen
slava	loof
slava	lof
slava	bekendheid
slava	beroemdheid
slava	roem
slava	faam
slava	glorie
slava	roem
slava	heerlijkheid
slava	glory
odabrao	koos
odabrao	kozen
bubrega	nier
bubrega	nieren
doprinosa	premies
doprinosa	bijdragen
jača	krachtiger
jača	sterker
pustinja	woestijn
zaklada	stichting
zaklada	fundering
pojmovi	begrippen
ustavom	grondwet
ustavom	constitutie
mey	mey
trup	hull
trup	romp
lokaciju	lokatie
lokaciju	locatie
lokaciju	ligging
evanđelje	gospel
evanđelje	evangelie
sims	sims
sims	simms
zmaja	draken
zmaja	draak
zmaja	dragon
domaća	binnenlands
domaća	binnenland
domaća	huiselijk
domaća	huishoudelijk
domaća	zelfgemaakte
domaća	zelfgemaakt
atentat	moord
atentat	moordaanslag
single	alleenstaande
single	single
single	alleenstaand
single	vrijgezel
zločini	misdaden
zločini	misdrijven
balkanu	balkan
balkanu	balkanlanden
brunner	brunner
jupiter	jupiter
born	bourne
pomogla	geholpen
pomogla	hielp
strategija	strategie
balkan	balkan
balkan	balkanlanden
balkan	balkan
peć	kachel
peć	fornuis
peć	oven
peć	oven
ramena	schouders
pablo	pablo
regionalni	regionale
regionalni	regionaal
letove	vlucht
letove	vluchten
predaja	overgeven
predaja	overgave
protivnici	tegenstanders
bizantskog	byzantijnse
pločica	tegels
pločica	tegel
morgan	morgan
pretrpio	doorstaan
pretrpio	leed
holmes	holmes
anemone	anemone
pojavljivanje	verschijning
pojavljivanje	uiterlijk
izvoz	uitvoer
izvoz	export
izvoz	exporteren
izvoz	uitvoer
izvoz	export
rođeni	born
rođeni	geboren
godišnjice	jubilea
blokada	versperring
blokada	blokkade
teleskopa	telescopen
adaptacija	aanpassing
izumitelj	uitvinder
hoya	hoya
zaštitni	beschermend
zaštitni	beschermende
leti	fly
leti	vliegen
leti	vlieg
leti	vliegt
leti	vliegend
leti	vliegen
etiopiji	ethiopië
socijalno	sociaal
objašnjenja	toelichtingen
objašnjenja	uitleg
preuzimanje	download
preuzimanje	downloaden
preuzimanje	downloaden
preuzimanje	overname
unuka	kleindochter
unuka	kleinzoon
opstanak	voortbestaan
opstanak	survival
opstanak	overleven
opstanak	overleving
kritiku	kritiek
lud	waanzinnig
lud	krankzinnig
lud	gek
lud	crazy
lud	zot
minimalno	minimaal
minimalno	minimum
minimalno	minimaal
minimalno	minimale
dramu	drama
sean	sean
perzijanci	perzen
azija	azië
prijetnja	dreigement
prijetnja	bedreiging
prijetnja	dreiging
baden	baden
datoteke	bestanden
datoteke	dossiers
živote	leeft
živote	levens
živote	woont
apollo	apollo
hogna	hogna
admin	admin
admin	beheerder
nestala	ontbreken
nestala	vermist
nestala	missen
nestala	ontbrekend
nestala	ontbrekende
nestala	ontbreekt
corydoras	corydoras
bird	vogeltje
bird	vogels
bird	vogel
vjerojatnost	waarschijnlijkheid
plaća	salaris
plaća	betaalt
plaća	pays
plaća	betaal
plaća	betalen
terapija	therapie
pristimantis	pristimantis
ribeiro	ribeiro
hahn	hahn
johannes	johannes
statut	statuut
statut	statuten
platforma	perron
platforma	platform
wallace	wallace
cipar	cyprus
wunderlich	wunderlich
georges	georges
misa	mass
misa	massa
misa	misa
kat	kat
kat	vloer
kat	verdieping
kat	floor
tamno	duister
tamno	donker
tamno	donkere
miris	geur
miris	geur
miris	reuk
miris	ruiken
miris	ruik
miris	geur
potrošnje	verbruik
potrošnje	consumptie
sadržavati	bevatten
zhao	zhao
dejan	dejan
bilje	planten
bilje	plantjes
bilje	kruiden
marino	marino
kombinacije	combinaties
kombinacije	outfits
ricardo	ricardo
trake	bandjes
trake	tapes
trake	banden
dizel	dieselolie
dizel	diesel
chlaenius	chlaenius
bryant	bryant
stražnji	achterste
stražnji	achterkant
stražnji	achteraan
stražnji	achterhoede
stražnji	achterzijde
tiskana	afgedrukt
tiskana	gedrukt
tiskana	geprint
tiskana	bedrukt
tiskana	drukwerk
fan	ventilator
fan	waaier
fan	fan
očeve	vaders
rich	rijk
rich	rijken
rich	rich
dopuštenje	permissie
dopuštenje	toestemming
simfonija	symfonie
doseljenici	kolonisten
osudio	veroordeelde
osudio	veroordeeld
generatora	generatoren
fang	fang
specifične	specifiek
specifične	specifieke
zanimanja	beroepen
zanimanja	beroepen
molitva	bidden
molitva	gebed
molitva	bidden
cohen	cohen
faktora	factoren
pink	pink
pink	roze
doseljenika	kolonisten
amazonas	amazonas
wagner	wagner
kontinuirano	voortdurend
kontinuirano	doorlopend
kontinuirano	continu
kontinuirano	doorlopend
kontinuirano	continue
kontinuirano	continu
kontinuirano	doorlopende
kontinuirano	ononderbroken
molu	pier
vještica	heks
ham	ham
pirati	piraten
pirati	pirates
pretvoriti	omzetten
pretvoriti	bekeren
pretvoriti	converteren
pojedinci	particulieren
pojedinci	individuen
trst	trieste
trst	triest
jorge	jorge
stope	tarieven
stope	voetstappen
stope	voetsporen
biografski	biografische
izjava	statement
izjava	verklaring
suprotnosti	tegenstellingen
suprotnosti	tegenpolen
sandra	sandra
jonathan	jonathan
hrabrost	moed
menadžer	manager
menadžer	bedrijfsleider
piramida	piramide
piramida	piramides
piramida	piramiden
podjeli	partitie
kapitala	kapitaal
kapitala	hoofdstad
kapitala	hoofdletter
garcia	garcia
gonzález	gonzález
čvor	node
čvor	knooppunt
čvor	knopen
čvor	knoop
bek	beck
bek	quarterback
eduard	eduard
odgovarajući	bijpassende
odgovarajući	overeenkomende
odgovarajući	overeenkomend
odgovarajući	matching
udovica	weduwe
tumačenje	interpretatie
tumačenje	uitlegging
tumačenje	vertolking
podgorica	podgorica
harmonika	harmonica
harmonika	accordeon
spora	spore
spora	geschillen
spora	geschil
spora	betwisten
trgovac	koopman
trgovac	handelaar
trgovac	handelaar
trgovac	dealer
trgovac	handelaar
poslovi	klussen
poslovi	jobs
poslovi	vacatures
poslovi	banen
legendarni	legendarische
legendarni	legendarisch
klasificira	classificeert
želeći	wensen
želeći	wens
obveza	verplichting
obveza	verbintenis
obveza	toewijding
obveza	engagement
obveza	betrokkenheid
hooper	hooper
radovan	radovan
muell	muell
nebeska	hemels
nebeska	hemelse
nebeska	hemels
nebeska	hemelse
rukopis	handschrift
rukopis	handschrift
rukopis	manuscript
postignut	bereikte
postignut	bereikt
dostupne	beschikbare
dostupne	verkrijgbaar
dostupne	beschikbaar
ulaganja	investering
ulaganja	investeringen
ulaganja	investeren
ulaganja	beleggingen
ulaganja	investeringen
ulaganja	investering
sahranjen	begraven
sahranjen	bedolven
pregovori	onderhandelen
pregovori	onderhandeling
pregovori	onderhandelingen
pregovori	onderhandelen
pregovori	onderhandeling
pregovori	onderhandelingen
novčanice	biljetten
novčanice	rekeningen
šteta	jammer
šteta	medelijden
hlađenja	koeling
hlađenja	afkoeling
hlađenja	koelen
lisica	vossen
lisica	fox
lisica	vos
napetosti	spanning
napetosti	spanningen
napetosti	spanningen
najmanja	kleinste
najmanja	kleinst
lazar	lazarus
lazar	lazar
litara	liter
litara	liters
litara	gallon
litara	liters
prepoznati	herken
prepoznati	herkennen
prepoznati	herken
prepoznati	erkennen
prepoznati	herkennen
whitley	whitley
tvrtko	tvrtko
milorad	milorad
nezadovoljstvo	ontevredenheid
nezadovoljstvo	ongenoegen
nezadovoljstvo	onvrede
nezadovoljstvo	ontevredenheid
nezadovoljstvo	onvrede
cestom	weg
definirana	gedefinieerd
definirana	omschreven
definirana	gedefinieerde
nebeski	hemels
nebeski	hemelse
okrunjen	gekroond
udaljeno	afstandelijk
udaljeno	verre
udaljeno	remote
udaljeno	afstandsbediening
udaljeno	afgelegen
fernández	fernández
izborni	electorale
islanda	ijsland
ctenus	ctenus
smanjen	verminderde
smanjen	verlaagd
smanjen	verminderd
smanjen	gereduceerd
evolucija	evolution
evolucija	ontwikkeling
evolucija	evolutie
prijateljstvo	vriendschap
poletio	gevlogen
poletio	vloog
poletio	vlogen
ulmus	ulmus
francuza	fransman
redovni	stamgasten
jose	jose
jose	josé
jose	jose
jose	josé
tehnološki	technologische
tehnološki	technologisch
blake	blake
neuspjeh	falen
neuspjeh	mislukkingen
neuspjeh	mislukking
neuspjeh	mislukken
neuspjeh	mislukkeling
savršeno	perfect
savršeno	perfecte
elvis	elvis
carska	keizerlijk
carska	keizerlijke
carska	imperial
vena	bloedvat
vena	ader
skoplje	skopje
ram	ram
ram	rammen
cao	cao
rukopisa	handschrift
rukopisa	manuscripten
rukopisa	handschriften
rukopisa	handschrift
rukopisa	manuscript
nedjelja	zondag
nedjelja	sunday
željka	zeljko
bjelokosti	ivoor
doktorat	doctoraat
doktorat	doctoraat
doktorat	phd
churchill	churchill
psa	hond
psa	hondje
vaše	je
vaše	uw
vaše	jouw
felix	felix
koeficijent	coëfficiënt
ubijena	vermoord
ubijena	vermoorde
mlijeka	melk
motiva	motief
motiva	motieven
porta	porta
snijeg	sneeuw
ravna	plat
domovina	moederland
domovina	land
domovina	vaderland
domovina	moederland
domovina	thuisland
objavljivanje	publicatie
objavljivanje	publikatie
objavljivanje	bekendmaking
objavljivanje	detachering
objavljivanje	publicatie
objavljivanje	uitgeverijen
objavljivanje	publiceren
objavljivanje	uitgeverij
nadvojvoda	aartshertog
atomi	atomen
bratstva	broederschappen
bratstva	studentenvereniging
bratstva	broederschap
bratstva	broederschap
bratstva	brotherhood
diktature	dictatuur
poštovanje	respecteer
poštovanje	respect
poštovanje	respecteren
nude	bieden
nude	aanbieden
jar	pot
jar	potje
jar	jar
obična	gewone
imanje	landgoed
reich	rijk
reich	reich
istarski	istrische
rama	rama
zatvara	sluit
koda	koda
bilja	kruiden
mons	mons
ferrari	ferrari
povod	gelegenheid
reagira	reageert
reagira	reageert
barnard	barnard
dokazuje	bewijst
goveda	runderen
goveda	vee
goveda	rundvee
argentinski	argentinië
argentinski	argentijns
argentinski	argentijnse
komunistički	communistische
komunistički	communist
komunistički	communistisch
moskvu	moskou
stavi	zet
obećao	beloofd
obećao	beloofde
znajući	wetende
zaštićeni	beschermde
zaštićeni	beschermd
hughes	hughes
vidljive	zichtbaar
vidljive	zichtbare
procese	processen
izbjegao	ontdoken
izbjegao	vermeden
izbjegao	vermeed
izbjegao	ontweken
curtis	curtis
marx	marx
ujedinjeni	united
ujedinjeni	verenigde
ujedinjeni	verenigd
opcija	optie
temeljni	fundamenteel
temeljni	fundamentele
ovisnost	afhankelijkheid
ovisnost	verslaving
plinovi	gassen
čuvanje	bewaken
čuvanje	houden
tunela	tunnels
dennis	dennis
arterija	slagader
arterija	aders
arterija	slagaders
bor	bor
bor	dennen
bor	pine
položio	gelegd
položio	doorgegeven
položio	geslaagd
hendrix	hendrix
financija	financien
financija	financiën
financija	financieren
obljetnica	huwelijksverjaardag
obljetnica	jubileum
lorenzo	lorenzo
apsolutno	absoluut
salvador	salvador
građanin	burger
građanin	citizen
dario	dario
draba	draba
vjerovali	geloofden
vjerovali	geloofde
vjerovali	geloofd
vjerovali	vertrouwd
vjerovali	vertrouwden
vjerovali	vertrouwde
zenica	zenica
radno	werk
radno	arbeid
radno	werken
radno	werkend
radno	werken
radno	werkende
mirage	mirage
preživjelih	overlevenden
preživjelih	nabestaanden
opisana	beschreven
opisana	beschreef
opisana	omschreven
okružuje	omringt
okružuje	omringende
bantu	bantoe
makarska	makarska
naučiti	leren
naučiti	leer
hebrejski	hebreeuws
albanija	albanië
balada	ballade
srbe	serviërs
srbe	serven
wolfgang	wolfgang
aerodrom	vliegveld
aerodrom	luchthaven
hort	hort
din	din
din	dean
din	decaan
slavenski	slavische
zastupnici	parlementsleden
zastupnici	afgevaardigden
zastupnici	wetgevers
atom	atoom
atom	atom
mladu	bride
mladu	bruid
leopard	luipaard
lijep	mooi
lijep	lekker
lijep	fijn
lijep	leuk
lijep	nice
pijesak	zand
armenski	armeense
armenski	armeens
konstantno	voortdurend
konstantno	doorlopend
konstantno	continu
konstantno	voortdurend
konstantno	constant
konstantno	continu
konstantno	constante
konstantno	constant
vaš	je
vaš	uw
vaš	jouw
castro	castro
raja	raja
raja	hemel
raja	hemels
raja	heaven
raja	paradijs
raja	paradise
manastira	kloosters
full	vol
full	volledig
full	full
full	volledige
full	volle
povećan	toegenomen
povećan	verhoogd
povećan	verhoogde
prefektura	prefectuur
opisati	omschrijf
opisati	beschrijf
opisati	beschrijven
misu	mass
misu	massa
autonomna	autonoom
autonomna	autonome
spremnik	tank
spremnik	container
efekti	uitwerkingen
efekti	effecten
efekti	gevolgen
violinu	viool
povjerenstvo	commissie
atmosfera	sfeer
atmosfera	atmosfeer
atmosfera	dampkring
pristaše	voorstanders
pristaše	supporters
pristaše	aanhangers
abraham	abraham
zvezda	ster
zvezda	star
ice	ice
ice	ijs
ice	ice
atrakcija	aantrekking
atrakcija	aantrekkingskracht
atrakcija	attractie
atrakcija	attracties
izjave	verklaringen
lipa	lip
litve	litouwen
liang	liang
staklo	glas
staklo	glazen
lang	lang
biskupi	bisschoppen
biskupi	lopers
negativno	negatieve
negativno	negatief
prestižnu	prestigieuze
milovan	milovan
biljni	kruiden
prince	prince
prince	prins
gov	gov
leća	lens
leća	objectief
leća	linzen
leća	objectieven
leća	lenzen
ponudi	aanbod
ponudi	bieden
ponudi	aanbieden
ponudi	aanbieding
skladišta	entrepot
skladišta	warenhuis
skladišta	magazijn
skladišta	pakhuis
skladišta	pakhuizen
skladišta	magazijnen
ikona	iconische
ikona	icoon
ikona	pictogram
pueblo	pueblo
main	belangrijkste
main	voornaamste
main	main
magnitude	omvang
usmjerena	geregisseerd
usmjerena	gerichte
usmjerena	regisseerde
zaključuje	concludeert
pećina	grot
preci	voorvaderen
preci	voorouders
preci	voorvaders
mehmed	mehmed
dres	trui
dres	jersey
voyager	voyager
ralph	ralph
lišće	bladeren
lišće	blaadjes
inspiriran	inspirerend
inspiriran	bezield
inspiriran	geïnspireerd
inspiriran	geïnspireerde
lubanja	schedel
lubanja	skull
proze	proza
pokrenula	gelanceerd
sfr	sfr
mare	mare
mare	merrie
projekcija	projectie
isteka	verstrijken
dominik	dominic
dominik	dominik
bear	beer
bear	beertje
bear	bear
bear	beren
kraći	kortere
kraći	korter
primirje	wapenstilstand
primirje	wapenstilstand
obnavlja	herstelt
mitchell	mitchell
mitchell	mitchel
kljun	snavel
jasenovac	jasenovac
neprijatelji	vijanden
izložen	belicht
izložen	bloot
izložen	blootgesteld
podjelu	partitie
tan	tan
tan	kleurtje
tmarus	tmarus
synodontis	synodontis
luna	luna
zvjezdana	stellaire
fotograf	fotografe
fotograf	fotograaf
greben	rif
alen	allen
božice	godinnen
ain	ain
make	maken
make	maak
mirjana	mirjana
ansambl	ensemble
edo	edo
divlji	wild
divlji	wilde
rijetka	zeldzame
rijetka	zelden
rijetka	zeldzaam
nichols	nichols
bon	bon
singer	zanger
singer	singer
singer	zangeres
joan	johanna
joan	joan
hardcore	keihard
hardcore	hardcore
nila	nijl
otpornost	veerkracht
spisateljica	schrijver
spisateljica	schrijfster
ten	tan
ten	kleurtje
otpad	schroot
otpad	verspilling
otpad	afvalstoffen
otpad	afval
intermedia	intermedia
spremni	ready
spremni	gereed
spremni	klaar
dvorište	binnenplaats
dvorište	achtertuin
pogreške	fouten
pogreške	vergissingen
pogreške	fouten
pogreške	vergissingen
lisa	lisa
uporište	bolwerk
uporište	steunpunt
oslobodio	bevrijd
mlečani	venetianen
marsa	mars
kemija	scheikunde
kemija	chemie
groba	grave
groba	graf
siska	sisko
rossi	rossi
marketing	marketing
izložena	belicht
izložena	bloot
izložena	blootgesteld
mlijeko	melk
označeni	gelabeld
znakove	borden
znakove	tekenen
znakove	bordjes
znakove	tekens
legije	legioenen
počast	eerbetoon
počast	hulde
tehničar	technicus
gljiva	paddestoelen
gljiva	paddenstoel
generator	generator
peruu	peru
ispit	test
ispit	testen
ispit	examen
tak	tak
poslužitelj	server
pomak	shift
pomak	verschuiving
pomak	verschuiven
pomak	compenseren
pomak	compensatie
pomak	gecompenseerd
pomak	verschuiving
inicijativa	initiatief
inicijativa	initiative
wien	wien
kreolski	creools
gubitaka	verliezen
gubitaka	verlies
jabuka	appel
jabuka	apple
bihać	bihać
pearl	pearl
pearl	parel
božanstvo	godheid
božanstvo	goddelijkheid
morris	morris
nastava	lesgeven
nastava	onderwijzen
nastava	lessen
nastava	klassen
nedavni	recente
nedavni	recent
vjerska	religieuze
vjerska	religieus
baterije	accu
baterije	batterij
baterije	batterijen
meksički	mexicaanse
meksički	mexicaan
meksički	mexicaans
sicilije	sicilië
ćelija	cell
ćelija	cel
shvati	begrijpen
shvati	begrijp
rothschild	rothschild
uvjerenja	overtuigingen
brojeve	getallen
brojeve	nummers
brojeve	aantallen
pjevao	sang
pjevao	zongen
pjevao	zong
pjevao	gezongen
krater	krater
vitamin	vitamine
vitamin	vitaminen
aplikacija	aanvraag
aplikacija	toepassing
aplikacija	applicatie
aplikacija	app
torino	torino
torino	turijn
igračke	speelgoed
igračke	speeltjes
šupljine	holte
šupljine	gaatjes
spašavanje	besparingen
spašavanje	besparing
spašavanje	opslaan
spašavanje	sparen
spašavanje	redden
spašavanje	redding
spašavanje	reddingsteam
spašavanje	redden
spašavanje	rescue
wei	wei
stambene	residentiële
vrhova	pieken
glover	glover
čuda	mirakels
čuda	wonderen
čuda	wonderen
catasetum	catasetum
dublje	dieper
dublje	diepere
opsada	belegering
opsada	beleg
springs	springs
springs	veren
springs	bronnen
prodor	doorbraak
turista	toerist
turista	toeristen
kampanja	campagne
kampanja	veldtocht
obveze	verplichtingen
obveze	verplichtingen
obveze	verbintenissen
obveze	toezeggingen
obveze	verplichting
puebla	puebla
mara	mara
odredište	bestemming
drvena	houten
drvena	hout
pošta	mail
pošta	post
cska	cska
predavač	docent
fontana	fontana
fontana	fontein
fontana	fonteinen
sektora	sector
sektora	sectoren
faust	faust
duke	duke
duke	hertog
boban	boban
andreas	andreas
piramide	piramide
piramide	piramides
piramide	piramiden
glad	hongersnood
glad	honger
zeleno	groen
zeleno	groene
dick	dick
dick	lul
izbjeglice	vluchteling
izbjeglice	vluchtelingen
senj	senj
spojena	samengevoegd
spojena	samengevoegde
zastupljenost	representatie
zastupljenost	vertegenwoordiging
putanje	paden
izumio	verzonnen
izumio	uitgevonden
trogir	trogir
izvješća	rapporten
izvješća	verslagen
zabave	partijen
zabave	feestjes
varijacije	variaties
varijacije	varianten
varijacije	variatie
varijacije	variatie
sánchez	sánchez
siriji	syrië
vrti	draait
vrti	spint
sporedna	sideshow
postojeći	bestaand
postojeći	bestaande
standardna	standaard
standardna	norm
aluminija	aluminium
aluminija	aluminium
vozi	rijden
vozi	drive
vozi	rijd
donald	donald
naredbe	opdrachten
naredbe	bevelen
naredbe	bestellingen
naredbe	orders
umjetni	kunstmatige
umjetni	kunstmatig
profesionalno	professioneel
profesionalno	professionele
profesionalno	professional
profesionalno	professioneel
okus	proef
okus	proeven
okus	smaken
okus	smaak
okus	proeft
okus	smaak
tropske	tropisch
tropske	tropische
canis	canis
almanah	almanak
poplava	overstroming
poplava	zondvloed
poplava	overstromingen
poplava	vloed
poplava	overstroming
poplava	overstromingen
poplava	overstromingen
sergio	sergio
primjeni	solliciteren
primjeni	toepassen
tramvaj	tram
tramvaj	trolley
tramvaj	tram
kraljevsko	koninklijke
kraljevsko	royal
kraljevsko	koninklijk
sim	sim
sim	sim
bosanskih	bosnische
leone	leone
leone	leon
probiti	penetreren
probiti	binnendringen
urb	urbs
ukratko	kort
ukratko	kortstondig
ukratko	kort
ukratko	short
ukratko	korte
pjevala	sang
pjevala	zongen
pjevala	zong
pjevala	gezongen
japansko	japans
japansko	japanners
japansko	japanse
pečat	stamp
pečat	stempel
pečat	postzegel
pečat	verzegelen
pečat	zegel
pečat	zeehond
pečat	verzegeling
ebert	ebert
prehrane	voeding
natječaj	tender
natječaj	offerte
natječaj	wedstrijdje
natječaj	wedstrijd
natječaj	prijsvraag
esejist	essayist
violina	viool
maxim	maxim
jurica	jurica
počinio	geëngageerde
počinio	begaan
počinio	toegewijd
počinio	vastgelegde
počinio	gepleegd
vidović	vidović
proteina	eiwitten
proteina	proteïnen
proteina	eiwit
proteina	proteïne
odbacio	verworpen
odbacio	ontslagen
lyon	lyon
jajce	jajce
osvajača	indringers
danilo	danilo
augustin	augustin
miles	mijl
miles	miles
miles	mijlen
miles	kilometers
zrcala	spiegels
zaštitnika	beschermheer
esej	essay
esej	opstel
similis	similis
izbijanja	uitbraak
postizanje	bereiken
argumentum	argumentum
konvencije	conventies
konvencije	verdragen
konvencije	conventie
konvencije	verdrag
odražava	reflecterende
odražava	reflecteert
odražava	weerspiegelt
iznutra	binnen
iznutra	binnenkant
grijeha	zonde
grijeha	zonden
grijeha	sin
grijeha	zondigen
karakterističan	onderscheidend
bratstvo	studentenvereniging
bratstvo	broederschap
bratstvo	broederschap
bratstvo	brotherhood
dinara	dinar
dinara	dinar
pgp	pgp
vlakana	vezel
vlakana	vezels
krzno	vacht
krzno	bont
satima	openingstijden
satima	uren
satima	uur
vuka	wolf
pokrenuta	gelanceerd
deutsche	deutsche
glasine	gerucht
glasine	geruchten
glasine	gerucht
glasine	geruchten
glasine	geruchten
radionica	werkplaats
radionica	workshop
vjenčanja	bruiloften
vjenčanja	huwelijken
vjenčanja	bruiloft
camp	kamp
revoluciju	revolutie
maribor	maribor
hampshire	hampshire
leptir	vlinder
prikazano	getoond
prikazano	getoonde
prikazano	getoond
prikazano	getoonde
prikazano	weergegeven
prikazano	uitgelicht
prikazano	uitgelichte
prikazano	aanbevolen
ubojice	moordenaars
ubojice	moordenaars
ubojice	moordenaars
ubojice	huurmoordenaars
tvrdeći	beweren
tvrdeći	claimen
glasom	voice
glasom	stem
suha	droge
suha	droog
suha	drogen
bora	bora
nakai	nakai
hunt	hunt
uši	luizen
uši	oren
uši	oortjes
bitaka	veldslagen
bitaka	gevechten
graf	grafiek
graf	graf
potpora	ondersteuning
potpora	steun
potpora	support
potpora	ondersteunen
baterija	accu
baterija	batterij
mita	omkopen
mita	smeergeld
mita	steekpenningen
fritz	fritz
acer	acer
poznavanje	kennis
atlanta	atlanta
historia	historia
petru	petra
vjenčanje	trouwfeest
vjenčanje	bruiloft
vjenčanje	huwelijk
kuge	plaag
kuge	pest
kurt	kurt
pomogli	geholpen
pomogli	hielp
sul	sul
zahvalnosti	dankbaarheid
gene	gene
gene	gen
bojan	bojan
ekološki	ecologisch
ekološki	ecologische
vice	ondeugd
vice	zeden
vice	vice
parovi	stellen
parovi	paren
parovi	stelletjes
parovi	echtparen
parovi	koppels
uništavanje	vernietigen
uništavanje	verwoesting
uništavanje	vernietiging
uništavanje	destructie
uništavanje	vernieling
cheiracanthium	cheiracanthium
horor	horror
horor	verschrikking
horor	gruwel
horor	afschuw
linux	linux
faraon	farao
zenit	zenith
liječnici	dokters
liječnici	artsen
zamjene	vervangers
susjeda	buurvrouw
susjeda	buurland
susjeda	buur
susjeda	buurman
susjeda	buurvrouw
susjeda	buur
susjeda	buurman
ahmed	ahmed
ahmed	achmed
tekuće	doorlopend
tekuće	lopende
tekuće	vloeistof
tekuće	vloeibaar
tekuće	vloeibare
molio	gesmeekt
molio	smeekten
molio	smeekte
preuzimanja	downloads
malus	malus
ograničeno	limited
ograničeno	beperkt
ograničeno	gelimiteerd
ograničeno	beperkte
ograničeno	beperkt
ograničeno	beperkte
testiranje	tests
testiranje	testen
dog	hond
dog	hondje
definicije	definities
definicije	definitie
audi	audi
čitanja	lezingen
tokyo	tokyo
tokyo	tokio
pronađe	vindt
stavove	attitude
stavove	houding
stavove	houdingen
besplatno	free
besplatno	vrij
besplatno	gratis
forest	woud
forest	bos
forest	bossen
promatranje	observeren
promatranje	observatie
promatranje	waarneming
promatranje	observaties
karen	karen
kukuruz	maïs
kukuruz	mais
posthumno	postuum
posthumno	postuum
chamberlain	chamberlain
trening	trainen
trening	training
trening	opleiding
trening	praktijk
trening	oefenen
trening	beoefenen
trening	oefening
trening	workout
trening	training
poduzetnik	ondernemer
grebena	riffen
catherine	catherine
catherine	catharina
studentima	studenten
studentima	leerlingen
pretpostavke	aannames
pretpostavke	veronderstellingen
pretpostavke	hypothesen
pretpostavke	aannamen
anđeli	engeltjes
anđeli	engelen
anđeli	angels
jugozapadnoj	zuidwest
jugozapadnoj	zuidwestelijke
jugozapadnoj	southwestern
pita	taart
pita	pie
pita	vraagt
prijetnje	dreigingen
prijetnje	bedreiging
prijetnje	dreigementen
prijetnje	bedreigingen
odobrio	goedgekeurde
odobrio	goedgekeurd
odobrio	geautoriseerd
odobrio	toegestaan
