الليثيوم	litiu
سكاي	cer
ثمان	opt
ثمان	eight
مشاركات	distribuiri
مشاركات	acțiuni
باعتبار	considerând
السجل	record
السجل	înregistrare
السجل	înregistrează
السجل	registru
السجل	înregistrează
السجل	inregistrare
السجل	log
السجل	jurnal
السجل	registru
موحدة	unificat
موحدة	standardizate
موحدة	uniforma
موحدة	uniformă
موحدة	uniforme
موحدة	uniform
التحدي	provocare
التحدي	provocarea
سونغ	cântat
سونغ	sung
سونغ	cantec
سونغ	song
سونغ	melodie
سونغ	cântec
محاضرة	prelegere
النانو	nano
الالكترونية	electronice
الالكترونية	electronică
الالكترونية	electronic
هوليوود	hollywood
الفقهية	doctrinare
بوير	boyer
البقرة	vacă
البقرة	vaca
الديناصورات	dinozauri
الديناصورات	dinozaurii
الديناصورات	dinozaur
شمسي	solare
شمسي	solară
شمسي	solar
كركوك	kirkuk
اربع	four
اربع	patru
الحافة	marginea
الحافة	edge
الحافة	margine
الحافة	muchie
خريف	toamna
خريف	toamnă
فرح	joy
فرح	bucurie
فرح	veselie
فرح	bucuria
فرح	farah
صناعات	industriile
صناعات	industrii
الخبرات	expertiză
الخبرات	expertiza
الخبرات	experiente
الخبرات	experiențe
الخبرات	experiență
الخبرات	experiența
الخبرات	experienta
رضوي	razavi
المدار	orbită
المدار	orbita
متسابق	racer
التشريح	anatomie
التشريح	anatomia
التشريح	autopsia
التشريح	autopsie
تشي	chi
تشي	che
ظاهر	vizibilă
ظاهر	vizibile
ظاهر	vizibil
ظاهر	aparentă
ظاهر	aparenta
ظاهر	aparente
دفعة	promovează
دفعة	impuls
دفعة	lot
دفعة	lotul
دفعة	plata
دفعة	plată
النسوية	feminismul
النسوية	feministe
النسوية	feministă
لوح	bord
لوح	tablă
لوح	comprimat
لوح	tabletă
لوح	tableta
لوح	undei
لوح	val
لوح	valul
عينات	probe
عينات	mostre
عينات	eșantioane
الميل	înclină
الميل	înclina
الميل	înclinare
الميل	mile
الميل	milă
مزايا	avantajele
مزايا	avantaje
مغلقة	închise
مغلقة	inchis
مغلقة	închisă
مغلقة	închis
منصات	platformele
منصات	platforme
منصات	tampoane
منصات	palete
المليون	milioane
المليون	milion
تقليد	traditia
تقليد	tradiție
تقليد	traditie
تقليد	tradiția
الشيرازي	shirazi
ميكانيكية	mecanice
ميكانيكية	mecanic
ميكانيكية	mecanică
السعة	capacitatea
السعة	capacitate
السعة	amplitudine
التهديد	amenințare
التهديد	amenintare
المسلح	pistolar
الموانئ	porturile
الموانئ	porturi
عقل	brain
عقل	creier
عقل	creierul
عقل	minte
عقل	mintea
دنيا	minimul
دنيا	minimum
دنيا	minime
دنيا	minimă
دنيا	minim
الطلاق	divorț
خفيف	lumină
خفيف	light
خفيف	lumina
مونتريال	montreal
جلدية	piele
الفائزين	învingători
المرجح	ponderată
المرجح	ponderat
المرجح	ponderate
بطليموس	ptolemeu
تهديد	amenințare
تهديد	amenintare
المعيار	criteriu
المعيار	criteriul
المعيار	standardul
المعيار	standard
الهياكل	structurile
الهياكل	structuri
الهياكل	structurilor
المنفى	exil
المنفى	exilul
تشابه	asemănare
تشابه	similitudine
الرباعي	cvartet
المصلحة	dobânzi
المصلحة	interese
المصلحة	interes
المصلحة	dobânda
المصلحة	dobândă
المصلحة	interesul
مجلدات	dosarele
مجلدات	dosare
مجلدات	volume
مجلدات	volumele
الحفظ	conservarea
الحفظ	conservare
الحفظ	economisire
الحفظ	salvarea
الحفظ	conservarea
الحفظ	conservare
باراغواي	paraguay
استخدامات	utilizările
استخدامات	utilizări
يوميات	cronologie
يوميات	cronologia
يوميات	journal
يوميات	jurnalul
يوميات	jurnal
يوميات	jurnalul
يوميات	jurnal
فرديناند	ferdinand
تعليقات	comentarii
تعليقات	comentariile
تعليقات	observații
المهن	profesii
المهن	carierele
المهن	cariere
تلفاز	televizor
تلفاز	televiziune
تلفاز	televiziunea
السلبي	pasiv
السلبي	pasivă
السلبي	pasive
قيود	limitările
قيود	limitări
قيود	restricții
قيود	constrângeri
جيب	jeep
جيب	buzunar
جيب	buzunarul
حقن	injectarea
حقن	injecție
حقن	injectare
ساوث	sud
ساوث	south
ساوث	sudul
بالضبط	exact
البطالة	șomaj
تجهيز	procesarea
تجهيز	procesare
تجهيز	prelucrarea
تجهيز	prelucrare
الجلسة	sedinta
الجلسة	sesiune
الجلسة	sesiunea
الجلسة	intalnire
الجلسة	întâlnirea
الجلسة	întâlnire
تغلب	bate
احداث	povestiri
احداث	povesti
احداث	povești
احداث	evenimentele
احداث	evenimente
ركوب	călărind
ركوب	plimbare
ركوب	ride
نمر	tiger
نمر	tigrul
نمر	tigru
نمر	leopardul
نمر	leopard
الخريف	toamna
الخريف	toamnă
الخريف	cazi
الخريف	toamna
الخريف	cădea
شمسية	umbrella
شمسية	umbrela
شمسية	umbrelă
شمسية	solare
شمسية	solară
شمسية	solar
النجار	carpenter
النجار	tâmplar
النهج	abordările
النهج	abordări
النهج	abordarea
النهج	abordare
جامايكا	jamaica
جامايكا	jamaican
روضة	gradinita
تدمر	distruge
الكثيرون	multi
الكثيرون	mulți
الكثيرون	multe
التوجهات	tendințele
تقاطع	intersecţia
تقاطع	intersectie
نشيد	imnul
نشيد	imn
عنف	violent
عنف	violentă
عنف	violente
عنف	violentă
عنف	violență
عنف	violenta
شيد	magazie
شيد	vărsat
وين	wayne
وين	wen
تدهور	deteriorare
تدهور	deteriorarea
تدهور	degradarea
تدهور	degradare
الصراعات	conflictele
الصراعات	conflicte
الصراعات	conflictul
الصراعات	conflicte
الصراعات	conflict
بيانو	pian
بيانو	pianul
مسافات	spatii
مسافات	spațiile
مسافات	spații
مسافات	distanțe
مسافات	distante
اخذ	luată
اخذ	luat
اخذ	luate
اخذ	luarea
اخذ	luând
اخذ	ia
اخذ	luati
سامة	toxic
سامة	toxică
سامة	toxice
سامة	otrăvitor
سامة	otrăvitoare
الفترات	perioadele
الفترات	perioade
واقعية	realistă
واقعية	realiste
واقعية	realist
واقعية	realism
النيتروجين	azot
النيتروجين	nitrogen
زرقاء	albastră
زرقاء	albastru
هياكل	structurile
هياكل	structuri
هياكل	structurilor
الورد	trandafiri
الورد	trandafirii
منطق	logica
منطق	logică
منطق	logic
شحنة	încărcătură
شحنة	încărcătura
شحنة	mărfuri
شحنة	expediere
نشطة	active
نشطة	activi
نشطة	activ
نشطة	activă
قنابل	bombe
قنابل	bombele
الفرص	șanse
الفرص	sanse
الفرص	oportunitatea
الفرص	ocazie
الفرص	oportunitate
الفرص	oportunități
الفولاذ	steel
الفولاذ	otel
الفولاذ	oțel
نشوء	apariția
المثل	proverb
السجناء	prizonierii
السجناء	prizonieri
ترميم	restaurare
ترميم	restaurarea
عيوب	dezavantaje
عيوب	dezavantajele
عيوب	defecte
عيوب	defecte
المحافظين	conservatori
المحافظين	conservatorii
راية	banner
الملاك	inger
الملاك	înger
الملاك	angel
العروس	mireasa
العروس	mireasă
كابتن	căpitan
كوبنهاغن	copenhaga
عارض	vizualizator
عارض	model
عارض	modelul
عارض	fotomodel
بيكر	brutar
بيكر	baker
فلوريد	fluorură
ضريبة	impozite
ضريبة	taxa
ضريبة	tax
ضريبة	taxă
ضريبة	impozit
تيمية	taymiyya
ثانوي	secundar
ثانوي	secundară
ثانوي	secundare
جاذبية	atractie
جاذبية	gravitate
جاذبية	gravitatea
غني	cântă
غني	canta
غني	cânta
غني	bogata
غني	bogată
غني	rich
غني	bogat
سعادة	fericirea
سعادة	fericire
العشرات	zeci
العشرات	duzini
شين	bărbie
شين	chin
شين	bărbia
شين	shin
المبلغ	sumă
المبلغ	cantitate
المبلغ	suma
المبلغ	sum
المبلغ	sumă
المبلغ	suma
وارسو	varșovia
وارسو	varşovia
ذكية	inteligent
ذكية	destept
ذكية	smart
ذكية	inteligentă
الزيارة	vizitati
الزيارة	vizită
الزيارة	vizita
الزيارة	vizitează
الزيارة	vizitând
الزيارة	vizită
دوما	mereu
دوما	intotdeauna
دوما	întotdeauna
ملاكم	boxer
ملاكم	boxerul
تنزانيا	tanzania
ميلر	miller
البوب	pop
حاشية	anturajul
حاشية	anturaj
حاشية	postscript
بيتي	betty
دمرت	distrusa
دمرت	distruse
دمرت	distrus
دمرت	distrusă
العلاجات	remedii
العلاجات	tratamentele
العلاجات	tratamente
العلاجات	terapii
ضروري	necesara
ضروري	necesare
ضروري	necesară
ضروري	necesar
سديم	nebuloasa
سديم	nebuloasă
ليه	leh
لاوس	laos
التراب	murdărie
التراب	dirt
فرضية	ipoteză
فرضية	ipoteza
فرضية	ipoteze
موثوقة	fiabile
موثوقة	fiabilă
تجار	comercianți
تجار	comercianți
تجار	negustori
تجار	negustorii
تجار	dealerii
تجار	dealeri
واجهت	înfruntat
واجهت	întâlnite
التوصيل	livrarea
التوصيل	livrare
بشري	umane
بشري	om
بشري	umană
بشري	uman
العلاجية	terapeutice
العلاجية	terapeutică
العلاجية	terapeutic
ركاب	pasageri
ركاب	pasagerii
رينيه	renee
الكهف	pestera
الكهف	peştera
الكهف	peșteră
الكهف	peşteră
الحارس	gardian
الحارس	garda
الحارس	paznic
لينين	lenin
المطاعم	restaurante
المطاعم	restaurantele
حازم	firma
حازم	fermi
حازم	firmă
حازم	ferm
معماري	arhitect
معماري	arhitecturale
الروك	piatră
الروك	piatra
الروك	stânca
الروك	stâncă
الروك	rock
عانت	suferit
الترخيص	licență
الترخيص	licența
الترخيص	autorizare
الترخيص	licență
الترخيص	licența
الترخيص	licenta
الترخيص	clearance
المعاملات	tranzacția
المعاملات	tranzacție
المعاملات	tranzacții
المعاملات	operațiuni
المعاملات	tranzacțiile
بورقيبة	bourguiba
المختبر	laboratorul
المختبر	laborator
المختبر	laboratorul
المختبر	laborator
شعاع	fascicul
التحرك	mută
التحرك	misca
التحرك	mutare
التحرك	mutarea
اكتملت	încheiat
اكتملت	finalizat
اكتملت	completat
اكتملت	finalizată
سلمى	selma
سلمى	salma
غسان	ghassan
واقعة	incident
واقعة	incidente
واقعة	incidentul
ستيفان	ștefan
ستيفان	stefan
ستيفان	ştefan
قضائية	judiciare
قضائية	judiciară
قضائية	judiciar
دينامو	dinamo
الشريك	partenere
الشريك	parteneră
الشريك	partenerul
الشريك	partener
القران	coran
القران	coranul
القران	coran
القران	coranul
التجريبي	demo
التجريبي	demonstrație
وجبة	masă
وجبة	masa
هوارد	howard
البقاع	bekaa
دافع	motivul
دافع	motiv
دافع	motivare
دافع	motivarea
دافع	motivatie
بارد	frig
بارد	reci
بارد	rece
مسجلة	înregistrate
مسجلة	înregistrată
مسجلة	înregistrat
مسجلة	inregistrat
الاشتراك	subscribe
الاشتراك	abonament
كيلي	kelly
الجذر	radacina
الجذر	root
الجذر	rădăcina
الجذر	rădăcină
قمع	reprimarea
قمع	represiune
قمع	represiunea
قمع	suprima
قمع	pâlnie
قمع	suprimarea
قمع	suprimarea
الولاء	loialitate
الولاء	loialitatea
تنافس	competitie
تنافس	concurs
تنافس	concurență
تنافس	concurența
مستقرة	stabil
مستقرة	stabile
مستقرة	grajd
مستقرة	stabilă
دمياط	damietta
ريفر	râu
ريفر	râul
ريفر	river
ميلا	mila
جيرمان	germain
السند	bond
السند	sindh
بلانك	planck
بلانك	scândură
الاحتراق	ardere
الاحتراق	combustie
تقاليد	traditia
تقاليد	tradiție
تقاليد	traditie
تقاليد	tradiția
تقاليد	traditiile
جيري	jerry
سنان	sinan
مكتوم	maktoum
مكتوم	înăbușit
مكسيكو	mexicul
مكسيكو	mexico
مكسيكو	mexic
هاوس	house
هاوس	casa
هاوس	casă
الشك	îndoiala
الشك	îndoială
الشك	indoiala
المخيم	tabără
المخيم	camp
المخيم	tabăra
المخيم	lagăr
المخيم	tabara
كيس	sac
كيس	punga
كيس	pungă
كيس	geanta
كيس	sac
كيس	sack
مد	mareea
مد	maree
مد	maree
لورنس	lawrence
شخصيا	personal
البشير	bashir
موثقة	documentate
موثقة	documentată
موثقة	documentat
عصابة	bandă
عصابة	gasca
هلسنكي	helsinki
البخار	aburi
البخار	abur
مسارات	cărări
مسارات	căi
مسارات	piese
مسارات	urme
مسارات	trasee
الحفريات	fosile
الحفريات	săpăturile
الحفريات	săpături
تفجيرات	bombardamente
تفجيرات	exploziile
تفجيرات	explozii
براين	brian
الانفصال	separare
الانفصال	separarea
التحدث	vorbim
وال	și
وال	si
وال	şi
هان	han
القطط	pisicile
القطط	pisici
المرمى	gol
المرمى	obiectiv
المرمى	scopul
مصير	soarta
مصير	soartă
مصير	destin
زنجبار	zanzibar
بون	bonn
المرتبط	asociate
المرتبط	asociat
المرتبط	asociată
بلغراد	belgrad
بلغراد	belgradul
نينوى	ninive
صدى	ecou
صدى	ecoul
صدى	echo
الحجاب	hijab
الحجاب	vălul
الحجاب	voal
الحجاب	văl
الحجاب	văl
معمل	laboratorul
معمل	laborator
ذهبي	aurit
ذهبي	auriu
ذهبي	golden
ذهبي	auriu
ذهبي	aur
ذهبي	gold
ذهبي	aurul
ساكسونيا	saxonia
عموم	tigaie
عموم	pan
القنبلة	bomba
القنبلة	bombă
مسبق	avansează
مسبق	avans
دعاية	propaganda
دعاية	propagandă
وزيرة	ministru
وزيرة	ministrul
احتفال	sărbătoresc
احتفال	sărbătorind
احتفال	sărbătorire
احتفال	sărbătoare
التحديد	selecție
التحديد	selecția
التحديد	identificarea
التحديد	identificare
ليفي	levy
الاستخدامات	utilizările
الاستخدامات	utilizări
العبودية	sclavie
العبودية	sclavia
العبودية	sclavie
فوج	fogg
فوج	vogue
الروائي	romancier
منحنى	curba
منحنى	curbă
السلك	fir
السلك	sârmă
السلك	sarma
لغوية	lingvistic
لغوية	lingvistice
لغوية	lingvistică
وطن	patria
وطن	patriei
وطن	homeland
وطن	patrie
يعترف	admite
يعترف	recunoaște
استضافة	găzduire
استضافة	găzduirea
استضافة	găzduit
المحاكمة	proces
المحاكمة	procesul
المحاكمة	acuzare
المحاكمة	acuzarea
الشبكية	retină
الشبكية	retina
وجوه	chipuri
وجوه	fețe
تعامل	trata
تعامل	trateaza
تعامل	tratează
عنق	gât
عنق	gat
عنق	gâtul
التشريع	legislația
التشريع	legislație
انعدام	lipsa
كونيتيكت	connecticut
بادن	baden
الاطفال	copii
الاطفال	copiii
الاطفال	copii
الاطفال	copiii
بار	barul
بار	bar
قراصنة	pirati
قراصنة	piratii
سويدي	suedeza
سويدي	suedezi
سويدي	suedeză
سويدي	suedez
الضرب	multiplicare
ملح	salt
ملح	sarea
ملح	sare
بوخارست	bucurești
بوخارست	bucuresti
بوخارست	bucureşti
حبيبي	iubire
حبيبي	baby
حبيبي	copil
حبيبي	iubito
حبيبي	bebe
حبيبي	habibi
فقرات	vertebre
الشروق	răsăritul
الشروق	rasarit
الشروق	răsărit
مزدوج	duplex
مزدوج	dubla
مزدوج	dublă
مزدوج	dublu
مزدوج	duble
كلود	claude
العمق	adancime
العمق	adâncimea
العمق	adâncime
العمق	profunzime
مصنوع	făcute
مصنوع	made
مصنوع	făcută
مصنوع	făcut
غازات	gaze
غازات	gaz
غازات	gazele
غازات	gaze
داروين	darwin
كارول	carol
تطبق	aplicate
تطبق	aplicat
تطبق	aplicată
تطبق	aplica
تطبق	aplică
كوسوفو	kosovo
المستحيل	imposibil
المستحيل	imposibilă
الدجاج	găină
الدجاج	pui
الدجاج	gaina
السباقات	rase
السباقات	curse
السباقات	curse
التحديات	provocări
التحديات	provocările
كريمة	crema
كريمة	smântână
كريمة	crem
كريمة	cremă
جونغ	jung
ساكن	locuitori
ساكن	statice
ساكن	statică
ساكن	static
شهيرة	celebră
شهيرة	faimoasă
شهيرة	faimos
شهيرة	celebru
التجديد	inovare
التجديد	inovarea
التجديد	renovări
التجديد	renovarea
التجديد	renovare
التجديد	reînnoire
التجديد	reînnoirea
المدرعة	blindat
المدرعة	blindată
المدرعة	blindate
المدرعة	blindat
المدرعة	blindată
المدرعة	blindate
طبعا	sigur
تروي	troy
تروي	troia
طلعت	talat
ميغيل	miguel
المتقدم	avansează
المتقدم	avans
المتقدم	avansată
المتقدم	avansate
المتقدم	avansat
لوحظ	observate
لوحظ	observat
لوحظ	observată
لوحظ	notat
لوحظ	remarcat
عداد	contor
عداد	metru
يسمع	auzi
مسحوق	pulbere
مسحوق	praf
مسحوق	pudră
موجه	dirijat
موجه	regizat
موجه	regia
موجه	vectorul
موجه	vector
بطن	burtă
بطن	burta
بطن	belly
بطن	abdomenul
بطن	abdomen
السعر	pret
السعر	prețul
السعر	pretul
السعر	preț
المهرة	priceput
تصفية	filtru
تصفية	filtrare
تصفية	filtrează
تصفية	filtrul
تصفية	lichidare
تصفية	lichidarea
التذاكر	bilete
التذاكر	biletele
التذاكر	tichet
التذاكر	bilet
التذاكر	biletul
الكتيبة	batalion
الكتيبة	batalionul
المشاهير	celebritate
المشاهير	celebritatea
المشاهير	vedete
التفتيش	inspecția
التفتيش	inspecție
تكشف	dezvaluie
تكشف	dezvălui
تكشف	dezvăluie
تكشف	dezvăluie
نيلسون	nelson
المحاولات	tentative
الزنك	zinc
استيعاب	absorbție
استيعاب	asimilare
سحر	magice
سحر	magie
سحر	magic
سحر	magică
سحر	magia
تنشيط	activare
تنشيط	activarea
تنشيط	activează
الورقة	hârtie
الورقة	hîrtie
الورقة	hartie
الورقة	foaie
السوقية	vulgaritate
لوثر	luther
شطرنج	sah
شطرنج	șah
شطرنج	şah
متجر	shop
متجر	magazin
متجر	magazin
متجر	magazinul
متجر	store
متجر	stochează
التنس	tenisul
التنس	tenis
المتطلبات	cerințe
المتطلبات	cerinte
المتطلبات	cerințele
النسر	eagle
النسر	vultur
النسر	vulturul
فرعي	filială
فرعي	submarin
استئصال	eradicare
استئصال	eradicarea
مهددة	amenințat
مهددة	amenintat
جوني	johnny
ضفدع	broască
ضفدع	broasca
ضفدع	broască
جزئية	parțiale
جزئية	parțială
جزئية	parţială
جزئية	parțial
المتطوعين	voluntari
المتطوعين	voluntarii
المشاركون	participanti
المشاركون	participanți
المشاركون	participanții
اجتماعات	reuniuni
اجتماعات	întruniri
اجتماعات	întâlniri
اجتماعات	intalniri
تذكارية	comemorative
فضيلة	virtutea
فضيلة	virtute
التغلب	depășirea
منهجية	metodologie
منهجية	metodologia
منهجية	sistematice
منهجية	sistematică
منهجية	sistematic
منهجية	metodic
البلطيق	baltică
البلطيق	baltice
تحفيز	stimula
تحفيز	stimulează
السويسرية	elvețiană
زائد	plus
خشب	lemn
خشب	lemnul
خشب	wood
خشب	lemne
خشب	cherestea
تشييد	construcții
تشييد	constructie
تشييد	construcție
تشييد	constructii
المساحات	spatii
المساحات	spațiile
المساحات	spații
ضيقة	strans
ضيقة	strâns
الحوت	pesti
الحوت	balenă
الحوت	balena
ياسمين	iasomie
ياسمين	jasmine
مفتي	muftiu
لوبيز	lopez
ادعى	pretins
ادعى	revendicat
المساء	seară
المساء	seara
بسام	bassam
جوليا	iulia
جوليا	julia
الكل	toti
الكل	toți
الكل	toate
الكل	tot
المعاملة	tranzacția
المعاملة	tranzacție
المعاملة	tratamentul
المعاملة	tratamentului
المعاملة	tratament
شريان	artera
شريان	arteră
المتغير	variabil
المتغير	variabilă
المتغير	variabile
المتغير	variabila
شارلوت	charlotte
ديانا	diana
منتزه	park
منتزه	parc
منتزه	parcul
حمادة	hamada
الوفاء	îndeplinirea
الوفاء	îndeplini
الوفاء	fidelitate
الوفاء	fidelitatea
الوفاء	împliniri
الوفاء	împlinirea
الوفاء	împlinire
تسهيل	facilitarea
تسهيل	facilitarea
تسهيل	facilitează
تسهيل	facilita
انتقد	criticat
انتقد	criticată
انتقد	criticat
انتقد	criticată
فرعون	faraonul
فرعون	faraonului
فرعون	faraon
يفسر	explică
شكر	mersi
شكر	multumesc
شكر	multumim
شكر	mulțumesc
شكر	mulțumesc
تلقائيا	automată
تلقائيا	automatic
تلقائيا	automate
تلقائيا	automat
تلقائيا	automat
زائر	vizitatorul
زائر	vizitator
معتمد	acreditate
معتمد	acreditat
معتمد	certificată
معتمد	certificat
معتمد	certificate
الكوارث	dezastre
الكوارث	dezastrele
الكوارث	dezastrul
الكوارث	dezastru
ميديا	medea
تلسكوب	telescopul
تلسكوب	telescop
التنقل	mobilitatea
التنقل	mobilitate
سمعة	reputație
سمعة	reputația
سمعة	reputatie
هانز	hans
جسيم	particule
جسيم	particula
جسيم	particulă
حنا	hanna
فدان	hectare
فدان	acri
فدان	acre
فدان	acru
تامر	tamer
الاعلى	top
الاعلى	topul
تفقد	verifică
تفقد	verifica
تفقد	verificare
تفقد	bifat
العماني	omani
امبراطورية	empire
امبراطورية	imperiul
امبراطورية	imperiu
امبراطورية	imperiului
بخار	vapori
بخار	aburi
بخار	abur
الاصابة	accidentare
الاصابة	prejudiciu
الاصابة	vătămare
وضعية	pozează
العلمانية	seculare
العلمانية	secularismului
دائري	circulare
