dhe	in
ato	tiste
përgjithshëm	splošno
përgjithshëm	splošni
përgjithshëm	splošna
tjetër	drugi
tjetër	drugo
tjetër	druga
tjetër	druge
tjetër	naslednji
tjetër	naslednja
njohur	znano
njohur	poznano
njohur	priznan
njohur	prepoznal
njohur	priznana
njohur	priznano
njohur	priznani
njohur	priznan
njohur	priznana
njohur	priznano
njohur	priznane
njohur	znana
njohur	znane
njohur	znan
njohur	znani
njohur	znano
njohur	poznan
shqiptar	albansko
style	stil
style	slog
mirë	pridni
mirë	pridna
mirë	dober
fundit	zadnji
fundit	nazadnje
fundit	poslednje
fundit	zadnje
fundit	zadnja
fundit	najnovejši
fundit	najnovejše
pasi	po
shiko	glej
shiko	glejte
shiko	poglej
nën	spodaj
nën	podmornico
nën	sub
nën	pod
jpg	jpg
herë	krat
herë	krat
herë	časi
herë	times
viti	leto
viti	letnica
sot	danes
çdo	vsak
çdo	vsaka
çdo	vsako
çdo	katerekoli
çdo	katerokoli
çdo	katerikoli
lartë	visoko
lartë	visoka
popullsi	prebivalstvo
popullsi	populacija
kosovës	kosova
kosovës	kosovo
komunë	občina
jetë	zivljenje
jetë	life
jetë	življenje
president	predsednik
president	predsednica
bërë	storjeno
bërë	končano
bërë	opravljeno
bërë	narejeno
mes	sredina
mes	srednji
mes	srednja
mes	med
vonë	zamuja
vonë	pozno
vonë	pozen
vonë	pozni
vonë	pozna
vend	dežela
vend	država
vend	državo
vend	prizorišče
vend	plac
vend	kraj
shqipëri	albanije
shqipëri	albaniji
shqipëri	albanijo
shqipëri	albanija
pak	male
pak	mali
pak	rahlo
francë	francijo
francë	francija
francë	france
fshat	podeželje
fshat	vasi
fshat	vasica
zyrtare	uradnik
zyrtare	uradna
zyrtare	uradno
zyrtare	uradni
kryetari	govornik
kryetari	govorec
kryetari	zvočnik
kryetari	predsednik
vendosur	nahaja
pasur	imelo
pasur	imeli
pasur	imel
pasur	imela
pasur	bogato
pasur	bogati
pasur	rich
pasur	bogat
pasur	bogata
sepse	ker
sepse	vzrok
kishin	imelo
kishin	imeli
kishin	imel
kishin	imela
vitet	leta
vitet	letih
vitet	let
tre	trojčki
tre	tri
tre	trije
tre	tremi
tre	three
fund	krilo
fund	konec
marrë	slikano
marrë	vzet
tjerë	drugi
tjerë	drugih
tjerë	druge
harta	zemljevid
harta	zemljevidi
harta	zemljevide
mbreti	king
mbreti	kralj
midis	med
vogël	majcen
vogël	drobna
vogël	drobni
vogël	droben
kosovë	kosova
kosovë	kosovo
vjet	leta
vjet	letih
vjet	let
pastaj	potem
shtetit	stanje
shtetit	država
shtetit	državno
tiranë	tirani
kombëtare	nacionalna
kombëtare	nacionalno
kombëtare	nacionalni
emrin	ime
mori	prejeto
mori	prejeti
mori	prejeta
mori	vzela
mori	vzel
filloi	začel
filloi	začela
ish	nekdanje
ish	nekdanja
ish	nekdanji
mars	marec
mars	marca
mars	pohod
mars	mars
file	datoteka
file	datoteko
presidenti	predsednik
presidenti	predsednica
lindur	rojen
lindur	rojena
lindur	rojene
lindur	rojeni
lindur	rodil
lindi	lindy
lindi	rojstva
lindi	rojstvo
kryesore	glavne
kryesore	main
kryesore	glavni
kryesore	glavno
kryesore	glavna
aktualisht	trenutno
qyteti	mestu
qyteti	mesto
qyteti	city
qyteti	mesto
qyteti	mestu
politike	politični
politike	politično
politike	politična
qershor	junij
qershor	june
qershor	junija
pse	zakaj
maj	maj
maj	maja
vetë	self
nëntor	november
nëntor	novembra
janar	januar
janar	januarja
thotë	pove
thotë	pravi
shtator	september
shtator	septembra
vet	njegovo
vet	njegove
vet	njegov
vet	njegova
brenda	brenda
brenda	znotraj
brenda	notri
shteteve	države
shteteve	držav
kryesisht	predvsem
kryesisht	pretežno
kryesisht	večinoma
kryesisht	večinoma
kryesisht	največkrat
shqiptarë	albanci
prill	april
prill	aprila
ditë	dan
ditë	day
ditë	dnevi
ditë	dni
ditë	dneve
tetor	oktobra
tetor	oktober
shkurt	februarja
shkurt	februar
shkurt	kratki
shkurt	kratko
shkurt	kratek
shkurt	kratka
shkurt	kratke
bëhet	postane
vjetër	stare
vjetër	star
vjetër	staro
vjetër	stara
vjetër	stari
bën	izdeluje
kodi	kodo
kodi	šifra
kodi	oznaka
kodi	koda
monark	monarh
dhjetor	december
dhjetor	decembra
dhjetor	decimalno
mbret	king
mbret	kralj
aktuale	tok
aktuale	trenutni
aktuale	trenutna
aktuale	sedanji
gjuhën	jezik
gjuhën	jezikovno
gjuhën	jezikovna
gjuhën	jezik
tani	zdaj
tani	sedaj
frëngjisht	francosko
frëngjisht	francoska
frëngjisht	francoščina
frëngjisht	francoski
km²	km²
shtetet	države
shtetet	držav
shtetet	države
informacion	obveščanje
informacion	podatki
informacion	informacija
informacion	informacije
informacion	podatek
shume	zelo
shume	much
shume	veliko
gusht	avgusta
gusht	august
gusht	avgust
shba	zda
shba	usa
pranë	poleg
pranë	blizu
top	top
top	vrh
korrik	julij
korrik	julija
katër	four
katër	štirje
katër	štiri
rëndësishme	pomembno
rëndësishme	pomemben
rëndësishme	pomembna
fillim	začetek
prishtinë	prištini
jashtë	zunaj
jashtë	ven
jashtë	zunaj
përbërja	sestavi
përbërja	sestava
shën	sveti
shën	svetnik
shën	svetnica
shën	saint
qytet	mestu
qytet	mesto
qytet	city
qytet	mesto
qytet	mestu
këtu	tukaj
dhënë	dano
dhënë	danih
dhënë	podeljena
dhënë	odobreno
përdorur	uporabljen
përdorur	uporabljena
përdorur	uporabljeno
përdorur	uporabljene
përdorur	uporabljeni
faqja	stran
aty	tam
nëpër	skoz
nëpër	skozi
krijuar	ustvarjen
krijuar	ustvarjeno
krijuar	ustvaril
krijuar	ustvarjena
krijuar	ustvarjene
del	del
zona	cona
zona	območje
zona	območje
zona	površina
zona	področje
vit	leto
vit	letnica
shpesh	pogosto
shpesh	pogosto
përfshirë	vključen
përfshirë	vpletena
përfshirë	vpleten
përfshirë	vključeni
përfshirë	vključena
përfshirë	vključene
përfshirë	vključen
përfshirë	vključeno
megjithatë	vseeno
megjithatë	kakorkoli
data	zmenek
data	datum
kryesor	glavne
kryesor	main
kryesor	glavni
kryesor	glavno
kryesor	glavna
kryesor	primarno
kryesor	primarne
kryesor	primarna
kryesor	primarni
emri	ime
jane	jane
new	novo
new	nov
new	novi
new	nove
new	nova
isbn	isbn
zakonisht	običajno
zakonisht	navadno
zakonisht	ponavadi
zakonisht	običajno
zakonisht	običajna
reja	novo
reja	nov
reja	novi
reja	nove
reja	nova
federal	zvezni
federal	zvezno
federal	zvezna
qarkun	okrožni
qarkun	okrožje
qarkun	okraj
qarkun	okrožju
qendër	središče
qendër	center
qendër	središče
qendër	center
ana	ane
ana	ano
ana	ana
ana	ana
ana	anna
republika	republike
republika	republiko
republika	republika
iii	iii
provinca	pokrajina
provinca	provinca
der	der
fjalë	beseda
fjalë	besedo
fjalë	besed
fjalë	besede
ndodhet	nahaja
amerikan	ameriške
amerikan	ameriško
amerikan	ameriški
amerikan	ameriška
osmane	otomanskih
pjesa	delno
pjesa	del
ndonjë	katerekoli
ndonjë	katerokoli
ndonjë	katerikoli
caps	kape
gjë	stvar
ali	allie
shkruar	pisno
shkruar	napisano
shkruar	napisana
shkruar	pisna
shkruar	zapisano
kulturore	kulturno
kulturore	kulturne
kulturore	kulturni
kulturore	kulturna
mesme	sredina
mesme	srednji
mesme	srednja
mesme	srednje
mesme	srednja
mesme	gojišče
shqip	albansko
numër	številka
numër	število
atëherë	potem
mjaft	dovolj
bazë	baza
bazë	osnova
bazë	oporišče
bazë	osnovno
bazë	osnovni
kohe	čas
kohe	časa
ndërtuar	zgrajeno
ndërtuar	zgrajen
ndërtuar	zgrajeni
ndërtuar	zgradil
ndërtuar	zgrajena
ndërtuar	zgradi
ndërtuar	zgraditi
ndërtuar	zgradil
nëpërmjet	via
nëpërmjet	skoz
nëpërmjet	skozi
solid	trdna
solid	trdni
solid	trdne
solid	trden
solid	trdno
fshati	vasi
fshati	vasica
vite	leta
vite	letih
vite	let
forcat	sile
vdiq	umrla
vdiq	umrl
sipërfaqja	trup
jug	južno
jug	jug
jug	južna
atyre	njimi
atyre	jih
atyre	njih
lidhur	povezana
lidhur	povezani
lidhur	povezano
lidhur	povezana
lidhur	povezano
lidhur	povezani
lidhur	vezani
lidhur	zavezal
lidhur	izenačeno
lidhur	zvezan
lidhur	vezano
ushtarake	vojaška
ushtarake	vojaški
ushtarake	vojska
ushtarake	vojaško
veri	severna
veri	severni
veri	severno
veri	sever
papa	pope
papa	papež
popullore	priljubljene
popullore	priljubljena
popullore	priljubljeno
popullore	priljubljeni
popullore	priljubljen
numri	številka
numri	število
atij	njega
atij	ga
përveç	razen
vepra	opus
vepra	dela
vepra	deluje
asaj	njej
asaj	njo
asaj	njen
asaj	her
asaj	njena
vërtetë	resničen
vërtetë	resnično
vërtetë	resnična
vërtetë	prava
vërtetë	realno
vërtetë	res
vërtetë	resnično
vërtetë	zares
përmes	via
përmes	skoz
përmes	skozi
përdoret	uporabljen
përdoret	uporabljena
përdoret	uporabljeno
përdoret	uporabljene
përdoret	uporabljeni
dha	dal
dha	dau
dha	dala
arriti	prispele
arriti	prispel
arriti	prispela
arriti	prispeli
botë	svet
botë	svetovna
botë	svetovno
botë	world
spanjë	španija
ndërkombëtare	mednarodne
ndërkombëtare	mednarodni
ndërkombëtare	mednarodna
ndërkombëtare	mednarodno
shqipëria	albanije
shqipëria	albaniji
shqipëria	albanijo
shqipëria	albanija
sidomos	posebej
sidomos	zlasti
tretë	tretje
tretë	tretji
tretë	tretja
veriore	severna
veriore	severno
veriore	severni
veriore	severne
merr	vzemite
merr	vzemi
merr	dobil
merr	dobi
formë	oblika
formë	oblike
formë	forme
formë	obliko
formë	oblika
formë	obrazec
formë	obliko
kisha	cerkva
kisha	cerkve
kisha	kisha
kisha	cerkev
veçantë	specialno
veçantë	posebna
veçantë	posebne
veçantë	poseben
veçantë	posebno
shteti	dežela
shteti	država
shteti	državo
shteti	stanje
shteti	država
shteti	državno
vende	kraji
vende	sedeže
vende	sedeži
ndeshje	ujemanje
ndeshje	ujema
njerëzit	ljudje
njerëzit	ljudstvo
njerëzit	osebe
njerëzit	ljudi
ende	vseeno
ende	še
maqedonisë	makedonijo
maqedonisë	makedonija
shënoi	označena
shënoi	označeni
shënoi	označene
shënoi	označeno
fitoi	zmagali
fitoi	zmagala
fitoi	zmagal
vendi	dežela
vendi	država
vendi	državo
vendi	plac
vendi	kraj
http	http
faqe	lice
faqe	stran
faqe	strani
jeta	zivljenje
jeta	life
jeta	življenje
popullsia	prebivalstvo
popullsia	populacija
shqiptarët	albanci
kryetar	govornik
kryetar	govorec
kryetar	zvočnik
kryetar	župan
kryetar	županja
kryetar	zupan
kryetar	predsednik
luajtur	igral
luajtur	igrala
luajtur	igralo
shtëpi	house
shtëpi	hiša
shtëpi	hisa
shtëpi	hiška
shtëpi	hiš
shtëpi	hiške
shtëpi	hiše
shtëpi	domača
shtëpi	doma
shtëpi	domov
shtëpi	dom
gjuhë	jezike
gjuhë	jeziki
gjuhë	jezik
gjuhë	jezikovno
gjuhë	jezikovna
gjuhë	jezik
historike	zgodovinski
historike	zgodovinska
historike	zgodovinsko
historike	zgodovinski
historike	zgodovinsko
historike	zgodovinska
historike	zgodovinske
fetare	verske
fetare	verski
fetare	versko
fetare	verska
fetare	verskega
perëndimore	zahodna
perëndimore	zahod
perëndimore	zahodno
perëndimore	zahodna
perëndimore	zahodni
perëndimore	western
perëndimore	zahodno
tri	tri
tri	trije
tri	tremi
tri	three
shembull	zgled
shembull	primer
ekonomike	ekonomski
ekonomike	gospodarski
ekonomike	gospodarsko
ekonomike	ekonomske
ekonomike	ekonomska
ekonomike	varčno
tilla	takšne
tilla	takšna
tilla	take
saint	sveti
saint	svetnik
saint	svetnica
saint	saint
asnjë	nobene
asnjë	nobenega
asnjë	noben
asnjë	nobena
plotë	poln
plotë	full
plotë	polno
plotë	polni
plotë	polna
rajoni	regiji
rajoni	regija
rajoni	okrožje
shqiptarëve	albanci
shkolla	šole
shkolla	šol
shkolla	šole
shkolla	šolo
shkolla	šola
afër	blizu
afër	zapri
drejt	naravnost
drejt	ravne
lindje	vzhodni
lindje	vzhod
lindje	vzhodna
lindje	vzhodno
historia	zgodba
historia	zgodbo
historia	zgodovina
historia	zgodovino
film	film
film	film
figura	sliko
figura	podoba
figura	slika
figura	številke
figura	figure
zoti	boga
zoti	bog
zoti	gospod
kosova	kosova
kosova	kosovo
gjuha	jezik
gjuha	jezikovno
gjuha	jezikovna
gjuha	jezik
studimet	študij
studimet	študije
familje	druzina
familje	družina
duket	zgleda
tha	said
fillon	prične
fillon	zagon
gjerë	široka
gjerë	široki
gjerë	široko
gjerë	širok
greke	grški
greke	grško
greke	grk
greke	grška
qëllim	namen
city	city
city	mesto
city	mestu
tempulli	svetišče
tempulli	tempelj
tempulli	hram
tempulli	temple
kane	kane
kane	kana
von	von
lufta	vojno
lufta	vojne
lufta	vojna
rast	case
rast	zaboj
rast	primer
vjen	pride
vjen	prihaja
grupi	band
grupi	bend
grupi	ansambel
grupi	skupino
grupi	skupinsko
grupi	skupinski
grupi	skupinska
grupi	skupina
pare	videli
pare	videl
pare	viden
pare	videna
itali	italija
arritur	dosežene
arritur	dosežen
arritur	dosežena
arritur	doseženo
arritur	doseženi
arritur	dosežen
arritur	dosežena
arritur	doseženo
arritur	dosežene
shumica	večina
shumica	večini
shumica	večine
rëndësishëm	instrumentalna
svg	svg
shkencore	znanstvena
shkencore	znanstveno
shkencore	znanstvene
autor	avtor
përpara	naprej
përpara	pred
përpara	preden
përpara	prej
punës	porod
tregon	označuje
tregon	nakazuje
tregon	pokaže
tregon	prikaže
tregon	oddaje
tregon	oddaj
tonë	naše
tonë	naš
tonë	najina
tonë	naši
tonë	najin
tonë	naša
njerëz	ljudje
njerëz	ljudstvo
njerëz	osebe
njerëz	ljudi
jugore	južna
jugore	južno
jugore	južni
botuar	objavljene
botuar	objavljena
botuar	objavljeno
botuar	objavljeni
botuar	objavljen
pesë	pet
pesë	five
anëtar	članica
anëtar	član
anëtar	poslanec
prandaj	zato
prandaj	zatorej
lloji	prijazen
lloji	prijazno
lloji	type
lloji	vrsta
lloji	tip
emër	samostalnik
emër	ime
ibn	ibn
grup	skupino
grup	skupinsko
grup	skupinski
grup	skupinska
grup	skupina
mali	gora
mali	gorsko
mali	gorski
mali	planina
mali	goro
mali	priklop
mali	mount
mali	mali
zhvillimin	razvoj
und	und
john	john
john	janez
john	janeza
vendet	sedeže
vendet	sedeži
vendet	kraji
vendet	države
poshtë	dol
poshtë	navzdol
poshtë	spodaj
poshtë	dno
poshtë	spodaj
fjala	beseda
fjala	besedo
qendrore	osrednje
qendrore	centralne
qendrore	centralno
qendrore	osrednji
qendrore	centralni
jep	daje
jep	subvencije
jep	donacije
jep	zagotavlja
jep	dej
jep	daj
wikipedia	wikipedia
bashkë	skupaj
hershme	zgodnje
hershme	zgodnja
hershme	zgodnji
hershme	zgodaj
jugut	južno
jugut	jug
jugut	južna
lindore	vzhodni
lindore	vzhodna
lindore	vzhodno
përfshinë	vključeni
përfshinë	vključena
përfshinë	vključene
përfshinë	vključen
përfshinë	vključeno
italia	italija
qarqet	krogi
qarqet	kroge
qarqet	krogov
qarqet	vezja
qarqet	vezij
qarqet	okrožij
qarqet	okrožja
punë	zaposlitev
punë	job
punë	opravilo
punë	delo
punë	dela
punë	delo
hapur	odpri
hapur	odprto
njihet	znana
njihet	znane
njihet	znan
njihet	znani
njihet	znano
njihet	poznan
qendra	središče
qendra	center
qendra	središče
qendra	center
libri	knjigo
libri	knjiga
romake	rimljan
romake	rimska
romake	roman
romake	romana
romake	rimske
shquar	ugleden
shquar	razlikovati
caktuar	dodeljene
caktuar	dodeljena
caktuar	dodeljeno
caktuar	dodeljen
caktuar	dodeljeni
administrative	upravne
administrative	administrativna
administrative	upravna
pati	patty
pati	patti
burimi	vir
burimi	vir
sistemi	sistem
politik	politični
politik	politično
politik	politična
fushë	field
fushë	polje
shtëpia	domača
shtëpia	doma
shtëpia	domov
shtëpia	dom
shtëpia	house
shtëpia	hiša
shtëpia	hisa
shtëpia	hiška
kete	to
kete	ta
kete	tole
kete	tega
ora	čas
ora	časa
ora	ora
ora	ura
gola	cilji
serbe	srb
serbe	srbski
serbe	srb
serbe	srbsko
detit	morje
burim	vir
njeri	človeško
njeri	človeška
njeri	človeški
njeri	moški
njeri	mož
njeri	človek
not	plavanje
not	plavanja
faqet	strani
faqet	lica
ate	njega
ate	ga
lirë	ohlapno
lirë	sproščeno
lirë	prostosti
lirë	ceneno
lirë	poceni
lirë	svoboden
lirë	prosto
lirë	free
lirë	svobodna
lirë	brezplačno
lirë	brezplačna
bardhë	bel
bardhë	bela
bardhë	belo
bardhë	beli
bardhë	bele
komuniste	komunistično
komuniste	komunist
komuniste	komunistična
komuniste	komunistični
gjermane	nemško
gjermane	nemec
gjermane	nemška
gjermane	nemščina
gjermane	nemški
ujë	vode
ujë	vodo
ujë	voda
zhvilluar	razvita
zhvilluar	razvite
zhvilluar	razvit
zhvilluar	razvito
zhvilluar	razviti
rrethi	krog
koha	čas
koha	časa
letrare	literarni
tokë	zemeljska
tokë	zemlja
tokë	zemlje
tokë	zemljo
tokë	zemljišča
tokë	dežela
tokë	kopno
tokë	zemljišče
tokë	zemljo
histori	zgodba
histori	zgodbo
histori	zgodovina
histori	zgodovino
kreu	glavo
kreu	glava
kreu	head
njeriu	moški
njeriu	mož
njeriu	človek
gjendje	razmere
gjendje	položaj
gjendje	situacijo
gjendje	situacija
gjendje	stanje
gjendje	pogoj
gjendje	stanje
amerikane	ameriške
amerikane	ameriško
amerikane	ameriški
amerikane	ameriška
krye	top
krye	vrh
tirana	tirani
vendos	nastavi
vendos	komplet
vendos	odločite
vendos	odloči
mbajtur	držal
mbajtur	potekala
mbajtur	obdržal
com	com
madje	celo
colspan	colspan
përfshin	vključuje
george	george
elektrike	električno
elektrike	električni
elektrike	električno
elektrike	električna
elektrike	električni
luftë	vojno
luftë	vojne
luftë	vojna
arsye	razlogi
arsye	razlog
arsye	razlogi
punuar	delovalo
punuar	obdelani
punuar	delal
punuar	dela
punuar	delovna
punuar	delovno
punuar	delovni
perëndim	zahodna
perëndim	zahod
perëndim	zahodno
fëmijë	otroci
fëmijë	otrok
fëmijë	otroci
malit	gora
malit	gorsko
malit	gorski
malit	planina
malit	goro
qarku	okrožni
qarku	okrožje
qarku	okraj
qarku	okrožju
qarku	vezja
qarku	vezje
qarku	dirkališče
autori	avtor
shtrihet	razširja
mira	miro
mira	mira
verore	summer
verore	poletna
verore	poletni
verore	poletno
verore	poleti
verore	poletje
ushtarak	vojaška
ushtarak	vojaški
ushtarak	vojska
ushtarak	vojaško
san	san
përsëri	spet
përsëri	znova
përsëri	ponovno
evropian	evropski
evropian	evropska
evropian	evropsko
vendbanim	prebivanje
vendbanim	bivališče
vendbanim	bivanje
vendbanim	rezidenca
vendbanim	prebivališče
familja	druzina
familja	družina
larg	daleč
larg	stran
princi	princa
princi	prince
princi	knez
princi	princ
kaluar	pretekli
kaluar	preteklost
kaluar	preteklosti
pikë	točki
pikë	točk
pikë	točke
pikë	točka
pikë	point
pikë	točko
qeveria	vladna
qeveria	vlado
qeveria	vladno
qeveria	vlada
qeveria	vladni
qeveria	vlade
nobel	nobelovo
nobel	nobel
shkencave	vede
shkencave	ved
shkencave	znanosti
rolin	vloga
jugosllave	jugoslovanske
jugosllave	jugoslovanska
jugosllave	jugoslovansko
jugosllave	jugoslovanski
mal	gora
mal	gorsko
mal	gorski
mal	planina
mal	goro
mal	mal
vetem	sama
vetem	sami
vetem	sam
vetem	le
vetem	samo
vetem	le
vetem	samo
drejtë	naravnost
drejtë	ravne
drejtë	desno
drejtë	right
drejtë	pravica
drejtë	prav
aktor	igralec
italian	italijanske
italian	italijanski
italian	italijansko
italian	italijanska
italian	italijan
skeda	zavihek
skeda	račun
skeda	tab
luajti	igral
luajti	igrala
luajti	igralo
gjashtë	šest
gjashtë	six
universiteti	univerza
gjetur	najdeno
gjetur	najdeni
gjetur	najdena
gjetur	najden
radio	radia
radio	radio
yes	ja
yes	da
formuar	oblikovane
formuar	oblikovani
formuar	oblikovano
formuar	oblikovan
mbretëresha	kraljico
mbretëresha	queen
mbretëresha	kraljica
italiane	italijanske
italiane	italijanski
italiane	italijansko
italiane	italijanska
italiane	italijan
përshkrimi	opis
përshkrimi	poimenovanje
rrugë	ulico
rrugë	street
rrugë	ulica
rrugë	pot
rrugë	cesta
gjerman	nemško
gjerman	nemec
gjerman	nemška
gjerman	nemščina
gjerman	nemški
lashtë	starodavni
lashtë	starodavnih
lashtë	starodavna
lashtë	starodavne
lashtë	starodavno
perandoria	empire
perandoria	imperij
perandoria	cesarstvo
poezi	pesem
poezi	poezija
poezi	poezijo
poezi	poezije
evropiane	evropski
evropiane	evropska
evropiane	evropsko
drejtim	smer
luan	levu
luan	leva
luan	lev
luan	predvaja
luan	igra
luan	igrajo
luan	predvajanje
luan	igranje
artistike	umetniška
artistike	umetniško
artistike	umetniški
mundur	možen
mundur	možna
mundur	možne
mundur	možni
mundur	možno
mundur	poražen
mundur	premagani
mundur	poraženi
mundur	premagan
atje	tam
brendshme	notranjosti
brendshme	notranja
brendshme	notranjost
brendshme	notranje
brendshme	notranji
dita	dita
dita	dan
dita	day
shpejt	kmalu
shpejt	hitri
shpejt	hiter
shpejt	hitra
shpejt	hitro
shpejt	hitro
shpejt	hitro
natyrore	naravnega
natyrore	naravni
natyrore	naraven
natyrore	naravno
natyrore	naravna
natyrore	naravne
veriut	severna
veriut	severni
veriut	severno
veriut	sever
veriut	severna
veriut	severno
veriut	severni
veriut	severne
ndryshe	drugačna
ndryshe	drugačen
ndryshe	drugačni
ndryshe	drugačno
ndryshe	drugače
ndryshe	sicer
ara	pridelkov
ara	poljščine
ara	pridelki
ara	ara
perandori	empire
perandori	imperij
perandori	cesarstvo
perandori	car
perandori	imperator
perandori	cesar
kush	ki
kush	kdo
fusha	polji
fusha	polja
fusha	field
fusha	polje
fusha	območja
fusha	področja
fusha	površine
anglisht	angleško
anglisht	angleščina
anglisht	angleži
anglisht	angleški
forma	oblike
forma	oblike
forma	obrazci
forma	obrazca
forma	oblika
forma	oblike
forma	forme
forma	obliko
forma	oblika
forma	obrazec
forma	obliko
fillimisht	sprva
fillimisht	prvotno
fillimisht	prvotno
muaj	meseci
muaj	meseca
muaj	mesece
muaj	mesecev
muaj	mesec
muaj	meseca
publike	javnosti
publike	javna
publike	javnost
publike	javno
shënuar	označena
shënuar	označeni
shënuar	označene
shënuar	označeno
shtet	dežela
shtet	država
shtet	državo
shtet	stanje
shtet	država
shtet	državno
demokratike	demokratične
demokratike	demokratični
demokratike	demokratično
demokratike	demokratična
filmi	film
filmi	film
veçanërisht	posebej
veçanërisht	zlasti
veçanërisht	specifično
veçanërisht	izrecno
veçanërisht	posebej
moderne	moderna
moderne	sodobno
moderne	sodobna
moderne	sodobni
moderne	moderno
metra	metrov
artit	umetnost
artit	umetnosti
artit	art
artit	umetnina
artit	umetnine
gjithmonë	vedno
gjithmonë	zmeraj
tashmë	ze
tashmë	že
york	yorku
york	york
york	yorka
kryer	izvedene
kryer	predano
kryer	storjena
gjermani	nemčija
sur	sur
erdhi	prispele
erdhi	prispel
erdhi	prispela
erdhi	prispeli
erdhi	prišlo
erdhi	prišel
dorë	roki
dorë	roka
sukses	uspehov
sukses	uspeh
sukses	uspešnost
gjate	dolge
gjate	dolg
gjate	dolgo
gjate	dolgi
gjate	dolga
world	svet
world	svetovna
world	svetovno
world	world
paris	paris
paris	pariz
paris	pariški
shtatë	seven
shtatë	sedem
shtatë	sedmi
shtatë	sedma
shtatë	seventh
shtatë	sedmo
shtatë	sedmega
këngë	pesmi
këngë	pesem
megjithëse	čeprav
megjithëse	čeprav
vazhdoi	nadaljevanje
vazhdoi	nadaljevalo
përmban	vsebuje
përmban	vsebujejo
përmban	vsebovati
përmban	vsebuje
targa	tablice
targa	krožniki
targa	plošče
marrin	prejeti
menjëherë	nemudoma
menjëherë	takoj
gati	pripravljeni
gati	pripravljena
gati	pripravljen
robert	robert
club	klub
club	club
libër	knjigo
libër	knjiga
përfundoi	končano
përfundoi	zaključene
përfundoi	izpolnjeno
përfundoi	končana
përfundoi	zaključena
përfundoi	končalo
përfundoi	končano
përfundoi	končala
përfundoi	končana
mire	pridni
mire	pridna
mire	dober
sistem	sistem
des	des
shekulli	stoletje
periudhë	obdobje
vazhdon	nadaljuje
shoqërore	humanistika
shoqërore	socialno
shoqërore	družabni
shoqërore	družabno
shoqërore	socialne
shoqërore	socialna
shoqërore	družbena
artikuj	členi
artikuj	članki
artikuj	izdelki
sotme	danes
shkrimtar	pisec
shkrimtar	pisateljica
shkrimtar	pisatelj
ndërkohë	medtem
qartë	jasna
qartë	počisti
qartë	jasno
qartë	jasno
huaj	neznanka
huaj	tujec
huaj	neznanec
huaj	tuje
huaj	tuja
huaj	tuji
