les	az
union	szakszervezet
union	unión
union	uniós
construction	építkezés
construction	építési
construction	építés
ancienne	ősi
ancienne	ős
ancienne	ókori
ancienne	idős
ancienne	régit
ancienne	régi
ancienne	öreg
ancienne	régiek
ancienne	korábbi
premiers	először
premiers	első
prend	vedd
prend	veszi
maire	polgármester
présente	ajándék
présente	ajándékok
présente	ajándékot
présente	bemutatja
présente	ajándék
présente	jelen
personnalité	személyiség
personnalité	személyisége
personnalité	egyéniség
ligue	league
ligue	liga
public	nyilvános
public	nyilvánosság
public	nyilvánosan
public	publikus
pages	lapok
pages	oldalakon
pages	oldalak
pages	oldalt
pages	oldal
externe	külső
externe	járóbeteg
simple	egyszerű
simple	szimpla
simple	egyéni
dernière	utoljára
dernière	utolsónak
dernière	last
dernière	utolsó
dernière	legújabb
dernière	legutóbbi
dernière	legfrissebb
henri	henrik
henri	henry
henri	henri
chanson	sanzon
chanson	dalok
chanson	dalokat
chanson	dal
chanson	dalt
chanson	song
poste	poszt
poste	posta
poste	post
poste	bejegyzést
poste	bejegyzésre
poste	bejegyzés
culture	tenyésztés
culture	kultúra
grâce	kegyelem
grâce	grace
développement	fejlesztés
développement	fejlődés
développement	fejlesztési
sortie	kimeneti
sortie	kibocsátás
sortie	kimenő
sortie	kilépés
sortie	kilépő
sortie	kijárat
sortie	ki
empire	birodalom
empire	empire
québec	quebec
david	david
david	dávid
loi	jogszabályok
loi	jog
loi	jogszabály
loi	törvény
loi	aktus
loi	felvonás
équipes	csapatok
côté	côté
côté	oldalra
côté	oldalam
côté	side
mer	tengeren
mer	tengeri
mer	tenger
haute	high
haute	magas
haute	magasan
haute	haute
vue	megtekintés
vue	kilátás
vue	nézet
espagne	spanyolország
mère	anyu
mère	anya
mère	édesanyám
mère	anya
fichier	fájl
fichier	file
fichier	akta
nombreuses	sok
nombreuses	sokan
nombreuses	számos
acteur	színésznek
acteur	színész
parcours	útvonal
parcours	útvonalon
parcours	utazás
recherche	keresés
recherche	kutatás
recherche	kutatások
recherche	kutatási
classement	rangú
classement	osztályozási
classement	besorolás
classement	osztályozás
code	kód
double	kettős
double	dupla
double	duplán
double	másolat
double	ismétlődő
double	kettős
entraîneur	edző
entraîneur	edző
web	web
web	háló
web	webes
arrondissement	borough
arrondissement	kerület
directeur	rendező
directeur	igazgató
directeur	menedzser
directeur	vezető
directeur	kezelő
directeur	igazgató
joseph	joseph
joseph	józsef
ici	itt
vainqueur	győztes
vainqueur	nyertes
réalisé	rendezte
réalisé	rendezett
réalisé	irányított
existe	léteznek
existe	létezni
existe	létezik
existe	létezik
six	hat
créé	létrehozott
créé	létrehozva
créé	teremtett
devant	front
devant	eleje
écrit	írja
écrit	megírva
écrit	írásbeli
écrit	írta
écrit	írott
écrit	írt
écrit	irtam
écrit	írta
écrit	írtam
petite	kis
petite	kicsik
petite	kicsi
petite	kis
petite	kicsi
petite	kevés
petite	petite
bois	fa
bois	wood
bois	erdő
bois	fát
bois	igyál
bois	ital
bois	igy
entreprise	üzleti
entreprise	üzlet
entreprise	társaság
entreprise	vállalat
entreprise	cég
entreprise	század
entreprise	vállalkozás
entreprise	enterprise
retour	visszatérés
retour	vissza
retour	visszatér
retour	vissza
numéro	szám
numéro	száma
principale	fő
principale	main
principale	főbb
principale	igazgató
sainte	sainte
sainte	szent
sainte	saint
sainte	szent
comté	megyei
comté	megye
second	másodszor
second	másodperc
second	második
gare	állomás
gare	pályaudvar
terme	távú
terme	kifejezés
terme	terme
connu	ismeretes
connu	ismertek
connu	ismert
formation	tréning
formation	képzési
formation	kiképzés
formation	képzés
formation	edzés
arts	művészet
arts	művészetek
arts	művészeti
technique	műszaki
technique	technikai
technique	technika
révolution	forradalom
etc	stb
objet	objektum
objet	tárgy
objet	cél
objet	alany
objet	figyelemmel
objet	tárgy
mon	mon
philippe	philippe
philippe	fülöp
philippe	philip
question	kérdés
lorsque	mikor
lorsque	amikor
cinéma	mozi
cinéma	filmek
cinéma	filmeket
cinéma	mozi
plan	térkép
plan	térképet
plan	terv
van	furgon
médaille	érem
médaille	medál
médaille	kitüntetés
serait	volna
serait	lenne
œuvres	alkotások
œuvres	működik
zone	övezet
zone	zóna
zone	terület
zone	környék
écrivain	író
compagnie	társaság
compagnie	vállalat
compagnie	cég
compagnie	század
italien	olasz
italien	olaszország
laquelle	ami
laquelle	melyik
laquelle	mely
laquelle	amely
films	filmek
films	filmeket
films	mozi
films	filmek
films	filmeket
surtout	különösen
surtout	főleg
surtout	leginkább
surtout	főleg
surtout	főként
surtout	többnyire
parfois	néha
parfois	időnként
parfois	alkalmanként
parfois	esetenként
sources	forrás
sources	források
sources	forrás
parc	parc
parc	park
moyenne	átlagos
moyenne	átlagosan
moyenne	átlag
moyenne	közepes
mouvement	mozgás
mouvement	indítvány
mouvement	mozgás
succès	sikeres
succès	siker
rivière	folyami
rivière	folyó
rivière	rivière
jamais	sosem
jamais	soha
jamais	valaha
vidéo	videó
vidéo	video
vidéo	videót
martin	márton
martin	martin
député	képviselő
député	helyettes
député	megbízott
claude	claude
moyen	közepes
moyen	átlagos
moyen	átlagosan
moyen	átlag
san	szan
san	san
bon	jó
peintre	festő
voix	szavazatok
voix	szavazat
voix	hangok
voix	hangokat
voix	ének
voix	hangja
voix	hang
rouge	piros
rouge	piroska
rouge	vörös
rouge	rouge
district	körzet
district	járás
district	kerület
seulement	csak
seulement	kizárólag
pont	pont
pont	híd
pont	bridge
pont	pakli
pont	fedélzeten
pont	fedélzet
libre	ingyenes
libre	ingyen
libre	free
libre	szabad
libre	libre
air	levegő
air	air
sein	melle
sein	mell
milieu	középre
milieu	közép
milieu	középső
milieu	közepes
milieu	középpályás
festival	fesztivál
belgique	belgium
belgique	belgique
grands	nagyok
grands	nagyméretű
grands	nagy
georges	george
georges	györgy
georges	georges
blanc	fehér
blanc	üres
blanc	üresen
gauche	bal
gauche	balra
travaux	munkahelyi
travaux	munka
travaux	működik
donne	donne
passe	passz
produit	termék
diffusion	közvetítés
diffusion	adás
diffusion	diffúziós
diffusion	műsorszolgáltatás
diffusion	terjesztése
diffusion	terjesztés
aide	támogatás
aide	segély
aide	támogatások
aide	segíteni
aide	segítség
action	művelet
action	fellépés
action	cselekvési
action	cselekvés
action	akció
andré	andre
andré	andré
andré	andre
andré	andré
andré	andrás
andré	andrew
font	font
font	betűtípus
réseau	hálózat
réseau	hálózati
réseau	network
utilisé	használt
utilisé	felhasznált
victoire	win
victoire	nyerni
victoire	győzelem
victoire	nyerj
victoire	győzelem
femmes	nőstények
femmes	nőnemű
femmes	nő
femmes	női
femmes	nőstény
femmes	nők
femmes	asszonyok
femmes	női
femmes	nő
minutes	perc
minutes	jegyzőkönyv
minutes	percek
aurait	volna
aurait	lenne
autour	körül
autour	körbe
belge	belga
certaines	bizonyos
certaines	néhány
durée	időtartam
durée	időtartama
espèces	faj
espèces	állatfaj
espèces	fajok
angleterre	anglia
angleterre	england
angleterre	angliai
afrique	afrikai
afrique	afrika
monuments	műemlékek
sens	érzék
sens	értelem
sens	értelme
personne	személy
personne	személyre
personne	senki
mis	rakd
mis	tedd
mis	mis
municipalité	község
municipalité	település
municipalité	önkormányzat
frère	testvér
frère	frère
rencontre	gyűlés
rencontre	találkozás
rencontre	találkozó
rencontre	megbeszélés
rencontre	találkozni
rencontre	találkozó
rencontre	találkozás
trop	is
trop	túl
matchs	gyufa
matchs	egyezés
matchs	egyezik
japon	japán
publié	közzétette
publié	publikált
publié	közzétett
publié	közzétette
publié	kiküldött
publié	közzétett
domaine	mező
domaine	domain
domaine	tartomány
domaine	terület
domaine	környék
eux	ők
eux	őket
eux	ők
professeur	professzor
professeur	tanárnő
professeur	tanár
quartier	környéken
quartier	szomszédság
quartier	környék
quartier	szomszédsági
quartier	szomszédság
quartier	környék
scientifique	tudomány
scientifique	tudós
scientifique	tudományos
honneur	becsület
honneur	megtiszteltetés
honneur	becsület
honneur	megtiszteltetés
seule	egyedül
seule	csak
seule	kizárólag
cause	okok
cause	okozza
cause	okoz
rien	semmi
nouvelles	hírek
nouvelles	hír
nouvelles	újdonság
nouvelles	új
iii	iii
administration	adminisztráció
administration	közigazgatás
administration	ügyintézés
administration	igazgatás
comte	gróf
comte	earl
suivante	következő
fort	erős
fort	erősek
fort	erőd
fort	fort
hockey	jégkorong
hockey	hoki
journal	újság
journal	idővonal
journal	journal
journal	napló
journal	lap
journal	lapjában
journal	napló
journal	naplója
différents	más
différents	különböző
différents	eltérő
rome	róma
possible	lehetséges
dix	dix
dix	tíz
taille	derék
taille	magassága
taille	magasság
taille	méretek
taille	méret
taille	mérete
taille	méret
sport	sport
sport	sport
sport	sportban
principal	fő
principal	main
principal	főbb
principal	igazgató
sujet	téma
sujet	alany
sujet	figyelemmel
sujet	tárgy
référence	hivatkozás
référence	referencia
référence	utalás
croix	croix
croix	kereszt
croix	cross
croix	keresztbe
élections	választások
élections	választási
élections	választás
élections	választások
mettre	rakd
mettre	tedd
titres	értékpapír
titres	értékpapírok
titres	címeket
titres	címek
enfin	végre
millions	millió
millions	milliók
millions	millió
noir	sötét
noir	noir
noir	fekete
noir	black
joue	játszik
londres	londoni
londres	londonban
londres	london
londres	londonba
moment	pillanat
chapelle	chapelle
chapelle	kápolna
russe	orosz
russe	oroszul
russe	oroszország
russe	russe
prince	herceg
prince	prince
malgré	ellenére
activités	tevékenységei
activités	tevékenységek
activités	tevékenység
réalisateur	rendező
réalisateur	igazgató
réalisateur	filmes
monument	emlékmű
sciences	tudomány
sciences	tudományok
radio	rádió
radio	rádiós
radio	radio
classe	óra
classe	osztály
classe	ízléses
classe	előkelő
droite	jobbra
lieux	helyszínek
lieux	helyszínek
lieux	helyek
lieux	helyszínek
lieux	helyek
née	született
née	megszületett
actuel	áramlat
actuel	jelenlegi
actuel	aktuális
actuel	ajándék
actuel	jelen
espace	űr
espace	tér
villes	city
villes	városi
villes	város
villes	városok
villes	városokat
fer	fer
fer	vas
fer	vasat
activité	tevékenységek
activité	tevékenység
activité	aktivitás
commence	kezdődik
commence	kezdődik
organisation	szervezés
organisation	szervezet
organisation	szervezés
organisation	szervezet
sélection	kiválasztási
sélection	válogatás
sélection	kiválasztás
sélection	kijelölés
sélection	kiválasztás
assez	elég
institut	intézet
institut	intézmény
institut	institut
james	james
james	jakab
internationale	international
internationale	nemzetközi
cadre	keretében
cadre	keretrendszer
cadre	keret
cadre	keret
sept	hetes
sept	hét
sept	szept
différentes	más
différentes	különböző
différentes	eltérő
lac	tó
lac	tavi
lac	tavon
lac	lac
affaires	üzleti
affaires	üzlet
télévision	tv
télévision	televízió
duc	duke
duc	herceg
duc	duc
personnage	jellem
personnage	karakter
précédent	precedens
précédent	előző
précédent	korábbi
évêque	futó
évêque	bishop
évêque	püspök
cour	udvar
cour	udvarra
cour	udvaron
cour	bíróság
cour	udvar
cour	court
cour	számvevőszék
richard	richárd
richard	richard
adresse	cím
adresse	címe
php	php
william	william
william	vilmos
thomas	thomas
thomas	tamás
ball	bál
ball	labdát
ball	golyó
ball	labda
ball	ball
résultats	eredmény
résultats	eredmények
résultats	eredményei
hors	le
hors	kikapcsolva
hors	off
hors	hors
problème	gond
problème	probléma
problème	baj
finalement	végre
bonne	jó
nature	jelleg
nature	természet
grandes	nagyok
grandes	nagyméretű
grandes	nagy
michael	michael
michael	mihály
vol	repülőút
vol	repülés
vol	járat
vol	repülési
vol	lopás
port	kikötők
port	kikötő
port	port
port	kikötő
port	harbour
premières	nyersen
premières	nyers
premières	premier
premières	először
