usne	lábios
goveda	bois
hogwarts	hogwarts
tumor	tumor
abba	abba
razmnožavanje	reprodução
niger	níger
beli	beli
beli	whitey
janko	janko
aga	aga
kvadrata	praças
kvadrata	quadrados
akt	nude
akt	nuas
akt	nua
akt	nu
akt	nus
akt	agir
akt	ato
akt	acto
akt	act
rezolucija	resolução
pokrenut	iniciadas
pokrenut	iniciada
pokrenut	iniciado
pokrenut	iniciados
pokrenut	lançado
pokrenut	lançou
pokrenut	lançada
privlači	atrai
privlači	atraem
privlači	atraindo
privlači	atrair
laugardalsvöllur	laugardalsvöllur
pljevlja	pljevlja
tvrdeći	discutindo
tvrdeći	argumentar
tvrdeći	argumentando
tvrdeći	alegando
tvrdeći	reivindicar
tvrdeći	reivindicação
duhana	tabaco
fenotip	fenótipo
vraćen	retornado
vraćen	retornou
vraćen	regressou
vraćen	voltou
vraćen	devolvido
prilikama	ocasiões
počev	começando
počev	iniciando
slabi	fracos
slabi	fraco
slabi	fraca
slabi	fracas
pat	impasse
pat	pat
malmö	malmö
sekundarna	secundárias
sekundarna	secundária
sekundarna	secundário
sekundarna	secundários
pedeset	cinquenta
pedeset	cinqüenta
pedeset	fifty
podvrsta	subespécies
podvrsta	subespécie
terapije	terapias
bloka	bloco
setu	conjunto
setu	definir
setu	set
setu	definido
anderlecht	anderlecht
bremen	bremen
zidine	paredes
zidine	muralhas
zidine	muros
jedu	coma
jedu	come
jedu	comer
ćelijska	celular
uživa	aproveitando
uživa	curtindo
uživa	desfrutando
navijači	fans
navijači	fãs
navijači	ventiladores
navijači	adeptos
navijači	partidários
navijači	apoiantes
navijači	apoiadores
navijači	adeptos
potencijalno	potencialmente
proširena	expandido
proširena	ampliado
proširena	expandida
proširena	expandiu
proširena	aumentado
proširena	aumentados
proširena	ampliado
proširena	aumentadas
proširena	aumentada
graditi	construir
graditi	construa
graditi	build
graditi	constrói
ogledala	espelhos
drveće	árvores
drveće	arvores
odmor	férias
povezati	conecte
povezati	ligar
povezati	conectar
povezati	conexão
čuvar	guardião
čuvar	detentor
antun	antun
genetičko	genética
genetičko	genético
genetičko	genéticos
sobe	sala
sobe	quarto
sobe	salas
sobe	quartos
broz	broz
spolni	sexuais
spolni	sexual
kobilica	carina
slabost	debilidade
slabost	fraqueza
slabost	fraquezas
brza	rápido
brza	fast
čeka	esperando
čeka	aguardando
scenariju	cenário
boys	boys
boys	rapazes
boys	meninos
boys	rapaziada
boys	garotos
preuzimanje	baixando
preuzimanje	agarrando
preuzimanje	agarrar
preuzimanje	download
preuzimanje	baixar
preuzimanje	baixe
preuzimanje	transferir
preuzimanje	descarregar
kimi	kimi
dvorište	pátio
pretpostavka	suposição
pretpostavka	pressuposto
pretpostavka	assunção
pretpostavka	premissa
pretpostavka	premissas
benfica	benfica
zaključka	conclusão
sastojak	ingrediente
sastojak	ingredientes
solna	solna
uši	orelhas
uši	ouvidos
strujanja	correntes
spartak	spartacus
spartak	spartak
universal	universal
universal	universais
sestara	enfermeiras
sestara	enfermeiros
slavenska	eslava
slavenska	eslavos
slavenska	eslava
slavenska	eslavos
donald	donald
apsolutni	absoluta
apsolutni	absoluto
apsolutni	absolutos
ronnie	ronnie
bitaka	batalhas
dešavanja	eventos
dešavanja	acontecimentos
dešavanja	evoluções
dešavanja	desenvolvimentos
jugozapadnom	sudoeste
vojislav	vojislav
mačka	gato
mačka	gata
skokova	saltos
neophodna	necessários
neophodna	necessário
neophodna	necessária
neophodna	necessario
luca	luca
colin	colin
vijećnica	hall
vijećnica	salão
zadrži	mantenha
zadrži	continue
zadrži	continuem
zadrži	manter
monroe	monroe
bara	bara
rama	rama
gudački	string
mirno	pacificamente
građevinski	construção
građevinski	construções
diskovi	discos
diskovi	disquetes
aspekt	aspecto
addclass	addclass
čulo	sentido
čulo	senso
zvijeri	fera
zvijeri	besta
zvijeri	bestas
zvijeri	feras
odražava	reflectindo
odražava	refletindo
odražava	reflete
odražava	reflecte
odražava	reflita
prođe	passes
prođe	passa
moral	moral
moral	moral
moral	moral
moral	moralidade
boban	boban
dovoljan	suficiente
dovoljan	chega
dovoljan	suficiente
dovoljan	suficientes
antonije	antónio
antonije	antony
antonije	antônio
prefiks	prefixo
česti	frequentes
česti	frequente
namjeru	intenções
namjeru	intenção
ers	ers
prikupljanje	cobrar
prikupljanje	recolher
prikupljanje	coletar
maya	maya
maya	maia
odredbe	disposições
odredbe	provisões
bis	bpi
bis	bis
zločini	crimes
stalna	permanente
stalna	permanentes
dlaka	hair
dlaka	cabelos
dlaka	pêlo
dlaka	cabelo
prijateljstvo	amizades
prijateljstvo	amizade
raja	raja
hansen	hansen
antropologija	antropologia
svečano	cerimónia
svečano	cerimônia
svečano	cerimónias
svečano	solenes
svečano	solene
napoli	napoli
napoli	nápoles
koalicija	coligação
koalicija	coalizão
ricardo	ricardo
dobrovoljno	voluntariamente
dobrovoljno	voluntário
dobrovoljno	voluntariado
dobrovoljno	voluntária
dobrovoljno	voluntários
rtb	rtb
markt	markt
povjerenje	confiança
povjerenje	confidência
povjerenje	trust
povjerenje	confiar
povjerenje	confia
povjerenje	confiança
povjerenje	confie
oblak	nuvens
oblak	nuvem
oblak	cloud
auf	auf
škoda	skoda
škoda	škoda
žica	arame
žica	fios
žica	fio
folk	folk
korisno	utilidade
korisno	útil
korisno	úteis
mentalno	mental
mentalno	mentais
mentalno	mentalmente
skala	balança
skala	escalar
skala	escala
ruševine	ruínas
donesena	tirada
donesena	tomado
donesena	levado
donesena	tomadas
donesena	tiradas
stevens	stevens
proglašenja	proclamação
proglašenja	declarando
patuljasta	anã
patuljasta	anão
sličnost	semelhança
trgovac	mercador
trgovac	comerciante
jennifer	jennifer
jonas	jonas
senad	senad
prunus	prunus
away	away
odbijeni	repelido
svjedok	testemunha
svjedok	testemunhar
stiče	adquire
partnera	sócio
partnera	parceira
partnera	parceiro
troškovi	gastos
troškovi	despesas
troškovi	custos
troškovi	despesas
bosanci	bósnios
rpm	rpm
višak	excedente
višak	excedentes
višak	excesso
višak	excessos
nob	nob
prazan	vazios
prazan	vazio
prazan	vazia
prazan	esvaziar
prazan	vazias
mayer	mayer
zabranjena	proibida
zabranjena	proibidos
zabranjena	banida
zabranjena	banido
zabranjena	proibido
intelektualaca	intelectuais
dimitrije	dmitry
ukidanje	abolir
krive	culpe
krive	culpa
krive	culpas
krive	culpar
tačna	precisos
tačna	true
tačna	verdadeiro
tačna	verdade
tačna	verdadeira
mex}}	mex}}
zavise	depender
zavise	dependem
räikkönen	räikkönen
rick	rick
sive	cinzenta
sive	cinzento
sive	cinza
sive	grey
sive	cinzentos
bilje	ervas
kopno	continente
živote	lives
živote	mora
živote	vidas
živote	vive
vojvodina	voivodina
neophodan	necessários
neophodan	necessário
neophodan	necessária
neophodan	necessario
okus	gosto
okus	sabor
okus	provar
okus	prove
konjanika	cavaleiros
orbitalni	orbital
orbitalni	orbitais
darije	darius
darije	dario
ubila	assassinado
ubila	assassinadas
ubila	assassinada
ubila	assassinados
ubila	morto
ubila	matou
brine	preocupações
brine	inquietações
opremljena	equipados
opremljena	equipada
opremljena	equipadas
opremljena	equipado
bitan	importante
bitan	importantes
prihvati	abrace
prihvati	abraço
prihvati	abraçar
prihvati	abraça
prihvati	aceitamos
prihvati	aceite
prihvati	aceito
prihvati	aceitar
prihvati	aceita
stafa	stafa
ruta	rota
ruta	percurso
bilten	newsletter
bilten	boletim
nina	nina
nsdap	nsdap
sima	sima
invazija	invasões
invazija	invasão
gosti	hóspedes
gosti	convidados
gosti	convidadas
povukla	retirou
smještaj	hospedagem
smještaj	acomodações
malezija	malásia
afričkih	africana
afričkih	africanos
afričkih	africano
kovanica	moedas
droga	fármacos
droga	droga
droga	drogas
droga	fármaco
droga	droga
efikasno	eficiente
efikasno	eficientes
efikasno	efectivo
efikasno	eficazes
efikasno	efetivo
efikasno	eficaz
efikasno	eficientemente
istraživača	exploradores
vrbas	vrbas
kontroli	controle
kontroli	control
kontroli	controlo
testovi	exames
testovi	testes
testovi	ensaios
kontinent	continente
obnova	renovação
obnova	reconstrução
pristalica	apoiante
pristalica	partidários
pristalica	apoiantes
pristalica	apoiadores
pristalica	adeptos
pristalica	gladiador
pristalica	impulsionador
stoney	stoney
pregovori	negociação
pregovori	negociações
pregovori	palestras
pregovori	conversações
pregovori	negociações
rizika	riscos
tumačenje	interpretação
prijeti	ameaçador
prijeti	ameaçando
prijeti	ameaçar
plaća	salário
stranim	estrangeiro
stranim	estrangeira
stranim	estrangeiras
stranim	estrangeiros
kal	kal
kal	khal
platiti	pagar
platiti	paga
platiti	pague
emma	emma
emma	ema
dobara	bens
dobara	mercadoria
dobara	mercadorias
dobara	guloseimas
ekologija	ecologia
izbjeći	evitar
izbjeći	evita
izbjeći	evitem
izbjeći	evite
referendum	referendo
izazvala	causado
izazvala	causou
izazvala	causados
izazvala	causada
odjednom	subitamente
pašić	pašić
jin	jin
grofica	condessa
made	feitos
made	feita
made	feito
made	made
muzičari	músicos
odredi	determinar
odredi	determina
odredi	determinam
odredi	determine
vlasnici	proprietários
vlasnici	donos
qemal	qemal
angažman	noivado
angažman	interação
angažman	envolvimento
punom	cheia
punom	plena
punom	pleno
punom	full
punom	cheio
klement	clemente
klement	clement
mon	seg
mon	mon
metak	bullet
metak	bala
rupe	furos
rupe	orifícios
rupe	buracos
hemijsku	pen
hemijsku	caneta
hemijsku	canetas
osiguranja	seguros
osiguranja	seguradora
osiguranja	seguro
futsal	futsal
ivanov	ivanov
gana	gana
express	express
express	expresso
express	expressar
express	expressa
pozicijama	posições
divlji	selvagem
divlji	wild
divlji	selvagens
polazi	folhas
skali	scully
litara	litros
bratstvo	fraternidade
bratstvo	fraternidade
bratstvo	irmandade
depresije	depressões
plamen	chama
plamen	chamas
sna	sonhar
sna	dream
sna	sonho
bafta	bafta
jarac	capricórnio
čudo	milagre
krk	krk
doyle	doyle
dobit	lucro
dobit	lucros
jadrana	adriático
rommel	rommel
rastvara	dissolução
napadača	atacantes
napadača	agressores
duboka	profunda
duboka	profundo
duboka	deep
weber	weber
ustavni	constitucional
ustavni	constitucionais
thomson	thomson
režnja	lóbulos
zatvaranje	fechamento
zatvaranje	encerramento
zatvaranje	fechamento
zatvaranje	fechando
zatvaranje	fecho
zatvaranje	encerramento
zatvaranje	fechar
zaštitnik	protetor
zaštitnik	protectora
zaštitnik	protector
étienne	étienne
étienne	etienne
profesionalna	professional
profesionalna	profissionais
profesionalna	profissional
mjuzikl	musical
mjuzikl	musicais
mačke	cats
mačke	gatos
mačke	gatas
campbell	campbell
azijski	asiáticas
azijski	asiática
azijski	asiático
azijski	asiáticos
romeo	romeu
romeo	romeo
dometa	cordilheira
dometa	alcance
dometa	intervalo
dometa	gama
sirija	síria
egipatska	egípcio
egipatska	egípcia
egipatska	egípcios
pijeska	areia
wta	wta
ward	ward
arhipelag	arquipélago
coli	coli
pozadina	antecedentes
pozadina	fundo
razdvaja	separando
razdvaja	separar
pogubljen	executadas
pogubljen	executado
pogubljen	executados
pogubljen	executada
razdvajanje	separação
razdvajanje	dividindo
pečat	selo
pečat	carimbo
pečat	foca
pečat	lacre
pečat	selo
programima	programas
programima	programas
franco	franco
celtic	celta
celtic	celtic
celtic	celtas
grešku	engano
grešku	erro
inspiracija	inspiração
odobrenje	homologação
odobrenje	aprovação
odobrenje	apuramento
odobrenje	depuração
palata	palácios
palata	palácio
palata	palace
koristan	utilidade
koristan	útil
koristan	úteis
primati	primatas
fleming	fleming
izborni	electiva
mol	verruga
mol	mole
mol	toupeira
mol	mol
staklo	vidro
staklo	copo
staklo	vidros
povreda	lesões
povreda	lesão
povreda	prejuízo
povreda	ferimento
sisari	mamíferos
sisari	mamífero
sisari	mamíferos
barthel	barthel
uređajima	dispositivos
uređajima	aparelhos
specifičan	distinta
specifičan	distintos
specifičan	distintas
specifičan	distinto
posthumno	póstumo
posthumno	postumamente
automobili	automóveis
automobili	carros
maksimir	maksimir
distribuciju	repartição
distribuciju	distribuição
obilježena	marcadas
obilježena	marcou
obilježena	marcados
obilježena	marcado
obilježena	marcada
brennan	brennan
resursi	recursos
davies	davies
zastupnik	representante
zastupnik	representativo
zastupnik	representativa
vezir	vizir
bonus	bonus
bonus	bônus
bonus	bónus
plaža	praia
plaža	praias
lucy	lúcia
lucy	lucy
lucy	lucia
lokacijama	localizações
lokacijama	localidades
lokacijama	locais
anatomski	anatomicamente
specijalno	especialmente
specijalno	especial
specijalno	special
specijalno	especiais
ateizam	ateísmo
drevne	antiga
drevne	antigo
drevne	antigos
drevne	antiguidade
drevne	ancião
parma	parma
rejting	classificação
rejting	notação
rejting	classificações
rejting	audiência
rejting	notações
lipa	lipa
konji	cavalos
babić	babić
mhz	mhz
peći	fornos
peći	fogão
peći	fornos
phillips	philips
phillips	phillips
lars	lars
donijeti	trazer
donijeti	tragam
donijeti	traga
donijeti	traz
peto	quinto
peto	quinta
označeni	marcada
označeni	marcados
označeni	identificado
označeni	marcado
označeni	identificada
lazar	lázaro
lazar	lazar
kupiti	compra
kupiti	buy
kupiti	compre
kupiti	compro
kupiti	comprar
foto	foto
foto	fotografia
minimum	mínimos
minimum	mínimo
minimum	mínima
minimum	minimo
shu	shu
nadzor	vigilância
kora	casca
kora	crosta
kora	cora
norma	norma
norma	norma
norma	norm
kuka	hook
kuka	gancho
kuka	anzol
hana	hannah
hana	hana
paralelne	paralelo
paralelne	paralelas
paralelne	paralelos
paralelne	paralela
uspona	ups
piero	piero
hitchcock	hitchcock
crkava	igrejas
tokio	tokyo
tokio	tóquio
gibson	gibson
himne	hino
kepler	kepler
primaju	receber
primaju	recebe
primaju	recebem
primaju	receba
ole	ole
vjerovatnoća	probabilidade
vjerovatnoća	probabilidades
concat	concat
krilima	alas
krilima	asas
krilima	wings
uništava	destrói
vozi	conduzir
vozi	conduza
vozi	conduz
vozi	drive
rado	rado
disney	disney
meti	direcionados
meti	direcionado
tehnološki	tecnológico
tehnološki	tecnológica
poglavlja	capítulos
geobox	geobox
slo	slo
napulj	nápoles
napetosti	acúmulo
napetosti	acumulação
bonaparte	bonaparte
ahmet	ahmet
prijem	admissão
prijem	recepção
prijem	receção
rekli	said
rekli	disse
gilles	gilles
blato	lama
stavi	colocar
stavi	coloca
stavi	pôr
stavi	posta
stavi	coloque
pravna	jurídica
pravna	jurídico
pravna	legal
pravna	legais
radoslav	radoslav
detektiv	detective
detektiv	detetive
italia	italia
norme	norma
norme	norm
obnovljen	renovada
obnovljen	renovado
obnovljen	renovados
obnovljen	renovadas
administrator	administrador
administrator	administradora
javier	javier
proizvoditi	produza
proizvoditi	produzir
povod	ocasião
društava	sociedades
bek	beck
bek	bek
aljehin	alekhine
depresija	depressão
uzorka	amostra
uzorka	amostras
senna	senna
nih	nih
španci	espanhóis
maksimum	máximo
maksimum	máxima
mok	mok
dec	dezembro
dec	dec
pješak	pedestres
pješak	peões
pješak	pedestre
pješak	peão
pješak	peão
hronološki	cronológica
imajući	rolamento
imajući	mantendo
imajući	manter
nou	nou
zubi	dentes
zubi	dente
ted	ted
formirane	formado
formirane	formada
formirane	formados
opticaju	circulação
opticaju	tiragem
brad	brad
obroncima	encostas
obroncima	pistas
tunela	túneis
posmatra	observar
posmatra	observando
posmatra	relógios
posmatra	observando
posmatra	assistindo
posmatra	vendo
laurie	laurie
zabrana	ban
zabrana	banimento
zabrana	banir
zabrana	proibição
suárez	suárez
komunistička	comunistas
komunistička	comunista
ukr	ukr
markus	markus
nezadovoljstvo	descontentamento
nezadovoljstvo	desagrado
nezadovoljstvo	insatisfação
talas	onda
talas	acenar
talas	wave
sierra	serra
bush	mato
bush	bush
bush	arbusto
upada	raid
pjevao	sang
pjevao	cantava
pjevao	cantou
pjevao	cantaram
slab	fracos
slab	fraco
slab	fraca
slab	fracas
hitovi	sucessos
hitovi	hits
hitovi	acertos
alexis	alexis
almir	almir
banda	gangue
banda	gang
banda	quadrilha
banda	bando
krista	krista
jelo	prato
pilota	pilotos
hiv	vih
hiv	hiv
koplja	lanças
koplja	spears
koplja	dardo
bra	soutien
bra	sutiã
bra	bra
lakers	lakers
pušenje	fumando
pušenje	tabagismo
pušenje	fumar
pušenje	fumadores
churchill	churchill
direktan	directa
direktan	direta
direktan	diretos
direktan	direct
direktan	direto
betula	betula
siciliji	sicilia
siciliji	sicília
mergedrow	mergedrow
okoliša	ambiental
allahu	allahu
allahu	deus
théâtre	théâtre
boli	magoa
boli	doi
boli	machuca
boli	dói
sdp	sdp
otkrije	revelar
otkrije	revele
otkrije	descubra
otkrije	descobre
otkrije	descobrir
otkrije	descubram
jakih	dosagens
kum	padrinho
operativnu	operativo
operativnu	operacional
papua	papua
papua	papuásia
kriterij	critério
hamza	hamza
stepa	estepes
stepa	estepe
pijanist	pianista
misty	misty
iznose	montantes
iznose	quantidades
iznose	quantias
administracija	administração
čarobnjak	wizard
čarobnjak	mágico
čarobnjak	assistente
čarobnjak	mago
čarobnjak	feiticeiro
suđenja	julgamentos
suđenja	ensaios
tragovima	pistas
tragovima	pegadas
tragovima	pisadas
tragovima	passos
upravljaju	governado
upravljaju	governados
upravljaju	regidos
upravljaju	regido
upravljaju	governada
theodor	theodor
udp	udp
paz	paz
ikona	ícone
ikona	ícones
glad	fome
glad	fome
parc	parc
planirana	planeado
planirana	planejou
planirana	planejado
planirana	planejada
planirana	planeada
access	acessar
access	acessos
access	acesso
emitira	transmissões
stalnih	persistente
stalnih	persistência
stalnih	persistentes
principi	princípios
principi	principios
izgubi	perde
izgubi	perder
izgubi	perca
izgubi	percam
izgubi	perde
homer	homer
homer	homero
republikanska	republicana
republikanska	republicanos
republikanska	republicano
gan	gunn
bruto	bruta
bruto	nojento
bruto	gross
bruto	brutos
bruto	bruto
classic	clássica
classic	clássicos
classic	classic
classic	clássico
alel	alelo
gandhi	gandhi
jednaki	iguais
jednaki	igualar
jednaki	equal
jednaki	igual
izdavanje	emitindo
izdavanje	emissão
hubble	hubble
einstein	einstein
civilna	civil
civilna	civis
civilna	civil
civilna	civis
teritorijalna	territorial
teritorijalna	territoriais
schalke	schalke
mine	minas
stabilan	estável
stabilan	estáveis
stabilan	estábulo
emily	emily
ferenc	ferenc
nosača	operadora
nosača	transportadora
nosača	portadora
nosača	transportador
kuna	kuna
dođu	vem
dođu	venham
