پایانه	terminal
مبدا	porijekla
مبدا	porijeklo
رولز	rolls
آرژانتینی	argentinac
کیل	kale
کیل	kiel
وقفه	organizatore
وقفه	prekida
وقفه	prekida
گواهینامه	dozvola
گواهینامه	licenca
گواهینامه	dozvolu
گواهینامه	licencu
گواهینامه	certifikat
روال	rutinske
آمینه	amino
زامبیا	zambije
تم	tam
تم	tema
فاش	otkrivaju
فاش	otkriti
فاش	otkrije
ویروسی	virus
بابلی	babilon
صداهای	glasovi
سوسن	susan
رینگ	ring
رینگ	prsten
خطرات	rizika
خطرات	opasnosti
هاردی	hardy
مخالفین	opozicioni
مخالفین	protivljenje
مخالفین	opozicija
گوزن	jelen
گوزن	jelen
نیومن	newman
نیومن	neumann
دورتموند	dortmund
الیاس	elias
لیزری	laser
پاداش	bonus
پاداش	nagrade
پاداش	nagrada
نفرین	prokletstvo
لمس	dodir
لمس	dotakao
سوئیسی	švicarska
سوئیسی	švicarski
مهندسین	inženjera
مهندسین	inženjeri
قشر	korteks
طاووس	paun
اسکلت	šasije
اسکلت	kostur
پدربزرگ	djed
پدربزرگ	dedo
پدربزرگ	djed
پدربزرگ	dedo
گروپ	grupa
انحصار	monopol
منجمد	zamrznuti
فواصل	intervalima
فلامینگو	flamingo
خدایی	allah
خدایی	allaha
خدایی	allahu
خدایی	bog
سیار	mobilni
سیار	mobilne
پادگان	garnizona
گرمایش	zagrijava
خلاقیت	kreativnost
خلاقیت	kreativne
خلاقیت	kreativna
خلاقیت	kreativno
خلاقیت	kreativni
اسپورتینگ	sporting
اسپورتینگ	sportskim
اسپورتینگ	sportski
اسپورتینگ	sportskom
اسپورتینگ	sportska
امریکایی	američki
امریکایی	amerikanac
بارون	baron
بارون	kiša
بیکر	baker
بروسیا	borussia
گی	gej
گی	gay
مخرب	destruktivne
تهمت	klevetu
تاسیسات	objekat
آبیلا	ávila
حسگر	senzor
مستعمره	kolonija
بودا	budo
خودگردان	autonomni
خودگردان	autonomne
خودگردان	autonomna
محققین	istraživači
قسطنطنیه	konstantinopolj
ایمن	ayman
ایمن	osigurati
ایمن	osigurali
ایمن	obezbjedi
ایمن	osigurana
ایمن	obezbjeđen
جفرسون	jefferson
ناخواسته	neželjene
ناخواسته	neželjena
کاوشگر	lander
کاوشگر	istraživač
کاوشگر	explorer
قطعاً	definitivno
ویرانی	uništavanje
ویرانی	uništenja
ویرانی	uništenje
غده	tumor
غده	žlijezda
بروک	brooke
بروک	brook
کاله	kalle
کاله	calais
مرمر	mramor
مقاصد	namjere
مقاصد	svrhe
مقاصد	destinacije
زیارتگاه	oltar
سنتور	kentaur
انعقاد	koagulacija
توفیق	pomoć
رکن	stub
پاسخگویی	odgovor
پاسخگویی	odgovor
جنسیتی	spol
گیلبرت	gilbert
پدرو	pedro
تریلر	triler
چاک	chuck
ضلعی	četverougao
خوک	svinje
خوک	svinju
بازوی	ruka
دوازدهمین	dvanaestu
مدیاویکی	mediawiki
بیداری	awake
جامی	pehari
جامی	kup
نیکون	nikon
آری	aye
تزئینات	odlikovanja
شوهرش	muž
کالین	colin
کالین	kolin
برونو	bruno
مارپیچی	spiralna
باخ	bacha
باخ	bach
قذافی	gaddafija
قذافی	gaddafi
مونتاژ	montaža
گمنام	anonimno
ناراحتی	sadu
محبت	dobroti
محبت	dobročinstvo
محبت	naklonosti
باک	bak
باک	bak
باک	bock
کارا	kara
کارا	cara
جنبشی	kinetička
وبا	kolera
جهانگردان	istraživači
جهانگردان	istraživača
آستوریاس	asturije
پیشوند	prefiks
بیهوشی	pomračenja
نشستن	sjede
نیایش	invocation
نیایش	molitvi
نیایش	molitve
کلامی	usmeni
کلامی	jezičke
تناقض	kontradikcije
تناقض	paradoks
تناقض	kontradikciju
قضائیه	pravosuđa
قضائیه	pravosuđe
قضائیه	pravosuđu
تعطیلی	gašenje
لیندا	linda
قسم	zakletva
آرم	ruka
دلاور	delaware
اتصالات	veze
فراخوانی	nazivajući
فراخوانی	zovem
فراخوانی	nazivaju
فراخوانی	nazvavši
فراخوانی	pozivajući
اسیدی	kiseline
بیکاری	nezaposlenost
فلفل	biber
هاپکینز	hopkins
کالاها	dobara
کالاها	robu
کالاها	roba
لیبریا	liberija
لای	lai
لای	ležao
پنجشنبه	četvrtak
بقای	opstanak
بقای	preživljavanje
نامیبیا	namibije
سورینام	surinama
طیفی	spektralnu
جن	jen
عذرخواهی	apologies
میکس	miks
یوهانس	johannes
عملگر	operatora
عملگر	operater
فرصتی	prilika
فرصتی	priliku
فرصتی	prilike
اخطار	obavještenje
اخطار	upozorenje
اخطار	upozoravajući
اخطار	upozorenja
بخارست	bukurešt
حباب	mehurići
حباب	mjehur
گرانت	grunt
گرانت	grant
تقریب	aproksimacija
هیلاری	hillary
هیلاری	hilary
بهاری	proljeće
بهاری	proleće
مزدا	mazda
گان	gan
کپنهاگ	kopenhagen
کارولین	caroline
کارولین	karolina
صدمه	štetu
صدمه	oštećenja
صدمه	štete
صدمه	oštećenje
صدمه	bole
شارژ	optužba
شارژ	naboj
شارژ	optužen
ملایم	blaga
ملایم	blagi
ملایم	blaži
ملایم	blage
ملایم	meka
ملایم	meku
ییلاق	zemlja
مایا	maya
مایا	maja
داند	zna
اشتوتگارت	stuttgart
جوار	priznaje
لانه	gnijezdo
لانه	den
منسوخ	prevaziđen
سانسکریت	sanskrit
محکومیت	uvjerenja
محکومیت	osude
امتیازات	privilegije
امتیازات	desetine
امتیازات	skor
استعمال	upotreba
محفوظ	zaštićeni
محفوظ	zaštićen
محفوظ	zaštićena
محفوظ	proučena
شبح	fantom
شبح	duh
شبح	duha
انگل	engel
انگل	paraziti
انگل	parazita
فروشنده	prodavač
کمیل	camille
کمیل	kamil
تانسور	tensor
منظره	pejzaž
تلفیقی	marame
واتیکان	vatikana
واتیکان	vatikan
گریس	grace
اتلتیک	atletski
اتلتیک	athletic
موضوعاتی	teme
ایسنا	isna
آیدین	aydın
سالمندان	starije
ماموران	oficiri
ماموران	službenici
ماموران	oficire
روحیه	moral
عشقی	ljubav
موجودیت	entitet
مارکسیست	marksistička
تدبیر	regulira
تدبیر	regulišu
تدبیر	regulira
تدبیر	plan
دریاها	morima
سفال	grnčarija
رودریگز	rodriguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	ris
ریس	rhys
ریس	reiss
بشریت	čovječnosti
بشریت	čovječanstvo
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fidži
سمرقند	samarkand
ارضی	teritorijalnoj
ارضی	teritorijalni
ارضی	teritorijalna
ارضی	teritorijalne
هانتر	lovac
هانتر	hunter
هانتر	lovca
مارینو	marino
پناهنده	izbjeglica
پناهنده	izbjeglica
پناهنده	izbjeglice
رزرو	priveo
رزرو	rezervisan
رزرو	rezerva
یخبندان	led
متقارن	simetrična
رابینسون	robinson
کویینز	queens
بخواند	poziva
ملودی	melodija
اسبق	prethodnik
ریاض	rijad
مکزیکو	méxico
وحی	otkrovenje
دلو	kanta
دلو	vodolija
ضخیم	gusta
کربنات	karbonat
شفت	shaft
سوفیا	sofija
امیدوار	nadaju
بتی	betty
دستورالعمل	nastavu
دستورالعمل	nastava
دستورالعمل	recept
دستورالعمل	uputstvu
دستورالعمل	uputstva
دستورالعمل	upute
دستورالعمل	instrukcije
منتسب	navodnom
منتسب	navodne
نامزدها	nominirani
نامزدها	nominacije
کارتون	crtani
کارتون	cartoon
کارتون	crtani
احتیاط	oprezom
آموخته	učio
آموخته	učili
دربی	derbi
گرامر	gramatika
سپیده	dawn
سپیده	zore
سپیده	zora
نیکو	niko
نیکو	nico
بخت	bogatstvo
هاله	halle
هاله	auru
هاله	aura
هاله	halo
توری	mreži
بنویسد	pisu
بنویسد	napiši
بنویسد	pišu
همسران	supružnika
قراردادهای	ugovore
قراردادهای	ugovorima
قراردادهای	ugovori
قراردادهای	protokoli
هوندا	honda
دیداری	vizuelni
دیداری	vizuelno
دیداری	vizuelna
دیداری	visual
آتی	futures
بهای	cijena
آیفون	iphone
ارکان	stub
ارکان	erkan
گزاره	predlog
شایستگی	kvalificirala
شایستگی	kvalifikovana
شایستگی	zasluge
مشتقات	derivati
مشتقات	varijante
اسکای	sky
اسکای	nebo
سنگر	bunker
تصدی	komisija
موجی	talas
موجی	talasi
کارآمد	efikasno
کارآمد	efikasnom
کارآمد	efikasan
کارآمد	efikasna
انعطاف	fleksibilan
ادارات	kancelarije
ادارات	urede
ردیابی	praćenje
ردیابی	praćenja
ردیابی	trag
ردیابی	tragovi
ماهانه	mjesečna
ماهانه	mjesečni
قدیس	sveti
قدیس	saint
تهی	praznina
تهی	praznine
تهی	prazan
تهی	prazna
رفیع	visoko
رفیع	visoki
نگاشت	karta
جمجمه	lobanja
عطار	attar
سوزن	igla
جوزپه	giuseppe
اعتدال	ravnodnevnica
پذیرایی	smještaja
پذیرایی	prijem
پذیرایی	zabava
عروسک	lutke
چیزها	stvari
یقین	određenim
یقین	određene
قاطع	odlučujuća
اریتره	eritreja
دهقان	seljak
هریسون	harrison
بولونیا	bologna
گریت	griet
حک	graviranje
انشعاب	fork
انشعاب	ogranak
انشعاب	grana
وایمار	vajmarska
مارسل	marcel
کسر	frakcije
کسر	deficit
کسر	razlomak
عبادت	mesdžida
متراکم	gusta
متراکم	gusto
جنایات	zločini
جنایات	zločine
آئودی	audi
ترمینال	terminal
نامحدود	beskonačno
نامحدود	neograničeno
سرنگون	zbacivanja
آپاچی	apache
مشروط	kontingent
عرضی	pejzaž
ذرت	kukuruza
بدانید	zna
بدانید	znaju
بدانید	know
وبر	weber
سرودن	sastavi
تکنیکی	tehnički
تکنیکی	tehnička
نفی	deportacije
نفی	deportaciju
داوطلبانه	dobrovoljno
داوطلبانه	dobrovoljnoj
داوطلبانه	dobrovoljnu
داوطلبانه	dobrovoljne
داوطلبانه	dobrovoljnog
خائن	izdajnik
شعارهای	uzrečica
رویس	royce
گریگوری	gregory
کنراد	conrad
کنراد	konrad
بالتیک	baltička
آیوی	ivy
راجرز	rogers
میرسد	stiže
میرسد	dostiže
میرسد	dostigne
ادوین	edwin
رنگهای	boje
اطفال	djece
اطفال	djecu
اطفال	djeca
هسن	hesse
یونس	younes
یونس	junus
یونس	jona
یونس	younis
همسایگی	naselje
راو	sirovog
متناظر	odgovarajući
متناظر	odgovarajućeg
آهسته	spor
آهسته	polako
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	trajekt
فری	frey
تقطیر	destilacija
آلتو	alto
نیکلای	nikolaj
نیکلای	nikolay
رؤیا	san
رؤیا	sna
رؤیا	dream
رؤیا	snu
اهدای	donor
اهدای	donatora
پرل	pearl
پرل	biser
رفیق	stari
رفیق	buddy
لیو	liv
بدانند	zna
بدانند	znaju
بدانند	know
مناظره	debatu
مناظره	raspravu
مناظره	debati
مناظره	debata
مناظره	debate
مناظره	debatama
میکرو	mikro
ادراک	percepcija
ناتینگهام	nottingham
بیاورید	donijeti
بیاورید	donose
بیاورید	dovode
پنهانی	tajno
صمیمی	intimnom
زینب	zejneb
قربان	sir
قربان	ser
سوءاستفاده	zloupotreba
سوءاستفاده	zlostavljanja
سوءاستفاده	zlostavljanje
سوءاستفاده	zloupotrebu
جنوا	genova
گنگ	nijemi
گنگ	glup
گنگ	banda
گنگ	družina
گنگ	bande
مچ	zgloba
یخی	mraz
یخی	led
قحطی	glad
قحطی	gladi
ماسک	maska
ماسک	maske
ماسک	maski
میگیرد	uzima
میگیرد	prima
مکانیزم	mehanizam
شهدا	šehida
قرض	kredit
قرض	duga
قرض	dug
استوا	ekvator
دشواری	poteškoća
دشواری	teškoće
دشواری	teškoće
مهمات	municija
مهمات	municiju
مهمات	municije
آند	andske
رحمان	rahman
وصیت	testament
وصیت	zavjet
محفظه	kapsula
دول	dol
مشاوران	konsultanti
احتراق	sagorijevanje
احتراق	paljenja
احتراق	paljenje
تختی	njena
درواقع	zapravo
کلک	trik
گرده	polen
متخصصین	stručnjaci
متخصصین	tech
متخصصین	specijalisti
تریپل	trostrukog
فسیلی	fosili
مهاجرین	imigranti
مهاجرین	migranti
مهاجرین	imigranti
مهاجرین	izbjeglica
مهاجرین	izbjeglice
پروسه	proces
گوهر	suštinu
گوهر	suštini
گوهر	srž
تراشه	čip
تحقیر	ponižavajućeg
تحقیر	poniženja
عنکبوتی	pauk
پوینت	tačka
جراح	hirurg
جراح	džerrah
نورنبرگ	nirnberški
اتمسفر	atmosfera
اتمسفر	atmosferu
اتمسفر	atmosferski
قفس	cage
شهوانی	erotske
جاسوس	špijun
ندا	neda
دوجانبه	bilateralne
دوجانبه	bilateralnim
دوجانبه	bilateralni
پروتون	proton
لورا	laura
آشکارا	otvoreno
آشکارا	jasno
آشکارا	javno
ساسکاچوان	saskatchewan
لکه	mrlje
لکه	stain
سوارکاری	jahanje
متریک	metričkih
جاش	josh
بحر	moru
بحر	more
راینلاند	porajnje
انسانها	ljudi
حسابرسی	revizija
حسابرسی	računovodstvo
قناری	kanarska
گلوکز	glukoza
یگان	jedinica
قرارگاه	naselje
بوریس	boris
گروگان	taoc
تدارک	priprema
تدارک	pripreme
جووانی	giovanni
دینار	dinar
انور	enver
انور	anwar
اتلاف	otpad
بای	zaliv
مونترال	montreal
زناشویی	bračnom
کعبه	kaba
ابدی	vječne
ابدی	vječni
ابدی	besmrtna
پتر	peter
پتر	petar
پتر	petr
سیلیکات	silikat
مهری	pečat
مواجهه	konfrontacije
مواجهه	konfrontacija
نزول	spuštanje
عسکری	askari
پروتستان	protestant
سرعتی	ubrzano
تجلیل	proslava
تجلیل	proslave
تجلیل	slavlje
تجلیل	proslavu
زحمات	djelo
سپر	štita
سپر	štit
فرات	eufrat
ایزدی	providence
اسکیت	klizanje
اسکیت	klizanja
آراسته	ukrašen
چهارراه	raskrsnica
سلاطین	kraljevi
سایمون	simon
والاس	wallace
دیکتاتوری	diktatorski
دیکتاتوری	diktatura
اندلس	andaluzija
لوسی	lucy
خشکسالی	glad
خشکسالی	suša
اولاد	potomaka
سمفونیک	symphonic
ریکاردو	riccardo
ریکاردو	ricardo
کلوپ	kluba
کلوپ	klopp
پوشیدن	nosio
پوشیدن	nose
کلاب	kluba
تایی	tae
لایپزیگ	leipzig
نفرت	mržnja
نفرت	mržnjom
نفرت	mržnje
نفرت	mržnja
نفرت	mržnje
نفرت	mrzim
نفرت	hate
نفرت	mrze
برخاست	proizašla
برخاست	nastali
هالی	holly
ادواردز	edwards
نواری	traka
مونته	monte
هافمن	hoffman
هافمن	hofman
آشتی	primirje
تروریست	terorističkog
تروریست	terorističke
تروریست	teroristički
تروریست	terorista
تروریست	teroristi
انصار	ensarija
ارگان	organi
ارگان	organ
خفیف	blaga
خفیف	blagi
خفیف	blaži
خفیف	blage
خفیف	blagi
خفیف	blagog
مخروطی	konusna
مخروطی	kupa
بازجویی	ispitivanja
بازجویی	ispitivanja
بازجویی	ispitivanje
انبساط	proširenje
پرتقال	orange
پرتقال	narandžasta
نایت	vitez
نایت	skakač
نایت	viteza
کامیون	kamion
شهریاری	monarhija
فلک	ferris
اسپرت	sportsko
جواهرات	dragulja
جواهرات	nakita
جواهرات	nakit
جواهرات	nakit
وانگ	wang
بیا	dođu
بیا	dolaze
بیا	dolazi
بیا	doći
کورپوریشن	korporacija
مارپیچ	lavirint
مارپیچ	labirint
مارپیچ	spiralna
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	psi
سگا	pasa
سگا	pse
نهر	nahr
نهر	creek
پارما	parma
گوارشی	digestive
سوسک	žohar
بزرگسال	odraslih
بزرگسال	odrasle
لیبرالیسم	liberalizam
وجوه	sredstva
وجوه	fondovi
غشای	membrana
فلیکس	felix
پیکربندی	konfiguracija
پیکربندی	podešavanja
پیکربندی	config
شنی	pesak
شنی	pijeska
دخیل	uključen
کلیولند	cleveland
صوری	formalne
صوری	formalna
صوری	formalni
رهنمودهای	smjernice
بنفیکا	benfica
شیرجه	ronjenju
شیرجه	dive
قسمتهای	epizode
قسمتهای	epizoda
تریلیون	bilion
معاف	izuzet
معاف	izuzeti
جدیدترین	najnovije
جدیدترین	najnoviji
جدیدترین	najnovija
جدیدترین	najnovije
تصدیق	potvrda
تصدیق	potvrdi
تصدیق	priznao
تصدیق	potvrđuje
تصدیق	potvrđujući
تصدیق	verifikacije
تصدیق	verifikaciju
رویارویی	konfrontacije
رویارویی	konfrontacija
رویارویی	susret
گرگوری	gregory
کلارا	clara
کلارا	klara
جاوید	besmrtna
کینگز	kraljevi
سوشی	suši
واتسون	watson
استن	stan
کریستف	christoph
رصد	opservatorija
رصد	posmatranje
سوژه	subjekat
سوژه	subjekt
تنباکو	duhan
تنباکو	duhana
فنلاندی	finski
عاقبت	ishod
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	vrabac
گاردین	guardian
زوال	raseljenih
زوال	padu
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
فاستر	foster
فاستر	gajenja
تراژدی	tragedija
سباستین	sebastian
رؤیای	san
رؤیای	sna
رؤیای	dream
رؤیای	snu
المپیاد	olimpijada
بتهوون	beethoven
وردی	verdi
فلوئورید	fluorid
دوزیستان	amfibija
موریتانی	mauritanije
ادراری	mokraćna
کلاوس	klaus
گراند	grande
گراند	velika
گراند	grand
گراند	reisul
شاهدخت	princeza
شاهدخت	princeze
برمه	burmi
برمه	burmanski
واعظ	sveštenik
خر	magarac
هانوفر	hannover
هانوفر	hannover
پیشگام	pioneer
پیشگام	pionir
الکترو	elektro
کریگ	craig
فشاری	pritisak
غریبه	strancima
غریبه	stranac
شهرستانهای	županije
معلول	invalidnost
هیروشیما	hiroshimu
آپارتمان	stan
شیمیدان	hemičar
سفت	uska
بتنی	bethany
ولت	volt
تاین	tyne
لیژ	liège
دیروز	jučer
دیروز	juče
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	defekt
ریل	željeznički
تعالیم	doktrina
معابد	hramove
ماهیگیری	ribolov
غیرعادی	neuobičajena
غیرعادی	neuobičajene
غیرعادی	neuobičajen
غیرعادی	neobično
پیرس	pierce
هولمز	holmes
هولمز	holmesa
ظلم	represije
ظلم	potlačeni
ظلم	nepravda
ظلم	nepravdu
ظلم	nepravde
تمرینات	obuke
تمرینات	trening
تمرینات	obuka
تمرینات	treninga
تمرینات	obuku
کشنده	smrtonosna
کشنده	smrtonosno
کشنده	smrtonosne
کشنده	smrtonosnih
کشنده	smrtonosno
کشنده	fatalno
کشنده	kobna
بوته	bush
کاتالان	katalonski
مورفی	murphy
گرسنگی	gladi
گرسنگی	glad
پالایش	filter
پالایش	filtriranja
رمزی	ramsey
شاهکار	remek
شاهکار	feat
نویز	buke
ادریس	idris
نمانده	skoro
رسوب	sedimenata
ریچل	rachel
شیلا	šejla
عبدی	abdi
جغد	sova
عمرو	amr
تاثیرات	uticaji
تاثیرات	efekti
احتمالات	šanse
احتمالات	vjerovatnoća
دوس	dos
شفا	liječenje
شفا	ljekovita
مغازه	radnja
مغازه	shop
چرخشی	rotacije
نشانگان	sindrom
نهفته	latentna
روانپزشکی	psihijatrija
روانپزشکی	psihijatrijske
چیره	dominiraju
چیره	dominirali
بلوچی	bellucci
گلکسی	galaksija
درازا	dugotrajnih
پاها	noge
خواهران	sestre
اکو	eko
اکو	eco
اکو	eka
اکو	jeka
قبله	smjer
قبله	pravac
قبله	kibla
استبداد	tiranija
خوشبختانه	srećom
خوشبختانه	hopefully
تیتراژ	kredita
تیتراژ	krediti
ولفگانگ	wolfgang
وزنه	tegove
وزنه	težina
اجداد	preci
اجداد	predak
پت	pet
پت	pat
پاپی	papi
پایش	mikroskopija
پایش	praćenje
پایش	monitoring
پایش	pratila
آلیکانته	alicante
فانی	fanny
فانی	smrtne
پهلو	strani
پهلو	strana
پهلو	strane
اکسپرس	express
تیران	tiran
نخبگان	elita
فینیکس	kapsule
فینیکس	phoenix
کرو	crow
ترتیبی	ordinal
ترتیبی	sequential
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
غیرانتفاعی	neprofitne
صفا	safa
ساسکس	sussex
تاجگذاری	krunisanje
فسفر	fosfor
بولتون	bolton
چشمی	oka
چشمی	oko
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsinki
آندورا	andora
اجبار	sila
اجبار	compulsion
اجبار	primorala
اجبار	prisiljeni
اجبار	primorana
اجبار	prisiljen
اجبار	primoran
اجبار	primorao
معقول	racionalno
معقول	razumni
بارگیری	preuzimanje
بارگیری	učitavanje
بارگیری	preuzimanje
بارگیری	preuzeta
بارگیری	preuzeto
بارگیری	preuzet
مذکر	mužjak
دایناسور	dinosaurusi
بقا	opstanak
بقا	preživljavanje
تورینو	tra
تورینو	torino
متفرقه	razni
آدریان	adrian
هیچکدام	nijedan
هیچکدام	nijedna
اویل	ulje
گیبسون	gibson
استثنای	izuzetak
هراس	teror
آوازی	glasni
مغولی	mongolski
استفن	stefan
استفن	steffen
رسوایی	skandal
طغیان	pobunjenika
طغیان	pobunu
طغیان	pobuni
طغیان	pobune
نیاکان	preci
نیاکان	predak
الزامی	obavezno
الزامی	obavezni
الزامی	obavezan
عجیبی	čudno
حمد	hamada
حمد	hamad
حمد	pohvala
حمد	pohvale
نوشیدن	piju
نوشیدن	pio
نوشیدن	piće
نوشیدن	piće
سفره	sto
مالدیو	maldivi
هل	hal
اشمیت	schmidt
لوتر	luther
لوتر	luter
راهبرد	guideline
راهبرد	strategijom
راهبرد	strategija
رمزگذاری	enkripcija
فرانچسکو	francisco
فرانچسکو	francesco
زا	agregat
زا	generator
سازندگی	izgradnja
سازندگی	građevinarstvo
سازندگی	građevinski
وارث	nasljednik
وارث	naslednika
روزولت	roosevelt
قصبه	parohija
دماغه	rt
اولا	ola
قدردانی	zahvalnosti
قدردانی	zahvalnost
ویتنی	whitney
کوستا	costa
ققنوس	phoenix
مرگبار	smrtonosnih
مرگبار	smrtonosno
مرگبار	fatalno
مرگبار	kobna
کابین	kabine
کابین	kolibe
وکالت	advokat
جوجه	kokoška
بهبودی	oporavak
بهبودی	oporavka
بهبودی	poboljšanje
عینک	naočale
بریدن	rezanje
مارکسیسم	marksizam
متابولیسم	metabolizam
میرود	ide
کج	zla
کج	italic
ناکام	razočaran
شمع	svijeće
تاد	toda
توبه	pokajanje
مترادف	sinonim
مترادف	synonym
شلوغ	zaposlen
شلوغ	zauzeta
شلوغ	zauzet
شلوغ	prepunoj
ژولیت	juliette
ژولیت	julija
بنیامین	benjamin
فال	bogatstvo
فال	omen
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	jod
تنور	peć
تنور	pec
تنور	tenor
بیاورند	proizvoditi
توگو	togo
عصبانی	gnjevni
جوآن	joan
