die	the
volgende	tiếp
volgende	kit
geleë	nằm
miljoen	triệu
regs	phải
regs	đúng
eie	chính
voëls	chim
eers	trước
eers	đầu
pretoria	pretoria
steeds	côn
steeds	vẫn
groep	group
groep	nhóm
stel	đặt
stel	set
sluit	thoát
sluit	close
sluit	đóng
sluit	gần
sluit	kín
frankryk	pháp
naby	gần
hoofstad	vốn
state	kỳ
water	nước
water	spatula
einde	end
einde	kết
duitsland	đức
regering	phủ
elke	mỗi
elke	hằng
kaap	cape
dae	ngày
wanneer	khi
oorlog	tranh
oorlog	chiến
laaste	cuối
besluit	quyết
ryk	empire
ryk	vương
ryk	giàu
ryk	rich
sommige	cầy
gewoonlik	thuồng
gewoonlik	thường
afrikaans	afrikaans
vis	cá
plaas	farm
plaas	đăng
wikipedia	wikipedia
seun	boy
seun	trai
seun	bé
seun	trai
seun	nhi
seun	son
algemene	tướng
algemene	chung
verskillende	khác
europa	âu
belangrike	trọng
neem	lấy
neem	bắt
neem	chụp
vertaal	dịch
munisipaliteit	municipality
tans	giờ
tans	ngay
kort	bài
kort	ngắn
kort	short
kort	lá
self	self
self	tự
mens	human
plek	nơi
plek	chỗ
swart	đê
swart	nứt
swart	đen
selfs	chính
enige	any
gehou	khoái
gehou	thích
maande	tháng
skool	trường
skool	học
per	pr
per	per
vroeë	sớm
familie	đình
voorkom	ngăn
mag	may
geneem	taken
geneem	bắt
geneem	chụp
hoe	bao
eiland	đảo
volg	vết
volg	rãnh
volg	theo
soms	đôi
johannes	johannes
johannes	gioan
johannes	john
vyf	năm
new	newari
johannesburg	johannesburg
aarde	đất
gee	đưa
gee	tặng
gee	cho
kry	lấy
kry	nhận
kry	get
paar	vài
rol	cuộn
rol	roll
vrou	nữ
vrou	vợ
vrou	vơ
vrou	vk
dag	ngày
dag	day
john	gioan
john	john
woord	lời
woord	từ
ontvang	nhận
ontvang	nhận
bly	stay
amerika	châu
amerika	mỹ
webwerf	website
staat	bang
staat	tờ
staat	mẩu
vandag	nay
daardie	những
hou	giữ
hou	giữ
geskryf	táng
hele	toàn
hele	hẹt
hele	whole
bevat	chứa
see	seneca
see	biển
verander	thôi
verander	hủy
verander	đổi
verander	thay
bereik	đa
russiese	nga
weg	xa
weg	phí
man	chồng
man	mun
man	husband
man	người
man	man
huis	nhà
huis	ốc
huis	nhà
besoek	khách
besoek	thăm
bekende	nổi
beste	nhất
rusland	nga
rooi	đỏ
skryf	viết
skryf	ghi
skryf	gõ
skryf	đốt
skryf	cháy
skryf	burn
wie	ai
wie	who
visse	pisces
romeinse	roman
romeinse	đế
alfabetiese	alphabetic
hoë	cao
sterk	mạnh
sterk	strong
africa	phi
londen	đôn
londen	london
reeks	series
eilande	đảo
belangrikste	chính
speel	play
speel	chơi
speel	at
speel	thấm
speel	chơi
speel	divx
wel	chà
wel	ừm
wil	muon
wil	muốn
minder	bớt
minder	ít
minder	giảm
gelei	led
streek	loạt
streek	tần
streek	vùng
gesien	thấy
rivier	sông
jan	jan
ses	six
ses	sáu
grond	đất
grond	đáp
grond	đất
spesies	loài
beroep	nghề
png	png
verklaar	tuyên
gedoen	lam
gedoen	xong
george	george
iii	iii
meter	mét
meter	mét
span	tạo
span	đội
span	lớp
span	team
dele	phần
frans	pháp
distrik	huyện
gewen	won
gewen	thắng
japan	japan
pad	đường
pad	road
oorlede	chết
paul	paul
veroorsaak	gây
veroorsaak	chi
oorspronklike	gốc
oorspronklike	tác
boek	sách
sowel	chà
sowel	ừm
goed	tốt
goed	hay
goed	ngon
goed	chà
goed	ừm
kalender	lịch
wet	luật
wet	act
goeie	tốt
goeie	hay
goeie	ngon
val	giọt
val	bỏ
val	thả
val	sáp
val	rơi
val	sút
val	ngã
vsa	kỳ
vsa	mỹ
vsa	usa
hendrik	hendrik
http	http
min	phút
min	min
predikant	clergy
omgewing	loạt
omgewing	vực
omgewing	vùng
voormalige	cựu
park	viên
park	park
grens	viền
grens	biên
data	dữ
jong	trẻ
jong	young
noorde	bắc
buite	ngoài
ouderdom	tuổi
blou	xanh
blou	trồng
blou	mọc
blou	grow
blou	mờ
blou	blur
noordelike	bắc
vind	tìm
woorde	lời
geval	case
unie	union
unie	hợp
behoort	thuộc
werke	jobs
sterre	sparks
sterre	thanh
sterre	stars
natal	natal
jou	của
slag	battle
slag	trận
deelstaat	bang
oseaan	biển
son	nắng
son	cn
help	cứu
help	giúp
want	vì
probeer	thử
bome	cây
voltooi	lam
voltooi	xong
kilometer	km
stelsel	hệ
raad	khuyên
gebly	kiêng
klub	club
klub	clb
vader	cha
ster	star
almal	hết
australië	australia
australië	úc
vanuit	khỏi
vanuit	từ
skakel	link
skakel	gọi
skakel	call
skakel	cẩm
weke	tuần
lyk	trông
york	york
generaal	tướng
generaal	chung
sint	sint
vergadering	họp
nooit	bao
musiek	nhạc
willem	willem
willem	william
rooms	phòng
uitgawe	edition
william	william
verkoop	bán
verkoop	bán
verkoop	bán
voël	bird
voël	chim
sjina	china
dien	gửi
dien	nộp
dien	submit
james	james
italië	italy
duits	đức
vierde	mùng
lei	dẫn
lei	chì
groei	gai
gestel	đặt
gestel	set
foto	photo
foto	foto
foto	ảnh
verloor	mất
verloor	thua
sewe	seven
sewe	bảy
handel	trade
oorspronklik	gốc
oorspronklik	tác
voorbeeld	sample
voorbeeld	mẫu
voorbeeld	dụ
voorsitter	ghế
voorsitter	lí
voorsitter	cậy
stellenbosch	stellenbosch
sterf	die
sterf	chết
nederlands	bản
nederlands	hoà
nederlands	dutch
sentraal	trung
sentraal	central
oppervlakte	loạt
oppervlakte	vực
oppervlakte	vùng
crystal	crystal
bepaal	quyết
klas	hạng
klas	lớp
lughawe	bunker
lughawe	boongke
lughawe	cũi
louis	louis
vertoon	lộ
colspan	colspan
altyd	luôn
lig	châm
lig	đèn
lig	nhạt
lig	nâng
lig	nuôi
lig	nhôm
txt	txt
punt	chấm
punt	dot
punt	beat
punt	chấm
punt	điểm
kant	mép
kant	edge
kant	rìa
kant	cạnh
kant	bên
kant	phe
kant	trang
wou	wanted
rome	phòng
rome	rome
rome	roma
week	tuần
reg	luật
stadium	stage
prof	prof
vervaardig	produce
geskep	tạo
elizabeth	elizabeth
parys	paris
openbare	công
oud	cũ
oud	tuổi
oud	già
beskikbaar	rảnh
beskikbaar	avail
akteur	diễn
sentrale	trung
sentrale	central
hofmeyr	hofmeyr
totale	tổng
natuurlike	chích
loopbaan	nghiệp
skep	tạo
olimpiese	olympic
dogter	gái
dra	khiêng
dra	bế
dra	mang
dra	góp
hoof	chính
hoof	main
druk	nhấn
druk	bào
druk	ấn
druk	bấm
boeke	sách
geplaas	đăng
kus	coast
gepubliseer	sống
gepubliseer	live
super	super
super	siêu
kuns	art
bring	mang
geld	tiền
geld	tien
maria	mary
maria	chư
maria	maria
leier	leader
boom	cây
boom	hụt
boom	bùm
boom	boom
rolprent	phim
rolprent	phim
rolprent	film
westelike	tây
kanada	canada
national	gạt
verdeel	chia
beweging	motion
russies	nga
russies	tunisia
russies	louisiana
gelê	hệ
gelê	sex
japannese	nhật
diere	vật
punte	điểm
beperk	hạn
liggaam	thân
liggaam	body
wen	thang
wen	win
wen	thắng
basis	base
verlaat	bỏ
verlaat	thoát
verlaat	exit
white	trắng
white	white
white	bạch
red	cứu
goewerneur	đốc
charles	charles
heilige	saint
heilige	thánh
heilige	thánh
oorsprong	vạn
david	david
groen	lục
bloemfontein	bloemfontein
trek	pull
trek	rút
trek	kéo
stem	vote
stem	voice
stem	giọng
energie	lượng
von	von
boere	nông
boere	boer
boere	quê
prys	price
prys	giá
prins	hoàng
prins	prince
broer	huynh
berg	núi
berlyn	berlin
bronne	nguồn
bronne	nguồn
port	cảng
port	cổng
port	port
album	album
beweeg	dời
beweeg	chuyển
egipte	rỗng
egipte	trống
brittanje	britain
com	com
lees	đọc
lees	truyện
lees	đọc
sir	sếp
webtuiste	website
vinnig	mau
vinnig	nhanh
agt	tám
agt	eight
manier	đường
goue	vầng
goue	golden
goue	đỏi
ingesluit	gồm
ingesluit	kèm
tipe	kiểu
tipe	gõ
tipe	loại
peter	peter
peter	phêrô
poskode	zip
biskop	bishop
anders	khác
pieter	pieter
tree	lấy
tree	bắt
tree	chụp
toon	pitch
pas	hợp
pas	thủ
pas	khớp
los	bỏ
massa	nhái
massa	mass
jacobus	jacobus
vorige	qua
vorige	past
gesê	nói
gesê	bảo
gesê	said
res	nghỉ
lewer	gan
lewer	chay
mark	chợ
mark	mác
mark	mark
saak	chi
spesie	loài
lae	lớp
lae	low
lae	thấp
gelderland	gelderland
namibië	namibia
verwerf	giành
admin	admin
hoërskool	highschool
gedeelte	saga
gedeelte	part
gedeelte	phần
hoog	cao
hoog	cao
waarde	giá
mans	nam
mans	hãm
maatskappy	ty
maatskappy	phết
maatskappy	phẩy
lug	trời
lug	sky
lug	khí
lug	air
regte	quyền
regte	real
regte	thực
regte	thật
regte	thiệt
dorpie	làng
oranje	cam
plessis	plessis
digter	thơ
then	rồi
tien	mười
rigting	hướng
getal	số
alles	hết
alles	hết
onafhanklike	lập
volk	volk
wys	xem
wys	hiện
wys	show
botha	botha
seeland	zealand
leër	quân
leër	army
robert	robert
leef	sống
leef	living
media	media
bron	nguồn
behalwe	trừ
naamlik	goi
alexander	alexandros
alexander	aleksandr
alexander	alexander
kind	nhóc
kind	bé
kind	kid
kind	con
genoeg	đủ
voorbeelde	templates
voorbeelde	mẫu
voorbeelde	dụ
strek	stretch
strek	duỗi
strek	căng
kruger	kruger
teks	chữ
ierland	ireland
smith	smith
studie	học
gebaseer	dựa
sit	ngồi
steyn	steyn
aangeneem	nuôi
navorsing	bê
durban	durban
skotland	scotland
hand	tay
oop	download
oop	mở
oop	má
benoem	tên
praat	nói
praat	nói
petrus	petrus
petrus	peter
petrus	phêrô
thomas	thomas
elektriese	điện
elektriese	điện
laer	hạ
venter	venter
aandag	thực
aandag	authentic
all	hết
leer	da
leer	học
leer	ngộ
leer	học
vloei	luồng
vloei	màng
vloei	flow
kyk	xem
kyk	pass
kyk	xem
kyk	nhìn
henry	henry
rolprente	phim
seuns	boys
glo	tin
vroeg	sớm
html	html
denemarke	denominator
des	dec
vrye	chừa
bladsy	neo
bladsy	anchor
bladsy	page
bladsy	trang
bladsy	trang
diep	deep
diep	sâu
kwazulu	kwazulu
murray	murray
soek	tìm
grand	grand
soldate	lính
ouers	song
skole	trường
struik	shrub
koninklike	royal
weet	biết
plante	cây
verslaan	bại
toring	tower
toring	tháp
toring	rook
rede	chi
walt	walt
krag	buộc
krag	sục
krag	lực
poolse	polish
gesin	đình
donker	dark
donker	tối
nege	chín
richard	richard
internet	internet
san	san
klassieke	classic
dink	nghĩ
url	url
fort	fort
afrikaners	afrikaner
maklik	nhẹ
https	https
swaar	nặng
vrede	hòa
reis	du
burger	burger
andrew	andrew
voet	foot
voet	bộ
gewoon	plain
malan	malan
moeder	mẹ
onderwerp	topic
materiaal	nguyên
elk	mỗi
studeer	học
goud	vàng
goud	gold
volle	say
volle	full
volle	đầy
iso	iso
groepeer	group
groepeer	nhóm
chemiese	hóa
gevalle	resort
skip	tàu
skip	ship
ver	xa
watter	mà
belgië	bỉ
behou	chức
behou	giữ
noorweë	nevada
noorweë	nauy
merwe	merwe
hulp	cứu
hulp	giúp
hoop	mong
hoop	xoa
bedryf	ngành
saint	saint
saint	thánh
inheemse	native
albert	albert
king	king
king	guy
king	vua
warm	hot
warm	nóng
bgcolor	bgcolor
bruin	brown
bruin	nâu
voorwerpe	tượng
temperatuur	nhiệt
victoria	victoria
maan	nen
maan	nguyệt
maan	trăng
maan	moon
stig	stig
jean	jean
karel	charles
kaarte	bài
kaarte	thẻ
kaarte	bài
kaarte	thẻ
kaarte	card
wissel	switch
wissel	chuyển
wissel	lỏng
seisoen	mùa
seisoen	season
amper	sắp
amper	gần
amper	hầu
www	www
ens	etc
ens	vv
besig	bận
verhaal	scoop
verhaal	múc
wetenskap	khoa
tye	lần
tye	times
hoeksteen	cornerstone
gewild	chê
nowrap	nowrap
teorie	thuyết
kasteel	castle
kasteel	đài
lyf	thân
lyf	body
oostenryk	áo
gelewer	rendered
moskou	moscow
moskou	moskva
hawe	cảng
hawe	cảng
hawe	cổng
hawe	port
brasilië	brazil
brasilië	brasil
brasilië	bra
plan	plan
michael	michael
beelde	nh
beelde	hình
beelde	ảnh
gedigte	thơ
ring	ring
ring	nhẫn
vol	say
vol	full
vol	đầy
olivier	olivier
toegelaat	phép
finansiële	hierarchical
anna	anna
fam	fam
lyn	line
lyn	dòng
soorte	loại
blare	lá
drama	drama
drama	kịch
wallis	wales
insluitend	gồm
hospitaal	viện
hospitaal	xá
onlangse	rect
alleen	độc
departement	sở
departement	khu
johan	johan
uur	tiếng
uur	giờ
toestand	bang
koerant	báo
riviere	sông
riviere	rivers
verhoog	tăng
verhoog	stage
vlug	bay
wapen	khí
sin	câu
koste	tốn
insluitende	gồm
gebeur	muỗng
gebeur	wise
opstand	loạn
swak	nghèo
swak	nghiệp
swak	yếu
swak	nhược
betaal	trả
geskenk	tặng
zimbabwe	zimbabwe
datum	ngày
vertel	nói
vertel	bảo
maand	tháng
munisipale	civic
oog	eye
oog	mắt
kolonie	khu
liefde	love
liefde	yêu
gewees	lơn
gewees	tụt
gewees	cẩu
meksiko	mexico
standaard	chuẩn
standaard	standard
aanval	công
christian	nguyen
christian	christian
probleem	đề
kanadese	canadian
radio	đài
radio	radio
hertog	duke
stand	standings
onafhanklik	lập
bokant	nắp
bokant	top
bokant	đỉnh
bokant	chép
bokant	copy
bokant	trích
vernietig	hỏng
vernietig	hư
vernietig	xì
vernietig	blast
vernietig	nổ
sensus	census
skepe	tàu
skepe	thuyền
weermag	quân
weermag	army
metropolitaanse	metropolitan
town	phố
kos	mat
smuts	smuts
switserland	sutherland
verminder	giảm
verminder	giảm
afdeling	phần
atmosfeer	atmosphere
edward	edward
plant	gieo
plant	trồng
plant	cấy
roux	roux
ontmoet	meet
ontmoet	gặp
google	google
terrein	field
terrein	trường
winter	winter
pius	piô
pius	pius
behandel	đãi
stuur	gửi
stuur	gởi
verleen	grant
israel	israel
etiket	thẻ
etiket	tags
etiket	thẻ
etiket	nhãn
belangrik	trọng
org	org
area	loạt
area	vực
area	vùng
somer	summer
somer	hè
deense	danish
veld	field
veld	trường
moeilik	cứng
moeilik	khó
moeilik	khổ
moeilik	đắng
moeilik	khó
vra	bảo
vra	hỏi
sweedse	swiss
erasmus	erasmus
hart	tim
hart	heart
ernstige	bách
chris	chris
clemens	clement
getalle	số
getalle	số
vii	vỉ
vii	vii
agtergrond	nền
agtergrond	background
kern	lõi
kern	hạt
kern	nhân
joseph	giuse
joseph	joseph
somerset	somerset
provinsies	kỳ
brand	lửa
brand	cháy
brand	lứa
wiki	wiki
volume	volume
wellington	wellington
streke	vùng
pers	purple
pers	tím
pers	nhấn
pers	bào
pers	ấn
pers	bấm
pers	violet
koop	mua
kruis	chinh
kruis	chon
voorkoms	nhê
villiers	villiers
martin	martin
vele	nhiều
saal	vắng
saal	lang
saal	sảnh
saal	hall
spel	game
spel	chơi
spel	gameplay
litaue	litva
litaue	lithuania
brug	cầu
rand	rand
rand	mép
rand	edge
rand	rìa
rand	cạnh
vlae	cờ
silwer	lít
silwer	lọc
silwer	bạc
silwer	tô
silwer	điền
westerse	tây
verstaan	hiểu
verstaan	hieu
eintlik	thực
belangstelling	vốn
belangstelling	lãi
bedank	thoát
griekeland	akron
griekeland	alcoa
griekeland	greece
iran	iran
gas	gas
gas	xăng
gas	khách
stam	root
stam	chủ
verlede	qua
verlede	past
uiters	extreme
motor	tơ
motor	car
motor	xe
gesluit	đóng
grense	viền
here	huân
kalifornië	california
royal	royal
bevind	xạo
publiseer	đăng
gou	sớm
gou	sắp
gesterf	chết
baan	vết
baan	rãnh
anglo	anglo
vryheid	do
vryheid	liberty
anc	anc
last	cuối
argentinië	argentina
skilder	tranh
skilder	sơn
messier	messier
prix	prix
geheel	toàn
geheel	hẹt
geheel	whole
brief	chữ
brief	thư
viii	viii
woordeboek	điển
ton	tấn
bewoners	dwellers
nes	nest
nes	tổ
geslaag	tan
huise	nhà
huise	residences
huise	nhà
pierre	pierre
midde	trung
midde	giữa
midde	đọng
midde	mid
aangekondig	tuyên
publiek	công
godsdiens	đạo
era	era
golf	sóng
golf	wave
natuurlik	hải
mooi	đẹp
mooi	xinh
geboorte	sinh
predikante	clergy
direk	direct
direk	trực
verwant	related
gregorius	gregory
sasol	sasol
ontdekking	discovery
wilhelm	wilhelm
bietjie	nhỏ
bietjie	tiểu
amsterdam	amsterdam
kaptein	trưởng
voorstad	suburb
afrikaner	afrikaner
stuk	mảnh
stuk	miếng
stuk	piece
stuk	vở
kolonies	colonization
hof	triều
phil	phil
phil	phill
bank	ngân
bank	bank
teken	vẽ
teken	vẽ
skaars	khan
skaars	hiếm
ooit	từng
gedra	borne
ierse	irish
suster	chị
andré	andre
andré	andré
piet	piet
piet	pieta
myl	miles
myl	phít
myl	km
myl	dặm
myl	dặm
verby	tan
marais	marais
christus	christ
portugal	portugal
afsonderlike	skill
gauteng	gauteng
gode	olympians
frederik	frederik
frederik	friedrich
frederik	frederick
onderkant	dưới
onderkant	bậc
onderkant	đáy
onderkant	bottom
manlike	buồng
manlike	đực
manlike	nam
toegeneem	tăng
mars	mars
beaufort	beaufort
hande	tay
privaat	tư
dialekte	dialects
abraham	abraham
spyte	nghênh
dinge	điều
benedictus	benedict
nag	đêm
hans	hans
bedek	coated
bedek	covers
koue	lạnh
graaf	graf
via	qua
via	via
frank	frank
bespreek	sách
ben	ben
ben	crack
droë	lau
droë	khô
bestudeer	học
olie	nhớt
olie	dầu
twaalf	twelve
federasie	federation
stof	bụi
stof	chốn
primêre	chính
helder	sáng
helder	mẻ
rio	rio
dam	dam
dam	đập
toekoms	lai
boonste	upper
polisie	cảnh
geslag	sex
graf	mộ
graf	mồ
besoekers	khách
air	khí
air	air
item	tố
volwasse	mature
kies	chọn
kies	đặt
korea	korea
korea	hàn
benodig	cần
germaanse	germanic
mond	miệng
mond	mồm
unesco	unesco
united	united
united	hoa
paulus	paul
house	ốc
house	nhà
gesondheid	khỏe
konflik	xung
gemeenskaplike	chung
karoo	karoo
karoo	karo
ken	biết
ligte	châm
ligte	đèn
ligte	nhạt
dirk	dirk
andries	andries
mosambiek	mozambique
bladsye	trang
hoek	góc
blomme	hoa
tuiste	sống
tuiste	living
johann	johann
johann	johan
verwante	related
sport	sport
selfstandige	lập
onderneming	enterprise
tempel	đền
tempel	chùa
beroemde	celebrity
beroemde	nổi
berig	truyện
berig	chuyện
args	args
ford	ford
jongste	cuối
berge	núi
lange	lange
tabel	bảng
tabel	bàn
speler	player
daniel	daniel
prent	ảnh
prent	nh
prent	hình
prent	ảnh
eric	eric
voel	giác
blad	page
blad	trang
letters	thư
letters	chữ
effens	khan
effens	hơi
soria	soria
transvaalse	transvaal
been	xương
been	bone
reëls	luật
reëls	lines
reëls	dòng
jacques	jacques
gevaar	nguy
kroon	vương
mee	với
mee	bằng
altesaam	cho
carl	carl
gewig	cân
vallei	lũng
nader	closer
enjin	tơ
adam	adam
oom	chú
oom	bác
profiel	sơ
bygedra	giậm
taak	task
mere	hồ
mere	lakes
minute	phút
minute	phút
toepassing	app
eet	ăn
straat	phố
straat	street
motors	oto
motors	ôtô
angola	angola
christiaan	christiaan
christiaan	nguyen
christiaan	christian
suiwer	sạch
middelburg	middelburg
smit	smit
wikimedia	wikimedia
sesde	six
sesde	sáu
oxford	oxford
hongarye	hungary
getref	trúng
getref	đánh
washington	washington
kat	mèo
kat	cat
ere	vinh
hout	gỗ
hout	củi
skerp	sharp
skerp	nhọn
sydney	sydney
stroom	feed
stroom	luồng
stroom	suối
stroom	stream
dier	vật
rig	direct
rig	trực
vry	free
vry	rảnh
uitgebeeld	illustrated
wette	luật
kimberley	kimberley
letter	chữ
letter	thư
alfred	alfred
deelstate	kỳ
boer	bồi
boer	jack
harry	harry
gees	gees
toets	test
toets	thử
tropiese	tropical
kontak	lạc
vriende	bè
union	union
union	hợp
les	đọc
les	les
les	leslie
jack	bồi
jack	jack
burgerlike	civic
botswana	botswana
televisie	tv
televisie	tivi
dadelik	ngay
wiskunde	toán
wiskunde	toán
onderteken	vẽ
american	american
american	mỹ
nelson	nelson
verbied	chối
marie	marie
wysig	sửa
wysig	đổi
wysig	thay
oorloë	war
hoogtepunt	highlight
kanaal	kênh
maksimum	đa
maksimum	max
hare	tóc
gehoor	thính
bynaam	nickname
león	león
instituut	viện
direkte	direct
direkte	trực
naaste	thiểu
karl	karl
turkse	turkish
programme	khoe
strand	biển
strand	beach
strand	thừa
strand	reno
gram	gam
gram	gram
gram	gam
gram	gram
gram	grams
nicolaas	nicholas
chili	chile
nommer	số
video	video
gebruiker	dùng
voedsel	mat
ngc	chuột
ngc	ngc
brits	british
lodewyk	louis
stap	bước
angeles	angeles
tuin	vườn
tuin	garden
jonger	tuyển
jonger	younger
redelik	fair
friedrich	friedrich
bal	bóng
bal	banh
aparte	skill
belgiese	bỉ
sing	hót
sing	hát
sing	hót
rekord	album
oekraïne	ukraine
oekraïne	ucraina
oekraïne	ukraina
stert	đuôi
skildery	tranh
skildery	sơn
otto	otto
innocentius	tội
bekendheid	fame
valign	valign
more	mai
more	sáng
pryse	giá
beëindig	end
beëindig	kết
als	hết
switserse	swiss
hoogs	nắp
hoogs	top
hoogs	đỉnh
hang	vởn
hang	treo
konsep	nháp
pienaar	pienaar
inval	raid
bisantynse	byzantine
jupiter	jupiter
stasie	trạm
stasie	ga
breek	break
breek	phá
chicago	chicago
kamer	phòng
matt	matt
eiers	trứng
elaine	elaine
stephen	stephen
julle	các
julle	cac
julle	bạn
julle	anh
julle	cô
verwerp	huỷ
verwerp	bỏ
digitale	digital
standbeeld	tượng
tak	cành
tak	nhánh
bloed	máu
bloed	huyết
kans	hội
finale	final
gratis	free
gratis	rảnh
del	delaware
heer	king
heer	guy
heer	vua
konings	kings
konings	vua
nazi	nazi
grys	gray
grys	xám
grys	xám
grey	xám
fifa	fifa
anne	anne
bene	xương
bene	bene
kongo	congo
hotel	hotel
besonderhede	tiết
onderwyser	thầy
skilderye	tranh
bar	bavarian
bar	bar
gelaat	trái
orrel	organ
heidelberg	heidelberg
road	đường
road	road
cambridge	cambridge
hill	đồi
hill	ngổn
hill	hill
hill	hoan
distrikte	quận
holland	holland
fees	festival
apartheid	apartheid
onthou	nhớ
toekomstige	lai
francois	francois
francois	françois
reël	luật
wyd	rộng
wyd	vid
dvd	dvd
vriend	bạn
vriend	hiền
jacob	jacob
frankfurt	frankfurt
unieke	unique
aand	tối
aand	đêm
walter	walter
indo	indo
direkteur	trương
sigbaar	bien
mpumalanga	mpumalanga
muur	wall
muur	tường
plat	phẳng
plat	plat
siektes	benh
siektes	bệnh
wyn	rượu
wyn	vang
stukke	rách
band	ban
band	band
gewys	xem
gewys	hiện
gewys	show
toestemming	phép
pruise	phổ
farao	pharaoh
wapens	khí
wapens	súng
cfg	cfg
rowspan	rowspan
verlore	mất
verlore	thua
ysland	iceland
ysland	shetland
eienaar	hữu
toer	tour
fraser	fraser
arm	tay
rhodes	rhodes
landelike	rural
hoort	thuộc
hamburg	hamburg
tekens	mã
khan	khan
joe	joe
waarom	sao
vinnige	mau
vinnige	nhanh
rustenburg	rustenburg
waardes	bảng
waardes	bàn
sterrestelsel	galaxy
konstantinopel	constantinopolis
konstantinopel	constantinople
uitspraak	pronunciation
hugo	hugo
kode	code
kode	mã
negatiewe	âm
negatiewe	ám
santa	trã
santa	santa
bottom	dưới
bottom	bậc
bottom	đáy
bottom	bottom
onmiddellik	ngay
hollandse	bản
hollandse	hoà
hollandse	dutch
aloe	aloe
war	waray
simon	simon
don	don
beker	cup
beker	cốc
beker	tách
arthur	arthur
sterrestelsels	galaxies
münchen	münchen
münchen	munchen
münchen	munich
eduard	edward
yster	iconic
yster	sắt
giovanni	giovanni
zambië	zambia
prente	ảnh
aangekom	đến
aangekom	tới
vlieg	fly
vlieg	ruồi
vlieg	bay
honderd	trăm
skuld	nợ
skuld	nợ
skuld	shield
skuld	khiên
gereelde	thường
aus	aus
suurstof	ôxi
suurstof	oxygen
suurstof	oxy
suurstof	ôxy
newel	nebula
wenner	thang
wenner	thắng
samuel	samuel
pietermaritzburg	pietermaritzburg
wind	gió
verlies	mát
limpopo	limpopo
vlaandere	flanders
sast	sast
wladimir	vladimir
christene	nguyen
christene	christian
rang	rang
rang	rank
bedreig	tiềm
harris	harris
rock	đá
rock	rock
gert	gert
stephanus	stephanus
paaie	banner
kommentaar	hàm
kommentaar	luận
kommentaar	lệnh
kommentaar	huy
kommentaar	lềnh
kommentaar	dung
athene	athens
athene	athene
athene	athena
leeu	lion
leeu	leo
insekte	insects
deesdae	lately
johanna	johanna
johanna	joan
obj	obj
hoor	thính
may	may
vuur	lửa
vuur	cháy
vuur	lứa
scott	scott
mary	mary
alternatiewe	alternative
alternatiewe	alternatives
vleis	thịt
kere	lần
kere	times
stuart	stuart
golden	vầng
golden	golden
golden	đỏi
