kategória	category
ázie	asian
ázie	asia
zápas	game
zápas	match
spoločne	jointly
spoločne	together
správy	news
správy	messages
správy	reports
mesiac	month
mesiac	moon
trieda	class
nitra	nitra
prvky	elements
prvky	features
energie	energy
dcéra	daughter
zdroje	sources
zdroje	resource
zdroje	resources
problém	problem
mora	mora
mora	sea
dostala	received
dostala	got
priestor	space
spôsob	method
spôsob	way
hlavná	major
hlavná	main
mikuláš	mikuláš
pamiatky	landmarks
pamiatky	sightseeing
pamiatky	monuments
vytvoril	created
org	org
pápež	pope
bicie	percussion
bicie	drum
bicie	drums
znovu	again
znovu	reunited
hľadiska	perspective
syna	son
wiki	wiki
západnej	western
výrazne	considerably
výrazne	significantly
problémy	trouble
problémy	problems
problémy	issues
live	live
ríša	empire
maliar	painter
proces	process
slnka	sun
predseda	president
predseda	chair
predseda	chairman
ameriky	america
ameriky	americas
wikipédia	wikipedia
potrebné	need
potrebné	needed
potrebné	necessary
označuje	indicates
označuje	designates
označuje	denotes
chrám	temple
literatúry	literature
groeneveld	groeneveld
navyše	plus
navyše	extra
región	region
postavený	built
séria	series
séria	batch
stavba	construction
národná	national
román	novel
vyššie	above
vyššie	higher
poradie	ranking
poradie	order
poľsko	poland
pamiatka	monument
pamiatka	landmark
pamiatka	commemoration
telo	body
hovorí	speaks
hovorí	says
krátko	briefly
petra	peter
petra	petra
brno	brno
zmeny	modifications
zmeny	changes
jiří	jiří
slov	words
atď	etc
minút	mins
minút	minutes
die	die
speváčka	singer
prácu	job
atp	atp
los	moose
lietadlá	airplanes
lietadlá	aircraft
lietadlá	aeroplanes
lietadlá	planes
posledný	last
umenie	arts
umenie	art
farba	color
farba	paint
farba	colour
love	love
love	hunting
unesco	unesco
dolná	lower
rýchlo	quick
rýchlo	hurry
rýchlo	fast
rýchlo	quickly
ing	ing
vrchy	mountains
skupín	groups
rozvoj	development
štátna	state
východnej	eastern
národný	national
súťaž	competition
súťaž	contest
vzniká	arises
dosiahol	reached
autorom	author
autorom	authors
päť	five
vojvodstvo	voivodeship
celé	entire
celé	whole
elst	elst
tour	tour
súčasne	simultaneously
rezervácia	reservation
rezervácia	booking
alma	alma
prešov	prešov
veľkých	large
pár	pair
pár	few
pár	couple
tomáš	thomas
tomáš	tomáš
vlajka	flag
založený	founded
založený	based
teórie	theories
použitie	usage
použitie	use
uvádza	mentions
tisíc	thousand
obvod	perimeter
obvod	circumference
obvod	district
obvod	circuit
herci	actors
začalo	started
začalo	began
najväčší	greatest
osôb	persons
josef	josef
ostrove	island
horná	top
ladislav	ladislav
mena	currency
spisovatelia	writers
george	george
nemecké	german
žáner	genre
odkaz	message
odkaz	link
prezidenta	president
nhl	nhl
budú	will
oise	oise
východ	east
východ	exit
vlastnosti	characteristics
vlastnosti	properties
vlastnosti	features
štúdia	study
štúdia	studio
charente	charente
krajinách	countries
umožňuje	enables
umožňuje	allows
návrh	motion
návrh	proposal
návrh	draft
návrh	suggestion
voda	water
žiadne	none
žiadne	nil
údaje	figures
údaje	data
historik	historian
architekt	architect
konali	acted
mnohé	many
základná	basic
boha	god
pokračuje	continues
hviezda	star
kraj	region
kraj	shire
bitka	battle
bitka	fight
paríži	paris
funkciu	function
andrej	andrej
andrej	andrey
andrej	andrei
prostredia	environments
bodov	points
školu	school
základnej	elementary
kvalifikácia	qualifications
kvalifikácia	qualification
thomas	thomas
paríž	paris
prechádza	passes
skupinu	group
oproti	opposite
viedol	led
programu	programme
letisko	airport
letisko	aerodrome
vydaný	issued
vydaný	extradited
radu	advice
radu	radu
vied	sciences
rada	advice
rada	council
rada	board
kňaz	priest
pojem	term
pojem	concept
pojem	notion
svahu	hillside
mater	mater
karel	karel
zlatý	cute
napokon	eventually
zvyčajne	typically
zvyčajne	usually
zvyčajne	usual
single	single
tretí	third
pavel	pavel
lokality	locality
lokality	locations
lokality	sites
zemi	earth
zemi	ground
rozhodol	ruled
rozhodol	decided
rozhodol	decreed
historické	historic
historické	historical
hudobník	musician
hviezd	stars
slova	word
armáda	armada
armáda	military
armáda	army
stará	stará
stará	old
cisár	emperor
hradu	castle
zoznamy	lists
vrchol	top
vrchol	peak
anna	anne
anna	anna
čiastočne	partly
čiastočne	partially
del	del
výsledky	results
takisto	also
všeobecne	generally
všeobecne	general
konečné	final
konečné	definitive
série	series
ruskej	russian
vytvára	creates
vytvára	generates
vytvára	creating
sever	north
vojenské	military
polovice	halves
podmienky	terms
podmienky	conditions
podmienky	condition
obraz	picture
obraz	image
obraz	painting
hodín	hours
hodín	clock
miroslav	miroslav
mesiaca	moon
mesiaca	month
priestoru	space
jaroslav	jaroslav
staré	old
skutočnosti	facts
využíva	exploits
charles	charles
síl	forces
projektu	project
profesor	professor
palác	palace
css	css
lietadlo	aircraft
lietadlo	plane
lietadlo	airplane
lietadlo	aeroplane
látky	substance
látky	substances
jednotiek	units
európska	european
úspech	achievement
úspech	success
hranice	boundaries
hranice	frontiers
hranice	borders
hranice	border
málo	few
málo	little
aisne	aisne
výroba	manufacture
výroba	production
výroba	manufacturing
brehu	shore
moc	power
louis	louis
víťazstvá	victories
lev	lion
lev	lev
lev	leo
časopis	magazine
posledné	recent
posledné	last
posledné	latest
politici	politicians
rudolf	rudolph
rudolf	rudolf
juh	south
súčasný	current
súčasný	contemporary
letu	flight
podobné	similar
chcel	wanted
forme	form
misie	missions
misie	mission
sem	sem
sem	here
musia	must
rastlín	plants
rastlín	plant
farby	colours
farby	color
farby	colors
farby	colour
stojí	stands
španielsko	spain
spojenie	connection
spojenie	link
niektorí	some
pdf	pdf
povodie	basin
druhé	second
družstvá	cooperatives
absolvoval	graduated
cestu	path
univerzita	university
získať	retrieve
získať	get
získať	acquire
získať	gain
planéty	planet
planéty	planetary
planéty	planets
týždňa	week
vlastné	own
vlastné	custom
parku	park
späť	back
západ	west
kód	code
všetci	everybody
všetci	all
všetci	everyone
obsah	content
obsah	contents
českého	czech
umení	arts
pôvod	origin
pôvod	origins
lekár	physician
lekár	doctor
more	sea
námestie	square
tvorby	making
zvolený	chosen
zvolený	elected
okolie	surroundings
okolie	neighborhood
okolie	ambient
vzdialenosti	distances
vzdialenosti	distance
veci	things
veci	stuff
medzinárodné	international
prírodné	natural
príliš	too
anton	anton
biskup	bishop
ulici	street
vzťah	relation
vzťah	relationship
výsledok	outcome
výsledok	result
vysoké	high
vysoké	tall
spravidla	generally
slúži	serves
dňoch	days
sojuz	soyuz
vľavo	left
firmy	businesses
firmy	firms
firmy	companies
somme	somme
presne	exactly
väčšinu	majority
vzniklo	arose
und	und
výskum	research
uvedené	listed
strán	pages
posledných	recent
brat	brother
potoka	creek
umiestnenie	placement
umiestnenie	positioning
umiestnenie	location
otca	father
international	international
víťazi	winners
filozofie	philosophy
filozofie	philosophies
obe	both
mesiacov	months
mesiacov	moons
akvitánsko	aquitaine
veža	tower
veža	rook
smrť	death
sopky	volcanoes
réžia	director
zrejme	probably
zrejme	apparently
zrejme	obviously
vydavateľ	publisher
vydavateľ	editor
vydavateľ	issuer
pole	field
dlhé	long
ruska	russia
producent	producer
povrch	surface
vydanie	edition
vydanie	issue
vydanie	extradition
postup	procedure
zahŕňa	includes
prišiel	arrived
prišiel	came
cisára	emperor
futbalový	soccer
futbalový	football
existujú	exist
sovietsky	soviet
catalina	catalina
vysoká	high
vysoká	tall
vysoká	college
dostali	got
formy	forms
formy	moulds
formy	molds
vojakov	soldiers
panny	virgo
panny	virgins
medzinárodná	international
vznikli	arose
vznikli	incurred
niekto	anyone
niekto	someone
niekto	somebody
niekto	anybody
commons	commons
architektúry	architecture
architektúry	architectures
vedy	science
vedy	sciences
albert	albert
podporu	support
air	air
tých	those
postavená	built
objekty	objects
obyvatelia	inhabitants
obyvatelia	residents
obrázkov	images
obrázkov	pictures
určené	intended
určené	designated
určené	determined
rodina	family
štýl	style
štýl	styling
používať	use
video	video
partnerské	partner
grécka	greek
grécka	greece
malých	small
južná	southern
južná	south
vydavateľstvo	publisher
vydavateľstvo	publishing
yorku	york
výber	selection
výber	select
výber	choice
organizuje	organises
organizuje	organizes
house	house
divadla	theater
divadla	theatre
zámok	lock
zámok	castle
zámok	château
účasť	attendance
účasť	turnout
účasť	participation
list	leaf
list	sheet
list	letter
pohoria	mountains
šesť	six
výroby	production
výroby	manufacturing
hodnoty	values
trenčín	trenčín
organizácia	organization
organizácia	organisation
rur	rur
termín	term
termín	deadline
urb	urb
úrad	authority
úrad	office
provincie	province
provincie	provinces
pikardia	picardy
prístup	access
prístup	approach
vzduchu	air
teplota	temperature
teplota	temp
prakticky	virtually
prakticky	practically
obvykle	usually
obvykle	typically
obvykle	normally
nájsť	find
blízko	near
čísla	figures
čísla	numbers
https	https
únie	union
zúčastnil	attended
žil	lived
trnava	trnava
lot	lot
veliteľ	chief
veliteľ	commander
zariadenia	equipment
zariadenia	installations
zariadenia	devices
zariadenia	facilities
all	all
storočie	century
dedičstva	heritage
práca	job
práca	work
práca	working
dráhy	runway
akadémie	academy
akadémie	academies
turné	tour
pozostáva	consists
jana	jana
dosť	enough
grand	grand
udalosti	events
udalosti	event
výboru	committee
najvyššia	supreme
marie	marie
loir	loir
profil	profile
sústava	system
znak	emblem
znak	character
znak	sign
preklad	translation
železničná	railway
železničná	rail
staršie	older
rakúsky	austrian
champagne	champagne
mestské	urban
mestské	city
piesní	songs
max	max
boh	god
hráčov	players
významný	significant
mark	mark
pomoc	aid
pomoc	assistance
pomoc	help
dlhý	long
skončil	ended
skončil	finished
kapely	bands
kapely	band
metra	subway
začiatok	start
začiatok	beginning
platí	pays
platí	applies
dediny	villages
dediny	village
zmienka	mention
vokály	vocals
calvados	calvados
vzdialenosť	distance
systémy	systems
systémy	system
použiť	apply
použiť	use
angeles	angeles
príbeh	tale
príbeh	story
stránkach	pages
futbalové	soccer
futbalové	football
politické	political
maďarsko	hungary
celá	whole
pohyb	motion
pohyb	move
pohyb	movement
kníh	books
vzťahy	relationships
vzťahy	relationship
vzťahy	relations
prvkov	elements
ochrana	protecting
ochrana	protection
severná	north
severná	northern
politická	political
veľkosti	size
veľkosti	sizes
jazero	lake
družstiev	cooperatives
dôležité	important
nasa	nasa
sovietskeho	soviet
charakter	character
charakter	nature
hudobná	music
hudobná	musical
spočiatku	initially
komplex	complex
art	art
geografia	geography
kraja	shire
výstavba	construction
pierre	pierre
osoby	persons
motory	motors
motory	engines
typy	types
svätý	saint
svätý	holy
londýn	london
provence	provence
body	points
starý	old
krátky	short
krátky	brief
otvorená	open
záujem	interested
záujem	interest
václav	václav
považuje	considers
talianska	italy
talianska	italian
grécky	greek
postavenie	status
postavenie	position
colspan	colspan
hautes	hautes
vytvoriť	create
vytvoriť	construct
mestská	urban
riešenie	solution
držitelia	holders
držitelia	keepers
windows	windows
televízne	television
kláštor	monastery
kláštor	convent
kláštor	abbey
použité	used
jazyku	language
útok	attack
útok	assault
web	website
web	web
martina	martina
martina	martin
rakúska	austrian
rakúska	austria
noci	nights
súvislosti	context
krát	times
zmluvy	contracts
zmluvy	treaties
úrovni	level
tvorbe	formation
veda	science
dlho	long
posádky	crews
posádky	crew
pavla	paul
kalifornia	california
snp	snp
metal	metal
menšie	lesser
menšie	minor
patril	belonged
sedem	seven
iihf	iihf
kilometrov	kilometres
kilometrov	kilometers
jura	jura
remix	remix
space	space
ocenenia	awards
ocenenia	prizes
ocenenia	valuations
tímy	teams
ardenne	ardenne
tvorba	creation
tvorba	formation
názory	opinions
názory	views
republike	republic
septembri	september
poľský	polish
kultúrne	cultural
kultúrne	culturally
lietadla	aircraft
pro	pro
januári	january
rodine	family
eva	eva
dynastie	dynasty
majster	master
priemer	diameter
priemer	average
dolina	valley
dolina	dolina
rakety	missiles
rakety	rockets
rakety	rackets
nálezy	findings
united	united
hora	mountain
práv	rights
súvisiace	associated
súvisiace	related
každá	every
každá	each
doliny	valleys
auguste	auguste
auguste	august
zľava	discount
konkrétne	specific
konkrétne	concrete
konkrétne	specifically
hory	mountains
hory	mountain
nemecká	german
trón	throne
île	île
cher	cher
link	link
anglicko	england
londýne	london
ochranu	protection
pôvodný	original
vojsk	troops
vojsk	troop
sonda	probe
objavili	discovered
divízie	divisions
symbol	symbol
jazykov	languages
svetová	world
také	such
spája	connects
spája	unites
prof	prof
kobayashi	kobayashi
posádka	crew
materiál	material
materiál	materials
amerike	america
lepšie	better
rukou	hand
rím	rome
marci	march
marci	marci
forma	form
kariéra	career
kariéra	careers
severnom	northern
slovakia	slovakia
texty	texts
texty	lyrics
joseph	joseph
dni	days
sondy	probe
sondy	probes
známi	known
známi	acquaintances
choroby	sickness
choroby	illness
choroby	diseases
choroby	disease
siete	nets
siete	networks
siete	network
pop	pops
pop	pop
jadro	core
jadro	nucleus
jadro	kernel
zariadenie	device
zariadenie	equipment
zariadenie	installation
okruhu	circuit
nezávislosť	independence
manche	manche
výhry	wins
výhry	winnings
federácia	federation
ciest	roads
prípadoch	cases
decembri	december
voľby	options
voľby	election
voľby	elections
jozefa	joseph
pol	pol
možnosti	possibilities
možnosti	options
online	online
man	man
prečo	why
medzinárodných	international
zápis	notation
zápis	alert
filmov	films
obyvateľstvo	populations
obyvateľstvo	population
riaditeľ	director
riaditeľ	principal
sieť	net
sieť	grid
sieť	network
zakladateľ	founder
rastliny	plants
rastliny	plant
line	line
viaceré	multiple
takéto	such
moskva	moscow
zhruba	roughly
afriky	africa
pokračoval	continued
pozície	positions
japonsku	japan
spomína	mentions
vety	phrases
vety	sentence
vety	sentences
