נדירה	skaars
מחוברים	verbind
פופולריים	gewild
פופולריים	gewilde
פופולריים	gewild
פופולריים	neigings
מתוקים	lieflike
מתוקים	soet
רבייה	breeding
רבייה	voortplanting
קונגרס	congress
איזון	saldo
איזון	balans
איזון	balans
מכני	mechanical
מכני	meganiese
איכרים	boere
מוקדון	makedonië
פוסק	arbiter
ייחודיות	unieke
ייחודיות	uniek
דוגמא	voorbeelde
דוגמא	voorbeeld
המאפיין	characteristic
מתמשך	aaneenlopende
מתמשך	voortgesette
מתמשך	voortdurende
מתמשך	langdurige
האירופאים	europeans
שוות	gelyk
שוות	gelyke
שמיני	eighth
נקי	skoonmaak
נקי	skoon
נקי	skoon
מקהלה	koor
מקהלה	chorus
מקנה	mckenna
מיקרו	micro
מיקרו	mikro
שפל	lae
ורה	vera
פריץ	fritz
העתקה	kopieer
העתקה	bokant
העתקה	kopiereg
פלין	flynn
ספירס	spears
מעריכים	waardeer
סטנפורד	stanford
עלויות	kos
ברצינות	erg
הוואי	hawaii
חסום	blokkeer
חסום	blok
חסום	geblokkeerde
חסום	geblokkeer
חסום	verhoed
חסום	geblok
יעדים	teikens
יעדים	doelwitte
יעדים	doele
יעדים	bestemmings
ורד	roos
חילוץ	redding
חילוץ	red
סודות	secrets
סודות	geheime
תפוצה	bereik
תפוצה	reikwydte
ביצורים	skepsels
תפוח	appel
תפוח	apple
מצרית	egiptiese
להתאמן	practice
להתאמן	praktyk
להתאמן	oefen
להעיד	getuig
מפרש	sail
מפרש	sails
יישומים	toepassings
יישומים	programme
יישומים	aanwendings
יישומים	aansoeke
יישומים	toepassings
ספרייה	biblioteek
פוטבול	voetbal
מועדפת	gunsteling
אחראים	verantwoordelik
יעקובסון	jacobson
הגשת	indiening
רוזנטל	rosenthal
נגזרת	afgeleide
מצריים	egipte
מחסה	skuiling
ריבר	rivier
קמפבל	campbell
אלבניה	albanië
גזים	gasse
נמלים	poorte
נמלים	miere
השרירים	spiere
נצפה	bekyk
נצפה	gekyk
נוזלים	vog
אדריאן	adrienne
אדריאן	adrian
הפסחא	paasfees
אוקראינים	oekraïners
רוברטו	roberto
איסטנבול	istanbul
איסטנבול	istanboel
איתור	bediening
וליאן	julian
צופן	kode
גאולה	verlossing
גאולה	redemption
רעה	sleg
המסגרת	raam
נמרוד	nimrod
רוכב	rides
רוכב	ritte
רוכב	rider
בעצמי	myself
מצלמה	camera
מצלמה	kamera
העמודים	pilare
יושבת	sitting
יושבת	sit
עודף	surplus
עודף	veranderings
עודף	verander
עודף	wysig
עודף	oortollige
פוסטר	foster
לסמוך	staatmaak
אופרות	operas
האבל	hubble
בלייק	blake
אסר	verbande
אסר	verban
בחינה	ondersoeke
בחינה	eksamen
קינן	keenan
התקדם	vorder
השדות	velde
השתנתה	gewysig
בלעדי	eksklusiewe
נשבר	gebreekte
נשבר	stukkend
נשבר	gebroke
נשבר	gebreek
נשבר	bankrot
סיציליה	sisilië
איליה	ilja
איליה	elia
נעלמו	gone
נעלמו	gegaan
אוילר	euler
טיטוס	titus
לואיז	luiz
לואיז	louise
פסולת	puin
פסולת	afval
רגלי	pion
בארט	bart
בארט	barrett
אימוץ	aanneem
אימוץ	aangeneem
מופעל	geaktiveer
מופעל	aangedryf
רווחים	ruimtes
רווחים	spasies
רווחים	opbrengste
רווחים	verdienste
רווחים	winsgewend
ויל	sal
אוהל	tente
אוהל	tent
אפריקאית	afrikaanse
אפריקאית	afrikaan
אפריקאית	afrika
אפריקאית	african
דיזל	diesel
אוסטרלי	aussie
אוסטרלי	australiese
לוסי	lucy
ליאון	leon
יביא	bring
אוצרות	treasures
עצמאיות	independent
עצמאיות	onafhanklike
עצמאיות	onafhanklik
עצמאיות	selfstandige
בריא	gesonde
תאודור	theodore
תאודור	fjodor
תאודור	theodorus
תאודור	theodor
ניקסון	nixon
סלים	selim
חוקיות	wettig
חוקיות	legal
להתחתן	wo
פיוס	versoening
הסתיימו	geëindig
פיליפס	philips
פיליפס	phillips
מסובך	complicated
מסובך	ingewikkeld
ויימאר	weimar
תיעודי	dokumentêr
תיעודי	documentary
דיכאון	depressie
להרים	lift
אסיר	gevangene
קתולי	katolieke
קתולי	katoliek
במול	plat
לית	leigh
כוס	pussy
כוס	koppie
כוס	beker
מילוי	invul
אמריקנים	americans
סינגפור	singapoer
הערבה	steppe
השומרים	voogde
יושבים	sitting
יושבים	sit
מצלמות	kameras
התעללות	beledigend
התעללות	misbruik
רגש	emosie
רגש	emosioneel
מראות	besienswaardighede
תרגיל	dril
מחמוד	mahmoed
מחמוד	mahmoud
התמחות	spesialiteit
גרי	gary
נבל	booswig
נבל	harp
כרטיסים	kaartjies
כרטיסים	kaarte
מרתון	marathon
מרתון	maraton
דרבי	derby
משפיעה	invloedryke
משפיעה	affekteer
משפיעה	affecting
בורוסיה	borussia
מונרו	monroe
מחסום	versperrings
מחסום	barrier
השרת	bediener
שגרירות	ambassade
שגרירות	embassy
אוסבורן	osborne
אוסבורן	osborn
אוהבים	liefhebbers
חצות	middernag
מרפי	murphy
ההכנות	voorbereidings
הפיצוץ	ontploffing
הפרישה	secession
זיכרונות	herinneringe
אוכלים	eet
היוזמה	inisiatief
נאצים	nazis
התעמולה	propaganda
אורה	ora
קרתגו	cartago
נסוג	teruggetrokke
בירד	voël
שיפורים	verbeterings
הנטייה	inclination
קור	cold
קור	koue
קור	koud
קור	cor
סוויפט	swift
רוד	staaf
רוד	rod
ציינו	genoem
סמוכים	aangrensende
תראה	kyk
נסה	probeer
פצצה	bomb
פצצה	bom
מינימום	minimum
פנימה	binne
צפה	gekyk
צפה	swewende
צפה	wissel
צפה	waarneem
צפה	horlosie
צפה	kyk
צפה	dophou
צפה	aansig
צפה	besigtig
צפה	bekyk
טיפולים	behandelings
צרה	sukkel
צרה	smal
צרה	teenspoed
לחסוך	bespaar
ממדית	dimensional
זהירות	versigtig
ריימונד	raymond
סאם	sam
רוסו	rosso
רוסו	russo
רוסו	rousseau
שוחד	omkoopgeld
ירמיהו	jeremia
ירמיהו	jeremiah
להודיע	aankondig
שמאלה	gelaat
הלוחות	panele
אנטארקטיקה	antarktika
נחמה	gemak
נחמה	troos
גנטי	genetiese
בוני	bonnie
בוני	bonny
ורנר	werner
סת	seth
פרעה	farao
אנכי	vertikaal
הבלטי	baltiese
מתחרה	mededinger
מתחרה	meeding
נקבות	meisies
נקבות	vroulik
עט	pen
הנהג	drywer
הנהג	aandrywer
דרמטי	dramatiese
מצדה	masada
מחתרת	ondergrondse
מחתרת	weerstand
ליטר	liter
ליטר	silwer
ליטר	liters
נצרות	christian
נצרות	christene
נצרות	christen
נצרות	christiaan
נצרות	christendom
נצרות	christianity
ציטוטים	aanhalings
ציטוטים	aanhalings
זול	goedkoop
גיבורים	heroes
גיבורים	helde
בטן	abdomen
בטן	maag
תקרית	voorval
תקרית	insident
נוגה	venus
מגמות	neigings
מרובע	vierkantig
מרובע	vierkant
מרובע	vierkantige
קלייר	clare
קלייר	claire
בציר	vintage
בציר	verouderde
בציר	outydse
בציר	oudhede
קובנה	kaunas
צייד	hunter
צייד	jagter
צייד	jag
דמיטרי	dmitri
דמיטרי	dmitri
דמיטרי	dimitri
מסלולים	roetes
מסלולים	snitte
תקליט	rekord
תקליט	opneem
ביירות	beiroet
מסכימה	ooreengekom
דיאנה	diana
חיטה	koring
קלף	kaarte
גרו	gru
רוקי	rocky
תקוה	hoop
מועצות	councils
מוט	pool
חליל	fluit
חליל	khalil
פורסט	forrest
פוג	pogue
משקף	herhaal
משקף	reflekteer
נכחד	uitgestorwe
רוחנית	geestelik
אהבתי	geliefde
אהבתי	geliefd
אהבתי	geliefkoosde
לגדל	lig
משלוח	aflewering
משלוח	aflewer
משלוח	lewering
משלוח	versending
רבעים	quarters
קרקוב	krakow
דילן	dylan
לחיזוק	versterk
סטריט	straat
בפורטוגזית	portugese
בפורטוגזית	portugees
וגאס	vegas
רדיוס	radius
לסטר	leicester
לסטר	lester
אמילי	emily
אלכסנדריה	alexandrië
אלכסנדריה	alexandria
להמיר	omskep
אוגנדה	uganda
תלונות	klagtes
האמירויות	emirates
פרווה	pels
סלוניקי	thessaloniki
פנמה	panama
ייחוס	toeskrywing
הבריחה	ontsnap
תבור	tabor
המחוקקים	wetgewers
פיגועים	aanvalle
פיגועים	bomaanvalle
התחלתי	aanvang
תדירות	frekwensie
אבחון	diagnose
אבחון	diagnostic
שוחררה	vrygestel
שוחררה	gelos
אירופי	europees
אירופי	europese
משתתפת	deelnemer
צרכים	verlang
קרנות	fondse
קרנות	horings
התודעה	bewussyn
התודעה	consciousness
יוצאות	uitgaande
אינטרסים	belangstellings
רוברטס	roberts
התועלת	nuttigheid
תואם	aanpasbaar
תואם	versoenbaar
תואם	ooreenstemmend
גולד	goud
דוכסות	hertogdom
קית	kees
קית	keith
ציריך	zürich
ציריך	zurich
נלהב	hartstogtelik
נלהב	passionate
מקסימלי	maksimum
מסגרות	rame
דקדוק	grammatikale
דקדוק	grammatika
דקדוק	grammar
אלקטרוניקה	elektronika
קנטור	cantor
נאש	nash
אפריקני	afrikaanse
אפריקני	afrikaan
אפריקני	afrika
אפריקני	african
דלה	della
שודדי	raiders
צמיחה	growth
צמיחה	groei
שוחט	slagter
שוחט	butcher
הרצף	continuum
רוזה	rosa
רוזה	rosé
הפסנתר	klavier
הקמפיין	veldtog
פקיד	klerk
פקיד	clerk
פקיד	bailiff
להירשם	registreer
שפם	snor
עצר	opgehou
עצר	gestop
עצר	gestaak
נכשלה	misluk
הצביע	gestem
רומנטית	romantiese
רומנטית	romanties
תו	nota
תו	aantekeninge
ברונו	bruno
אדגר	edgar
סידן	kalsium
סימטריה	simmetrie
לאיים	dreig
צעירות	jonk
צעירות	jong
זורמים	vloeiende
מושלמת	perfek
ידעה	knew
ידעה	geweet
לוקחת	vat
יומני	dagboek
עמוקים	diep
ספורטאי	atleet
ספורטאי	jock
כחולה	blou
חדירה	penetrasie
חדירה	inpersing
ליפה	lippe
לירי	leary
לירי	lyrical
שניתנו	gegee
שניתנו	gelewer
גרייס	grace
מיושב	bevolkte
מיושב	bewoonde
ירוקה	groen
נאצי	nazi
קראוס	krauss
קראוס	krause
לחלץ	uittreksel
מאכלים	limited
מאכלים	foods
הופסק	gestaakte
מסוכנים	gevaarlike
מסוכנים	gevaarlik
טקסים	rituals
טקסים	rites
טקסים	ceremonies
ציפי	tzipi
עתידי	toekomstige
עתידי	toekoms
קנט	kent
ימני	regterkant
ימני	regs
גמליאל	gamliel
הרצוי	gewenste
סלובניה	slowenië
גרילה	guerrilla
גרילה	guerilla
בלפור	balfour
תם	tam
להיטים	hits
ברוקלין	brooklyn
שמיעה	verhoor
שמיעה	hoor
שמיעה	gehoor
שמיעה	aanhoor
שמיעה	hearing
מיגל	miguel
לסקר	lasker
וויליאם	willem
וויליאם	william
יואן	yuan
כת	cult
שמיים	lug
שמיים	skies
וולפגנג	wolfgang
שרמן	sherman
משולבים	gekombineer
משולבים	combined
איגור	igor
ראול	raoul
ראול	raúl
סויוז	sojoes
מיה	mia
תסמינים	simptome
נכנע	teruggawe
נכנע	uitlewering
נכנע	oplewer
נכנע	opbrengs
שחיינים	swemmers
החלום	droom
קוב	kub
קוב	cobb
חרושת	fabriek
התבוסה	oorwin
תאוצה	versnelling
בהתנדבות	vrywillig
בהתנדבות	vrywillige
בהתנדבות	vrywillig
מפורש	eksplisiet
מפורש	eksplisiete
גולגולת	skedel
גולגולת	skull
אופיינית	tipiese
אופיינית	typical
קניין	koper
מוטל	motel
הולנדית	hollandse
הולנדית	nederlands
מלצר	kelner
סוציולוגיה	sosiologie
מנות	disse
מנות	hoeveelhede
הבעלות	eienaarskap
קירוב	benadering
פרוסט	proust
פרוסט	frost
פטיש	hamer
פטיש	hammer
עורק	arteries
אלימה	geweldadig
אלימה	geweldadige
אלימה	violent
אלימה	gewelddadig
מעריך	skat
מעריך	waardeer
משמעותיות	betekenisvolle
משמעותיות	betekenisvol
מכריז	verklaring
מכריז	aankondig
הקוסם	towenaar
הקוסם	assistent
בקפריסין	cyprus
נטלי	natalie
מיומנויות	vaardighede
מייד	onmiddelik
מייד	onmiddellik
מייד	dadelik
מפתחות	sleutels
צב	skilpad
קומנדו	commando
טד	tad
טד	ted
סולימאן	suleiman
אליסון	alison
מודעת	bewus
מודעת	geweet
מחויב	gebind
מחויב	begaan
סטארק	stark
לינוקס	linux
בזל	basel
נוצות	vere
צמחייה	plantegroei
מתנות	geskenke
מתנות	presents
המלצה	aanbevole
המלצה	aanbeveel
המלצה	aanbeveling
המצאות	inventions
מילולי	literal
מילולי	verbale
מילולי	verbaal
מפרק	gesamentlike
מפרק	joint
לקות	gestremdheid
בלוטת	klier
נתנאל	nathaniel
המגזר	sektor
סון	son
קאופמן	kaufman
הנוסע	passasier
הנוסע	passasiers
רובר	rover
סצנות	skerms
סצנות	scenes
סצנות	tonele
רך	sagte
רך	sag
סטן	stan
לסבול	suffer
לסבול	raserige
נחשים	snakes
מסתיימת	eindig
נאצר	nasser
ונוס	venus
רגיש	sensitief
ראס	russ
משמעויות	betekenisse
מדגיש	hoogtepunte
עליות	ups
ריטה	rita
מגיש	pitcher
מגיש	aanbieder
פנימיות	intern
פנימיות	interne
פיצול	verdeel
פיצול	skei
פיצול	spelling
להודות	erken
קרוז	cruz
האשמות	bewerings
המארחת	gasvrou
משקעים	neerslag
משוכנע	oortuig
יהלום	diamond
יהלום	diamant
יהלום	ruite
יהלום	diamonds
ורן	verne
ורן	vern
מיוצר	vervaardig
מיוצר	geproduseer
דורטמונד	dortmund
מדורג	gekeurde
מדורג	rated
מדורג	gegradeer
מדורג	gerangskik
כור	reaktor
גמישות	elastisiteit
קירור	verkoeling
הודי	indiër
הודי	indiese
מלקולם	malcolm
מרוצה	tevrede
מרוצה	gelukkig
אוסטין	austin
פאי	doodeenvoudig
בריטניקה	britannica
פאוול	powell
אייזק	isaac
עגול	rondte
צלעות	ribbes
הליבה	kern
אהב	geliefde
אהב	geliefd
אהב	geliefkoosde
אהב	gehou
התגובות	opmerkings
אראגון	aragon
טיולים	reise
טיולים	uitstappies
טיולים	hiking
קלרה	klara
קלרה	clara
התמוטטות	ontleding
התמוטטות	uiteensetting
התמוטטות	ineenstorting
התמוטטות	toevou
מלזיה	malaysia
מלזיה	maleisië
קמפוס	campos
קמפוס	kampus
קמפוס	campus
אומן	oman
אומן	kunstenaar
שנתית	maandelikse
שנתית	jaarlikse
הופסקה	gestaakte
עליונות	oppergesag
עליונות	superior
עליונות	superioriteit
סינטרה	sinatra
שחיתות	korrupte
שחיתות	korrup
שחיתות	korrupsie
טרום	pre
טרום	vooraf
קמח	meel
ידיד	vriend
נציב	kommissaris
וורד	ward
נמכרה	sold
נמכרה	verkoop
הבחין	spotted
הבחין	gevlekte
תמרה	tamara
מוסטפא	mustafa
תיאום	gekoördineerde
תיאום	koördinasie
תיאום	koördinering
לונג	lank
מטבח	kookkuns
מטבח	kombuis
נענע	nana
נענע	mint
מעטפת	tolk
מעטפת	dop
מעטפת	koevert
הביוגרפיה	biografie
תרזה	teresa
תרזה	theresa
אתלטיקה	atletiek
החלקה	skating
חכמה	hefboom
חכמה	clever
חכמה	gebeur
חכמה	wise
חכמה	luukse
חכמה	slim
חכמה	smart
חכמה	wysheid
אלפונסו	alfonso
חתולים	katte
חתולים	cats
פרגוואי	paraguay
תיאודור	theodore
תיאודור	fjodor
תיאודור	theodorus
נוימן	neumann
ההבנה	verdraagsaamheid
ההבנה	begrip
מפרט	spesifikasies
מפרט	spesifikasie
מפרט	spec
לוגי	logies
לוגי	logiese
זוחלים	reptiel
זוחלים	reptiele
טיורינג	turing
הגדר	gestel
הגדר	instel
הגדר	stel
הגדר	opstel
הגדר	heining
הגדר	definieer
הפצה	verspreiding
מכובד	voortreflik
כופר	ransom
טיילר	tiaan
טיילר	tyler
טיילר	temba
מאסטר	meester
אינסופי	oneindige
אלופה	champ
אלופה	kampioen
שטרלינג	sterling
בט	bette
מתוכננת	beplande
מתוכננת	beplan
אונייה	skip
אונייה	skeep
מולי	molly
אללה	allah
התשלום	betaling
מפרסם	advertiser
מפרסם	uitgewer
השיבה	geantwoord
חלומות	drome
מחזורי	cycles
אגודות	assosiasies
אגודות	verenigings
משוואה	vergelyking
שניידר	schneider
שניידר	snyder
פורטו	porto
פורטו	puerto
הרך	sagte
הרך	sag
נעצרה	opgehou
נעצרה	gestop
נעצרה	gestaak
מקראית	apokriewe
מקראית	biblical
הנשמה	siel
להסתמך	staatmaak
הסיעה	fraktion
פוטין	putin
סופו	einde
סופו	beëindig
מנגנוני	meganismes
בנקים	banke
חמד	hamad
תאורטית	teoretiese
קתולים	katolieke
קתולים	katoliek
מצטער	jammer
עדנה	edna
ברט	bert
ברט	brett
ברט	burt
חומרה	hardeware
אלטרנטיבי	alternatief
אלטרנטיבי	alternatiewe
אלטרנטיבי	afwissel
אלטרנטיבי	alternatiewe
פסיכולוגית	sielkundige
גרנד	vleuel
גרנד	grand
השקיעה	sonsondergang
משלחות	expeditions
קוני	connie
מוזס	moses
ענקית	huge
ענקית	reus
פרסמו	geplaas
פרסמו	posted
חללים	ruimtes
חללים	spasies
חללים	casualties
ליטאי	litause
ואט	watt
ואט	btw
הילה	aura
הילה	halo
תהילים	psalm
תהילים	psalms
ווסט	wes
ללכוד	vaslê
ללכוד	vang
ללכוד	vasvang
מטריצה	matrix
סרי	sri
סקס	seks
סקס	geslag
סקס	sex
סיר	pot
מזכירה	sekretaris
מזכירה	sekretaresse
הגלקסיה	galaxy
הגלקסיה	sterrestelsel
האחוזה	mansion
אבד	verlore
אבד	verloor
הצהרה	stelling
אנדרסן	andersen
בהריון	swanger
אייאקס	ajax
מיסטר	mister
תביעות	eise
הארכיבישוף	archbishop
לוחמת	warrior
לוחמת	vegter
לוחמת	fighter
אסלאם	islam
הלסינקי	helsinki
מוגברת	toegeneem
מוגברת	verhoogde
סכין	knife
סכין	mes
כפל	maal
פיני	finney
פיני	fins
משולם	betaal
משולם	betaalde
חוויה	ervaar
חוויה	ervaring
חוויה	ondervinding
האוס	house
האוס	huis
מסתובב	spinning
ריבית	belangstelling
ריבית	rente
מלכותי	regal
מלכותי	koninklike
מלכותי	royal
אובייקטים	voorwerpe
אובייקטים	objekte
קלאודיוס	claudius
רשומות	rekords
רשומות	records
רשומות	inskrywings
הלוואות	lenings
פלויד	floyd
רלוונטית	relevante
רלוונטית	relevant
רלוונטית	gepas
קונה	koper
המוקד	dispatch
הדפדפן	blaaier
רחבות	breed
רחבות	broad
מייצרת	produseer
זכאים	geskik
זכאים	kwalifiseer
זכאים	geregtig
תנין	alligator
תנין	krokodil
מותג	handelsmerk
שין	shin
מוקפת	omring
ביקורתית	kritieke
ביקורתית	krities
ביקורתית	kritiese
ביקורתית	kritiek
נהיגה	bestuur
נהיגה	driving
סרג	serge
אויבים	vyande
עיצורים	konsonant
פציעות	beserings
פלאש	flits
פלאש	flash
מצויין	uitstekend
מצויין	uitstekende
מצויין	excellent
משולבת	geïntegreerde
סגולה	pers
מלאי	inventaris
מלחים	matrose
סדנה	werkswinkel
האגן	hagen
אלברטו	alberto
שיטתי	stelselmatig
ליר	lear
לילות	nagte
חמישיית	kwintet
בובה	baba
בובה	puppet
בובה	doll
מארס	mars
המשלב	integrating
משנית	sekondêr
משנית	sekondêre
דיאלוג	dialoog
מודיע	informant
אינטרס	belangstelling
אינטרס	rente
סייד	kant
חריגה	uitsondering
הסף	drumpel
שריפת	skryfwerk
דאון	ondertoe
דאון	neer
דאון	af
דאון	dawn
לינארי	liniêre
לינארי	lineêre
מזמור	hymn
מזמור	chant
מזמור	psalm
זאוס	zeus
הלורדים	lords
רולינג	rolling
הלר	heller
קונסטנטינופול	konstantinopel
מתפתחת	evolving
הקיסרים	keisers
מקבלי	ontvangers
נראתה	gesien
טרנס	terrence
טרנס	trans
טרנס	terence
הכלה	bride
הכלה	bruid
אכפת	gedagte
אכפת	omgee
ואלי	valley
ואלי	vallei
מקסוול	maxwell
הקוראן	koran
אנדרטאות	monumente
סונג	sung
שתייה	gedrink
שתייה	drinking
שתייה	drink
שתייה	drank
שתייה	drankie
שתייה	drankies
יארד	yards
נעליים	skoene
פשעים	misdade
פשעים	misdrywe
וריאציות	variasies
פלא	wonder
שימושית	bruikbare
שימושית	nuttig
סטלינגרד	stalingrad
מתוק	lieflike
מתוק	soet
מקסימיליאן	maksimiliaan
עירית	sprietui
לובלין	lublin
נחוץ	nodige
וילי	willi
וילי	willie
נספח	addendum
כושל	vaal
כושל	failing
ריבוע	vierkantig
ריבוע	vierkant
ריבוע	vierkantige
אתניות	etnisiteit
מוסלמית	muslim
מוסלמית	moslem
מוסלמית	moslems
מעטות	paar
קזחסטן	kasakstan
עימותים	teenstrydighede
עימותים	botsings
צריח	toring
אנני	ani
אנני	annie
הנעורים	jeug
גרסיה	garcia
מזבח	altar
זמיר	nightingale
טוטנהאם	tottenham
חמורות	severe
קציר	oes
יריות	skote
