secrets	secretos
burgesia	burguesía
burgesia	burgueses
dresden	dresde
dresden	dresden
tetra	tetra
manxa	bellows
augusta	augusta
barana	barandilla
socialisme	socialismo
corporació	corporación
corporació	corporation
cervesa	cerveza
cervesa	cervezas
churchill	churchill
fugida	escapada
fugida	escapar
fugida	fuga
fugida	escapa
fugida	escape
eslovènia	eslovenia
alto	alto
breument	brevemente
gaspar	gaspar
finalista	finalista
finalista	finalistas
tragèdia	tragedia
serp	culebra
serp	víbora
serp	snake
serp	serpiente
casino	casino
paula	paula
riga	riga
morera	morera
albània	albania
fortificació	fortificación
fortificació	fortificaciones
fals	falsa
fals	false
fals	falso
fals	falsos
fals	falsas
fals	falsa
fals	farsante
fals	falsos
fals	falso
chapelle	chapelle
semi	semi
constantment	constantemente
casanova	casanova
fracció	fracción
filmfare	filmfare
miami	miami
modificat	modificada
modificat	modificados
modificat	modificadas
modificat	modificado
investigador	investigadora
investigador	investigador
ocasionalment	ocasionalmente
rescat	rescate
rescat	salvamento
rescat	rescatar
crims	crímenes
crims	delitos
crims	crimenes
restriccions	restricciones
restriccions	condicionamientos
restriccions	limitaciones
restriccions	restricciones
tours	giras
tours	excursiones
tours	tours
tours	recorridos
guadalajara	guadalajara
teclat	teclado
teclat	teclados
alfredo	alfredo
ses	ses
mus	mus
sensibilitat	sensibilidad
kentucky	kentucky
abundància	abundancia
sergio	sergio
inspirar	inspirar
inspirar	inspira
inspirar	inspiran
inspirar	inspire
atacat	atacado
atacat	atacó
atacat	atacados
atacat	atacada
considerant	considerando
tràfic	tránsito
tràfic	tráfico
tràfic	trafico
tràfic	trata
tràfic	tráfico
tràfic	traficar
clínica	clinica
clínica	clínica
cervantes	cervantes
ian	lan
ian	ian
bus	bus
bus	autobus
bus	autobús
bus	autobuses
bus	ómnibus
fabricants	fabricantes
walker	walker
walker	caminante
sar	sar
sar	rae
calç	lima
calç	cal
julia	julia
clergat	clérigos
clergat	clero
office	oficinas
office	oficina
office	office
office	despacho
fisiologia	fisiología
llacuna	laguna
crani	calavera
crani	cráneo
crani	skull
inspector	inspector
inspector	inspectora
inspector	comisario
senzills	singles
senzills	sencillos
senzills	solteros
senzills	individuales
consultar	consultar
consultar	consulta
consultar	consulte
xoc	conmoción
xoc	shock
xoc	choque
influït	influido
influït	influenciada
influït	influenciado
influït	influenciados
proclamació	proclamación
proclamació	proclama
teodor	theodore
teodor	teodoro
fèlix	felix
fèlix	félix
parr	parr
menezes	menezes
vertebrats	vertebrados
càstig	castigos
càstig	castigo
forçar	obligar
forçar	forzar
forçar	forzando
linux	linux
precedent	precedentes
precedent	precedente
discorre	carreras
discorre	corre
elit	élite
elit	elitista
elit	elite
magatzem	almacén
magatzem	almacen
targeta	tarjeta
targeta	tarjetas
targeta	card
cultius	cosechas
cultius	cultivos
superficial	superficial
acceptada	aceptadas
acceptada	aceptados
acceptada	aceptada
acceptada	aceptado
ira	ira
romanticisme	romanticismo
coincideix	cerillas
coincideix	fósforos
coincideix	coincidencias
coincideix	partidos
subjectes	sujeto
subjectes	asignatura
subjectes	asunto
subjectes	súbdito
subjectes	tema
conspiració	conspiración
profeta	profeta
fibres	fibras
arn	raúl
arn	arn
zaragoza	zaragoza
rioja	rioja
fluid	fluido
fluid	fluida
fluid	líquido
fluid	fluidos
legend	legend
legend	leyenda
cessió	asignación
cessió	cesión
componen	compone
componen	componer
emma	emma
ultramar	ultramar
ferrocarrils	ferrocarril
ferrocarrils	ferrocarriles
privats	privados
privats	privadas
privats	privado
privats	privada
ingrés	ingresos
ingrés	rentas
ingrés	ingreso
ingrés	renta
envia	enviar
envia	envíe
envia	mandar
neutral	neutral
neutral	neutro
neutral	neutrales
neutral	neutra
adopció	adopción
adopció	aprobación
adopció	adopciones
pasta	pasta
pasta	pastas
carreres	carreras
biscaia	vizcaya
comunica	comunica
corall	coral
corall	corales
explorador	scout
explorador	explorador
explorador	exploradora
explorador	explorer
explorador	explorador
nominal	nominales
nominal	nominal
promogut	promovido
promogut	promocionada
promogut	promocionado
promogut	ascendido
mural	mural
louvre	louvre
converses	conversaciones
successors	sucesores
mola	mola
plató	plato
plató	platón
representats	representado
representats	representada
representats	representados
representats	representadas
tensions	tensiones
plataformes	plataformas
identifica	identifica
quàntica	cuántico
quàntica	cuántica
earth	earth
earth	tierra
earth	terrestre
àlgebra	álgebra
carter	carter
enterrament	sepultura
enterrament	entierro
rodrigo	rodrigo
michigan	michigan
michigan	míchigan
kazakhstan	kazajistán
kazakhstan	kazajstán
esquerres	izquierdista
esquerres	izquierdistas
designa	designa
vèrtex	vértice
vèrtex	vértices
girar	rotar
girar	girar
miss	señorita
miss	miss
miss	srta
miss	extraño
diagonal	diagonal
degradació	degradación
afectats	afectados
afectats	afectado
afectats	afectó
afectats	afectada
afectats	afectadas
desenvolupant	desarrollándose
desenvolupant	desarrollando
tendeix	tiende
cantata	cantata
emergència	urgencias
emergència	urgencia
emergència	emergencias
emergència	emergencia
núria	nuria
núria	núria
aplicada	aplicados
aplicada	aplicado
aplicada	aplicadas
aplicada	aplicada
sarah	sarah
sarah	sara
canya	bastón
canya	cane
canya	caña
misteri	misteriosa
misteri	misterio
misteri	misterios
misteri	misterioso
notablement	enormemente
notablement	grandemente
bertran	bertran
campbell	campbell
wolf	loba
wolf	wolf
wolf	lobo
wolf	lobos
aïllament	aislamiento
faune	fauno
reforços	refuerzos
estudiat	estudié
estudiat	estudiados
estudiat	estudiado
estudiat	estudió
xah	shah
pur	puras
pur	pura
pur	puro
pur	puros
marcador	marcador
clot	coágulo
bissau	bissau
herois	heroes
herois	héroes
partícula	partícula
partícula	partículas
miracle	milagro
miracle	milagrosa
miracle	milagros
guix	yeso
guix	escayola
nerviós	nerviosa
nerviós	nervioso
nerviós	nerviosos
segment	segmentos
segment	segmentar
segment	segmento
violoncel	chelo
violoncel	violonchelo
premier	premier
febre	fiebre
caracteritzen	caracteriza
caracteritzen	caracterizan
caracteritzen	caracterizar
abasta	portadas
abasta	fundas
abasta	abarca
abasta	cubiertas
treva	tregua
tortuga	tortuga
tortuga	tortugas
irregulars	irregulares
irregulars	irregular
pan	cacerola
pan	sartén
pan	pan
comissions	comisiones
comissions	encargos
comissions	comisiones
comissions	comités
rebutjat	declinó
rebutjat	rechazada
rebutjat	disminuido
rebutjat	rechazados
rebutjat	rechazado
rebutjat	rechazada
virginia	virginia
fils	hilos
fils	hebras
benito	benito
gaèlic	gaélico
confirmat	confirmadas
confirmat	confirmado
confirmat	confirmados
confirmat	confirmada
centrat	centrada
centrat	centrado
balls	bailes
balls	danzas
danses	bailes
danses	danzas
kosmos	cosmos
txecoslovàquia	checoslovaquia
prefecte	prefecto
troballes	hallazgos
troballes	conclusiones
troballes	descubrimientos
mississipí	mississippi
mississipí	misisipi
conjunta	articulación
conjunta	joint
conjunta	porro
conjunta	articulaciones
conjunta	conjunta
rodó	laminados
rodó	rodado
rodó	rodó
rodó	laminado
rodó	enrollado
farina	harinas
farina	harina
larves	larvas
larves	larva
nicaragua	nicaragua
limitar	limitando
limitar	limitar
atracció	atracción
atracció	atractivo
detecció	detección
salomó	salomón
subministrament	abastecimiento
subministrament	aprovisionamiento
subministrament	suministro
presentada	presentado
presentada	presentada
presentada	presentados
presentada	enviado
vladímir	vladímir
vladímir	vladimir
borneo	borneo
nus	nudo
nus	nudos
inclinació	inclinar
inclinació	inclinación
inclinació	inclinaciones
inclinació	inclinación
consagració	consagración
formigó	hormigón
formigó	cemento
formigó	concrete
formigó	concreto
verdaguer	verdaguer
fem	fem
cirurgia	cirugía
cirurgia	cirugías
semblança	parecido
semblança	semejanza
semblança	semejanza
enderrocar	derrocamiento
enderrocar	derrocar
espectador	espectador
lenin	lenin
fibra	fibra
fibra	fibras
aficionats	amateurs
aficionats	aficionados
bordeus	bordeaux
bordeus	burdeos
ètica	ética
ètica	éticos
ètica	éticas
geogràfic	geográficos
geogràfic	geográfico
geogràfic	geográfica
geogràfic	geográficas
mou	moverse
mou	movimiento
mou	mover
mou	muévete
mou	mudanza
àrtic	ártica
àrtic	ártico
agafa	agarra
agafa	agarrar
mirall	espejo
mirall	mirror
güell	güell
essencials	imprescindible
essencials	indispensable
essencials	esenciales
essencials	imprescindibles
essencials	esencial
vacances	vacaciones
vacances	feriados
vacances	vacaciones
vacances	fiestas
vacances	festivos
precedents	precedentes
precedents	precedente
estratègica	estratégico
estratègica	estratégica
estratègica	estratégicos
estratègica	estratégicas
interval	alcance
interval	intervalo
interval	gama
interval	rango
interval	cordillera
interval	intervalo
brandenburg	brandeburgo
vitamina	vitaminas
vitamina	vitamina
amenaces	amenaza
amenaces	amenazas
ideals	ideales
ideals	ideal
ideals	ideales
preocupació	preocupación
preocupació	inquietud
rendició	rendirse
rendició	rendición
rendició	entrego
alcalá	alcalá
nomenclatura	nomenclatura
humida	mojados
humida	húmedo
humida	mojado
humida	mojada
humida	húmeda
lambert	lambert
reich	reich
arxiduc	archiduque
cannes	cannes
recepció	recibimiento
recepció	acogida
recepció	recepción
punk	gamberro
punk	punk
vestigis	vestigios
aristòtil	aristóteles
glucosa	glucosa
parlava	hablé
parlava	hablaba
parlava	habló
parlava	hablaron
llombardia	lombardía
òxid	óxido
òxid	óxidos
esculls	arrecifes
entertainment	entretenimiento
entertainment	espectáculos
transports	transportes
transports	transporte
ocean	océano
ocean	mar
ocean	oceano
tons	tonos
aterratge	desembarco
aterratge	desembarque
aterratge	aterrizando
aterratge	aterrizar
aterratge	aterrizaje
provocat	provocada
provocat	provocado
provocat	provocó
inclusió	inclusión
auto	auto
auto	automático
cabra	cabra
cabra	chivo
pressions	presiones
percussió	percusión
polonesos	postes
polonesos	polos
polonesos	polacos
badajoz	badajoz
oise	oise
gosse	gosse
celta	celta
celta	celtic
celta	celtas
preparat	listos
preparat	listo
preparat	preparados
preparat	ready
preparat	lista
preparat	listas
empleats	asalariados
empleats	empleadas
empleats	empleados
supressió	borrado
supressió	supresión
supressió	remoción
supressió	eliminación
entén	comprende
entén	entiende
birmània	birmania
birmània	myanmar
declara	declara
benestar	wellness
benestar	bienestar
benestar	bienestar
serbi	serbios
serbi	serbio
eficàcia	eficacia
eficàcia	efectividad
eficàcia	eficacia
oració	oracion
oració	plegaria
oració	oración
oració	rezo
administrativament	administrativamente
raf	raf
vores	aristas
vores	bordes
vores	fronterizo
vores	fronteriza
vores	frontera
vores	fronteras
vores	borde
perímetre	perímetro
plini	plinio
acadèmica	académicos
acadèmica	académico
acadèmica	académicas
acadèmica	académica
fruites	fruta
fruites	frutas
fruites	frutos
mirant	mirando
mirant	viendo
mirant	observando
domenico	domenico
álvaro	alvaro
álvaro	álvaro
giorgio	giorgio
tria	elija
tria	escoja
tria	elegir
tria	elige
tria	seleccione
tèrmica	térmicos
tèrmica	térmico
tèrmica	termal
tèrmica	térmica
lachner	lachner
aiguamolls	marismas
aiguamolls	pantanos
aiguamolls	humedales
narració	historias
narració	narrativa
narració	narración
narració	narrativa
narració	narración
babilònia	babilonia
babilònia	babylon
matemàtics	matemáticos
progressista	progresivo
progressista	progresivas
progressista	progresista
progressista	progresivos
progressista	progresiva
adjunt	adjunto
adjunt	apego
adjunt	adjunto
adjunt	adjunta
adjunt	ayudante
adjunt	diputado
distingit	distinguidos
distingit	distinguida
distingit	distinguido
subministraments	abastecimiento
subministraments	aprovisionamiento
subministraments	provisiones
subministraments	suministros
públicament	públicamente
nick	nick
terol	teruel
patit	sufrido
patit	sufrió
patit	padecido
patit	sufrieron
patit	sufrida
pescadors	pescadores
pescadors	pescador
submarins	submarinos
associades	asociado
associades	associated
associades	asociada
romero	romero
pelatge	pieles
pelatge	piel
pelatge	pelaje
pelatge	peletería
paixà	pasha
angelo	angelo
angelo	ángelo
liverpool	liverpool
liverpool	madrid
ritual	ritual
ritual	rituales
bernardo	bernardo
varien	varía
varien	variar
varien	varia
varien	varían
inventor	inventores
inventor	inventor
demetri	demetrio
esborrat	eliminada
esborrat	suprimido
esborrat	eliminados
esborrat	eliminado
esborrat	borrado
nominada	nominados
nominada	nominado
nominada	nominada
centrecampista	centrocampista
màgia	mágica
màgia	mágico
màgia	magic
màgia	magia
autorització	autorización
autorització	autorización
gold	oro
gold	dorada
gold	dorado
gold	gold
políticament	políticamente
cape	cabo
cape	capa
prohibit	prohibida
prohibit	prohibido
prohibit	prohibidas
prohibit	prohibidos
prohibit	prohibida
prohibit	prohibido
prohibit	prohibidas
prohibit	prohibidos
motociclisme	motociclismo
pateix	padece
pateix	sufre
alternatives	alternativas
alternatives	alternativos
excepcional	excepcionales
excepcional	excepcional
seleccions	selecciones
cims	picos
comes	comas
agustín	agustín
bielorússia	belarús
bielorússia	bielorrusia
freqüències	frecuencias
coronació	coronación
maquinària	maquinarias
maquinària	maquinaria
maquinària	máquinas
roine	ródano
roine	rhône
causat	causado
causat	causó
rahman	rahman
stuart	stuart
gràfiques	gráficas
gràfiques	gráficos
gary	gary
jimmy	jimmy
jimmy	jaime
compositae	compositae
donacions	donaciones
donacions	donativos
nana	nana
sebastian	sebastian
sebastian	sebastián
emblema	emblema
emblema	emblemas
diable	diablo
diable	demonio
papua	papua
papua	papúa
public	público
public	publico
public	públicas
public	públicos
min	minutos
min	minuto
min	min
pessetes	pesetas
herbes	hierbas
habitat	habitadas
habitat	habitada
habitat	habitado
íntegrament	enteramente
batxillerat	bachillerato
batxillerat	bachiller
conveni	convención
conveni	convenio
conveni	convenciones
cicles	ciclos
llana	lana
madison	madison
presidencial	presidenciales
presidencial	presidencia
presidencial	presidencial
luxe	lujo
luxe	lujos
interessat	interesados
interessat	interesado
interessat	interesada
interessat	interesadas
gandia	gandía
potter	potter
oxidació	oxidación
filtre	filtro
filtre	filtrar
wild	wild
wild	silvestre
wild	silvestres
wild	salvajes
wild	salvaje
nominat	nominados
nominat	nominado
nominat	nominada
presidencials	presidenciales
presidencials	presidencia
presidencials	presidencial
introdueix	entrar
introdueix	entra
introdueix	ingresar
introdueix	ingresa
introdueix	enter
alvèrnia	auvergne
assumpció	suposición
assumpció	asunción
intervencions	intervenciones
cooperativa	cooperativo
cooperativa	cooperativa
cooperativa	cooperativas
cooperativa	cooperativos
insecta	insecta
crèdit	crédito
crèdit	credit
crèdit	credito
crèdit	créditos
étienne	étienne
étienne	etienne
lluitant	luchando
lluitant	combates
lluitant	peleas
lluitant	lucha
lluitant	fighting
lluitant	luchando
française	française
maons	ladrillos
assoleix	alcanza
assoleix	alcances
urani	uranio
derivades	derivados
derivades	derivadas
barry	barry
vinyes	viñedo
vinyes	viñas
vinyes	viñedos
àguila	águila
àguila	eagle
àguila	aguila
nassau	nassau
llums	luces
llums	lights
disposat	dispuesto
disposat	dispuesta
disposat	dispuestos
massacre	masacres
massacre	matanza
massacre	masacre
massacre	matanzas
lliurament	entrega
lliurament	parto
lliurament	entregas
stewart	stewart
llotja	subasta
llotja	lonja
llotja	remate
llotja	subastas
efectivament	ciertamente
efectivament	efectivamente
place	lugar
place	place
vázquez	vasquez
vázquez	vázquez
vázquez	vásquez
vázquez	vázquez
funda	funda
sever	severo
sever	severus
existien	existido
existien	existió
existien	existía
existien	existieron
existien	existían
automàtica	auto
automàtica	automático
automàtica	automática
automàtica	automático
automàtica	automatica
moçambic	mozambique
descobriments	descubrimientos
jurídic	legales
jurídic	jurídicas
jurídic	legal
jurídic	jurídico
ampliat	ampliada
ampliat	extendidas
ampliat	extendido
ampliat	extendida
ampliat	ampliado
ampliat	ampliada
ampliat	expandido
ampliat	ampliado
absorció	absorción
embassament	embalse
augmentant	aumento
augmentant	aumentar
augmentant	incrementando
augmentant	creciente
augmentant	aumentando
instància	instancia
artur	artur
château	château
núvol	nube
núvol	cloud
núvol	nubes
pèls	cabellos
pèls	pelos
sacrifici	sacrificio
sacrifici	sacrificar
sacrifici	sacrificios
hèrcules	hércules
atleta	deportista
atleta	atleta
sanitat	sanidad
sanitat	salud
capturats	capturado
capturats	captado
capturats	capturados
capturats	capturada
lloret	lloret
leone	leona
leone	leone
official	oficial
official	funcionario
official	official
official	funcionaria
marcus	marcus
marcus	marco
beca	becas
beca	beca
alimenta	alimenta
avantpassats	antepasados
avantpassats	ancestros
bonaparte	bonaparte
dimissió	dimisión
dimissió	resignación
dimissió	renuncia
cames	patas
cames	piernas
superat	pasó
jon	jon
hereus	herederos
enregistraments	grabaciones
euro	eurocopa
euro	euro
euro	euros
armenis	armenios
muntar	montaje
vins	vinos
mirada	vistazo
mirada	mirada
prince	principe
prince	prince
prince	príncipe
holstein	holstein
catolicisme	catolicismo
afecten	afectan
afecten	afecta
afecten	afectar
iniciatives	iniciativas
fila	remar
fila	hilera
fila	fila
fila	rema
connexions	conexiones
dignitat	dignidad
flores	flores
cartell	poster
cartell	afiche
cartell	cartel
cartell	póster
fetge	hígados
fetge	hígado
marx	marx
ciu	oic
jerarquia	jerarquías
jerarquia	jerarquía
leonard	leonard
collins	collins
oratori	oratorio
pòrtic	pórtico
urbanisme	urbanismo
escrivint	redacción
escrivint	escribiendo
escrivint	escribir
escrivint	escritura
danubi	danubio
aplicat	aplicados
aplicat	aplicado
aplicat	aplicadas
aplicat	aplicada
amadeu	amadeu
paquets	paquetes
paquets	bultos
caixes	casillas
caixes	cajas
lentament	despacito
lentament	lentamente
thys	thys
suplement	suplementos
suplement	complemento
suplement	suplemento
accessible	accesibles
accessible	accesible
salons	salones
salons	pasillos
filadèlfia	filadelfia
filadèlfia	philadelphia
especialistes	especialistas
hardy	hardy
hudson	hudson
combinar	combinan
combinar	combinen
combinar	combine
combinar	combinar
amir	emir
amir	amir
infraestructura	infraestructura
infraestructura	infraestructuras
olor	fragancia
olor	olor
olor	aroma
olor	olor
olor	olor
olor	olfato
olor	oler
olor	huele
olor	aroma
watson	watson
substrat	sustrato
prix	prix
banys	baños
banys	bañeras
banys	baños
holandès	holandesa
holandès	neerlandés
holandès	holandés
holandès	holandeses
estrenat	liberados
estrenat	liberada
estrenat	lanzado
estrenat	liberado
ibèric	ibérica
ibèric	ibérico
harris	harris
mortal	mortífero
mortal	mortales
mortal	mortal
mortal	mortales
mortal	mortal
servit	servida
servit	servido
servit	servidos
servit	sirvió
insígnia	insignia
insígnia	insignias
elionor	eleanor
elionor	leonor
gal	gal
chen	chen
trans	trans
anunci	anuncio
exposat	expuesto
exposat	expuesta
exposat	expuestos
compressió	compresión
dilluns	lunes
editada	editado
editada	editada
examen	exámenes
examen	examen
examen	exámen
rudolf	rodolfo
rudolf	rudolf
mèdici	medici
nicolás	nicolás
viscut	vivido
viscut	vivió
viscut	viví
viscut	vivía
viscut	vivida
cama	pata
cama	pierna
paquet	paquete
paquet	bulto
sergi	sergi
transforma	transformarse
transforma	transformada
transforma	transformación
transforma	transformar
transforma	transforma
transforma	transforma
morfologia	morfología
bru	bru
èmfasi	hincapié
èmfasi	énfasis
tierra	tierra
dispersió	dispersión
autopista	autovía
autopista	autopista
autopista	carretera
rebuda	recibidas
rebuda	recibida
rebuda	recibidos
rebuda	recibido
bonet	bonet
huracà	huracanes
huracà	huracán
margaret	margarita
desastre	catástrofe
desastre	desastres
desastre	desastre
protector	protector
protector	protectora
estructural	estructurales
estructural	estructural
defensiva	defensiva
defensiva	defensivo
defensiva	defensivos
entrat	entrado
entrat	introducido
entrat	entró
entrat	ingresado
conscient	consciente
conscient	conciente
conscient	conscientes
capitals	mayúsculas
capitals	capitales
sensible	sensible
sensible	sensibles
criminal	criminales
criminal	criminal
criminal	penales
criminal	delincuente
criminal	penal
warner	warner
humits	húmedo
humits	húmedos
humits	húmeda
bank	banca
bank	banco
bank	bank
essència	esencia
franges	tragamonedas
franges	slots
franges	tragaperras
franges	ranuras
vectors	vectores
bit	mordió
bit	bit
bit	mordido
bit	bits
gustav	gustav
gustav	gustavo
decorats	condecorado
decorats	decorados
decorats	decorada
decorats	decorado
fans	fans
fans	admiradores
fans	ventiladores
fans	aficionados
domina	domina
julien	julien
josef	josef
josef	josé
bas	bas
esclau	esclavo
esclau	esclavos
esclau	esclava
tebes	tebas
hms	hms
ajudat	ayudó
ajudat	ayudado
setena	séptima
setena	séptimo
maduresa	vencimientos
maduresa	vencimiento
maduresa	madurez
schmidt	schmidt
condemna	condena
condemna	condenación
condemna	condena
reuneix	reúne
adjacents	contiguo
adjacents	adyacente
adjacents	adyacentes
construeix	construir
anatòlia	anatolia
bany	baño
estimació	estimaciones
estimació	estimado
estimació	estimar
estimació	estimación
estimació	estimación
barba	barba
exportació	exportación
exportació	export
exportació	exportaciones
exportació	exportar
exportació	exportación
exportació	exportando
exportació	exportadores
exportació	exportar
notre	notre
atribuït	atribuida
atribuït	atribuidas
atribuït	atribuidos
atribuït	atribuido
atribuït	atribuyó
anatomia	anatomía
codificació	codificación
codificació	codificación
francesca	francesca
jurament	juramento
venjança	venganza
venjança	revancha
venjança	venganza
informacions	informacion
informacions	informaciones
mercenaris	mercenarios
mercenaris	mercenario
alep	alepo
medicaments	medicamentos
medicaments	medicinas
habitacions	habitación
habitacions	habitaciones
habitacions	cuartos
habitacions	salas
tija	tallo
exclusiva	exclusividad
exclusiva	exclusivo
exclusiva	exclusiva
exclusiva	exclusivas
exclusiva	exclusivos
integrant	integrar
integrant	integración
integrant	integrando
contractat	contrató
contractat	contratados
contractat	contratado
contractat	contratada
subclassis	subclassis
sumatra	sumatra
scala	scala
passatge	pasaje
passatge	pasadizo
veïnat	vecindad
veïnat	barrio
veïnat	vecindario
recuperat	recuperado
recuperat	recuperadas
recuperat	recuperados
recuperat	recuperada
registrat	registrado
registrat	inscrito
registrat	registrada
registrat	registrados
registrat	registradas
relatiu	relativa
relatiu	pariente
relatiu	relativo
next	proxima
next	próximo
next	siguiente
next	próxima
next	next
proporcional	proporcional
proporcional	proporcionales
gastronomia	gastronomía
pisa	pisa
dependent	dependientes
dependent	dependiente
presbiteri	presbiterio
esperant	esperándote
esperant	esperando
esperant	esperar
concentrar	concentrado
concentrar	concentrar
concentrar	concentrarse
concentrar	concentrados
gonzalo	gonzalo
característics	característicos
característics	característica
característics	característico
incendis	fuegos
incendis	incendios
pretor	pretor
sony	sony
kurt	kurt
raval	raval
ibm	ibm
suggerir	sugieren
suggerir	sugiera
suggerir	sugerir
suggerir	sugiere
sou	sueldos
sou	salario
sou	sueldo
focs	petardos
focs	fuegos
dividits	divididas
dividits	dividida
dividits	dividido
dividits	divididos
preservació	conservación
preservació	preservación
thompson	thompson
thompson	fernández
oportunitats	oportunidades
cook	cocinero
cook	cook
cook	cocinar
cook	cocinera
cook	cocina
eugeni	eugene
eugeni	eugenio
assistents	asistentes
assistents	auxiliares
assistents	asistentes
assistents	ayudantes
targetes	cartas
targetes	naipes
targetes	baraja
targetes	tarjetas
latitud	latitud
motocròs	motocross
concentracions	concentraciones
caçadors	cazadores
catherine	caterina
catherine	catalina
catherine	catherine
uganda	uganda
reglament	reglamentación
reglament	reglamento
reglament	regulación
residir	reside
residir	residir
residir	resida
residir	residen
beguda	bebidas
beguda	bebida
beguda	bebe
beguda	beber
beguda	bebida
beguda	beba
bicicleta	bici
bicicleta	bicicletas
bicicleta	bicicleta
duració	duración
consolidació	consolidación
neolític	neolítico
determinació	determinación
elevades	elevada
elevades	elevado
elevades	elevadas
elevades	elevados
pep	pep
combinat	combinada
combinat	combinadas
combinat	combinado
combinat	combinados
silvestre	silvestre
facció	facción
sultanat	sultanato
école	école
folre	revestimiento
folre	forro
carlota	charlotte
carlota	carlota
estels	estrellas
estels	stars
khanat	kanato
negatius	negativas
negatius	negativos
esclavitud	esclavitud
paleolític	paleolítico
àtom	átomo
àtom	atom
segòvia	segovia
pastoral	pastoral
ortega	ortega
ramírez	ramírez
ramírez	ramirez
dinosaures	dinosaurios
immediata	inmediato
immediata	inmediatas
immediata	inmediatos
immediata	inmediata
poissons	poissons
envolten	rodean
envolten	envolvente
envolten	rodear
esquadra	pelotón
esquadra	squad
esquadra	escuadra
esquadra	escuadrón
levi	levi
dead	muerta
dead	muertos
dead	dead
dead	muerto
homònim	homónimo
guipúscoa	gipuzkoa
brut	brutus
brut	bruto
lang	lang
clans	clanes
porció	porción
tubs	tubos
amat	amat
penes	penas
penes	tristezas
celebracions	celebraciones
celebracions	festejos
accidents	accidentes
accidents	accidente
entrant	arranque
lloyd	lloyd
fix	corregido
fix	fijo
fix	fijos
fix	fijado
fix	fijas
domènech	domènech
privilegi	privilegios
privilegi	privilegio
apòstols	apóstoles
càlculs	cálculos
acompanyament	pad
acompanyament	acompañamiento
montenegro	montenegro
descàrrega	descarga
descàrrega	bajar
descàrrega	descargas
descàrrega	descargar
descàrrega	descargue
realista	realista
realista	realistas
ras	ras
angel	angelito
angel	angel
angel	ángel
handbol	balonmano
mercedes	mercedes
bizanci	bizancio
hondures	honduras
malawi	malaui
malawi	malawi
primari	primario
primari	primarias
primari	primarios
primari	primaria
mobilitat	movilidad
crustacis	crustáceos
presidir	presidir
racó	corner
racó	rincón
racó	esquina
canet	canet
troia	troy
troia	troya
ascendir	ascender
erupció	erupción
gats	gatos
homer	homer
homer	homero
clares	clares
perpendicular	perpendicular
costaneres	litoral
costaneres	costera
costaneres	costeras
costaneres	costero
poderosa	poderosas
poderosa	potente
poderosa	poderosa
poderosa	poderoso
poderosa	poderosos
futurs	futuros
futurs	futuro
nissaga	linaje
sàhara	sáhara
sàhara	sahara
promotor	promotor
promotor	promotora
tabac	tabaco
metropolitan	metropolitana
metropolitan	metropolitano
metropolitan	metropolitan
pics	balas
pics	viñetas
pics	picos
pronunciat	pronunciado
pronunciat	pronunciados
pronunciat	pronunciada
fiable	confiables
fiable	fiable
fiable	confiable
fiable	fiables
