les	the
française	perancis
pierre	batu
pierre	peter
pierre	pierre
région	rantau
région	wilayah
région	kawasan
région	keluasan
région	kawasan
région	area
janvier	januari
avoir	mempunyai
fois	times
autre	lain
septembre	september
juillet	julai
état	status
état	keadaan
état	negara
état	negeri
état	state
état	syarat
état	kondisi
église	gereja
église	church
octobre	oktober
octobre	october
octobre	oct
place	place
place	tempat
famille	family
famille	keluarga
général	umum
général	jeneral
général	general
avril	apr
avril	april
avril	avril
insee	insee
tous	semua
politique	dasar
politique	politik
album	album
décembre	disember
août	ogos
août	aug
novembre	november
novembre	nov
novembre	julai
prix	harga
prix	harga
prix	price
nouvelle	new
nouvelle	baharu
nouvelle	baru
février	februari
février	feb
département	jabatan
grande	large
grande	besar
grande	besar
grande	hebat
grande	grande
peu	few
peu	kecik
américain	american
américain	amerika
soit	either
début	mulakan
début	start
début	mula
début	awai
ligne	line
ligne	garisan
ligne	kayuh
suite	deretan
suite	suite
suite	suit
nationale	national
nationale	kebangsaan
nationale	nationale
championnat	championship
championnat	kejohanan
championnat	kejuaraan
encore	lagi
encore	semula
encore	still
encore	masih
encore	pegun
encore	encore
image	picture
image	gambar
image	imej
vie	life
vie	hidup
vie	kehidupan
vie	hidupan
vie	vie
unis	bersatu
unis	united
lien	pautan
lien	link
football	soccer
football	bolasepak
jeux	gaming
jeux	permainan
jeux	permainan
jeux	games
jeux	game
moins	minus
moins	kurang
moins	kurangkan
moins	less
ouest	west
ouest	barat
ouest	barat
ouest	western
page	page
page	mukasurat
page	halaman
nouveau	new
nouveau	baharu
nouveau	baru
vous	anda
vous	kau
centre	pusat
centre	centre
centre	pusat
cours	course
cours	kursus
cours	cours
cours	kursus
partir	tinggalkan
village	kampung
université	universiti
université	kolej
louis	louis
nombre	nombor
quelques	sesetengahnya
quelques	sesetengah
leurs	their
siècle	abad
siècle	century
coupe	haircut
coupe	piala
coupe	cup
coupe	cawan
coupe	cutting
coupe	dipotong
coupe	cut
coupe	memotong
coupe	potong
coupe	coupe
population	penduduk
population	populasi
connexes	berkaitan
connexes	terkait
connexes	related
connexes	berkait
homme	jantan
homme	male
homme	homme
homme	men
homme	lelaki
communes	komun
division	divisyen
division	pembahagian
division	bahagian
président	presiden
président	kerusi
président	chairperson
président	ketua
président	pengerusi
national	national
national	kebangsaan
société	masyarakat
société	syarikat
quatre	empat
quatre	four
cas	kes
cas	cas
cas	kes
jeu	gaming
jeu	permainan
jeu	game
jeu	permainan
jeu	permain
jeu	judi
genre	genre
genre	jantina
genre	genus
genre	like
genre	ibarat
musique	muzik
musique	music
fils	wayar
fils	nak
fils	putra
fils	son
fils	sons
fils	benang
roi	raja
roi	king
roi	roi
parti	parti
parti	gone
jour	hari
europe	eropah
forme	borang
forme	shape
forme	bentukkan
forme	bentuk
époque	epok
époque	era
ancien	purba
ancien	kuno
ancien	tua
ancien	old
ancien	elder
ancien	sulung
origine	asal
origine	asalnya
ordre	tempahan
ordre	pesanan
ordre	susunan
ordre	tempah
ordre	order
château	château
château	castle
château	istana
école	sekolah
école	mazhab
école	sekolah
carrière	kerjaya
carrière	kuari
carrière	kerjaya
part	share
deuxième	second
deuxième	kedua
bar	bar
située	bertempat
située	terletak
charles	charles
paul	paulus
paul	paul
rue	jln
rue	street
rue	rue
chef	chef
chef	chief
chef	ketua
chef	kepala
père	dad
père	ayah
père	ayah
père	bapa
père	father
père	ayahanda
exemple	contoh
durant	durant
rapport	report
rapport	lapor
rapport	laporkan
rapport	laporan
art	seni
art	kesenian
canton	guangzhou
canton	canton
dernier	last
dernier	terkini
dernier	terbaru
type	jenis
type	taipkan
type	type
type	taip
habitants	penduduk
point	takat
point	point
compte	kiraan
compte	akaun
période	tempoh
armée	ketenteraan
armée	tentera
armée	tentera
armée	army
eau	air
marie	marie
marie	mary
marie	maryam
marie	maria
discuter	berbual
discuter	bincangkan
discuter	sembang
discuter	bual
discuter	chat
car	kerana
car	sebab
projet	projek
chaque	setiap
chaque	setiap
chaque	each
anglais	inggeris
province	wilayah
province	provinsi
john	john
international	antarabangsa
conseil	perunding
conseil	nasihat
conseil	majlis
conseil	dewan
françois	francis
françois	francois
françois	françois
maison	rumah
maison	rumah
cela	ni
cela	bahawa
demande	request
demande	pinta
demande	permintaan
demande	mintak
demande	minta
demande	tanyalah
demande	tanya
demande	bertanya
demande	ask
fonction	function
fonction	fungsi
toujours	always
toujours	sentiasa
toujours	selalu
toujours	still
toujours	masih
toujours	pegun
doit	mesti
production	production
production	pengeluaran
production	produksi
certains	sesetengahnya
certains	sesetengah
membre	member
membre	ahli
près	berhampiran
près	near
près	dekat
rôle	peranan
meilleur	better
meilleur	meilleur
meilleur	terbaik
meilleur	best
droit	kanan
droit	kan
droit	perundangan
droit	law
mois	bulan
mois	bulan
île	pulau
île	island
île	île
république	republik
service	perkhidmatan
service	khidmat
service	servis
service	service
jacques	jacques
score	skor
ensuite	barulah
ensuite	then
ensuite	kemudiannya
ensuite	kemudian
langue	bahasa
dit	said
dit	kata
dit	says
gouvernement	pemerintahan
gouvernement	kerajaan
center	pusat
elles	mereka
petit	kecik
petit	kecil
petit	petit
petit	kecik
toutes	semua
argent	wang
argent	duit
argent	perak
argent	cash
souvent	kerap
souvent	sering
souvent	kerap
style	style
style	gaya
style	subjenis
style	bergaya
style	stail
style	styling
face	muka
face	wajah
olympiques	olimpik
olympiques	olimpik
quand	bila
quand	apabila
top	top
ministre	menteri
mondiale	worldwide
mondiale	world
mondiale	dunia
mondiale	sejagat
mondiale	global
ensemble	ensemble
ensemble	bersama
théâtre	teater
théâtre	teater
épisode	episod
scène	adegan
scène	scene
scène	pentas
scène	panggung
scène	tahap
situé	bertempat
situé	terletak
toute	semua
asp	asp
étaient	were
musée	muzium
troisième	ketiga
nombreux	banyak
auteur	pengarang
auteur	penulis
auteur	author
auteur	penulis
cependant	namun
cependant	bagaimanapun
système	system
système	sistem
création	penciptaan
stade	stade
stade	estadio
stade	stadium
stade	pentas
stade	panggung
stade	tahap
tard	terlewat
tard	mendiang
tard	late
tard	lambat
tard	larut
reste	stay
seconde	second
seconde	kedua
roman	roman
roman	rom
jours	hari
hui	hui
hui	harini
édition	edit
édition	edition
édition	edisi
édition	menyunting
édition	editing
édition	suntingan
édition	penyuntingan
édition	penerbitan
éditions	edisi
éditions	éditions
historique	bersejarah
historique	bersejarah
historique	sejarah
historique	sejarah
sera	will
sera	akan
permet	membolehkan
âge	usia
âge	umur
robert	robert
officiel	rasmi
officiel	official
officiel	officiel
effet	effect
effet	kesan
version	version
version	versi
membres	member
membres	ahli
membres	keahlian
membres	ahli
membres	members
niveau	aras
champion	champ
champion	juara
espèce	spesis
espèce	spesies
espèce	species
michel	michael
michel	michel
raison	alasan
raison	sebab
raison	reason
modèle	model
modèle	templat
travail	kerja
travail	bekerja
femme	wanita
femme	perempuan
femme	wanita
femme	perempuan
femme	betina
femme	isteri
femme	wife
cinq	lima
cinq	cinq
déjà	sudah
déjà	sudahpun
bas	stoking
bas	rendah
bas	low
bas	bas
texte	teks
terre	bumi
terre	land
terre	tanah
terre	darat
terre	kontang
terre	terre
terre	tanah
terre	tanahnya
allemagne	jerman
compétition	kompetitif
compétition	saingan
compétition	persaingan
compétition	pertandingan
wikipédia	wikipedia
allemand	jerman
allemand	allemand
britannique	british
porte	gate
porte	porte
porte	pintu
porte	door
hommes	men
hommes	jantan
italie	itali
bataille	pertempuran
bataille	peperangan
corps	body
corps	bodi
corps	badan
corps	kor
corps	corps
demi	separa
demi	separuh
demi	haif
demi	half
demi	demi
siège	pengepungan
siège	markas
siège	kerusi
siège	seat
personnes	people
personnes	orang
personnes	rakyat
personnes	orng
nommé	bernama
route	hala
route	lebuhraya
route	highway
route	jalan
route	road
finale	finale
finale	muktamad
finale	final
finale	final
finale	finals
jeune	khadam
jeune	muda
jeune	young
jeune	mudanya
match	game
match	permainan
match	permain
match	mancis
match	padan
peuvent	mampukah
peuvent	boleh
york	york
royaume	kingdom
royaume	kerajaan
royaume	kerajaan
royaume	royaume
ceux	those
long	panjang
long	long
latitude	latitud
base	base
base	pengkalan
base	asas
études	studies
études	kajian
études	pengajian
communauté	komuniti
association	persatuan
association	association
association	perkaitan
militaire	ketenteraan
militaire	tentera
section	seksyen
section	bahagian
longitude	longitud
bronze	gangsa
livre	kitab
livre	tempah
livre	book
livre	pon
livre	paun
livre	livre
américaine	american
américaine	amerika
haut	tinggi
haut	top
suisse	switzerland
suisse	switzerland
suisse	swiss
canada	kanada
canada	canada
valign	valign
suivant	mengikuti
suivant	following
suivant	next
suivant	selanjutnya
suivant	seterusnya
beaucoup	banyak
dire	ckp
dire	cakap
seul	bersendirian
seul	sendiri
seul	keseorangan
seul	sahaja
fille	girl
fille	puteriku
fille	daughter
buts	bertujuan
buts	matlamat
enfants	kids
direction	directorate
position	posisi
position	kedudukan
position	jawatan
pouvoir	tenaga
pouvoir	power
pouvoir	kuasa
but	gol
but	matlamat
but	goal
but	purpose
merci	terimakasih
merci	thanks
merci	syukur
tête	kepala
tête	heads
territoire	wilayah
union	union
union	kesatuan
union	penyatuan
construction	construction
construction	pembinaan
construction	binaan
ancienne	purba
ancienne	kuno
ancienne	tua
ancienne	old
premiers	pertama
premiers	first
premiers	dulu
premiers	dahulu
prend	ambil
prend	ambik
prend	takes
maire	maire
présente	chiam
présente	mempersembahkan
présente	hadirkan
présente	hadir
personnalité	personaliti
ligue	liga
public	awam
pages	pages
pages	mukasurat
pages	halaman
pages	page
pages	mukasurat
pages	halaman
externe	luaran
simple	simple
simple	sederhana
simple	single
dernière	last
dernière	terkini
dernière	terbaru
henri	henry
henri	henri
chanson	chanson
chanson	lagu
chanson	songs
chanson	lagu
chanson	song
poste	pos
poste	post
culture	kebudayaan
culture	budaya
grâce	grace
développement	perkembangan
développement	pembangunan
sortie	output
sortie	keluaran
sortie	outing
sortie	keluar
sortie	keluar
sortie	out
empire	empire
empire	kerajaan
empire	empayar
québec	quebec
david	daud
david	david
loi	perundangan
loi	law
loi	akta
loi	act
loi	lakonan
loi	bertindak
équipes	pasukan
équipes	teams
côté	sisi
côté	sampingan
côté	samping
mer	sea
mer	laut
haute	tinggi
haute	haute
vue	view
espagne	sepanyol
mère	ibu
mère	ibu
mère	bonda
fichier	fail
nombreuses	banyak
acteur	pelakon
parcours	hala
recherche	carian
recherche	gelintar
recherche	research
recherche	kajian
recherche	penyelidikan
classement	pengelasan
classement	klasifikasi
code	code
code	kode
code	kod
double	double
double	ganda
double	pendua
double	dual
entraîneur	pelatih
entraîneur	trainer
entraîneur	pelatih
entraîneur	coach
entraîneur	jurulatih
web	web
web	sesawang
arrondissement	arondissement
arrondissement	borough
directeur	pengarah
directeur	pengurus
directeur	manager
joseph	yusuf
joseph	joseph
semble	appears
semble	muncul
ici	disini
ici	sini
vainqueur	pemenang
réalisé	diarah
réalisé	menyedari
réalisé	sedar
réalisé	sedar
existe	wujud
existe	wujud
six	six
six	enam
créé	dicipta
devant	front
devant	depan
devant	hadapan
devant	devant
écrit	menulis
écrit	bertulis
écrit	ditulis
écrit	menulis
petite	kecik
petite	kecil
petite	kecik
petite	petite
bois	kayu
bois	wood
bois	minuman
bois	minum
bois	timber
entreprise	perniagaan
entreprise	bisnes
entreprise	syarikat
entreprise	enterprise
retour	throwback
retour	belakang
retour	punggung
numéro	nombor
principale	utama
principale	pengetua
sainte	sainte
sainte	suci
sainte	kudus
sainte	holy
sainte	saint
comté	county
comté	kaunti
comté	shire
second	second
second	kedua
gare	stesyen
gare	stesen
terme	terma
terme	terme
connu	known
connu	dikenali
connu	diketahui
formation	latihan
formation	training
arts	seni
arts	kesenian
technique	teknikal
technique	teknik
révolution	revolusi
etc	dsb
etc	dll
objet	object
objet	objek
objet	purpose
objet	subjek
mon	mon
philippe	philippe
philippe	philip
question	persoalan
question	soalan
lorsque	bila
lorsque	apabila
cinéma	movies
cinéma	cereka
cinéma	filem
cinéma	pawagam
cinéma	cinema
plan	peta
plan	plan
van	van
médaille	pingat
médaille	medal
œuvres	works
œuvres	berfungsi
zone	zon
zone	keluasan
zone	kawasan
zone	area
écrivain	penulis
compagnie	syarikat
italien	itali
championnats	kejohanan
films	filem
films	movies
films	cereka
films	filem
surtout	terutamanya
surtout	especially
surtout	kebanyakannya
parfois	terkadang
parfois	kadang
parfois	kadangkala
parfois	sometimes
parfois	sesekali
sources	sumber
sources	sumber
parc	parc
parc	park
parc	taman
moyenne	purata
moyenne	medium
mouvement	gerakan
mouvement	pergerakan
mouvement	gerak
mouvement	gerakan
mouvement	pergerakan
succès	kejayaan
succès	kejayaan
succès	sukses
succès	berjaya
succès	success
rivière	sungai
rivière	river
rivière	rivière
jamais	never
jamais	pernah
jamais	penah
jamais	ever
vidéo	video
martin	martin
député	kongres
député	mep
député	timbalan
claude	claude
moyen	medium
moyen	purata
san	san
notre	our
bon	good
bon	gud
peintre	pelukis
voix	undian
voix	suara
voix	vokal
voix	suara
voix	voice
rouge	merah
rouge	red
rouge	rouge
district	daerah
seulement	sahaja
pont	pont
pont	jambatan
pont	dek
pont	deck
libre	free
libre	libre
air	udaranya
air	udara
air	air
sein	payudara
milieu	middle
milieu	tengah
milieu	medium
milieu	midfielder
festival	festival
festival	perayaan
belgique	belgium
belgique	belgique
grands	large
grands	besar
georges	george
georges	georges
blanc	white
blanc	putih
blanc	kosong
gauche	kiri
travaux	kerja
travaux	bekerja
travaux	works
travaux	berfungsi
donne	donne
donne	give
donne	kasi
passe	lulus
passe	passe
produit	product
produit	produk
diffusion	siaran
diffusion	penyiaran
diffusion	diffusion
diffusion	broadcasting
diffusion	penyiaran
diffusion	dissemination
aide	aid
aide	pertolongan
aide	bantu
aide	bantuan
aide	help
aide	membantu
action	action
action	tindakan
action	aksi
action	laga
andré	andre
andré	andré
andré	andrew
font	fon
réseau	networking
réseau	rangkaian
réseau	rangkaian
réseau	network
utilisé	diguna
utilisé	digunakan
victoire	win
victoire	menang
victoire	kemenangan
victoire	victory
victoire	victoire
femmes	betina
femmes	perempuan
femmes	betina
femmes	wanita
femmes	perempuan
minutes	minit
autour	sekeliling
autour	keliling
autour	disekeliling
autour	sekitar
belge	belge
belge	belgium
certaines	certain
certaines	tertentu
certaines	sesetengahnya
certaines	sesetengah
durée	jangkamasa
durée	tempoh
espèces	spesis
espèces	spesies
espèces	species
angleterre	england
angleterre	inggeris
afrique	afrika
monuments	tugu
monuments	monumen
sens	sens
sens	erti
sens	makna
sens	meaning
sens	deria
sens	indera
sens	pancaindera
sens	deria
sens	akal
personne	individu
personne	orang
personne	person
mis	put
mis	meletakkan
mis	mis
municipalité	munisipaliti
municipalité	perbandaran
frère	saudara
frère	brother
frère	abg
frère	frère
rencontre	perjumpaan
rencontre	rapat
rencontre	mesyuarat
rencontre	meeting
rencontre	meet
rencontre	bertemu
trop	too
trop	jugak
matchs	perlawanan
matchs	padan
matchs	mancis
matchs	padanan
japon	jepun
publié	diterbitkan
publié	dilepaskan
publié	released
publié	dikeluarkan
publié	dikirim
publié	disiarkan
domaine	bidang
domaine	medan
domaine	domain
domaine	keluasan
domaine	kawasan
domaine	area
eux	antaranya
eux	mereka
eux	mereka
professeur	profesor
professeur	professor
professeur	cikgu
professeur	teacher
professeur	guru
quartier	kejiranan
quartier	kejiranan
scientifique	ilmu
scientifique	sains
scientifique	saintis
scientifique	saintifik
honneur	kehormatan
honneur	honour
honneur	maruah
honneur	maruah
honneur	kehormatan
seule	bersendirian
seule	sendiri
seule	keseorangan
seule	sahaja
cause	punca
cause	sebab
cause	punca
cause	menyebabkan
rien	nothing
nouvelles	news
nouvelles	new
nouvelles	baharu
nouvelles	baru
iii	iii
administration	pentadbiran
comte	kiraan
comte	earl
comte	comte
suivante	next
suivante	selanjutnya
suivante	seterusnya
fort	strong
fort	kukuh
fort	kuat
fort	fort
hockey	hoki
journal	akhbar
journal	jurnal
journal	diary
journal	diari
différents	berbeza
rome	rom
rome	roma
possible	munasabah
possible	kemungkinan
dix	dix
taille	pinggang
taille	ketinggian
taille	tinggi
taille	height
taille	saiz
taille	saiz
taille	ukuran
taille	size
sport	sport
sport	sukan
sport	sukan
principal	utama
principal	pengetua
sujet	topic
sujet	subjek
référence	rujukan
référence	reference
croix	salib
croix	croix
croix	rentas
croix	salib
croix	cross
croix	langar
élections	pilihanraya
élections	election
élections	pilihanraya
mettre	put
mettre	meletakkan
enfin	finally
enfin	akhirnya
millions	juta
millions	million
millions	jutaan
millions	berjuta
noir	gelap
noir	noir
noir	black
noir	hitam
joue	pipi
joue	dimain
londres	london
agglomération	sintering
agglomération	agglomération
agglomération	agglomeration
moment	momen
moment	moment
chapelle	chapelle
chapelle	kapel
russe	rusia
prince	putera
manière	way
activités	aktiviti
réalisateur	pengarah
monument	tugu
monument	monumen
sciences	ilmu
sciences	sains
sciences	sains
radio	radio
classe	kelasnya
classe	kelas
classe	class
classe	berkelas
aucun	tiada
droite	kanan
droite	kan
lieux	lokasi
lieux	tempat
née	lahir
née	dilahirkan
née	born
actuel	semasa
actuel	hadirkan
actuel	hadir
espace	ruang
espace	space
espace	angkasa
villes	city
villes	bandaraya
villes	bandar
villes	kota
villes	bandaraya
villes	bandar
fer	fer
fer	besi
fer	iron
activité	aktiviti
commence	bermula
commence	bermula
organisation	organisasi
organisation	pertubuhan
organisation	organisasi
organisation	pertubuhan
sélection	pilih
assez	mencukupi
assez	cukup
assez	secukupnya
assez	cukuplah
institut	institute
institut	institut
james	james
internationale	antarabangsa
internationale	internationale
cadre	framework
cadre	bingkai
cadre	frame
sept	seven
sept	tujuh
sept	sept
différentes	berbeza
lac	tasik
lac	lake
lac	lac
affaires	perniagaan
affaires	bisnes
télévision	televisyen
duc	duke
duc	duc
personnage	aksara
personnage	watak
précédent	terdahulu
précédent	sebelumnya
précédent	previous
évêque	biskop
évêque	bishop
évêque	évêque
cour	court
cour	mahkamah
richard	richard
adresse	alamat
php	php
william	william
thomas	thomas
ball	bola
ball	bebola
résultats	hasil
résultats	keputusan
hors	off
hors	dimatikan
hors	hors
problème	masalah
problème	problem
problème	masaalah
finalement	akhirnya
finalement	finally
finalement	akhirnya
bonne	good
bonne	gud
nature	alam
nature	tabii
nature	semulajadi
grandes	large
grandes	besar
grandes	grandes
michael	michael
vol	flight
vol	penerbangan
vol	kecurian
vol	mencuri
port	pelabuhan
port	port
port	pelabuhan
port	harbour
premières	mentah
premières	raw
premières	premieres
premières	pertama
premières	first
premières	dulu
premières	dahulu
donné	diberikan
donné	diberi
donné	didermakan
donné	menderma
donné	derma
discussion	perbincangan
discussion	diskusi
discussion	sembang
discussion	bual
discussion	chat
dame	lady
dame	dame
épouse	pengantin
épouse	pasangan
épouse	isteri
épouse	wife
historiques	bersejarah
historiques	bersejarah
historiques	sejarah
axe	kapak
axe	paksi
mesure	mengukur
mesure	measurement
mesure	sukatan
mesure	ukur
mesure	mengukur
prendre	ambil
prendre	ambik
important	penting
données	data
george	george
force	kekuatan
force	force
force	paksa
pologne	poland
couleur	warna
couleur	colour
couleur	warna
collection	koleksi
collection	collection
actrice	pelakon
élu	terpilih
régiment	rejimen
régiment	regimen
station	stesyen
station	stesen
loire	loire
bande	band
bande	kugiran
bande	pita
bande	tape
bande	geng
bande	bande
capitale	modal
capitale	capital
côte	rusuk
côte	coast
façon	way
étape	step
étape	langkah
étape	pentas
étape	panggung
étape	tahap
créée	dicipta
plutôt	agak
combat	pertempuran
combat	peperangan
combat	fighting
combat	bergaduh
combat	berlawan
combat	pertempuran
combat	combat
combat	memerangi
combat	tempur
combat	lawan
combat	berlawan
combat	bergaduh
combat	fight
footballeur	footballer
royal	royal
royal	diraja
aucune	tiada
russie	rusia
russie	russia
nicolas	nicolas
nicolas	nicholas
mètres	meter
mètres	meter
presse	tekan
presse	akhbar
académie	akademi
académie	academy
construit	dibina
construit	dibina
tournoi	kejohanan
tournoi	tournament
épisodes	episod
entrée	entrance
entrée	kemasukan
revue	jurnal
revue	revue
revue	magazine
revue	majalah
revue	semakan
jeunes	pemuda
jeunes	belia
jeunes	khadam
jeunes	muda
jeunes	young
jeunes	mudanya
présence	kehadiran
présence	kehadiran
course	perlumbaan
course	race
course	ras
course	berlumba
course	perlumbaan
course	racing
ceinture	belt
meilleure	better
meilleure	terbaik
meilleure	best
tableau	table
tableau	jadual
tableau	meja
heures	jam
heures	heures
maître	sifu
maître	master
services	perkhidmatan
services	servis
marque	brand
marque	jenama
marque	tanda
marque	mark
single	single
single	bujang
single	singel
intérieur	inside
intérieur	didalam
intérieur	indoor
intérieur	dalaman
intérieur	interior
intérieur	dalaman
toutefois	namun
toutefois	bagaimanapun
appelé	disebut
appelé	dipanggil
locales	tempatan
olympique	olimpik
olympique	olympique
subdivision	subbahagian
bernard	bernard
qualité	kualiti
qualité	quality
qualité	berkualiti
langues	bahasa
langues	bahasa
propre	sendiri
propre	bersih
chine	chine
chine	china
chine	cina
politiques	dasar
politiques	dasar
politiques	politik
lettres	huruf
patrimoine	warisan
patrimoine	heritage
com	com
évolution	evolusi
évolution	evolution
tours	towers
tours	pelancongan
tours	tours
obtient	mendapat
obtient	gets
compositeur	songwriter
compositeur	penggubah
joueurs	pemain
joueurs	gamers
joueurs	player
joueurs	pemain
lyon	lyon
généralement	kebiasaannya
généralement	biasanya
généralement	kebiasaannya
généralement	biasanya
généralement	amnya
généralement	umumnya
von	von
amérique	amerika
amérique	america
amérique	amerika
mal	silap
mal	salah
mal	buruk
mal	teruk
mal	mal
mal	dajjal
mal	jahat
mal	maksiat
mal	evil
rock	batu
rock	rock
abbaye	abbaye
abbaye	biara
abbaye	abbey
nuit	malam
principalement	kebanyakannya
principalement	terutamanya
principalement	terutamanya
prise	direbut
prise	diambil
prise	taken
bretagne	bretagne
bretagne	bretagne
clubs	kelab
générale	umum
générale	jeneral
générale	general
vitesse	velocity
vitesse	halaju
vitesse	speed
vitesse	kelajuan
scénario	screenplay
scénario	senario
scénario	skrip
chemin	laluan
chemin	jalan
chemin	road
centrale	pusat
statut	status
groupes	bands
groupes	berkumpulan
groupes	kumpulan
groupes	groups
avis	notis
avis	pendapat
avis	pendapatnya
avis	notis
avis	perasan
avis	avis
éléments	unsur
salle	bilik
salle	room
carte	peta
sociale	social
sociale	sosial
travers	travers
valeur	nilai
utilisation	penggunaan
utilisation	kegunaan
utilisation	guna
allemande	jerman
palais	palais
palais	istana
palais	palace
émission	pemancaran
émission	pancaran
composé	terdiri
composé	compound
composé	kompaun
composé	sebatian
situation	situasi
droits	hak
court	pendek
vallée	valley
vallée	lembah
vallée	vallée
comité	jawatankuasa
comité	committee
comité	panitia
anciens	purba
anciens	kuno
anciens	tua
anciens	old
anciens	alumni
rugby	ragbi
cité	cité
cité	petikan
cité	dipetik
basse	bes
basse	bass
basse	rendah
basse	low
pro	pro
occasion	majlis
total	total
total	jumlah
nationalité	kebangsaan
nationalité	kewarganegaraan
nationalité	kerakyatan
chambre	bilik
chambre	room
nouveaux	new
nouveaux	baharu
nouveaux	baru
savoir	ilmu
savoir	pengetahuan
savoir	tau
savoir	kenali
savoir	tahu
glace	ais
originale	original
proche	dekat
proche	tutup
proche	berhampiran
proche	near
proche	dekat
proche	berhampiran
proche	berdekatan
mot	perkataan
main	utama
main	tangan
huit	huit
huit	lapan
assemblée	perhimpunan
assemblée	assembly
populaire	popular
populaire	trend
populaire	trending
populaire	tren
critique	kritikan
critique	pengkritik
critique	kritik
critique	kritikan
critique	pengkritik
critique	kritikal
del	del
publication	pos
publication	post
publication	penerbitan
publication	penerbitan
dieu	allah
uni	uni
japonais	jepun
hôtel	hotel
australie	australian
australie	australia
australie	australia
catholique	katolik
catholique	catholique
mission	misi
https	https
accord	accord
accord	perentas
accord	perjanjian
accord	agreement
accord	persetujuan
campagne	countryside
campagne	kempen
rapidement	cepat
rapidement	laju
rapidement	cepat
traduction	terjemahan
traduction	penterjemahan
traduction	terjemahan
traduction	penterjemahan
anne	anne
anne	ann
départ	berlepas
étude	study
étude	kajian
montréal	toronto
montréal	montréal
montréal	montreal
programme	program
programme	program
bgcolor	bgcolor
importante	penting
choix	pilihan
choix	pilihan
choix	choice
coup	blow
coup	meletupkan
coup	menghembus
coup	balingan
coup	shot
coup	syot
coup	ditembak
enfant	kanak
enfant	anak
enfant	child
information	maklumat
mieux	better
maurice	mauritius
maurice	maurice
défense	pertahanan
défense	pertahanan
vice	timbalan
vice	naib
contrôle	kawalan
noms	nama
noms	names
noms	nama
produits	product
produits	produk
produits	produk
internet	internet
label	label
hiver	winter
fondation	foundation
européenne	eropah
troupes	pasukan
